"rownum","Id","Name","Metadata","i32","NPCMasterKey","ShortName","i32","NPCShopKey","NPCAudioKeys1","NPCAudioKeys2","i32","i32","rid","rid","i32"
488,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC",2565,"","Kadaris",0,"",[],[],41950,-16843010,"","",-16843010
489,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLord","Captain Clayborne, The Accursed","Metadata/NPC/NPC",2565,"","Clayborne",0,"",[],[],13984,-16843010,"","",-16843010
490,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC",2565,"","Khor",0,"",[],[],275,-16843010,"","",-16843010
491,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC",2565,"","Ara",0,"",[],[],3432,-16843010,"","",-16843010
492,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC",2565,"","Ormud",0,"",[],[],15980,-16843010,"","",-16843010
493,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC",2565,"","Renkarr",0,"",[],[],3147,-16843010,"","",-16843010
494,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC",2565,"","Ciergan",0,"",[],[],30691,-16843010,"","",-16843010
495,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC",2565,"","The Trialmaster",0,"",[134],"[135,136]",50714,-16843010,"",0,0
496,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene",2565,"","The Trialmaster",0,"",[134],[135],56559,-16843010,"",0,0
497,"Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss",2565,"","Ahuatotli",0,"",[],[],26360,-16843010,"","",-16843010
498,"Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss",2565,"","Aul",0,"",[],[],3322,-16843010,"","",-16843010
499,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss",2565,"","The Trialmaster",0,"",[],[],55649,-16843010,"","",-16843010
500,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC",2565,"","",0,"",[],[],11914,-16843010,"","",-16843010
501,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",2411,"","Dannig",0,32,[137],[138],48104,-16843010,"",0,0
502,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",2408,"","Gwennen",0,30,[145],[146],5530,-16843010,"",0,0
503,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",2409,"","Tujen",0,29,[143],[144],48219,-16843010,"",0,0
504,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",2410,"","Rog",0,31,[140],[141],23173,-16843010,"",0,0
505,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",2411,"","Dannig",0,32,[139],[138],38795,501,0,0,0
506,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",2408,"","Gwennen",0,30,[145],"[146,147,148]",25585,502,0,0,0
507,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",2409,"","Tujen",0,29,[143],[144],35804,503,0,0,0
508,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",2410,"","Rog",0,31,[140],[141],58708,504,0,0,0
509,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",2411,"","Dannig",0,32,[137],[138],8686,501,0,0,0
510,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",2408,"","Gwennen",0,30,[145],[146],37694,502,0,0,0
511,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",2409,"","Tujen",0,29,[143],[144],20353,503,0,0,0
512,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",2410,"","Rog",0,31,[140],[141],56998,504,0,0,0
513,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC",2565,"","Royale Announcer",0,"",[],[],4754,-16843010,"","",-16843010
514,"Metadata/Monsters/LeagueExpedition/ReaperBoss","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss",2565,"","Vorana",0,"",[],[],15793,-16843010,"","",-16843010
515,"Metadata/Monsters/LeagueExpedition/Uhtred","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss",2565,"","Uhtred",0,"",[],[],44702,-16843010,"","",-16843010
516,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth",2565,"","Olroth",0,"",[],[],28485,-16843010,"","",-16843010
517,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss",2565,"","Medved",0,"",[],[],27268,-16843010,"","",-16843010
