"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","i32","[i32]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","i32","i32","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","i32","AchievementItemsKey","ModsKeys","i32","i32","VaalArea_WorldAreasKeys","VaalArea_SpawnChance","Strongbox_SpawnChance","Strongbox_MaxCount","Strongbox_RarityWeight","bool","i32","MaxLevel","AreaType_TagsKeys","i32","i32","IsHideout","i32","i32","i32","i32","Inflection","i32","i32","i32","TagsKeys","IsVaalArea","i32","i32","i32","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","i32","i32","i32","TSIFile","rid","i32","i32","i32","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","i32","i32","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","i32","i32","i32","i32","i32","EnvironmentsKey","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","i32","i32","i32","i32","MetamorphChance","DeliriumChance","HarvestChance","HeistChance","RitualChance","[rid]","UltimatumChance","ExpeditionChance"
1418,"MapEndlessLedge70","The Endless Ledge",1,"","","[1417,1419]",60,15160,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1419,"MapEndlessLedge71","The Endless Ledge",1,"","","[1418,1420]",60,43442,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1420,"MapEndlessLedge72","The Endless Ledge",1,"","","[1419,1421]",60,57106,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1421,"MapEndlessLedge73","The Endless Ledge",1,"","","[1420,1422]",60,11674,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1422,"MapEndlessLedge74","The Endless Ledge",1,"","","[1421,1423]",60,7213,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1423,"MapEndlessLedge75","The Endless Ledge",1,"","","[1422,1424]",60,38011,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1424,"MapEndlessLedge76","The Endless Ledge",1,"","","[1423,1425]",60,26780,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1425,"MapEndlessLedge77","The Endless Ledge",1,"","","[1424,1426]",60,49724,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1426,"MapEndlessLedge78","The Endless Ledge",1,"","","[1425,1427]",60,994,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1427,"MapEndlessLedge79","The Endless Ledge",1,"","","[1426,1428]",60,39968,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1428,"MapEndlessLedge80","The Endless Ledge",1,"","","[1427,1429]",60,252,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1429,"MapEndlessLedge81","The Endless Ledge",1,"","","[1428,1430]",60,55738,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1430,"MapEndlessLedge82","The Endless Ledge",1,"","","[1429,1431]",60,10249,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1431,"MapEndlessLedge83","The Endless Ledge",1,"","","[1430,1432]",60,36055,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1432,"MapEndlessLedge84","The Endless Ledge",1,"","","[1431,1433]",60,54815,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1433,"MapEndlessLedge85","The Endless Ledge",1,"","","[1432,1434]",60,32474,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1434,"MapEndlessLedge86","The Endless Ledge",1,"","","[1433,1435]",60,3395,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1435,"MapEndlessLedge87","The Endless Ledge",1,"","","[1434,1436]",60,38650,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1436,"MapEndlessLedge88","The Endless Ledge",1,"","","[1435,1437]",60,5757,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1437,"MapEndlessLedge89","The Endless Ledge",1,"","","[1436,1438]",60,34392,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1438,"MapEndlessLedge90","The Endless Ledge",1,"","","[1437,1439]",60,19442,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1439,"MapEndlessLedge91","The Endless Ledge",1,"","","[1438,1440]",60,56580,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1440,"MapEndlessLedge92","The Endless Ledge",1,"","","[1439,1441]",60,6083,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1441,"MapEndlessLedge93","The Endless Ledge",1,"","","[1440,1442]",60,41426,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1442,"MapEndlessLedge94","The Endless Ledge",1,"","","[1441,1443]",60,27407,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1443,"MapEndlessLedge95","The Endless Ledge",1,"","","[1442,1444]",60,53044,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1444,"MapEndlessLedge96","The Endless Ledge",1,"","","[1443,1445]",60,21878,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1445,"MapEndlessLedge97","The Endless Ledge",1,"","","[1444,1446]",60,926,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1446,"MapEndlessLedge98","The Endless Ledge",1,"","","[1445,1447]",60,27435,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1447,"MapEndlessLedge99","The Endless Ledge",1,"","","[1446,1448]",60,30242,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1448,"MapEndlessLedge100","The Endless Ledge",1,"","","[1447,1349]",60,22348,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,"[2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053]","",30,2565,2565,[872],[],[],[],"",[],"",0,"",[],0,16,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,14,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,18,5,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1449,"MapEndlessLedge2_01","Path of Endurance",3,"","",[1450],64,35956,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2059],38,30,2565,2565,[2029],[],[],[],"",[],"",0,"",[4462],0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,414,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
