"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[rid]"
4730,7076,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4731,7077,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4732,7070,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4733,7078,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4734,7079,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4735,7080,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4736,7081,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4737,7082,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4738,7083,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4739,7084,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4740,7085,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4741,7086,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4742,7087,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4743,7088,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4744,7089,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4745,7090,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4746,7091,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4747,7092,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4748,7093,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4749,7094,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4750,7095,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4751,7096,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4752,7097,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4753,7098,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4754,7099,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4755,7100,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4756,7101,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4757,7102,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4758,7103,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4759,7104,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4760,7105,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4761,7106,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4762,7107,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4763,7108,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4764,7109,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4765,7110,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4766,7111,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4767,7112,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4768,7113,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4769,7114,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4770,7115,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4771,7116,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4772,7117,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4773,7118,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4774,7119,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4775,7120,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4776,7121,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4777,7122,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4778,7123,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4779,7124,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4780,7125,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4781,7126,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4782,7127,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4783,7129,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4784,7130,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4785,7131,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4786,7132,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4787,7133,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4788,7134,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4789,7128,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4790,7135,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4791,7136,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",3,[],[],[]
4792,7137,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",3,[],[],[]
4793,7138,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",3,[],[],[]
4794,7139,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4795,7140,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4796,7141,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4797,7142,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4798,7143,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4799,7144,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4800,7145,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4801,7146,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4802,7147,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4803,7148,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4804,7149,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4805,7150,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4806,7151,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4807,7152,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4808,7153,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4809,7154,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4810,7155,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4811,7156,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4812,7157,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4813,7158,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4814,7159,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4815,7160,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4816,7161,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4817,7162,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4818,7163,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4819,7164,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4820,7165,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4821,7166,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4822,7167,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4823,7168,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4824,7169,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4825,7170,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4826,7171,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4827,7172,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4828,7173,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4829,7174,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4830,7175,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4831,7176,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4832,7177,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4833,7178,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4834,7179,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4835,7180,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4836,7181,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4837,7182,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4838,7183,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4839,7184,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4840,7185,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4841,7186,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4842,7187,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4843,7188,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4844,7189,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4845,7190,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4846,7191,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4847,7193,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4848,7194,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4849,7195,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4850,7196,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4851,7197,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4852,7198,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4853,7199,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4854,7200,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4855,7201,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4856,7202,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4857,7203,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4858,7204,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4859,7205,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4860,7206,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4861,7207,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4862,7208,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4863,7209,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4864,7210,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4865,7212,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4866,7213,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4867,7214,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4868,7215,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4869,7216,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4870,7217,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4871,7218,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4872,7219,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4873,7220,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4874,7221,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4875,7222,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4876,7223,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4877,7224,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4878,7225,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",1,[],[],[]
4879,7226,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4880,7227,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4881,7228,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4882,7229,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4883,7230,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4884,7231,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4885,7232,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4886,7233,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4887,7234,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
4888,7235,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4889,7236,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4890,7237,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4891,7238,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4892,7239,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4893,7240,20,5,"hideout_doodad","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4894,7241,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
4895,7242,7,3,"","","","<currencyitem>{3x Chaos Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4896,7243,8,3,"","","","<uniqueitem>{Headhunter}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4897,7244,9,3,"","","","<uniqueitem>{Lifesprig}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4898,7245,7,3,"","","","<rareitem>{Two-Stone Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4899,7246,6,3,"","","","<whiteitem>{Prismatic Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4900,7247,5,3,"","","","<uniqueitem>{Axe}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4901,7248,5,3,"","","","<uniqueitem>{Nightmare Bascinet}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4902,7249,3,3,"","","","<currencyitem>{40x Scroll of Wisdom}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4903,7250,8,3,"","","","<uniqueitem>{Voll's Devotion}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4904,7251,9,3,"","","","<uniqueitem>{Blood of Corruption}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4905,7252,4,3,"","","","<magicitem>{Life Armour}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4906,7253,5,3,"","","","<uniqueitem>{Prismatic Ring}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4907,7254,11,3,"","","","<uniqueitem>{Headhunter}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4908,7255,3,3,"","","","<uniqueitem>{The Goddess Bound}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4909,7256,5,3,"","","","<currencyitem>{10x Orb of Regret}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4910,7257,6,3,"","","","<gemitem>{Minion Gem}\r\n<default>{Quality:} <augmented>{+20%}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4911,7258,13,3,"","","","<gemitem>{Level 21 Spell Gem}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4912,7259,9,3,"","","","<uniqueitem>{Taste of Hate}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4913,7260,12,3,"","","","<currencyitem>{Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4914,7261,8,3,"","","","<uniqueitem>{Divination Distillate}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4915,7262,7,3,"","","","<uniqueitem>{Rise of the Phoenix}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4916,7263,4,3,"","","","<rareitem>{Amulet}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4917,7264,9,3,"","","","<uniqueitem>{Wake of Destruction}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4918,7265,6,3,"","","","<whiteitem>{Six-Link Staff}\r\n<default>{Item Level:} <normal>{55}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4919,7266,3,3,"","","","<currencyitem>{Gemcutter's Prism}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4920,7267,5,3,"","","","<divination>{Divination Card}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4921,7268,2,3,"","","","<rareitem>{Jewellery}\r\n<default>{Item Level:} <normal>{79}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4922,7269,1,3,"","","","<currencyitem>{5x Chaos Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4923,7270,7,3,"","","","<magicitem>{Runic One-Hand Weapon}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4924,7271,12,3,"","","","<uniqueitem>{Mjölner}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4925,7272,5,3,"","","","<currencyitem>{5x Currency}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4926,7273,10,3,"","","","<uniqueitem>{League-Specific Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4927,7274,7,3,"","","","<currencyitem>{20x Orb of Fusing}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4928,7275,5,3,"","","","<uniqueitem>{Romira's Banquet}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4929,7276,8,3,"","","","<currencyitem>{Chaos Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4930,7277,12,3,"","","","<uniqueitem>{Crown of Eyes}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4931,7278,4,3,"","","","<uniqueitem>{The Whispering Ice}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4932,7279,9,3,"","","","<currencyitem>{5x Regal Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4933,7280,8,3,"","","","<uniqueitem>{Kaom's Heart}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4934,7281,5,3,"","","","<currencyitem>{3x Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4935,7282,7,3,"","","","<uniqueitem>{Windripper}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4936,7283,9,3,"","","","<uniqueitem>{Pledge of Hands}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4937,7284,3,3,"","","","<gemitem>{Gem}\r\n<default>{Quality:} <augmented>{+20%}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4938,7285,6,3,"","","","<whiteitem>{Six-Link Astral Plate}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4939,7286,11,3,"","","","<whiteitem>{Six-Link Body Armour}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4940,7287,11,3,"","","","<gemitem>{Level 4 Enhance}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4941,7288,6,3,"","","","<currencyitem>{10x Vaal Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4942,7289,6,3,"","","","<uniqueitem>{Alpha's Howl}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4943,7290,4,3,"","","","<uniqueitem>{Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4944,7291,7,3,"","","","<currencyitem>{10x Gemcutter's Prism}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4945,7292,16,3,"","","","<uniqueitem>{Atziri's Acuity}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4946,7293,9,3,"","","","<uniqueitem>{Tabula Rasa}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4947,7294,6,3,"","","","<rareitem>{Map}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4948,7295,4,3,"","","","<magicitem>{Dictator's Prophecy Wand}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4949,7296,9,3,"","","","<uniqueitem>{Maligaro's Virtuosity}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4950,7297,5,3,"","","","<whiteitem>{Five-Link Staff}\r\n<default>{Item Level:} <normal>{66}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4951,7298,7,3,"","","","<uniqueitem>{The Whispering Ice}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4952,7299,6,3,"","","","<uniqueitem>{Le Heup of All}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4953,7300,10,3,"","","","<uniqueitem>{Atziri's Disfavour}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4954,7301,9,3,"","","","<uniqueitem>{Doedre Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4955,7302,8,3,"","","","<uniqueitem>{Map}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4956,7303,8,3,"","","","<currencyitem>{10x Chaos Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4957,7304,5,3,"","","","<size:31>{<magicitem>{Bloodthirsty Eternal Sword}\r\n<default>{Item Level:} <normal>{66}}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4958,7305,7,3,"","","","<rareitem>{Map}\r\n<default>{Map Tier:} <normal>{15}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4959,7306,4,3,"","","","<uniqueitem>{Sword}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
