"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","VendorRecipe_AchievementItemsKeys","RarePurchase_BaseItemTypesKeys","RarePurchase_Costs","UniquePurchase_BaseItemTypesKeys","UniquePurchase_Costs","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItemsKeys","ItemThemesKey","IdentifyMagic_AchievementItemsKeys","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
6223,"Metadata/Items/Hideout/HideoutRuinedCityCranesRope",39,1,1,"Rope","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7623,146925798,[],[],[],[],[],"","","",[],120,[],"","",13,"","",""
6224,"Metadata/Items/Hideout/HideoutRuinedCityCranesSpindle",39,1,1,"Rusty Spindle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7624,1442219255,[],[],[],[],[],"","","",[],120,[],"","",13,"","",""
6225,"Metadata/Items/Hideout/HideoutRuinedCityDebris",39,2,2,"Large Slum Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7625,-1601034417,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6226,"Metadata/Items/Hideout/HideoutRuinedCityDebris2",39,1,1,"Slum Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7626,730835234,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6227,"Metadata/Items/Hideout/HideoutRuinedCityGore",39,1,1,"Severed Heads","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7627,1309180332,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6228,"Metadata/Items/Hideout/HideoutRuinedCityGuardianPile",39,1,1,"Dead Ribbon","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7628,998261619,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6229,"Metadata/Items/Hideout/HideoutRuinedCityGuardianPile2",39,2,2,"Dead Guardian","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7629,-1367845359,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6230,"Metadata/Items/Hideout/HideoutRuinedCityGuardianPile3",39,2,2,"Dead Sentinel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7630,-423797162,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6231,"Metadata/Items/Hideout/HideoutRuinedCityLibraryBookPile",39,1,1,"Scattered Books","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7631,634450937,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6232,"Metadata/Items/Hideout/HideoutRuinedCityLibraryBookPile2",39,2,2,"Library Book Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7632,-426341441,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6233,"Metadata/Items/Hideout/HideoutScepterFurnitureCandle",39,1,2,"Candelabrum","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7633,1837658399,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6234,"Metadata/Items/Hideout/HideoutScepterFurnitureChair",39,1,1,"Lounge Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7634,1905490507,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6235,"Metadata/Items/Hideout/HideoutScepterFurnitureChair2",39,1,1,"Dining Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7635,724087964,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6236,"Metadata/Items/Hideout/HideoutScepterFurnitureShelf",39,2,2,"Book Shelf","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7636,-601639968,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6237,"Metadata/Items/Hideout/HideoutScepterFurnitureTable",39,2,2,"Study Desk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7637,-1189380568,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6238,"Metadata/Items/Hideout/HideoutScepterFurnitureTable2",39,1,1,"Dressing Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7638,-1111914913,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6239,"Metadata/Items/Hideout/HideoutScepterFurnitureTable3",39,2,1,"Cabinet","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7639,229275021,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6240,"Metadata/Items/Hideout/HideoutSceptreOfGodBirdcage",39,2,3,"Bird Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7640,-433246744,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6241,"Metadata/Items/Hideout/HideoutSceptreOfGodRubble",39,2,2,"Sceptre Of God Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7641,-1748184323,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6242,"Metadata/Items/Hideout/HideoutSceptreOfGodRubble2",39,1,1,"Broken Painting","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7642,-1397305808,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6243,"Metadata/Items/Hideout/HideoutSkeletonDog",39,1,1,"Animal Skeleton","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7643,-1504474915,[],[],[],[],[],"","","",[],121,[],"","",13,"","",""
6244,"Metadata/Items/Hideout/HideoutSlumFence",39,2,2,"Slum Fence","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7644,1238599122,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6245,"Metadata/Items/Hideout/HideoutSpiderGroveBonePile",39,1,1,"Webbed Remains","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7645,1801993618,[],[],[],[],[],"","","",[],91,[],"","",13,"","",""
6246,"Metadata/Items/Hideout/HideoutSpiderGroveDoodad",39,1,1,"Webbed Stump","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7646,-1831146418,[],[],[],[],[],"","","",[],91,[],"","",13,"","",""
6247,"Metadata/Items/Hideout/HideoutSpiderGroveDoodad2",39,1,2,"Spider Food","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7647,-2112935367,[],[],[],[],[],"","","",[],91,[],"","",13,"","",""
6248,"Metadata/Items/Hideout/HideoutTempleDungeonBookShelf",39,2,2,"Gilded Book Shelf","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7648,-599772689,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6249,"Metadata/Items/Hideout/HideoutTempleDungeonChair",39,1,1,"Temple Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7649,-720705978,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6250,"Metadata/Items/Hideout/HideoutTempleDungeonDivider",39,2,2,"Temple Divider","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7650,-1934427508,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6251,"Metadata/Items/Hideout/HideoutTempleDungeonDrawingTable",39,1,1,"Drawing Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7651,563094715,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6252,"Metadata/Items/Hideout/HideoutTempleDungeonHangingLamp",39,2,1,"Hanging Lamp","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7652,-1142461314,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6253,"Metadata/Items/Hideout/HideoutTempleDungeonMat",39,2,1,"Temple Mat","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7660,1316200907,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6254,"Metadata/Items/Hideout/HideoutTempleDungeonBanner",39,1,2,"Ornate Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7653,1021799470,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6255,"Metadata/Items/Hideout/HideoutTempleDungeonBasin",39,1,1,"Ornate Basin","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7654,-187755236,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6256,"Metadata/Items/Hideout/HideoutTempleDungeonBookPile",39,1,1,"Book Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7655,1790431238,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6257,"Metadata/Items/Hideout/HideoutTempleDungeonLongTable",39,2,1,"Long Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7656,841559770,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6258,"Metadata/Items/Hideout/HideoutTempleDungeonStool",39,1,1,"Temple Stool","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7657,-245380103,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6259,"Metadata/Items/Hideout/HideoutTempleDungeonTeaSet",39,1,1,"Tea Set","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7658,1344655345,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6260,"Metadata/Items/Hideout/HideoutTempleDungeonToolsBoard",39,2,2,"Gilded Tools Board","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7659,2132712780,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6261,"Metadata/Items/Hideout/HideoutTempleDungeonOrnateChair",39,1,1,"Ornate Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7661,1175184487,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6262,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedBanner",39,1,2,"Ruined Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7662,920173164,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6263,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedBasin",39,1,1,"Temple Basin","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7663,-1581722790,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6264,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedBookShelf",39,2,2,"Ruined Book Shelf","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7664,-173216000,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6265,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedChair",39,1,1,"Ruined Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7665,-1479030780,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6266,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedDivided",39,2,2,"Ruined Divider","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7666,-808261519,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6267,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedFloor",39,2,2,"Broken Floor","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7667,1425238586,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6268,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedHalfRoundSofaBed",39,2,2,"Ruined Large Sofa Bed","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7668,-94621736,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6269,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedLongTable",39,2,1,"Ruined Long Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7669,928294567,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6270,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedMat",39,2,1,"Ruined Mat","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7670,-1380893801,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6271,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedOrnateChair",39,1,1,"Ruined Ornate Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7671,1936820090,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6272,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedSofa",39,2,1,"Ruined Sofa","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7672,-1413676240,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6273,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedSofaBed",39,2,1,"Ruined Sofa Bed","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7673,-723037394,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6274,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedStandLamp",39,1,2,"Ruined Standing Lamp","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7674,-339045454,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6275,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedStool",39,1,1,"Ruined Stool","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7675,-1583311466,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6276,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedTable",39,2,2,"Ruined Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7676,-621700092,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6277,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedTortureDevice",39,2,1,"Ruined Torture Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7677,-2097273445,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6278,"Metadata/Items/Hideout/HideoutTempleDungeonRuinedTortureTable",39,2,2,"Ruined Experiment Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7678,1471451046,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6279,"Metadata/Items/Hideout/HideoutTempleDungeonSofa",39,2,1,"Temple Sofa","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7679,-1749280002,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6280,"Metadata/Items/Hideout/HideoutTempleDungeonSofaBed",39,2,2,"Large Sofa Bed","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7680,-1944264485,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6281,"Metadata/Items/Hideout/HideoutTempleDungeonStandingLamp",39,1,2,"Standing Lamp","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7681,-294701543,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6282,"Metadata/Items/Hideout/HideoutTempleDungeonTable",39,2,2,"Gilded Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7682,1130928010,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6283,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice",39,2,2,"Gilded Stocks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7683,-815358570,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6284,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice2",39,1,1,"Gilded Cradle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7684,2074436487,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6285,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice3",39,2,2,"Gilded Spiked Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7685,-1744768363,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6286,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice4",39,1,2,"Gilded Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7686,293538147,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6287,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice5",39,1,2,"Gilded Bastinado","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7687,133774406,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6288,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice6",39,1,2,"Gilded Iron Maiden","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7688,-204968574,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6289,"Metadata/Items/Hideout/HideoutTempleDungeonTortureDevice7",39,1,1,"Gilded Scavenger's Daughter","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7689,2104062646,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6290,"Metadata/Items/Hideout/HideoutTempleDungeonTortureLongTable",39,2,2,"Experiment Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7690,-2035921835,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6291,"Metadata/Items/Hideout/HideoutTortureUrn",39,1,1,"Torture Urn","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7691,-1732211243,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6292,"Metadata/Items/Hideout/HideoutTreeBulbPalm",39,2,2,"Bulb Palm","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7692,-64946924,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6293,"Metadata/Items/Hideout/HideoutTreePalm",39,2,2,"Garden Palm","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7693,-1846714089,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6294,"Metadata/Items/Hideout/HideoutTreePalm2",39,2,2,"Lush Palm","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7694,2047104085,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6295,"Metadata/Items/Hideout/HideoutTreePalmGroup",39,2,3,"Palm Group","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7695,-2052853198,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6296,"Metadata/Items/Hideout/HideoutTreeRaphina",39,2,2,"Raphina Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7696,555220479,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6297,"Metadata/Items/Hideout/HideoutTreeRavenal",39,2,2,"Ravenal Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7697,644741679,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6298,"Metadata/Items/Hideout/HideoutWagonDebris",39,2,2,"Wagon Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7698,-14320,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6299,"Metadata/Items/Hideout/HideoutWagonStoneSlab",39,2,2,"Dark Cargo Wagon","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7699,1979820663,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6300,"Metadata/Items/Hideout/HideoutWagonStoneSlab2",39,2,2,"Light Cargo Wagon","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7700,-1831639222,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6301,"Metadata/Items/Hideout/HideoutWagonTravel",39,2,2,"Travel Wagon","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7701,-1933706143,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6302,"Metadata/Items/Hideout/HideoutWareHouseTrash",39,1,1,"Damaged Barrels","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7702,89505229,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6303,"Metadata/Items/Hideout/HideoutWareHouseTrash2",39,1,1,"Damaged Cargo","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7703,-1599855571,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6304,"Metadata/Items/Hideout/HideoutWareHouseTrash3",39,2,2,"Damaged Shelves","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7704,-1879240725,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6305,"Metadata/Items/Hideout/HideoutBarracksTent1",39,2,1,"Blackguard Infantry Tent","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7717,237092937,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6306,"Metadata/Items/Hideout/HideoutBarracksTent2",39,2,2,"Blackguard Officer Tent","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7718,-759405623,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6307,"Metadata/Items/Hideout/HideoutBattlefieldBallistaBall",39,1,1,"Catapult Ball","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7719,-765171932,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6308,"Metadata/Items/Hideout/HideoutBattlefieldDome",39,2,2,"Energy Dome","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7720,669494813,[],[],[],[],[],"","","",[],117,[],"","",12,"","",""
6309,"Metadata/Items/Hideout/HideoutBeachBugs",39,1,1,"Slugs","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7721,-618233749,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6310,"Metadata/Items/Hideout/HideoutBeachBugs2",39,1,1,"Flies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7722,-1332038081,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6311,"Metadata/Items/Hideout/HideoutBeachFlies",39,1,1,"Beach Flies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7723,-1044760729,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6312,"Metadata/Items/Hideout/HideoutBeachSwarm",39,1,1,"Fly Swarm","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7724,-70524987,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6313,"Metadata/Items/Hideout/HideoutBeachWind",39,1,1,"Blown Grass","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7725,1970218640,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6314,"Metadata/Items/Hideout/HideoutChestCannibal1",39,2,2,"Hung Corpse","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7726,1033631408,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6315,"Metadata/Items/Hideout/HideoutChestCannibal2",39,1,2,"Impaled Corpse","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7727,-1164072484,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6316,"Metadata/Items/Hideout/HideoutChestPotDark",39,1,1,"Dark Vessel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7728,-914031336,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6317,"Metadata/Items/Hideout/HideoutChestPotGold1",39,1,1,"Golden Vessel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7729,2032810176,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6318,"Metadata/Items/Hideout/HideoutChestPotGold2",39,1,1,"Ancient Vessel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7730,-182165930,[],[],[],[],[],"","","",[],118,[],"","",13,"","",""
6319,"Metadata/Items/Hideout/HideoutChestSarcophagus1",39,2,1,"Sarcophagus","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7731,1102015997,[],[],[],[],[],"","","",[],99,[],"","",13,"","",""
