"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","i32","i32","i32","i32","rid","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","[rid]","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
2505,455,4,"Home",[],[],[],"",2565,3,0,0,0,"",2565,[6630],"","","",[775],[822],775,[],1155,"",[],"","","","","","","",0,100338,0,41
2506,455,5,"Nenet",[],[],[],"",2565,3,0,0,0,"",2565,[6629],"","","",[776],[741],776,[],1155,"",[],"","","","","","","",0,100376,0,41
2507,455,6,"Prepare Grand Heist",[],[],[],"triggerer.FinishNPCChat(); triggerer.SendOpenScreen(HeistBlueprint, 3, -1);",2565,22,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",1,"","",0,100572,0,41
2508,455,7,"A Matter of Honour",[2244],[],[],"",2565,5,0,0,0,"",2565,[6615],"","","",[853],[],1,[820],853,"",[],"","","","","","","",0,100640,0,41
2509,455,8,"A Matter of Honour",[2277],[],[],"",2565,5,0,0,0,"",2565,[6616],"","","",[820],[],820,[854],820,"",[],"","","","","","","",0,100668,0,41
2510,455,9,"Flying False Colours",[2245],[],[],"",2565,5,0,0,0,"",2565,[6617],"","","",[854],[],1,[821],854,"",[],"","","","","","","",0,100740,0,41
2511,455,10,"Flying False Colours",[2278],[],[],"",2565,5,0,0,0,"",2565,[6618],"","","",[821],[],821,[855],821,"",[],"","","","","","","",0,100768,0,41
2512,455,11,"Flying False Colours",[2278],[],[],"",2565,5,0,0,0,"",2565,[6618],"","","",[821],[855],821,[821],821,"",[],"","","","","","","",0,100800,0,41
2513,455,12,"Bad Blood",[2246],[],[],"",2565,5,0,0,0,"",2565,[6619],"","","",[855],[],1,[822],855,"",[],"","","","","","","",0,100850,0,41
2514,455,13,"Bad Blood",[],[],[],"",2565,5,0,0,0,"",2565,[6628],"","","",[889],[822],889,[],889,"",[],"","","","","","","",0,100874,0,41
2515,455,14,"A Matter of Honour Reward",[],[],[],"",2565,6,0,0,0,106,2565,[],"","","",[930],[820],1,[962],930,"",[],"","",1,"","","","",0,100940,0,41
2516,455,15,"Flying False Colours Reward",[],[],[],"",2565,6,0,0,0,107,2565,[],"","","",[931],[821],1,[963],931,"",[],"","",1,"","","","",0,101010,0,41
2517,455,16,"Bad Blood Reward",[],[],[],"",2565,6,0,0,0,108,2565,[],"","","",[932],[889],1,[964],932,"",[],"","",1,"","","","",0,101058,0,41
2518,456,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[7622],"","","",[754],[],754,[],754,"",[],"","","","","","","",0,101078,0,41
2519,456,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[7623],"","","",[777],[],777,[],1155,"",[],"","","","","","","",0,101098,0,41
2520,456,2,"Kitava",[1139],[1549],[],"",2565,3,0,0,0,"",2565,[7624],"","","",[778],[],778,[],1155,"",[],"","","","","","","",0,101126,0,41
2521,456,3,"Kitava",[1549],[],[],"",2565,3,0,0,0,"",2565,[7626],"","","",[779],[],779,[],1155,"",[],"","","","","","","",0,101150,0,41
2522,456,4,"Tukohama",[1176],[],[],"",2565,3,0,0,0,"",2565,[7625],"","","",[780],[],780,[],1155,"",[],"","","","","","","",0,101174,0,41
2523,456,5,"Slaves",[1072],[],[],"",2565,3,0,0,0,"",2565,[7627],"","","",[781],[],781,[],1155,"",[],"","","","","","","",0,101214,0,41
2524,456,6,"Vigilantes",[1072],[],[],"",2565,3,0,0,0,"",2565,[7628],"","","",[782],[],782,[],1155,"",[],"","","","","","","",0,101262,0,41
2525,456,7,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",1,"","",0,101262,0,41
2526,456,8,"Reveal Blueprint Details",[],[],[],"",2565,19,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",0,"","",0,101314,0,41
2527,456,9,"Slaver's Revenge",[2247],[],[],"",2565,5,0,0,0,"",2565,[7629],"","","",[856],[],1,[823],856,"",[],"","","","","","","",0,101378,0,41
2528,456,10,"Slaver's Revenge",[2280],[],[],"",2565,5,0,0,0,"",2565,[7630],"","","",[823],[],823,[857],823,"",[],"","","","","","","",0,101406,0,41
2529,456,11,"Follow the Paper Trail",[2248],[],[],"",2565,5,0,0,0,"",2565,[7631],"","","",[857],[],1,[824],857,"",[],"","","","","","","",0,101482,0,41
2530,456,12,"Follow the Paper Trail",[2281],[],[],"",2565,5,0,0,0,"",2565,[7632],"","","",[824],[],824,[858],824,"",[],"","","","","","","",0,101510,0,41
2531,456,13,"Follow the Paper Trail",[2281],[],[],"",2565,5,0,0,0,"",2565,[7632],"","","",[824],[858],824,[824],824,"",[],"","","","","","","",0,101542,0,41
2532,456,14,"The Slaver King",[2249],[],[],"",2565,5,0,0,0,"",2565,[7633],"","","",[858],[],1,[825],858,"",[],"","","","","","","",0,101604,0,41
2533,456,15,"The Slaver King",[],[],[],"",2565,5,0,0,0,"",2565,[7634],"","","",[892],[825],892,[],892,"",[],"","","","","","","",0,101628,0,41
2534,456,16,"Slaver's Revenge Reward",[],[],[],"",2565,6,0,0,0,109,2565,[],"","","",[933],[823],1,[965],933,"",[],"","",1,"","","","",0,101690,0,41
2535,456,17,"Follow the Paper Trail Reward",[],[],[],"",2565,6,0,0,0,110,2565,[],"","","",[934],[824],1,[966],934,"",[],"","",1,"","","","",0,101764,0,41
2536,456,18,"The Slaver King Reward",[],[],[],"",2565,6,0,0,0,111,2565,[],"","","",[935],[892],1,[967],935,"",[],"","",1,"","","","",0,101824,0,41
2537,457,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[7034],"","","",[755],[],755,[],755,"",[],"","","","","","","",0,101844,0,41
2538,457,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[7035],"","","",[783],[],783,[],1155,"",[],"","","","","","","",0,101864,0,41
2539,457,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 0 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,102054,0,41
2540,457,3,"Stolen Lockpicks",[2224],[],[],"",2565,5,0,0,0,"",2565,[7036],"","","",[833],[],1,[800],833,"",[],"","","","","","","",0,102118,0,41
2541,457,4,"Stolen Lockpicks",[2257],[],[],"",2565,5,0,0,0,"",2565,[7037],"","","",[800],[],800,[834],800,"",[],"","","","","","","",0,102146,0,41
2542,457,5,"Karst's Revenge",[2225],[],[],"",2565,5,0,0,0,"",2565,[7038],"","","",[834],[],1,[801],834,"",[],"","","","","","","",0,102208,0,41
2543,457,6,"Take Vial of Poison",[2225],[2258],[],"",2565,6,0,0,0,80,2565,[],"","","",[904],[834],1,[],904,"",[],"","",1,"","","","",0,102266,0,41
2544,457,7,"Karst's Revenge",[],[],[],"",2565,5,0,0,0,"",2565,[7039],"","","",[867],[801],867,[835],867,"",[],"","","","","","","",0,102294,0,41
2545,457,8,"Credit Where Credit's Due",[2226],[],[],"",2565,5,0,0,0,"",2565,[7040],"","","",[835],[],1,[802],835,"",[],"","","","","","","",0,102376,0,41
2546,457,9,"Take Poisoned Lockpick",[2226],[2259],[],"",2565,6,0,0,0,81,2565,[],"","","",[905],[834],1,[],905,"",[],"","",1,"","","","",0,102440,0,41
2547,457,10,"Credit Where Credit's Due",[],[],[],"",2565,5,0,0,0,"",2565,[7041],"","","",[868],[802],868,[],868,"",[],"","","","","","","",0,102464,0,41
2548,457,11,"Trial Run",[2187],[],[],"",2565,3,0,0,0,"",2565,[7025],"","","",[866],[],866,[],866,"",[],"","","","","","","",0,102510,0,41
2549,457,12,"Stolen Lockpicks Reward",[],[],[],"",2565,6,0,0,0,86,2565,[],"","","",[910],[800],1,[942],910,"",[],"","",1,"","","","",0,102572,0,41
2550,457,13,"Karst's Revenge Reward",[],[],[],"",2565,6,0,0,0,87,2565,[],"","","",[911],[867],1,[943],911,"",[],"","",1,"","","","",0,102632,0,41
2551,457,14,"Credit Where Credit's Due Reward",[],[],[],"",2565,6,0,0,0,88,2565,[],"","","",[912],[868],1,[944],912,"",[],"","",1,"","","","",0,102712,0,41
2552,458,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[8577],"","","",[756],[],756,[],756,"",[],"","","","","","","",0,102732,0,41
2553,458,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[8578],"","","",[784],[],784,[],1155,"",[],"","","","","","","",0,102752,0,41
2554,458,2,"The Truth",[1047],[],[],"",2565,3,0,0,0,"",2565,[8583],"","","",[785],[],785,[],1155,"",[],"","","","","","","",0,102798,0,41
2555,458,3,"Godslayer",[1549],[],[],"",2565,3,0,0,0,"",2565,[8584],"","","",[786],[],786,[],1155,"",[],"","","","","","","",0,102844,0,41
2556,458,4,"The Outer Realms",[1902],[],[],"",2565,3,0,0,0,"",2565,[8585],"","","",[787],[],787,[],1155,"",[],"","","","","","","",0,102904,0,41
2557,458,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 1 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,103062,0,41
2558,458,6,"Reveal Blueprint Details",[],[],[],"",2565,19,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",0,"","",0,103062,0,41
2559,458,7,"Rational Tools",[2237],[],[],"",2565,5,0,0,0,"",2565,[8579],"","","",[846],[],1,[813],846,"",[],"","","","","","","",0,103122,0,41
2560,458,8,"Rational Tools",[2270],[],[],"",2565,5,0,0,0,"",2565,[8580],"","","",[813],[],813,[847],813,"",[],"","","","","","","",0,103150,0,41
2561,458,9,"A Mundane Sample",[2238],[],[],"",2565,5,0,0,0,"",2565,[8581],"","","",[847],[],1,[814],847,"",[],"","","","","","","",0,103214,0,41
2562,458,10,"A Mundane Sample",[2271],[],[],"",2565,5,0,0,0,"",2565,[8582],"","","",[814],[],814,[],814,"",[],"","","","","","","",0,103238,0,41
2563,458,11,"Rational Tools Reward",[],[],[],"",2565,6,0,0,0,99,2565,[],"","","",[923],[813],1,[955],923,"",[],"","",1,"","","","",0,103296,0,41
2564,458,12,"A Mundane Sample Reward",[],[],[],"",2565,6,0,0,0,100,2565,[],"","","",[924],[814],1,[956],924,"",[],"","",1,"","","","",0,103358,0,41
2565,459,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[8401],"","","",[757],[],757,[],757,"",[],"","","","","","","",0,103378,0,41
2566,459,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[8402],"","","",[788],[],788,[],1155,"",[],"","","","","","","",0,103398,0,41
2567,459,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 2 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,103556,0,41
2568,459,3,"Enoch's Whereabouts",[2229],[],[],"",2565,5,0,0,0,"",2565,[8403],"","","",[838],[],1,[805],838,"",[],"","","","","","","",0,103626,0,41
2569,459,4,"Enoch's Whereabouts",[2262],[],[],"",2565,5,0,0,0,"",2565,[8405],"","","",[805],[],805,[839],805,"",[],"","","","","","","",0,103654,0,41
2570,459,5,"Enoch's Remains",[2230],[],[],"",2565,5,0,0,0,"",2565,[8406],"","","",[839],[],1,[806],839,"",[],"","","","","","","",0,103716,0,41
2571,459,6,"Enoch's Remains",[2263],[],[],"",2565,5,0,0,0,"",2565,[8407],"","","",[806],[],806,[],806,"",[],"","","","","","","",0,103740,0,41
2572,459,7,"Enoch's Whereabouts Reward",[],[],[],"",2565,6,0,0,0,91,2565,[],"","","",[915],[805],1,[947],915,"",[],"","",1,"","","","",0,103808,0,41
2573,459,8,"Enoch's Remains Reward",[],[],[],"",2565,6,0,0,0,92,2565,[],"","","",[916],[806],1,[948],916,"",[],"","",1,"","","","",0,103868,0,41
2574,460,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[6689],"","","",[758],[],758,[],758,"",[],"","","","","","","",0,103888,0,41
2575,460,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[6690],"","","",[789],[],789,[],1155,"",[],"","","","","","","",0,103908,0,41
2576,460,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 3 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,104066,0,41
2577,460,3,"Finding Opal",[2227],[],[],"",2565,5,0,0,0,"",2565,[6691],"","","",[836],[],1,[803],836,"",[],"","","","","","","",0,104122,0,41
2578,460,4,"Finding Opal",[2260],[],[],"",2565,5,0,0,0,"",2565,[6692],"","","",[803],[],803,[837],803,"",[],"","","","","","","",0,104150,0,41
2579,460,5,"Opal's Jewels",[2228],[],[],"",2565,5,0,0,0,"",2565,[6693],"","","",[837],[],1,[804],837,"",[],"","","","","","","",0,104208,0,41
2580,460,6,"Take Tibbs' Wealth",[2228],[2261],[],"",2565,6,0,0,0,82,2565,[],"","","",[906],[837],1,[],906,"",[],"","",1,"","","","",0,104264,0,41
2581,460,7,"Opal's Jewels",[],[],[],"",2565,5,0,0,0,"",2565,[6694],"","","",[870],[804],870,[],870,"",[],"","","","","","","",0,104288,0,41
2582,460,8,"Finding Opal Reward",[],[],[],"",2565,6,0,0,0,89,2565,[],"","","",[913],[803],1,[945],913,"",[],"","",1,"","","","",0,104342,0,41
2583,460,9,"Opal's Jewels Reward",[],[],[],"",2565,6,0,0,0,90,2565,[],"","","",[914],[870],1,[946],914,"",[],"","",1,"","","","",0,104398,0,41
2584,461,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[8217],"","","",[759],[],759,[],759,"",[],"","","","","","","",0,104418,0,41
2585,461,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[8218],"","","",[790],[],790,[],1155,"",[],"","","","","","","",0,104438,0,41
2586,461,2,"The Plains of Vastiri",[],[],[],"",2565,3,0,0,0,"",2565,[8224],"","","",[791],[],791,[],1155,"",[],"","","","","","","",0,104504,0,41
2587,461,3,"Isla",[],[],[],"",2565,3,0,0,0,"",2565,[8223],"","","",[792],[],792,[],1155,"",[],"","","","","","","",0,104536,0,41
2588,461,4,"Strange Voice",[1139],[],[],"",2565,3,0,0,0,"",2565,[8225],"","","",[793],[],793,[],1155,"",[],"","","","","","","",0,104590,0,41
2589,461,5,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 4 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,104748,0,41
2590,461,6,"The Book of Jamanra",[2239],[],[],"",2565,5,0,0,0,"",2565,[8219],"","","",[848],[],1,[815],848,"",[],"","","","","","","",0,104818,0,41
2591,461,7,"The Book of Jamanra",[2272],[],[],"",2565,5,0,0,0,"",2565,[8220],"","","",[815],[],815,[849],815,"",[],"","","","","","","",0,104846,0,41
2592,461,8,"The Book of Jamanra",[2272],[],[],"",2565,5,0,0,0,"",2565,[8220],"","","",[815],[849],815,[815],815,"",[],"","","","","","","",0,104878,0,41
2593,461,9,"Jamanra's Rest",[2240],[],[],"",2565,5,0,0,0,"",2565,[8221],"","","",[849],[],1,[816],849,"",[],"","","","","","","",0,104938,0,41
2594,461,10,"Jamanra's Rest",[],[],[],"",2565,5,0,0,0,"",2565,[8222],"","","",[883],[816],883,[],883,"",[],"","","","","","","",0,104962,0,41
2595,461,11,"The Book of Jamanra Reward",[],[],[],"",2565,6,0,0,0,101,2565,[],"","","",[925],[815],1,[957],925,"",[],"","",1,"","","","",0,105030,0,41
2596,461,12,"Jamanra's Rest Reward",[],[],[],"",2565,6,0,0,0,102,2565,[],"","","",[926],[883],1,[958],926,"",[],"","",1,"","","","",0,105088,0,41
2597,462,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[7947],"","","",[760],[],760,[],760,"",[],"","","","","","","",0,105108,0,41
2598,462,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[7948],"","","",[794],[],794,[],1155,"",[],"","","","","","","",0,105128,0,41
2599,462,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 5 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,105286,0,41
2600,462,3,"Grocery List",[2231],[],[],"",2565,5,0,0,0,"",2565,[7951],"","","",[840],[],1,[807],840,"",[],"","","","","","","",0,105342,0,41
2601,462,4,"Grocery List",[2264],[],[],"",2565,5,0,0,0,"",2565,[7952],"","","",[807],[],807,[841],807,"",[],"","","","","","","",0,105370,0,41
2602,462,5,"The Vinderi Bomb",[2232],[],[],"",2565,5,0,0,0,"",2565,[7953],"","","",[841],[],1,[808],841,"",[],"","","","","","","",0,105434,0,41
2603,462,6,"The Vinderi Bomb",[2265],[],[],"triggerer.FinishNPCChat();",2565,5,0,0,0,"",2565,[7954],"Delay( 0.7, { SpawnEffectOffset( Metadata/Effects/Microtransactions/Misc/fireworks/fireworksMTX_Classic.ao, 0, 0 ); } );","","",[808],[],808,[],808,"",[],"","","","","","","",0,105702,0,41
2604,462,7,"Fireworks",[],[],[],"",2565,3,0,0,0,"",2565,[7955],"","","",[875],[808],875,[],875,"",[],"","","","","","","",0,105748,0,41
2605,462,8,"Grocery List Reward",[],[],[],"",2565,6,0,0,0,93,2565,[],"","","",[917],[807],1,[949],917,"",[],"","",1,"","","","",0,105802,0,41
2606,462,9,"The Vinderi Bomb Reward",[],[],[],"",2565,6,0,0,0,94,2565,[],"","","",[918],[808],1,[950],918,"",[],"","",1,"","","","",0,105864,0,41
2607,463,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[6170],"","","",[761],[],761,[],761,"",[],"","","","","","","",0,105884,0,41
2608,463,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[6171],"","","",[795],[],795,[],1155,"",[],"","","","","","","",0,105904,0,41
2609,463,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 6 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,106062,0,41
2610,463,3,"The Wedding Dress",[2235],[],[],"",2565,5,0,0,0,"",2565,[6172],"","","",[844],[],1,[811],844,"",[],"","","","","","","",0,106128,0,41
2611,463,4,"The Wedding Dress",[2268],[],[],"",2565,5,0,0,0,"",2565,[6173],"","","",[811],[],811,[845],811,"",[],"","","","","","","",0,106156,0,41
2612,463,5,"Disengagement",[2236],[],[],"",2565,5,0,0,0,"",2565,[6174],"","","",[845],[],1,[812],845,"",[],"","","","","","","",0,106214,0,41
2613,463,6,"Take Engagement Ring",[2236],[2269],[],"",2565,6,0,0,0,83,2565,[],"","","",[907],[845],1,[],907,"",[],"","",1,"","","","",0,106274,0,41
2614,463,7,"Disengagement",[],[],[],"",2565,5,0,0,0,"",2565,[6175],"","","",[879],[812],879,[],879,"",[],"","","","","","","",0,106298,0,41
2615,463,8,"The Wedding Dress Reward",[],[],[],"",2565,6,0,0,0,97,2565,[],"","","",[921],[811],1,[953],921,"",[],"","",1,"","","","",0,106362,0,41
2616,463,9,"Disengagement Reward",[],[],[],"",2565,6,0,0,0,98,2565,[],"","","",[922],[879],1,[954],922,"",[],"","",1,"","","","",0,106418,0,41
2617,464,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[7670],"","","",[762],[],762,[],762,"",[],"","","","","","","",0,106438,0,41
2618,464,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[7671],"","","",[796],[],796,[],1155,"",[],"","","","","","","",0,106458,0,41
2619,464,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 7 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,106616,0,41
2620,464,3,"Reveal Blueprint Details",[],[],[],"",2565,19,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"","","","",0,"","",0,106616,0,41
2621,464,4,"The Nameless Play",[2233],[],[],"",2565,5,0,0,0,"",2565,[7672],"","","",[842],[],1,[809],842,"",[],"","","","","","","",0,106682,0,41
2622,464,5,"The Nameless Play",[2266],[],[],"",2565,5,0,0,0,"",2565,[7673],"","","",[809],[],809,[843],809,"",[],"","","","","","","",0,106710,0,41
2623,464,6,"The Finest Costumes",[2234],[],[],"",2565,5,0,0,0,"",2565,[7674],"","","",[843],[],1,[810],843,"",[],"","","","","","","",0,106780,0,41
2624,464,7,"The Finest Costumes",[2267],[],[],"",2565,5,0,0,0,"",2565,[7675],"","","",[810],[],810,[],810,"",[],"","","","","","","",0,106804,0,41
2625,464,8,"The Nameless Play Reward",[],[],[],"",2565,6,0,0,0,95,2565,[],"","","",[919],[809],1,[951],919,"",[],"","",1,"","","","",0,106868,0,41
2626,464,9,"The Finest Costumes Reward",[],[],[],"",2565,6,0,0,0,96,2565,[],"","","",[920],[810],1,[952],920,"",[],"","",1,"","","","",0,106936,0,41
2627,465,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[7345],"","","",[763],[],763,[],763,"",[],"","","","","","","",0,106956,0,41
2628,465,1,"The Boss",[],[],[],"",2565,3,0,0,0,"",2565,[7346],"","","",[797],[],797,[],1155,"",[],"","","","","","","",0,106976,0,41
2629,465,2,"Show Inventory",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 8 );",2565,18,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,107134,0,41
2630,465,3,"Isla's Prototypes",[2241],[],[],"",2565,5,0,0,0,"",2565,[7347],"","","",[850],[],1,[817],850,"",[],"","","","","","","",0,107200,0,41
2631,465,4,"Isla's Prototypes",[2274],[],[],"",2565,5,0,0,0,"",2565,[7348],"","","",[817],[],817,[851],817,"",[],"","","","","","","",0,107228,0,41
2632,465,5,"Isla's Designs",[2242],[],[],"",2565,5,0,0,0,"",2565,[7349],"","","",[851],[],1,[818],851,"",[],"","","","","","","",0,107288,0,41
2633,465,6,"Isla's Designs",[2275],[],[],"",2565,5,0,0,0,"",2565,[7350],"","","",[818],[],818,[852],818,"",[],"","","","","","","",0,107316,0,41
2634,465,7,"Isla's Designs",[2275],[],[],"",2565,5,0,0,0,"",2565,[7350],"","","",[818],[852],818,[818],818,"",[],"","","","","","","",0,107348,0,41
2635,465,8,"Breaking the Unbreakable",[2243],[],[],"",2565,5,0,0,0,"",2565,[7351],"","","",[852],[],1,[819],852,"",[],"","","","","","","",0,107428,0,41
2636,465,9,"Breaking the Unbreakable",[],[],[],"",2565,5,0,0,0,"",2565,[7354],"","","",[886],[819],886,[],886,"",[],"","","","","","","",0,107452,0,41
2637,465,10,"Isla's Prototypes Reward",[],[],[],"",2565,6,0,0,0,103,2565,[],"","","",[927],[817],1,[959],927,"",[],"","",1,"","","","",0,107516,0,41
2638,465,11,"Isla's Designs Reward",[],[],[],"",2565,6,0,0,0,104,2565,[],"","","",[928],[818],1,[960],928,"",[],"","",1,"","","","",0,107574,0,41
2639,465,12,"Breaking the Unbreakable Reward",[],[],[],"",2565,6,0,0,0,105,2565,[],"","","",[929],[886],1,[961],929,"",[],"","",1,"","","","",0,107652,0,41
2640,472,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[6064],"","","",[746],[],746,[734],1155,"",[],"","","","","","","",0,107676,0,41
2641,472,1,"Rogue Marker",[],[],[],"",2565,5,0,0,0,"",2565,[6065],"","","",[747],[734],1,[],747,"",[],"","","","","","","",0,107728,0,41
2642,472,2,"Rogue Marker",[],[],[],"",2565,5,0,0,0,"",2565,[6065],"","","",[747],[],1,[734],747,"",[],7878,"","","","","","",0,107752,0,41
2643,481,0,"Purchase Items",[],[],[],"",2565,25,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",1,"","",0,107752,0,41
2644,481,1,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,107752,0,41
2645,482,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[8849],"","","",[177],[],177,[],177,"",[],"","","","","","","",0,107772,0,41
2646,482,1,"A Warning",[],[],[],"triggerer.SetMavenRegionFlag();",2565,5,0,0,0,"",2565,[8846],"","","",[425],[],425,[225],425,"",[],"","","","","","","",0,107884,0,41
2647,482,2,"A Challenge",[],[],[],"triggerer.SetMavenRegionFlag();",2565,5,0,0,0,"",2565,[8847],"","","",[873],[225],873,"[374,439]",873,"",[],"","","","","","","",0,107942,0,41
2648,482,3,"An Invitation",[],[],[],"triggerer.SetMavenRegionFlag();",2565,5,0,0,0,"",2565,[8848],"","","",[874],"[225,439]",874,[374],874,"",[],"","","","","","","",0,108004,0,41
2649,482,4,"Those It Serves",[],[],[],"",2565,3,0,0,0,"",2565,[8850],"","","",[184],[177],184,[],1155,"",[],"","","","","","","",0,108062,0,41
2650,482,5,"The Elder",[],[],[],"",2565,3,0,0,0,"",2565,[8851],"","","",[667],[184],667,[],1155,"",[],"","","","","","","",0,108086,0,41
2651,482,6,"The Maven",[],[],[],"",2565,3,0,0,0,"",2565,[8852],"","","",[668],[425],668,[],1155,"",[],"","","","","","","",0,108110,0,41
2652,483,0,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[8849],"","","",[177],[],177,[],177,"",[],"","","","","","","",0,108130,0,41
2653,483,1,"Those It Serves",[],[],[],"",2565,3,0,0,0,"",2565,[8850],"","","",[184],[177],184,[],1155,"",[],"","","","","","","",0,108154,0,41
2654,483,2,"The Elder",[],[],[],"",2565,3,0,0,0,"",2565,[8851],"","","",[667],[184],667,[],1155,"",[],"","","","","","","",0,108178,0,41
2655,483,3,"The Maven",[],[],[],"",2565,3,0,0,0,"",2565,[8852],"","","",[668],[425],668,[885],1155,"",[],"","","","","","","",0,108206,0,41
2656,483,4,"The Maven",[],[],[],"",2565,3,0,0,0,"",2565,[8853],"","","",[881],[885],881,[],1155,"",[],"","","","","","","",0,108230,0,41
2657,483,5,"The Fire",[],[],[],"",2565,3,0,0,0,"",2565,[8854],"","","",[1115],[1115],1115,[],1155,"",[],"","","","","","","",0,108274,0,41
2658,483,6,"Folly",[],[],[],"",2565,3,0,0,0,"",2565,[8855],"","","",[1116],[1116],1116,[],1155,"",[],"","","","","","","",0,108312,0,41
2659,483,7,"The Silence",[],[],[],"",2565,3,0,0,0,"",2565,[8856],"","","",[1117],[1117],1117,[],1155,"",[],"","","","","","","",0,108362,0,41
2660,483,8,"Her Progenitor",[],[],[],"",2565,3,0,0,0,"",2565,[8857],"","","",[1118],[1118],1118,[],1155,"",[],"","","","","","","",0,108418,0,41
2661,483,9,"Shape",[],[],[],"",2565,3,0,0,0,"",2565,[8858],"","","",[1119],[1119],1119,[],1155,"",[],"","","","","","","",0,108456,0,41
2662,483,10,"Her Question",[],[],[],"",2565,3,0,0,0,"",2565,[8859],"","","",[1120],[1120],1120,[],1155,"",[],"","","","","","","",0,108508,0,41
2663,483,11,"Her Wonder",[],[],[],"",2565,3,0,0,0,"",2565,[8860],"","","",[1121],[1121],1121,[],1155,"",[],"","","","","","","",0,108556,0,41
2664,483,12,"Survival",[],[],[],"",2565,3,0,0,0,"",2565,[8861],"","","",[1122],[1122],1122,[],1155,"",[],"","","","","","","",0,108600,0,41
