"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
518,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],56998,510,19,3,1,26,"M",""
519,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC","","","Royale Announcer",0,[],[],4754,"","","",1,"","M",""
520,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana",0,[],[],4734,"","","",1,"","F",""
521,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred",0,[],[],48750,"","","",1,"","M",""
522,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth",0,[],[],28485,"","","",1,"","M",""
523,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved",0,[],[],27268,"","","",1,"","M",""
524,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[149],[150],11576,"",21,4,1,"","F",""
525,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[],[151],5710,524,21,4,1,"","F",""
526,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,[149],[150],41074,524,21,4,1,"","F",""
527,"Metadata/NPC/Skadi","Skadi","Metadata/NPC/NPC","","","",0,[],[],32827,"","","",1,"","F",""
528,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Metadata/NPC/NPC","","","Lilly",0,[152],[],11383,"","",1,1,46,"F",""
529,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Metadata/NPC/NPC","",3,"Helena",11,[24],[25],18187,364,"",1,1,"","F",""
530,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star",0,[],[],35230,"","","",1,"","",""
531,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch",0,[],[],60609,"","","",1,"","",""
532,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds",0,[],[],22690,"","","",1,"","",""
533,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss_","The Infinite Hunger","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger",0,[],[],35787,"","","",1,"","",""
534,"Metadata/NPC/BladeSoul","Blade Soul","Metadata/NPC/NPC","","","",0,[],[],54630,"","","",1,"","",""
535,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],55549,"","","",1,"","F",""
536,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],22420,"","","",1,"","F",""
537,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,[],[],39314,"","","",1,"","F",""
538,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Metadata/NPC/NPC","","","Lieutenant",0,[],[],2026,"","","",1,"","",""
539,"Metadata/NPC/CultistSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],53986,"","","",1,"","",""
540,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],26852,"","","",1,"","",""
541,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],44071,"","","",1,"","",""
542,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,[],[],30424,"","","",1,"","",""
543,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I",-1,[],[],15757,"","","",1,"","",""
544,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II",-1,[],[],23236,"","","",1,"","",""
545,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III",-1,[],[],62869,"","","",1,"","",""
546,"Metadata/NPC/Info/KalandraGlyph04","Ancient Etchings IV","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings IV",-1,[],[],63135,"","","",1,"","",""
547,"Metadata/NPC/Info/KalandraGlyph05","Ancient Etchings V","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings V",-1,[],[],52742,"","","",1,"","",""
548,"Metadata/NPC/Info/KalandraGlyph06","Ancient Etchings VI","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VI",-1,[],[],27889,"","","",1,"","",""
549,"Metadata/NPC/Info/KalandraGlyph07","Ancient Etchings VII","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VII",-1,[],[],45989,"","","",1,"","",""
550,"Metadata/NPC/Mel","Mel","Metadata/NPC/NPC","","","",0,[],[],6248,"","","",1,"","F",""
551,"Metadata/NPC/Epilogue/CadiroHideout","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,[155],[156],18729,"",24,1,"","","M",""
552,"Metadata/Monsters/Masters/SanctumNPC","Divinia","Metadata/NPC/NPC","","","Divinia",0,[],[],42607,"","","",1,"","F",""
553,"Metadata/NPC/League/Sanctum/SanctumNPCTown","Divinia","Metadata/NPC/NPC","","","Divinia",0,[157],[160],52175,"",23,5,1,"","F",""
554,"Metadata/NPC/League/Sanctum/SanctumNPCTownAct7","Divinia","Metadata/NPC/NPC","","","Divinia",0,[157],[160],61092,"",23,5,1,"","F",""
555,"Metadata/NPC/League/Sanctum/SanctumNPCMerchant","Divinia","Metadata/NPC/NPC","","","Divinia",0,[159],[162],47336,"",23,5,1,"","F",""
556,"Metadata/NPC/League/Sanctum/SanctumNPCAirlock","Divinia","Metadata/NPC/NPC","","","Divinia",0,[158],[161],46989,"",23,5,1,"","F",""
557,"Metadata/NPC/League/Sanctum/Lycia","Lycia","Metadata/NPC/NPC","","","Lycia",0,[],[],23356,"","","",1,"","F",""
558,"Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","Lycia, Unholy Heretic","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","","","Lycia",0,[],[],9717,"","","",1,"","F",""
559,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","Lycia, Herald of the Scourge","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","","","Lycia",0,[],[],26087,"","","",1,"","F",""
560,"Metadata/NPC/Info/LyciaGlyph01","Remembrance","Metadata/NPC/Info/StoryGlyphBase","","","Remembrance",0,[],[],32263,"","","",1,"","",""
561,"Metadata/NPC/Info/LyciaGlyph02","The Templars","Metadata/NPC/Info/StoryGlyphBase","","","The Templars",0,[],[],29322,"","","",1,"","",""
562,"Metadata/NPC/Info/LyciaGlyph03","Creations","Metadata/NPC/Info/StoryGlyphBase","","","Creations",0,[],[],38554,"","","",1,"","",""
563,"Metadata/NPC/Info/LyciaGlyph04","Capture","Metadata/NPC/Info/StoryGlyphBase","","","Capture",0,[],[],44489,"","","",1,"","",""
564,"Metadata/NPC/Info/LyciaGlyph05","Sustenance","Metadata/NPC/Info/StoryGlyphBase","","","Sustenance",0,[],[],40092,"","","",1,"","",""
565,"Metadata/NPC/Info/LyciaGlyph06","Immortality","Metadata/NPC/Info/StoryGlyphBase","","","Immortality",0,[],[],61018,"","","",1,"","",""
566,"Metadata/NPC/Info/LyciaGlyph07","Isolation","Metadata/NPC/Info/StoryGlyphBase","","","Isolation",0,[],[],52579,"","","",1,"","",""
567,"Metadata/NPC/Info/LyciaGlyph08","Beidat","Metadata/NPC/Info/StoryGlyphBase","","","Beidat",0,[],[],11907,"","","",1,"","",""
568,"Metadata/NPC/Info/LyciaGlyph09","Forbidden Knowledge","Metadata/NPC/Info/StoryGlyphBase","","","Forbidden Knowledge",0,[],[],8489,"","","",1,"","",""
569,"Metadata/NPC/ChaosEntity","Chaos Entity","","","","Chaos Entity",0,[],[],64325,"","","",1,"","",""
570,"Metadata/NPC/Chieftain_Portal","Chieftain Ancestor","Metadata/NPC/NPC","","","Chieftain",0,[],[],56120,"","","",1,"","",""
571,"Metadata/Pet/Raccoon/Raccoon","","Metadata/Pet/Raccoon/Raccoon","","","",0,[],[],44288,"","","",1,"","",""
572,"Metadata/NPC/GoblinBand","","","","","",0,[],[],50177,"","","",1,"","",""
573,"Metadata/NPC/MoltenOne","The Molten One","","","","The Molten One",0,[],[],46910,"","","",1,"","",""
574,"Metadata/NPC/Info/MoltenOneGlyph01","The Redblade Caldera","Metadata/NPC/Info/Crucible_GlyphRegular","","","The Redblade Caldera",0,[],[],65097,"","","",1,"","",""
575,"Metadata/NPC/Info/MoltenOneGlyph02","An Unlikely Alliance","Metadata/NPC/Info/Crucible_GlyphUber","","","An Unlikely Alliance",0,[],[],60352,"","","",1,"","",""
576,"Metadata/Terrain/Doodads/Hideouts/DemonCraftingBench","Kosis, the Chained","Metadata/NPC/NPC","","","Kosis",0,[],[],10009,"","","",1,"","",""
577,"Metadata/NPC/League/Ancestral/NavaliBackroom","Navali","Metadata/NPC/League/Ancestral/NavaliBackroom","","","Navali",0,[165],[166],52985,"","",1,1,"","",1
578,"Metadata/NPC/League/Ancestral/NavaliAnnouncer","Navali","Metadata/NPC/League/Ancestral/AncestralNPCBase","","","Navali",0,[],[],13171,"","","",1,"","",""
579,"Metadata/NPC/League/Ancestral/KaomBackroom","Kaom","Metadata/NPC/League/Ancestral/KaomBackroom",2723,"","Kaom",0,[163],[164],46342,"","",1,1,"","",1
580,"Metadata/NPC/League/Ancestral/RakiataBackroom","Rakiata","Metadata/NPC/League/Ancestral/RakiataBackroom",2768,"","Rakiata",0,[167],[168],21071,"","",1,1,"","",1
581,"Metadata/NPC/League/Ancestral/IkiahoBackroom","Ikiaho","Metadata/NPC/League/Ancestral/IkiahoBackroom",2724,"","Ikiaho",0,[175],[176],48535,"","",1,1,"","",1
582,"Metadata/NPC/League/Ancestral/KiloavaBackroom","Kiloava","Metadata/NPC/League/Ancestral/KiloavaBackroom",2767,"","Kiloava",0,[173],[174],32253,"","",1,1,"","",1
583,"Metadata/NPC/League/Ancestral/TawhanukuBackroom","Tawhanuku","Metadata/NPC/League/Ancestral/TawhanukuBackroom",2763,"","Tawhanuku",0,[183],[184],12912,"","",1,1,"","",1
584,"Metadata/NPC/League/Ancestral/MaataBackroom","Maata","Metadata/NPC/League/Ancestral/MaataBackroom",2769,"","Maata",0,[171],[172],10486,"","",1,1,"","",1
585,"Metadata/NPC/League/Ancestral/UtulaBackroom","Utula","Metadata/NPC/League/Ancestral/UtulaBackroom",2722,"","Utula",0,[169],[170],28750,"","",1,1,"","",1
586,"Metadata/NPC/League/Ancestral/AhuanaBackroom","Ahuana","Metadata/NPC/League/Ancestral/AhuanaBackroom",2764,"","Ahuana",0,[179],[180],33726,"","",1,1,"","",1
587,"Metadata/NPC/League/Ancestral/AkoyaBackroom","Akoya","Metadata/NPC/League/Ancestral/AkoyaBackroom",2765,"","Akoya",0,[181],[182],27397,"","",1,1,"","",1
588,"Metadata/NPC/League/Ancestral/KahuturoaBackroom","Kahuturoa","Metadata/NPC/League/Ancestral/KahuturoaBackroom",2766,"","Kahuturoa",0,[177],[178],24504,"","",1,1,"","",1
589,"Metadata/Monsters/LeagueAncestral/AncestralKaom_","Kaom","Metadata/Monsters/LeagueAncestral/Chieftains/KaomOfNgamahuTribe/Kaom","","","Kaom",0,[],[],35325,"","","",1,"","",""
590,"Metadata/Monsters/LeagueAncestral/AncestralRakiata","Rakiata","Metadata/Monsters/LeagueAncestral/Chieftains/Rakiata/Rakiata","","","Rakiata",0,[],[],36404,"","","",1,"","",""
591,"Metadata/Monsters/LeagueAncestral/AncestralUtula","Utula","Metadata/Monsters/LeagueAncestral/Chieftains/UtulaoftheKitavaTribe/Utula","","","Utula",0,[],[],49415,"","","",1,"","",""
592,"Metadata/Monsters/LeagueAncestral/AncestralMaata","Maata","Metadata/Monsters/LeagueAncestral/Chieftains/Maata/Maata","","","Maata",0,[],[],6372,"","","",1,"","",""
593,"Metadata/Monsters/LeagueAncestral/AncestralKiloava___","Kiloava","Metadata/Monsters/LeagueAncestral/Chieftains/Kiloava/Kiloava","","","Kiloava",0,[],[],9820,"","","",1,"","",""
594,"Metadata/Monsters/LeagueAncestral/AncestralIkiaho","Ikiaho","Metadata/Monsters/LeagueAncestral/Chieftains/Ikiaho/Ikiaho","","","Ikiaho",0,[],[],22467,"","","",1,"","",""
595,"Metadata/Monsters/LeagueAncestral/AncestralKahuturoa","Kahuturoa","Metadata/Monsters/LeagueAncestral/Chieftains/Kahuturoa/Kahuturoa","","","Kahuturoa",0,[],[],44473,"","","",1,"","",""
596,"Metadata/Monsters/LeagueAncestral/AncestralAhuana","Ahuana","Metadata/Monsters/LeagueAncestral/Chieftains/Ahuana/Ahuana","","","Ahuana",0,[],[],28240,"","","",1,"","",""
597,"Metadata/Monsters/LeagueAncestral/AncestralAkoya","Akoya","Metadata/Monsters/LeagueAncestral/Chieftains/Akoya/Akoya","","","Akoya",0,[],[],47147,"","","",1,"","",""
598,"Metadata/Monsters/LeagueAncestral/AncestralTawhanuku","Tawhanuku","Metadata/Monsters/LeagueAncestral/Chieftains/Tawhanuku/Tawhanuku","","","Tawhanuku",0,[],[],54436,"","","",1,"","",""
599,"Metadata/NPC/League/Ancestral/KaomSitting","Kaom","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kaom",0,[],[],61353,"","","",1,"","",""
600,"Metadata/NPC/League/Ancestral/RakiataSitting","Rakiata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Rakiata",0,[],[],17167,"","","",1,"","",""
601,"Metadata/NPC/League/Ancestral/IkiahoSitting","Ikiaho","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ikiaho",0,[],[],57419,"","","",1,"","",""
602,"Metadata/NPC/League/Ancestral/KiloavaSitting","Kiloava","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kiloava",0,[],[],59167,"","","",1,"","",""
603,"Metadata/NPC/League/Ancestral/TawhanukuSitting","Tawhanuku","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Tawhanuku",0,[],[],13756,"","","",1,"","",""
604,"Metadata/NPC/League/Ancestral/MaataSitting","Maata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Maata",0,[],[],36147,"","","",1,"","",""
605,"Metadata/NPC/League/Ancestral/UtulaSitting","Utula","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Utula",0,[],[],63619,"","","",1,"","",""
606,"Metadata/NPC/League/Ancestral/AhuanaSitting","Ahuana","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ahuana",0,[],[],11024,"","","",1,"","",""
607,"Metadata/NPC/League/Ancestral/AkoyaSitting","Akoya","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Akoya",0,[],[],48188,"","","",1,"","",""
608,"Metadata/NPC/League/Ancestral/KahuturoaSitting","Kahuturoa","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kahuturoa",0,[],[],37067,"","","",1,"","",""
609,"Metadata/NPC/League/Ancestral/HinekoraSitting","Hinekora","Metadata/NPC/League/Ancestral/Hinekora","","","Hinekora",0,[],[],30824,"","","",1,"","",""
610,"Metadata/NPC/Ghostrider","Ghostrider","Metadata/NPC/NPC","","","",0,[],[],11242,"","","",1,"","M",""
611,"Metadata/NPC/League/Azmeri/Warden","The Warden of Eaves","Metadata/NPC/NPC",3059,"","The Warden of Eaves",0,[187],[188],1770,"",25,6,1,47,"F",""
612,"Metadata/NPC/League/Azmeri/Primalist","The Primal Huntress","Metadata/NPC/NPC",3060,"","The Primal Huntress",0,[191],[192],7305,"",27,6,1,49,"F",""
613,"Metadata/NPC/League/Azmeri/VoodooShaman","The Breaker of Oaths","Metadata/NPC/NPC",3061,"","The Breaker of Oaths",0,[189],[190],39131,"",26,6,1,48,"M",""
614,"Metadata/NPC/League/Azmeri/UniqueDealer","Nameless Seer","Metadata/NPC/NPC","","","Nameless Seer",0,[185],[186],7458,"","",6,1,50,"",""
615,"Metadata/NPC/League/Ancestral/NavaliAncestralPortal","Navali","Metadata/NPC/League/Ancestral/MicrotransactionPortal/NavaliBackroom","","","Navali",0,[165],[166],50328,"","",1,1,"","",1
616,"Metadata/NPC/League/Ancestral/KaomAncestralPortal","Kaom","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KaomBackroom","","","Kaom",0,[163],[164],44424,"","",1,1,"","",1
617,"Metadata/NPC/League/Ancestral/RakiataAncestralPortal","Rakiata","Metadata/NPC/League/Ancestral/MicrotransactionPortal/RakiataBackroom","","","Rakiata",0,[167],[168],48011,"","",1,1,"","",1
618,"Metadata/NPC/League/Ancestral/IkiahoAncestralPortal","Ikiaho","Metadata/NPC/League/Ancestral/MicrotransactionPortal/IkiahoBackroom","","","Ikiaho",0,[175],[176],27823,"","",1,1,"","",1
619,"Metadata/NPC/League/Ancestral/KiloavaAncestralPortal","Kiloava","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KiloavaBackroom","","","Kiloava",0,[173],[174],49982,"","",1,1,"","",1
620,"Metadata/NPC/League/Ancestral/TawhanukuAncestralPortal","Tawhanuku","Metadata/NPC/League/Ancestral/MicrotransactionPortal/TawhanukuBackroom","","","Tawhanuku",0,[183],[184],57092,"","",1,1,"","",1
621,"Metadata/NPC/League/Ancestral/MaataAncestralPortal","Maata","Metadata/NPC/League/Ancestral/MicrotransactionPortal/MaataBackroom","","","Maata",0,[171],[172],62430,"","",1,1,"","",1
622,"Metadata/NPC/League/Ancestral/UtulaAncestralPortal","Utula","Metadata/NPC/League/Ancestral/MicrotransactionPortal/UtulaBackroom","","","Utula",0,[169],[170],20344,"","",1,1,"","",1
623,"Metadata/NPC/League/Ancestral/AhuanaAncestralPortal","Ahuana","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AhuanaBackroom","","","Ahuana",0,[179],[180],8408,"","",1,1,"","",1
624,"Metadata/NPC/League/Ancestral/AkoyaAncestralPortal","Akoya","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AkoyaBackroom","","","Akoya",0,[181],[182],17198,"","",1,1,"","",1
625,"Metadata/NPC/League/Ancestral/KahuturoaAncestralPortal","Kahuturoa","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KahuturoaBackroom","","","Kahuturoa",0,[177],[178],64369,"","",1,1,"","",1
626,"Metadata/NPC/League/Affliction/GlyphsEtching01","Lost Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Lost Etching",0,[],[],54881,"","",6,1,"","",""
627,"Metadata/NPC/League/Affliction/GlyphsEtching02","Aided Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Aided Etching",0,[],[],38310,"","",6,1,"","",""
628,"Metadata/NPC/League/Affliction/GlyphsEtching03","Compelling Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Compelling Etching",0,[],[],22820,"","",6,1,"","",""
629,"Metadata/NPC/League/Affliction/GlyphsEtching04","Whispering Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Whispering Etching",0,[],[],60935,"","",6,1,"","",""
630,"Metadata/NPC/League/Affliction/GlyphsEtching05","Deafened Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Deafened Etching",0,[],[],49331,"","",6,1,"","",""
631,"Metadata/NPC/League/Affliction/GlyphsGruthkulShrine","The Porcelain Queen","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3068,"","The Porcelain Queen",0,[],[],10561,"","",6,1,"","",""
632,"Metadata/NPC/League/Affliction/GlyphsHarvestTree","Experimental Harvest","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3069,"","Experimental Harvest",0,[],[],55951,"","",6,1,"","",""
633,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation01","Wildwood Greeting","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Wildwood Greeting",0,[],[],45409,"","",6,1,"","",""
634,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation02","Maji Proclamation","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Maji Proclamation",0,[],[],58907,"","",6,1,"","",""
635,"Metadata/NPC/League/Affliction/GlyphsKingGlyphOne","The Exquisite Light of Meaning","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","The Exquisite Light of Meaning",0,[],[],36237,"","",6,1,"","",""
636,"Metadata/NPC/League/Affliction/GlyphsKingGlyphTwo","Determination","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Determination",0,[],[],38806,"","",6,1,"","",""
637,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","","","The King in the Mists",0,[],[],11265,"","","",1,"","",""
638,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","","","The King in the Mists",0,[],[],12980,"","","",1,"","",""
639,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","","","The King in the Mists",0,[],[],36145,"","","",1,"","",""
640,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Table","Kalguuran Blacksmith","Metadata/NPC/NPC","","","Blacksmith",0,[],[],47403,"","","",1,"","M",""
641,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Shovelling","Kalguuran Shoveller","Metadata/NPC/NPC","","","Shoveller",0,[],[],51149,"","","",1,"","M",""
642,"Metadata/NPC/League/Affliction/GlyphsGoddessStatue","Statue of the Goddess","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3149,"","Statue of the Goddess",0,[],[],6008,"","",6,1,"","",""
643,"Metadata/NPC/League/Affliction/GlyphsSingleStatue","Worn Statue","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3150,"","Worn Statue",0,[],[],46645,"","",6,1,"","",""
644,"Metadata/NPC/League/Affliction/GlyphsWarringSisters","The Warring Sisters","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3151,"","The Warring Sisters",0,[],[],50004,"","",6,1,"","",""
645,"Metadata/NPC/EldritchHunger_Armour","Eldritch Hunger","Metadata/NPC/NPC","","","Eldritch Hunger",0,[],[],53859,"","","",1,"","",""
