"rownum","Id","SoundFile","SoundFile_2D","bool_24","string_25"
609,"SettlersLeague_Shipping_AbandonShipment","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_AbandonShipment.ogg","",""
610,"SettlersLeague_Shipping_AdjustEnd","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_AdjustEnd.ogg","",""
611,"SettlersLeague_Shipping_AdjustLoop","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_AdjustLoop.ogg","",""
612,"SettlersLeague_Shipping_AssignCrew","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_AssignCrew.ogg","",""
613,"SettlersLeague_Shipping_TabClose","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_TabClose.ogg","",""
614,"SettlersLeague_Shipping_TabOpen","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_TabOpen.ogg","",""
615,"SettlersLeague_Shipping_MenuOpen","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_MenuOpen.ogg","",""
616,"SettlersLeague_Shipping_RemoveCrew","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_RemoveCrew.ogg","",""
617,"SettlersLeague_Shipping_PortChoose","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_PortChoose.ogg","",""
618,"SettlersLeague_Shipping_PortSelect","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_PortSelect.ogg","",""
619,"SettlersLeague_Shipping_TexInput","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_TexInput.ogg","",""
620,"SettlersLeague_Shipping_ClickDown","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_ClickDown.ogg","",""
621,"SettlersLeague_Shipping_MenuClose","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_MenuClose.ogg","",""
622,"SettlersLeague_Shipping_SetSail","","Audio/Sound Effects/UI/SettlersLeague/Shipping/Shipping_SetSail.ogg","",""
623,"SettlersLeague_Worker_MenuClose","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_MenuClose.ogg","",""
624,"SettlersLeague_Worker_MenuOpen","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_MenuOpen.ogg","",""
625,"SettlersLeague_Worker_Purchase","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_Purchase.ogg","",""
626,"SettlersLeague_Worker_Release","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_Release.ogg","",""
627,"SettlersLeague_Worker_RerollShop","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_RerollShop.ogg","",""
628,"SettlersLeague_Worker_SelectRelease","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_SelectRelease.ogg","",""
629,"SettlersLeague_Worker_SelectWorker","","Audio/Sound Effects/UI/SettlersLeague/Workers/Worker_SelectWorker.ogg","",""
630,"SettlersLeague_Worker_ClickDown","","Audio/Sound Effects/UI/SettlersLeague/Workers/Workers_ClickDown.ogg","",""
631,"SettlersLeague_ClickDown","","Audio/Sound Effects/UI/SettlersLeague/General/ClickDown.ogg","",""
632,"SettlersLeague_ClickUp","","Audio/Sound Effects/UI/SettlersLeague/General/ClickUp.ogg","",""
633,"CurrencyExchange_Order_Place","","Audio/Sound Effects/UI/CurrencyExchange/Order_Place.ogg","",""
634,"CurrencyExchange_Order_Close","","Audio/Sound Effects/UI/CurrencyExchange/Order_Close.ogg","",""
635,"CurrencyExchange_Order_Success","","Audio/Sound Effects/UI/CurrencyExchange/Order_Success.ogg","",""
636,"SettlersLeague_Currency_KalguuranRune","Audio/Sound Effects/ItemSounds/SettlersLeague/KalguuranRunes/KalguuranRune_Drop.ogg","Audio/Sound Effects/ItemSounds/SettlersLeague/KalguuranRunes/KalguuranRune_Move.ogg2d","",""
637,"SettlersLeague_Currency_KalguuranPowerRune","Audio/Sound Effects/ItemSounds/SettlersLeague/KalguuranRunes/KalguuranPowerRune_Drop.ogg","Audio/Sound Effects/ItemSounds/SettlersLeague/KalguuranRunes/KalguuranPowerRune_Move.ogg2d","",""
638,"SettlersLeague_NotificationBattle","","Audio/Sound Effects/UI/SettlersLeague/Notifications/NotificationBattle.ogg","",""
639,"SettlersLeague_NotificationNegative","","Audio/Sound Effects/UI/SettlersLeague/Notifications/NotificationNegative.ogg","",""
640,"SettlersLeague_NotificationPositive","","Audio/Sound Effects/UI/SettlersLeague/Notifications/NotificationPositive.ogg","",""
641,"SettlersLeague_GoldSpend","","Audio/Sound Effects/UI/SettlersLeague/GoldCoins/Gold_Spend.ogg2d","",""
642,"SettlersLeague_ExchangeOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/CurrencyExchangeOpen.ogg","",""
643,"SettlersLeague_ExchangeClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/CurrencyExchangeClose.ogg","",""
644,"SettlersLeague_BlackMarketOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/BlackMarketOpen.ogg","",""
645,"SettlersLeague_BlackMarketClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/BlackMarketClose.ogg","",""
646,"SettlersLeague_SmeltingOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/SmeltingOpen.ogg","",""
647,"SettlersLeague_SmeltingClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/SmeltingClose.ogg","",""
648,"SettlersLeague_SmeltingWorkerOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/SmeltingWorkerOpen.ogg","",""
649,"SettlersLeague_SmeltingWorkerClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/SmeltingWorkerClose.ogg","",""
650,"SettlersLeague_RunesmithingOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/RuneSmithingOpen.ogg","",""
651,"SettlersLeague_RunesmithingClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/RuneSmithingClose.ogg","",""
652,"SettlersLeague_DisenchantingOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/DisenchantingOpen.ogg","",""
653,"SettlersLeague_DisenchantingClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/DisenchantingClose.ogg","",""
654,"SettlersLeague_DisenchantingWorkerOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/DisenchantingWorkerOpen.ogg","",""
655,"SettlersLeague_DisenchantingWorkerClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/DisenchantingWorkerClose.ogg","",""
656,"SettlersLeague_RecombinatorOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/RecombinatorOpen.ogg","",""
657,"SettlersLeague_RecombinatorClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/RecombinatorClose.ogg","",""
658,"SettlersLeague_MappingOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MappingOpen.ogg","",""
659,"SettlersLeague_MappingClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MappingClose.ogg","",""
660,"SettlersLeague_MappingWorkerOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MappingWorkerOpen.ogg","",""
661,"SettlersLeague_MappingWorkerClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MappingWorkerClose.ogg","",""
662,"SettlersLeague_MiningOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MiningOpen.ogg","",""
663,"SettlersLeague_MiningClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MiningClose.ogg","",""
664,"SettlersLeague_MiningWorkerOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MiningWorkerOpen.ogg","",""
665,"SettlersLeague_MiningWorkerClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/MiningWorkerClose.ogg","",""
666,"SettlersLeague_FarmPlotOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/FarmPlotOpen.ogg","",""
667,"SettlersLeague_FarmPlotClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/FarmPlotClose.ogg","",""
668,"SettlersLeague_FarmPlotWorkerOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/FarmPlotWorkerOpen.ogg","",""
669,"SettlersLeague_FarmPlotWorkerClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/FarmPlotWorkerClose.ogg","",""
670,"SettlersLeague_TownMapOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/TownMapOpen.ogg","",""
671,"SettlersLeague_TownMapClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/TownMapClose.ogg","",""
672,"SettlersLeague_TownMapTabOpen","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/TownMapTabOpen.ogg","",""
673,"SettlersLeague_TownMapTabClose","","Audio/Sound Effects/UI/SettlersLeague/General/Menus/TownMapTabClose.ogg","",""
674,"SettlersLeague_OrePickup","","Audio/Sound Effects/UI/SettlersLeague/OreEncounter/OrePickup.ogg","",""
675,"RecombinatorModDown","","","",""
676,"RecombinatorModUp","","","",""
677,"KalguuranRecombinatorEndFail","","","",""
678,"AtlasDestructionAnimation","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/AtlasDestruction/AtlasDestruction.ogg","",""
679,"AtlasMemoryFragment_Drop","Audio/Sound Effects/ItemSounds/SecretsOfTheAtlas/AtlasMemoryFragments/AtlasMemoryFragment_Drop.ogg","Audio/Sound Effects/ItemSounds/SecretsOfTheAtlas/AtlasMemoryFragments/AtlasMemoryFragment_Move.ogg2d","",""
680,"AtlasZanaMemory_Start","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/ZanaMemories/ZanaMemoryStart.ogg","",""
681,"AtlasZanaMemory_Complete","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/ZanaMemories/ZanaMemoryCompleteNode.ogg","",""
682,"AtlasZanaMemory_CompleteFull","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/ZanaMemories/ZanaMemoryCompleteFull.ogg","",""
683,"AtlasZanaMemory_Travel","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/ZanaMemories/ZanaMemoryTravel.ogg","",""
684,"Mercenaries_Countdown3","","Audio/Sound Effects/UI/MercenariesLeague/Countdown/MercCountdown_03.oggSG","",""
685,"Mercenaries_Countdown2","","Audio/Sound Effects/UI/MercenariesLeague/Countdown/MercCountdown_02.oggSG","",""
686,"Mercenaries_Countdown1","","Audio/Sound Effects/UI/MercenariesLeague/Countdown/MercCountdown_01.oggSG","",""
687,"Mercenaries_CountdownFight","","Audio/Sound Effects/UI/MercenariesLeague/Countdown/MercCountdownFight.oggSG","",""
688,"PassiveTreeRunegraftApply","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeRunegraft.ogg","",""
689,"PassiveTreeRunegraftRefund","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeRunegraftScour.ogg","",""
690,"ZanaInfluenceOrb_Drop","Audio/Sound Effects/ItemSounds/SecretsOfTheAtlas/ZanaInfluence/ZanaInfluenceOrb_Drop.ogg","Audio/Sound Effects/ItemSounds/SecretsOfTheAtlas/ZanaInfluence/ZanaInfluenceOrb_Move.ogg2d","",""
691,"MercenariesHire","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryHire.ogg","",""
692,"MercenariesAddToParty","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryAddToParty.ogg","",""
693,"MercenariesDismiss","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryDismiss.ogg","",""
694,"MercenariesTakeItem","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryTakeItem.ogg","",""
695,"MercenariesBanish","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryBanish.ogg","",""
696,"MercenariesOpenInventory","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryOpenInventory.ogg","",""
697,"GamePause","","Audio/Sound Effects/UI/Pause/Pause.ogg","",""
698,"GameUnpause","","Audio/Sound Effects/UI/Pause/Unpause.ogg","",""
699,"AtlasMemoryAltar_Down","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/MemoryAltars/MemoryAltar_Down.ogg","",""
700,"AtlasMemoryAltar_Up","","Audio/Sound Effects/UI/Atlas/AtlasSecrets/MemoryAltars/MemoryAltar_Up.ogg","",""
701,"MercenariesRevive","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryRevive.ogg","",""
702,"MercenariesReserve","","Audio/Sound Effects/UI/MercenariesLeague/MercenaryReserve.ogg","",""
703,"BrambleBashMTX_Highscore","","Audio/Sound Effects/Microtransactions/HideoutMTX/BurrowingBrambleBash/UI/Stinger_Highscore.ogg2d","",""
