"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","[rid]","[rid]","[string]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","[i32]","bool","[rid]","[rid]","bool"
504,"DefeatRareRunicWhileShrine",[0],[],"",[20],"[2,71]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
505,"DefeatT4HarvestWhileDelirious","[8380,8397,8399]",[10207],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
506,"KillRare78Plus4Mods",[0],[10278],"",[],"[2,48]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
507,"KillT17CatarinaWithoutAffectedByLichsBeam",[7146],[10257],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[147],[],"",[],[],""
508,"KillT17UhtredWithoutAffectedByGlimpseofInfinity",[8974],[10258],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[148],[],"",[],[],""
509,"KillT17UnbreakableWithoutAffectedByMagneticStorm",[8521],[10259],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[149],[],"",[],[],""
510,"KillT17UnholyTrioWithoutAffectedByEffluent",[6012],[10260],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[150],[],"",[],[],""
511,"KillT17LyciaWithoutAffectedByHereticsIre",[9506],[10492],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[151],[],"",[],[],""
512,"KillNecropolisT1Mod",[0],"[10285,10340]","",[],[72],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
513,"KillNecropolisT2Mod",[0],"[10286,10341]","",[],[73],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
514,"KillNecropolisT3Mod",[0],"[10287,10342]","",[],[74],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
515,"KillNecropolisT4Mod",[0],"[10288,10343]","",[],[75],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
516,"KillNecropolisT5Mod",[0],"[10289,10344]","",[],[76],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
517,"KillNecropolisT6Mod",[0],"[10290,10345]","",[],[77],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
518,"KillNecropolisT7Mod",[0],"[10291,10346]","",[],[78],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
519,"KillNecropolisUpsideMod",[0],"[10292,10347]","",[],[79],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
520,"KillNecropolisT7ModRare83Plus80Quant",[0],[10293],"",[],"[78,2]",[],83,83,"","","[1036,9976]",[],[],[],"",0,[],"",[],"[80,16]","",[],[],""
521,"KillNecropolisModded",[0],"[10111,10127]","",[],[80],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
522,"KillNecropolisT7ModRedTier80Quant",[0],[10348],"",[],"[78,2]",[],1,1,"","","[1036,9976]",[],[],[],"",0,[],"",[],"[40,11]","",[],[],""
523,"KillNecropolisT6ModRedTier80Quant",[0],[10348],"",[],"[77,2]",[],1,1,"","","[1036,9976]",[],[],[],"",0,[],"",[],"[40,11]","",[],[],""
524,"KillAbberathMod",[0],[10149],"",[],"[2,81]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
525,"KillGruthkulMod",[0],[10349],"",[],"[2,82]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
526,"KillLunarisMod",[0],[10350],"",[],"[2,83]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
527,"KillProsperoMod",[0],[10351],"",[],"[2,84]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
528,"KillRyslathaMod",[0],[10352],"",[],"[2,85]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
529,"KillSolarisMod",[0],[10353],"",[],"[2,86]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
530,"KillTangmazuMod",[0],[10354],"",[],"[2,87]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
531,"KillThruldanaMod",[0],[10355],"",[],"[2,88]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
532,"KillTsoagothMod",[0],[10356],"",[],"[2,89]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
533,"KillViridiMod",[0],[10357],"",[],"[2,90]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
534,"KillRare",[0],[10360],"",[],[2],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
535,"KillHarbingerWhileBreached","[5642,5643,5644,5645,5646,5647,5648,5649,5650,5651,5652,5653,5654,5655,5656,5657,5658,5659,5660,5661,5662,5663,5664,5665,5666,5667,5668,5669,5670,5671,5672,5673,5674,5675,5676,5677,5678,5679,5680,5681,5682,5683,5684,5685,5686,5687,5688,5689,5690,5691,5692,5693,5694,5695,5696,5697,5698,5699,5700,5701,5702,5703]",[10478],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
536,"Kill4ModRareinMemoryLine",[0],[10490],"",[],"[91,2]",[],1,1,"","",[16807],[],[],[],"",0,[],"",[],[],"",[],[],""
537,"Kill4ModRare83Plus",[0],[10524],"",[],"[2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
538,"KillPirateWithoutBeingHitByAnchor",[10042],"[10533,10543]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[152],[],"",[],[],""
539,"KillPirateWithout5Debuffs",[10042],"[10546,10551]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[153],[],"",[],[],""
540,"KillRaiderWithoutBeingHitByCircleFlame",[10040],"[10547,10552]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[154],[],"",[],[],""
541,"KillRaiderWithoutBeingHitByRainofArrows",[10040],"[10548,10553]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[155],[],"",[],[],""
542,"KillVerisiumKnightWithoutBeingHitByRocks",[10041],"[10549,10554]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[156],[],"",[],[],""
543,"KillVerisiumKnightWithoutBeingHitByLaser",[10041],"[10550,10555]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[157],[],"",[],[],""
