"rownum","Id","Description","SetId","Objective","i32","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string"
1069,"ExpeditionLevel90","Reach level 90",39,"Attain character level 90. This challenge still counts even if your character dies afterwards.",21693,"",1,"",0,"","","","","","",""
1070,"ExpeditionCompleteEightModMaps","Complete Maps with Eight Mods",39,"Complete 30 Red Tier Rare Maps while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextants, Scarabs and Zana mods do not count towards the mod count of this challenge.",54347,"",1,"",0,"","","","","","",""
1071,"ExpeditionCompleteExpeditionEncountersIV","Complete Expedition Encounters IV",39,"Open Excavated Chests which specifically reward each of the following reward types.",26097,1,"","",0,1,"","","","","",""
1072,"ExpeditionDestroyRemnants","Destroy Expedition Remnants",39,"Destroy Expedition Remnants with each of the following modifiers.",62619,1,"","",0,"","","","","","",""
1073,"ExpeditionCompleteExpeditionEncountersV","Complete Expedition Encounters V",39,"Complete an Expedition in each of the following Logbook Sites.",61017,1,"","",0,1,"","","","","",""
1074,"ExpeditionCompleteUniqueMaps","Complete Unique Maps",39,"Complete any 15 of the following 18 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",30535,1,"","",15,1,"","","","","",""
1075,"ExpeditionExploreTheseSubareas","Unearth Expedition Areas",39,"Unearth and enter each of the following areas in Logbook Expeditions.",28735,1,"","",0,1,"","","","","",""
1076,"ExpeditionDefeatTheseExpeditionBosses","Defeat Expedition Bosses",39,"Defeat each of the following Expedition Bosses.",47044,"","","",0,"","","","","","",""
1077,"ExpeditionCompleteEncountersVI","Complete Encounters VI",39,"Complete each of the following encounters.",38470,"","","",0,"","","","","","",""
1078,"ExpeditionCompleteEncountersVII","Complete Encounters VII",39,"Complete each of the following encounters.",7044,"","","",0,"","","","","","",""
1079,"ExpeditionDefeatMedvedConditionally","Defeat Medved Conditionally",39,"Complete each of the following encounters.",33683,"","","",0,"","","","","","",""
1080,"ExpeditionDefeatVoranaConditionally","Defeat Vorana Conditionally",39,"Complete each of the following encounters.",48943,"","","",0,"","","","","","",""
1081,"ExpeditionDefeatUhtredConditionally","Defeat Uhtred Conditionally",39,"Complete each of the following encounters.",15617,"","","",0,"","","","","","",""
1082,"ExpeditionDefeatOlrothConditionally","Defeat Olroth Conditionally",39,"Complete each of the following encounters.",27296,"","","",0,"","","","","","",""
1083,"ExpeditionCompleteEncountersVIII","Complete Encounters VIII",39,"Complete each of the following encounters.",17529,"","","",0,"","","","","","",""
1084,"ExpeditionMapGrind","Complete Map Tiers",39,"Complete 10,000 map tiers. Completing a tier 1 map gives 1 tier, completing a tier 2 map gives 2 tiers, and so on.",11678,"",1,"",0,1,"","","","","",""
1085,"ExpeditionCompleteDeadlyEncounters","Complete Deadly Encounters",39,"Defeat each of the following deadly encounters.",23878,"","","",0,"","","","","","",""
1086,"ExpeditionEndgameGrinds","Complete Endgame Grinds",39,"Complete any four of these encounters the specified number of times.",158,"","","",4,"",1,"","","","",""
1087,"ScourgeTutorial","Glimpse an Alternate Reality",40,"Complete the quest \""Thirst for Blood\"".",47270,"",1,"",0,"","","","","","",""
1088,"ScourgeGearUp1","Gear Up I",40,"Equip each of the following item types.",31488,1,"","",0,"","","","","","",""
1089,"ScourgeCraft1","Craft Items I",40,"Use each of the following crafting methods on an item.",46270,1,"","",0,"","","","","","",""
1090,"ScourgeDefeatActBosses1","Defeat these Act Bosses I",40,"Defeat each of the following Unique Act Bosses.",33995,"","","",0,"","","","","","",""
1091,"ScourgeTwentyPassives","Awaken the Blood Crucible",40,"Allocate a Skill in the Blood Crucible twenty times.",37645,"",1,"",0,"","","","","","",""
1092,"ScourgeCraft2","Craft Items II",40,"Use each of the following crafting methods on an item.",43714,1,"","",0,"","","","","","",""
1093,"ScourgeDefeatMonsters","Defeat Scourge Monsters",40,"Defeat each of the following Scourge monsters.",7930,"","","",0,1,"","","","","",""
1094,"ScourgeDefeatActBosses2","Defeat these Act Bosses II",40,"Defeat each of the following Unique Act Bosses.",8185,"","","",0,"","","","","","",""
1095,"ScourgeGearUp2","Gear Up II",40,"Equip each of the following item types.",41238,1,"","",0,"","","","","","",""
1096,"ScourgePassiveMastery","Master the Passive Skill Tree",40,"Have at least ten allocated Masteries on the Passive Skill Tree.",771,"",1,"",0,"","","","","","",""
1097,"ScourgeFullClearMap","Full Clear a Map",40,"Fully clear any Map area. An area is fully cleared when there are no monsters remaining.",59912,"",1,"",0,"","","","","","",""
1098,"Scourge6MapBosses","Map Boss Massacre",40,"Defeat six Unique Map Bosses within ten seconds of each other.",27713,"",1,"",0,"","","","","","",""
1099,"ScourgeTransformItems1","Transform Items I",40,"Transform each of the following item types to tier 3 in the Blood Crucible.",1707,1,"","",0,1,"","","","","",""
1100,"ScourgeAllyTasks","Work with Allies",40,"Complete each of the following tasks.",31341,1,"","",0,"","","","","","",""
1101,"ScourgeDefeatGolemBosses","Defeat Golem Bosses",40,"Defeat each of the following Unique Map Bosses.",30342,1,"","",0,"","","","","","",""
1102,"ScourgeGearUp3","Gear Up III",40,"Equip each of the following item types.",45714,1,"","",0,"","","","","","",""
1103,"ScourgeVendorRecipes","Complete Vendor Recipes",40,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",6270,1,"","",0,1,"","","","","",""
1104,"ScourgeExpeditionEncounters","Complete Expedition Encounters",40,"Complete each of the following Expedition encounters.",43741,"","","",0,"",1,"","","","",""
1105,"ScourgeAchieveAscension","Achieve Ascension",40,"Use the Ascendancy Device in each of the following Labyrinths.",59443,"","","",0,"","","","","","",""
1106,"ScourgeCraft3","Craft Items III",40,"Use each of the following crafting methods on an item.",65440,1,"","",0,"","","","","","",""
1107,"ScourgeTransformItems2","Transform Items II",40,"Transform items in the Blood Crucible to achieve five of the following eight outcomes.",46301,1,"","",5,1,"","","","","",""
1108,"ScourgeCorruptItems","Embrace Corruption",40,"Corrupt items to achieve each of the following outcomes.",11255,1,"","",0,"","","","","","",""
1109,"ScourgeLevel90","Reach Level 90",40,"Attain character level 90. This challenge still counts even if your character dies afterwards.",29239,"",1,"",0,"","","","","","",""
1110,"ScourgeCraft4","Craft Items IV",40,"Use each of the following crafting methods on an item.",52195,1,"","",0,"","","","","","",""
1111,"ScourgeConquerorsFlawless","Defeat Conquerors in Style",40,"Defeat each of the Conquerors of the Atlas in each of the specified ways.",11510,1,"","",0,"","","","","","",""
1112,"ScourgeMasters","Assist the Forsaken Masters",40,"Complete each of the following tasks with the help of the Forsaken Masters.",14592,1,"","",0,"",1,"","","","",""
1113,"ScourgeUpgradePantheon","Upgrade Pantheon Powers",40,"Fully upgrade two of the four Major Pantheon Powers.",15944,"","","",2,"","","","","","",""
1114,"ScourgeUniqueMaps","Complete Unique Maps",40,"Complete fifteen of the following seventeen Unique Maps.",33781,1,"","",15,1,"","","","","",""
1115,"ScourgeCombinedMechanics","Combine Powers",40,"Complete each of the following encounters.",411,1,"","",0,"","","","","","",""
1116,"ScourgeSocketWatchstones","Socket Watchstones",40,"Socket each of the following Watchstone types into a Citadel on your Atlas.",338,"","","",0,1,"","","","","",""
1117,"ScourgeShaperGuardians","Defeat Shaper Guardians",40,"Complete each of The Shaper's Guardians while the area is affected by the specified map modifier.",25283,1,"","",0,"","","","","","",""
1118,"ScourgeDefeatBosses","Defeat Scourge Bosses",40,"Defeat each of the following Unique Scourge Bosses.",6767,1,"","",0,"","","","","","",""
1119,"ScourgeCompleteScourgedMaps","Complete Scourged Maps",40,"Complete ten Scourged maps of transformation tier 10.",26129,"",1,"",0,"","","","","","",""
1120,"ScourgeCraft5","Craft Items V",40,"Use each of the following crafting methods on an item.",26362,1,"","",0,"","","","","","",""
1121,"ScourgeConquerAtlas","Conquer the Atlas",40,"Complete each of the following on your Atlas.",39952,1,"","",0,"",1,"","","","",""
1122,"ScourgePinnacleEncounters","Complete Pinnacle Encounters",40,"Complete each of the following encounters.",12480,1,"","",0,"","","","","","",""
1123,"ScourgeFearedSimultaneous","Defeat the Feared Simultaneously",40,"Defeat The Feared in The Maven's Crucible while it has the \""Maven releases all Bosses at once\"" modifier.",12763,"",1,"",0,"","","","","","",""
1124,"ScourgeDeadlyEncountersFlawless","Complete Deadly Encounters in Style",40,"Defeat three of the following five encounters in the specified ways.",62915,1,"","",3,"","","","","","",""
1125,"ScourgePassiveTreeFull","Master the Blood Crucible",40,"Allocate all of the Blood Crucible's Skills.",3410,"",1,"",0,"","","","","","",""
1126,"ScourgeEndgameGrinds","Complete Endgame Grinds",40,"Complete any four of these encounters the specified number of times.",42735,"","","",4,"",1,"","","","",""
1127,"December2021Event1ReachLevel50","Reach level 50",41,"Reach level 50.",4858,"",1,"",0,1,"","","","","",""
1128,"December2021Event2ReachLevel50","Reach level 50",42,"Reach level 50.",1411,"",1,"",0,1,"","","","","",""
1129,"December2021Event3ReachLevel50","Reach level 50",43,"Reach level 50.",34099,"",1,"",0,1,"","","","","",""
1130,"December2021Event4ReachLevel50","Reach level 50",44,"Reach level 50.",42955,"",1,"",0,1,"","","","","",""
1131,"December2021Event5ReachLevel50","Reach level 50",45,"Reach level 50.",24650,"",1,"",0,1,"","","","","",""
1132,"DefeatScarsOfTheAtlasBoss1","The Star-Strewn Abyss",2,"Defeat The Black Star",48840,"",1,"",0,"","","","","","",""
1133,"DefeatScarsOfTheAtlasBoss2","The Unearthly Devourer",2,"Defeat The Infinite Hunger",42044,"",1,"",0,"","","","","","",""
1134,"DefeatScarsOfTheAtlasBoss3","The Scintillating Flame",2,"Defeat The Searing Exarch",26933,"",1,"",0,"","","","","","",""
1135,"DefeatScarsOfTheAtlasBoss4","The Ravenous Maw",2,"Defeat The Eater of Worlds",62878,"",1,"",0,"","","","","","",""
1136,"ArchnemesisEquipSkillGems","Skill Up",46,"Socket at least six Skill Gems at the same time.",57568,"",1,"",0,"","","","","","",""
1137,"ArchnemesisDefeatRares1","Defeat Archnemeses I",46,"Complete the following Archnemesis encounters.",4201,"","","",0,"",1,"","","","",""
1138,"ArchnemesisEasyEncounters1","Exile Against the World I",46,"Complete the following encounters.",4004,"","","",0,"","","","","","",""
1139,"ArchnemesisDefeatActBosses1","Defeat these Act Bosses I",46,"Defeat each of the following Unique Act Bosses.",34562,"","","",0,"","","","","","",""
1140,"ArchnemesisExploreLabyrinth","Explore the Labyrinth",46,"Complete each of the following within the Lord's Labyrinth.",32047,"","","",0,"","","","","","",""
1141,"ArchnemesisEasyEncounters2","Exile Against the World II",46,"Complete the following encounters.",33365,"","","",0,"","","","","","",""
1142,"ArchnemesisVaalSideAreas","Complete Vaal Side Areas",46,"Complete five Vaal Side Areas by opening the Vaal Vessel.",20069,"",1,"",0,"","","","","","",""
1143,"ArchnemesisDefeatActBosses2","Defeat these Act Bosses II",46,"Defeat each of the following Unique Act Bosses.",61199,"","","",0,"","","","","","",""
1144,"ArchnemesisUnlockMapDevice","Unlock the Map Device",46,"Unlock a personal Map Device for your Hideout.",63729,"",1,"",0,"","","","","","",""
1145,"ArchnemesisEasyEncounters3","Exile Against the World III",46,"Complete the following encounters.",36846,"","","",0,"","","","","","",""
1146,"ArchnemesisFlaskCrafting","Well Hydrated",46,"Have five flasks of at least Magic rarity and 20% quality equipped, including at least one with an enchantment.",24196,"",1,"",0,"","","","","","",""
1147,"ArchnemesisDefeatRares2","Defeat Archnemeses II",46,"Defeat Archnemesis monsters with the following modifiers.",8827,1,"","",0,1,"","","","","",""
1148,"ArchnemesisSixSupports","Power Overwhelming",46,"Apply six or more Support Gem effects to a single Skill Gem at once.",131,"",1,"",0,"","","","","","",""
1149,"ArchnemesisEnchantedItems","Enchanted Arsenal",46,"Equip enchanted items from five of the following item classes.",52490,1,"","",5,1,"","","","","",""
1150,"ArchnemesisDefeatRares3","Defeat Archnemeses III",46,"Defeat Archnemesis monsters with four of the following combinations of modifiers.",10853,1,"","",4,"","","","","","",""
1151,"ArchnemesisAchieveAscension","Achieve Ascension",46,"Use the Ascendancy Device in each of the following Labyrinths.",58432,"","","",0,"","","","","","",""
1152,"ArchnemesisCompleteVendorRecipes","Complete Vendor Recipes",46,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",6173,1,"","",0,"","","","","","",""
1153,"ArchnemesisKiracMissions","Complete Kirac Missions",46,"Complete six of the following mission types offered by Kirac.",28487,1,"","",6,1,"","","","","",""
1154,"ArchnemesisEldritchAltars","Investigate Eldritch Altars",46,"Use each Eldritch Altar type ten times.",16339,"","","",0,"",1,"","","","",""
1155,"ArchnemesisQualityGear","Quality Equipment",46,"Increase the quality of a Weapon or piece of Armour to at least 28%.",39469,"",1,"",0,"","","","","","",""
1156,"ArchnemesisAtlasBosses1","Defeat Atlas Bosses I",46,"Defeat the following bosses.",36761,"","","",0,"","","","","","",""
1157,"ArchnemesisTransformItems","Transform Items",46,"Transform items in four of the following ways.",64597,1,"","",4,"","","","","","",""
1158,"ArchnemesisLevel90","Reach Level 90",46,"Attain character level 90. This challenge still counts even if your character dies afterwards.",65508,"","","",0,"",1,"","","","",""
1159,"ArchnemesisWitnessedMaps","Activate Eldritch Beacons",46,"Complete thirty maps with each Eldritch Beacon active.",23084,1,"","",0,"",1,"","","","",""
1160,"ArchnemesisJewelMaster","Jewel Master",46,"Socket each of the following types of Jewel.",16814,"","","",0,"","","","","","",""
1161,"ArchnemesisEldritchItems","Unlock Eldritch Power",46,"Craft each of the following Eldritch implicit modifier types on an item.",49266,"","","",0,"","","","","","",""
1162,"ArchnemesisAtlasBoons1","Boons of the Atlas I",46,"Complete five of the following encounters.",36474,1,"","",5,1,"","","","","",""
1163,"ArchnemesisCompleteUniqueMaps","Complete Unique Maps",46,"Complete fifteen of the following seventeen Unique Maps.",58694,1,"","",15,1,"","","","","",""
1164,"ArchnemesisAtlasBosses2","Defeat Atlas Bosses II",46,"Defeat the following bosses.",11801,"","","",0,"","","","","","",""
1165,"ArchnemesisAtlasPassives","Allocate Atlas Passives",46,"Allocate 100 Atlas Passive Skill points.",17505,"",1,"",0,"","","","","","",""
1166,"ArchnemesisSpookyBosses","Night Terrors",46,"Defeat each of the following bosses in an area of level 81 or higher.",34717,1,"","",0,"","","","","","",""
1167,"ArchnemesisAtlasBoons2","Boons of the Atlas II",46,"Complete three of the following encounters.",13528,1,"","",3,"","","","","","",""
1168,"ArchnemesisDefeatElderslayers","Defeat the Elderslayers",46,"Defeat the following boss encounters.",64517,"","","",0,"","","","","","",""
1169,"ArchnemesisEldritchOrbs","Mysterious Orbs",46,"Use five of the following currency items.",43157,1,"","",5,1,"","","","","",""
1170,"ArchnemesisFavouriteMaps","Master the Atlas",46,"Unlock every Favoured Map Slot.",3882,"",1,"",0,"","","","","","",""
1171,"ArchnemesisDefeatRares4","Defeat Archnemeses IV",46,"Defeat Archnemesis monsters with the following modifiers.",51959,1,"","",0,1,"","","","","",""
1172,"ArchnemesisAtlasBossFlawless1","Defeat Atlas Bosses in Style I",46,"Defeat the following bosses in the specified ways.",31366,"","","",0,"","","","","","",""
1173,"ArchnemesisAtlasBossFlawless2","Defeat Atlas Bosses in Style II",46,"Defeat the following bosses in the specified ways.",57838,"","","",0,"","","","","","",""
1174,"ArchnemesisAtlasBoons3","Boons of the Atlas III",46,"Complete three of the following encounters the specified number of times.",33084,1,"","",3,"",1,"","","","",""
1175,"ArchnemesisEndgameGrinds","Complete Endgame Grinds",46,"Complete four of the following encounters the specified number of times.",17000,1,"","",4,"",1,"","","","",""
1176,"SentinelIntroTeachingChallenge","Learning the Ropes",47,"Complete each of the following tasks.",61305,"","","",0,"","","","","","",""
1177,"SentinelLeagueChallenge1","The Basics of Sentinels",47,"Complete each of the following encounters.",52781,"","","",0,"","","","","","",""
1178,"SentinelVendorRecipes","Complete Vendor Recipes",47,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",23469,"","","",0,"","","","","","",""
1179,"SentinelDefeatActBossesI","Defeat these Act Bosses I",47,"Defeat each of the following Unique Act Bosses.",61664,"","","",0,"","","","","","",""
1180,"SentinelCompleteEncountersI","Complete Encounters I",47,"Complete each of the following encounters.",5543,"","","",0,"","","","","","",""
1181,"SentinelUseSentinels","Use Sentinels",47,"Use each of the following Sentinels to Empower monsters.",19991,"","","",0,1,"","","","","",""
1182,"SentinelDefeatActBossesII","Defeat these Act Bosses II",47,"Defeat each of the following Unique Act Bosses.",53000,"","","",0,"","","","","","",""
1183,"SentinelDefeatArchnemesisMonsters","Defeat Magic or Rare Monsters",47,"Defeat Magic or Rare Monsters with 18 of the following Modifiers.",48097,1,"","",18,1,"","","","","",""
1184,"SentinelCompleteBreachEncounters","Complete Breach Encounters",47,"Complete each of the following Breach encounters.",54068,"","","",0,"",1,"","","","",""
1185,"SentinelDefeatPossessedRogueExiles","Defeat Possessed Rogue Exiles",47,"Defeat each of the following Possessed Rogue Exiles.",57001,1,"","",0,1,"","","","","",""
1186,"SentinelCompleteEssenceEncounters","Complete Essence Encounters",47,"Complete each of the following Essence encounters.",40824,"","","",0,"",1,"","","","",""
1187,"SentinelCombineSentinels","Combine Sentinels",47,"Combine Sentinels in each of the following ways.",4327,"","","",0,"","","","","","",""
1188,"SentinelDefeatTargetsWhileAffectedByCovetousShrine","Complete Domination Encounters",47,"Defeat each of the following targets while affected by the Covetous Shrine buff.",60402,"","","",0,"","","","","","",""
1189,"SentinelCompleteMetamorphEncounters","Complete Metamorph Encounters",47,"Complete each of the following Metamorph encounters.",57003,"","","",0,"","","","","","",""
1190,"SentinelCompleteHarvestEncounters","Complete Harvest Encounters",47,"Complete each of the following Harvest encounters.",29712,"","","",0,"","","","","","",""
1191,"SentinelCompleteDeliriumEncounters","Complete Delirium Encounters",47,"Complete each of the following Delirium encounters.",106,"","","",0,"","","","","","",""
1192,"SentinelUseRecombinators","Use Recombinators",47,"Use Recombinators in each of the following ways.",26860,"","","",0,"","","","","","",""
1193,"SentinelUseEldritchAltars","Use Eldritch Altars",47,"Use Eldritch Altars in each of the following ways.",43988,"","","",0,"",1,"","","","",""
1194,"SentinelCompleteInvitationsWithDeathWishAllocated","Sheer Arrogance",47,"Complete each of the following Invitations while they have at least five modifiers and are affected by Height of Hubris.",24075,"","","",0,1,"","","","","",""
1195,"SentinelUberShaper","Cosmic Wounds: The Shaper",47,"Defeat The Shaper in The Shaper's Realm while the area is level 85.",57613,"",1,"",0,1,"","","","","",""
1196,"SentinelUberCortex","Memento Mori",47,"Defeat High Templar Venarius in Cortex while the area is level 85.",44369,"",1,"",0,1,"","","","","",""
1197,"SentinelSentinelPassiveTree","Powering the Sentinels",47,"Complete each of the following objectives on your Sentinel Controller.",9201,"","","",0,"","","","","","",""
1198,"SentinelCompleteUniqueMaps","Complete Unique Maps",47,"Complete each of the following Unique Maps.",2980,1,"","",0,1,"","","","","",""
1199,"SentinelUberSirus","The Perfect Storm",47,"Defeat Sirus, Awakener of Worlds in Eye of the Storm while the area is level 85.",61734,"",1,"",0,1,"","","","","",""
1200,"SentinelUberUberElder","Cosmic Wounds: The Elder",47,"Defeat The Elder in The Shaper's Realm while the area is level 85.",54670,"",1,"",0,1,"","","","","",""
1201,"SentinelUberMaven","Throw the Gauntlet",47,"Defeat The Maven in Absence of Mercy and Empathy while the area is level 85.",21371,"",1,"",0,1,"","","","","",""
1202,"SentinelDefeatedEmpoweredEncounters","Defeat Empowered Encounters",47,"Defeat each of the following encounters while they are Empowered by a Sentinel.",63816,"","","",0,"","","","","","",""
1203,"SentinelUberSearingExarch","Thirst for Knowledge",47,"Defeat The Searing Exarch in Absence of Patience and Wisdom while the area is level 85.",6774,"",1,"",0,1,"","","","","",""
1204,"SentinelUberEaterOfWorlds","Insatiable Appetite",47,"Defeat The Eater of Worlds in Absence of Symmetry and Harmony while the area is level 85.",3915,"",1,"",0,1,"","","","","",""
1205,"SentinelAtlasGrind","Atlas Grinds",47,"Complete each of the following Atlas Grinds.",478,"","","",0,"",1,"","","","",""
1206,"SentinelShaperConditionally","Defeat The Shaper Conditionally",47,"Defeat The Shaper while fulfilling each of the following conditions.",24383,"","","",0,"","","","","","",""
1207,"SentinelLeagueChallenge7","Complete Encounters II",47,"Complete each of the following encounters.",43341,"","","",0,"","","","","","",""
1208,"SentinelBlackStarConditionally","Defeat The Black Star Conditionally",47,"Defeat The Black Star while fulfilling each of the following conditions.",34131,"","","",0,"","","","","","",""
1209,"SentinelInfiniteHungerConditionally","Defeat The Infinite Hunger Conditionally",47,"Defeat The Infinite Hunger while fulfilling each of the following conditions.",49857,"","","",0,"","","","","","",""
1210,"SentinelSearingExarchConditionally","Defeat The Searing Exarch Conditionally",47,"Defeat The Searing Exarch while fulfilling each of the following conditions.",40213,"","","",0,"","","","","","",""
1211,"SentinelEaterOfWorldsConditionally","Defeat The Eater of Worlds Conditionally",47,"Defeat The Eater of Worlds while fulfilling each of the following conditions.",30264,"","","",0,"","","","","","",""
1212,"SentinelDefeatEmpoweredMapBosses","Defeat Empowered Map Bosses",47,"Defeat 5 of the following 8 Map Bosses in Rare 8-mod Tier 16 Maps while they are Empowered by Unique Sentinels.",33326,"","","",5,"","","","","","",""
1213,"SentinelUberElderConditionally","Defeat Uber Elder Conditionally",47,"Defeat The Elder in The Shaper's Realm while fulfilling each of the following conditions.",60560,"","","",0,"","","","","","",""
1214,"SentinelMavenConditionally","Defeat The Maven Conditionally",47,"Defeat The Maven while fulfilling each of the following conditions.",10121,"","","",0,"","","","","","",""
1215,"SentinelEndgameGrind","Complete Endgame Grinds",47,"Complete any four of these encounters the specified number of times.",62704,"","","",4,"",1,"","","","",""
1216,"LakeBeginnerChallenge","Learning the Ropes",48,"Complete each of the following tasks.",25292,"","","",0,"","","","","","",""
1217,"LakeLeagueChallenge1","Enter the Lake",48,"Complete each of the following encounters.",61644,"","","",0,"","","","","","",""
1218,"LakeVendorRecipes","Complete Vendor Recipes",48,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",9975,"","","",0,"","","","","","",""
1219,"LakeDefeatActBosses1","Defeat These Act Bosses I",48,"Complete each of the following encounters.",43610,"","","",0,"","","","","","",""
1220,"LakeMiscChallenge1","Exile Against the World",48,"Complete each of the following encounters.",38751,"","","",0,"","","","","","",""
1221,"LakeLeagueChallenge2","Shape the Lake",48,"Shape the Lake of Kalandra in the following ways.",19340,"","","",0,"",1,"","","","",""
1222,"LakeDefeatActBosses2","Defeat These Act Bosses II",48,"Complete each of the following encounters.",1553,"","","",0,"","","","","","",""
1223,"LakeEquipUnique","Unique Armaments",48,"Equip Unique items of the following types.",49590,1,"","",0,1,"","","","","",""
1224,"LakeCompleteEssenceEncounters","Complete Essence Encounters",48,"Complete each of the following Essence encounters.",39594,"","","",0,"",1,"","","","",""
1225,"LakeCompleteAbyssEncounters","Complete Abyss Encounters",48,"Complete each of the following Abyss encounters.",50265,"","","",0,"",1,"","","","",""
1226,"LakeCompleteAmbushEncounters","Complete Ambush Encounters",48,"Open Rare and Corrupted Strongboxes in Map Areas.",39713,"","","",0,"","","","","","",""
1227,"LakeLeagueChallenge3","Unlock the Lake",48,"Fully Unlock the following Lake of Kalandra Reflection Abilities.",14580,"","","",0,"",1,"","","","",""
1228,"LakeCompleteHeistEncounters","Complete Heist Encounters",48,"Complete each of the following Heist encounters.",3309,"","","",0,"",1,"","","","",""
1229,"LakeCompleteLegionEncounters","Complete Legion Encounters",48,"Complete each of the following Legion encounters.",3936,"","","",0,"",1,"","","","",""
1230,"LakeCompleteBlightEncounters","Complete Blight Encounters",48,"Complete each of the following Blight encounters.",200,"","","",0,"",1,"","","","",""
1231,"LakeCompleteExpeditionEncounters","Complete Expedition Encounters",48,"Complete each of the following Expedition encounters.",61263,"","","",0,"",1,"","","","",""
1232,"LakeLeagueChallenge4","Discover the Lake",48,"Complete 14 of the following types of Reflections in the Lake of Kalandra.",43855,1,"","",14,1,"","","","","",""
1233,"LakeAchieveAscension","Achieve Ascension",48,"Use the Ascendancy Device in each of the following Labyrinths.",9963,"","","",0,"","","","","","",""
1234,"LakeLevel25Skill","Surpassed Potential",48,"Have a socketed Skill Gem reach at least level 26.",22209,"",1,"",0,"","","","","","",""
1235,"LakeHarvestChallenge","Harvest Lifeforce",48,"Complete each of the following Harvest encounters.",54680,"","","",0,"",1,"","","","",""
1236,"LakeTaintedCurrency","Tainted Crafting",48,"Use seven of the following crafting methods on an item.",3866,1,"","",7,1,"","","","","",""
1237,"LakeLeagueChallenge5","Form the Lake",48,"Obtain any three of the following items from the Lake of Kalandra in the following ways.",64520,"","","",3,"","","","","","",""
1238,"LakeCompleteUniqueMaps","Unique Realms",48,"Complete each of the following Unique Maps.",56884,1,"","",0,1,"","","","","",""
1239,"LakeCraftingBench","Crafting Perfection",48,"Use the following Currency in the Crafting Bench.",63261,1,"","",0,1,"","","","","",""
1240,"LakePantheonUpgrade","Pantheon of the Gods",48,"Fully upgrade any two Major Pantheon Powers and any two Minor Pantheon Powers.",23390,"","","",0,"",1,"","","","",""
1241,"LakeAchieveUberAscension","Perfect Ascension",48,"Complete each of the following Endgame Labyrinths.",52955,"","","",0,"","","","","","",""
1242,"LakeLeagueChallenge6","Overcome the Lake",48,"Defeat Unique Map Bosses in the Lake of Kalandra while the area is level 81 or higher.",40804,"","","",0,"",1,"","","","",""
1243,"LakeMemoryLine","A Trip Down Memory Lane",48,"Complete four of the following types of Atlas Memories where they have started on a Tier 14 or higher Map. Atlas Memories are completed when the boss of the final Map in the chain has been defeated.",26562,1,"","",4,1,"","","","","",""
1244,"LakeTrialMaster","Trial of Chaos",48,"Defeat the Trialmaster.",62354,"",1,"",0,"","","","","","",""
1245,"LakeAtlasGrind","Modified Atlas Grind",48,"Complete maps with a total of 6,000 explicit modifiers.",31162,"",1,"",0,"","","","","","",""
1246,"LakeKillScourgeBosses","Extradimensional Horrors",48,"Defeat any two of the following Unique Beyond Bosses.",37389,"","","",2,"","","","","","",""
1247,"LakeLeagueChallenge7","Shatter the Lake",48,"Complete 77 Reflections when they are at least difficulty 7 in a Lake of Kalandra which is area level 77 or higher.",12956,"",1,"",0,"","","","","","",""
1248,"LakeKillSpecialArchnemesis","Unnatural Foes",48,"Defeat ten Rare Monsters with any of the following Archnemesis modifiers.",45514,1,"","",10,1,"","","","","",""
1249,"LakeCompleteInfluenceMaps","Influenced Atlas",48,"Complete 50 Elder Guardian, Shaper Guardian or Elderslayer Maps.",4742,"",1,"",0,"","","","","","",""
1250,"LakeKillPantheonArchnemesis","Divine Revenge",48,"Defeat six Rare Monsters with any of the following Archnemesis Pantheon modifiers.",2284,1,"","",6,1,"","","","","",""
1251,"LakeComplete8ModMaps","Insurmountable Corruption",48,"Complete 30 Tier 16 Rare Maps while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextants, Scarabs and Kirac mods do not count towards the mod count of this challenge.",19866,"",1,"",0,"","","","","","",""
1252,"LakeLeagueChallenge8","Conquer the Lake",48,"Complete eight of the following types of Lake of Kalandra Reflections while they are at least difficulty 10, tier 3 and in an area of level 83.",31841,1,"","",8,1,"","","","","",""
1253,"LakeDeadlyEncountersFlawless","Complete Deadly Encounters in Style",48,"Defeat any three of the following endgame boss encounters in the specified ways.",28853,"","","",3,"","","","","","",""
1254,"LakeUberBosses","Almighty Clash",48,"Defeat any four of the following Pinnacle Boss Encounters while the area is level 85.",61795,1,"","",4,"","","","","","",""
