"rownum","Mod","Value","i32","i32","i32","Tags","SpawnWeight","CraftableType","[rid]"
979,979,93,40,14,40,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
980,980,212,40,107,427,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
981,981,348,40,352,1406,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
982,982,464,40,786,3142,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
983,983,635,40,1520,7600,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
984,984,889,40,3983,19914,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
985,985,1276,40,9427,56561,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
986,986,2100,40,69474,486318,"[22,25,2,3,21,0]","[1,1,1,1,1,0]",126,[]
987,987,3403,40,502399,4019189,"[22,25,21,0]","[1,1,1,0]",126,[]
988,988,53,40,14,40,"[8,0]","[1,0]",127,[9]
989,989,156,40,107,427,"[8,0]","[1,0]",127,[9]
990,990,278,40,352,1406,"[8,0]","[1,0]",127,[9]
991,991,381,40,786,3142,"[8,0]","[1,0]",127,[9]
992,992,537,40,1520,7600,"[8,0]","[1,0]",127,[9]
993,993,776,40,3983,19914,"[8,0]","[1,0]",127,[9]
994,994,1150,40,9427,56561,"[8,0]","[1,0]",127,[9]
995,995,1995,40,69474,486318,"[8,0]","[1,0]",127,[9]
996,996,3434,40,502399,4019189,"[8,0]","[1,0]",127,[9]
997,997,5008,40,1915255,15322033,"[32,0]","[1,0]",127,[9]
998,998,93,40,14,40,"[37,0]","[1,0]",128,[]
999,999,212,40,107,427,"[37,0]","[1,0]",128,[]
1000,1000,348,40,352,1406,"[37,0]","[1,0]",128,[]
1001,1001,464,40,786,3142,"[37,0]","[1,0]",128,[]
1002,1002,635,40,1520,7600,"[37,0]","[1,0]",128,[]
1003,1003,889,40,3983,19914,"[37,0]","[1,0]",128,[]
1004,1004,1276,40,9427,56561,"[37,0]","[1,0]",128,[]
1005,1005,2100,40,69474,486318,"[37,0]","[1,0]",128,[]
1006,1006,130,40,39,117,"[25,3,0]","[1,1,0]",129,[]
1007,1007,362,40,352,1406,"[25,3,0]","[1,1,0]",129,[]
1008,1008,577,40,1309,5234,"[25,3,0]","[1,1,0]",129,[]
1009,1009,1040,40,11325,56625,"[25,3,0]","[1,1,0]",129,[]
1010,1010,1801,40,93030,558178,"[25,3,0]","[1,1,0]",129,[]
1011,1011,3051,40,744619,5212329,"[3,0]","[1,0]",129,[]
1012,1012,84,75,14,40,"[8,0]","[1,0]",130,[9]
1013,1013,480,75,352,1406,"[8,0]","[1,0]",130,[9]
1014,1014,804,75,1309,5234,"[8,0]","[1,0]",130,[9]
1015,1015,1521,75,11325,56625,"[8,0]","[1,0]",130,[9]
1016,1016,2866,75,104011,624061,"[8,0]","[1,0]",130,[9]
1017,1017,5079,75,830002,5810010,"[8,0]","[1,0]",130,[9]
1018,1018,207,40,121,363,"[45,9,10,0]","[1,1,1,0]",131,[]
1019,1019,381,40,404,1614,"[45,9,10,0]","[1,1,1,0]",131,[]
1020,1020,528,40,1016,4064,"[45,9,10,0]","[1,1,1,0]",131,[]
1021,1021,921,40,7966,39828,"[45,9,10,0]","[1,1,1,0]",131,[]
1022,1022,1871,40,104011,624061,"[45,9,10,0]","[1,1,1,0]",131,[]
1023,1023,3537,40,1004798,8038378,"[9,10,0]","[1,1,0]",131,[]
1024,1024,130,40,39,117,"[21,0]","[1,0]",132,[]
1025,1025,362,40,352,1406,"[21,0]","[1,0]",132,[]
1026,1026,577,40,1309,5234,"[21,0]","[1,0]",132,[]
1027,1027,1040,40,11325,56625,"[21,0]","[1,0]",132,[]
1028,1028,1801,40,93030,558178,"[21,0]","[1,0]",132,[]
1029,1029,3051,40,744619,5212329,"[21,0]","[1,0]",132,[]
1030,1030,207,40,121,363,"[1019,0]","[1,0]",133,[]
1031,1031,381,40,404,1614,"[1019,0]","[1,0]",133,[]
1032,1032,528,40,1016,4064,"[1019,0]","[1,0]",133,[]
1033,1033,921,40,7966,39828,"[1019,0]","[1,0]",133,[]
1034,1034,1871,40,104011,624061,"[1019,0]","[1,0]",133,[]
1035,1035,3537,40,1004798,8038378,"[1019,0]","[1,0]",133,[]
1036,1036,207,40,121,363,"[37,0]","[1,0]",134,[]
1037,1037,381,40,404,1614,"[37,0]","[1,0]",134,[]
1038,1038,528,40,1016,4064,"[37,0]","[1,0]",134,[]
1039,1039,921,40,7966,39828,"[37,0]","[1,0]",134,[]
1040,1040,1871,40,104011,624061,"[37,0]","[1,0]",134,[]
1041,1041,3537,40,1004798,8038378,"[37,0]","[1,0]",134,[]
1042,1042,174,40,72,214,"[22,3,0]","[1,1,0]",135,[]
1043,1043,394,40,404,1614,"[22,3,0]","[1,1,0]",135,[]
1044,1044,622,40,1187,5932,"[22,3,0]","[1,1,0]",135,[]
1045,1045,1117,40,12723,63613,"[22,3,0]","[1,1,0]",135,[]
1046,1046,1932,40,104011,624061,"[22,3,0]","[1,1,0]",135,[]
1047,1047,3398,40,925015,6475103,"[3,0]","[1,0]",135,[]
1048,1048,189,75,72,214,"[8,0]","[1,0]",136,[9]
1049,1049,524,75,404,1614,"[8,0]","[1,0]",136,[9]
1050,1050,829,75,1309,5234,"[8,0]","[1,0]",136,[9]
1051,1051,1571,75,11325,56625,"[8,0]","[1,0]",136,[9]
1052,1052,2971,75,104011,624061,"[8,0]","[1,0]",136,[9]
1053,1053,5295,75,830002,5810010,"[8,0]","[1,0]",136,[9]
1054,1054,174,40,72,214,"[9,10,45,0]","[1,1,1,0]",137,[]
1055,1055,394,40,404,1614,"[9,10,45,0]","[1,1,1,0]",137,[]
1056,1056,595,40,1309,5234,"[9,10,45,0]","[1,1,1,0]",137,[]
1057,1057,1073,40,11325,56625,"[9,10,45,0]","[1,1,1,0]",137,[]
1058,1058,1932,40,104011,624061,"[9,10,45,0]","[1,1,1,0]",137,[]
1059,1059,3274,40,830002,5810010,"[9,10,0]","[1,1,0]",137,[]
1060,1060,174,40,72,214,"[21,0]","[1,0]",138,[]
1061,1061,394,40,404,1614,"[21,0]","[1,0]",138,[]
1062,1062,622,40,1187,5932,"[21,0]","[1,0]",138,[]
1063,1063,1117,40,12723,63613,"[21,0]","[1,0]",138,[]
1064,1064,1932,40,104011,624061,"[21,0]","[1,0]",138,[]
1065,1065,3398,40,925015,6475103,"[21,0]","[1,0]",138,[]
1066,1066,174,40,72,214,"[1019,0]","[1,0]",139,[]
1067,1067,394,40,404,1614,"[1019,0]","[1,0]",139,[]
1068,1068,595,40,1309,5234,"[1019,0]","[1,0]",139,[]
1069,1069,1073,40,11325,56625,"[1019,0]","[1,0]",139,[]
1070,1070,1932,40,104011,624061,"[1019,0]","[1,0]",139,[]
1071,1071,3274,40,830002,5810010,"[1019,0]","[1,0]",139,[]
1072,1072,174,40,72,214,"[37,0]","[1,0]",140,[]
1073,1073,394,40,404,1614,"[37,0]","[1,0]",140,[]
1074,1074,595,40,1309,5234,"[37,0]","[1,0]",140,[]
1075,1075,1073,40,11325,56625,"[37,0]","[1,0]",140,[]
1076,1076,1932,40,104011,624061,"[37,0]","[1,0]",140,[]
1077,1077,3274,40,830002,5810010,"[37,0]","[1,0]",140,[]
1078,1078,255,20,23,90,"[2,3,22,4,25,0]","[1,1,1,1,1,0]",141,[]
1079,1079,586,20,504,3022,"[2,3,22,4,25,0]","[1,1,1,1,1,0]",141,[]
1080,1080,1020,20,3160,22115,"[2,3,22,4,25,0]","[1,1,1,1,1,0]",141,[]
1081,1081,2174,20,33772,303948,"[2,3,22,4,25,0]","[1,1,1,1,1,0]",141,[]
1082,1082,3188,20,112737,1127361,"[2,3,22,4,25,0]","[1,1,1,1,1,0]",141,[]
1083,1083,508,20,77,383,"[2,3,25,0]","[1,1,1,0]",142,[]
1084,1084,985,20,962,5768,"[2,3,25,0]","[1,1,1,0]",142,[]
1085,1085,1677,20,7159,50112,"[2,3,25,0]","[1,1,1,0]",142,[]
1086,1086,2808,20,42103,378922,"[2,3,25,0]","[1,1,1,0]",142,[]
1087,1087,4232,20,195530,2150820,"[2,3,25,0]","[1,1,1,0]",142,[]
1088,1088,100,40,80,160,"[25,0]","[1,0]",143,[]
1089,1089,178,40,256,512,"[25,0]","[1,0]",143,[]
1090,1090,387,40,1309,3926,"[25,0]","[1,0]",143,[]
1091,1091,100,40,80,160,"[8,0]","[1,0]",144,[9]
1092,1092,178,40,256,512,"[8,0]","[1,0]",144,[9]
1093,1093,387,40,1309,3926,"[8,0]","[1,0]",144,[9]
1094,1094,100,40,80,160,"[9,10,37,2,0]","[1,1,1,1,0]",145,[]
1095,1095,178,40,256,512,"[9,10,37,2,0]","[1,1,1,1,0]",145,[]
1096,1096,387,40,1309,3926,"[9,10,37,2,0]","[1,1,1,1,0]",145,[]
1097,1097,128,75,21,41,"[1,0]","[1,0]",147,[]
1098,1098,407,75,256,512,"[1,0]","[1,0]",147,[]
1099,1099,1027,75,1309,3926,"[1,0]","[1,0]",147,[]
1100,1100,1796,75,6697,26787,"[1,0]","[1,0]",147,[]
1101,1101,2862,75,36538,146151,"[1,0]","[1,0]",147,[]
1102,1102,4749,75,121408,607040,"[1,0]","[1,0]",147,[]
1103,1103,6484,75,287288,1436440,"[1,0]","[1,0]",147,[]
1104,1104,289,20,397,1984,"[16,3,0]","[1,1,0]",149,[]
1105,1105,397,20,1149,6894,"[16,3,0]","[1,1,0]",149,[]
1106,1106,552,20,3581,21483,"[16,3,0]","[1,1,0]",149,[]
1107,1107,720,20,7113,49785,"[16,3,0]","[1,1,0]",149,[]
1108,1108,919,20,17898,125280,"[16,3,0]","[1,1,0]",149,[]
1109,1109,1266,20,51920,415357,"[16,0]","[1,0]",149,[]
1110,1110,1948,20,234970,2114723,"[16,0]","[1,0]",149,[]
1111,1111,3098,20,1558231,15582308,"[16,0]","[1,0]",149,[]
1112,1112,89,75,15,30,"[37,0]","[1,0]",150,[]
1113,1113,249,75,136,272,"[37,0]","[1,0]",150,[]
1114,1114,579,75,529,1587,"[37,0]","[1,0]",150,[]
1115,1115,1043,75,4045,12135,"[37,0]","[1,0]",150,[]
1116,1116,1702,75,16742,66968,"[37,0]","[1,0]",150,[]
1117,1117,3075,75,163486,653943,"[37,0]","[1,0]",150,[]
1118,1118,5252,75,1089377,5446884,"[37,0]","[1,0]",150,[]
1119,1119,7920,75,5745763,28728813,"[37,0]","[1,0]",150,[]
1120,1120,124,40,24,72,"[37,0]","[1,0]",151,[]
1121,1121,221,40,107,427,"[37,0]","[1,0]",151,[]
1122,1122,481,40,1016,4064,"[37,0]","[1,0]",151,[]
1123,1123,732,40,5237,26183,"[37,0]","[1,0]",151,[]
1124,1124,1082,40,23567,141402,"[37,0]","[1,0]",151,[]
1125,1125,1616,40,155503,1088521,"[37,0]","[1,0]",151,[]
1126,1126,2683,40,1558231,12465846,"[37,0]","[1,0]",151,[]
1127,1127,466,40,808,4036,"[16,0]","[1,0]",152,[]
1128,1128,943,40,4416,30912,"[16,0]","[1,0]",152,[]
1129,1129,1602,40,17676,141402,"[16,0]","[1,0]",152,[]
1130,1130,2761,40,75425,678818,"[16,0]","[1,0]",152,[]
1131,1131,4356,40,251200,2511993,"[16,0]","[1,0]",152,[]
1132,1132,466,40,808,4036,"[16,0]","[1,0]",153,[]
1133,1133,943,40,4416,30912,"[16,0]","[1,0]",153,[]
1134,1134,1602,40,17676,141402,"[16,0]","[1,0]",153,[]
1135,1135,2761,40,75425,678818,"[16,0]","[1,0]",153,[]
1136,1136,4356,40,251200,2511993,"[16,0]","[1,0]",153,[]
1137,1137,466,40,808,4036,"[16,0]","[1,0]",154,[]
1138,1138,943,40,4416,30912,"[16,0]","[1,0]",154,[]
1139,1139,1602,40,17676,141402,"[16,0]","[1,0]",154,[]
1140,1140,2761,40,75425,678818,"[16,0]","[1,0]",154,[]
1141,1141,4356,40,251200,2511993,"[16,0]","[1,0]",154,[]
1142,1142,443,40,704,3516,"[4,0]","[1,0]",155,[]
1143,1143,904,40,4567,27399,"[4,0]","[1,0]",155,[]
1144,1144,1538,40,15766,126122,"[4,0]","[1,0]",155,[]
1145,1145,2658,40,67545,607897,"[4,0]","[1,0]",155,[]
1146,1146,4194,40,225473,2254723,"[4,0]","[1,0]",155,[]
1147,1147,443,40,704,3516,"[4,0]","[1,0]",156,[]
1148,1148,904,40,4567,27399,"[4,0]","[1,0]",156,[]
1149,1149,1538,40,15766,126122,"[4,0]","[1,0]",156,[]
1150,1150,2658,40,67545,607897,"[4,0]","[1,0]",156,[]
1151,1151,4194,40,225473,2254723,"[4,0]","[1,0]",156,[]
1152,1152,443,40,704,3516,"[4,0]","[1,0]",157,[]
1153,1153,904,40,4567,27399,"[4,0]","[1,0]",157,[]
1154,1154,1538,40,15766,126122,"[4,0]","[1,0]",157,[]
1155,1155,2658,40,67545,607897,"[4,0]","[1,0]",157,[]
1156,1156,4194,40,225473,2254723,"[4,0]","[1,0]",157,[]
1157,1157,627,20,1980,11876,"[228,0]","[1,0]",158,[]
1158,1158,948,20,7100,49698,"[228,0]","[1,0]",158,[]
1159,1159,1460,20,27255,218038,"[228,0]","[1,0]",158,[]
1160,1160,2084,20,81586,734268,"[228,0]","[1,0]",158,[]
1161,1161,3048,20,244412,2688525,"[228,0]","[1,0]",158,[]
1162,1162,619,20,1750,10496,"[226,0]","[1,0]",159,[]
1163,1163,847,20,4445,31115,"[226,0]","[1,0]",159,[]
1164,1164,1268,20,15536,124287,"[226,0]","[1,0]",159,[]
1165,1165,1936,20,58743,528680,"[226,0]","[1,0]",159,[]
1166,1166,2749,20,174886,1748856,"[226,0]","[1,0]",159,[]
1167,1167,2575,40,234043,2106387,"[1,0]","[1,0]",160,[]
1168,1168,3338,40,450945,4509447,"[1,0]","[1,0]",160,[]
1169,1169,4161,40,782117,8603280,"[1,0]","[1,0]",160,[]
1170,1170,2575,40,234043,2106387,"[1,0]","[1,0]",161,[]
1171,1171,3338,40,450945,4509447,"[1,0]","[1,0]",161,[]
1172,1172,4161,40,782117,8603280,"[1,0]","[1,0]",161,[]
1173,1173,2575,40,234043,2106387,"[1,0]","[1,0]",162,[]
1174,1174,3338,40,450945,4509447,"[1,0]","[1,0]",162,[]
1175,1175,4161,40,782117,8603280,"[1,0]","[1,0]",162,[]
1176,1176,2575,40,468086,4212774,"[1,0]","[1,0]",163,[]
1177,1177,3338,40,901890,9018894,"[1,0]","[1,0]",163,[]
1178,1178,4161,40,1564233,17206561,"[1,0]","[1,0]",163,[]
1179,1179,5150,40,901890,9018894,"[1,0]","[1,0]",164,[]
1180,1180,6751,40,1564233,17206561,"[1,0]","[1,0]",164,[]
1181,1181,917,30,3167,19002,"[45,0]","[1,0]",60,[]
1182,1182,1336,30,11360,79516,"[45,0]","[1,0]",60,[]
1183,1183,1918,30,43608,348861,"[45,0]","[1,0]",60,[]
1184,1184,2479,30,130537,1174830,"[45,0]","[1,0]",60,[]
1185,1185,3288,30,391059,4301640,"[45,0]","[1,0]",60,[]
1186,1186,244,40,182,907,"[21,0]","[1,0]",193,[]
1187,1187,549,40,1310,7855,"[21,0]","[1,0]",193,[]
1188,1188,1184,40,10112,70782,"[21,0]","[1,0]",193,[]
1189,1189,2309,40,54130,487170,"[21,0]","[1,0]",193,[]
1190,1190,4231,40,279817,2798169,"[21,0]","[1,0]",193,[]
1191,1191,2980,75,35351,282805,"[5,0]","[1,0]",165,[]
1192,1192,7544,75,1119268,11192679,"[5,0]","[1,0]",165,[]
1193,1193,2980,75,35351,282805,"[1012,0]","[1,0]",166,[]
1194,1194,7544,75,1119268,11192679,"[1012,0]","[1,0]",166,[]
1195,1195,139,40,55,109,"[26,0]","[1,0]",167,[]
1196,1196,396,40,505,1513,"[26,0]","[1,0]",167,[]
1197,1197,743,40,3034,9101,"[26,0]","[1,0]",167,[]
1198,1198,1318,40,11824,47295,"[26,0]","[1,0]",167,[]
1199,1199,2265,40,56991,227961,"[26,0]","[1,0]",167,[]
1200,1200,3823,40,209863,1049313,"[26,0]","[1,0]",167,[]
1201,1201,139,40,55,109,"[26,0]","[1,0]",168,[]
1202,1202,396,40,505,1513,"[26,0]","[1,0]",168,[]
1203,1203,743,40,3034,9101,"[26,0]","[1,0]",168,[]
1204,1204,1318,40,11824,47295,"[26,0]","[1,0]",168,[]
1205,1205,2265,40,56991,227961,"[26,0]","[1,0]",168,[]
1206,1206,3823,40,209863,1049313,"[26,0]","[1,0]",168,[]
1207,1207,183,40,100,200,"[26,0]","[1,0]",169,[]
1208,1208,733,40,756,2266,"[26,0]","[1,0]",169,[]
1209,1209,1413,40,5529,16586,"[26,0]","[1,0]",169,[]
1210,1210,2618,40,26144,104573,"[26,0]","[1,0]",169,[]
1211,1211,4755,40,169105,845521,"[26,0]","[1,0]",169,[]
1212,1212,78,30,26,51,"[26,0]","[1,0]",170,[]
1213,1213,221,30,372,744,"[26,0]","[1,0]",170,[]
1214,1214,469,30,2100,6298,"[26,0]","[1,0]",170,[]
1215,1215,907,30,10543,42169,"[26,0]","[1,0]",170,[]
1216,1216,2106,30,98270,491348,"[26,0]","[1,0]",170,[]
1217,1217,3526,30,322623,1613115,"[26,0]","[1,0]",170,[]
1218,1218,85,30,34,68,"[26,0]","[1,0]",171,[]
1219,1219,244,30,332,995,"[26,0]","[1,0]",171,[]
1220,1220,488,30,2375,7125,"[26,0]","[1,0]",171,[]
1221,1221,983,30,13257,53025,"[26,0]","[1,0]",171,[]
1222,1222,2267,30,122164,610819,"[26,0]","[1,0]",171,[]
1223,1223,3657,30,322623,1613115,"[26,0]","[1,0]",171,[]
1224,1224,78,30,26,51,"[26,0]","[1,0]",172,[]
1225,1225,221,30,372,744,"[26,0]","[1,0]",172,[]
1226,1226,469,30,2100,6298,"[26,0]","[1,0]",172,[]
1227,1227,907,30,10543,42169,"[26,0]","[1,0]",172,[]
1228,1228,2106,30,98270,491348,"[26,0]","[1,0]",172,[]
1229,1229,3526,30,322623,1613115,"[26,0]","[1,0]",172,[]
1230,1230,85,30,34,68,"[26,0]","[1,0]",173,[]
1231,1231,244,30,332,995,"[26,0]","[1,0]",173,[]
1232,1232,488,30,2375,7125,"[26,0]","[1,0]",173,[]
1233,1233,983,30,13257,53025,"[26,0]","[1,0]",173,[]
1234,1234,2267,30,122164,610819,"[26,0]","[1,0]",173,[]
1235,1235,3657,30,322623,1613115,"[26,0]","[1,0]",173,[]
1236,1236,991,75,529,2645,"[26,0]","[1,0]",174,[]
1237,1237,4062,75,150849,1357637,"[26,0]","[1,0]",174,[]
1238,1238,196,25,171,683,"[1048,9,10,1019,0]","[0,1,1,1,0]",175,[]
1239,1239,408,25,1309,5234,"[1048,9,10,1019,0]","[0,1,1,1,0]",175,[]
1240,1240,764,25,6362,31806,"[1048,9,10,1019,0]","[0,1,1,1,0]",175,[]
1241,1241,1376,25,58129,348769,"[1048,9,10,1019,0]","[0,1,1,1,0]",175,[]
1242,1242,2431,25,225473,1803778,"[1048,9,10,1019,0]","[0,1,1,1,0]",175,[]
1243,1243,196,25,171,683,"[1049,9,10,1019,0]","[0,1,1,1,0]",176,[]
1244,1244,408,25,1309,5234,"[1049,9,10,1019,0]","[0,1,1,1,0]",176,[]
1245,1245,764,25,6362,31806,"[1049,9,10,1019,0]","[0,1,1,1,0]",176,[]
1246,1246,1376,25,58129,348769,"[1049,9,10,1019,0]","[0,1,1,1,0]",176,[]
1247,1247,2431,25,225473,1803778,"[1049,9,10,1019,0]","[0,1,1,1,0]",176,[]
1248,1248,196,25,171,683,"[1050,9,10,1019,0]","[0,1,1,1,0]",177,[]
1249,1249,408,25,1309,5234,"[1050,9,10,1019,0]","[0,1,1,1,0]",177,[]
1250,1250,764,25,6362,31806,"[1050,9,10,1019,0]","[0,1,1,1,0]",177,[]
1251,1251,1376,25,58129,348769,"[1050,9,10,1019,0]","[0,1,1,1,0]",177,[]
1252,1252,2431,25,225473,1803778,"[1050,9,10,1019,0]","[0,1,1,1,0]",177,[]
1253,1253,180,40,147,586,"[21,0]","[1,0]",178,[]
1254,1254,376,40,894,3575,"[21,0]","[1,0]",178,[]
1255,1255,693,40,3983,19914,"[21,0]","[1,0]",178,[]
1256,1256,1199,40,16615,99685,"[21,0]","[1,0]",178,[]
1257,1257,3175,40,239407,1915254,"[21,0]","[1,0]",178,[]
1258,1258,575,40,2618,10469,"[3,0]","[1,0]",179,[]
1259,1259,973,40,11325,56625,"[3,0]","[1,0]",179,[]
1260,1260,1478,40,37182,223089,"[3,0]","[1,0]",179,[]
1261,1261,2200,40,120365,842554,"[3,0]","[1,0]",179,[]
1262,1262,3127,40,347043,2776344,"[3,0]","[1,0]",179,[]
1263,1263,612,40,2373,11865,"[3,0]","[1,0]",180,[]
1264,1264,1030,40,12723,63613,"[3,0]","[1,0]",180,[]
1265,1265,1562,40,41593,249558,"[3,0]","[1,0]",180,[]
1266,1266,2320,40,134267,939864,"[3,0]","[1,0]",180,[]
1267,1267,3295,40,386403,3091222,"[3,0]","[1,0]",180,[]
1268,1268,120,40,39,117,"[32,8,0]","[0,1,0]",181,[]
1269,1269,292,40,266,1061,"[32,8,0]","[0,1,0]",181,[]
1270,1270,492,40,1309,5234,"[32,8,0]","[0,1,0]",181,[]
1271,1271,844,40,5663,28312,"[32,8,0]","[0,1,0]",181,[]
1272,1272,1380,40,23258,139544,"[32,8,0]","[0,1,0]",181,[]
1273,1273,2121,40,83488,584412,"[32,8,0]","[0,1,0]",181,[]
1274,1274,120,40,39,117,"[32,8,0]","[0,1,0]",182,[]
1275,1275,319,40,352,1406,"[32,8,0]","[0,1,0]",182,[]
1276,1276,492,40,1309,5234,"[32,8,0]","[0,1,0]",182,[]
1277,1277,844,40,5663,28312,"[32,8,0]","[0,1,0]",182,[]
1278,1278,1380,40,23258,139544,"[32,8,0]","[0,1,0]",182,[]
1279,1279,2336,40,115627,809387,"[32,8,0]","[0,1,0]",182,[]
1280,1280,89,25,44,87,"[3,0]","[1,0]",183,[]
1281,1281,239,25,352,1054,"[3,0]","[1,0]",183,[]
1282,1282,534,25,3486,10456,"[3,0]","[1,0]",183,[]
1283,1283,870,25,10605,42420,"[3,0]","[1,0]",183,[]
1284,1284,1384,25,40820,163278,"[3,0]","[1,0]",183,[]
1285,1285,2339,25,150720,753598,"[3,0]","[1,0]",183,[]
1286,1286,119,25,161,321,"[2,0]","[1,0]",184,[]
1287,1287,276,25,925,2775,"[2,0]","[1,0]",184,[]
1288,1288,516,25,5480,16439,"[2,0]","[1,0]",184,[]
1289,1289,912,25,21211,84841,"[2,0]","[1,0]",184,[]
1290,1290,1567,25,101823,407291,"[2,0]","[1,0]",184,[]
1291,1291,2461,25,301440,1507196,"[2,0]","[1,0]",184,[]
1292,1292,145,25,230,459,"[2,0]","[1,0]",185,[]
1293,1293,304,25,1209,3626,"[2,0]","[1,0]",185,[]
1294,1294,516,25,5480,16439,"[2,0]","[1,0]",185,[]
1295,1295,912,25,21211,84841,"[2,0]","[1,0]",185,[]
1296,1296,1567,25,101823,407291,"[2,0]","[1,0]",185,[]
1297,1297,2461,25,301440,1507196,"[2,0]","[1,0]",185,[]
1298,1298,131,25,193,385,"[2,0]","[1,0]",186,[]
1299,1299,291,25,1058,3174,"[2,0]","[1,0]",186,[]
1300,1300,516,25,5480,16439,"[2,0]","[1,0]",186,[]
1301,1301,912,25,21211,84841,"[2,0]","[1,0]",186,[]
1302,1302,1567,25,101823,407291,"[2,0]","[1,0]",186,[]
1303,1303,2461,25,301440,1507196,"[2,0]","[1,0]",186,[]
1304,1304,168,25,272,544,"[2,0]","[1,0]",187,[]
1305,1305,349,25,1571,4713,"[2,0]","[1,0]",187,[]
1306,1306,585,25,6971,20912,"[2,0]","[1,0]",187,[]
1307,1307,1032,25,26633,106532,"[2,0]","[1,0]",187,[]
1308,1308,1772,25,101507,507533,"[2,0]","[1,0]",187,[]
1309,1309,2786,25,373976,1869876,"[2,0]","[1,0]",187,[]
1310,1310,95,30,62,186,"[5,81,0]","[1,1,0]",188,"[9,7]"
1311,1311,209,30,342,1367,"[5,81,0]","[1,1,0]",188,"[9,7]"
1312,1312,442,30,2618,10469,"[5,81,0]","[1,1,0]",188,"[9,7]"
1313,1313,829,30,12723,63613,"[5,81,0]","[1,1,0]",188,"[9,7]"
1314,1314,1490,30,58129,348769,"[5,81,0]","[1,1,0]",188,"[9,7]"
1315,1315,3264,30,430164,3441312,"[5,81,0]","[1,1,0]",188,"[9,7]"
1316,1316,95,30,62,186,"[5,82,0]","[0,1,0]",188,"[9,8]"
1317,1317,209,30,342,1367,"[5,82,0]","[0,1,0]",188,"[9,8]"
1318,1318,442,30,2618,10469,"[5,82,0]","[0,1,0]",188,"[9,8]"
1319,1319,829,30,12723,63613,"[5,82,0]","[0,1,0]",188,"[9,8]"
1320,1320,1490,30,58129,348769,"[5,82,0]","[0,1,0]",188,"[9,8]"
1321,1321,3264,30,430164,3441312,"[5,82,0]","[0,1,0]",188,"[9,8]"
1322,1322,97,30,62,186,"[9,10,0]","[1,1,0]",189,[]
1323,1323,211,30,342,1367,"[9,10,0]","[1,1,0]",189,[]
1324,1324,444,30,2618,10469,"[9,10,0]","[1,1,0]",189,[]
1325,1325,831,30,12723,63613,"[9,10,0]","[1,1,0]",189,[]
1326,1326,1492,30,58129,348769,"[9,10,0]","[1,1,0]",189,[]
1327,1327,3266,30,430164,3441312,"[9,10,0]","[1,1,0]",189,[]
1328,1328,97,30,62,186,"[9,10,0]","[1,1,0]",190,[]
1329,1329,211,30,342,1367,"[9,10,0]","[1,1,0]",190,[]
1330,1330,444,30,2618,10469,"[9,10,0]","[1,1,0]",190,[]
1331,1331,831,30,12723,63613,"[9,10,0]","[1,1,0]",190,[]
1332,1332,1492,30,58129,348769,"[9,10,0]","[1,1,0]",190,[]
1333,1333,3266,30,430164,3441312,"[9,10,0]","[1,1,0]",190,[]
1334,1334,97,30,62,186,"[9,10,0]","[1,1,0]",191,[]
1335,1335,211,30,342,1367,"[9,10,0]","[1,1,0]",191,[]
1336,1336,444,30,2618,10469,"[9,10,0]","[1,1,0]",191,[]
1337,1337,831,30,12723,63613,"[9,10,0]","[1,1,0]",191,[]
1338,1338,1492,30,58129,348769,"[9,10,0]","[1,1,0]",191,[]
1339,1339,3266,30,430164,3441312,"[9,10,0]","[1,1,0]",191,[]
1340,1340,95,30,62,186,"[21,0]","[1,0]",192,[]
1341,1341,209,30,342,1367,"[21,0]","[1,0]",192,[]
1342,1342,442,30,2618,10469,"[21,0]","[1,0]",192,[]
1343,1343,829,30,12723,63613,"[21,0]","[1,0]",192,[]
1344,1344,1490,30,58129,348769,"[21,0]","[1,0]",192,[]
1345,1345,3264,30,430164,3441312,"[21,0]","[1,0]",192,[]
1346,1346,424,40,1058,4232,"[37,0]","[1,0]",194,[]
1347,1347,827,40,7077,35384,"[37,0]","[1,0]",194,[]
1348,1348,1456,40,37182,223089,"[37,0]","[1,0]",194,[]
1349,1349,2468,40,186155,1303082,"[37,0]","[1,0]",194,[]
1350,1350,236,40,19,55,"[37,0]","[1,0]",195,[]
1351,1351,412,40,199,793,"[37,0]","[1,0]",195,[]
1352,1352,713,40,1344,6718,"[37,0]","[1,0]",195,[]
1353,1353,1197,40,7497,44980,"[37,0]","[1,0]",195,[]
1354,1354,1974,40,38790,271527,"[37,0]","[1,0]",195,[]
1355,1355,3209,40,193202,1545611,"[37,0]","[1,0]",195,[]
1356,1356,314,40,397,1587,[0],[0],196,[]
1357,1357,523,40,2032,8128,[0],[0],196,[]
1358,1358,893,40,8962,44806,[0],[0],196,[]
1359,1359,1670,40,58129,348769,[0],[0],196,[]
1360,1360,2810,40,251200,2009594,[0],[0],196,[]
1361,1361,327,40,460,1837,[0],[0],197,[]
