"rownum","string","string","[i32]","i32","[i32]"
43,"GamepadTargetingAutoDescription","<subtitle>{Automatic (recommended)}\r\nRanged and Melee modes switch automatically depending on your weapon.","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-1138268282,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
44,"ConsoleActionToggleItemAdvancedInfo","Toggle Advanced Info","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",124735499,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
45,"GamepadSettingAdvancedInfoOnPromotePopup","Advanced Info on Inspect","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-568220610,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
46,"GamepadSettingAdvancedInfoOnPromotePopupDesc","Show advanced information when entering Inspect Mode.","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-107684687,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
47,"GamepadTargetingOptionMeleeDefaultTag","(Default for Melee)","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",770267387,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
48,"GamepadTargetingOptionRangedDefaultTag","(Default for Ranged)","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-300818620,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
49,"UISettingsHideCharmBar","Hide Charm Display","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",545010221,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
50,"QuickMoveToRelicsInventory","Place Relic","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",136701853,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
51,"GamepadTargetingCustomOptionLargeSelectionAreaOffTitle","Precise","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-1670312222,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
52,"GamepadTargetingCustomOptionDistanceWeightingOffTitle","Off","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-1721775681,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
53,"GamepadTargetingCustomOptionAimOverrideSoftlockOffTitle","Off","[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]",-2121452870,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,2818080,2097201,7274612,5046304,7209071,7602291,7471205,4980768,7733349,7077989,6357024,6553710,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574]"
