"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
1508,"plague_bearer","Plague Bearer","Gain an Incubating buff, adding to its Plague Value as you inflict poisons. Use the skill again to begin Infecting, dealing chaos damage over time to nearby enemies until the Plague Value is depleted. Your damage modifiers don't apply to this skill's damage. Using the skill again alternates between Incubating and Infecting.",1013,"Art/2DArt/SkillIcons/PlagueBearerStoring.dds",[4],"[1,4,41,7,63,84,85,89,100]",[],"","",1,"","",22,1,[],[],[],1,1,"[9913,10338]",8,"","","",[],"","",1,""
1509,"bone_armour","Bone Armour","Applies a buff to you and each of your minions, which will take some of the damage from enemy hits before being depleted. The buff also grants immunity to bleeding. Shares a cooldown with other Guard skills.",1014,"Art/2DArt/BuffIcons/QuickGuard2.dds",[4],"[1,4,63,8,31,77,5,89]",[],"","",1,"","",22,1,[9921],[9346],[],1,1,[],8,"","","",[],"","",1,""
1510,"signal_prey","Signal Prey","Applies a debuff to a specific enemy which signals your minions to consider that enemy to be the Prey. All minions from skills supported by any Predator Support will target that enemy. Only one enemy can be the Prey at a time. This skill cannot be used by Totems, Traps, or Mines.",1015,"Art/2DArt/SkillIcons/MinionFocusFire.dds","[1,2]","[1,63,5,31,8,85,89,114]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1511,"serpent_strike","[UNUSED] DISCONTINUED","[UNUSED] Attack an enemy, teleporting a short distance behind them if they're not in range. On hit, summon a serpent that replicates the attack.",1016,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,23,33]","[6,7,9,10,56]","","",1,"","",22,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1512,"coiling_assault","[UNUSED] DISCONTINUED","[UNUSED] Fling out projectiles in front of you. Every third attack fires a single, piercing, more powerful projectile at the center, and you dash forward with it.",1017,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9,23]","[0,19,33,2,40,81]","[7,9,10,6,56]","","",1,"","",22,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1513,"pyroclast_mine","Pyroclast Mine","Throws a mine that deals damage in an area when detonated, then launches fiery projectiles that rain down around it, each exploding to deal damage in a smaller area.",1018,"Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[1,2]","[1,6,2,28,35,7,11,38,52,81,83,86]",[],"","",1,"","",22,1,"[10214,10217,10220,10276,18286,18287]","[24,1837,173,10275,10084,2968]",[],1,1,[],6,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1514,"pyroclast_mine_alt_x","Pyroclast Mine of Sabotage","Throws a mine that deals damage in an area when detonated, then launches fiery projectiles that rain down around it, each exploding to deal damage in a smaller area.",1018,"Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[1,2]","[1,6,2,28,35,7,11,38,52,81,83,86]",[],"","",1,"","",22,1,"[10214,10217,10220,10276,18286,18287]","[24,1837,173,10275,10084,2968]",[],1,1,[],6,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1513
1515,"pyroclast_mine_alt_y","[DNT] FireNovaMineAltY","Throws a mine that deals damage in an area when detonated, then launches fiery projectiles that rain down around it, each exploding to deal damage in a smaller area.",1018,"Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[1,2]","[1,6,2,28,35,7,11,38,52,81,83,86]",[],"","",1,"","",22,1,"[10214,10217,10220,10276,18286,18287]","[24,1837,173,10275,10084,2968]",[],1,1,[],6,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1513
1516,"stormblast_mine","Stormblast Mine","Throws a mine that deals damage in an area when detonated.",1019,"Art/2DArt/SkillIcons/LightningExplosionMine.dds","[1,2]","[1,6,7,35,30,71,11,38,52,83,86]",[],"","",1,"","",22,1,"[10212,10215,10218,18286,18287]","[24,1837,10084,10084,2968]",[],1,1,[],7,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1517,"stormblast_mine_alt_x","[DNT] StormblastMineAltX","Throws a mine that deals damage in an area when detonated.",1019,"Art/2DArt/SkillIcons/LightningExplosionMine.dds","[1,2]","[1,6,7,35,30,71,11,38,52,83,86]",[],"","",1,"","",22,1,"[10212,10215,10218,18286,18287]","[24,1837,10084,10084,2968]",[],1,1,[],7,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1516
1518,"stormblast_mine_alt_y","[DNT] StormblastMineAltY","Throws a mine that deals damage in an area when detonated.",1019,"Art/2DArt/SkillIcons/LightningExplosionMine.dds","[1,2]","[1,6,7,35,30,71,11,38,52,83,86]",[],"","",1,"","",22,1,"[10212,10215,10218,18286,18287]","[24,1837,10084,10084,2968]",[],1,1,[],7,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1516
1519,"icicle_mine","Icicle Mine","Throws a mine that fires projectiles around it when detonated. These projectiles quickly dissipate as they travel, before disappearing.",1020,"Art/2DArt/SkillIcons/ColdProjectileMine.dds","[1,2]","[1,6,2,35,29,11,56,38,7,52,86]",[],"","",1,"","",22,1,"[10213,10216,10219,10262,18286,18287]","[24,1837,95,10263,10084,2968]",[],1,1,[],5,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1520,"icicle_mine_alt_x","Icicle Mine of Fanning","Throws a mine that fires projectiles at enemies when detonated. These projectiles quickly dissipate as they travel, before disappearing.",1020,"Art/2DArt/SkillIcons/ColdProjectileMine.dds","[1,2]","[1,6,2,35,29,11,56,38,7,52,86]",[],"","",1,"","",22,1,"[10213,10216,10219,10262,18286,18287]","[24,1837,95,10263,10084,2968]",[],1,1,[],5,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1519
1521,"icicle_mine_alt_y","Icicle Mine of Sabotage","Throws a mine that fires projectiles around it when detonated. These projectiles quickly dissipate as they travel, before disappearing.",1020,"Art/2DArt/SkillIcons/ColdProjectileMine.dds","[1,2]","[1,6,2,35,29,11,56,38,7,52,86]",[],"","",1,"","",22,1,"[10213,10216,10219,10262,18286,18287]","[24,1837,95,10263,10084,2968]",[],1,1,[],5,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1519
1522,"summon_skitterbots","Summon Skitterbots","Summon a Chilling Skitterbot and a Shocking Skitterbot, which will trigger your traps and detonate your mines. Mines detonated by Skitterbots will re-arm and can then be detonated again. The Skitterbots grant you more trap and mine damage, and cannot be targeted or damaged.",1021,"Art/2DArt/SkillIcons/LightningFireSkitterbots.dds",[4],"[1,4,63,5,76,116,11,29,30,66,16,7,38,52,86,84,85,89]",[],"","",1,"","",22,1,"[10346,14963,14993]","[13944,14671,14849]",[],1,1,[],8,"","","",[],"","",1,""
1523,"blight_tower_aura","[UNUSED] Blight Tower Aura","",1022,"Art/2DArt/SkillIcons/auraresist.dds",[4],[],[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1,""
1524,"blight_tower_petrify","[UNUSED] Blight Tower Petrify","",1023,"",[4],[],[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1,""
1525,"monster_quick_dodge","","Performs a series of quick teleports towards a targeted location. If using the \""Attack in Place\"" option, the direction is reversed. Shares a cooldown with other Blink skills.",985,"Art/2DArt/SkillIcons/QuickDash.dds",[1],"[1,33,78,79]",[],"","",1,"","",22,1,[9860],[9859],[],1,1,[],8,"","","",[],"","",1,""
1526,"pestilent_strike","Pestilent Strike","Attacks with your weapon, inflicting a debuff on enemies hit by the strike. If a debuffed enemy dies while poisoned, Pestilent Strike inflicts a secondary chaos damage over time debuff on enemies around them, based on the poisons on the slain enemy. This damage is not affected by your damage modifiers. Requires a Claw or Dagger.",1024,"Art/2DArt/SkillIcons/MambaStrike.dds","[1,2]","[0,19,20,23,7,8,41]","[6,7,56]","","",1,"","",22,1,"[10339,10340,10341,17978]","[24,215,433,3483]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1527,"pestilent_strike_alt_x","[DNT] PestilentStrikeAltX","Attacks with your weapon, inflicting a debuff on enemies hit by the strike. If a debuffed enemy dies while poisoned, Pestilent Strike inflicts a secondary chaos damage over time debuff on enemies around them, based on the poisons on the slain enemy. This damage is not affected by your damage modifiers. Requires a Claw or Dagger.",1024,"Art/2DArt/SkillIcons/MambaStrike.dds","[1,2]","[0,19,20,23,7,8,41]","[6,7,56]","","",1,"","",22,1,"[10339,10340,10341,17978]","[24,215,433,3483]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1526
1528,"pestilent_strike_alt_y","[DNT] PestilentStrikeAltY","Attacks with your weapon, inflicting a debuff on enemies hit by the strike. If a debuffed enemy dies while poisoned, Pestilent Strike inflicts a secondary chaos damage over time debuff on enemies around them, based on the poisons on the slain enemy. This damage is not affected by your damage modifiers. Requires a Claw or Dagger.",1024,"Art/2DArt/SkillIcons/MambaStrike.dds","[1,2]","[0,19,20,23,7,8,41]","[6,7,56]","","",1,"","",22,1,"[10339,10340,10341,17978]","[24,215,433,3483]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1526
1529,"venom_gyre","Venom Gyre","Fires a returning projectile that can be caught. Caught projectiles spiral outwards when you use Whirling Blades and do not return. Requires a Dagger or Claw.",1025,"Art/2DArt/SkillIcons/SnappingAdder.dds","[1,2]","[0,40,2,41,8,56]","[6,7,56]","","",1,"","",22,1,"[10335,10336,17944,17945]","[24,9731,17866,1102]",[],1,1,[10337],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1530,"venom_gyre_alt_x","[DNT] VenomGyreAltX","Fires a returning projectile that can be caught. Caught projectiles spiral outwards when you use Whirling Blades and do not return. Requires a Dagger or Claw.",1025,"Art/2DArt/SkillIcons/SnappingAdder.dds","[1,2]","[0,40,2,41,8,56]","[6,7,56]","","",1,"","",22,1,"[10335,10336,17944,17945]","[24,9731,17866,1102]",[],1,1,[10337],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1529
1531,"venom_gyre_alt_y","[DNT] VenomGyreAltY","Fires a returning projectile that can be caught. Caught projectiles spiral outwards when you use Whirling Blades and do not return. Requires a Dagger or Claw.",1025,"Art/2DArt/SkillIcons/SnappingAdder.dds","[1,2]","[0,40,2,41,8,56]","[6,7,56]","","",1,"","",22,1,"[10335,10336,17944,17945]","[24,9731,17866,1102]",[],1,1,[10337],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1529
1532,"vaal_venom_gyre","Vaal Venom Gyre","Creates already-caught projectiles without firing them first, both immediately and over a secondary duration. Caught projectiles spiral outwards when you use Whirling Blades and do not return. Requires a Dagger or Claw.",1025,"Art/2DArt/SkillIcons/SnappingAdder.dds",[4],"[0,40,2,41,8,112,37]","[6,7,56]","","",1,"","",22,1,"[10335,10336,17944,17945]","[24,9731,17866,1102]",[],1,1,[10337],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1533,"create_fungal_ground_on_kill","Contaminate","Creates a patch of Fungal Ground at the targeted location.",1026,"Art/2DArt/BuffIcons/FungalGroundBuff.dds","[1,2]","[1,7,8,31,49,89,36]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1,""
1534,"skitterbot_detonate_mines","","",1027,"",[4],"[1,13,14,31,63]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1535,"shrapnel_ballista","Shrapnel Ballista","Summons a ballista totem that fires multiple arrows with extreme force, breaking them apart into shrapnel. Enemies can be hit by multiple arrows from the same attack. Requires a Bow.",1028,"Art/2DArt/SkillIcons/ShotgunTotemSkillIcon.dds","[1,2,20]","[0,2,56,40,13,15,25,82,113]",[13],"","",1,"","",18,1,"[10634,10635,10636,18035,18087,18089,12419]","[173,175,6234,70,18032,18034,20154]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1536,"shrapnel_ballista_alt_x","Shrapnel Ballista of Steel","Summons a ballista totem that consumes your Steel Shards to fire multiple arrows with extreme force, breaking them apart into shrapnel. Enemies can be hit by multiple arrows from the same attack. Requires a Bow. Steel Shards are gained with the Call of Steel Skill.",1028,"Art/2DArt/SkillIcons/ShotgunTotemSkillIcon.dds","[1,2,20]","[0,2,56,40,13,15,25,82,113,27]",[13],"","",1,"","",18,1,"[10634,10635,10636,18035,18087,18089,12419]","[173,175,6234,70,18032,18034,20154]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1535
1537,"shrapnel_ballista_alt_y","[DNT] ShrapnelBallistaAltY","Summons a ballista totem that fires multiple arrows with extreme force, breaking them apart into shrapnel. Enemies can be hit by multiple arrows from the same attack. Requires a Bow.",1028,"Art/2DArt/SkillIcons/ShotgunTotemSkillIcon.dds","[1,2,20]","[0,2,56,40,13,15,25,82,113]",[13],"","",1,"","",18,1,"[10634,10635,10636,18035,18087,18089,12419]","[173,175,6234,70,18032,18034,20154]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1535
1538,"ensnaring_arrow","Ensnaring Arrow","Fires an arrow that remains in the ground behind its final target, tethering that enemy to it. Ensnared enemies have less movement speed while trying to break the snare. The snare will break if they leave the area of effect.",1029,"Art/2DArt/SkillIcons/EnsnaringArrow.dds","[1,2]","[0,40,57,2,56,13,15,14,31,7]",[13],"","",1,"","",22,1,"[10699,10698,17977]","[433,4524,10931]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1539,"ensnaring_arrow_alt_x","[DNT] EnsnaringArrowAltX","Fires an arrow that remains in the ground behind its final target, tethering that enemy to it. Ensnared enemies have less movement speed while trying to break the snare. The snare will break if they leave the area of effect.",1029,"Art/2DArt/SkillIcons/EnsnaringArrow.dds","[1,2]","[0,40,57,2,56,13,15,14,31,7]",[13],"","",1,"","",22,1,"[10699,10698,17977]","[433,4524,10931]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1538
1540,"ensnaring_arrow_alt_y","[DNT] EnsnaringArrowAltY","Fires an arrow that remains in the ground behind its final target, tethering that enemy to it. Ensnared enemies have less movement speed while trying to break the snare. The snare will break if they leave the area of effect.",1029,"Art/2DArt/SkillIcons/EnsnaringArrow.dds","[1,2]","[0,40,57,2,56,13,15,14,31,7]",[13],"","",1,"","",22,1,"[10699,10698,17977]","[433,4524,10931]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1538
1541,"artillery_ballista","Artillery Ballista","Summons a ballista totem that propels a sequence of fiery arrows into the air. The arrows impact the ground in a line, each dealing area damage to enemies around it. Requires a Bow.",1030,"Art/2DArt/SkillIcons/MortarTotemSkillIcon.dds","[1,2,20]","[0,40,13,15,25,7,28,61,10,82,113]",[13],"","",1,"","",19,1,"[10632,10633,17947,17949]","[592,173,5999,17867]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1542,"artillery_ballista_alt_x","Artillery Ballista of Cross Strafe","Summons a ballista totem that propels a sequence of fiery arrows into the air. The arrows impact the ground in two perpendicular lines, each dealing area damage to enemies around it. Requires a Bow.",1030,"Art/2DArt/SkillIcons/MortarTotemSkillIcon.dds","[1,2,20]","[0,40,13,15,25,7,28,61,10,82,113]",[13],"","",1,"","",19,1,"[10632,10633,17947,17949]","[592,173,5999,17867]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1541
1543,"artillery_ballista_alt_y","Artillery Ballista of Focus Fire","Summons a ballista totem that propels a number of fiery arrows into the air, each targeting a specific enemy. Arrows deal area damage to enemies around it on landing. Requires a Bow.",1030,"Art/2DArt/SkillIcons/MortarTotemSkillIcon.dds","[1,2,20]","[0,40,13,15,25,7,28,61,10,82,113]",[13],"","",1,"","",19,1,"[10632,10633,17947,17949]","[592,173,5999,17867]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1541
1544,"eyrie_barrage","","",1031,"","[1,2]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1545,"transform","","",1032,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1546,"orion_beam_sweep","","",1033,"","[1,2]","[1,7,6,71,30,27,41]",[],"","",1,"","",22,"",[],[],[],"","",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1547,"orion_meteor","","",1034,"","[1,2]","[1,7,6,71,30,27,41,31]",[],"","",1,"","",22,"",[],[],[],"","",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1548,"orion_corridor_blast","","",1035,"","[1,2]","[1,7,6,71]",[],"","",1,"","",22,"",[],[],[],"","",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1549,"orion_circle_maze_blast","","",1036,"","[1,2]","[1,7,6,71]",[],"","",1,"","",22,"",[],[],[],"","",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1550,"unique_mirage_warriors","Reflection","When you attack with The Saviour and deal a critical strike, this skill can summon a Mirage Saviour. Summoned Mirage Saviours will fight for you using whichever of your attack skills you dealt the critical strike with that caused them to be summoned. Mirage Saviours will not be resummoned using the same skills if you already have the maximum number of them.",1037,"Art/2DArt/SkillIcons/ReflectionSkill.dds",[4],[8],[],"","",1,"","",22,"",[],[],[],1,"",[10651],8,"","","",[],"","",1,""
1551,"orion_beam_bomb","","",1038,"","[1,2]","[1,7,6,71,30,27,41]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1552,"arcane_cloak","Arcane Cloak","Spends a portion of your mana to grant a buff that takes some of the damage from hits for you until depleted. The buff grants added lightning damage based on the amount of mana spent by this skill. Shares a cooldown with other Guard skills.",1039,"Art/2DArt/SkillIcons/ArcaneCloak.dds",[4],"[1,4,63,8,31,77,30,89,103]",[],"","",1,"","",22,1,[10820],[9346],[],1,1,"[11682,10822]",8,"","","",[],"","",1,""
1553,"projectile_portal","[UNUSED] Projectile Portal","[UNUSED] Places a projectile portal. With two portals active, any of your projectiles that impact one portal will be teleported to the other portal, retaining their direction and speed. In layman's terms, speedy thing goes in, speedy thing comes out.",1040,"Art/2DArt/SkillIcons/townportal.dds",[1],"[1,8,63,31,14,13,15,89]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1554,"stormbind","Stormbind","Channel to spread runes on the ground in a growing pattern. The runes fade away after a duration, or will be immediately removed and deal damage in a circular area when detonated by Rune Blast. Enemies standing on the runes are Hindered, reducing their movement speed.",1041,"Art/2DArt/SkillIcons/StormbindRune.dds",[1],"[1,7,6,71,47,30,14,8,103]",[],"","",1,"","",22,1,"[11725,11726,17991,17992]","[433,24,1484,2063]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1555,"stormbind_alt_x","Stormbind of Teleportation","Channel to spread runes on the ground in a growing pattern. The runes fade away after a duration, or will be immediately removed and deal damage in a circular area when detonated by Rune Blast. Enemies standing on the runes are Hindered, reducing their movement speed.",1041,"Art/2DArt/SkillIcons/StormbindRune.dds",[1],"[1,7,6,71,47,30,14,8,103]",[],"","",1,"","",22,1,"[11725,11726,17991,17992]","[433,24,1484,2063]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1554
1556,"stormbind_alt_y","[DNT] StormBindAltY","Channel to spread runes on the ground in a growing pattern. The runes fade away after a duration, or will be immediately removed and deal damage in a circular area when detonated by Rune Blast. Enemies standing on the runes are Hindered, reducing their movement speed.",1041,"Art/2DArt/SkillIcons/StormbindRune.dds",[1],"[1,7,6,71,47,30,14,8,103]",[],"","",1,"","",22,1,"[11725,11726,17991,17992]","[433,24,1484,2063]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1554
1557,"rune_blast","Rune Blast","Channel to improve runes placed by Stormbind based on the mana you spend channelling this skill. Release to detonate the targeted rune, which will cause other runes to detonate in a chain reaction.",1042,"Art/2DArt/SkillIcons/StormbindChannelling.dds",[1],"[1,47,103]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1558,"rune_blast_alt_x","Rune Blast of Teleportation","Channel to improve runes placed by Stormbind based on the mana you spend channelling this skill. Release to detonate the targeted rune, which will cause other runes to detonate in a chain reaction. Detonation can teleport you to the targeted Rune.",1042,"Art/2DArt/SkillIcons/StormbindChannelling.dds",[1],"[1,47,103,33,78,79]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1559,"kinetic_bolt","Kinetic Bolt","Fire a projectile from your wand that changes direction in a zig-zag pattern at regular intervals or when hitting enemies. Each time it changes direction, a secondary projectile breaks off, flying in the direction it changed away from.",1043,"Art/2DArt/SkillIcons/ZigZagWand.dds","[1,2,20]","[0,2,56,13,15,14,40,31]",[8],"","",1,"ZigZagWand","",22,1,"[11720,11721,17988,17989]","[175,70,108,3824]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1560,"kinetic_bolt_alt_x","Kinetic Bolt of Fragmentation","Fire a projectile from your wand that changes direction in a zig-zag pattern at regular intervals or when hitting enemies. Each time it changes direction, a secondary projectile breaks off, flying in the direction it changed away from. Multiple of these projectiles can hit the same target.",1043,"Art/2DArt/SkillIcons/ZigZagWand.dds","[1,2,20]","[0,2,56,13,15,14,40,31]",[8],"","",1,"ZigZagWand","",22,1,"[11720,11721,17988,17989]","[175,70,108,3824]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1559
1561,"kinetic_bolt_alt_y","[DNT] KineticBoltAltY","Fire a projectile from your wand that changes direction in a zig-zag pattern at regular intervals or when hitting enemies. Each time it changes direction, a secondary projectile breaks off, flying in the direction it changed away from.",1043,"Art/2DArt/SkillIcons/ZigZagWand.dds","[1,2,20]","[0,2,56,13,15,14,40,31]",[8],"","",1,"ZigZagWand","",22,1,"[11720,11721,17988,17989]","[175,70,108,3824]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1559
1562,"blade_blast","Blade Blast","Deals spell damage in a targeted area. Each time this spell deals damage,  it will detonate any of your Lingering Blades it touches, dealing damage again in an area around them. Up to 50 Blades can be detonated this way.",1044,"Art/2DArt/SkillIcons/BladeBurst.dds","[1,22]","[1,7,13,15,14,6,31,21,55,69,71,27]",[],"","",1,"BladeBurst","",22,1,"[11722,11724,18281,18282]","[433,24,12944,13914]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/BladeBurstTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1563,"blade_blast_alt_x","Blade Blast of Unloading","Deals spell damage in an area around you. If you have Blade Vortex blades orbiting you, it will detonate each of them in turn, dealing damage again in an area around you for each one.",1044,"Art/2DArt/SkillIcons/BladeBurst.dds",[4],"[1,7,13,15,14,6,31,21,69,71,27,83]",[],"","",1,"BladeBurst",1,22,1,"[11722,11724,18281,18282]","[433,24,12944,13914]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/BladeBurstTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1562
1564,"blade_blast_alt_y","Blade Blast of Dagger Detonation","Deals spell damage in an area around you. Your equipped daggers add to this damage.",1044,"Art/2DArt/SkillIcons/BladeBurst.dds",[4],"[1,7,13,15,14,6,31,21,69,71,27,83]",[],"","",1,"BladeBurst",1,22,1,"[11722,11724,18281,18282]","[433,24,12944,13914]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/BladeBurstTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,1562
1565,"blood_whirl","[UNUSED] Blood Whirl","[UNUSED] Whily Twirly ",1045,"Art/2DArt/SkillIcons/cyclone.dds","[1,23]","[0,7,19,33,47,27,89]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"BloodWhirl","",22,1,[10830],[9346],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1566,"affliction_boss_final_grow_beam","","",1046,"","[1,2]","[1,7,8,28,31]",[],"","",1,"AfflictionDemonBeam","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1567,"affliction_split","","",1047,"",[2],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1568,"channelled_snipe","Snipe","Channel to charge up your bow, gaining stages. Release to trigger one supported bow skill for each stage gained. If there are no supported skills, but at least one stage was gained, this skill will fire its own arrow instead. Cannot be used by Totems.",1048,"Art/2DArt/SkillIcons/SnipeSkillIcon.dds","[18,11,22]","[0,40,57,2,56,47,27]",[13],"","",1,"","",22,1,"[18388,18389]","[70,6075]",[],1,1,[10907],8,2,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1569,"pack_teleport","","",1049,"","[1,2]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1570,"teleport_explode_kill","","",1050,"","[1,2]","[1,7]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1571,"affliction_daemon_destroy_corpse_projectile","","",1051,"",[6],"[1,7,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1572,"affliction_daemon_destroy_corpse_spawn_monster","","",1052,"",[6],"[1,7,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1573,"spellslinger","Spellslinger","Reserves mana based on the supported spells to cause those spells to trigger when you fire projectiles from a wand attack.",1053,"Art/2DArt/SkillIcons/Spellslinger.dds",[4],"[1,63,11,89]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1574,"embrace_madness","Embrace Madness","Grants Glorious Madness. Using this skill again will remove Glorious Madness and the Touched Debuffs it inflicts, but you will be unable to Embrace Madness again until the cooldown expires.",1054,"Art/2DArt/BuffIcons/LeagueItemDebuff.dds",[4],"[1,4,63,89,11]",[],"","",1,"","",22,1,[11645],[6285],[],1,1,[],8,"","","",[],"","",1,""
1575,"arcanist_brand","Arcanist Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, triggering linked spells. The brand will detach if the enemy dies.",1055,"Art/2DArt/SkillIcons/ConduitSigilPurple.dds","[1,2]","[1,8,21,64]",[],"","",1,"","",22,1,"[12297,17959]","[216,17875]",[],1,1,[],8,"","","",[],"","",1,""
