"rownum","NPCKey","i32","DialogueOption (English)","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2 (English)","DialogueOption2 (French)","DialogueOption2 (German)","DialogueOption2 (Japanese)","DialogueOption2 (Korean)","DialogueOption2 (Portuguese)","DialogueOption2 (Russian)","DialogueOption2 (Spanish)","DialogueOption2 (Thai)","DialogueOption2 (Traditional Chinese)","rid","rid","i32","[i32]","i32","rid"
2431,458,8,"Finding Opal Reward","À la recherche d'Opale (récompense)","Belohnung: Findet Opal","オパール探し報酬","오팔 찾기 보상","Recompensa da Encontrando a Opala","Поиск Опал (награда)","Recompensa de Encontrar a Opal","รางวัลภารกิจ ค้นหาโอปอล","尋找歐帕蘿獎勵",[],[],[],"","",6,81,"",[],"","","",[913],[803],1,[945],913,"","","",1,"","","","","","","","","","","","",50,[],50,""
2432,458,9,"Opal's Jewels Reward","Les Joyaux d'Opale (récompense)","Belohnung: Opals Juwelen","オパールの宝飾品報酬","오팔의 보물 보상","Recompensa das Joias Opala","Самоцветы Опал (награда)","Recompensa de Las joyas de Opal","รางวัลภารกิจ เครื่องเพชรของโอปอล","歐帕蘿的珠寶獎勵",[],[],[],"","",6,82,"",[],"","","",[914],[870],1,[946],914,"","","",1,"","","","","","","","","","","","",50,[],50,""
2433,459,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[8217],"","","",[759],[],759,[],759,"","","","","","","","","","","","","","","","",50,[],50,""
2434,459,1,"The Boss","Le Patron","Der Boss","ボス","두목","O Chefe","Босс","El Jefe","ท่านผู้นำ","老闆",[],[],[],"","",3,"","",[8218],"","","",[790],[],790,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2435,459,2,"The Plains of Vastiri","Les Plaines de Vastiri","Die Ebenen von Vastiri","ヴァスティリの平野","바스티리 평야","Os Campos de Vastiri","Равнины Вастири","Las Llanuras de Vastiri","ที่่ราบวาสีตีรี","瓦斯提里平原",[],[],[],"","",3,"","",[8224],"","","",[791],[],791,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2436,459,3,"Isla","Isla","Isla","アイラ","아이슬라","Isla","Айла","Isla","ไอล่า","伊絲菈",[],[],[],"","",3,"","",[8223],"","","",[792],[],792,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2437,459,4,"Strange Voice","La Voix étrange","Fremde Stimme","奇妙な声","이상한 목소리","Voz Estranha","Странный голос","Voz extraña","เสียงประหลาด","奇怪的聲音",[1138],[],[],"","",3,"","",[8225],"","","",[793],[],793,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2438,459,5,"Show Inventory","Voir l'inventaire","Inventar anzeigen","インベントリを表示","소지품창 보기","Mostrar Inventário","Открыть инвентарь","Mostrar inventario","แสดงช่องเก็บของ","顯示背包",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 4 );","",18,"","",[],"","","",[],[],1,[],1317,"","",1,"","","","","","","","","","","",1,"",50,[],50,""
2439,459,6,"The Book of Jamanra","Le Livre de Jamanra","Das Buch von Jamanra","ヤマンラーの本","자만라의 책","O Livro de Jamanra","Книга Яманры","El libro de Jamanra","คัมภีร์แห่งยามันรา","賈嫚拉之書",[2238],[],[],"","",5,"","",[8219],"","","",[848],[],1,[815],848,"","","","","","","","","","","","","","","","",50,[],50,""
2440,459,7,"The Book of Jamanra","Le Livre de Jamanra","Das Buch von Jamanra","ヤマンラーの本","자만라의 책","O Livro de Jamanra","Книга Яманры","El libro de Jamanra","คัมภีร์แห่งยามันรา","賈嫚拉之書",[2271],[],[],"","",5,"","",[8220],"","","",[815],[],815,[849],815,"","","","","","","","","","","","","","","","",50,[],50,""
2441,459,8,"The Book of Jamanra","Le Livre de Jamanra","Das Buch von Jamanra","ヤマンラーの本","자만라의 책","O Livro de Jamanra","Книга Яманры","El libro de Jamanra","คัมภีร์แห่งยามันรา","賈嫚拉之書",[2271],[],[],"","",5,"","",[8220],"","","",[815],[849],815,[815],815,"","","","","","","","","","","","","","","","",50,[],50,""
2442,459,9,"Jamanra's Rest","Le Repos de Jamanra","Jamanras Ruhestätte","ヤマンラーの休息","자만라의 휴식","Descanso de Jamanra","Могила Яманры","El descanso de Jamanra","หลุมฝังศพยามันรา","賈嫚拉之息",[2239],[],[],"","",5,"","",[8221],"","","",[849],[],1,[816],849,"","","","","","","","","","","","","","","","",50,[],50,""
2443,459,10,"Jamanra's Rest","Le Repos de Jamanra","Jamanras Ruhestätte","ヤマンラーの休息","자만라의 휴식","Descanso de Jamanra","Могила Яманры","El descanso de Jamanra","หลุมฝังศพยามันรา","賈嫚拉之息",[],[],[],"","",5,"","",[8222],"","","",[883],[816],883,[],883,"","","","","","","","","","","","","","","","",50,[],50,""
2444,459,11,"The Book of Jamanra Reward","Le Livre de Jamanra (récompense)","Belohnung: Das Buch von Jamanra","ヤマンラーの本報酬","자만라의 책 보상","Recompensa do Livro de Jamanra","Книга Яманры (награда)","Recompensa de El libro de Jamanra","รางวัลภารกิจ คัมภีร์แห่งยามันรา","賈嫚拉之書獎勵",[],[],[],"","",6,93,"",[],"","","",[925],[815],1,[957],925,"","","",1,"","","","","","","","","","","","",50,[],50,""
2445,459,12,"Jamanra's Rest Reward","Le Repos de Jamanra (récompense)","Belohnung: Jamanras Ruhestätte","ヤマンラーの休息報酬","자만라의 휴식 보상","Recompensa do Descanso de Jamanra","Могила Яманры (награда)","Recompensa de El descanso de Jamanra","รางวัลภารกิจ หลุมฝังศพยามันรา","賈嫚拉之息獎勵",[],[],[],"","",6,94,"",[],"","","",[926],[883],1,[958],926,"","","",1,"","","","","","","","","","","","",50,[],50,""
2446,460,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[7947],"","","",[760],[],760,[],760,"","","","","","","","","","","","","","","","",50,[],50,""
2447,460,1,"The Boss","Le Patron","Der Boss","ボス","두목","O Chefe","Босс","El Jefe","ท่านผู้นำ","老闆",[],[],[],"","",3,"","",[7948],"","","",[794],[],794,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2448,460,2,"Show Inventory","Voir l'inventaire","Inventar anzeigen","インベントリを表示","소지품창 보기","Mostrar Inventário","Открыть инвентарь","Mostrar inventario","แสดงช่องเก็บของ","顯示背包",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 5 );","",18,"","",[],"","","",[],[],1,[],1317,"","",1,"","","","","","","","","","","",1,"",50,[],50,""
2449,460,3,"Grocery List","Liste de courses","Einkaufsliste","買い物リスト","장 보기 목록","Lista de Compras","Список покупок","La lista de compras","รายการของ","雜貨清單",[2230],[],[],"","",5,"","",[7951],"","","",[840],[],1,[807],840,"","","","","","","","","","","","","","","","",50,[],50,""
2450,460,4,"Grocery List","Liste de courses","Einkaufsliste","買い物リスト","장 보기 목록","Lista de Compras","Список покупок","La lista de compras","รายการของ","雜貨清單",[2263],[],[],"","",5,"","",[7952],"","","",[807],[],807,[841],807,"","","","","","","","","","","","","","","","",50,[],50,""
2451,460,5,"The Vinderi Bomb","La Bombe Vindéri","Die Vinderi-Bombe","ヴィンデーリの爆薬","빈데리 폭탄","A Bomba Vinderi","Бомба Виндери","La bomba de Vinderi","ระเบิดวินเดอร์รี","溫德利炸彈",[2231],[],[],"","",5,"","",[7953],"","","",[841],[],1,[808],841,"","","","","","","","","","","","","","","","",50,[],50,""
2452,460,6,"The Vinderi Bomb","La Bombe Vindéri","Die Vinderi-Bombe","ヴィンデーリの爆薬","빈데리 폭탄","A Bomba Vinderi","Бомба Виндери","La bomba de Vinderi","ระเบิดวินเดอร์รี","溫德利炸彈",[2264],[],[],"triggerer.FinishNPCChat();","",5,"","",[7954],"Delay( 0.7, { SpawnEffectOffset( Metadata/Effects/Microtransactions/Misc/fireworks/fireworksMTX_Classic.ao, 0, 0 ); } );","","",[808],[],808,[],808,"","","","","","","","","","","","","","","","",50,[],50,""
2453,460,7,"Fireworks","Feu d'artifice","Feuerwerk","花火","불꽃놀이","Fogos de Artifício","Фейрверк","Fuegos artificiales","ดอกไม้ไฟ","煙火",[],[],[],"","",3,"","",[7955],"","","",[875],[808],875,[],875,"","","","","","","","","","","","","","","","",50,[],50,""
2454,460,8,"Grocery List Reward","Liste de courses (récompense)","Belohnung: Einkaufsliste","買い物リスト報酬","장 보기 목록 보상","Recompensa da Lista de Compras","Список покупок (награда)","Recompensa de La lista de compras","รางวัลภารกิจ รายการของ","雜貨清單獎勵",[],[],[],"","",6,85,"",[],"","","",[917],[807],1,[949],917,"","","",1,"","","","","","","","","","","","",50,[],50,""
2455,460,9,"The Vinderi Bomb Reward","La Bombe Vindéri (récompense)","Belohnung: Die Vinderi-Bombe","ヴィンデーリの爆薬報酬","빈데리 폭탄 보상","Recompensa da Bomba Vinderi","Бомба Виндери (награда)","Recompensa de La bomba de Vinderi","รางวัลภารกิจ ระเบิดวินเดอร์รี","溫德利炸彈獎勵",[],[],[],"","",6,86,"",[],"","","",[918],[808],1,[950],918,"","","",1,"","","","","","","","","","","","",50,[],50,""
2456,461,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[6170],"","","",[761],[],761,[],761,"","","","","","","","","","","","","","","","",50,[],50,""
2457,461,1,"The Boss","Le Patron","Der Boss","ボス","두목","O Chefe","Босс","El Jefe","ท่านผู้นำ","老闆",[],[],[],"","",3,"","",[6171],"","","",[795],[],795,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2458,461,2,"Show Inventory","Voir l'inventaire","Inventar anzeigen","インベントリを表示","소지품창 보기","Mostrar Inventário","Открыть инвентарь","Mostrar inventario","แสดงช่องเก็บของ","顯示背包",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 6 );","",18,"","",[],"","","",[],[],1,[],1317,"","",1,"","","","","","","","","","","",1,"",50,[],50,""
2459,461,3,"The Wedding Dress","La Robe de mariée","Das Hochzeitskleid","ウェディングドレス","웨딩드레스","O Vestido de Casamento","Свадебное платье","El vestido de novia","ชุดแต่งงาน","婚紗",[2234],[],[],"","",5,"","",[6172],"","","",[844],[],1,[811],844,"","","","","","","","","","","","","","","","",50,[],50,""
2460,461,4,"The Wedding Dress","La Robe de mariée","Das Hochzeitskleid","ウェディングドレス","웨딩드레스","O Vestido de Casamento","Свадебное платье","El vestido de novia","ชุดแต่งงาน","婚紗",[2267],[],[],"","",5,"","",[6173],"","","",[811],[],811,[845],811,"","","","","","","","","","","","","","","","",50,[],50,""
2461,461,5,"Disengagement","Désengagement","Auflösung der Verlobung","婚約解消","해방","Separação","Прощание","Ruptura","การยกเลิกงานหมั้น","解除婚約",[2235],[],[],"","",5,"","",[6174],"","","",[845],[],1,[812],845,"","","","","","","","","","","","","","","","",50,[],50,""
2462,461,6,"Take Engagement Ring","Prendre la Bague","Verlobungsring nehmen","婚約指輪を受け取る","약혼 반지 가져오기","O Anel de Noivado","Взять обручальное кольцо","Obtén el Anillo","รับ แหวนหมั้น","拿訂婚戒指",[2235],[2268],[],"","",6,75,"",[],"","","",[907],[845],1,[],907,"","","",1,"","","","","","","","","","","","",50,[],50,""
2463,461,7,"Disengagement","Désengagement","Auflösung der Verlobung","婚約解消","해방","Separação","Прощание","Ruptura","การยกเลิกงานหมั้น","解除婚約",[],[],[],"","",5,"","",[6175],"","","",[879],[812],879,[],879,"","","","","","","","","","","","","","","","",50,[],50,""
2464,461,8,"The Wedding Dress Reward","La Robe de mariée (récompense)","Belohnung: Das Hochzeitskleid","ウェディングドレス報酬","웨딩드레스 보상","Recompensa do Vestido de Casamento","Свадебное платье (награда)","Recompensa de El vestido de novia","รางวัลภารกิจ ชุดแต่งงาน","婚紗獎勵",[],[],[],"","",6,89,"",[],"","","",[921],[811],1,[953],921,"","","",1,"","","","","","","","","","","","",50,[],50,""
2465,461,9,"Disengagement Reward","Désengagement (récompense)","Belohnung: Auflösung der Verlobung","婚約解消報酬","해방 보상","Recompensa do Desentendimento","Прощание (награда)","Recompensa de Ruptura","รางวัลภารกิจ การยกเลิกงานหมั้น","解除婚約獎勵",[],[],[],"","",6,90,"",[],"","","",[922],[879],1,[954],922,"","","",1,"","","","","","","","","","","","",50,[],50,""
2466,462,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[7670],"","","",[762],[],762,[],762,"","","","","","","","","","","","","","","","",50,[],50,""
2467,462,1,"The Boss","Le Patron","Der Boss","ボス","두목","O Chefe","Босс","El Jefe","ท่านผู้นำ","老闆",[],[],[],"","",3,"","",[7671],"","","",[796],[],796,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2468,462,2,"Show Inventory","Voir l'inventaire","Inventar anzeigen","インベントリを表示","소지품창 보기","Mostrar Inventário","Открыть инвентарь","Mostrar inventario","แสดงช่องเก็บของ","顯示背包",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 7 );","",18,"","",[],"","","",[],[],1,[],1317,"","",1,"","","","","","","","","","","",1,"",50,[],50,""
2469,462,3,"Reveal Blueprint Details","Révéler les détails d'un Plan","Grundrissdetails aufdecken","計画書の情報を聞く","도면 세부 정보 드러내기","Revelar Detalhes da Planta","Раскрыть детали чертежа","Revelar detalles del plano","เปิดเผยรายละเอียดพิมพ์เขียว","揭露藍圖資訊",[],[],[],"","",19,"","",[],"","","",[],[],1,[],1317,"","","","","","","","","","","","","","",0,"",50,[],50,""
2470,462,4,"The Nameless Play","La Pièce sans nom","Das namenlose Stück","名前の無い戯曲","이름 없는 연극","A Peça sem Nome","Пьеса без названия","La obra sin nombre","บทละครไร้นาม","無名小卒",[2232],[],[],"","",5,"","",[7672],"","","",[842],[],1,[809],842,"","","","","","","","","","","","","","","","",50,[],50,""
2471,462,5,"The Nameless Play","La Pièce sans nom","Das namenlose Stück","名前の無い戯曲","이름 없는 연극","A Peça sem Nome","Пьеса без названия","La obra sin nombre","บทละครไร้นาม","無名小卒",[2265],[],[],"","",5,"","",[7673],"","","",[809],[],809,[843],809,"","","","","","","","","","","","","","","","",50,[],50,""
2472,462,6,"The Finest Costumes","Costumes de premier choix","Die schönsten Kostüme","素晴らしい衣装","최고급 의상","As Melhores Vestimentas","Лучшие костюмы","Los mejores disfraces","เครื่องแต่งกายอันเลิศล้ำ","華麗服裝",[2233],[],[],"","",5,"","",[7674],"","","",[843],[],1,[810],843,"","","","","","","","","","","","","","","","",50,[],50,""
2473,462,7,"The Finest Costumes","Costumes de premier choix","Die schönsten Kostüme","素晴らしい衣装","최고급 의상","As Melhores Vestimentas","Лучшие костюмы","Los mejores disfraces","เครื่องแต่งกายอันเลิศล้ำ","華麗服裝",[2266],[],[],"","",5,"","",[7675],"","","",[810],[],810,[],810,"","","","","","","","","","","","","","","","",50,[],50,""
2474,462,8,"The Nameless Play Reward","La Pièce sans nom (récompense)","Belohnung: Das namenlose Stück","名前の無い戯曲報酬","이름 없는 연극 보상","Recompensa da Jogada Sem Nome","Пьеса без названия (награда)","Recompensa de La obra sin nombre","รางวัลภารกิจ บทละครไร้นาม","無名小卒獎勵",[],[],[],"","",6,87,"",[],"","","",[919],[809],1,[951],919,"","","",1,"","","","","","","","","","","","",50,[],50,""
2475,462,9,"The Finest Costumes Reward","Costumes de premier choix (récompense)","Belohnung: Die schönsten Kostüme","素晴らしい衣装報酬","최고급 의상 보상","Recompensa das Vestimentas Refinadas","Лучшие костюмы (награда)","Recompensa de Los mejores disfraces","รางวัลภารกิจ เครื่องแต่งกายอันเลิศล้ำ","華麗服裝獎勵",[],[],[],"","",6,88,"",[],"","","",[920],[810],1,[952],920,"","","",1,"","","","","","","","","","","","",50,[],50,""
2476,463,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[7345],"","","",[763],[],763,[],763,"","","","","","","","","","","","","","","","",50,[],50,""
2477,463,1,"The Boss","Le Patron","Der Boss","ボス","두목","O Chefe","Босс","El Jefe","ท่านผู้นำ","老闆",[],[],[],"","",3,"","",[7346],"","","",[797],[],797,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2478,463,2,"Show Inventory","Voir l'inventaire","Inventar anzeigen","インベントリを表示","소지품창 보기","Mostrar Inventário","Открыть инвентарь","Mostrar inventario","แสดงช่องเก็บของ","顯示背包",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( HeistNPCInventory, 8 );","",18,"","",[],"","","",[],[],1,[],1317,"","",1,"","","","","","","","","","","",1,"",50,[],50,""
2479,463,3,"Isla's Prototypes","Les Prototypes d'Isla","Islas Prototypen","アイラのプロトタイプ","아이슬라의 프로토타입","Protótipos de Isla","Прототипы Айлы","Los prototipos de Isla","ต้นแบบของไอล่า","伊絲菈的原型",[2240],[],[],"","",5,"","",[7347],"","","",[850],[],1,[817],850,"","","","","","","","","","","","","","","","",50,[],50,""
2480,463,4,"Isla's Prototypes","Les Prototypes d'Isla","Islas Prototypen","アイラのプロトタイプ","아이슬라의 프로토타입","Protótipos de Isla","Прототипы Айлы","Los prototipos de Isla","ต้นแบบของไอล่า","伊絲菈的原型",[2273],[],[],"","",5,"","",[7348],"","","",[817],[],817,[851],817,"","","","","","","","","","","","","","","","",50,[],50,""
2481,463,5,"Isla's Designs","Les Créations d'Isla","Islas Entwürfe","アイラの設計図","아이슬라의 설계","Criações de Isla","Чертежи Айлы","Los diseños de Isla","แบบของไอล่า","伊絲菈的設計",[2241],[],[],"","",5,"","",[7349],"","","",[851],[],1,[818],851,"","","","","","","","","","","","","","","","",50,[],50,""
2482,463,6,"Isla's Designs","Les Créations d'Isla","Islas Entwürfe","アイラの設計図","아이슬라의 설계","Criações de Isla","Чертежи Айлы","Los diseños de Isla","แบบของไอล่า","伊絲菈的設計",[2274],[],[],"","",5,"","",[7350],"","","",[818],[],818,[852],818,"","","","","","","","","","","","","","","","",50,[],50,""
2483,463,7,"Isla's Designs","Les Créations d'Isla","Islas Entwürfe","アイラの設計図","아이슬라의 설계","Criações de Isla","Чертежи Айлы","Los diseños de Isla","แบบของไอล่า","伊絲菈的設計",[2274],[],[],"","",5,"","",[7350],"","","",[818],[852],818,[818],818,"","","","","","","","","","","","","","","","",50,[],50,""
2484,463,8,"Breaking the Unbreakable","Détruire l'Indestructible","Den Unzerstörbaren zerstören","破壊しえない機械の破壊","파괴 불가능한 존재 파괴하기","Quebrando o Inquebrável","Разрушение Нерушимого","Rompiendo lo irrompible","ทำลายจักรกลคงกระพัน","攻破不破者",[2242],[],[],"","",5,"","",[7351],"","","",[852],[],1,[819],852,"","","","","","","","","","","","","","","","",50,[],50,""
2485,463,9,"Breaking the Unbreakable","Détruire l'Indestructible","Den Unzerstörbaren zerstören","破壊しえない機械の破壊","파괴 불가능한 존재 파괴하기","Quebrando o Inquebrável","Разрушение Нерушимого","Rompiendo lo irrompible","ทำลายจักรกลคงกระพัน","攻破不破者",[],[],[],"","",5,"","",[7354],"","","",[886],[819],886,[],886,"","","","","","","","","","","","","","","","",50,[],50,""
2486,463,10,"Isla's Prototypes Reward","Les Prototypes d'Isla (récompense)","Belohnung: Islas Prototypen","アイラのプロトタイプ報酬","아이슬라의 프로토타입 보상","Recompensa dos Protótipos de Isla","Прототипы Айлы (награда)","Recompensa de Los prototipos de Isla","รางวัลภารกิจ ต้นแบบของไอล่า","伊絲菈的原型獎勵",[],[],[],"","",6,95,"",[],"","","",[927],[817],1,[959],927,"","","",1,"","","","","","","","","","","","",50,[],50,""
2487,463,11,"Isla's Designs Reward","Les Créations d'Isla (récompense)","Belohnung: Islas Entwürfe","アイラの設計図報酬","아이슬라의 설계 보상","Recompensa dos Planos de Isla","Чертежи Айлы (награда)","Recompensa de Los diseños de Isla","รางวัลภารกิจ แบบของไอล่า","伊絲菈的設計獎勵",[],[],[],"","",6,96,"",[],"","","",[928],[818],1,[960],928,"","","",1,"","","","","","","","","","","","",50,[],50,""
2488,463,12,"Breaking the Unbreakable Reward","Détruire l'Indestructible (récompense)","Belohnung: Den Unzerstörbaren zerstören","破壊しえない機械の破壊報酬","파괴 불가능한 존재 파괴하기 보상","Recompensa da Quebrando o Inquebrável","Разрушение Нерушимого (награда)","Recompensa de Rompiendo lo irrompible","รางวัลภารกิจ ทำลายจักรกลคงกระพัน","攻破不破者獎勵",[],[],[],"","",6,97,"",[],"","","",[929],[886],1,[961],929,"","","",1,"","","","","","","","","","","","",50,[],50,""
2489,470,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[6064],"","","",[746],[],746,[734],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2490,470,1,"Rogue Marker","Pièce marquée","Signum der Abtrünnigen","ローグマーカー","도둑의 증표","Insígnia do Renegado","Разбойничий жетон","Moneda del renegado","เหรียญกองโจร","盜賊之印",[],[],[],"","",5,"","",[6065],"","","",[747],[734],1,[],747,"","","","","","","","","","","","","","","","",50,[],50,""
2491,470,2,"Rogue Marker","Pièce marquée","Signum der Abtrünnigen","ローグマーカー","도둑의 증표","Insígnia do Renegado","Разбойничий жетон","Moneda del renegado","เหรียญกองโจร","盜賊之印",[],[],[],"","",5,"","",[6065],"","","",[747],[],1,[734],747,"",9525,"","","","","","","","","","","","","","",50,[],50,""
2492,479,0,"Purchase Items","Acheter des objets","Gegenstände kaufen","アイテムを買う","아이템 구입","Comprar Itens","Купить","Comprar objetos","ซื้อไอเทม","購買物品",[],[],[],"","",24,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",1,"",50,[],50,""
2493,479,1,"Sell Items","Vendre des objets","Gegenstände verkaufen","アイテムを売る","아이템 판매","Vender Itens","Продать","Vender objetos ","ขายไอเทม","販售物品",[],[],[],"","",25,"",71,[],"","","",[],[],1317,[],1317,"","",1,"","","","","","","","","","","",0,"",50,[],50,""
2494,479,2,"Trade Divination Cards","Troc de Cartes divinatoires","Weissagungskarten eintauschen","占いカード取引","점술 카드 거래","Trocar Cartas de Adivinhação","Обменять Гадальные карты","Intercambiar cartas de adivinación","แลกไพ่พยากรณ์","交易命運卡",[],[],[],"","",32,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","",5,"",50,[],50,""
2495,480,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[8849],"","","",[177],[],177,[],177,"","","","","","","","","","","","","","","","",50,[],50,""
2496,480,1,"A Warning","Un avertissement","Eine Warnung","警告","경고","Um Aviso","Предостережение","Una advertencia","คำเตือน","一個警告",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8846],"","","",[425],[],425,[225],425,"","","","","","","","","","","","","","","","",50,[],50,""
2497,480,2,"A Challenge","Une mise au défi","Eine Herausforderung","挑戦","도전","Um Desafio","Испытание","Un desafío","การท้าทาย","一個挑戰",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8847],"","","",[873],[225],873,"[374,439]",873,"","","","","","","","","","","","","","","","",50,[],50,""
2498,480,3,"An Invitation","Une invitation","Eine Einladung","招待状","초대","Um Convite","Приглашение","Una invitación","คำเชิญ","一個邀請",[],[],[],"triggerer.SetMavenRegionFlag();","",5,"","",[8848],"","","",[874],"[225,439]",874,[374],874,"","","","","","","","","","","","","","","","",50,[],50,""
2499,480,4,"Those It Serves","Qui sont vos maîtres ?","Denen Es dient","仕える者の主","그가 섬기는 존재","Aqueles que Servem","Кому служит Посланник","Aquellos a los que sirve","เหล่าผู้ที่มันรับใช้","服侍者",[],[],[],"","",3,"","",[8850],"","","",[184],[177],184,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2500,480,5,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",[],[],[],"","",3,"","",[8851],"","","",[667],[184],667,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2501,480,6,"The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界",[],[],[],"","",3,"","",[8852],"","","",[668],[425],668,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2502,481,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[8849],"","","",[177],[],177,[],177,"","","","","","","","","","","","","","","","",50,[],50,""
2503,481,1,"Those It Serves","Qui sont vos maîtres ?","Denen Es dient","仕える者の主","그가 섬기는 존재","Aqueles que Servem","Кому служит Посланник","Aquellos a los que sirve","เหล่าผู้ที่มันรับใช้","服侍者",[],[],[],"","",3,"","",[8850],"","","",[184],[177],184,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2504,481,2,"The Elder","L'Ancien","Der Älteste","エルダー","엘더","O Ancião","Древний","El Antiguo","เอลเดอร์","異界尊師",[],[],[],"","",3,"","",[8851],"","","",[667],[184],667,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2505,481,3,"The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界",[],[],[],"","",3,"","",[8852],"","","",[668],[425],668,[885],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2506,481,4,"The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界",[],[],[],"","",3,"","",[8853],"","","",[881],[885],881,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2507,481,5,"The Fire","L'incendie","Das Feuer","火災","불","O Fogo","Огонь","El fuego","เพลิง","火焰",[],[],[],"","",3,"","",[8854],"","","",[1115],[1115],1115,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2508,481,6,"Folly","La folie","Torheit","愚行","어리석음","Tolice","Безрассудство","Sinsentido","ความเขลา","蠢事",[],[],[],"","",3,"","",[8855],"","","",[1116],[1116],1116,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2509,481,7,"The Silence","Le silence","Die Stille","サイレンス","침묵","O Silêncio","Тишина","El silencio","ความเงียบงัน","沉默",[],[],[],"","",3,"","",[8856],"","","",[1117],[1117],1117,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2510,481,8,"Her Progenitor","Celui qui l'a conçue","Ihr Stammvater","彼女の祖様","그녀의 창시자","Seu Progenitor","Её предок","Su progenitor","ต้นกำเนิดของเธอ","她的先祖",[],[],[],"","",3,"","",[8857],"","","",[1118],[1118],1118,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2511,481,9,"Shape","Forme","Form","姿","형체","Moldura","Форма","Forma","รูปร่าง","雕塑",[],[],[],"","",3,"","",[8858],"","","",[1119],[1119],1119,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
