"rownum","Id","Characters","Text","[string]","row","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","i32","i32","bool","i32","i32","i32"
16152,"Executioner_GroundSlam_Random",[],"Be crushed!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_BeCrushed_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1893335040,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5148470,0,100
16153,"Executioner_GroundSlam_2",[],"Be crushed!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_BeCrushed_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1873674240,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5148770,0,100
16154,"Executioner_GroundSlam_3",[],"Be crushed!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_BeCrushed_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1854013440,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5149070,0,100
16155,"Executioner_GroundSlam_4",[],"Be crushed!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_BeCrushed_04.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1834352640,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5149370,0,100
16156,"Executioner_GroundSlam_5",[],"Be crushed!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_BeCrushed_05.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1814691840,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5149670,0,100
16157,"Executioner_GroundSlam_6",[],"Be crushed!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_BeCrushed_06.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1795031040,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5149970,0,100
16158,"Executioner_GroundSlam_7",[],"Death.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Death_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1775894528,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5150262,0,100
16159,"Executioner_GroundSlam_8",[],"Death.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Death_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1756758016,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5150554,0,100
16160,"Executioner_GroundSlam_9",[],"Minced meat!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Minced_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1735655424,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5150876,0,100
16161,"Executioner_GroundSlam_10",[],"Minced meat!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Minced_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1716256768,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5151172,0,100
16162,"Executioner_GroundSlam_11",[],"Minced meat!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Minced_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1696858112,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5151468,0,100
16163,"Executioner_GroundSlam_12",[],"Minced meat!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Minced_04.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1677459456,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5151764,0,100
16164,"Executioner_GroundSlam_13",[],"Minced meat!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_GroundSlam_Minced_05.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1658060800,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5152060,0,100
16165,"Executioner_Execute",[],"The Guillotine... Drops!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Guillotine_TheGuillotine_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1635123200,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5152410,0,100
16166,"Executioner_Knockdown_Random",[],"Argh! The dogs will have you for that!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Knockdown_Dogs.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1610874880,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5152780,0,100
16167,"Executioner_Knockdown_2",[],"Ugh... I'll rip your damn throat out!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Knockdown_RipYour_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1586626560,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5153150,0,100
16168,"Executioner_Knockdown_3",[],"Ugh... I'll rip your damn throat out!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Knockdown_RipYour_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1567490048,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5153442,0,100
16169,"Executioner_Knockdown_4",[],"Ugh... I'll rip your damn throat out!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Knockdown_RipYour_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1548353536,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5153734,0,100
16170,"Executioner_Knockdown_5",[],"Ugh... I'll rip your damn throat out!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Knockdown_RipYour_04.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1529217024,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5154026,0,100
16171,"Executioner_Knockdown_6",[],"You only... Delay your death...","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Knockdown_YouOnlyDelay.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1505492992,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5154388,0,100
16172,"Executioner_PhaseChange_Random",[],"I grow impatient!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PhaseChange_IGrow_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1482948608,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5154732,0,100
16173,"Executioner_PhaseChange_2",[],"I grow impatient!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PhaseChange_IGrow_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1463549952,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5155028,0,100
16174,"Executioner_PhaseChange_3",[],"I've had enough of this!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PhaseChange_IveHad_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1440612352,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5155378,0,100
16175,"Executioner_PhaseChange_4",[],"I've had enough of this!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PhaseChange_IveHad_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1421082624,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5155676,0,100
16176,"Executioner_PlayerDeath_Generic_Random",[],"And now... You're mine.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Generic_AndNow.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1395916800,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5156060,0,100
16177,"Executioner_PlayerDeath_Generic_2",[],"Executed.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Generic_Executed_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1372585984,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5156416,0,100
16178,"Executioner_PlayerDeath_Generic_3",[],"Executed.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Generic_Executed_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1350696960,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5156750,0,100
16179,"Executioner_PlayerDeath_Generic_4",[],"My axe is always true.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Generic_MyAxe.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1326448640,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5157120,0,100
16180,"Executioner_PlayerDeath_Marauder",[],"Karui filth.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Marauder.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1304297472,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5157458,0,100
16181,"Executioner_PlayerDeath_Monk_Random",[],"Pagans cut so easily.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Monk_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1280704512,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5157818,0,100
16182,"Executioner_PlayerDeath_Monk_2",[],"Pagans cut so easily.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Monk_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1260781568,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5158122,0,100
16183,"Executioner_PlayerDeath_Ranger",[],"Your body won't go to waste... Ranger","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Ranger.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1235877888,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5158502,0,100
16184,"Executioner_PlayerDeath_Templar_Random",[],"So... Where was your God, Templar?","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Templar_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1209794560,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5158900,0,100
16185,"Executioner_PlayerDeath_Templar_2",[],"So... Where was your God, Templar?","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Templar_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1189085184,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5159216,0,100
16186,"Executioner_PlayerDeath_Templar_3",[],"So... Where was your God, Templar?","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Templar_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1168375808,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5159532,0,100
16187,"Executioner_PlayerDeath_Warrior",[],"They should have killed you on sight, Foundling... Better late than never.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Warrior.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1138360320,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5159990,0,100
16188,"Executioner_PlayerDeath_Witch",[],"Well Witch, you were found... Guilty.","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_PlayerDeath_Witch.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1113718784,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5160366,0,100
16189,"Executioner_Summon_Random",[],"GET DOWN HERE!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_GetDown_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1092616192,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5160688,0,100
16190,"Executioner_Summon_2",[],"GET DOWN HERE!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_GetDown_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1074266112,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5160968,0,100
16191,"Executioner_Summon_3",[],"GET DOWN HERE!\r","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_GetDown_03.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1053687808,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5161282,0,100
16192,"Executioner_Summon_4",[],"Kill the criminal!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_KillTheCrimal_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1031929856,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5161614,0,100
16193,"Executioner_Summon_5",[],"Kill the criminal!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_KillTheCrimal_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-1012793344,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5161906,0,100
16194,"Executioner_Summon_6",[],"Take their head or I take YOURS!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_Take.ogg""]",338,22151168,0,65536,0,65536,65536,0,-990773248,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5162242,0,100
16195,"Executioner_Summon_7",[],"You cowards! Fight or DIE!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_YouCowards_01.ogg""]",338,22151168,0,65536,0,65536,65536,0,-968359936,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5162584,0,100
16196,"Executioner_Summon_8",[],"You cowards! Fight or DIE!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/GuillotineExecutioner/GuillotineExecutioner_Summon_YouCowards_02.ogg""]",338,22151168,0,65536,0,65536,65536,0,-949616640,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5162870,0,100
16197,"QueenOfFilth_CorpseBall_Random",[],"Brethren's bodies!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_BrethensBodies_01.ogg""]",338,22151168,0,196608,0,65536,65536,0,-928251904,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5163196,0,100
16198,"QueenOfFilth_CorpseBall_2",[],"Brethren's bodies!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_BrethensBodies_02.ogg""]",338,22151168,0,196608,0,65536,65536,0,-910163968,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5163472,0,100
16199,"QueenOfFilth_CorpseBall_3",[],"Brethren's bodies!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_BrethensBodies_03.ogg""]",338,22151168,0,196608,0,65536,65536,0,-892076032,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5163748,0,100
16200,"QueenOfFilth_CorpseBall_4",[],"Sons, serve your Queen!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_SonsYourServeYourQueen_01.ogg""]",338,22151168,0,196608,0,65536,65536,0,-869662720,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5164090,0,100
16201,"QueenOfFilth_CorpseBall_5",[],"Sons, serve your Queen!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_SonsYourServeYourQueen_02.ogg""]",338,22151168,0,196608,0,65536,65536,0,-850526208,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5164382,0,100
16202,"QueenOfFilth_CorpseBall_6",[],"Sons, serve your Queen!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_SonsYourServeYourQueen_03.ogg""]",338,22151168,0,196608,0,65536,65536,0,-831389696,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5164674,0,100
16203,"QueenOfFilth_CorpseBall_7",[],"Sons, serve your Queen!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_SonsYourServeYourQueen_04.ogg""]",338,22151168,0,196608,0,65536,65536,0,-812253184,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5164966,0,100
16204,"QueenOfFilth_CorpseBall_8",[],"Wrath of the Brood!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_WrathOfTheBrood_01.ogg""]",338,22151168,0,196608,0,65536,65536,0,-791281664,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5165286,0,100
16205,"QueenOfFilth_CorpseBall_9",[],"Wrath of the Brood!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_WrathOfTheBrood_02.ogg""]",338,22151168,0,196608,0,65536,65536,0,-773062656,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5165564,0,100
16206,"QueenOfFilth_CorpseBall_10",[],"Wrath of the Brood!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_WrathOfTheBrood_03.ogg""]",338,22151168,0,196608,0,65536,65536,0,-754712576,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5165844,0,100
16207,"QueenOfFilth_CorpseBall_11",[],"Wrath of the Brood!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_WrathOfTheBrood_04.ogg""]",338,22151168,0,196608,0,65536,65536,0,-736362496,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5166124,0,100
16208,"QueenOfFilth_CorpseBall_12",[],"Wrath of the Brood!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_WrathOfTheBrood_05.ogg""]",338,22151168,0,196608,0,65536,65536,0,-718012416,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5166404,0,100
16209,"QueenOfFilth_CorpseBall_13",[],"Wrath of the Brood!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_CorpseBall_WrathOfTheBrood_06.ogg""]",338,22151168,0,196608,0,65536,65536,0,-699662336,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5166684,0,100
16210,"QueenOfFilth_DoubleSlam_Random",[],"Crush!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Crush_01.ogg""]",338,22151168,0,131072,0,65536,65536,0,-682098688,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5166952,0,100
16211,"QueenOfFilth_DoubleSlam_2",[],"Crush!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Crush_02.ogg""]",338,22151168,0,131072,0,65536,65536,0,-665190400,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5167210,0,100
16212,"QueenOfFilth_DoubleSlam_3",[],"Crush!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Crush_03.ogg""]",338,22151168,0,131072,0,65536,65536,0,-648282112,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5167468,0,100
16213,"QueenOfFilth_DoubleSlam_4",[],"Tenderize!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Tenderize_01.ogg""]",338,22151168,0,131072,0,65536,65536,0,-629276672,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5167758,0,100
16214,"QueenOfFilth_DoubleSlam_5",[],"Tenderize!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Tenderize_02.ogg""]",338,22151168,0,131072,0,65536,65536,0,-611844096,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5168024,0,100
16215,"QueenOfFilth_DoubleSlam_6",[],"Tenderize!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Tenderize_03.ogg""]",338,22151168,0,131072,0,65536,65536,0,-594411520,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5168290,0,100
16216,"QueenOfFilth_DoubleSlam_7",[],"Tenderize!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_DoubleSlam_Tenderize_04.ogg""]",338,22151168,0,131072,0,65536,65536,0,-576978944,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5168556,0,100
16217,"QueenOfFilth_Emerge_Druid",[],"A Primal man?... Is your bloodline really any cleaner than mine? I am curious... How do you taste?!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Druid.ogg""]",338,22151168,0,327680,0,65536,65536,0,-548667392,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5168988,0,100
16218,"QueenOfFilth_Emerge_Karui",[],"Savage! Look upon me! You and I could have had quite the feast... What a pity!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Emerge_Karui.ogg""]",338,22151168,0,327680,0,65536,65536,0,-522190848,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5169392,0,100
16219,"QueenOfFilth_Emerge_Male",[],"Come to bathe with me? To sire my new line ... No? Then feast on you I shall!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Emerge_Male.ogg""]",338,22151168,0,327680,0,65536,65536,0,-496107520,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5169790,0,100
16220,"QueenOfFilth_Emerge_Merc",[],"We share a love of gold... Show me your treasures... And I shall show you mine!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Emerge_Merc.ogg""]",338,22151168,0,327680,0,65536,65536,0,-469762048,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5170192,0,100
16221,"QueenOfFilth_Emerge_Ranger",[],"My sons begged me to keep you as their new pet... But I think... I should have the first taste!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Emerge_Ranger.ogg""]",338,22151168,0,327680,0,65536,65536,0,-440795136,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5170634,0,100
16222,"QueenOfFilth_Emerge_Templar",[],"Hmmm... A man of faith... Do you thirst? ... Do you desire? TELL ME!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Emerge_Templar.ogg""]",338,22151168,0,327680,0,65536,65536,0,-415105024,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5171026,0,100
16223,"QueenOfFilth_Emerge_Female",[],"Cleanskin wench! Does my family disgust you? They taste better than they look.","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Female.ogg""]",338,22151168,0,327680,0,65536,65536,0,-389283840,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5171420,0,100
16224,"QueenOfFilth_Knockdown_Random",[],"Ah! Now you die!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_AhNowYouDie_01.ogg""]",338,22151168,0,262144,0,65536,65536,0,-368836608,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5171732,0,100
16225,"QueenOfFilth_Knockdown_2",[],"Ah! Now you die!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_AhNowYouDie_02.ogg""]",338,22151168,0,262144,0,65536,65536,0,-351404032,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5171998,0,100
16226,"QueenOfFilth_Knockdown_3",[],"Ugh! How dare you!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_HowDareYou_01.ogg""]",338,22151168,0,262144,0,65536,65536,0,-331481088,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5172302,0,100
16227,"QueenOfFilth_Knockdown_4",[],"Ugh! How dare you!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_HowDareYou_02.ogg""]",338,22151168,0,262144,0,65536,65536,0,-314179584,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5172566,0,100
16228,"QueenOfFilth_Knockdown_5",[],"Ugh! How dare you!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_HowDareYou_03.ogg""]",338,22151168,0,262144,0,65536,65536,0,-296878080,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5172830,0,100
16229,"QueenOfFilth_Knockdown_6",[],"Ugh! How dare you!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_HowDareYou_04.ogg""]",338,22151168,0,262144,0,65536,65536,0,-279576576,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5173094,0,100
16230,"QueenOfFilth_Knockdown_7",[],"What!? WHAAT?!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_Knockdown_What_.ogg""]",338,22151168,0,262144,0,65536,65536,0,-261226496,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5173374,0,100
16231,"QueenOfFilth_OH_Random",[],"Flatten!","[""Audio/Dialogue/4.0/Monsters/Part1/Act3/QueenOfFilth/QueenOfFilth_OH_Flatten_01.ogg""]",338,22151168,0,131072,0,65536,65536,0,-244187136,78,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",5173634,0,100
