"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","IsGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","ShapeShiftForm","VideoClip","CharacterAudioEvent","AiScript","MinionType","rid","bool","string","StatDescriptionType","StatDescription","WeaponRequirements"
761,"freezing_shards","Freezing Shards","Launch icy [Projectile|Projectiles] in a sweeping arc. Multiple [Projectile|Projectiles] can hit the same enemy.",651,"Art/2DArt/SkillIcons/FreezingShardsStaff.dds","[1,2]","[2,56,1,6,13,14,15,21,30,71,124,28,69,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Launch a spray of icy [Projectile|Projectiles].",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
762,"totem_shockwave_quake","Shockwave Slam","",652,"Art/2DArt/SkillIcons/BruteShockwaveTotem.dds",[1],"[7,0,19,26,83,91,94]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/totem_shockwave_quake/",39
763,"poison_vine_arrow","Vine Arrow","Fire an arrow into the air that lands after a short delay, damaging enemies and causing a plant to spring up at the impact location. The plant sprouts vines that latch onto nearby enemies, [Slow|Slowing] their movement speed and dealing [Chaos] damage over time. The plant can be [Poison|Poisoned], causing it to deal more damage.",655,"Art/2DArt/SkillIcons/RangerPoisonVineArrowSkill.dds","[1,24,20]","[0,40,88,7,69,10,61,8,139,41,160,175,184,34,143]","","",1,"","",25,1,[],[],[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",274,"","","",1,"Fire an arrow that attaches vines to enemies to [Slow] them and deal [Chaos] damage over time.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/poison_vine_arrow/statset_0/",23
764,"summon_rhoa_mount","Rhoa Mount","Harnesses a [Companion] Rhoa that you can ride. While you're mounted on the Rhoa, you can only use [Bow], thrown [Spear] and [Mark] Skills, you run at full speed when attacking, and [HitDamage|Hits] against you cause [HeavyStunPlayer|Heavy Stun] buildup. While you aren't mounted, the Rhoa attacks your enemies alongside you with its beak, but can be damaged.",656,"Art/2DArt/SkillIcons/RhoaMountSkillIcon.dds",[4],"[5,76,11,138,4,197,218]","","",1,"","",25,"",[],[],"[0,19,20]",1,"",[],8,"","","",[],"","",1,"","",266,"",66,"",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/summon_rhoa_mount/",""
765,"plague_burst","Plague Burst","Triggered when an enemy [Poison|Poisoned] by a supported skill dies, dealing [Physical|Physical] damage around them based on the built-up Plague.",659,"Art/2DArt/SkillIcons/RangerPlagueBearerSkill.dds",[2],"[30,36,49,6,114,7,26,41]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/plague_burst/",""
766,"corpse_cloud","Decompose","Consume a [Corpse] to create a cloud of flammable [Poison|Poisonous] gas. Any [Burning|Burning] effects or Detonator skills will explode the gas cloud, creating a fiery explosion.",660,"Art/2DArt/SkillIcons/DecomposeSkill.dds",[6],"[1,6,7,13,14,15,71,41,139,8,167,143,65,27]","","",1,"","",25,1,[],[],[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1,"","",189,"","","",1,"Consume a [Corpse] to create a cloud of flammable [Poison|Poisonous] gas.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/corpse_cloud/statset_0/",""
767,"raging_spirits","Raging Spirits","While active, [Fire|Fire] [Spell|Spells] you use yourself will also summon Raging Spirits, which are short-lived flaming skulls that rush at nearby enemies and rapidly [Attack|Attack] them. Enemies will not directly engage these [Minion|Minions], and can pass through them.",662,"Art/2DArt/SkillIcons/WitchReservationRaginSpirits.dds",[1],"[4,5,27,76,11,119,8,138,143]","","",1,"","",25,"",[],[],"[0,19,20]",1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/raging_spirits/",""
768,"skeleton_mage_minion_frostbolt","Ice Shard","",28,"Art/2DArt/SkillIcons/FreezingBolts.dds","[1,2]","[2,56,1,6,21,28,69,7]","","",1,"WeaponGrantedFrostbolt","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
769,"triggered_elemental_discharge","Elemental Discharge","",663,"Art/2DArt/SkillIcons/SorceressArcticArmour.dds",[1],"[1,6,114,30,89,36]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/triggered_elemental_discharge/",""
770,"triggered_fiery_death","Fiery Death","",664,"Art/2DArt/SkillIcons/burntground.dds",[6],"[1,6,114,30,36,27,65]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[4,18,29,10,11,16,17,19,26]","",1,1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/triggered_fiery_death/",""
771,"enforced_walking","[DNT-UNUSED] enforced_walking","",665,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],[],"","",1,"","",25,"",[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
772,"spear_storm","Twister","Whip up a twister with a flick of your [Spear]. The twister moves forward erratically, [Blind|Blinding] and repeatedly [HitDamage|Hitting] enemies within. If a twister touches a [Whirlwind] from your other skills, it Consumes the [Whirlwind] to create additional twisters that deal more damage. Passing over [ElementalGround|Elemental Ground Surfaces] or Consuming an elemental [Whirlwind] will grant twisters extra damage of that element.",666,"Art/2DArt/SkillIcons/TwisterSkillIcon.dds","[1,2]","[0,7,8,190,2,69,139,40,219]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",144,"","","",1,"Whip up a twister with a flick of your [Spear].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spear_storm/",25
773,"remote_spear_mine","Explosive Spear","Hurl a single payload [Spear] that pierces through enemies and lodges in terrain where it lands. The [Spear] will explode at the end of its [DetonationTime|Detonation Time] or if [Detonator|Detonated]. Consumes a [Charges|Frenzy Charge] if you have one to explode immediately, dealing more damage in a cross-shaped area and creating [IgnitedGround|Ignited Ground].",774,"Art/2DArt/SkillIcons/HuntressRemoteMineSpear.dds","[1,24,20]","[2,56,0,7,139,190,69,40,27,196,167,8,143,162,130,171,216,112]","","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",143,"","","",1,"Hurl a [Spear] that explodes after a short time, or immediately if consuming a [Charges|Frenzy Charge].",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/remote_spear_mine/statset_0/",25
774,"knockback_wave","Wind Wave","",667,"Art/2DArt/SkillIcons/Interact.dds",[4],"[7,36,30,49,114]","","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/knockback_wave/",""
775,"spear_wind_vortex","[DNT-UNUSED] Spear Wind Vortex","[DNT-UNUSED] Performs a sweeping [Spear] [Attack] which draws Enemies in range closer to you.",669,"Art/2DArt/SkillIcons/Tornado.dds","[1,2,31]","[0,7,19,190]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",150,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spear_wind_vortex/",25
776,"infusing_strike","Elemental Siphon","Dash to an enemy and nullify their [Resistances|Resistance]. Hitting an enemy with positive [Resistances|Elemental Resistance] will reduce their highest [Resistances|Elemental Resistance] to 0 for a duration and triggers Infuse Weapon, granting your [Spear] the maximum possible [Infusion|Elemental Infusion] corresponding to the removed [Resistances|Resistance]. If this skill doesn't remove any [Resistances], its cooldown is reset. This skill cannot be [AncestralBoost|Ancestrally Boosted].",670,"Art/2DArt/SkillIcons/ElementalSiphonSkillIcon.dds","[1,2]","[0,20,19,29,28,27,190,89,131,8,208]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"Dash to an enemy and nullify their [Resistances|Resistance].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/infusing_strike/",25
777,"spear_lightning_warp","Thunderous Leap","Leap into the air and plunge your [Spear] into the ground at the target location, emitting a [Lightning]-charged shockwave.",671,"Art/2DArt/SkillIcons/ThunderousLeapSkillIcon.dds","[1,20,8,3,28,24]","[0,7,78,190,161,91,29,19]","","",1,"","",25,1,[],[],[],1,1,[],8,8,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",147,"","","",1,"Jump to the target location and cause a shockwave.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spear_lightning_warp/",25
778,"wind_dancer","Wind Dancer","While active, periodically grants stages of a buff that gives you more [Evasion] per stage. Being [HitDamage|Hit] by an Enemy while you have this buff consumes all stages to damage and [Knockback|Knock Back] enemies around you.",672,"Art/2DArt/SkillIcons/RangerWindDancerSkill.dds",[1],"[4,11,119,138,186]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/wind_dancer/",37
779,"triggered_wind_dancer","Gale Force","",673,"Art/2DArt/SkillIcons/InspiringCry.dds",[1],"[0,36,30,19,7,89,217]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/triggered_wind_dancer/",37
780,"triggered_mana_flare","Mana Flare","",674,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[1,6,114,30,89,36]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/triggered_mana_flare/",""
781,"ritual_of_power","Profane Ritual","Mark a [Corpse] with a profane rune, dealing [Chaos] damage over time to nearby enemies. When the ritual is complete the [Corpse] is consumed and you gain a [Charges|Power Charge].",675,"Art/2DArt/SkillIcons/WitchProfaneRitual.dds","[6,20,30]","[1,41,8,7,34,21,55,30,48,69,71,139,65,143,145,163]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","",190,"","","",1,"Consume a [Corpse] to deal [Chaos] damage over time around it and gain a [Charges|Power Charge].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ritual_of_power/",""
782,"power_offering","Soul Offering","Skewer a Skeleton on a bone spike, granting you a powerful [Spell] damage [Buff] as long as the spike remains. Does not affect your [Minion|Minions].\r\n\r\nThe bone spike is itself a [Minion]. If it dies, the effect ends immediately.",602,"Art/2DArt/SkillIcons/WitchPowerOffering.dds","[1,3,20]","[153,5,8,139,30,76,143,4]","","",1,"","",25,1,[9966],[209],[],1,1,[],8,5,"","",[],"","",1,"","",197,"",72,"",1,"Skewer a Skeleton to gain a [Spell] damage [Buff].",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/power_offering/",""
783,"dark_effigy","Dark Effigy","Raise a [Totem] that bombards enemies afflicted by [Chaos] damage over time [Debuff|Debuffs].",676,"Art/2DArt/SkillIcons/WitchDarkEffigy.dds","[1,20,24,28]","[24,13,15,21,8,139,41,143]","","",1,"","",24,1,[],[],[],1,1,[],8,7,"","",[],"","",1,"","",196,"","","",1,"Raise a [Totem] that bombards enemies afflicted by [Chaos] damage over time [Debuff|Debuffs].",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
784,"dark_effigy_projectile","Vile Effusion","Fire a [Projectile|Projectile] at every nearby enemy that is afflicted by a [Chaos] damage over time [Debuff]. Fires multiple [Projectile|Projectiles] at enemies afflicted by multiple [Debuff|Debuffs], but [Projectile] count cannot be otherwise modified.",677,"Art/2DArt/SkillIcons/WitchDarkEffigy.dds",[1],"[1,6,2,41,7,71,112,175,94]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/dark_effigy_projectile/",""
785,"instant_spell","","",679,"",[2],"[1,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
786,"ice_bomb","Ice Bomb","Crystallises the air into icy shards that explode outwards when they hit the ground.",680,"Art/2DArt/SkillIcons/WitchFrostSkeleton.dds","[1,2,20,30]","[1,8,28,5,6,13,14,15,21,30,7,71,55]","","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","",160,1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ice_bomb/",""
787,"grim_feast","Grim Feast","This skill is currently disabled. We will rework and reenable it soon!",681,"Art/2DArt/SkillIcons/WitchGrimFeast.dds",[4],"[4,11,119,138,182,185]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/grim_feast/",""
788,"blasphemy","Blasphemy","Turn socketed [Curse] skills into vile [Aura|Auras], applying their effects to all nearby enemies.",682,"Art/2DArt/SkillIcons/WitchBlasphemy.dds",[4],"[7,4,11,38,71,119,138,121,149,179]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
789,"cast_on_minion_death","Cast on Minion Death","While active, gains [Energy] when one of your [Persistent] [Minion|Minions] is [MinionDeath|Killed], and triggers socketed [Spell|Spells] upon reaching maximum [Energy]. Very underlevelled [Minion|Minions] will incur an [Energy] generation penalty. Cannot socket [Spell|Spells] which create [Minion|Minions].",683,"Art/2DArt/SkillIcons/CastOnMinionDeath.dds",[4],"[11,119,121,138,4,5,149,181,31]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
790,"scavenged_plating","Scavenged Plating","While active, uses fragments of armour scavenged from enemies to bolster your own. [ArmourBreak|Fully Breaking] an enemy's [Armour] grants you stacks of Scavenged Plating for a duration based on the enemy's rarity, and you gain [Armour] and [Thorns] per stack. Normal enemies grant 1 stack, Magic enemies grant 2 stacks, Rare enemies grant 5 stacks and Unique enemies grant 10 stacks.",684,"Art/2DArt/SkillIcons/BruteScavengedPlating.dds",[4],"[4,119,11,8,138,26]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/scavenged_plating/",""
791,"dash_attack_to_target","[DNT-UNUSED] dash_attack_to_target","",685,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
792,"spinning_inferno","Spinning Inferno","",458,"Art/2DArt/SkillIcons/FlamesOfJudgement.dds","[1,2]","[0,20,19,7,27]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",238,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",1
793,"mana_drain","Mana Drain","Siphon power from an enemy, briefly [Hinder|Hindering] them and [ManaLeech|Leeching] Mana.",686,"Art/2DArt/SkillIcons/ManaDrainWeaponSkill.dds",[2],"[1,14,13,15,139]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"Siphon power from an enemy, briefly [Hinder|Hindering] them and [ManaLeech|Leeching] Mana.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/mana_drain/",""
794,"bone_blast","Bone Blast","Conjure a circle of ritual inscriptions that last for a short duration. When the duration ends, spikes of bone erupt from enemies in the area, damaging them and potentially causing [Bleeding].",687,"Art/2DArt/SkillIcons/BoneBlastWeaponSkill.dds","[2,1,20,28]","[1,8,7,26,69,139,6,55,163]","","",1,"","",25,1,[],[],[],1,1,[],8,7,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Cause an explosion of bone fragments after a short delay.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/bone_blast/",""
795,"blink_reservation","Blink","While active, replaces your dodge roll with a short-cooldown [Spell] that allows you to tunnel through space, instantly reappearing a medium distance away.",688,"Art/2DArt/SkillIcons/SorceressBlinkReservation.dds","[1,31]","[119,11,4,138]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
796,"blink","Blink","While active, replaces your dodge roll with a short-cooldown [Spell] that allows you to tunnel through space, instantly reappearing a medium distance away.",689,"Art/2DArt/SkillIcons/SorceressBlinkReservation.dds",[1],"[120,139,1,89,78]","","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
797,"incinerate_player","Incinerate","Conjure a torrent of [Fire] from your hand, [Ignite|Igniting] enemies in front of you. The flames grow stronger the longer you [Channelling|Channel] for, and at maximum strength also apply stacking [Exposure|Fire Exposure] and creating [IgnitedGround|Ignited Ground].",690,"Art/2DArt/SkillIcons/SorceressIncinerate.dds","[1,24]","[1,6,14,27,47,7,71,8,139,150,167,186]","","",1,"ExpandingFireCone","",25,1,"[3877,7494,7493,17349,17872]","[24,423,7361,2698,5963]",[],1,1,[17410],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Conjure a torrent of [Fire] from your hand, [Ignite|Igniting] enemies and creating [IgnitedGround|Ignited Ground].",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/incinerate_player/statset_0/",""
798,"molten_blast","Molten Blast","Gouge molten rock from the ground and fling it at the target. The [Projectile] explodes on collision, damaging enemies and scattering shrapnel in a cone behind it.",691,"Art/2DArt/SkillIcons/BruteMoltenBlast.dds","[1,2]","[0,2,56,6,7,13,14,30,27]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",231,"","","",1,"Gouge molten rock from the ground and fling it at the target.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/molten_blast/statset_0/",1
799,"aura_crit_against_enemy","Malice","While active, emits an [Aura] that continuously inflicts [CriticalWeakness|Critical Weakness] on enemies in your [Presence].",692,"Art/2DArt/SkillIcons/MaliceWeaponSkill.dds",[4],"[4,11,38,119,138,8,185]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/aura_crit_against_enemy/",""
800,"hydra","Hydra Familiar","While active, a companion Hydra will rear up from your body and regularly cast socketed [Projectile] [Spell|Spells] at nearby [Shock|Shocked], [Frozen], and [Ignite|Ignited] enemies.",694,"Art/2DArt/SkillIcons/AncestorTotemSkill.dds",[4],"[11,138,4,121,76,5]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"","","","",73,"",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",""
801,"hammer_of_the_gods","Hammer of the Gods","Build [Glory] by [HeavyStun|Heavy Stunning] enemies. When you have maximum [Glory] you may entreat the Ancestors to crush your enemies, manifesting a massive hammer that falls from the sky onto your target, [Slam|Slamming] into the ground after a short duration and dealing immense damage based on your weapon.",695,"Art/2DArt/SkillIcons/BruteHammerOfTheGods.dds","[1,2,24,20,28]","[0,7,19,91,8,14,139,193]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",104,"","","",1,"Build [Glory], then crush your enemies with a massive hammer from the sky.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/hammer_of_the_gods/",1
802,"living_bomb_player","Living Bomb","Plant a seed of [Fire] inside an enemy, which grows over a duration. When the duration expires, the seed explodes, damaging the enemy and all other enemies nearby.",696,"Art/2DArt/SkillIcons/LivingBombWeaponSkill.dds","[1,2,23,24,20]","[1,6,7,13,14,15,71,143,27,139,8]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Cause an explosion from a target after a delay.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/living_bomb_player/",""
803,"channel_stampede","Stampede","Charges forward, cracking the earth and leaving a patch of [JaggedGround|Jagged Ground] with every footstep. At the end of your charge, a massive leaping [Slam] damages enemies and causes all nearby patches of [JaggedGround|Jagged Ground] to explode, damaging enemies standing on them.",698,"Art/2DArt/SkillIcons/BruteStampede.dds",[1],"[0,19,7,91,78,167,8]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",239,"","","",1,"Charge forward and create cascading shockwaves.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/channel_stampede/statset_0/",1
804,"shield_barricade","Shield Wall","Ram your [Shield] into the ground, throwing up a semi-circular wall of earth. Enemies can attack the walls and your [Slam|Slams] will instantly destroy them. Each wall segment explodes when destroyed, damaging enemies around it.",699,"Art/2DArt/SkillIcons/BruteShieldWall.dds",[1],"[0,137,8,9,26,7,160,166,19]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","",237,"","","",1,"Create a wall of earth that deals damage when destroyed.",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/shield_barricade/",30
805,"shielding_cry","[DNT-UNUSED] Shielding Cry","Perform a warcry, [Empowered|Empowering] subsequent Shield [Attack|Attacks] if there are enemies nearby. Consumes all [Charges|Endurance Charges] to [Empowered|Empower] additional attacks. Empowered Shield skills perform a counterattack on hit or block, consuming one Empower.",700,"Art/2DArt/SkillIcons/WarCryIntimidating.dds",[1],"[62,7,8,6,130,89,26,146,139,172]","","",1,"","",25,1,[9133],[9132],[],1,1,[],8,"","","",[],"","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",30
806,"shielding_cry_shockwave","[DNT-UNUSED] Shieldwave","Release a damaging shockwave forward, dealing damage based on your shield.",701,"Art/2DArt/SkillIcons/ShieldCrush.dds",[1],"[0,19,7,26,36,30,49,166,217]","","",1,"","",25,"",[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",30
807,"blazing_cluster","Ember Fusillade","Conjure a blazing Ember that hovers above you. After a short duration, the Ember launches at an enemy, dealing [Fire] damage in an area on impact and prioritising the last enemy targeted. Recasting this spell resets the duration for all active Embers. Multiple Embers fired in the same Fusillade will attempt to target different enemies.",702,"Art/2DArt/SkillIcons/SorceressBlazingCluster.dds","[1,2]","[1,6,27,2,8,69,139,7,71,30]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Conjure Embers that launch at enemies after a short delay.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/blazing_cluster/statset_0/",""
808,"unique_dusk_vigil_triggered_blazing_cluster","Ember Fusillade","Conjure a blazing Ember that hovers above you. After a short duration, the Ember launches at an enemy, dealing [Fire] damage in an area on impact and prioritising the last enemy targeted. Recasting this spell resets the duration for all active Embers. Multiple Embers fired in the same Fusillade will attempt to target different enemies.",702,"Art/2DArt/SkillIcons/SorceressBlazingCluster.dds","[1,2]","[1,6,27,2,8,69,139,7,71,30,89,36]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"","","","","","",1,"Conjure Embers that launch at enemies after a short delay.",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/blazing_cluster/statset_0/",""
809,"armour_breaker","Armour Breaker","Attack with a forceful blow, knocking enemies back and weakening their [Armour|Armour].",703,"Art/2DArt/SkillIcons/BruteHeavyStrike.dds","[1,2]","[0,20,19,7,26]","When facing the hungry throngs on Wraeclast, offense truly is the best form of defence. Skilled melee combatants have mastered the technique of the Heavy Strike, a devastating blow they unleash with an Axe, Mace or any two-handed weapon. Heavy Strike lands with terrifying force, knocking foes back and often stunning them, if not killing them outright.","http://s3.amazonaws.com/pathofexile/image/skills/strength/heavy_strike.jpg","","ArmourBreakerPlayer","",25,1,"[4058,3847,3324,17211]","[70,24,5619,17210]",[],1,1,[],8,"","","Metadata/Monsters/Totems/PlayerAIScripts/GenericTotemAI.ais","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","Art/Videos/SkillExamples/HeavyStrike.bk2","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/",1
810,"armour_explosion","","",705,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[0,7,6,36,30,114,217]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/armour_explosion/",""
811,"sorcery_ward","Sorcery Ward","Passively manifests a protective barrier which takes [ElementalDamage|Elemental Damage] from [HitDamage|Hits] for you until depleted. The barrier instantly recharges to its full value a short time after it stops taking damage or is fully depleted.",261,"Art/2DArt/SkillIcons/WitchunterSpellAegis.dds",[4],"[1,98,27,28,29,4,119,138,11]","","",1,"","",25,"","[19213,19214]","[21054,21055]",[],1,"",[],8,"","","",[],"","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/sorcery_ward/",""
812,"stomping_ground_shockwave","Stomping Ground Shockwave","",706,"Art/2DArt/SkillIcons/iconbasicattack.dds",[1],"[0,7,6,36,30,114,117,217]","","",1,"","",25,"",[],[],[],"","",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"","","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/stomping_ground_shockwave/",""
