"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Value","i32","Stat6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_Stat0","Heist_Stat1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceType","ImplicitTags","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]","RadiusJewelType"
9623,"MapPlayerMaxResists2",62469,6212,1,975,"","","",6,"",3,[3094],-8,-8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",160300424,[],0,[],3
9624,"MapPlayerMaxResists3__",21604,6212,1,975,"","","",6,"",3,[3094],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2913532364,[],0,[],3
9625,"IncursionMonsterDensity1_",32206,6213,1,989,"","","",6,"",3,[3095],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1228944526,[],0,[],3
9626,"IncursionMonsterDensity2",37976,6213,1,989,"","","",6,"",3,[3095],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1844378038,[],0,[],3
9627,"IncursionMonsterDensity3",31549,6213,1,989,"","","",6,"",3,[3095],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4043803194,[],0,[],3
9628,"IncursionMonsterRarity1_",30866,6214,1,1202,"","","",6,"",3,[3096],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",496264454,[],0,[],3
9629,"IncursionMonsterRarity2",44137,6214,1,1202,"","","",6,"",3,[3096],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4042415259,[],0,[],3
9630,"IncursionMonsterRarity3",11255,6214,1,1202,"","","",6,"",3,[3096],60,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2228268839,[],0,[],3
9631,"IncursionTempestItemsDropCorrupted_",14376,6216,1,3000,"","","",6,"",3,[3098],44,44,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",477176921,[],0,[],3
9632,"IncursionMonsterDamageMap1",63250,6218,1,956,"","","",6,"",3,[320],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3282973884,[],0,[],3
9633,"IncursionMonsterDamageMap2",21211,6218,1,956,"","","",6,"",3,[320],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3691548371,[],0,[],3
9634,"IncursionMonsterDamageMap3",43671,6218,1,956,"","","",6,"",3,[320],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1456471128,[],0,[],3
9635,"IncursionMonsterLife1",59587,6219,1,955,"","","",6,"",3,[319],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",261416791,[],0,[],3
9636,"IncursionMonsterLife2",5398,6219,1,955,"","","",6,"",3,[319],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4243057137,[],0,[],3
9637,"IncursionMonsterLife3",9389,6219,1,955,"","","",6,"",3,[319],60,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1122723398,[],0,[],3
9638,"IncursionIncursionQuantity1",24711,6220,1,1004,"","","",6,"",3,[3100],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",796151795,[],0,[],3
9639,"IncursionIncursionQuantity2",38138,6220,1,1004,"","","",6,"",3,[3100],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",41457282,[],0,[],3
9640,"IncursionIncursionQuantity3",16077,6220,1,1004,"","","",6,"",3,[3100],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2971897838,[],0,[],3
9641,"IncursionMonsterRegen1",12936,6221,1,9369,9370,9371,7533,6,"",3,[3102],240,240,180,180,120,120,0,0,[],[],[],[],[],"",[],[],33,33,13295,[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,240,240,180,180,120,120,0,0,0,0,0,0,0,0,0,0,"","",2166010770,[],0,[],3
9642,"IncursionMonsterRegen2",25870,6221,1,9369,9370,9371,7533,6,"",3,[3102],360,360,270,270,180,180,0,0,[],[],[],[],[],"",[],[],66,66,13295,[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,360,360,270,270,180,180,0,0,0,0,0,0,0,0,0,0,"","",3490297095,[],0,[],3
9643,"IncursionMonsterRegen3",28828,6221,1,9369,9370,9371,7533,6,"",3,[3102],480,480,360,360,240,240,0,0,[],[],[],[],[],"",[],[],100,100,13295,[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]",1,480,480,360,360,240,240,0,0,0,0,0,0,0,0,0,0,"","",405563568,[],0,[],3
9644,"IncursionMonsterAreaOfEffect1",56239,6222,1,3122,"","","",6,"",3,[3103],45,45,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2594193679,[],0,[],3
9645,"IncursionMonsterAreaOfEffect2",28194,6222,1,3122,"","","",6,"",3,[3103],70,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2254956613,[],0,[],3
9646,"IncursionMonsterAreaOfEffect3",62108,6222,1,3122,"","","",6,"",3,[3103],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2311945041,[],0,[],3
9647,"IncursionMonsterResists1",45323,6223,1,953,5121,5080,"",6,"",3,[3104],20,20,20,20,15,15,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1611845913,[],0,[],3
9648,"IncursionMonsterResists2",2865,6223,1,953,5121,5080,"",6,"",3,[3104],30,30,30,30,20,20,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1539920120,[],0,[],3
9649,"IncursionMonsterResists3",37237,6223,1,953,5121,5080,"",6,"",3,[3104],40,40,40,40,25,25,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4150814237,[],0,[],3
9650,"IncursionMonsterCrits1",22507,6224,1,3127,3128,"","",6,"",3,[3105],200,200,35,35,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2840395431,[],0,[],3
9651,"IncursionMonsterCrits2",44714,6224,1,3127,3128,"","",6,"",3,[3105],300,300,40,40,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",421115827,[],0,[],3
9652,"IncursionMonsterCrits3",8706,6224,1,3127,3128,"","",6,"",3,[3105],400,400,45,45,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1752582772,[],0,[],3
9653,"IncursionMonsterAddedAsFire1",29838,6225,1,997,"","","",6,"",3,[3106],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",623464871,[],0,[],3
9654,"IncursionMonsterAddedAsFire2",43697,6225,1,997,"","","",6,"",3,[3106],70,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3531765811,[],0,[],3
9655,"IncursionMonsterAddedAsFire3",31667,6225,1,997,"","","",6,"",3,[3106],90,90,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2395403637,[],0,[],3
9656,"IncursionMonsterAddedAsLightning1",54296,6226,1,999,"","","",6,"",3,[3107],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1994826494,[],0,[],3
9657,"IncursionMonsterAddedAsLightning2",39436,6226,1,999,"","","",6,"",3,[3107],70,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1122818272,[],0,[],3
9658,"IncursionMonsterAddedAsLightning3",47113,6226,1,999,"","","",6,"",3,[3107],90,90,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[313,318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2713655734,[],0,[],3
9659,"IncursionMonsterMagicPacks1",53033,6227,1,990,"","","",6,"",3,[3108],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4160960298,[],0,[],3
9660,"IncursionMonsterMagicPacks2",26031,6227,1,990,"","","",6,"",3,[3108],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3004815030,[],0,[],3
9661,"IncursionMonsterMagicPacks3",30336,6227,1,990,"","","",6,"",3,[3108],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1277835946,[],0,[],3
9662,"IncursionTempleMonstersCurseEffectOnSelf1_",28792,6228,1,5075,"","","",6,"",3,[3109],-20,-20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2635066743,[],0,[],3
9663,"IncursionTempleMonstersCurseEffectOnSelf2___",18019,6228,1,5075,"","","",6,"",3,[3109],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1544886902,[],0,[],3
9664,"IncursionTempleMonstersCurseEffectOnSelf3_",1537,6228,1,5075,"","","",6,"",3,[3109],-60,-60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",408034899,[],0,[],3
9665,"IncursionTempleMonstersPoisoning",9903,6229,1,2232,"","","",6,"",3,[3110],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3557946046,[],0,[],3
9666,"IncursionMonsterTormentedSpirit1",9184,6230,1,11078,"","","",6,"",3,[3111],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2910555803,[],0,[],3
9667,"IncursionMonsterTormentedSpirit2_",49188,6231,1,11134,"","","",6,"",3,[3111],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",756346160,[],0,[],3
9668,"IncursionTempleTempestBuffDuration1__",61680,6232,1,3037,"","","",6,"",3,[3112],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1210235090,[],0,[],3
9669,"IncursionTempleTempestBuffDuration2",21305,6232,1,3037,"","","",6,"",3,[3112],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3572795341,[],0,[],3
9670,"IncursionTempleTempestBuffDuration3",22489,6232,1,3037,"","","",6,"",3,[3112],200,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1575815732,[],0,[],3
9671,"IncursionTempleRoomBonus1_",43604,6233,1,1202,1004,989,"",6,"",3,[3113],4,4,2,2,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3443877649,[],0,[],3
9672,"IncursionTempleRoomBonus2_",8710,6233,1,1202,1004,989,"",6,"",3,[3113],8,8,4,4,2,2,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3577149232,[],0,[],3
9673,"IncursionTempleRoomBonus3",54248,6233,1,1202,1004,989,"",6,"",3,[3113],12,12,6,6,3,3,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1235524172,[],0,[],3
9674,"IncursionTempleItemLevel1__",45084,6234,1,3751,"","","",6,"",3,[3114],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1411245057,[],0,[],3
9675,"IncursionArchitectMapCurrency1",6133,6235,1,11069,"","","",6,"",3,[3115],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4198100428,[],0,[],3
9676,"MonsterKillAndDeleteOnHit_",51726,6217,1,7493,"","","",3,"",3,[3099],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",479909524,[],0,[],3
9677,"PerandusManorCadiro",22595,6236,1,4802,"","","",6,"",3,[3101],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4106529927,[],0,[],3
9678,"ElementalDamageUniqueJewel_1",46230,439,1,475,"","","",11,"",3,[138],10,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3492308158,[],0,[],3
9679,"ElementalHitDisableFireUniqueJewel_1",33466,6239,1,7555,2712,7946,"",11,"",3,[3116],1,1,1200,1200,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4224285043,[],0,[],3
9680,"ElementalHitDisableColdUniqueJewel_1",38406,6240,1,7554,2712,7947,"",11,"",3,[3116],1,1,1200,1200,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3996809276,[],0,[],3
9681,"ElementalHitDisableLightningUniqueJewel_1",57711,6241,1,7556,2712,7948,"",11,"",3,[3116],1,1,1200,1200,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",923915902,[],0,[],3
9682,"IncursionTempestWeightTier1",54281,6242,1,7547,7548,"","",6,"",3,[3118],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",48092884,[],0,[],3
9683,"IncursionTempestWeightTier2_",3596,6243,1,7549,7550,7551,"",6,"",3,[3118],1,1,1,1,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2849744855,[],0,[],3
9684,"IncursionTempestWeightTier3",11775,6244,1,7552,7553,"","",6,"",3,[3118],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3539926785,[],0,[],3
9685,"IncursionTempleFirePacks1",4208,6245,1,13289,13292,"","",6,"",3,[3119],20,20,33,33,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2165346656,[],0,[],3
9686,"IncursionTempleFirePacks2__",57649,6245,1,13289,13292,"","",6,"",3,[3119],30,30,66,66,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3777298452,[],0,[],3
9687,"IncursionTempleFirePacks3",29000,6245,1,13289,13292,"","",6,"",3,[3119],40,40,100,100,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2395864965,[],0,[],3
9688,"IncursionTempleLightningPacks1___",51899,6246,1,13290,13293,"","",6,"",3,[3120],20,20,33,33,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",222742525,[],0,[],3
9689,"IncursionTempleLightningPacks2",50356,6246,1,13290,13293,"","",6,"",3,[3120],30,30,66,66,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3147398957,[],0,[],3
9690,"IncursionTempleLightningPacks3",26390,6246,1,13290,13293,"","",6,"",3,[3120],40,40,100,100,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3565925277,[],0,[],3
9691,"IncursionTempleMinionPacks1",21742,6247,1,13291,13294,"","",6,"",3,[3121],20,20,33,33,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",818635813,[],0,[],3
9692,"IncursionTempleMinionPacks2",31378,6247,1,13291,13294,"","",6,"",3,[3121],30,30,66,66,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1860703354,[],0,[],3
9693,"IncursionTempleMinionPacks3_",36840,6247,1,13291,13294,"","",6,"",3,[3121],40,40,100,100,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2706255526,[],0,[],3
9694,"IncursionTempleTrapVialChance1",27985,6248,1,13360,"","","",6,"",3,[3122],265,265,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4083523124,[],0,[],3
9695,"IncursionTempleTrapVialChance2",44620,6248,1,13360,"","","",6,"",3,[3122],539,539,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2011027857,[],0,[],3
9696,"IncursionTempleTrapVialChance3",40025,6248,1,13360,"","","",6,"",3,[3122],804,804,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3895489641,[],0,[],3
