"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
1909,"Metadata/Chests/ScarecrowChest_02","",4,"Scarecrow","[""Metadata/Chests/Village/Scarecrows/Scarecrow_02.ao""]",1,6,-1930690560,4,-16908288,-16843010,-16843010,-16843010,65278,0,-335544320,1164,0,0,-335544320,1164,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,1164,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1
1910,"Metadata/Chests/ScarecrowChest_03","",4,"Scarecrow","[""Metadata/Chests/Village/Scarecrows/Scarecrow_03.ao""]",1,6,-1918763008,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1577058304,1165,0,0,-1577058304,1165,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,1165,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,600,"",1
1911,"Metadata/Terrain/Gallows/Act1/1_5/Objects/T2_WeaponDrop",1,4,"Refined Arms","[""Metadata/Chests/RedVale/redvalechestweapons_01.ao""]",1,1,-1908932608,4,-16908288,-16843010,-16843010,-16843010,65278,0,939524096,1166,0,0,939524096,1166,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,1166,-33554432,-16843010,-16843010,-16843010,-1560346882,1165,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,0,"",1
1912,"Metadata/Terrain/Gallows/Act1/1_2/Objects/CampsiteChest",1,3,"Abandoned Stash","[""Metadata/Chests/MossyChests/MossyChest11.ao""]",1,10,-1898708992,4,-16908288,-16843010,-16843010,-16843010,65278,0,-738197504,1166,0,0,-738197504,1166,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-738197504,1166,-33554432,-16843010,-16843010,-16843010,956235518,1166,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,0,"",1
1913,"Metadata/Terrain/Gallows/Act1/1_4/Objects/HagCauldron",1,3,"Cauldron","[""Metadata/Chests/WitchCauldron/WitchCauldron01.ao""]",1,2,-1883111424,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1040187392,1167,0,0,-1040187392,1167,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,1167,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,0,"",1
1914,"Metadata/Chests/Gold/GoldPileSmall","",2,"","[""Metadata/Chests/Gold/invisible_chest.ao""]","",2,-1872494592,4,-16908288,-16843010,-16843010,-16843010,65278,0,1677721600,1168,0,0,1677721600,1168,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1677721600,1168,-33554432,-16843010,-16843010,-16843010,1694433022,1168,16777216,"",[],"",0,0,"","","","","",[],1,[],1,"","",1,0,"",1
1915,"Metadata/Chests/Gold/GoldPileMedium","",2,"","[""Metadata/Chests/Gold/invisible_chest.ao""]","",10,-1863057408,4,-16908288,-16843010,-16843010,-16843010,65278,0,-201326592,1168,0,0,-201326592,1168,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,1168,-33554432,-16843010,-16843010,-16843010,1694433022,1168,16777216,"",[],"",0,0,"","","","","",[],1,[],1,"","",1,0,"",1
1916,"Metadata/Chests/Gold/GoldPileLarge","",2,"","[""Metadata/Chests/Gold/invisible_chest.ao""]","",40,-1857814528,4,-16908288,-16843010,-16843010,-16843010,65278,0,1140850688,1169,0,0,1140850688,1169,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,1169,-33554432,-16843010,-16843010,-16843010,1694433022,1168,16777216,"",[],"",0,0,"","","","","",[],1,[],1,"","",1,0,"",1
1917,"Metadata/Chests/PrecursorChest_01",1,4,"Cache","[""Metadata/Chests/PrecursorChests/PrecursorChest_01.ao""]",1,2,-1845624832,4,-16908288,-16843010,-16843010,-16843010,65278,0,-33554432,1169,0,0,-33554432,1169,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-33554432,1169,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,200,"",1
1918,"Metadata/Chests/PrecursorChest_02",1,4,"Cache","[""Metadata/Chests/PrecursorChests/PrecursorChest_02.ao""]",1,2,-1833435136,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1207959552,1170,0,0,-1207959552,1170,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,1170,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,200,"",1
1919,"Metadata/Chests/PrecursorChest_03",1,4,"Cache","[""Metadata/Chests/PrecursorChests/PrecursorChest_03.ao""]",1,2,-1821245440,4,-16908288,-16843010,-16843010,-16843010,65278,0,1912602624,1171,0,0,1912602624,1171,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,1171,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,200,"",1
1920,"Metadata/Chests/PrecursorFloorChest_01","",4,"Cache","[""Metadata/Chests/PrecursorFloorChests/PrecursorFloorChest_01.ao""]",1,4,-1807089664,4,-16908288,-16843010,-16843010,-16843010,65278,0,1241513984,1172,0,0,1241513984,1172,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,1172,-33554432,-16843010,-16843010,-16843010,1258225406,1172,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,400,"",1
1921,"Metadata/Chests/PrecursorFloorChest_02","",4,"Cache","[""Metadata/Chests/PrecursorFloorChests/PrecursorFloorChest_02.ao""]",1,4,-1785331712,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1778384896,1173,0,0,-1778384896,1173,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1778384896,1173,-33554432,-16843010,-16843010,-16843010,1258225406,1172,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,400,"",1
1922,"Metadata/Terrain/Gallows/Act2/2_9/Objects/TrappedChest",1,4,"Urn","[""Metadata/Chests/KethUrns/KethUrnChest_02.ao""]",1,10,-1777467392,4,-16908288,-16843010,-16843010,-16843010,65278,0,234881024,1174,0,0,234881024,1174,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,234881024,1174,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,0,"",1
1923,"Metadata/Chests/PrecursorWallChest_01",1,4,"Cache","[""Metadata/Chests/PrecursorLowWallChests/CenterDrum.ao""]",1,4,-1764753408,4,-16908288,-16843010,-16843010,-16843010,65278,0,-805306368,1174,0,0,-805306368,1174,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,1174,-33554432,-16843010,-16843010,-16843010,1258225406,1172,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,400,"",1
1924,"Metadata/Chests/PrecursorWallChest_02",1,4,"Cache","[""Metadata/Chests/PrecursorLowWallChests/Centerphere.ao""]",1,4,-1751908352,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,1175,0,0,-1811939328,1175,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,1175,-33554432,-16843010,-16843010,-16843010,1258225406,1172,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",2,400,"",1
1925,"Metadata/Chests/MausoleumChestTrapped",1,3,"Chest","[""Metadata/Chests/GraveyardDungeonChests/MausoleumChestMetal_01.ao""]",1,10,-1746272256,4,-16908288,-16843010,-16843010,-16843010,65278,0,-369098752,1175,0,0,-369098752,1175,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,1175,-33554432,-16843010,-16843010,-16843010,-352387330,1175,16777216,"",[],"",0,0,"","","","","",[],"",[],1,1,1,3,0,"",1
1926,"Metadata/Terrain/Gallows/Act1/1_7/Objects/Landmark_Chest","",4,"Sarcophagus","[""Metadata/Chests/GraveyardDungeonChests/CryptTomb03.ao""]",1,10,-1730805760,4,-16908288,-16843010,-16843010,-16843010,65278,0,-704643072,1176,0,0,-704643072,1176,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-704643072,1176,-33554432,-16843010,-16843010,-16843010,1526660862,1176,16777216,"",[],"",0,0,"","","","","",[],"",[],1,"","",3,1000,"",1
1927,"Metadata/Chests/MarakethUnworthy/CorpseChest_01",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest01.ao""]",1,4,-1714421760,4,-16908288,-16843010,-16843010,-16843010,130814,0,-805306368,1177,0,0,-805306368,1177,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,1177,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
1928,"Metadata/Chests/MarakethUnworthy/CorpseChest_02",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest02.ao""]",1,4,-1698037760,4,-16908288,-16843010,-16843010,-16843010,130814,0,-905969664,1178,0,0,-905969664,1178,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,1178,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
1929,"Metadata/Chests/MarakethUnworthy/CorpseChest_03",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest03.ao""]",1,4,-1681653760,4,-16908288,-16843010,-16843010,-16843010,130814,0,-1006632960,1179,0,0,-1006632960,1179,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,1179,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
1930,"Metadata/Chests/MarakethUnworthy/CorpseChest_04",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest04.ao""]",1,4,-1665269760,4,-16908288,-16843010,-16843010,-16843010,130814,0,-1107296256,1180,0,0,-1107296256,1180,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,1180,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
1931,"Metadata/Chests/MarakethUnworthy/CorpseChest_05",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest05.ao""]",1,4,-1648885760,4,-16908288,-16843010,-16843010,-16843010,130814,0,-1207959552,1181,0,0,-1207959552,1181,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,1181,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
1932,"Metadata/Chests/MarakethUnworthy/CorpseChest_06",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest06.ao""]",1,4,-1632501760,4,-16908288,-16843010,-16843010,-16843010,130814,0,-1308622848,1182,0,0,-1308622848,1182,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,1182,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,400,"",1
1933,"Metadata/Chests/MarakethUnworthy/FreshCorpseChest",1,4,"Corpse","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/QuestChest.ao""]",1,4,-1616510976,4,-16908288,-16843010,-16843010,-16843010,130814,0,-1509949440,1183,0,0,-1509949440,1183,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1509949440,1183,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,0,"",1
1934,"Metadata/Chests/MarakethSanctum/BronzeChestGeneric1","",4,"Bronze Mysterious Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1598291968,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1140850688,1184,0,0,-603979776,1184,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,1184,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1935,"Metadata/Chests/MarakethSanctum/BronzeChestGeneric2","",4,"Superior Bronze Mysterious Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1577582592,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-134217728,1185,0,0,402653184,1186,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,402653184,1186,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1936,"Metadata/Chests/MarakethSanctum/BronzeChestGeneric3","",4,"Prime Bronze Mysterious Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1563951104,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-939524096,1186,0,0,-402653184,1186,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,1186,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1937,"Metadata/Chests/MarakethSanctum/BronzeChestMeleeWeapons1","",4,"Bronze Warrior's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1550581760,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,1187,0,0,-1811939328,1187,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,1187,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1938,"Metadata/Chests/MarakethSanctum/BronzeChestMeleeWeapons2","",4,"Superior Bronze Warrior's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1538129920,4,-16908288,-16843010,-16843010,-16843010,65278,0,1375731712,1188,0,0,1375731712,1188,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,1188,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1939,"Metadata/Chests/MarakethSanctum/BronzeChestMeleeWeapons3","",4,"Prime Bronze Warrior's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1526071296,4,-16908288,-16843010,-16843010,-16843010,65278,0,167772160,1189,0,0,167772160,1189,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,167772160,1189,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1940,"Metadata/Chests/MarakethSanctum/BronzeChestRangedWeapons1","",4,"Bronze Ranger's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1514799104,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1241513984,1189,0,0,-1241513984,1189,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,1189,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1941,"Metadata/Chests/MarakethSanctum/BronzeChestRangedWeapons2","",4,"Superior Bronze Ranger's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1502347264,4,-16908288,-16843010,-16843010,-16843010,65278,0,1946157056,1190,0,0,1946157056,1190,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1946157056,1190,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1942,"Metadata/Chests/MarakethSanctum/BronzeChestRangedWeapons3","",4,"Prime Bronze Ranger's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1490288640,4,-16908288,-16843010,-16843010,-16843010,65278,0,738197504,1191,0,0,738197504,1191,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,1191,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1943,"Metadata/Chests/MarakethSanctum/BronzeChestCasterWeapons1","",4,"Bronze Mage's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1479278592,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-738197504,1191,0,0,-201326592,1191,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,1191,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1944,"Metadata/Chests/MarakethSanctum/BronzeChestCasterWeapons2","",4,"Superior Bronze Mage's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1464991744,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1375731712,1192,0,0,-838860800,1192,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,1192,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1945,"Metadata/Chests/MarakethSanctum/BronzeChestCasterWeapons3","",4,"Prime Bronze Mage's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1451098112,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-2113929216,1193,0,0,-1577058304,1193,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,1193,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1946,"Metadata/Chests/MarakethSanctum/BronzeChestBodyArmour1","",4,"Bronze Body Armour Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1437728768,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1308622848,1194,0,0,1845493760,1194,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1845493760,1194,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1947,"Metadata/Chests/MarakethSanctum/BronzeChestBodyArmour2","",4,"Superior Bronze Body Armour Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1423179776,4,-16908288,-16843010,-16843010,-16843010,33619710,0,738197504,1195,0,0,1275068416,1195,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,1195,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1948,"Metadata/Chests/MarakethSanctum/BronzeChestBodyArmour3","",4,"Prime Bronze Body Armour Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1409024000,4,-16908288,-16843010,-16843010,-16843010,33619710,0,67108864,1196,0,0,603979776,1196,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,603979776,1196,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1949,"Metadata/Chests/MarakethSanctum/BronzeChestHelmet1","",4,"Bronze Helmet Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1396834304,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1107296256,1196,0,0,-570425344,1196,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,1196,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1950,"Metadata/Chests/MarakethSanctum/BronzeChestHelmet2","",4,"Superior Bronze Helmet Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1383464960,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1979711488,1197,0,0,-1442840576,1197,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1442840576,1197,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1951,"Metadata/Chests/MarakethSanctum/BronzeChestHelmet3","",4,"Prime Bronze Helmet Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1370488832,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1342177280,1198,0,0,1879048192,1198,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,1198,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1952,"Metadata/Chests/MarakethSanctum/BronzeChestGloves1","",4,"Bronze Gloves Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1358299136,4,-16908288,-16843010,-16843010,-16843010,33619710,0,167772160,1199,0,0,704643072,1199,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,704643072,1199,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1953,"Metadata/Chests/MarakethSanctum/BronzeChestGloves2","",4,"Superior Bronze Gloves Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1344929792,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-704643072,1199,0,0,-167772160,1199,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,1199,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1954,"Metadata/Chests/MarakethSanctum/BronzeChestGloves3","",4,"Prime Bronze Gloves Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1331953664,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1677721600,1200,0,0,-1140850688,1200,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,1200,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1955,"Metadata/Chests/MarakethSanctum/BronzeChestBoots1","",4,"Bronze Boots Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1320026112,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1375731712,1201,0,0,1912602624,1201,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,1201,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1956,"Metadata/Chests/MarakethSanctum/BronzeChestBoots2","",4,"Superior Bronze Boots Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1306918912,4,-16908288,-16843010,-16843010,-16843010,33619710,0,436207616,1202,0,0,973078528,1202,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,973078528,1202,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1957,"Metadata/Chests/MarakethSanctum/BronzeChestBoots3","",4,"Prime Bronze Boots Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1294204928,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-603979776,1202,0,0,-67108864,1202,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-67108864,1202,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1958,"Metadata/Chests/MarakethSanctum/BronzeChestShield1","",4,"Bronze Shield Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1282015232,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1778384896,1203,0,0,-1241513984,1203,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,1203,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
