"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32_178","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","AtlasGroup","SoundEffect","NameHardmode","NameHardmode (French)","NameHardmode (German)","NameHardmode (Japanese)","NameHardmode (Korean)","NameHardmode (Portuguese)","NameHardmode (Russian)","NameHardmode (Spanish)","NameHardmode (Thai)","NameHardmode (Traditional Chinese)","HasHardmodeAlternate","Stat1ValueHardmode","Stat2ValueHardmode","Stat3ValueHardmode","Stat4ValueHardmode","Stat5ValueHardmode","StatsHardmode","SkillPointsGrantedHardmode","BuffsHardmode","IsAtlasWormhole","DescendancyKey","GrantedEffectsPerLevelHardmode","BrequelSubTree","IsBrequelStartingNode","bool_351","IsBrequelWomb"
5304,"AscendancyCustomHeirophant3_","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,18588,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5305,"AscendancyCustomHeirophant4_","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,64248,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5306,"AscendancyCustomHeirophant5","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,44410,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5307,"AscendancyCustomHeirophant6","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,11213,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5308,"AscendancyCustomHeirophant7","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds",[3750],2400,0,0,0,42487,"Putrid Conscription","Conscription putride","Fauler Befehl","腐敗した徴兵","구역질 나는 징집병","Conscrição Pútrida","Тлетворный призыв","Reclutamiento pútrido","Putrid Conscription","腐爛徵兵",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5309,"AscendancyCustomHeirophant8","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[1647,10374]",50,5,0,0,18817,"Flesh Puppets","Marionnettes de chair","Fleischpuppen","肉の人形","육신의 인형들","Marionetes de Carne","Куклы из плоти","Marionetas de carne","Flesh Puppets","血肉傀儡",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5310,"AscendancyCustomHeirophant9","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[9507,9713,16987,1377]",1,1,1,30,27380,"Graveyard Shift","Ouvrage macabre","Friedhofsschicht","墓場での勤務","묘지 근무","Turno do Cemitério","Ночная смена","Turno de noche","Graveyard Shift","墓場輪班",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5311,"AscendancyCustomHeirophant10","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[21126,2074]",1,40,0,0,42716,"Rotting Might","Puissance pourrissante","Verrottende Macht","腐敗した力","썩어가는 힘","Poder Apodrecido","Гниющая мощь","Poder pútrido","Rotting Might","腐敗之力",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5312,"AscendancyCustomHeirophant11","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds",[17845],20,0,0,0,38522,"Enervating Presence","Présence affaiblissante","Nervenraubende Präsenz","力を奪う存在感","기를 빼앗는 존재","Presença Enervante","Изнуряющее присутствие","Presencia debilitante","Enervating Presence","生厭存在",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[668],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[668],"","","","","","",""
5313,"AscendancyCustomHeirophant12","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[3235,7710,7699,7711]",1,25,1,1,6311,"Marionettes","Marionnettes","Marionetten","マリオネット","꼭두각시","Marionetes","Марионетки","Marionetas","Marionettes","牽線木偶",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5314,"AscendancyCustomHeirophant13","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,41560,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5315,"AscendancyCustomHeirophant14","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[10087,19106]",1,1,0,0,37134,"Feeding Frenzy","Frénésie dévorante","Fressrausch","狂乱の餌付け","격분 주입","Frenesi Voraz","Голодное остервенение","Frenesí voraz","Feeding Frenzy","豢養狂熱",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5316,"AscendancyCustomHeirophant15","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,12332,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5317,"AscendancyCustomHeirophant16","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[722,2108]",1,1,0,0,2707,"Hexbearer","Porteur de Calamités","Hexträger","ヘックスベアラー","사술운반자","Amaldiçoado","Порченосец","Portador de maleficios","Hexbearer","咒術使者",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5318,"AscendancyCustomHeirophant17","Art/2DArt/SkillIcons/passives/miniondamage.dds","[161,152]",10,7,0,0,17328,"Minion Life and Chaos Resistance","Vie des Créatures et Résistance au chaos","Kreaturenleben und Chaoswiderstand","ミニオンライフおよび混沌耐性","소환수 생명력 및 카오스 저항","Vida dos Lacaios e Resistência a Caos","Здоровье приспешников и сопротивление хаосу","Vida de esbirros y resistencia al caos","พลังชีวิตมิเนียนและค่าต้านทานเคออส","召喚物生命和混沌抗性",[],"","","","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5319,"AscendancyCustomHeirophant18","Art/2DArt/SkillIcons/passives/IncreasedMinionDamageNotable.dds","[4675,10100]",20,30,0,0,49511,"Marination","Maturation","Marinierung","マリネ","양념에 재기","Marinação","Маринование","Marinación","Marination","浸泡",[],"",1,"","","","","","","","","","","","","",13,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5320,"AscendancyCustomGuardian1","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,27664,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5321,"AscendancyCustomGuardian2","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[12415,3720,3706,3543]",-100,100,1,-10,32742,"Devout of Solaris","Dévot de Solaris","Ergebener Solaris'","ソラリスの信奉者","솔라리스의 신봉자","Devoto de Solaris","Последователь Солярис","Devoto de Solaris","Devout of Solaris","日神信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",0,[34],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[34],"","","","","","",""
5322,"AscendancyCustomGuardian3_","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[10837,4943,9338]",1,2,30,0,43703,"Devout of Lunaris","Dévot de Lunaris","Ergebener Lunaris'","ルナリスの信奉者","루나리스의 신봉자","Devoto de Lunaris","Последователь Лунарис","Devoto de Lunaris","Devout of Lunaris","月神信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5323,"AscendancyCustomGuardian4","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[945,17685,17684]",10,1,1,0,24342,"Devout of the Brine King","Dévot du Roi des Embruns","Ergebener des Gischtkönigs","ブラインキングの信奉者","염수왕의 신봉자","Devoto do Rei da Salmoura","Последователь Морского царя","Devoto del Rey del mar","Devout of the Brine King","海洋之王信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5324,"AscendancyCustomGuardian5","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,46465,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5325,"AscendancyCustomGuardian6","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,6605,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5326,"AscendancyCustomGuardian7_","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,33835,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5327,"AscendancyCustomGuardian8_","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,30769,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5328,"AscendancyCustomGuardian9_","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,29846,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5329,"AscendancyCustomGuardian10","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[1151,4729,17792,7534]",1,1,1,1,64171,"Devout of Yugul","Dévot de Yugul","Ergebener Yuguls","ユグルの信奉者","유굴의 신봉자","Devoto de  Yugul","Последователь Югул","Devoto de Yugul","Devout of Yugul","伊果信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5330,"AscendancyCustomGuardian11","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[5460,6889,6891,6890,7026]",1,100,240,100,22056,"Devout of Garukhan","Dévot de Garukhan","Ergebener Garukhans","ガルカーンの信奉者","가루칸의 신봉자","Devoto de  Garukhan","Последователь Гарухан","Devoto de Garukhan","Devout of Garukhan","卡洛翰信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",1,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5331,"AscendancyCustomGuardian12","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[8586,8588,8584,8024]",3,3,3,1,1830,"Devout of Ralakesh","Dévot de Ralakesh","Ergebener Ralakeshs","ララケシュの信奉者","랄라케쉬의 신봉자","Devoto de  Ralakesh","Последователь Ралакеш","Devoto de Ralakesh","Devout of Ralakesh","芮勒蓋許信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5332,"AscendancyCustomGuardian13","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,21979,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5333,"AscendancyCustomGuardian14","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[16030,21104]",-100,30,0,0,23429,"Devout of Ryslatha","Dévot de Ryslatha","Ergebener Ryslathas","リスラーサの信奉者","리슬라사의 신봉자","Devoto de  Ryslatha","Последователь Рюслаты","Devoto de Ryslatha","Devout of Ryslatha","瑞斯拉薩信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5334,"AscendancyCustomGuardian15","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,59443,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5335,"AscendancyCustomGuardian16","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[5414,5402,7639]",20,1,1,0,61900,"Devout of Abberath","Dévot d'Abberath","Ergebener Abberaths","アバラスの信奉者","아버라스의 신봉자","Devoto de  Abberath","Последователь Абберата","Devoto de Abberath","Devout of Abberath","艾貝拉斯信仰",[],"",1,"","","","","","","","","","","","","",14,"",[390],0,"","",0,[],45095,"",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","",45095,"","","",""
5336,"AscendancyCustomGuardian17","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,322,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5337,"AscendancyCustomGuardian18","Art/2DArt/SkillIcons/passives/Guardian/RadientFaith.dds","[5329,5396,453,124,6259]",1,1,480,400,5266,"Devout of Gruthkul","Dévot de Gruthkul","Ergebener Gruthkuls","グラスクルの信奉者","그루스컬의 신봉자","Devoto de  Gruthkul","Последователь Граткул","Devoto de Gruthkul","Devout of Gruthkul","葛魯斯寇信仰",[],"",1,"","","","","","","","","","","","","",14,"",[],0,"","",-10,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5338,"AscendancyCustomGuardian19","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,51229,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5339,"AscendancyCustomGuardian20","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,26231,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5340,"AscendancyCustomGuardian21","Art/2DArt/SkillIcons/passives/Guardian/TimeOfNeed.dds","[1216,2048]",5,10,0,0,25478,"Light Radius and Defences","Rayonnement lumineux et Défenses","Lichtradius und Defensiven","光半径および防御力","시야 반경 및 방어력","Campo de Visão e Defesas","Радиус обзора и защита","Radio de iluminación y defensas","รัศมีแสงและค่าป้องกัน","光線範圍和防禦",[],"","","","","","","","","","","","","","","",14,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5341,"AscendancyCustomAssassin1","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,57630,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5342,"AscendancyCustomAssassin2","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds",[5394],200,0,0,0,22622,"Broodguard","Garde de la couvée","Brutwächter","巣の守護者","종족수호자","Guarda Sangrenta","Страж выводка","Guardián de las crías","Broodguard","育母護衛",[],"",1,"","","","","","","","","","","","","",15,"",[391],0,"","",0,[],47153,"",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","",47153,"","","",""
5343,"AscendancyCustomAssassin3","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,2670,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5344,"AscendancyCustomAssassin4_","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[7511,21108]",30,1,0,0,50844,"Threadspinner","Tisseur de fils","Fadenspinner","糸を紡ぐもの","실을 잣는 자","Fiandeiro","Прядильщик нитей","Hilandero","Threadspinner","絲線編織者",[],"",1,"","","","","","","","","","","","","",15,"",[396],0,"","",0,[],52970,"",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","",52970,"","","",""
5345,"AscendancyCustomAssassin5","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,55734,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5346,"AscendancyCustomAssassin6","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[7758,7760]",-20,-20,0,0,14858,"Silk Dancer","Danseur de soie","Seidentänzer","シルクダンサー","실크 무희","Dançarino de Lã","Шелковый танцор","Bailarín de seda","Silk Dancer","絲綢舞者",[],"",1,"","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5347,"AscendancyCustomAssassin7","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,47200,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5348,"AscendancyCustomAssassin8","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[7762,6521]",20,40,0,0,52296,"Fatal Bite","Morsure fatale","Fataler Biss","致命的な一咬み","치명적인 이빨","Picada Fatal","Смертельный укус","Mordedura mortal","Fatal Bite","致命毒咬",[],"",1,"","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5349,"AscendancyCustomAssassin9_","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,54201,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5350,"AscendancyCustomAssassin10","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[5296,8408]",15,1,0,0,16305,"Malevolent Strands","Brins malveillants","Bösartige Stränge","邪悪な糸","심술궂은 실","Fios Malévolos","Зловредные нити","Hilos malévolos","Malevolent Strands","惡意絲縷",[],"",1,"","","","","","","","","","","","","",15,"",[393],0,"","",0,[],46929,"",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","",46929,"","","",""
