"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","StatsKeys","CancelOnDeath","i32_43","ShowCount","Maximum_StatsKey","Current_StatsKey","bool_80","i32_81","BuffVisualsKey","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Id2","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","bool_256","rid_257","[i32]_273","string_289","string_289 (French)","string_289 (German)","string_289 (Japanese)","string_289 (Korean)","string_289 (Portuguese)","string_289 (Russian)","string_289 (Spanish)","string_289 (Thai)","string_289 (Traditional Chinese)","[rid]_297","bool_313"
2073,"mtx_emberkeep_vulture_marked_target_visual_buff","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","EmberkeepVultureCirclingTargetVisuals","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2074,"attached_flasks_to_belt","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","AttachedFlasksToBelt","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2075,"nearby_enemies_reduced_life_regen","","","","","","","","","","",1,"","","","","","","","","","","",[2448],"",3,"","","","",36,0,"","",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[2448],[],"","","","","","",[],"","","","","","","","","","",[],""
2076,"nearby_enemies_reduced_es_recharge_rate","","","","","","","","","","",1,"","","","","","","","","","","",[139],"",3,"","","","",36,0,"","",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[139],[],"","","","","","",[],"","","","","","","","","","",[],""
2077,"lose_soul_eater_while_no_unique_in_presence","","","","","","","","","","",1,"","","","","","","","","","","",[],1,2,"","","","",36,0,1,"",18,"",1,1,"",0,"","LoseSoulEaterStacks","","","","",5,"","",0,[],"","",[],"",[16646],[],[16646],[],"","","","","","",[],"","","","","","","","","","",[],""
2078,"number_of_unique_enemies_in_presence","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","",1,36,0,"","",18,"",1,1,"",0,"","TrackNearbyTargets","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2079,"energy_release_shock_pause","","","","","","","","","","",1,"","","","","","","","","","","",[],"",1,"","","",1,36,1843,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[16660],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2080,"touch_of_fire","The Great Eye approaches.\r\nThe flames nip at your heels.","Les flammes vous talonnent.","Das Große Auge nähert sich.\r\nDie Flammen heften sich an Eure Fersen.","偉大なる眼差しが迫る。\r\n炎がじりじりと迫ってきている。","거대한 눈이 다가옵니다.\r\n발치에서 불이 날름거립니다.","O Grande Olho se aproxima.\r\nAs chamas beliscam seus calcanhares.","Приближается Великое Око.\r\nПламя кусает вас за пятки.","El Gran ojo se acerca.\r\nLas llamas te lamen los talones.","มหาเนตรเข้ามาใกล้\r\nไฟลนอยู่แทบเท้าเจ้า","大眼靠近了。\r\n火焰吞沒了你的腳後跟。","",1,"Flame-Touched","Élu des flammes","Flammenberührt","炎に触れられし者","화염의 손길","Tocado pelas Chamas","Касание пламени","Tocado por las llamas","สัมผัสเพลิง","烈焰之觸",[],1,3,"","","","",36,2,1,"",1,"",1,1,"",0,"","","",1,"","",5,"",1,0,[],"","",[],"",[],[16669],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2081,"mtx_cold_iron_point_metal_hit_count","","","","","","","","","","",1,"","","","","","","","","","","",[],1,4,"","","",1,36,0,1,"",18,"",1,1,"",0,"","LiquidMetalHitCountVisuals","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2082,"unique_legacy_of_fury_scorched","Your elemental resistances are lowered.","Vos Résistances élémentaires sont réduites.","Eure Elementarwiderstände sind verringert.","元素耐性が下がっている。","원소 저항이 감소합니다.","Sua resistência elemental é reduzida.","Ваши сопротивления стихиям снижены.","Tus resistencias elementales están reducidas.","คุณมีค่าต้านทาน ธาตุ ลดลง","你的元素抗性被降低。","","","Scorched","Calcination ","Versengt","焦げ","그을린","Causticado","Опаленный","Calcinado","แผดเผา","焦灼",[142],"",3,"","","","",17,999,"","",2,"",1,1,"",0,"","",1,"","","",5,"","",0,[],"","",[],"",[],[],[142],[14722],"","",1,1,"","",[],"","","","","","","","","","",[],1
2083,"galvanic_field_bonus","You have additional chance to shock. Shocking an enemy will create a Galvanic Field.","Vous avez plus de chances d'Électrocuter. L'Électrocution d'un ennemi crée un Globe galvanisant.","Ihr verfügt über zusätzliche Chance auf Schocken. Das Schocken eines Gegners erzeugt ein galvanisches Feld.","追加の感電付与確率を獲得。敵を感電した際、ガルヴァニックフィールドを生成する。","추가 감전 확률을 얻습니다. 적을 감전시키면 충격장이 생성됩니다.","Você tem chance de eletrização adicional. Eletrizar um inimigo criará um Campo Galvânico.","Вы имеете дополнительный шанс наложить шок. При наложении шока на врага будет создано Электризующее поле.","Tienes una probabilidad adicional de electrocutar. Si electrocutas a un enemigo, se creará un campo galvánico.","คุณมีโอกาสสร้างสถานะ ช็อค เพิ่มเติม, การสร้างสถานะ ช็อค ต่อศัตรูจะสร้าง สนามกระแสไฟ","你有額外感電機率。感電敵人會製造電光領域。","","","Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","สนามกระแสไฟ","電光領域","[661,202]",1,2,"","","",1,36,1846,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[661,202]",[16693],"","","","","","",[],"","","","","","","","","","",[],""
2084,"galvanic_field_leave_me_alone","","","","","","","","","","",1,"","","","","","","","","","","",[],1,1,"","","",1,36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2085,"curse_alchemists_mark","You are cursed. The enemy which cursed you gains flask charges by hitting you and creates burning and caustic ground by igniting and poisoning you.","Vous êtes maudit. L'ennemi qui vous a maudit gagne des charges de Flacon quand il vous Touche, et génère du Sol brûlant lorsqu'il vous Embrase et du Sol caustique quand il vous Empoisonne.","Ihr seid verflucht. Der Gegner, der Euch verflucht hat, erhält Fläschchenfüllungen, wenn er Euch trifft, und erzeugt brennenden und ätzenden Boden, indem er Euch entzündet und vergiftet.","呪術を受けている。敵からヒットを受けた際、その敵はフラスコチャージを得る。発火を受けた際は燃焼領域を、毒を受けた際は腐食領域を足元に生成する。","저주에 걸렸습니다. 당신을 저주한 적이 당신을 명중할 때 플라스크 충전을 얻고, 당신을 점화하고 중독시킬 때 용암 지대와 부식성 지대를 만듭니다.","Você está amaldiçoado. O inimigo que te amaldiçoou ganha cargas de frasco por te acertar e cria solo ardente e cáustico te incendiando ou envenenando.","Вы прокляты. Наложивший проклятье противник получает заряды флакона при нанесении ударов по вам и создавая горящую или едкую землю при наложении на вас поджога или отравления.","Estás maldito. El enemigo que te ha maldecido gana cargas de frasco cuando te golpea y crea suelo incendiado y cáustico según te queme o envenene.","คุณถูกสาป ศัตรูที่สาปคุณจะได้รับ ชาร์จขวดยา ด้วยการปะทะคุณ, และสร้าง พื้นลุกไหม้และกัดกร่อน ด้วยการสร้างสถานะ ลุกไหม้และพิษ ต่อคุณ","你被詛咒。詛咒你的敵人擊中你時獲得藥劑充能，且點燃和使你中毒時製造燃燒和腐蝕地面。","","","Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","คำแช่งนักแปรธาตุ","煉金術士印記","[16700,16701,16699]","",6,"","","",1,36,82,"","",14,"",1,1,"",0,"","CurseDebuff","","","","",5,"","",0,[],"","",[],"","[16702,16703,17130,17131,17132]",[],"[16700,16701,16699,16702,16703,17130,17131,17132]",[721],"","","","","","",[],"","","","","","","","","","",[],""
2086,"mtx_cospris_malice_trigger_effects","","","","","","","","","","",1,"","","","","","","","","","","",[],"",2,"","","","",36,0,1,"",18,"",1,1,"",0,"","CosprisMaliceTriggerEffects","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2087,"torment_touched_player","You have been touched by a Tormented Spirit","Vous avez été possédé par un Esprit tourmenté","Ihr wurdet von einer Gequälten Seele berührt.","拷問された幽霊に接触されている。","고통받는 혼백의 손길에 닿았습니다.","Você foi tocado por um Espírito Atormentado","Вас коснулся страдающий дух","Te ha tocado un espíritu atormentado","คุณถูกผ่านร่างโดย ผีตายโหง","你被罪魂接觸","","","Fairgraves' Tricorne","Tricorne de Fairgraves","Fairgraves' Dreispitz","フェアグレーヴズの三角帽子","페어그레이브즈의 삼각모","Tricorne de Fairgraves","Треуголка Фейргрейвса","Tricornio de Fairgraves","Fairgraves' Tricorne","費爾之帽",[],1,1,"","","","",36,1867,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2088,"trickster_alternating_less_damage_alternator","","","","","","","","","","",1,"","","","","","","","","","","","[16743,16742]",1,10,"","","","",36,0,1,"",18,"",1,1,"",0,1,"GenericAlternatingBuff","","","","",5,"","",0,[],"","",[],"",[],[],"[16743,16742]",[],"","","","","","",[],"","","","","","","","","","",[],""
2089,"trickster_alternating_less_hit_damage","You are taking 50% less damage from hits.","Vous avez 50% de Perte de Dégâts subis au toucher.","Ihr erleidet 50% weniger Schaden von Treffern.","ヒットから受けるダメージが50%低下","피격 시 받는 피해가 50% 감폭됩니다.","Você sofre 50% menos dano de ataques.","Вы получаете на 50% меньше урона от атак.","Recibes un 50% menos de daño de los golpes.","คุณได้รับความเสียหาย ปะทะ ลดลง อีก 50%","你承受 50% 更少來自擊中的傷害。","","","Heartstopper","Pouls irrégulier ","Herzflimmern","ハートストッパー","심정지","Parada Cardíaca","Останавливающий сердце","Detienecorazones","Heartstopper","心靈永止",[16742],1,3,"","","","",36,1854,1,"",1,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[16742],[],"","","","","","",[],"","","","","","","","","","",[],""
2090,"trickster_alternating_less_dot_damage","You are taking 50% less damage over time.","Vous avez 50% de Perte de Dégâts subis sur la durée.","Ihr erleidet 50% weniger Schaden über Zeit.","受ける継続ダメージが50%低下","받는 지속 피해가 50% 감폭됩니다.","Você sofre 50% menos dano degenerativo.","Вы получаете на 50% меньше постепенного урона.","Recibes un 50% menos de daño degenerativo.","คุณได้รับความเสียหายต่อเนื่อง ลดลง อีก 50%","你承受 50% 更少持續傷害。","","","Heartstopper","Pouls irrégulier ","Herzflimmern","ハートストッパー","심정지","Parada Cardíaca","Останавливающий сердце","Detienecorazones","Heartstopper","心靈永止",[16743],1,3,"","","","",36,1855,1,"",1,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[16743],[],"","","","","","",[],"","","","","","","","","","",[],""
2091,"trickster_nearby_enemy_action_speed","Your Action Speed is at most 90%.","Votre Vitesse d'action ne peut pas dépasser les 90%.","Eure Aktionsgeschwindigkeit beträgt höchstens 90%.","アクションスピードは最大でも90%となる。","동작 속도가 최대 90%입니다.","Sua Velocidade de Ação é no máximo 90%.","Ваша скорость действий не может быть выше 90%.","Tu velocidad de acción está como mucho al 90%.","คุณมีความเร็วในการกระทำ สูงสุด 90%","你的行動速度最多為90%。","","","One Step Ahead","Une longueur d'avance","Einen Schritt voraus","一歩先へ","한발 앞서","Um Passo a Frente","На шаг впереди","Un paso por delante","One Step Ahead","先行",[],1,3,"","","","",36,1856,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[16747],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2092,"shrine_brineking","You cannot be Chilled, Frozen or Stunned. You take some Physical Damage as Cold Damage.","Vous ne pouvez pas être Frigorifié, Gelé ou Étourdi. Une partie des Dégâts physiques que vous subissez est convertie en Dégâts de froid.","Ihr könnt nicht unterkühlt, eingefroren oder betäubt werden. Ihr erleidet einen Teil des physischen Schadens als Kälteschaden.","冷却、凍結およびスタンを受けることがない。物理ダメージの一部を冷気ダメージとして受ける。","냉각, 동결, 기절에 걸리지 않습니다. 물리 피해의 일부를 냉기 피해로 받습니다.","Você não pode ser Refriado, Congelado ou Atordoado. Você sofre um pouco do Dano Físico como Danod e Gelo.","Вы не может быть охлаждены, заморожены и оглушены. Часть получаемого вами физического урона становится уроном от холода.","No puedes ser escarchado, congelado ni aturdido. Recibes una parte del daño físico como daño de hielo.","คุณไม่ติดสถานะ หนาวเย็น, แช่แข็ง หรือ สตัน, และคุณได้รับความเสียหาย กายภาพ ส่วนหนึ่งเป็น น้ำแข็ง","你不會被冰緩、冰凍或暈眩。你承受的部分物理傷害轉為冰冷傷害。","",1,"Tsoagoth Shrine","Autel de Tsoagoth","Schrein von Tsoagoth","ツォアゴスのシュライン","소아고스 성소","Altar de Tsoagoth","Алтарь Тсоагота","Santuario de Tsoagoth","แท่นบูชาซัวก็อธ","賽根斯神殿","[49,192,193,703,1052,945,148,596,5807]",1,3,"","","","",36,1857,1,"",7,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[49,192,193,703,1052,945,148,596,5807]",[17552],"","","","","","",[],"","","","","","","","","","",[],""
2093,"shrine_lunaris","You have increased Cold Damage, your skills chain additional times, you fire additional Projectiles, and you always avoid Projectiles.","Vous bénéficiez d'une Augmentation de Dégâts de froid infligés. Vos aptitudes Ricochent une fois supplémentaire. Vous tirez des Projectiles supplémentaires. Vous ne subissez jamais les Projectiles ennemis.","Ihr verfügt über erhöhten Kälteschaden, Eure Fertigkeiten verketten sich zusätzliche Male, Ihr feuert zusätzliche Projektile und Ihr vermeidet immer Projektile.","冷気ダメージ増加、スキルは追加で1回連鎖、追加の投射物を放ち、受ける投射物を常に無効化する","냉기 피해가 증가하고, 스킬이 추가로 연쇄하고, 추가 투사체를 발사하고, 항상 투사체를 긴급회피합니다.","Você tem Dano de Gelo aumentado, suas habilidades ricocheteiam vezes adicionais, você atira Projéteis adicionais e você sempre evita Projéteis.","Вы наносите увеличенный урон от холода, ваши умения дополнительный раз поражают врагов по цепи, вы выпускаете дополнительные снаряды и всегда уклоняетесь от снарядов.","Tienes daño de hielo aumentado, tus habilidades se encadenan varias veces adicionales, disparas proyectiles adicionales y siempre evitas los proyectiles.","คุณมีความเสียหาย น้ำแข็ง เพิ่มขึ้น, สกิลของคุณ ชิ่ง เพิ่มเติม หลายครั้ง, คุณยิงโพรเจกไทล์ เพิ่มเติม, และคุณหลีกเลี่ยงโพรเจกไทล์ เสมอ","你增加冰冷傷害、你的技能額外連鎖次數、你發射額外投射物和你必定避免投射物。","",1,"Lunaris Shrine","Autel de Lunaris","Schrein von Lunaris","ルナリスのシュライン","루나리스 성소","Altar de Lunaris","Алтарь Лунарис","Santuario de Lunaris","แท่นบูชาลูนาริส","月影神神殿","[49,175,174,6278,3549,5807]",1,3,"","","","",36,1858,1,"",7,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[49,175,174,6278,3549,5807]",[17552],"","","","","","",[],"","","","","","","","","","",[],""
2094,"shrine_solaris","You have increased Fire Damage, always critically strike, take no extra damage from critical strikes and avoid all Elemental Ailments.","Vous bénéficiez d'une Augmentation de Dégâts de feu infligés. Vous infligez toujours des Coups critiques. Les Coups critiques que vous subissez ne vous infligent pas de dégâts supplémentaires, et vous ne subissez jamais les Altérations élémentaires.","Ihr verfügt über erhöhten Feuerschaden, Eure Fertigkeiten verursachen immer kritische Treffer, Ihr erleidet keinen extra Schaden durch kritische Treffer und Ihr vermeidet alle elementaren Beeinträchtigungen.","火ダメージ増加、常にクリティカルストライクを与え、クリティカルストライクから追加のダメージを受けず、全ての元素系状態異常を無効化する。","화염 피해가 증가하고, 항상 치명타를 주고, 치명타로 받는 추가 피해가 없고, 원소 상태 이상을 항상 긴급회피합니다.","Você tem Dano de Fogo aumentado, sempre golpeia com críticos, não sofre dano extra de golpes críticos e evita todas as Afecções Elementais.","Вы наносите увеличенный урон от огня, всегда наносите критический удар, не получаете дополнительный урон от критических ударов и избегаете всех стихийных состояний.","Tienes daño de fuego aumentado, siempre infliges golpes críticos, no recibes daño extra de los golpes críticos y evitas todos los estados alterados elementales.","คุณมีความเสียหาย ไฟ เพิ่มขึ้น, คริติคอลเสมอ, ไม่ได้รับความเสียหายเพิ่มเติมจากคริติคอล, และหลีกเลี่ยง สถานะเจ็บป่วยธาตุ ทุกชนิด","你增加火焰傷害、必定暴擊、不會承受暴擊的額外傷害和避免全部元素異常狀態。","",1,"Solaris Shrine","Autel de Solaris","Schrein von Solaris","ソラリスのシュライン","솔라리스 성소","Altar de Solaris","Алтарь Солярис","Santuario de Solaris","แท่นบูชาโซลาริส","日耀神神殿","[42,349,4934,622,595,5807]",1,3,"","","","",36,1859,1,"",7,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[42,349,4934,622,595,5807]",[17552],"","","","","","",[],"","","","","","","","","","",[],""
2095,"shrine_arakaali","You have increased Chaos Damage, gain some Physical and Elemental Damage as Extra Chaos Damage and take reduced damage from Damage Over Time.","Vous bénéficiez d'une Augmentation de Dégâts de chaos infligés. Vous rajoutez une partie de vos Dégâts physiques et élémentaires sous forme de Dégâts de chaos. Vous bénéficiez d'une Réduction des Dégâts subis sur la durée.","Ihr verfügt über erhöhten Chaosschaden, verursacht einen Teil des physischen und Elementarschadens als extra Chaosschaden und erleidet verringerten Schaden über Zeit.","混沌ダメージ増加、物理および元素ダメージの一部を混沌ダメージとして追加、受ける継続ダメージが減少。","카오스 피해가 증가하고, 물리 피해 및 원소 피해의 일부를 추가 카오스 피해로 획득하고, 받는 지속 피해가 감소합니다.","Você tem Dano de Caos aumentado, ganha um pouco do Dano Físico e Elemental como Dano de Caos Extra e sofre dano reduzido de Dano Degenerativo.","Вы наносите увеличенный урон хаосом, наносите часть физического урона или урона от стихий в виде дополнительного урона хаосом и получаете уменьшенный постепенный урон.","Tienes daño de caos aumentado, ganas una parte del daño físico y elemental como daño de caos extra y recibes daño reducido del daño degenerativo.","คุณมีความเสียหาย เคออส เพิ่มขึ้น, นำความเสียหาย กายภาพและธาตุ ส่วนหนึ่งไปเสริมเป็น เคออส, และได้รับความเสียหายต่อเนื่อง ลดลง","你增加混沌傷害、獲得部分物理和元素傷害視為額外混沌傷害、減少承受持續傷害。","",1,"Arakaali Shrine","Autel d'Arakaali","Schrein von Arakaali","アラカーリのシュライン","아라칼리 성소","Altar de Arakaali","Алтарь Аракаали","Santuario de Arakaali","แท่นบูชาอาราคาลี","艾爾卡莉神殿","[63,452,2184,544,4727,5807]",1,3,"","","","",36,1860,1,"",7,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[63,452,2184,544,4727,5807]",[17552],"","","","","","",[],"","","","","","","","","","",[],""
2096,"mtx_killstreak_stack","","","","","","","","","","",1,"","","","","","","","","","","",[],1,4,1,"",16850,1,36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2097,"mtx_knightlord_podium_visual_buff","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","KnightlordPodiumVisuals","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2098,"monster_corpse_sink_override_hash","","","","","","","","","","",1,"","","","","","","","","","","",[],"",2,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[16871],[],[16871],[],"","","","","","",[],"","","","","","","","","","",[],""
2099,"mtx_corpsebloom_grow_flowers_on_nearby_corpses","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxCorpsebloomGrowFlowersBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2100,"mtx_corpsebloom_flower_stack","","","","","","","","","","",1,"","","","","","","","","","","",[],"",4,"","","","",36,0,1,"",18,"",1,1,"",13,"","MtxCorpsebloomVisuals","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2101,"mtx_darkness_enthroned_eyeballs","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","CreateEyeballsNearby","","","","",5,"","",0,[],"","",[],"",[],[],[],[],1,"","","","","",[],"","","","","","","","","","",[],""
2102,"mtx_rogue_stalker_crit_gloves_cooldown","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","",1,36,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2103,"ambus_charge_max_endurance_charge_override","","","","","","","","","","",1,"","Ambu's Charge","Charge d'Ambu","Ambus Ansturm","アンブーの突撃","앰부의 돌진","Investida de Ambu","Раж Амбу","La carga de Ambu","Ambu's Charge","安姆布的戰甲",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[17007],[],[17007],[],"","","","","","",[],"","","","","","","","","","",[],""
2104,"mtx_hitstreak_stack","","","","","","","","","","",1,"","","","","","","","","","","",[],1,4,1,17025,17026,1,36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2105,"torment_possessed_player","You have been possessed by a Tormented Spirit","Vous avez été possédé par un Esprit tourmenté","Ihr seid von einer Gequälten Seele besessen.","拷問された幽霊に憑依されています。","고통받는 혼백에 사로잡혔습니다.","Você foi possuído por um Espírito Atormentado","В вас вселился страдающий дух","Un espíritu atormentado te ha poseído","คุณถูกเข้าสิงโดย ผีตายโหง","你被罪魂附身","","","Possession","Possession","Besessenheit","憑依","사로잡힘","Possessão","Одержимость","Posesión","เข้าสิง","附身",[],1,1,"","","","",36,377,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2106,"mtx_mist_spirits_spawn_nearby","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxMistSpiritsSpawnNearby","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2107,"suppress_phasing_visuals","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[5923],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2108,"heal_on_nearby_death","","","","","","","","","","",1,"","","","","","","","","","","",[17145],1,1,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[17145],[],"","","","","","",[],"","","","","","","","","","",[],""
2109,"ground_maelstrom_invisible","","","","","","","","","","",1,"","","","","","","","","","","",[2022],1,3,"","","","",36,0,"","",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[2022],[],"","","","","","",[],"","","","","","","","","","",[4614],""
2110,"mtx_voidforge_element_flare","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxVoidforgeFlare","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2111,"sanctum_failure","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],"[141,862,1310,8288,3023,6939,6938]",[],[],"","","","","","",[],"","","","","","","","","","",[],""
2112,"mtx_polymorphed","Your form has been changed.","Votre apparence a été modifiée.","Eure Gestalt hat sich verändert.","あなたの外見は変化しています。","형체가 변화합니다.","Sua forma mudou.","Ваш облик был изменён.","Tu forma ha cambiado.","ร่างกายของถูกเนรมิตให้เปลี่ยนไปจากเดิม","你的形體被改變。","","","Polymorphed","Polymorphé","Polymorph","ポリモーフ","다형화","Transformado","Полиморфизм","Víctima de polimorfia","ร่างเนรมิต","變形",[],"",2,"","","","",36,1895,1,"",18,"",1,1,"",0,"","MtxPolymorphed","","","","",5,"","",0,[],"","",[],"",[17165],[],[17165],[],"","","","","","",[],"","","","","","","","","","",[],""
2113,"mtx_balefire_wings","","","","","","","","","","",1,"","","","","","","","","","","",[],1,2,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxBalefireWings","","","","",5,"","",0,[],"","",[],"",[17185],[],[17185],[],"","","","","","",[],"","","","","","","","","","",[],""
2114,"number_of_times_cold_damage_dealt_recently","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","",1,36,0,1,"",18,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2115,"number_of_times_lightning_damage_dealt_recently","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","",1,36,0,1,"",18,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2116,"sanctum_fire_beam","You are taking Fire Damage over time and losing Resolve over time.","Vous subissez des Dégâts de feu sur la durée et perdez de la Résolution sur la durée.","Ihr erleidet Feuerschaden über Zeit und verliert Willenskraft über Zeit.","継続火ダメージを受け、徐々に決心を失っている","지속 화염 피해를 받으며 지속적으로 투지를 잃고 있습니다.","Você está sofrendo Dano de Fogo degenerativo e perdendo Determinação com o tempo.","Вы получаете постепенный урон от огня и постепенно теряете решимость.","Recibes daño de fuego degenerativo y pierdes resolución a lo largo del tiempo.","คุณได้รับความเสียหาย ไฟ ต่อเนื่อง และคุณกำลังสูญเสียความแน่วแน่ต่อเนื่อง","你持續受到火焰傷害並持續失去決心。","","","Unholy Scalding","Brûlure impie","Unheilige Verbrennung","不浄な煮沸","불경한 탕상","Brasa Profana","Нечестивое сжигание","Escaldado profano","ไหม้ไปด้วยไออธรรม","邪惡灼傷","[2020,17209]",1,3,"","","",1,36,1896,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[2020,17209]",[],"","","","","","",[],"","","","","","","","","","",[],""
2117,"life_mastery_nearby_enemy_life_regen","","","","","","","","","","",1,"","","","","","","","","","","",[2448],1,3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[2448],[],"","","","","","",[],"","","","","","","","","","",[],""
2118,"sanctum_damage_over_time","","","","","","","","","","",1,"","","","","","","","","","","",[],1,3,"","","","",36,0,1,"",18,"",1,1,"",0,"","SanctumDamageOverTime","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
