"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","PoE2","string_26","Guild","row_35","string_43"
688,"TinkersWaypoint","Tinker's Waypoint","Point de téléportation du Bricoleur","Wegpunkt des Tüftlers","からくりウェイポイント","땜장이의 거점","Marcador do Faz-tudo","Портал лудильщика для убежища","Transportador del calderero","เวย์พอยน์ช่างเชื่อม","裝飾物：匠師傳送點","",466,"","","","",""
689,"ForbiddenSanctum","Forbidden Sanctum","Forbidden Sanctum","Forbidden Sanctum","Forbidden Sanctum","금지된 성역","Sanctum Proibido","Запретное святилище","Forbidden Sanctum","Forbidden Sanctum","禁忌聖域","",426,"","","","",""
690,"Core2023","Core 2023","Universel (2023)","Universell 2023","コア 2023","코어 2023","Principais 2023","Основные наборы 2023","Universal 2023","คอร์ 2023","2023 熔核之心","",426,"","","","",""
691,"AlchemistTheme","Alchemist","Alchimiste","Alchemist","錬金術師","연금술사","Alquimista","Алхимик","Alquimista","Alchemist","煉金術師","",426,"","","","",""
692,"VaultPass","Kirac's Vault","Salle des coffres de Kirac","Kiracs Schatzkammer","キラックの金庫室","키락의 금고실","Cofre de Kirac","Хранилище Кирака","Bóveda de Kirac","คลังของคิรัค","基拉克的秘寶","","","","","","",""
693,"ArachnidTheme","Arachnid","Arachnide","Arachnide","アラクニド","거미류","Aracnídeo","Арахнид","Arácnido","Arachnid","蜘蛛","",426,"","","","",""
694,"ShadeTheme","Shade","Fantôme","Schatten","シェード","망령","Sombrio","Тень","Sombra","Shade","影魅","",426,"","","","",""
695,"DiscipleTheme","Disciple","Disciple","Jünger","ディサイプル","신봉자","Discípulo","Адепт","Discípulo","Disciple","門徒","",426,"","","","",""
696,"TrialOfTheAncestorsTheme","Trial of the Ancestors","Trial of the Ancestors","Trial of the Ancestors","Trial of the Ancestors","선조들의 심판","Torneio dos Ancestrais","Испытание Предков","Trial of the Ancestors","Trial of the Ancestors","祖靈的試煉","",426,"","","","",""
697,"MagmaticTheme","Magmatic","Magmatique","Magmatisch","マグマ","마그마","Magmático","Магматический","Magmático","Magmatic","岩漿","",426,"","","","",""
698,"Core2024","Core 2024","Universel (2024)","Universell 2024","コア 2024","코어 2024","Principal 2024","Основные наборы 2024","Universal 2024","คอร์ 2024","2024 熔核之心","",426,"","","","",""
699,"AfflictionTheme","Affliction Theme","Affliction","Affliction-Thema","Afflictionテーマ","고난 테마","Tema Affliction","Тематика Заклятия","Temática de Affliction","ธีม Affliction","禁咒主題","",426,"","","","",""
700,"RaceRewards","Race Rewards","Récompenses de course","Race-Belohnungen","レース報酬","레이스 보상","Recompensas de Corridas","Награды за гонки","Recompensas de carreras","ของรางวัลงานแข่ง","比賽獎賞","",426,"","","","",""
701,"SolarTheme","Solar","Solaire","Sonne","ソーラー","태양의","Solar","Солнце","Solar","Solar","日耀的","",426,"","","","",""
702,"EldritchTheme","Eldritch","Surnaturel","Unheimlich","エルドリッチ","섬뜩한","Ancestral","Древний","Sobrenatural","Eldritch","異能","",426,"","","","",""
703,"NecropolisTheme","Necropolis","Necropolis","Necropolis","Necropolisテーマ","네크로폴리스","Necropolis","Некрополь","Necropolis","Necropolis","魔影墓場","",426,"","","","",""
704,"VoidbornTheme","Voidborn","Néangendré","Leerengeborener","ヴォイドボーン","공허의 시초","Nascido do Vazio","Рожденный Пустотой","Nacido del vacío","Voidborn","虛誕","",426,"","","","",""
705,"WuzhiqiTheme","Wuzhiqi","Wuzhiqi","Wuzhiqi","無支祁","무지기","Wuzhiqi","Wuzhiqi","Wuzhiqi","Wuzhiqi","巫支祁","",426,"","","","",""
706,"PaladinTheme","Paladin","Paladin","Paladin","パラディン","성기사","Paladino","Паладин","Paladín","Paladin","聖騎士","",426,"","","","",""
707,"PenanceTheme","Penance","Pénitence","Büßender","ペナンス","속죄","Penitente","Покаяние","Penitencia","Penance","苦行","",426,"","","","",""
708,"SettlersOfKalguurTheme","Settlers of Kalguur","Settlers of Kalguur","Settlers of Kalguur","Settlers of Kalguur","칼구르의 정착자들","Colonos de Kalguur","Поселенцы Калгуура","Settlers of Kalguur","Settlers of Kalguur","卡爾葛拓荒者","",426,"","","","",""
709,"DawnoftheHuntTheme","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","Dawn of the Hunt","사냥의 서막","Despertar da Caçada","Начало охоты","Dawn of the Hunt","Dawn of the Hunt","《狩獵黎明》","",426,"","","","",""
710,"FaridunTheme","Faridun","Faridun","Faridun","ファリドゥン","파리둔","Faridun","Фаридунцы","Faridun","ฟาริดัน","法里登","",426,"","","","",""
711,"KitavaTheme","Kitava","Kitava","Kitava","キタヴァ","키타바","Kitava","Китава","Kitava","Kitava","奇塔弗","",426,"","","","",""
712,"SanguineTheme","Sanguine","Sanguin","Blutig","紅","핏빛","Sanguínio","Багровые","Sanguino","Sanguine","腥紅","",426,"","","","",""
713,"SunClanTheme","Sun Clan","Clan du Soleil","Sonnenclan","太陽の部族","태양 혈족","Clã do Sol","Клан Солнца","Clan del sol","เผ่าตะวัน","太陽氏族","",426,"","","","",""
714,"DarkTempestTheme","Dark Tempest","Tempête sombre","Düstersturm","ダークテンペスト","검은 폭풍","Tempestade Sombria","Тёмная буря","Tempestad oscura","Dark Tempest","黑暗暴風","",426,"","","","",""
715,"PhrecianMagistrateTheme","Phrecian Magistrate","Magistrat phrécien","Phrecischer Magistrat","フレシアの執政官","프레시아 재판관","Magistrado Fireciano","Фрекийский судья","Magistrado de Phrecia","Phrecian Magistrate","費西亞裁判官","",426,"","","","",""
716,"CryptkeeperTheme","Cryptkeeper","Gardien de la crypte","Gruftwächter","クリプトキーパー","지하실 지킴이","Guardião da Cripta","Хранитель склепа","Guardián de la cripta","Cryptkeeper","墓穴守護者","",426,"","","","",""
717,"HonourGuardTheme","Honour Guard","Garde d'honneur","Ehrengarde","儀仗兵","의장대","Guarda de Honra","Почётный караул","Guardia de honor","กองเกียรติยศ","榮光守衛","",426,"","","","",""
718,"ZodiacDragon","Zodiac Dragon","Dragon du zodiaque","Tierkreisdrache","ゾディアックドラゴン","성좌의 용","Dragão do Zodíaco","Zodiac Dragon","Dragón del zodíaco","Zodiac Dragon","黃道巨龍","",426,"","","","",""
719,"JusticeTheme","Justice","Justice","Gerechtigkeit","正義","정의","Justiça","Правосудие","Justicia","Justice","偉岸正義","",426,"","","","",""
720,"TrarthanExecutionerTheme","Trarthan Executioner","Bourreau trarthien","Trarthanischer Henker","トラーサスの処刑人","트라투스 사형 집행자","Algoz Trarthano","Палач Тератны","Verdugo trarthano","Trarthan Executioner","特拉特斯處刑者","",426,"","","","",""
721,"ChaosbornDruidTheme","Chaosborn Druid","Druide né du chaos","Chaosgeborener Druide","カオスボーンドルイド","혼돈의 시초 드루이드","Druida Naticaos","Рождённый Хаосом друид","Druida nacido del caos","ดรูอิดห้วงเคออส","混沌德魯伊","",426,"","","","",""
722,"FleshWardenTheme","Flesh Warden","Protecteur de Chair","Fleischwache","肉のウォーデン","육신의 간수","Guarda de Carne","Страж плоти","Vigilante de carne","พัศดีกายเนื้อ","血肉衛者","",426,"","","","",""
723,"DefilerTheme","Defiler","Profanateur","Schänder","冒涜者","모독자","Profanador","Осквернитель","Profanador","ผู้เสื่อมทราม","汙濁之靈","",426,"","","","",""
724,"ThirdEdictTheme","Third Edict","Third Edict","Third Edict","サードエディクト","세 번째 칙령","Third Edict","Третий эдикт","Third Edict","Third Edict","第三戒律","",426,"","","","",""
725,"VaalChronoSeerTheme","Vaal Chrono Seer","Chrono-devin vaal","Vaal Chronoseher","ヴァール時の予言者","바알 시간 예견자","Vidente do Tempo Vaal","Хроно-провидец ваал","Vidente temporal vaal","โหรกาลเวลาวาล์","瓦爾時空先知","",426,"","","","",""
726,"DjinnTheme","Djinn","Djinn","Djinn","ジン","진","Djinn","Джинн","Genio","จินน์","巨靈","",426,"","","","",""
727,"ChampionOfTheopolisTheme","Champion of Theopolis","Champion de Théopolis","Champion von Theopolis","セオポリスの覇者","테오폴리스의 용사","Campeão de Teópolis","Чемпион Теополиса","Campeón de Teópolis","Champion of Theopolis","費歐普羅斯之冠","",426,"","","","",""
728,"VerdantMagusTheme","Verdant Magus","Mage verdoyant","Grünender Magus","新緑の魔導士","신록의 신관","Mago Verdejante","Ведун леса","Mago boscoso","Verdant Magus","蒼鬱法師","",426,"","","","",""
729,"KeepersOfTheFlameTheme","Keepers of the Flame","Keepers of the Flame","Keepers of the Flame","炎の守護者","불길의 수호자들","Protetores da Chama","Хранители Пламени","Keepers of the Flame","Keepers of the Flame","黯焰看守者","",426,"","","","",""
730,"KalguuranTheme","Kalguuran","Kalguurien","Kalguurisch","カルグール","칼구르","Kalguurano","Калгууранец","Kalgurano","Kalguuran","卡爾葛","",426,"","","","",""
731,"PrecursorTheme","Precursor","Prédécesseur","Wegbereiter","先人","선도자","Precursor","Предтеча","Precursor","Precursor","先行者","",426,"","","","",""
732,"BattleHardenedTheme","Battle-hardened","Aguerri","Kampferprobt","戦闘で鍛えられた","전투 단련","Calejado pela Batalha","Закалённый в боях","Veterano","ผ่านศึก","身經百戰","",426,"","","","",""
733,"BloodMoonTheme","Blood Moon","Lune de sang","Blutmond","ブラッドムーン","핏빛 달","Lua de Sangue","Кровавая луна","Luna de sangre","จันทร์สีเลือด","血月","",426,"","","","",""
734,"CrocoliskTheme","Crocolisk","Crocolisc","Krokolisk","クロコリスク","크로코리스크","Crocolisco","Кроколиск","Crocolisco","คร็อกโคลิสก์","巨鱷神兵","",426,"","","","",""
735,"TheLastOfTheDruidsTheme","The Last of the Druids","The Last of the Druids","The Last of the Druids","ラストオブドルイド","최후의 드루이드","The Last of the Druids","Последний из друидов","The Last of the Druids","The Last of the Druids","最後的德魯伊","",426,"","","","",""
736,"ForgemasterTheme","Forgemaster","Maître de la forge","Schmiedemeister","フォージマスター","제련 장인","Mestre da Forja","Главный кузнец","Maestro de la forja","ผู้คุมโรงหลอม","冶煉師範","",426,"","","","",""
737,"BestialTheme","Bestial","Bestial","Bestialisch","ベスティアリー","야성적인","Bestial","Звериные","Bestial","สัตว์เดรัจฉาน","獸性奔騰","",426,"","","","",""
738,"LichbornTheme","Lichborn","Lichené","Lichgeborener","リッチボーン","리치 태생","Lich Nato","Личерождённый","Nacido del liche","กำเนิดจากลิช","巫妖之裔","",426,"","","","",""
739,"CuratorOfWisdomTheme","Curator of Wisdom","Dépositaire de la sagesse","Kurator der Weisheit","知恵のキュレーター","지혜의 관리자","Curador da Sabedoria","Хранитель мудрости","Curador de sabiduría","Curator of Wisdom","策智學者","",426,"","","","",""
740,"IronIncarceratorTheme","Iron Incarcerator","Incarcérateur de fer","Eiserner Kerkermeister","鉄の投獄者","철의 감독관","Encarcerador de Ferro","Железный тюремщик","Encarcelador de hierro","Iron Incarcerator","鐵牢囚衛","",426,"","","","",""
741,"MirageTheme","Mirage","Mirage","Mirage","ミラージュ","허상","Mirage","Мираж","Mirage","มิราจ","蜃景","",426,"","","","",""
742,"OriginatorsTheme","Originator's","Instigateur","Erschafferin","オリジネーター","태초자의","Originadora","Источник","Originadora","ผู้รังสรรค์","開創者","",426,"","","","",""
743,"AwakenersTheme","Awakener's","Éveilleur","Erwecker","覚醒者","Awakener's","Precursor","Пробудитель","Despertador de mundos","ผู้ทำให้โลกตื่น","喚醒者","",426,"","","","",""
744,"RegalTheme","Regal","Royal","Hoheitlich","王者","Regal","Régio","Царские","Regio","Regal","富豪","",426,"","","","",""
745,"BreachSwarmTheme","Breach Swarm","Essaim de Brèche","Riss-Schwarm","ブリーチスウォーム","Breach Swarm","Enxame da Fenda","Рой Разлома","Enjambre de fisura","ฝูงบรีช","裂痕巢湧","",426,"","","","",""
746,"ExtraEffectMtx","Extra Effects","Effets supplémentaires","Extra Effekte","追加エフェクト","추가 이펙트","Efeitos Extras","Дополнительные эффекты","Efectos adicionales","เอฟเฟคเสริม","額外效果","","","","","","",""
747,"BowMtx","Bow Skin","Apparence d'arc","Bogen-Skin","弓スキン","활 스킨","Visual de Arco","Внешний вид лука","Aspecto para arco","สกินธนู","弓外觀","","","","","","",""
748,"MaceMtx","Mace Skin","Apparence de masse","Streitkolben-Skin","メイススキン","철퇴 스킨","Visual de Maça","Внешний вид булавы","Aspecto para maza","สกินกระบอง","錘外觀","","","","","","",""
749,"SceptreMtx","Sceptre Skin","Apparence de sceptre","Zepter-Skin","セプタースキン","셉터 스킨","Visual de Cetro","Внешний вид скипетра","Aspecto para cetro","สกินคทา","權杖外觀","","","","","","",""
750,"AxeMtx","Axe Skin","Apparence de hache","Axt-Skin","斧スキン","도끼 스킨","Visual de Machado","Внешний вид топора","Aspecto para hacha","สกินขวาน","斧外觀","","","","","","",""
751,"SwordMtx","Sword Skin","Apparence d'épée","Schwert-Skin","剣スキン","검 스킨","Visual de Espada","Внешний вид меча","Aspecto para espada","สกินดาบ","劍外觀","","","","","","",""
752,"WandMtx","Wand Skin","Apparence de baguette","Zauberstab-Skin","ワンドスキン","마법봉 스킨","Visual de Varinha","Внешний вид жезла","Aspecto para varita","สกินไม้กายสิทธิ์","法杖外觀","","","","","","",""
753,"StaffMtx","Staff Skin","Apparence de bâton","Stab-Skin","スタッフスキン","지팡이 스킨","Visual de Cajado","Внешний вид посоха","Aspecto para báculo","สกินไม้พลอง","長杖外觀","","","","","","",""
754,"ClawMtx","Claw Skin","Apparence de griffe","Klaue-Skin","鉤爪スキン","클로 스킨","Visual de Garra","Внешний вид когтя","Aspecto para garra","สกินกรงเล็บ","爪外觀","","","","","","",""
755,"StashUpgrades","Upgrade","Amélioration","Aufwertung","アップグレード","업그레이드","Aprimoramento","Улучшение","Mejora","อัพเกรด","升級","","","","","","",""
756,"StashBundles","Bundles","Bundles","Pakete","バンドル","꾸러미","Pacotes","Наборы","Paquetes","ชุดสุดคุ้ม","組合包","","","","","","",""
757,"StashLeagueTabs","League","Ligue","Liga","リーグ","리그","Liga","Лига","Liga","ลีก","聯盟","","","","","","",""
758,"PetBiped","Biped","Bipède","Zweibeiner","二足歩行","두 발","Bípede","Двуногие","Bípedos","สัตว์สองขา","兩足動物","","","","","","",""
759,"PetQuadruped","Quadruped","Quadrupède","Vierfüßler","四足歩行","네 발","Quadrúpede","Четвероногие","Cuadrúpedo","สัตว์สี่ขา","四足動物","","","","","","",""
760,"PetFlying","Flying","Volant","Fliegend","飛行","비행","Voador","Летающие","Volador","สัตว์ปีก","飛行動物","","","","","","",""
761,"PetMammal","Mammal","Mammifère","Säugetier","哺乳類","포유류","Mamífero","Млекопитающие","Mamífero","สัตว์เลี้ยงลูกด้วยนม","哺乳類動物","","","","","","",""
762,"PetMechanical","Mechanical","Mécanique","Mechanisch","機械","기계","Mecânico","Механические","Mecánico","เครื่องจักร","機械","","","","","","",""
763,"PetMythical","Mythical","Mythique","Mythisch","神話","신화","Mítico","Мифические","Mítico","สัตว์วิเศษ","神話","","","","","","",""
764,"PetFish","Fish","Poisson","Fisch","魚","물고기","Peixe","Рыба","Pez","ปลา","魚影","","","","","","",""
765,"PetArthropod","Arthropod","Arthropode","Gliederfüßer","節足動物","절지류","Artrópode","Членистоногие","Artrópodo","สัตว์ขาปล้อง","節肢動物","","","","","","",""
766,"PetCephalopod","Cephalopod","Céphalopode","Kopffüßer","頭足類","두족류","Cefalópode","Головоногие","Cefalópodo","เซฟาโลพอต","頭足綱動物","","","","","","",""
767,"PetAmphibian","Amphibian","Amphibien","Amphibie","両生類","양서류","Anfíbio","Земноводные","Anfibio","สัตว์ครึ่งบกครึ่งน้ำ","兩棲動物","","","","","","",""
768,"PetReptile","Reptile","Reptile","Reptil","爬虫類","파충류","Réptil","Рептилии","Reptil","สัตว์เลื้อยคลาน","爬行動物","","","","","","",""
769,"PetVisualEffect","Visual Effect","Effet visuel","Visueller Effekt","視覚エフェクト","시각 이펙트","Efeito Visual","Визуальный эффект","Efecto visual","ภาพเอฟเฟค","視覺效果","","","","","","",""
770,"HideoutMtx","Hideouts","Repaires","Verstecke","隠れ家","은신처","Refúgios","Убежища","Guaridas","ที่ซ่อน","藏身處","","","","","","",""
771,"StashSkinMtx","Stash Skin","Apparence de Réserve","Truhe-Skin","スタッシュスキン","보관함 스킨","Visual de Baú","Внешний вид тайника","Aspecto para alijo","สกินคลังเก็บของ","倉庫外觀","","","","","","",""
772,"MapDeviceMtx","Map Device Skin","Apparence de Dispositif cartographique","Kartenapparat-Skin","マップデバイススキン","지도 장치 스킨","Visual de Dispositivo de Mapas","Внешний вид Машины картоходца","Aspecto para artefacto de mapas","สกินเครื่องเปิดแผนที่","地圖裝置外觀","","","","","","",""
773,"CraftingBenchMtx","Crafting Bench Skin","Apparence d'Établi d'artisanat","Werkbank-Skin","クラフトベンチスキン","작업대 스킨","Visual de Mesa de Forja","Внешний вид верстака","Aspecto para mesa de fabricación","สกินโต๊ะคราฟท์","工藝台外觀","","","","","","",""
774,"HideoutDecoration","Decoration","Décoration","Dekoration","装飾品","장식물","Decoração","Украшение","Decoración","ของตกแต่ง","裝飾物","","","","","","",""
775,"HideoutArchitectural","Architectural Decoration","Décoration architecturale","Dekoration: Architektur","建築装飾品","건축 장식물","Decoração Arquitetural","Украшение: архитектура","Decoración arquitectónica","ของตกแต่งสถาปัตยกรรม","建築裝飾物","","","","","","",""
776,"HideoutFurniture","Furniture Decoration","Décoration mobilière","Dekoration: Möbel","家具装飾品","가구 장식물","Decoração de Mobília","Украшение: мебель","Decoración de muebles","ของตกแต่งเฟอร์นิเจอร์","家具裝飾物","","","","","","",""
777,"HideoutLighting","Lighting Decoration","Décoration lumineuse","Dekoration: Beleuchtung","光装飾品","조명 장식물","Decoração de Iluminação","Украшение: освещение","Decoración de luz","ของตกแต่งแสงเงา","照明裝飾物","","","","","","",""
778,"PortalFire","Fire","Feu","Feuer","火","불","Fogo","Огонь","Fuego","ไฟ","火焰","","","","","","",""
779,"PortalWater","Water","Eau","Wasser","水","물","Água","Вода","Agua","น้ำ","水","","","","","","",""
780,"PortalLightning","Lighting","Foudre","Blitz","雷","빛","Raio","Молнии","Rayo","สายฟ้า","光線","","","","","","",""
781,"PortalIce","Ice","Glace","Eis","氷","얼음","Gelo","Лёд","Hielo","น้ำแข็ง","冰","","","","","","",""
782,"PortalEldritch","Eldritch","Surnaturel","Übernatürlich","エルドリッチ","섬뜩한","Ancestral","Мистические","Sobrenatural","ผิดธรรมชาติ","異能","","","","","","",""
783,"PortalArcane","Arcane","Arcane","Arkan","アーケイン","비전","Arcano","Колдовские","Arcano","อาคม","秘術","","","","","","",""
784,"PortalMechanical","Mechanical","Mécanique","Mechanisch","機械","기계","Mecânico","Механические","Mecánico","เครื่องจักร","機械","","","","","","",""
785,"PortalMythical","Mythical","Mythique","Mythisch","神話","신화","Mítico","Мифические","Mítico","สัตว์วิเศษ","神話","","","","","","",""
786,"PortalCelestial","Celestial","Céleste","Himmlisch","天体","천공","Celestial","Небесные","Celestial","Celestial","絢麗眾星","","","","","","",""
787,"PortalEarth","Earth","Terre","Erde","大地","대지","Terra","Земные","Tierra","ปฐพี","大地","","","","","","",""
788,"PortalDemonic","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco","Демонические","Demoníaco","Demonic","惡魔的","","","","","","",""
789,"PortalDivine","Divine","Divin","Göttlich","神","신성","Divino","Божественные","Divino","Divine","神聖的","","","","","","",""
790,"PortalStygian","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio","Стигийские","Estigio","Stygian","冥河","","","","","","",""
791,"WingsMtx","Wings","Ailes","Flügel","翼","날개","Asas","Крылья","Alas","ปีก","翼","","","","","","",""
792,"CloakMtx","Cloak","Cape","Umhang","マント","망토","Capa","Плащ","Capa","ผ้าคลุม","隱袍","","","","","","",""
793,"BackAttachmentMtx","Back Attachment","Accessoire dorsal","Rückenzusatz","背面装飾品","등 부착물","Adorno Dorsal","Заплечное украшение","Accesorio para la espalda","แฟชั่นติดหลัง","背飾","","","","","","",""
794,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","Path of Exile 2 : Accès anticipé","Path of Exile 2 Early Access","Path of Exile 2 早期アクセス","패스 오브 엑자일 2 얼리 액세스","Acesso Antecipado ao Path of Exile 2","Ранний доступ Path of Exile 2","Acceso anticipado para Path of Exile 2","Path of Exile 2 Early Access","《流亡黯道 2》搶先體驗","",426,"","","","",""
795,"PoE2ArmourSets","Armour Set","Ensemble d'armure","Rüstungsset","防具セット","방어구 세트","Conjunto de Armadura","Набор доспехов","Set de armadura","ชุดเกราะเซ็ต","組合包","","","","","",31,""
796,"PoE2Helmets","Helmet","Casque","Helm","兜","투구","Elmo","Шлем","Casco","หมวก","頭盔","","","","","",31,""
797,"PoE2BodyArmours","Body Armour","Armure","Körperrüstung","鎧","갑옷","Peitoral","Нательный доспех","Armadura","เสื้อเกราะ","身體護甲","","","","","",31,""
798,"PoE2Gloves","Gloves","Gants","Handschuhe","手袋","장갑","Luvas","Перчатки","Guantes","ถุงมือ","手部外觀","","","","","",31,""
799,"PoE2Boots","Boots","Bottes","Stiefel","靴","장화","Botas","Сапоги","Botas","รองเท้า","長靴","","","","","",31,""
800,"PoE2BackAttachment","Back Attachment","Accessoire dorsal","Rückenzusatz","背面装飾品","등 부착물","Adorno Dorsal","Заплечное украшение","Accesorio para la espalda","แฟชั่นติดหลัง","背飾","","","","","",31,""
801,"PoE2HelmetAttachment","Helmet Attachment","Accessoire de casque","Helmzusatz","兜装飾品","투구 부착물","Acessório de Elmo","Эффект шлема","Accesorio para casco","แฟชั่นติดหมวก","頭部特效","","","","","",31,""
802,"PoE2BeltAttachment","Belt Attachment","Accessoire de ceinture","Gürtelzusatz","ベルト装飾品","허리띠 부착물","Acessório de Cinto","Украшение для пояса","Accesorio para cinturón","แฟชั่นติดเข็มขัด","腰帶附加","","","","","",31,""
803,"PoE2HipAttachment","Hip Attachment","Accessoire à la hanche","Hüftzusatz","腰装飾品","허리 부착물","Acessório de Cintura","Набедренное украшение","Accesorio para cadera","แฟชั่นติดสะโพก","臀部附加","","","","","",31,""
804,"PoE2Footprints","Footprints","Effet d'empreintes de pas","Fußspuren","足跡","발자국","Pegadas","Следы","Huellas","รอยเท้า","行走特效","","","","","",31,""
805,"PoE2WeaponSkin","Weapon Skin","Apparence d'arme","Waffenskin","武器スキン","무기 스킨","Visual de Arma","Внешний вид оружия","Aspecto para arma","สกินอาวุธ","武器外觀","","","","","",32,""
806,"PoE2WeaponEffect","Weapon Effect","Effet d'arme","Waffeneffekt","武器エフェクト","무기 이펙트","Efeito de Arma","Эффект оружия","Efecto para arma","เอฟเฟคอาวุธ","武器特效","","","","","",32,""
807,"PoE2ShieldSkin","Shield Skin","Apparence de bouclier","Schild-Skin","盾スキン","방패 스킨","Visual de Escudo","Внешний вид щита","Aspecto para escudo","สกินโล่","護盾外觀","","","","","",32,""
808,"PoE2FinisherEffect","Finisher Effect","Effet de mise à mort","Vollstreckereffekt","フィニッシャーエフェクト","마무리 이펙트","Efeito Finalizador","Эффект добивания","Efecto de remate","เอฟเฟคปลิดชีพ","終結特效","","","","","",36,""
809,"PoE2CharacterEffect","Character Effect","Effet de personnage","Charaktereffekt","キャラクターエフェクト","캐릭터 이펙트","Efeito de Personagem","Эффект персонажа","Efecto para el personaje","เอฟเฟคตัวละคร","角色特效","","","","","",36,""
810,"PoE2ExtraEffect","Extra Effect","Effet supplémentaire","Zusätzlicher Effekt","追加エフェクト","추가 이펙트","Efeito Extra","Дополнительный эффект","Efecto adicional","เอฟเฟคเสริม","額外效果","","","","","",36,""
811,"PoE2LevelUpEffect","Level-Up Effect","Effet de Passage de niveau","Stufenaufstieg-Effekt","レベルアップエフェクト","레벨 상승 이펙트","Efeito de Subir Nível","Эффект повышения уровня","Efecto al subir de nivel","เอฟเฟคเลเวลขึ้น","升級特效","","","","","",36,""
812,"PoE2DodgeRollEffect","Dodge Roll Effect","Effet de Roulade","Ausweichrolle-Effekt","ドッジロールエフェクト","회피 구르기 이펙트","Efeito de Cambalhota Evasiva","Эффект уворота кувырком","Efecto para esquivar rodando","เอฟเฟคกลิ้งหลบ","翻滾特效","","","","","",36,""
813,"PoE2ChargeSkins","Alternate Charge Skin","Apparence de Charges alternatives","Ladungen-Skin","代替チャージスキン","대체 충전 스킨","Visual Alternativo de Cargas","Внешний вид зарядов","Aspecto alternativo para cargas","สกินชาร์จแบบพิเศษ","替代能量球外觀","","","","","",36,""
814,"PoE2Rings","Ring Skin","Apparence de bague","Ring-Skin","指輪スキン","반지 스킨","Visual de Anel","Внешний вид кольца","Aspecto para anillo","สกินแหวน","戒指外觀","","","","","",37,""
815,"PoE2Amulets","Amulet Skin","Apparence d'amulette","Amulett-Skin","アミュレットスキン","목걸이 스킨","Visual de Amuleto","Внешний вид амулета","Aspecto para amuleto","สกินสร้อย","項鍊外觀","","","","","",37,""
816,"PoE2Flasks","Flask Skin","Apparence de Flacon","Fläschchen-Skin","フラスコスキン","플라스크 스킨","Visual de Frasco","Внешний вид флакона","Aspecto para frasco","สกินขวดยา","藥劑外觀","","","","","",37,""
817,"PoE2HideoutArea","Hideout Area","Zone de Repaire","Vesteckgebiet","隠れ家エリア","은신처 지역","Área de Refúgio","Область убежища","Área de guarida","ด่านที่ซ่อน","藏身處區域","","","","","",39,""
818,"PoE2UtilitySkins","Utility Skins","Apparences utilitaires","Allgemeine Skins","ユーティリティスキン","특수 스킨","Visuais Utilitários","Прочие декорации для убежища","Aspectos de utilidad","สกินวัตถุใช้สอย","功能外觀","","","","","",39,""
819,"PoE2HideoutDecorations","Decorations","Décorations","Dekorationen","装飾品","장식물","Decorações","Декорации","Decoraciones","ของตกแต่ง","裝飾物","","","","","",39,""
820,"PoE2Cursor","Cursor","Curseur","Mauszeiger","カーソル","커서","Cursor","Курсор","Cursor","เคอร์เซอร์","鼠標","","","","","",38,""
821,"PoE2Charms","[DNT-UNUSED]Charm Effect","WIP","[DNT-UNUSED]Charm Effect","[DNT-UNUSED]Charm Effect","WIP","WIP","[DNT-UNUSED]Charm Effect","[DNT-UNUSED]Charm Effect","DNT","WIP","","","","","","",""
822,"PoE2CharacterSkin","Character Skin","Apparence de personnage","Charakter-Skin","キャラクタースキン","캐릭터 스킨","Visual de Personagem","Внешний вид персонажа","Aspecto para el personaje","สกินตัวละคร","角色外觀","","","","","",31,""
823,"PoE2SpearSkills","Spear Skills","Aptitudes à la lance","Speer-Fertigkeiten","槍スキル","창 스킬","Habilidades de Lanças","Умения копий","Habilidades de lanza","สกิลหอก","長矛技能","","","","","",35,""
824,"PoE2BowSkills","Bow Skills","Aptitudes à l'arc","Bogen-Fertigkeiten","弓スキル","활 스킬","Habilidades de Arco","Умения лука","Habilidades de arco","สกิลธนู","弓技能","","","","","",35,""
825,"PoE2QuarterstaffSkills","Quarterstaff Skills","Aptitudes au bâton de combat","Kampfsstab-Fertigkeiten","クォータースタッフスキル","육척봉 스킬","Habilidades de Bastão","Умения боевого посоха","Habilidades de bastón","สกิลไม้พลองวรยุทธ์","細杖技能","","","","","",35,""
826,"PoE2DaggerSkills","Dagger Skills","Aptitude à la dague","Dolch-Fertigkeiten","短剣スキル","단검 스킬","Habilidades de Adaga","Умения кинжала","Habilidades de daga","สกิลมีด","匕首技能","","","","","",35,""
827,"PoE2ElementalSkills","Elemental Skills","Aptitudes élémentaires","Elementar-Fertigkeiten","元素スキル","원소 스킬","Habilidades Elementais","Умения стихий","Habilidades elementales","สกิลธาตุ","元素技能","","","","","",35,""
828,"PoE2OccultSkills","Occult Skills","Aptitudes occultes","Okkulte Fertigkeiten","オカルトスキル","비술 스킬","Habilidades Ocultas","Оккультные умения","Habilidades de ocultismo","สกิลไสยศาสตร์","秘巫技能","","","","","",35,""
