"rownum","Index","SkillGem1","Name1","Name1 (French)","Name1 (German)","Name1 (Japanese)","Name1 (Korean)","Name1 (Portuguese)","Name1 (Russian)","Name1 (Spanish)","Name1 (Thai)","Name1 (Traditional Chinese)","SkillGem2","Name2","Name2 (French)","Name2 (German)","Name2 (Japanese)","Name2 (Korean)","Name2 (Portuguese)","Name2 (Russian)","Name2 (Spanish)","Name2 (Thai)","Name2 (Traditional Chinese)","row_52"
200,201,[402],"Perforate","Perforation","Perforieren","パーフォレイト","천공","Perfurar","Пронзающие шипы","Perforación","แทงทะลุ (Perforate)","裂地刺穿",[435],"Ensnaring Arrow","Flèche d'empêtrement","Fesselnder Pfeil","エンスネアリングアロー","올가미 화살","Flecha Aprisionadora","Стрела ловчего","Flecha atrapante","ศรบ่วง (Ensnaring Arrow)","誘捕箭矢",214
201,202,[403],"Chain Hook","Grappin","Kettenhaken","チェーンフック","사슬 갈고리","Corrente com Gancho","Цепной крюк","Gancho de cadena","โซ่ล่ามตะขอ (Chain Hook)","奪魂勾索",[478],"Stormbind","Rune de l'orage","Sturmrune","ストームバインド","폭풍 연대","Vínculo Tempestuoso","Грозовые руны","Rito de tormenta","อักขระสายฟ้า (Stormbind)","風暴術符",215
202,203,[407],"Frostblink","Transfert givrant","Frostspurt","フロストブリンク","서리점멸","Teleporte Gélido","Ледяной скачок","Destello de escarcha","ก้าวน้ำแข็งพริบตา (Frostblink)","霜漣之瞬",[480],"Blade Blast","Explosion de lames","Klingenexplosion","ブレードブラスト","칼날 폭격","Explosão de Lâminas","Взрыв клинков","Explosión de filos","ระเบิดมีด (Blade Blast)","劍刃爆破",216
203,204,[409],"Flesh and Stone","Chair et pierre","Fleisch und Stein","フレッシュアンドストーン","육체와 돌","Carne e Pedra","Камень и плоть","Carne y piedra","เลือดเนื้อและศิลา (Flesh and Stone)","血肉骸骨",[482],"Spellslinger","Projection de sortilèges","Zauberschwinger","スペルスリンガー","주문투척","Feiticeiro","Чароплёт","Lanzahechizos","มือเวทจอมขมัง (Spellslinger)","法術回音",217
204,205,[412],"Pride","Fierté","Stolz","プライド","자부심","Orgulho","Гордость","Orgullo","โอหัง (Pride)","驕傲",[479],"Kinetic Bolt","Éclair cinétique","Kinetisches Geschoss","キネティックボルト","역학 투사체","Tiro Cinético","Кинетический заряд","Descarga cinética","ลูกพลังจลนศาสตร์ (Kinetic Bolt)","力量穿引",218
205,206,[415],"Cobra Lash","Croc de cobra","Kobraschlag","コブララッシュ","코브라 채찍","Chicote de Cobra","Бросок кобры","Latigazo de cobra","จงอางฟาดหาง (Cobra Lash)","毒蛇鞭笞",[476],"Arcane Cloak","Cape arcanique","Arkaner Umhang","アーケインマント","비전의 망토","Capa Arcana","Колдовской плащ","Manto arcano","ม่านอาคม (Arcane Cloak)","秘能披風",219
206,207,[417],"Withering Step","Foulée flétrissante","Verkümmernder Schritt","ウィザリングステップ","고사시키는 걸음","Passo Definhante","Губительный шаг","Paso marchitante","ก้าวเหี่ยวเฉา (Withering Step)","凋零之步",[486],"Intimidating Cry","Cri d'intimidation","Einschüchternder Schrei","インティミデーティングクライ","위협의 함성","Clamor Intimidador","Устрашающий клич","Grito intimidatorio","คำรามข่มขู่ (Intimidating Cry)","威嚇戰吼",220
207,208,"[430,720]","Venom Gyre","Spirale venimeuse","Giftwirbel","ヴェノムジャイア","독액 선회","Espiral Venenosa","Круг яда","Espiral de veneno","มีดบินอสรพิษ (Venom Gyre)","猛毒迴旋",[488],"Ancestral Cry","Cri ancestral","Schrei der Ahnen","アンセストラルクライ","선대의 함성","Clamor Ancestral","Клич предков","Grito ancestral","คำรามบรรพชน (Ancestral Cry)","先祖戰吼",221
208,209,[426],"Summon Skitterbots","Invocation d'Arachnobots","Arachnobots beschwören","スキッターボット召喚","원격 기폭 장치 소환","Convocar Robôs Rastejantes","Призыв мехаботов","Invocar robots escurridizos","อัญเชิญหุ่นยนต์จิ๋ว (Summon Skitterbots)","召喚探測機獸",[487],"Seismic Cry","Cri sismique","Seismischer Schrei","サイズミッククライ","지진 함성","Clamor Sísmico","Сейсмический клич","Grito sísmico","คำรามก้องปฐพี (Seismic Cry)","裂地戰吼",222
209,210,[418],"Plague Bearer","Porte-peste","Pestbringer","プレイグベアラー","독성 운반자","Portador da Praga","Носитель чумы","Portador de plaga","พาหะโรคระบาด (Plague Bearer)","病疫之難",[492],"General's Cry","Cri du Général","Schrei des Generals","ジェネラルズクライ","장군의 함성","Clamor do General","Клич полководца","Grito del general","คำรามแม่ทัพ (General's Cry)","將軍戰吼",223
210,211,[429],"Pestilent Strike","Frappe pestilentielle","Seuchenschlag","ペスティレントストライク","전염성 일격","Golpe Pestilento","Моровой удар","Golpe pestilente","ฟาดเชื้อร้าย (Pestilent Strike)","瘟疫打擊",[485],"Arcanist Brand","Symbole de l'Arcaniste","Zeichen des Arkanisten","アルカニストブランド","신비학자 낙인","Runa Arcanista","Клеймо чаротворца","Marca del arcanista","ตราเวทผู้สร้าง (Arcanist Brand)","奧術烙印",224
211,212,[416],"Summon Carrion Golem","Invocation de Golem de charogne","Aasgolem beschwören","キャリオンゴーレム召喚","부패 골렘 소환","Convocar Golem da Carniça","Призыв трупного голема","Invocar gólem carroñero","อัญเชิญโกเลมซากศพ (Summon Carrion Golem)","召喚食腐魔像",[489],"Penance Brand","Symbole de pénitence","Zeichen der Buße","ペナンスブランド","속죄의 낙인","Runa da Penitência","Клеймо покаяния","Marca de penitencia","ตราเวทผู้บำเพ็ญ (Penance Brand)","贖罪烙印",225
212,213,[436],"Artillery Ballista","Baliste d'artillerie","Artillerie-Balliste","アーティラリーバリスタ","포대 쇠뇌","Balista de Artilharia","Артиллерийская баллиста","Balista de artillería","ป้อมเครื่องยิงปืนใหญ่ (Artillery Ballista)","火砲砲塔",[490],"Wintertide Brand","Symbole du froid hivernal","Zeichen des Winters","ウィンタータイドブランド","겨울의 낙인","Runa da Maré Invernal","Клеймо зимы","Marca de ola invernal","ตราเวทหน้าหนาว (Wintertide Brand)","冬潮烙印",226
213,214,[432],"Shrapnel Ballista","Baliste à shrapnel","Schrapnell-Balliste","シュラプネルバリスタ","파편 쇠뇌","Balista Estilhaçante","Осколочная баллиста","Balista de metralla","ป้อมเครื่องยิงแตกอากาศ (Shrapnel Ballista)","彈片砲塔",[491],"Earthshatter","Pieux telluriques","Erdspalter","アースシャッター","지면 분쇄","Destroçador","Разлом земли","Foco sísmico","พสุธาสะบั้น (Earthshatter)","碎地重擊",227
214,215,[435],"Ensnaring Arrow","Flèche d'empêtrement","Fesselnder Pfeil","エンスネアリングアロー","올가미 화살","Flecha Aprisionadora","Стрела ловчего","Flecha atrapante","ศรบ่วง (Ensnaring Arrow)","誘捕箭矢",[501],"Sigil of Power","Sceau de pouvoir","Rune der Macht","シギルオブパワー","힘의 부적","Emblema do Poder","Печать силы","Runa de poder","ตราสัญลักษณ์แห่งพลัง (Sigil of Power)","咒符之力",228
215,216,[478],"Stormbind","Rune de l'orage","Sturmrune","ストームバインド","폭풍 연대","Vínculo Tempestuoso","Грозовые руны","Rito de tormenta","อักขระสายฟ้า (Stormbind)","風暴術符",[500],"Splitting Steel","Acier à fragmentation","Zersplitternder Stahl","スプリッティングスティール","강철 분할","Aço Violento","Раскалывающая сталь","Acero explosivo","เหล็กกล้าแยกตัว (Splitting Steel)","鋼之裂化",229
216,217,[480],"Blade Blast","Explosion de lames","Klingenexplosion","ブレードブラスト","칼날 폭격","Explosão de Lâminas","Взрыв клинков","Explosión de filos","ระเบิดมีด (Blade Blast)","劍刃爆破",[502],"Flame Wall","Mur de flammes","Feuermauer","フレイムウォール","화염 벽","Parede Flamejante","Стена пламени","Muro de fuego","กำแพงไฟ (Flame Wall)","烈焰之牆",230
217,218,[482],"Spellslinger","Projection de sortilèges","Zauberschwinger","スペルスリンガー","주문투척","Feiticeiro","Чароплёт","Lanzahechizos","มือเวทจอมขมัง (Spellslinger)","法術回音",[496],"Blazing Salvo","Salve embrasée","Feurige Salve","ブレイジングサルヴォ","맹렬한 포격","Salva Ardente","Пылающий залп","Salva ardiente","ลูกไฟกระหน่ำยิง (Blazing Salvo)","熾熱魔炮",231
218,219,[479],"Kinetic Bolt","Éclair cinétique","Kinetisches Geschoss","キネティックボルト","역학 투사체","Tiro Cinético","Кинетический заряд","Descarga cinética","ลูกพลังจลนศาสตร์ (Kinetic Bolt)","力量穿引",[498],"Crackling Lance","Épieu crépitant","Blitzlanze","クラックリングランス","치직대는 창","Lança Crepitante","Искрящееся копьё","Lanza electrizante","หอกสายฟ้า (Crackling Lance)","碎雷電閃",232
219,220,[476],"Arcane Cloak","Cape arcanique","Arkaner Umhang","アーケインマント","비전의 망토","Capa Arcana","Чародейский покров","Manto arcano","ม่านอาคม (Arcane Cloak)","秘能披風",[497],"Void Sphere","Sphère du Néant","Sphäre der Leere","ヴォイドスフィア","공허 구체","Esfera do Vazio","Сфера пустоты","Esfera de vacío","หลุมต่างมิติ (Void Sphere)","虛無玉",233
220,221,[486],"Intimidating Cry","Cri d'intimidation","Einschüchternder Schrei","インティミデーティングクライ","위협의 함성","Clamor Intimidador","Устрашающий клич","Grito intimidatorio","คำรามข่มขู่ (Intimidating Cry)","威嚇戰吼",[499],"Frost Shield","Bouclier de givre","Frostschild","フロストシールド","서리 방패","Escudo Gélido","Морозный щит","Escudo de escarcha","ม่านพลังน้ำแข็ง (Frost Shield)","寒霜護盾",234
221,222,[488],"Ancestral Cry","Cri ancestral","Schrei der Ahnen","アンセストラルクライ","선대의 함성","Clamor Ancestral","Клич предков","Grito ancestral","คำรามบรรพชน (Ancestral Cry)","先祖戰吼",[507],"Hydrosphere","Hydrosphère","Hydrosphäre","ハイドロスフィア","물의 구체","Hidroesfera","Гидросфера","Hidroesfera","วงวารี (Hydrosphere)","水弒界",235
222,223,[487],"Seismic Cry","Cri sismique","Seismischer Schrei","サイズミッククライ","지진 함성","Clamor Sísmico","Сейсмический клич","Grito sísmico","คำรามก้องปฐพี (Seismic Cry)","裂地戰吼",[504],"Hexblast","Explosion calamiteuse","Explodierende Verhexung","ヘックスブラスト","사술폭발","Feitiço Explosivo","Взрыв порчи","Explosión maléfica","ระเบิดคำสาป (Hexblast)","咒術枯萎",236
223,224,[492],"General's Cry","Cri du Général","Schrei des Generals","ジェネラルズクライ","장군의 함성","Clamor do General","Клич полководца","Grito del general","คำรามแม่ทัพ (General's Cry)","將軍戰吼",[513],"Exsanguinate","Exsanguination","Ausbluten","イグザングイネイト","방혈","Ensanguentar","Обескровливание","Desangrar","โลหิตชอนไช (Exsanguinate)","抽血",237
224,225,[485],"Arcanist Brand","Symbole de l'Arcaniste","Zeichen des Arkanisten","アルカニストブランド","신비학자 낙인","Runa Arcanista","Клеймо чаротворца","Marca del arcanista","ตราเวทผู้สร้าง (Arcanist Brand)","奧術烙印",[514],"Corrupting Fever","Fièvre corruptrice","Verderbendes Fieber","コラプティングフィーバー","타락한 열병","Febre Corrompedora","Разлагающая лихорадка","Fiebre corruptora","ไข้ก่อมลทิน (Corrupting Fever)","腐化潮",238
225,226,[489],"Penance Brand","Symbole de pénitence","Zeichen der Buße","ペナンスブランド","속죄의 낙인","Runa da Penitência","Клеймо покаяния","Marca de penitencia","ตราเวทผู้บำเพ็ญ (Penance Brand)","贖罪烙印",[517],"Petrified Blood","Sang pétrifié","Erstarrtes Blut","ペトリファイドブラッド","피 석화","Sangue Petrificado","Окаменелая кровь","Sangre petrificada","โลหิตแน่นิ่ง (Petrified Blood)","石化之血",239
226,227,[490],"Wintertide Brand","Symbole du froid hivernal","Zeichen des Winters","ウィンタータイドブランド","겨울의 낙인","Runa da Maré Invernal","Клеймо зимы","Marca de ola invernal","ตราเวทหน้าหนาว (Wintertide Brand)","冬潮烙印","[516,723]","Reap","Fauchage","Sense","リープ","낫질","Ceifar","Кровавая жатва","Siega","เคียวเก็บเกี่ยว (Reap)","收割",240
227,228,[491],"Earthshatter","Pieux telluriques","Erdspalter","アースシャッター","지면 분쇄","Destroçador","Разлом земли","Foco sísmico","พสุธาสะบั้น (Earthshatter)","碎地重擊",[621],"Defiance Banner","Étendard de défi","Trotzbanner","ディファイアンスバナー","저항의 깃발","Estandarte Desafiador","Знамя непокорности","Estandarte de desafío","ธงแข็งขืน (Defiance Banner)","反抗之旗",241
228,229,[501],"Sigil of Power","Sceau de pouvoir","Rune der Macht","シギルオブパワー","힘의 부적","Emblema do Poder","Печать силы","Runa de poder","ตราสัญลักษณ์แห่งพลัง (Sigil of Power)","咒符之力",[685],"Storm Rain","Pluie électrique","Sturmregen","ストームレイン","폭풍우","Chuva Tempestuosa","Грозовой дождь","Lluvia de tormenta","ฝนสายฟ้า (Storm Rain)","暴風雷雨",242
229,230,[500],"Splitting Steel","Acier à fragmentation","Zersplitternder Stahl","スプリッティングスティール","강철 분할","Aço Violento","Раскалывающая сталь","Acero explosivo","เหล็กกล้าแยกตัว (Splitting Steel)","鋼之裂化",[623],"Rage Vortex","Vortex de rage","Rauschender Vortex","レイジヴォーテックス","격노 소용돌이","Vórtice Furioso","Свирепый вихрь","Vórtice de furia","ความคลั่งหมุนวน (Rage Vortex)","盛怒漩渦",243
230,231,[502],"Flame Wall","Mur de flammes","Feuermauer","フレイムウォール","화염 벽","Parede Flamejante","Стена пламени","Muro de fuego","กำแพงไฟ (Flame Wall)","烈焰之牆",[686],"Shield Crush","Bouclier écrasant","Zermalmender Schild","シールドクラッシュ","방패 타쇄","Esmagar Escudos","Сокрушающий щит","Barrido con escudo","โล่บดขยี้ (Shield Crush)","重盾粉碎",244
231,232,[496],"Blazing Salvo","Salve embrasée","Feurige Salve","ブレイジングサルヴォ","맹렬한 포격","Salva Ardente","Пылающий залп","Salva ardiente","ลูกไฟกระหน่ำยิง (Blazing Salvo)","熾熱魔炮",[689],"Summon Reaper","Invocation de Faucheuse","Schnitter beschwören","リーパー召喚","수확자 소환","Convocar Ceifador","Призыв Жнеца","Invocar desgarrador","อัญเชิญยมทูต (Summon Reaper)","召喚奪魂鐮",245
232,233,[498],"Crackling Lance","Épieu crépitant","Blitzlanze","クラックリングランス","치직대는 창","Lança Crepitante","Искрящееся копьё","Lanza electrizante","หอกสายฟ้า (Crackling Lance)","碎雷電閃",[691],"Boneshatter","Brise-os","Knochenbrechen","ボーンシャッター","뼈 박살","Quebra-Ossos","Дробление костей","Destrozahuesos","สลายกระดูก (Boneshatter)","碎骨",246
233,234,[497],"Void Sphere","Sphère du Néant","Sphäre der Leere","ヴォイドスフィア","공허 구체","Esfera do Vazio","Сфера пустоты","Esfera de vacío","หลุมต่างมิติ (Void Sphere)","虛無玉",[682],"Ambush","Embuscade","Hinterhalt","アンブッシュ","매복","Emboscada","Засада","Emboscada","ดักโจมตี (Ambush)","伏擊",247
234,235,[499],"Frost Shield","Bouclier de givre","Frostschild","フロストシールド","서리 방패","Escudo Gélido","Морозный щит","Escudo de escarcha","ม่านพลังน้ำแข็ง (Frost Shield)","寒霜護盾",[622],"Voltaxic Burst","Explosion voltaxique","Voltaxische Explosion","ボルタキシックバースト","전도성 격발","Explosão Voltáxica","Вольтаксовая вспышка","Estallido voltáxico","ระเบิดวอลทาซิก (Voltaxic Burst)","魔痕爆發",248
235,236,[507],"Hydrosphere","Hydrosphère","Hydrosphäre","ハイドロスフィア","물의 구체","Hidroesfera","Гидросфера","Hidroesfera","วงวารี (Hydrosphere)","水弒界",[625],"Battlemage's Cry","Cri du Mage de bataille","Schrei des Kampfmagiers","バトルメイジズクライ","전투마법사의 함성","Clamor do Mago de Batalha","Клич боевого мага","Grito del mago de batalla","คำรามนักรบเวท (Battlemage's Cry)","戰法戰吼",249
236,237,[504],"Hexblast","Explosion calamiteuse","Explodierende Verhexung","ヘックスブラスト","사술폭발","Feitiço Explosivo","Взрыв порчи","Explosión maléfica","ระเบิดคำสาป (Hexblast)","咒術枯萎","[627,726]","Absolution","Absolution","Absolution","アブソリューション","면죄","Absolvição","Отпущение","Absolución","อภัยบาป (Absolution)","赦免",250
237,238,[513],"Exsanguinate","Exsanguination","Ausbluten","イグザングイネイト","방혈","Ensanguentar","Обескровливание","Desangrar","โลหิตชอนไช (Exsanguinate)","抽血",[693],"Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","ดวงตาเหมันต์ (Eye of Winter)","凜冬之眼",251
238,239,[514],"Corrupting Fever","Fièvre corruptrice","Verderbendes Fieber","コラプティングフィーバー","타락한 열병","Febre Corrompedora","Разлагающая лихорадка","Fiebre corruptora","ไข้ก่อมลทิน (Corrupting Fever)","腐化潮",[624],"Spectral Helix","Spirale spectrale","Spektralhelix","スペクトラルヘリックス","영체 나선","Hélice Espectral","Призрачная спираль","Hélice espectral","เกลียวอาวุธเงา (Spectral Helix)","靈體旋武",252
239,240,[517],"Petrified Blood","Sang pétrifié","Erstarrtes Blut","ペトリファイドブラッド","피 석화","Sangue Petrificado","Окаменелая кровь","Sangre petrificada","โลหิตแน่นิ่ง (Petrified Blood)","石化之血",[681],"Forbidden Rite","Rite interdit","Verbotener Ritus","フォビドゥンライト","금단의 의식","Ritual Proibido","Запретный ритуал","Ritual prohibido","พิธีต้องห้าม (Forbidden Rite)","禁忌儀式",253
240,241,"[516,723]","Reap","Fauchage","Sense","リープ","낫질","Ceifar","Кровавая жатва","Siega","เคียวเก็บเกี่ยว (Reap)","收割",[684],"Blade Trap","Piège de lames","Klingenfalle","ブレードトラップ","칼날 덫","Armadilha de Lâminas","Ловушка лезвий","Trampa de filos","กับดักใบมีด (Blade Trap)","刀鋒陷阱",254
241,242,[621],"Defiance Banner","Étendard de défi","Trotzbanner","ディファイアンスバナー","저항의 깃발","Estandarte Desafiador","Знамя непокорности","Estandarte de desafío","ธงแข็งขืน (Defiance Banner)","反抗之旗",[683],"Manabond","Lien de mana","Manaband","マナボンド","마나 결속","Vínculo de Mana","Узы маны","Lazo de maná","พันธะมานา (Manabond)","魔能束縛",255
242,243,[685],"Storm Rain","Pluie électrique","Sturmregen","ストームレイン","폭풍우","Chuva Tempestuosa","Грозовой дождь","Lluvia de tormenta","ฝนสายฟ้า (Storm Rain)","暴風雷雨",[692],"Explosive Concoction","Concoction explosive","Explosiver Trank","エクスプローシブコンコクション","폭발성 혼합물","Composto Explosivo","Взрывная смесь","Sustancia explosiva","น้ำยาระเบิด (Explosive Concoction)","爆裂物",256
243,244,[623],"Rage Vortex","Vortex de rage","Rauschender Vortex","レイジヴォーテックス","격노 소용돌이","Vórtice Furioso","Свирепый вихрь","Vórtice de furia","ความคลั่งหมุนวน (Rage Vortex)","盛怒漩渦",[694],"Poisonous Concoction","Concoction empoisonnée","Giftiger Trank","ポイゾナスコンコクション","독성 혼합물","Composto Venenoso","Ядовитая смесь","Sustancia venenosa","น้ำยาพิษร้าย (Poisonous Concoction)","毒藥",257
244,245,[686],"Shield Crush","Bouclier écrasant","Zermalmender Schild","シールドクラッシュ","방패 타쇄","Esmagar Escudos","Сокрушающий щит","Barrido con escudo","โล่บดขยี้ (Shield Crush)","重盾粉碎",[696],"Temporal Rift","Faille temporelle","Temporaler Riss","テンポラルリフト","시간의 균열","Fenda Temporal","Временной разрыв","Grieta temporal","รอยแยกกาลเวลา (Temporal Rift)","時空裂隙",258
245,246,[689],"Summon Reaper","Invocation de Faucheuse","Schnitter beschwören","リーパー召喚","수확자 소환","Convocar Ceifador","Призыв Жнеца","Invocar desgarrador","อัญเชิญยมทูต (Summon Reaper)","召喚奪魂鐮",[698],"Energy Blade","Lame d'énergie","Energieklinge","エナジーブレード","에너지 칼날","Lâmina de Energia","Клинок энергии","Filo de energía","ดาบพลังงาน (Energy Blade)","能量之刃",259
246,247,[691],"Boneshatter","Brise-os","Knochenbrechen","ボーンシャッター","뼈 박살","Quebra-Ossos","Дробление костей","Destrozahuesos","สลายกระดูก (Boneshatter)","碎骨",[697],"Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","พายุสลาตัน (Tornado)","龍捲風",260
247,248,[682],"Ambush","Embuscade","Hinterhalt","アンブッシュ","매복","Emboscada","Засада","Emboscada","ดักโจมตี (Ambush)","伏擊",[699],"Soul Link","Lien d'âmes","Seelenverbindung","ソウルリンク","영혼의 연결","Vínculo D'Alma","Духовная связь","Vínculo del alma","ประสานวิญญาณ (Soul Link)","連結：靈魂",261
248,249,[622],"Voltaxic Burst","Explosion voltaxique","Voltaxische Explosion","ボルタクシックバースト","전도성 격발","Explosão Voltáxica","Вольтаксовая вспышка","Estallido voltáxico","ระเบิดวอลทาซิก (Voltaxic Burst)","魔痕爆發",[700],"Flame Link","Lien de flammes","Flammenverbindung","フレイムリンク","화염의 연결","Vínculo Flamejante","Пламенная связь","Vínculo de llamas","ประสานเพลิง (Flame Link)","連結：烈焰",262
249,250,[625],"Battlemage's Cry","Cri du Mage de bataille","Schrei des Kampfmagiers","バトルメイジズクライ","전투마법사의 함성","Clamor do Mago de Batalha","Клич боевого мага","Grito del mago de batalla","คำรามนักรบเวท (Battlemage's Cry)","戰法戰吼",[703],"Intuitive Link","Lien d'intuition","Intuitive Verbindung","インテュイティブリンク","직관의 연결","Vínculo Intuitivo","Подсознательная связь","Vínculo intuitivo","ประสานสัญชาตญาณ (Intuitive Link)","連結：直覺",263
250,251,"[627,726]","Absolution","Absolution","Absolution","アブソリューション","면죄","Absolvição","Отпущение","Absolución","อภัยบาป (Absolution)","赦免",[702],"Protective Link","Lien de protection","Schützende Verbindung","プロテクティブリンク","보호의 연결","Vínculo Protetor","Ограждающая связь","Vínculo protector","ประสานพิทักษ์ (Protective Link)","連結：保護",264
251,252,[693],"Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","ดวงตาเหมันต์ (Eye of Winter)","凜冬之眼",[701],"Vampiric Link","Lien de vampirisme","Vampirische Verbindung","ヴァンピリックリンク","흡혈의 연결","Vínculo Vampírico","Иссушающая связь","Vínculo vampírico","ประสานดูดกลืน (Vampiric Link)","連結：吸血",265
252,253,[624],"Spectral Helix","Spirale spectrale","Spektralhelix","スペクトラルヘリックス","영체 나선","Hélice Espectral","Призрачная спираль","Hélice espectral","เกลียวอาวุธเงา (Spectral Helix)","靈體旋武",[704],"Destructive Link","Lien de destruction","Zerstörerische Verbindung","ディストラクティブリンク","파괴의 연결","Vínculo Destrutivo","Разрушительная связь","Vínculo destructivo","ประสานวินาศ (Destructive Link)","連結：破壞",266
253,254,[681],"Forbidden Rite","Rite interdit","Verbotener Ritus","フォビドゥンライト","금단의 의식","Ritual Proibido","Запретный ритуал","Ritual prohibido","พิธีต้องห้าม (Forbidden Rite)","禁忌儀式",[710],"Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","สนามกระแสไฟ (Galvanic Field)","電光領域",267
254,255,[684],"Blade Trap","Piège de lames","Klingenfalle","ブレードトラップ","칼날 덫","Armadilha de Lâminas","Ловушка лезвий","Trampa de filos","กับดักใบมีด (Blade Trap)","刀鋒陷阱",[709],"Lightning Conduit","Vecteur de foudre","Blitzleitung","ライトニングコンジット","번개 도관","Condutor Elétrico","Проводник молнии","Conducto de rayo","คาถาล่อฟ้า (Lightning Conduit)","導雷",268
255,256,[683],"Manabond","Lien de mana","Manaband","マナボンド","마나 결속","Vínculo de Mana","Узы маны","Lazo de maná","พันธะมานา (Manabond)","魔能束縛",[711],"Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","คำแช่งนักแปรธาตุ (Alchemist's Mark)","煉金術士印記",269
256,257,[692],"Explosive Concoction","Concoction explosive","Explosiver Trank","エクスプローシブコンコクション","폭발성 혼합물","Composto Explosivo","Взрывная смесь","Sustancia explosiva","น้ำยาระเบิด (Explosive Concoction)","爆裂物",[714],"Frozen Legion","Légion de gel","Gefrorene Legion","フローズンリージョン","얼어붙은 군단","Legião Congelada","Замёрзший легион","Legión helada","กองพันเยือกแข็ง (Frozen Legion)","戰亂．凍結",270
257,258,[694],"Poisonous Concoction","Concoction empoisonnée","Giftiger Trank","ポイゾナスコンコクション","독성 혼합물","Composto Venenoso","Ядовитая смесь","Sustancia venenosa","น้ำยาพิษร้าย (Poisonous Concoction)","毒藥","[712,713]","Volcanic Fissure","Fissure volcanique","Vulkanische Spalte","ヴォルカニックフィッシャー","화산 균열","Fissura Vulcânica","Вулканический разлом","Fisura volcánica","ภูเขาไฟผ่าแยก (Volcanic Fissure)","炎火脈動",271
258,259,[696],"Temporal Rift","Faille temporelle","Temporaler Riss","テンポラルリフト","시간의 균열","Fenda Temporal","Временной разрыв","Grieta temporal","รอยแยกกาลเวลา (Temporal Rift)","時空裂隙",[759],"Automation","Automatisation","Automatisieren","自動化","자동화","Automação","Автоматизация","Automatización","บัญชาศึก (Call to Arms)","自動化",272
259,260,[698],"Energy Blade","Lame d'énergie","Energieklinge","エナジーブレード","에너지 칼날","Lâmina de Energia","Клинок энергии","Filo de energía","ดาบพลังงาน (Energy Blade)","能量之刃",[760],"Autoexertion","Autostimulation","Automatischer Schrei","奮起自動化","자동 전력","Clamores Automáticos","Автоусиление","Sobreagotamiento","ฮึกเหิมอัตโนมัติ (Autoexertion)","自動竭盡",273
260,261,[697],"Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","พายุสลาตัน (Tornado)","龍捲風",[268],"Divine Retribution","Rétribution divine","Göttliche Vergeltung","ディヴァインリトリビューション","신성한 응징","Retribuição Divina","Божественное возмездие","Retribución divina","เทพลงทัณฑ์ (Divine Retribution)","神聖制裁",274
261,262,[699],"Soul Link","Lien d'âmes","Seelenverbindung","ソウルリンク","영혼의 연결","Vínculo D'Alma","Духовная связь","Vínculo del alma","ประสานวิญญาณ (Soul Link)","連結：靈魂",[738],"Thunderstorm","Orage","Gewittersturm","サンダーストーム","뇌우","Tempestade Relampejante","Гроза","Tormenta atronadora","พายุฟ้าผ่า (Thunderstorm)","天雷暴雨",280
262,263,[700],"Flame Link","Lien de flammes","Flammenverbindung","フレイムリンク","화염의 연결","Vínculo Flamejante","Пламенная связь","Vínculo de llamas","ประสานเพลิง (Flame Link)","連結：烈焰",[76],"Wall of Force","Mur de force","Energiemauer","ウォールオブフォース","힘의 벽","Parede de Força","Силовая стена","Muro de fuerza","กำแพงพลังจลน์ (Wall of Force)","力量之壁",279
263,264,[703],"Intuitive Link","Lien d'intuition","Intuitive Verbindung","インテュイティブリンク","직관의 연결","Vínculo Intuitivo","Подсознательная связь","Vínculo intuitivo","ประสานสัญชาตญาณ (Intuitive Link)","連結：直覺",[737],"Somatic Shell","Carapace somatique","Somatische Hülle","ソマティックシェル","신체의 껍질","Concha Somática","Соматический панцирь","Coraza somática","กระดองกักพลัง (Somatic Shell)","心靈壁壘",278
264,265,[702],"Protective Link","Lien de protection","Schützende Verbindung","プロテクティブリンク","보호의 연결","Vínculo Protetor","Ограждающая связь","Vínculo protector","ประสานพิทักษ์ (Protective Link)","連結：保護",[739],"Kinetic Fusillade","Fusillade cinétique","Kinetische Salve","キネティックフューシレイド","역학 일제 사격","Fuzilamento Cinético","Кинетический шквал","Ráfaga cinética","กระหน่ำจลนศาสตร์ (Kinetic Fusillade)","力量猛射",276
