"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","XBoxText","XBoxText (French)","XBoxText (German)","XBoxText (Japanese)","XBoxText (Korean)","XBoxText (Portuguese)","XBoxText (Russian)","XBoxText (Spanish)","XBoxText (Thai)","XBoxText (Traditional Chinese)","XBoxText2","XBoxText2 (French)","XBoxText2 (German)","XBoxText2 (Japanese)","XBoxText2 (Korean)","XBoxText2 (Portuguese)","XBoxText2 (Russian)","XBoxText2 (Spanish)","XBoxText2 (Thai)","XBoxText2 (Traditional Chinese)","HASH32","PlaystationText","PlaystationText (French)","PlaystationText (German)","PlaystationText (Japanese)","PlaystationText (Korean)","PlaystationText (Portuguese)","PlaystationText (Russian)","PlaystationText (Spanish)","PlaystationText (Thai)","PlaystationText (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)"
7452,"VillageMineralBodyVerisium","Click and hold to channel energy into the Verisium outcrop, \r\nintensifying the challenge and enriching your reward","Cliquez et maintenez pour canaliser de l'énergie vers l'Affleurement de Vérisium,\r\nla canalisation intensifie le niveau de difficulté de la rencontre et enrichit votre récompense","Klicken und gedrückthalten, um Energie in den Verisium-Aufschluss zu kanalisieren, \r\nwas die Herausforderung und die Belohnung erhöht","クリック＆ホールドしてヴァリシウム露頭にエネルギーを注ぎ、\r\nチャレンジを強化し、報酬を充実させます","길게 클릭하여 베리시움 노두에 에너지를 불어넣으면\r\n난이도와 보상이 증가합니다.","Clique e segure para canalizar a energia para o Afloramento de Verísio,\r\nintensificando o desafio e enriquecendo sua recompensa","Нажмите и удерживайте, чтобы влить энергию в веризий,\r\nувеличивая сложность испытания и награду","Haz clic y mantén el botón presionado para canalizar energía en el afloramiento de verisium para intensificar el desafío y enriquecer tu recompensa","คลิก​แล้ว​กด​ค้าง​ไว้​เพื่อ​ถ่าย​พลัง​เข้า​ไป​ใน หินโผล่เวรีเซียม\r\nเพื่อ​การ​ท้าทาย​ที่​ดุเดือด​และ​ของ​รางวัล​ที่​ล้ำค่า​ยิ่ง​ขึ้น","點擊並按住以將能量引導至維里西姆外露礦脈，\r\n藉此強化挑戰並提高獎勵。","Hold <<xbox_button_a>> to channel energy into the Verisium outcrop, \r\nintensifying the challenge and enriching your reward","Maintenez <<xbox_button_a>> pour canaliser de l'énergie vers l'Affleurement de Vérisium,\r\nla canalisation intensifie le niveau de difficulté de la rencontre et enrichit votre récompense","Halte <<xbox_button_a>> gedrückt, um Energie in den Verisium-Aufschluss zu kanalisieren, \r\nwas die Herausforderung und die Belohnung erhöht","<<xbox_button_a>>を押し続けてヴァリシウム露頭にエネルギーを注ぎ、\r\nチャレンジを強化し、報酬を充実させます","<<xbox_button_a>>를 길게 눌러 베리시움 노두에 에너지를 불어넣으면 \r\n난이도와 보상이 증가합니다.","Mantenha <<xbox_button_a>> pressionado para canalizar energia no afloramento de Verísio,\r\nintensificando o desafio e enriquecendo sua recompensa","Нажмите и удерживайте <<xbox_button_a>>, чтобы влить энергию в веризий,\r\nувеличивая сложность испытания и награду","Mantén presionado <<xbox_button_a>> para canalizar energía en el afloramiento de verisium para intensificar el desafío y enriquecer tu recompensa","<<xbox_button_a>> ​ค้าง​ไว้​เพื่อ​ถ่าย​พลัง​เข้า​ไป​ใน หินโผล่เวรีเซียม\r\nเพื่อ​การ​ท้าทาย​ที่​ดุเดือด​และ​ของ​รางวัล​ที่​ล้ำค่า​ยิ่ง​ขึ้น","按住 <<xbox_button_a>> 對維里西姆礦岩露頭引導能量，\r\n提高挑戰難度以及獎勵","","","","","","","","","","",-129135300,"","","","","","","","","","","","","","","","","","","",""
7453,"VillageMineralBodyBossVerisium","Interact to mark Verisium","Interagissez pour marquer le Vérisium","Interagiere hiermit, um Verisium zu markieren","触れることでヴァリシウムをマーク","상호작용하여 베리시움 채광 지시","Interaja para marcar o Verísio","Нажмите, чтобы отметить веризий","Interactúa para marcar el verisium","ใช้​งาน​เพื่อ​ยึดครอง​เวรีเซียม","點擊以標記維里西姆","","","","","","","","","","","","","","","","","","","","",335260662,"","","","","","","","","","","","","","","","","","","",""
7454,"KalguurFarmingWindowTitle","Farm Plot","Cultiver la Parcelle","Anbaufläche","農業用地","경작지","Colher Plantação","Участок","Parcela de cultivo","แปลงเพาะปลูก","農地","","","","","","","","","","","","","","","","","","","","",-1934566986,"","","","","","","","","","","","","","","","","","","",""
7455,"KalguurFarmingWindowInfoHover","Select a crop for your farmers to grow at this farming plot.","\r\nSélectionnez une plantation que vos agriculteurs pourront cultiver sur cette parcelle.","Wähle eine Nutzpflanze, die deine Landwirte auf dieser Anbaufläche bestellen sollen.","農家がこの農業用地で栽培する作物を選択","농부들이 이 경작지에서 재배할 작물을 선택하십시오.","Selecione uma plantação para seus trabalhadores cultivarem neste espaço.","Выберите вид культуры для выращивания на этом участке.","Selecciona un cultivo para que tus agricultores lo siembren en esta parcela de cultivo.","เลือกพืชผลให้​ชาวไร่​ของ​คุณ​เพาะ​ปลูก​ที่​แปลง​นี้","選擇一種農作物讓你的農夫在這片農地耕種。","","","","","","","","","","","","","","","","","","","","",-1753645074,"","","","","","","","","","","","","","","","","","","",""
7456,"KalguurFarmingCurrentlyFarming","Currently Farming:","Récolte en cours :","Wird gerade bestellt:","現在栽培中：","현재 경작 중:","Sendo Cultivado:","Сейчас выращивается:","Actualmente cultivando:","กำลังเพาะปลูก:","目前正在耕種：","","","","","","","","","","","","","","","","","","","","",1749895508,"","","","","","","","","","","","","","","","","","","",""
7457,"KalguurFarmingProductionRate","Produced per hour:","Production par heure :","Pro Stunde produziert:","時間当たりの生産量：","시간당 생산량:","Produção por hora:","Производство в час:","Producción por hora:","ผลผลิตต่อชั่วโมง:","每小時產量：","","","","","","","","","","","","","","","","","","","","",-1042584701,"","","","","","","","","","","","","","","","","","","",""
7458,"KalguurFarmingTotal","Total Amount:","Quantité totale :","Gesamtmenge:","合計：","총 수량:","Quantidade Total:","Всего:","Cantidad total:","จำนวนรวม:","總數：","","","","","","","","","","","","","","","","","","","","",1177394070,"","","","","","","","","","","","","","","","","","","",""
7459,"KalguurShip1DefaultName","Seavalour","Bravemer","Ylva","シーバラー","바다의 기백","Valoceano","Доблесть морей","El valor de los mares","เกียรติสมุทร","大海勇氣","","","","","","","","","","","","","","","","","","","","",1748748599,"","","","","","","","","","","","","","","","","","","",""
7460,"KalguurShip2DefaultName","KTS Eastern Star","KTS Étoile du Levant","Hjordis","KTS イースタンスター","동방의 별","KTS Estrela do Oriente","КТС Восточная звезда","La estrella de oriente KTS","KTS ดาวบูรพา","KTS 東方之星","","","","","","","","","","","","","","","","","","","","",651873661,"","","","","","","","","","","","","","","","","","","",""
7461,"KalguurShip3DefaultName","The Cadigan's Ire","Le Courroux de Cadigan","Gudrid","カディガンの怒り","캐디건의 진노","A Ira de Cadigan","Гнев Кадигана","La ira de Cadigan","โทสะแห่งแคดิแกน","卡迪根之怒","","","","","","","","","","","","","","","","","","","","",-360150507,"","","","","","","","","","","","","","","","","","","",""
7462,"KalguurJobDescriptionAboard","Aboard {0}","À bord de {0}","An Bord der {0}","{0}に乗船中","{0} 탑승 중","Abordo {0}","На судне {0}","A bordo de {0}","อยู่บน {0}","登船 {0}","","","","","","","","","","","","","","","","","","","","",-1439603461,"","","","","","","","","","","","","","","","","","","",""
7463,"KalguurJobDescriptionFarming","Farming {0}","Récolte {0}","Erntet {0}","{0}を栽培中","{0} 경작 중","Cultivando {0}","Выращивает: {0}","Cultivando {0}","กำลังเพาะปลูก {0}","耕種 {0}","","","","","","","","","","","","","","","","","","","","",-474116407,"","","","","","","","","","","","","","","","","","","",""
7464,"KalguurJobDescriptionFarmingEmptyPlot","Idling on empty plot","Inactif sur une parcelle vide","Untätig auf leerer Anbaufläche","空の農業用地で待機中","빈 경작지에서 대기 중","Atoa em um espaço vazio","Бездействует на пустом участке","Inactivos en una parcela vacía","ว่างงานอยู่ในแปลงเพาะปลูกที่ว่าง","空農地閒置中","","","","","","","","","","","","","","","","","","","","",-1634880280,"","","","","","","","","","","","","","","","","","","",""
7465,"KalguurNotificationTreasuryOutOfGold","Treasury has run out of Gold. All town operations have been halted. Return to Johan to add Gold to the Treasury","La Trésorerie est à court d'Or. Toutes les opérations de la ville ont été interrompues. Retournez chez Johan pour rajouter de l'Or à la Trésorerie.","Der Schatzkammer ist das Gold ausgegangen. Alle Operationen in der Stadt wurden angehalten. Kehre zu Johan zurück, um Gold in die Schatzkammer einzuzahlen.","資金が底をつき、街のすべての業務が中断されました。ヨハンの元に戻り金貨を金庫に移してください。","보물 창고의 골드가 바닥났습니다. 마을의 사업이 모두 중지되었습니다. 요한에게 돌아가 보물 창고에 골드를 추가하십시오.","A Tesouraria ficou sem Ouro. Todas as operações da cidade foram pausadas. Volte a Johan para adicionar Ouro ao Tesouro.","В казне закончилось золото. Все городские работы приостановлены. Вернитесь к Йохану, чтобы внести золото в казну","La tesorería se ha quedado sin oro. Todas las operaciones de la ciudad se han detenido. Habla con Johan para aportar oro a la tesorería","พระ​คลัง​ไม่มี​ทอง​เหลือ​แล้ว การ​ปฏิบัติ​งาน​ใน​เมือง​ทั้งหมด​จึง​หยุด​ลง​ชั่วคราว กลับ​ไป​หา​โยฮาน​เพื่อ​เพิ่ม​ทอง​เข้าไป​ใน​พระ​คลัง","祕寶庫的金幣已耗盡。所有城鎮運作均已停擺。回去找喬罕，將金幣添加到祕寶庫中","","","","","","","","","","","","","","","","","","","","",-2134071308,"","","","","","","","","","","","","","","","","","","",""
7466,"KalguurNotificationShipReturned","{0} has returned from {1}","{0} est rentré de {1}","{0} ist von {1} zurückgekehrt","{0}が{1}から戻りました","{0}호가 {1}에서 돌아왔습니다.","{0} retornou de {1}","Судно {0} возвратилось из порта {1}","{0} ha regresado de {1}","{0} ได้กลับมาจาก {1} แล้ว","{0} 已從 {1} 返回","","","","","","","","","","","","","","","","","","","","",784041577,"","","","","","","","","","","","","","","","","","","",""
7467,"KalguurNotificationShipCommandeered","{0} has been commandeered by pirates, return to Kingsmarch to save them","{0} a été capturé par des pirates, retournez à Marcheroi pour le sauver","{0} wurde von Piraten beschlagnahmt, kehre nach Königsmark zurück, um sie zu retten","{0}が海賊に乗っ取られました。彼らを救うためにキングスマーチに戻ってください","{0}호가 해적들에게 나포당했습니다. 킹스마치로 돌아가 구하십시오.","{0} foi tomado por piratas, volte a Kingsmarch para salvá-los","Судно {0} было захвачено пиратами, вернитесь в Кингсмарш, чтобы спасти его","Unos piratas han abordado el barco {0}, regresa a Marca del rey para salvarlo","{0} ถูกโจรสลัดยึดไปแล้ว กลับไปยังคิงส์มาร์ชเพื่อช่วยชีวิตพวกเขา","{0} 遭海盜劫持，返回金司馬區拯救他們","","","","","","","","","","","","","","","","","","","","",110204538,"","","","","","","","","","","","","","","","","","","",""
7468,"KalguurNotificationMapCompleted","Atlas Runners have successfully completed {0}","Les Explorateurs de l'Atlas ont complété avec succès {0}","Atlasläufer haben {0} erfolgreich abgeschlossen","アトラスランナーが{0}を成功裏に完了しました。","아틀라스 탐험가가 {0} 지도를 완료했습니다.","Mapeadores do Atlas completaram {0} com sucesso","Ходоки в Атлас успешно завершили карту: {0}","Los exploradores del Atlas han completado con éxito el {0}","นักผจญแผนที่ผ่าน {0} ได้สำเร็จ","輿圖探索者已成功完成 {0}","","","","","","","","","","","","","","","","","","","","",1328980072,"","","","","","","","","","","","","","","","","","","",""
7469,"KalguurNotificationMapPartiallyCompleted","Atlas Runners have partially completed {0}","Les Explorateurs de l'Atlas ont complété partiellement {0}","Atlasläufer haben {0} teilweise abgeschlossen","アトラスランナーが{0}を部分的に完了しました。","아틀라스 탐험가가 {0} 지도의 일부를 완료했습니다.","Mapeadores do Atlas completaram {0} parcialmente","Ходоки в Атлас частично завершили карту: {0}","Los exploradores del Atlas han completado parcialmente el {0}","นักผจญแผนที่ผ่าน {0} ได้บางส่วน","輿圖探索者已部分完成 {0}","","","","","","","","","","","","","","","","","","","","",1579933622,"","","","","","","","","","","","","","","","","","","",""
7470,"KalguurNotificationMapRunnerLost","Atlas Runner kidnapped by Bandits, return to Kingsmarch to save them","Les Explorateurs de l'Atlas ont été enlevés par des Bandits, retournez à Marcheroi pour les sauver","Atlasläufer wurden von Banditen entführt. Kehre nach Königsmark zurück, um sie zu retten.","アトラスランナーが山賊に誘拐されました。彼らを救うためにキングスマーチに戻ってください","아틀라스 탐험가가 도적들에게 납치당했습니다. 킹스마치로 돌아가 구하십시오.","Mapeadores do Atlas foram sequestrados por Bandidos, volte a Kingsmarch para salvá-los","Ходок в Атлас похищен бандитами, вернитесь в Кингсмарш, чтобы его спасти","Unos bandidos han secuestrado a tu corredor del Atlas, regresa a Marca del rey para salvarlo","นักผจญแผนที่ถูกโจรลักพาตัวไป กลับไปยังคิงส์มาร์ชเพื่อช่วยชีวิตพวกเขา","輿圖探索者遭強盜綁架，返回金司馬區拯救他們","","","","","","","","","","","","","","","","","","","","",1733452629,"","","","","","","","","","","","","","","","","","","",""
7471,"KalguurNotificationMapFailed","Atlas Runners have failed {0} and {1} was lost","Les Explorateurs de l'Atlas ont échoué {0} et {1} a été perdu","Atlasläufer haben in {0} versagt und {1} ist verloren","アトラスランナーは{0}を失敗し、{1}は失われました","아틀라스 탐험가들이 {0}에 실패하여 {1}을(를) 잃었습니다.","Mapeadores do Atlas falharam {0} e {1} foi perdido","Ходоки в Атлас не справились с картой: {0}, {1} был потерян","Los exploradores del Atlas han fallado el {0} y {1} se ha perdido","นักผจญแผนที่ได้ล้มเหลวในการบุก {0} และเกิดการสูญเสีย {1}","輿圖探索者探索 {0} 失敗且弄丟了 {1} ","","","","","","","","","","","","","","","","","","","","",-483319861,"","","","","","","","","","","","","","","","","","","",""
7472,"KalguurHarbourRansomButton","Ransom","Rançon","Lösegeld","身代金","몸값","Resgate","Выкуп","Rescate","ค่าไถ่","贖金","","","","","","","","","","","","","","","","","","","","",-1179348772,"","","","","","","","","","","","","","","","","","","",""
7473,"KalguurHarbourRansomHover","Pay <<village_gold>> {0} Ransom. You will save your Crew but lose your Shipment.","Payer la Rançon : <<village_gold>> {0}. Vous sauverez vos Membres d'équipage mais votre Cargaison sera perdue.","Zahlt <<village_gold>> {0} Lösegeld. Ihr werdet Eure Besatzung retten, aber Eure Ladung verlieren.","身代金<<village_gold>>{0}を払う。船員を助けることができますが、積荷は失われます。","<<village_gold>> {0}의 몸값을 지불합니다. 선원은 구할 수 있지만, 수송품은 잃게 됩니다.","Pagar <<village_gold>> {0} de Resgate. Você salvará sua Tripulação mas perderá seu Carregamento.","Заплатить <<village_gold>> {0} выкупа. Вы спасете экипаж, но потеряете груз.","Paga <<village_gold>> {0} para rescatarlos. Salvarás a la tripulación pero perderás tu cargamento.","จ่ายค่าไถ่ <<village_gold>> {0} คุณ​จะ​ช่วยชีวิต​ลูกเรือ​เอา​ไว้​แต่​เสีย​สินค้าไป","交付 <<village_gold>> {0} 贖金。你會拯救你的船員，但失去你的貨物。","","","","","","","","","","","","","","","","","","","","",-1450969520,"","","","","","","","","","","","","","","","","","","",""
7474,"KalguurShipErrorRequiresCrew","Ship requires Crew","Le Navire a besoin d'un Équipage","Schiff erfordert eine Besatzung","船に船員が必要","선박에 선원 필요","O Navio precisa de uma Tripulação","На судне требуется команда","Este barco requiere una tripulación","เรือขาดลูกเรือ","船隻需要船員","","","","","","","","","","","","","","","","","","","","",-1011670411,"","","","","","","","","","","","","","","","","","","",""
7475,"KalguurShipErrorRequiresResources","Ship requires Cargo","Le Navire a besoin d'une Cargaison","Schiff erfordert Fracht","船に貨物が必要","선박에 화물 필요","O Navio precisa de uma Carga","На судне требуется груз","Este barco requiere un cargamento","เรือขาดสินค้า","船隻需要貨物","","","","","","","","","","","","","","","","","","","","",-1526017775,"","","","","","","","","","","","","","","","","","","",""
7476,"KalguurJobFull","Job has maximum number of Workers","Le nombre maximal de Travailleurs a été atteint pour ce Travail","Auftrag hat maximale Anzahl von Arbeitern","仕事の労働者数が最大です","작업에 배정된 일꾼이 최대치에 도달했습니다.","Quantidade máxima de trabalhadores atingida","На этой деятельности уже максимум рабочих","Este trabajo ya tiene la cantidad máxima de trabajadores","งานนี้มีคนงานสูงสุดแล้ว","工作有工人人數上限","","","","","","","","","","","","","","","","","","","","",421774836,"","","","","","","","","","","","","","","","","","","",""
7477,"KalguurHarbourInfoHover","Send Shipments consisting of resources you have produced in Kingsmarch to nearby Karui and Kalguuran Ports. In exchange for the resources you send to the Ports, they will send back rewards based off the resources sent. \r\n\r\nEach Shipment you prepare will have a Shipment value. The higher this value, the greater chance your Ship will suffer unforeseen circumstances on its voyage. To reduce the Risk of this happening, crew your ship with recruits adept at Shipping.\r\n\r\nPorts have favoured resources that they value highly, and will grant a bonus to the rewards sent back for that resource. These can be filled over multiple shipments. Bars count 5 times for Port Quotas. Once fulfilled the Port will send back additional rewards and will generate a new set of favoured resources.","Expédiez des Cargaisons composées de ressources que vous avez produites à Marcheroi vers les ports karuis et kalguuriens proches. En échange des ressources que vous envoyez à ces ports, ils vous renverront des récompenses qui varient en fonction des ressources envoyées.\r\n\r\nChaque Cargaison que vous préparez aura une valeur de Cargaison. Plus cette valeur est élevée, plus votre navire risquera de faire face à des circonstances imprévues au cours de son voyage. Pour réduire le Risque que cela se produise, faites monter des membres d'équipage qualifiés en Navigation à bord de votre navire.\r\n\r\nLes ports ont chacun des ressources auxquelles ils accordent plus de valeur, ils offriront un bonus aux récompenses renvoyées si vous leur faites parvenir ces ressources en particulier. Ces ressources peuvent être envoyées sur plusieurs Cargaisons. Les Lingots comptent pour 5 dans les Quotas des ports. Une fois ces Quotas remplis, les ports renverront des récompenses supplémentaires et généreront de nouveaux ensembles de ressources privilégiées.","Verschiffe Ladungen mit Ressourcen, die du in Königsmark produziert hast, zu den nahe gelegenen Karui- und Kalguurischen Häfen. Als Gegenleistung für die Ressourcen, die du an ihre Häfen schickst, erhältst du Belohnungen, die auf den transportierten Ressourcen basieren. \r\n\r\nJede Ladung, die du vorbereitest, hat einen Ladungswert. Je höher dieser Wert ist, desto größer ist die Wahrscheinlichkeit, dass dein Schiff auf seiner Reise unvorhergesehene Umstände erleidet. Um das Risiko eines solchen Ereignisses zu verringern, solltest du dein Schiff mit Rekruten besetzen, die sich mit der Schifffahrt auskennen.\r\n\r\nHäfen haben Quoten für Ressourcen, die sie sehr schätzen, und gewähren einen Bonus auf die Belohnungen, die für diese Ressource zurückgeschickt werden. Barren werden für Hafenquoten fünffach gezählt. Sobald die Quote erfüllt wurde, wird der Hafen zusätzliche Belohnungen zurücksenden und eine neue Reihe von bevorzugten Ressourcen generieren.","キングスマーチで生産した資源で構成される積荷を近くのカルイの港とカルグールの港に送ります。港に送った資源と引き換えに、港はは送った資源に基づいて報酬を送り返します。 \r\n\r\n用意された輸送は輸送値を持ちます。その値が高ければ高いほど、船が航海中に予期せぬ事態に見舞われる可能性が高くなります。このような事態が起こるリスクを軽減するには、船に熟練の人材を船員として乗務させてください。\r\n\r\n港には高値を付ける優遇された資源があり、その資源に対して返送される報酬にボーナスが付与されます。これらは複数の輸送にわたって満たすことができます。延べ棒は港ごとの割り当てに対して5倍のカウントとなります。条件が満たされると、港は追加の報酬を送り返し、新しい優先資源のセットを生成します。","킹스마치에서 생산한 자원이 들어있는 수송품을 주변의 카루이 및 칼구르 항만으로 보내십시오. 항만으로 보낸 자원에 따라 그 대가로 보상을 받습니다. \r\n\r\n수송품을 꾸릴 때마다 수송품에 가치가 매겨지며, 가치가 높을수록 선박이 항해 도중 뜻밖의 상황에 처할 확률이 높아집니다. 운송에 능숙한 일꾼을 선원으로 배정하면 위험을 완화할 수 있습니다.\r\n\r\n항만마다 특별히 선호하는 자원이 있으며, 그러한 자원을 보내면 더욱 후한 보상을 획득합니다. 이 자원은 여러 번 나누어서 운송할 수 있습니다. 주괴는 항만 할당량에 5번 계산됩니다. 할당량을 채우면 항만은 추가 보상을 보내고, 선호하는 자원이 바뀝니다.","Envie Carregamentos de recursos que você produziu em Kingsmarch pra os Portos Karui e Kalguuran próximos. Em troca pelos recursos que você enviar, eles enviarão de volta recompensas baseadas nos recursos enviados.\r\n\r\nCada carregamento que você preparar terá um valor de Carga. Quanto maior esse valor, maior a chance do Navio sofrer com circunstâncias adversas em sua viagem. Para reduzir esse Risco, coloque recrutas especialistas em navegação na sua Tripulação.\r\n\r\nPortos têm recursos favorecidos que eles valorizam mais e darão recompensas bônus por estes recursos. Eles podem ser preenchidos em várias exportações. Lingotes contam 5 vezes para as Quotas do Porto. Uma vez preenchido, o Porto enviará recompensas adicionais de volta e vai gerar uma nova lista de recursos favorecidos.","Отправляйте грузы, состоящие из ресурсов, добытых вами в Кингсмарiе, в близлежащие порты каруи и Калгуура. В обмен на ресурсы, которые вы отправляете в порты, они будут отправлять обратно вознаграждение в зависимости от отправленных ресурсов.\r\n\r\nКаждая подготовленная вами отгрузка будет иметь свою ценность. Чем выше это значение, тем больше вероятность того, что ваш корабль пострадает от непредвиденных обстоятельств во время путешествия. Чтобы снизить риск этого, наберите на свой корабль рекрутов, владеющих судоходством.\r\n\r\nПорты имеют предпочтительные ресурсы, которые они высоко ценят, и предоставляют бонус к вознаграждению, выдоваемому за этот ресурс. Их можно заполнять несколькими партиями. Слитки засчитываются пятикратно при выполнении требований портов. После завершения порт отправит обратно дополнительные награды и создаст новый набор предпочтительных ресурсов.","Envía cargamentos con los recursos que has producido en Marca del rey a los puertos karui y kalguranos cercanos. A cambio, te darán recompensas en función de los recursos que hayas enviado. \r\n\r\nCada cargamento que prepares tendrá un valor de cargamento. Cuanto mayor sea este valor, mayor probabilidad tendrás de que tu barco se encuentre con situaciones imprevistas durante el viaje. Para reducir el riesgo de que esto ocurra, tripula tu barco con reclutas adeptos en comercio.\r\n\r\nCada puerto tiene recursos preferidos que valora más, así que te dará un extra en las recompensas que envíe de vuelta por esos recursos. Puedes enviar estos recursos a lo largo de varios viajes. Los lingotes cuentan 5 veces para las cuotas de puerto. Una vez que completes una cuota, el puerto te enviará recompensas adicionales y generará un nuevo conjunto de recursos preferidos.","นำ​สินค้า​ที่​มี​ทรัพยากร​ที่​คุณ​ผลิต​ใน​คิงส์มาร์ช​ไป​ส่ง​ให้​กับ​เมือง​ท่า​ของ​คารุย​และ​คาลเกอร์​ที่​อยู่​ใกล้ แล้ว​ท่าเรือ​จะ​ส่ง​ของ​รางวัล​กลับ​มา​ให้​คุณ​ตาม​ทรัพยากร​ที่​คุณ​ส่ง​ไป​ให้​กับ​พวก​เขา\r\n\r\nสินค้า​ที่​คุณ​เตรียม​แต่ละ​ชุด​ล้วน​มี ​'มูลค่าสินค้า' ทั้ง​สิ้น ยิ่ง​ค่า​นี้​สูง​เท่าไร เรือ​ของ​คุณ​ยิ่ง​มี​โอกาส​พบ​สถานการณ์​ที่​คาด​เดา​ไม่​ได้​ขณะ​ที่​เรือ​เดินทาง คุณ​จะ​ลด​ความ​เสี่ยง​ตรง​นี้​ได้​ด้วย​การนำ​คน​งาน​ที่​เชี่ยวชาญ​ใน​ด้าน 'การขนส่ง' มา​เป็น​ลูก​เรือ\r\n\r\nเมืองท่า​ต่างๆ ล้วน​มี​ทรัพยากร​บาง​อย่าง​ที่​พวก​เขา​ปรารถนา​และ​ให้​ราคา​สูง​เป็น​อย่าง​ยิ่ง และ​จะ​ให้​ของ​รางวัล​ตอบแทน​เป็น​โบนัส​จาก​การ​ส่ง​ทรัพยากร​เหล่า​นั้นให้​​กับ​พวก​เขา คุณ​สามารถทำ​ให้​ครบ​โควต้า​ได้​ด้วย​การ​ส่ง​สินค้า​หลาย​ครั้ง โดย​แท่ง​แร่​ต่างๆ จะ​มี​มูลค่า​เป็น 5 เท่า​สำหรับ​โควต้า​เมืองท่า หาก​ครบ​โควต้า​เมื่อ​ไร ท่าเรือจะส่งของรางวัลเพิ่มเติมแล้วกำหนด​ทรัพยากร​ปรารถนา​ชุด​ใหม่​ขึ้น​มา","派遣船隻，運送你在金司馬區產出的資源到附近的卡魯和卡爾葛港口。為了換取送到港口的資源，他們會根據這些資源來回送獎勵。\r\n\r\n你每次準備的貨物都會有一個貨物價值。這個數值越高，你的船在旅途中就越有可能遇到未知的情況。要降低風險發生的機率，你可以招募專於運送的船員。\r\n\r\n各個港口有偏好的資源配額，並會在收到該資源後回送額外獎勵。","","","","","","","","","","","","","","","","","","","","",924255452,"","","","","","","","","","","","","","","","","","","",""
7478,"KalguurShipAbandonConfirmation","Are you sure you want to abandon this Shipment?\nAll resources and rewards will be lost.","Êtes-vous sûr de vouloir abandonner cette Cargaison ?\nToutes les ressources et récompenses seront perdues.","Bist du sicher, dass du diese Ladung aufgeben willst?\nAlle Ressourcen und Belohnungen gehen verloren.","この輸送を本当に中止しますか？\nすべての資源および報酬は失われます。","이 수송품을 버리시겠습니까?\n자원과 보상이 모두 사라집니다.","Tem certeza que quer abandonar este Carregamento?\nTodos os recursos e recompensas serão perdidos.","Вы уверены, что хотите бросить этот груз?\nВсе ресурсы и награды будут потеряны.","¿Seguro que quieres abandonar este cargamento?\nTodos los recursos y recompensas se perderán.","คุณต้องการ​ทิ้ง​สินค้า​นี้​ไป​หรือ​ไม่?\nคุณ​จะ​สูญเสีย​ทรัพยากร​และ​ของ​รางวัล​ทั้งหมด","你確定要捨棄這批貨物嗎？\n這麼做將會失去所有資源和獎勵。","","","","","","","","","","","","","","","","","","","","",1758110164,"","","","","","","","","","","","","","","","","","","",""
7479,"KalguurMappingTakeItems","Click to Take Rewards","Cliquez pour prendre les Récompenses","Klicken, um Belohnungen zu nehmen","クリックしてアイテムを受け取る","클릭하여 보상 받기","Clique para Pegar as Recompensas","Нажмите, чтобы забрать предметы","Haz clic para recibir las recompensas","คลิกเพื่อรับของรางวัล","點擊以取得獎勵","Select to Take Rewards","Sélectionnez pour prendre les Récompenses","Wählen, um Belohnungen zu nehmen","選択してアイテムを受け取る","선택하여 보상 받기","Selecione para Pegar as Recompensas","Выберите, чтобы забрать предметы","Selecciona para recibir las recompensas","เลือกเพื่อรับของรางวัล","選擇以取得獎勵","","","","","","","","","","",-1737965317,"","","","","","","","","","","","","","","","","","","",""
7480,"KalguurMappingLostWorker","One of your Atlas Runners has died in the Atlas.","Un de vos Explorateurs de l'Atlas est mort dans l'Atlas.","Einer Eurer Atlas-Läufer ist im Atlas gestorben.","アトラスランナーの一人がアトラス内で死亡しました。","아틀라스 탐험가 한 명이 아틀라스에서 죽었습니다.","Um de seus Mapeadores do Atlas morreu.","Один из ваших исследователей Атласа погиб в Атласе.","Uno de tus exploradores ha muerto en el Atlas.","นัก​ผจญ​แผนที่​คนหนึ่ง​เสียชีวิต​ใน​แอตลาส","你的一名輿圖探索者已在輿圖中死亡。","","","","","","","","","","","","","","","","","","","","",-1155150939,"","","","","","","","","","","","","","","","","","","",""
7481,"KalguurMappingFailed","Map Run Failed","L'Exploration de la Carte a échoué","Kartenlauf fehlgeschlagen","マップラン失敗","지도 탐험 실패","Falha no Mapeamento","Завершить карту не удалось","La exploración del mapa ha fallado","การบุกแผนที่ล้มเหลว","地圖探索失敗","","","","","","","","","","","","","","","","","","","","",524633451,"","","","","","","","","","","","","","","","","","","",""
7482,"KalguurMappingConfirmButton","Confirm","Confirmer","Bestätigen","確定","확인","Confirmar","Подтвердить","Confirmar","ยืนยัน","確認","","","","","","","","","","","","","","","","","","","","",1773702601,"","","","","","","","","","","","","","","","","","","",""
