"rownum","Mtx","VisualEffect","VisualIdentity","Stats","ItemClasses","BaseItemTypes","bool_96","[i32]_97","[i32]_113","bool_129","Name","bool_146","[rid]_147","Character","GrantedEffect","OnKillEffect","rid_211","bool_227","EffectSlotType","VisualEffectType","bool_260","GameObjectTask","i32_277"
3882,4541,"","",[348],[],[1675],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
3883,4542,"",7265,[20813],[24],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","","",0
3884,4543,"",7266,[20813],[24],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","","",0
3885,4544,"",7267,[20813],[24],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","","",0
3886,4545,"",7268,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3887,4546,"",7269,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3888,4547,"",7270,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3889,4548,"",7271,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3890,4549,"",7272,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3891,4550,"",7273,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3892,4551,"",7274,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3893,4552,"",7275,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3894,4553,"",7276,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3895,4554,"",7277,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3896,4555,"",7278,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3897,4556,"",7279,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3898,4557,"",7280,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3899,4558,"",7281,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3900,4559,"",7282,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3901,4560,"",7283,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3902,4561,299,"",[],[23],[],"",[],[10],"",[],"",[],[],[],[],"","","","","","",0
3903,4562,300,"",[],[23],[],"",[],[10],"",[],"",[],[],[],[],"","","","","","",0
3904,4563,301,"",[],[23],[],"",[],[10],"",[],"",[],[],[],[],"","","","","","",0
3905,4564,"","",[20747],[],[],"",[1],[25],"",[],"",[],[],[],[],"","","",1,"","",0
3906,4567,"",7284,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
3907,4568,"",7285,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
3908,4569,"",7286,[21036],[25],[],"",[1],[4],"",[],"",[],[],[],[],"","","","","","",0
3909,4570,"",7287,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3910,4571,"",7288,[21035],[22],[],"",[1],[8],"",[],"",[],[],[],[],"","","","","","",0
3911,4572,"",7289,[21033],[24],[],"",[1],[6],"",[],"",[],[],[],[],"","","","","","",0
3912,4573,"",7290,"[20928,21036]",[24],[],"","[1,1]",[7],"",[],"",[],[],[],[],"","","","","","",0
3913,4574,"",7291,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3914,4575,"",7292,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3915,4576,"",7293,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3916,4577,"",7294,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3917,4578,"",7295,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3918,4579,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[47],"","","","","","",0
3919,4580,"",7296,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3920,4581,"",7297,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3921,4582,"",7298,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3922,4583,"",7299,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3923,4584,"",7300,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3924,4585,"",7301,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3925,4586,"",7302,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3926,4587,"",7303,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3927,4588,"",7304,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3928,4589,"",7305,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3929,4590,"",7306,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3930,4591,"",7307,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3931,4592,"",7308,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
3932,4593,"",7309,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3933,4594,"",7310,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3934,4595,"",7311,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3935,4596,"",7312,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
3936,4597,"",7313,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
3937,4598,"",7314,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
3938,4599,"",7315,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
3939,4617,"",7316,[21422],[24],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","","",0
3940,4600,"",7317,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
3941,4601,304,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","",1,"",0
3942,4602,"","",[21088],[],[],"",[1],[25],"",[],"",[],[],[],[],"","","",1,"","",0
3943,4605,"",7318,[],"[9,10,15]",[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3944,4606,"",7319,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","",1,"",0
3945,4607,"",7320,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","",1,"",0
3946,4608,"",7321,[],[8],[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3947,4609,"",7322,[],"[7,56]",[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3948,4610,"",7323,[],"[11,16]",[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3949,4611,"",7324,[],"[12,17]",[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3950,4612,"",7325,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","",1,"",0
3951,4613,"",7326,[],[32],[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3952,4614,"",7328,[],[],[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3953,4615,"","",[],[],[],"",[],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3954,4616,"",7329,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","",1,"",0
3955,4623,"",7330,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
3956,4627,"",7332,[21650],[25],[],"",[1],[4],"",[],"",[],[4],[],[],"","","","","","",0
3957,4628,"",7333,[21650],[23],[],"",[1],[9],"",[],"",[],[4],[],[],"","","","","","",0
3958,4629,"",7334,[21650],[22],[],"",[1],[8],"",[],"",[],[4],[],[],"","","","","","",0
3959,4630,"",7335,[21649],[24],[],"",[1],[6],"",[],"",[],[4],[],[],"","","","","","",0
3960,4631,"",7336,[21650],[25],[],"",[1],[4],"",[],"",[],[0],[],[],"","","","","","",0
3961,4632,"",7337,[21650],[23],[],"",[1],[9],"",[],"",[],[0],[],[],"","","","","","",0
3962,4633,"",7338,[21650],[22],[],"",[1],[8],"",[],"",[],[0],[],[],"","","","","","",0
3963,4634,"",7339,[21649],[24],[],"",[1],[6],"",[],"",[],[0],[],[],"","","","","","",0
3964,4635,"",7340,[21650],[25],[],"",[1],[4],"",[],"",[],[6],[],[],"","","","","","",0
3965,4636,"",7341,[21650],[23],[],"",[1],[9],"",[],"",[],[6],[],[],"","","","","","",0
3966,4637,"",7342,[21650],[22],[],"",[1],[8],"",[],"",[],[6],[],[],"","","","","","",0
3967,4638,"",7343,[21649],[24],[],"",[1],[6],"",[],"",[],[6],[],[],"","","","","","",0
3968,4639,"",7344,[21650],[25],[],"",[1],[4],"",[],"",[],[1],[],[],"","","","","","",0
3969,4640,"",7345,[21650],[23],[],"",[1],[9],"",[],"",[],[1],[],[],"","","","","","",0
3970,4641,"",7346,[21650],[22],[],"",[1],[8],"",[],"",[],[1],[],[],"","","","","","",0
3971,4642,"",7347,[21649],[24],[],"",[1],[6],"",[],"",[],[1],[],[],"","","","","","",0
3972,4643,"",7348,[21650],[25],[],"",[1],[4],"",[],"",[],[2],[],[],"","","","","","",0
3973,4644,"",7349,[21650],[23],[],"",[1],[9],"",[],"",[],[2],[],[],"","","","","","",0
3974,4645,"",7350,[21650],[22],[],"",[1],[8],"",[],"",[],[2],[],[],"","","","","","",0
3975,4646,"",7351,[21649],[24],[],"",[1],[6],"",[],"",[],[2],[],[],"","","","","","",0
3976,4647,"",7352,[21650],[25],[],"",[1],[4],"",[],"",[],[5],[],[],"","","","","","",0
3977,4648,"",7353,[21650],[23],[],"",[1],[9],"",[],"",[],[5],[],[],"","","","","","",0
3978,4649,"",7354,[21650],[22],[],"",[1],[8],"",[],"",[],[5],[],[],"","","","","","",0
3979,4650,"",7355,[21649],[24],[],"",[1],[6],"",[],"",[],[5],[],[],"","","","","","",0
3980,4651,"",7356,[21650],[25],[],"",[1],[4],"",[],"",[],[3],[],[],"","","","","","",0
3981,4652,"",7357,[21650],[23],[],"",[1],[9],"",[],"",[],[3],[],[],"","","","","","",0
3982,4653,"",7358,[21650],[22],[],"",[1],[8],"",[],"",[],[3],[],[],"","","","","","",0
3983,4654,"",7359,[21649],[24],[],"",[1],[6],"",[],"",[],[3],[],[],"","","","","","",0
3984,4655,303,"","[1374,21649]",[23],[],"","[118,1]",[10],"",[],"",[],[],[],[],"","","","","","",0
3985,4656,"",7360,[21649],[21],[],"",[1],[12],"",[],"",[],[],[],[],"","","","","","",0
3986,4657,"","","[320,21649]",[4],[],"","[204,1]",[11],"",[],"",[],[],[],[],"","","","","","",0
3987,4659,"","","[16275,21653]","[0,1,2,33,34]",[],"","[23,1]",[21],"",[],1,[],[],[],[],"","","","","","",0
3988,4658,305,"",[21652],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],[2],"",[],"",[],[],[],[],"","","","","","",0
3989,4626,"",7331,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
3990,4660,"",7361,[21649],[24],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","","",0
3991,4661,"",7362,[21651],"[7,6,8,9,11,12,15,16,17,32,14,57,13,20]",[],"",[1],[1],1,[],"",[],[],[],[],"","","","",1,"",0
3992,4662,"",7363,[21651],[26],[],"",[1],[1],"",[],"",[],[],[],[],"","","","",1,"",0
3993,4663,"","","[18968,21649]",[],[],"","[1,1]",[24],"",[],"",[],[],[],[],"","","","","","",0
3994,4665,"","",[21649],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[1],[3],"",[],"",[],[],[],[55],"","","","","","",0
3995,4625,"","",[16275],"[0,1,33]",[],"",[24],[21],"",[],"",[],[],[],[],"","","","","","",0
3996,6911,"",7364,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
3997,6912,"",7365,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
3998,6913,"",7366,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
3999,6914,"",7367,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4000,6915,"",7368,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4001,6916,"",7369,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4002,6917,"",7370,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4003,6918,"",7371,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4004,6919,"",7372,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4005,6920,"",7373,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4006,6922,"",7374,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4007,6923,"",7375,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4008,6924,"",7376,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4009,6925,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[48],"","","","","","",0
4010,6926,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[49],"","","","","","",0
4011,6927,"",7377,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
4012,6928,"",7378,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
4013,6929,"",7379,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
4014,6931,"","",[],[],[],"",[],[24],"",[],"",[],[],[],[],"","","","","","",0
4015,6932,"","",[],[],[],"",[],[24],"",[],"",[],[],[],[],"","","","","","",0
4016,6933,"","",[],[],[],"",[],[24],"",[],"",[],[],[],[],"","","","","","",0
4017,6934,"","",[21095],[],[],"",[1],[25],"",[],"",[],[],[],[],"","","",1,"","",0
4018,6935,"",7380,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4019,6936,"",7381,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4020,6937,"",7382,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4021,6938,"",7383,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4022,6939,"",7384,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4023,6940,"",7385,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4024,6941,"",7386,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4025,6942,"",7387,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4026,6943,"",7388,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4027,6944,"",7389,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4028,6945,"",7390,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4029,6946,"",7391,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4030,6947,"",7392,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4031,6953,"",7393,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4032,6954,"",7394,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4033,6955,"",7395,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4034,6956,"",7396,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4035,6961,"",7397,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4036,6957,"",7398,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4037,6963,"",7399,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4038,6964,"",7400,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4039,6965,"",7401,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4040,6966,"",7402,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4041,6967,"",7403,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4042,6968,"",7404,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4043,6969,"",7405,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4044,6970,"",7406,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4045,6971,"",7407,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4046,6972,"",7408,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4047,6975,"",7409,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4048,6976,"",7410,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4049,6977,"",7411,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4050,6978,"",7412,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4051,6973,"",7413,[],"[57,14]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4052,6974,"",7414,[],"[12,17,32]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4053,6979,"",7415,[],"[57,14]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4054,6980,"",7416,[],"[12,17,32]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4055,6983,"",7417,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4056,6984,"",7418,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4057,6985,"",7419,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4058,6986,"",7420,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4059,6987,"",7421,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4060,6988,"",7422,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
4061,6989,"",7423,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4062,6990,"",7424,[21654],[25],[],"",[1],[4],"",[],"",[],[],[],[],"","","","","","",0
4063,6991,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[51],"","","","","","",0
4064,6992,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[50],"","","","","","",0
4065,6993,"",7425,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4066,6994,"",7426,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4067,6995,"",7427,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4068,6996,"",7428,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4069,6997,"",7429,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4070,6998,"",7430,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
4071,6999,"",7431,[],[24],[],"",[],[7],"",[],"",[],[],[],[56],"","","","","","",0
4072,7000,306,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
4073,7001,"",7432,[21421],[21],[],"",[1],[12],"",[],"",[],[],[],[],"","","","","","",0
4074,7002,"","",[16275],[33],[1381],"",[25],[21],"",[],1,[],[],[],[],"","","","","","",0
4075,7003,"","",[16275],[33],[1381],"",[26],[21],"",[],1,[],[],[],[],"","","","","","",0
4076,7004,"","",[16275],[33],[1381],"",[27],[21],"",[],1,[],[],[],[],"","","","","","",0
4077,7011,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[52],"","","","","","",0
4078,7012,"","",[],[],[],"",[],[24],"",[],"",[],[],[],[],"","","","","","",0
4079,7013,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[53],"","","","","","",0
4080,7022,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[54],"","","","","","",0
4081,7038,"",7433,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4082,7039,"",7434,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4083,7040,"",7435,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4084,7041,"",7436,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4085,7042,"",7437,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4086,7043,"",7438,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4087,7044,"",7439,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4088,7045,"",7440,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4089,7046,"",7441,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4090,7047,"",7442,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4091,7059,307,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
4092,7060,308,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
4093,7062,309,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[57],"","","","","","",0
4094,7065,"",7443,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4095,7066,"",7444,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4096,7067,"",7445,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4097,7068,"",7446,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4098,7069,"",7447,[21662],[24],[],"",[1],[7],"",[],"",[],[],[],[],"","","","","","",0
4099,7074,"",7448,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4100,7075,"",7449,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4101,7082,"","",[21657],[21],[],"",[1],[12],"",[],"",[],[],[],[],"","","","","","",0
4102,7083,"","",[21657],[21],[],"",[2],[12],"",[],"",[],[],[],[],"","","","","","",0
4103,7084,"",7450,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4104,7085,"",7451,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4105,7086,"",7452,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4106,7087,"",7453,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4107,7088,"",7454,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4108,7089,"",7455,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4109,7090,"",7456,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4110,7091,"",7457,[],"[12,32,14,57,11]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4111,7092,"",7458,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4112,7095,"",7459,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4113,7096,"",7460,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4114,7098,"",7461,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
4115,7099,"",7462,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4116,7100,"",7463,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4117,7101,"",7464,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4118,7102,"",7465,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4119,7103,"",7466,"[16868,21661]",[21],[],"","[1,1]",[12],"",[],"",[],[],[],[],"","","","","","",0
4120,7104,"",7467,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
4121,7105,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[58],"","","","","","",0
4122,7107,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[59],"","","","","","",0
4123,7109,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[60],"","","","","","",0
4124,7112,"",7468,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4125,7113,"",7469,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4126,7114,"",7470,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4127,7115,"",7471,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4128,7116,"",7472,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4129,7117,"",7473,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4130,7118,"",7474,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
4131,7119,"",7475,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
4132,7120,"",7476,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
4133,7121,"",7477,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
4134,7128,"",7478,[],"[13,20,26,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4135,7129,"",7479,[],"[13,20,26,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4136,7130,"",7480,[],"[8,32,14,57,12,26]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
4137,7132,"","",[16275],[33],[1381],"",[28],[21],"",[],1,[],[],[],[],"","","","","","",0
4138,7133,"","",[16275],[33],[1381],"",[29],[21],"",[],1,[],[],[],[],"","","","","","",0
4139,7134,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[61],"","","","","","",0
4140,7135,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[62],"","","","","","",0
4141,7136,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[63],"","","","","","",0
4142,7137,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,36,26,20]",[],"",[],[3],"",[],"",[],[],[],[64],"","","","","","",0
4143,7138,"","",[21670],[],[],"",[1],[25],"",[],"",[],[],[],[],"","","",1,"","",0
4144,7139,"","",[21671],[],[],"",[1],[25],"",[],"",[],[],[],[],"","","",1,"","",0
