"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","i32_76","i32_80"
201,"JohanHellos","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Greeting_04_04.ogg""]",[],100,"","",1770,1770
202,"JohanGoodbyes","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Johan/Johan_Greeting/Johan_Farewell_04_04.ogg""]",[],100,"","",1770,1770
203,"DannigSettlersHellos","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Greeting_04_04.ogg""]",[],100,"","",1770,1770
204,"DannigSettlersGoodbyes","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Dannig/Dannig_Greeting/DannigSettlers_Farewell_04_04.ogg""]",[],100,"","",1770,1770
205,"TujenSettlersHellos","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Greeting_04_04.ogg""]",[],100,"","",1770,1770
206,"TujenSettlersGoodbyes","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Tujen/Tujen_Greeting/TujenSettlers_Farewell_03_04.ogg""]",[],100,"","",1770,1770
207,"RogSettlersHellos","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Greeting_03_04.ogg""]",[],100,"","",1770,1770
208,"RogSettlersGoodbyes","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Rog/Rog_Greeting/RogSettlers_Farewell_04_04.ogg""]",[],100,"","",1770,1770
209,"IslaSettlersHellos","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Greeting_04_04.ogg""]",[],100,"","",1770,1770
210,"IslaSettlersGoodbyes","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Isla/Isla_Greeting/IslaSettlers_Farewell_04_04.ogg""]",[],100,"","",1770,1770
211,"FaustusSettlersHellos","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_04_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_05_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_05_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_05_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Greeting_05_04.ogg""]",[],100,"","",1770,1770
212,"FaustusSettlersHellosHideout","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_GreetingHideout_03_03.ogg""]",[],100,717,"",1770,1770
213,"FaustusSettlersGoodbyes","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_01_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_02_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_03_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_03_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_03_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_03_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_04_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_04_04.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_05_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_05_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_05_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/FaustusSettlers_Farewell_05_04.ogg""]",[],100,"","",1770,1770
214,"FaustusSettlersGoodbyesHideout","[""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_01_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_01_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_01_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_02_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_02_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_02_03.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_04_01.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_04_02.ogg"",""Audio/Dialogue/Leagues/SettlersOfKalguur/Faustus/Faustus_Greeting/Faustus_FarewellHideout_04_03.ogg""]",[],100,717,"",1770,1770
