"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[rid]_222","MonsterMetadata","MonsterKillAchievements","ArchnemesisType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate1","ArchnemesisMinionMod","HASH32","BuffTemplate2","GameMode","GrantedEffectRuthless","bool_653"
27347,"HellscapeUpsideSocketedGemsAreSupportedByLevel10AddedChaosDamage_____",8148,1024,45,1131,"","","",1,"","","","","","","","","","",24,[431],10,10,0,0,0,0,0,0,"[22,0]","[100,0]",[],[6729],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[638,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3855481369,[],0,[],""
27348,"HellscapeUpsideSocketedGemsAreSupportedByLevel20AddedChaosDamage",26835,1024,68,1131,"","","",1,"","","","","","","","","","",24,[431],20,20,0,0,0,0,0,0,"[22,0]","[100,0]",[],[6739],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[638,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1560360402,[],0,[],""
27349,"HellscapeUpsideSocketedGemsAreSupportedByLevel22AddedChaosDamage__",26484,1024,68,1131,"","","",1,"","","","","","","","","","",24,[431],22,22,0,0,0,0,0,0,"[22,0]","[100,0]",[],[6741],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[638,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4231174982,[],0,[],""
27350,"HellscapeUpsideCannotBeFrozen___",1245,32,1,17727,"","","",1,"","","","","","","","","","",24,[12],1,1,0,0,0,0,0,0,"[4,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1655137914,[],0,[],""
27351,"HellscapeUpsideGainLifeChargeEvery3Seconds",7130,8844,1,11149,"","","",1,"","","","","","","","","","",24,[4413],1,1,0,0,0,0,0,0,"[26,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",474613648,[],0,[],""
27352,"HellscapeUpsideGainManaChargeEvery3Seconds",48651,8845,1,10139,"","","",1,"","","","","","","","","","",24,[4413],1,1,0,0,0,0,0,0,"[26,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1122106602,[],0,[],""
27353,"HellscapeUpsideChillOnBlock1",16388,5742,1,7160,"","","",1,"","","","","","","","","","",24,[2891],14,16,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,641,317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3980832066,[],0,[],""
27354,"HellscapeUpsideChillOnBlock2",29524,5742,45,7160,"","","",1,"","","","","","","","","","",24,[2891],17,19,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,641,317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4211574867,[],0,[],""
27355,"HellscapeUpsideChillOnBlock3",24990,5742,68,7160,"","","",1,"","","","","","","","","","",24,[2891],20,22,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,641,317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",871715435,[],0,[],""
27356,"HellscapeUpsideChillOnBlock4",32026,5742,68,7160,"","","",1,"","","","","","","","","","",24,[2891],23,25,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,641,317,309,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",756633603,[],0,[],""
27357,"HellscapeUpsideShockOnBlock1",12554,5743,1,7161,"","","",1,"","","","","","","","","","",24,[2892],14,16,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,317,310,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4089234102,[],0,[],""
27358,"HellscapeUpsideShockOnBlock2___",34861,5743,45,7161,"","","",1,"","","","","","","","","","",24,[2892],17,19,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,317,310,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1843324403,[],0,[],""
27359,"HellscapeUpsideShockOnBlock3__",4897,5743,68,7161,"","","",1,"","","","","","","","","","",24,[2892],20,22,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,317,310,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3249197707,[],0,[],""
27360,"HellscapeUpsideShockOnBlock4__",20207,5743,68,7161,"","","",1,"","","","","","","","","","",24,[2892],23,25,0,0,0,0,0,0,"[1,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[634,317,310,635]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3097294451,[],0,[],""
27361,"HellscapeUpsideSocketedStrengthGems___",48579,338,1,757,"","","",1,"","","","","","","","","","",24,[116],1,1,0,0,0,0,0,0,"[25,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[633,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",572694497,[],0,[],""
27362,"HellscapeUpsideSocketedDexterityGems",39594,2358,1,758,"","","",1,"","","","","","","","","","",24,[116],1,1,0,0,0,0,0,0,"[25,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[633,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1660352604,[],0,[],""
27363,"HellscapeUpsideSocketedIntelligenceGems__",57542,7176,1,759,"","","",1,"","","","","","","","","","",24,[116],1,1,0,0,0,0,0,0,"[25,0]","[200,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[633,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",830132668,[],0,[],""
27364,"HellscapeUpsideGrantsLevel1HeraldOfIce__",65349,1856,1,7055,"","","",1,"","","","","","","","","","",24,[1047],1,1,0,0,0,0,0,0,"[16,0]","[100,0]",[],[32677],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2151710469,[],0,[],""
27365,"HellscapeUpsideGrantsLevel10HeraldOfIce",36689,1856,45,7055,"","","",1,"","","","","","","","","","",24,[1047],10,10,0,0,0,0,0,0,"[16,0]","[150,0]",[],[32686],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1152568291,[],0,[],""
27366,"HellscapeUpsideGrantsLevel20HeraldOfIce",15692,1856,68,7055,"","","",1,"","","","","","","","","","",24,[1047],20,20,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32696],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4091661997,[],0,[],""
27367,"HellscapeUpsideGrantsLevel22HeraldOfIce",17954,1856,68,7055,"","","",1,"","","","","","","","","","",24,[1047],22,22,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32698],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1836329814,[],0,[],""
27368,"HellscapeUpsideGrantsLevel1HeraldOfAsh",20182,1855,1,7054,"","","",1,"","","","","","","","","","",24,[1047],1,1,0,0,0,0,0,0,"[16,0]","[100,0]",[],[32597],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",40258736,[],0,[],""
27369,"HellscapeUpsideGrantsLevel10HeraldOfAsh_",13216,1855,45,7054,"","","",1,"","","","","","","","","","",24,[1047],10,10,0,0,0,0,0,0,"[16,0]","[150,0]",[],[32606],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2948373532,[],0,[],""
27370,"HellscapeUpsideGrantsLevel20HeraldOfAsh",11246,1855,68,7054,"","","",1,"","","","","","","","","","",24,[1047],20,20,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32616],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1227776704,[],0,[],""
27371,"HellscapeUpsideGrantsLevel22HeraldOfAsh_",45558,1855,68,7054,"","","",1,"","","","","","","","","","",24,[1047],22,22,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32618],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1253505856,[],0,[],""
27372,"HellscapeUpsideGrantsLevel1HeraldOfThunder",41829,1857,1,7056,"","","",1,"","","","","","","","","","",24,[1047],1,1,0,0,0,0,0,0,"[16,0]","[100,0]",[],[32717],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3173654095,[],0,[],""
27373,"HellscapeUpsideGrantsLevel10HeraldOfThunder",24865,1857,45,7056,"","","",1,"","","","","","","","","","",24,[1047],10,10,0,0,0,0,0,0,"[16,0]","[150,0]",[],[32726],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2702950458,[],0,[],""
27374,"HellscapeUpsideGrantsLevel20HeraldOfThunder_",54135,1857,68,7056,"","","",1,"","","","","","","","","","",24,[1047],20,20,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32736],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1010429774,[],0,[],""
27375,"HellscapeUpsideGrantsLevel22HeraldOfThunder",7405,1857,68,7056,"","","",1,"","","","","","","","","","",24,[1047],22,22,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32738],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1268930383,[],0,[],""
27376,"HellscapeUpsideGrantsLevel1HeraldOfPurity",30669,1858,1,7057,"","","",1,"","","","","","","","","","",24,[1047],1,1,0,0,0,0,0,0,"[16,0]","[100,0]",[],[32837],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1099249224,[],0,[],""
27377,"HellscapeUpsideGrantsLevel10HeraldOfPurity",7750,1858,45,7057,"","","",1,"","","","","","","","","","",24,[1047],10,10,0,0,0,0,0,0,"[16,0]","[150,0]",[],[32846],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",767701892,[],0,[],""
27378,"HellscapeUpsideGrantsLevel20HeraldOfPurity_____",8544,1858,68,7057,"","","",1,"","","","","","","","","","",24,[1047],20,20,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32856],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4189575383,[],0,[],""
27379,"HellscapeUpsideGrantsLevel22HeraldOfPurity_",47924,1858,68,7057,"","","",1,"","","","","","","","","","",24,[1047],22,22,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32858],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3497421634,[],0,[],""
27380,"HellscapeUpsideGrantsLevel1HeraldOfAgony",28304,1859,1,7058,"","","",1,"","","","","","","","","","",24,[1047],1,1,0,0,0,0,0,0,"[16,0]","[100,0]",[],[32757],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3012091160,[],0,[],""
27381,"HellscapeUpsideGrantsLevel10HeraldOfAgony",27015,1859,45,7058,"","","",1,"","","","","","","","","","",24,[1047],10,10,0,0,0,0,0,0,"[16,0]","[150,0]",[],[32766],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1327507111,[],0,[],""
27382,"HellscapeUpsideGrantsLevel20HeraldOfAgony__",54300,1859,68,7058,"","","",1,"","","","","","","","","","",24,[1047],20,20,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32776],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2417771520,[],0,[],""
27383,"HellscapeUpsideGrantsLevel22HeraldOfAgony__",38517,1859,68,7058,"","","",1,"","","","","","","","","","",24,[1047],22,22,0,0,0,0,0,0,"[16,0]","[200,0]",[],[32778],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4022303178,[],0,[],""
27384,"HellscapeUpsideGrantsLevel1SnipersMark",20718,1846,1,2311,"","","",1,"","","","","","","","","","",24,[1047],1,1,0,0,0,0,0,0,"[21,0]","[200,0]",[],[11045],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3788681532,[],0,[],""
27385,"HellscapeUpsideGrantsLevel10SnipersMark",64465,1846,45,2311,"","","",1,"","","","","","","","","","",24,[1047],10,10,0,0,0,0,0,0,"[21,0]","[200,0]",[],[11054],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3555928098,[],0,[],""
27386,"HellscapeUpsideGrantsLevel20SnipersMark",55909,1846,68,2311,"","","",1,"","","","","","","","","","",24,[1047],20,20,0,0,0,0,0,0,"[21,0]","[200,0]",[],[11064],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3706652298,[],0,[],""
27387,"HellscapeUpsideGrantsLevel22SnipersMark",54760,1846,68,2311,"","","",1,"","","","","","","","","","",24,[1047],22,22,0,0,0,0,0,0,"[21,0]","[200,0]",[],[11066],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[637],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2907928763,[],0,[],""
27388,"HellscapeUpsideDaytimeFishSize___",14032,10160,1,15573,"","","",1,"","","","","","","","","","",24,[5109],10,30,0,0,0,0,0,0,"[80,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",961810308,[],0,[],""
27389,"HellscapeUpsideFishingCastDistance",39331,1355,45,1774,"","","",1,"","","","","","","","","","",24,[699],13,16,0,0,0,0,0,0,"[80,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1529463434,[],0,[],""
27390,"HellscapeUpsideFishingRarity",21336,1358,1,1777,"","","",1,"","","","","","","","","","",24,[702],20,25,0,0,0,0,0,0,"[80,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[1162],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",553481125,[],0,[],""
27391,"HellscapeUpsideStrengthAppliesToFishingReelSpeed_",32423,10162,1,15575,"","","",1,"","","","","","","","","","",24,[5111],1,1,0,0,0,0,0,0,"[80,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",376400072,[],0,[],""
27392,"HellscapeUpsideCanCatchScourgedFish",43856,10161,68,15574,"","","",1,"","","","","","","","","","",24,[5110],1,1,0,0,0,0,0,0,"[80,0]","[1,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2176199398,[],0,[],""
27393,"HellscapeUpsideMapHellscapeMonstersExperience__",54199,10085,1,"","","","",1,"","","","","","","","","","",24,[5056],15,15,0,0,0,0,0,0,"[57,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2834398022,[],0,[],""
27394,"HellscapeUpsideMapHellscapeMonstersPackSize",15730,10086,1,"","","","",1,"","","","","","","","","","",24,[5057],10,10,0,0,0,0,0,0,"[57,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",807603537,[],0,[],""
27395,"HellscapeUpsideMapHellscapeItemQuantity_",24727,10087,1,"","","","",1,"","","","","","","","","","",24,[5058],20,20,0,0,0,0,0,0,"[57,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3519525200,[],0,[],""
27396,"HellscapeUpsideMapHellscapeItemRarity",31694,10088,1,"","","","",1,"","","","","","","","","","",24,[5059],20,20,0,0,0,0,0,0,"[57,0]","[0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1366895287,[],0,[],""
27397,"HellscapeUpsideMapHellscapeAdditionalBoss",309,10089,1,"","","","",1,"","","","","","","","","","",24,[5060],1,1,0,0,0,0,0,0,"[57,0]","[850,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2859379547,[],0,[],""
27398,"HellscapeUpsideMapHellscapeTaintedCurrencyDrops_",3003,10090,1,"","","","",1,"","","","","","","","","","",24,[5061],1,1,0,0,0,0,0,0,"[57,0]","[6650,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3524057527,[],0,[],""
27399,"HellscapeUpsideMapHellscapeScourgedItemDrops_",10873,10091,1,"","","","",1,"","","","","","","","","","",24,[5062],1,1,0,0,0,0,0,0,"[57,0]","[6650,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1451392251,[],0,[],""
27400,"HellscapeUpsideMapHellscapeRareMonstersMapDropChance_",58766,10092,1,"","","","",1,"","","","","","","","","","",24,[5063],1,1,0,0,0,0,0,0,"[57,0]","[10000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",12969291,[],0,[],""
27401,"HellscapeUpsideMapHellscapeRareMonstersInfluenceItemDropChance",966,10093,1,"","","","",1,"","","","","","","","","","",24,[5064],1,1,0,0,0,0,0,0,"[57,0]","[2000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2631900953,[],0,[],""
27402,"HellscapeUpsideMapHellscapeRareMonstersBasicCurrencyItemDropChance",21712,10094,1,"","","","",1,"","","","","","","","","","",24,[5065],2,2,0,0,0,0,0,0,"[57,0]","[13333,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",566654230,[],0,[],""
27403,"HellscapeUpsideMapHellscapeRareMonstersDropItemsOneLevelHigher",38291,10095,1,"","","","",1,"","","","","","","","","","",24,[5066],1,1,0,0,0,0,0,0,"[57,0]","[850,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2649426040,[],0,[],""
27404,"HellscapeUpsideMapHellscapeRareMonstersAbyssJewel",56075,10096,1,"","","","",1,"","","","","","","","","","",24,[5067],1,1,0,0,0,0,0,0,"[57,0]","[10000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3648193144,[],0,[],""
27405,"HellscapeUpsideMapHellscapeRareMonstersBlightOil",33242,10097,1,"","","","",1,"","","","","","","","","","",24,[5068],1,1,0,0,0,0,0,0,"[57,0]","[6650,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3265348475,[],0,[],""
27406,"HellscapeUpsideMapHellscapeRareMonstersBreachSplinters",61268,10098,1,"","","","",1,"","","","","","","","","","",24,[5069],1,1,0,0,0,0,0,0,"[57,0]","[10000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1113173261,[],0,[],""
27407,"HellscapeUpsideMapHellscapeRareMonstersDeliriumSplinters",26011,10099,1,"","","","",1,"","","","","","","","","","",24,[5070],1,1,0,0,0,0,0,0,"[57,0]","[6650,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",122577621,[],0,[],""
27408,"HellscapeUpsideMapHellscapeRareMonstersDelveFossils",16686,10100,1,"","","","",1,"","","","","","","","","","",24,[5071],1,1,0,0,0,0,0,0,"[57,0]","[6650,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2858543951,[],0,[],""
27409,"HellscapeUpsideMapHellscapeRareMonstersEnchantedItem",39974,10101,1,"","","","",1,"","","","","","","","","","",24,[5072],1,1,0,0,0,0,0,0,"[57,0]","[10000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3239402803,[],0,[],""
