"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
2161,"ailment_bearer","Art/2DArt/SkillIcons/WardenAilmentBearer.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/warden_ailment/epk/avatar_form.epk","","",[],[],[],"","","",0,0,"","",[]
2162,"tincture_mana_burn","Art/2DArt/BuffIcons/TinctureManaBurnDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/Tinctures/epk/tincture_applied.epk","","",[],[],[],"","","",0.5,0.5,"","",[]
2163,"tincture_life_burn","Art/2DArt/BuffIcons/TinctureToxicityDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/Tinctures/epk/tincture_applied.epk","","",[],[],[],"","","",0.5,0.5,"","",[]
2164,"explode_enemies_on_kill_fire","Art/2DArt/SkillIcons/passives/Warden/WardenFireAilments.dds",[],[],[],"","Flaming Runesurge","Éruption runique enflammée","Flammende Explosive Runen","炎のルーンサージ","불을 뿜는 룬 쇄도","Explosão Rúnica Flamejante","Пламенный рунный взрыв","Sobrecarga de runas ardientes","กระแสอักขระเพลิง","烈焰符文奔騰","","","Enemies you kill have a chance to explode, dealing fire damage","Les ennemis que vous tuez ont une chance d'exploser, infligeant des dégâts de feu","Gegner, die Ihr tötet, haben eine Chance zu explodieren und Feuerschaden zu verursachen.","倒した敵は確率で爆発し火ダメージを与える","적 처치 시 해당 적이 일정 확률로 폭발하여 화염 피해를 줍니다.","Inimigos que você matar tem uma chance de explodir, causando dano de fogo.","Убиваемые вами враги могут взорваться, нанеся урон от огня","Los enemigos que matas tienen una probabilidad de explotar e infligir daño de fuego","ศัตรูที่คุณสังหารมีโอกาสระเบิด สร้างความเสียหาย ไฟ","你擊殺的敵人有機會爆炸，造成火焰傷害","","","",[],[],[],"","","",0,0,"","",[]
2165,"explode_enemies_on_kill_cold","Art/2DArt/SkillIcons/passives/Warden/WardenColdAilments.dds",[],[],[],"","Icy Runesurge","Éruption runique glaciale","Eisige Explosive Runen","氷のルーンサージ","얼어붙은 룬 쇄도","Explosão Rúnica Congelante","Ледяной рунный взрыв","Sobrecarga de runas heladas","กระแสอักขระเยือกแข็ง","冰霜符文奔騰","","","Enemies you kill have a chance to explode, dealing cold damage","Les ennemis que vous tuez ont une chance d'exploser, infligeant des dégâts de froid","Gegner, die Ihr tötet, haben eine Chance zu explodieren und Kälteschaden zu verursachen.","倒した敵は確率で爆発し冷気ダメージを与える","적 처치 시 해당 적이 일정 확률로 폭발하여 냉기 피해를 줍니다.","Inimigos que você matar tem uma chance de explodir, causando dano de gelo.","Убиваемые вами враги могут взорваться, нанеся урон от холода","Los enemigos que matas tienen una probabilidad de explotar e infligir daño de hielo","ศัตรูที่คุณสังหารมีโอกาสระเบิด สร้างความเสียหาย น้ำแข็ง","你擊殺的敵人有機會爆炸，造成冰冷傷害","","","",[],[],[],"","","",0,0,"","",[]
2166,"explode_enemies_on_kill_lightning","Art/2DArt/SkillIcons/passives/Warden/WardenLightningAilments.dds",[],[],[],"","Crackling Runesurge","Éruption runique crépitante","Blitzende Explosive Runen","電撃のルーンサージ","치직대는 룬 쇄도","Explosão Rúnica Crepitante","Искрящийся рунный взрыв","Sobrecarga de runas electrizantes","กระแสอักขระประจุ","雷霆符文奔騰","","","Enemies you kill have a chance to explode, dealing lightning damage","Les ennemis que vous tuez ont une chance d'exploser, infligeant des dégâts de foudre","Gegner, die Ihr tötet, haben eine Chance zu explodieren und Blitzschaden zu verursachen.","倒した敵は確率で爆発し雷ダメージを与える","적 처치 시 해당 적이 일정 확률로 폭발하여 번개 피해를 줍니다.","Inimigos que você matar tem uma chance de explodir, causando dano de raio.","Убиваемые вами враги могут взорваться, нанеся урон от молнии","Los enemigos que matas tienen una probabilidad de explotar e infligir daño de rayo","ศัตรูที่คุณสังหารมีโอกาสระเบิด สร้างความเสียหาย สายฟ้า","你擊殺的敵人有機會爆炸，造成閃電傷害","","","",[],[],[],"","","",0,0,"","",[]
2167,"blightreach","Art/2DArt/SkillIcons/passives/AtlasTrees/BlightInfectedMap.dds",[],[],[],"","Blightreach","Surinfestation","Kontaminationsreichweite","ブライトリーチ","역병의 손아귀","Superinfestação","Власть Скверны","Alcance infestado","แสวงไบล์ท","凋落之境","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2168,"hoarfrost","Art/2DArt/BuffIcons/cannotbefrozen.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2169,"div_card_touched_visual","Art/2DArt/BuffIcons/cannotbefrozen.dds","[""Metadata/Monsters/Daemon/CardDaemon/MonsterModPurpleEPK.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2170,"bismuth_epk","Art/2DArt/BuffIcons/cannotbefrozen.dds","[""Metadata/Effects/Environment/League_Settlers/MineralEncounters/Bismuth/epk/node.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0.5,1,"","",[]
2171,"tincture_prismatic","Art/2DArt/BuffIcons/PrismaticTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2172,"tincture_rosethorn","Art/2DArt/BuffIcons/RosethornTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2173,"tincture_ironwood","Art/2DArt/BuffIcons/IronwoodTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2174,"tincture_ashbark","Art/2DArt/BuffIcons/AshbarkTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2175,"tincture_borealwood","Art/2DArt/BuffIcons/BorealwoodTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2176,"tincture_fulgurite","Art/2DArt/BuffIcons/FulguriteTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2177,"tincture_poisonberry","Art/2DArt/BuffIcons/PoisonberryTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2178,"tincture_bloodsap","Art/2DArt/BuffIcons/BloodSapTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2179,"tincture_oakbranch","Art/2DArt/BuffIcons/OakbranchTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2180,"tincture_sporebloom","Art/2DArt/BuffIcons/SporebloomTintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2181,"tincture_mod_ailmentduration","Art/2DArt/BuffIcons/IncreasedShockFreezeIgniteDurationTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2182,"tincture_mod_dotmultiplier","Art/2DArt/BuffIcons/IncreasedDamageOverTimeTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2183,"tincture_mod_elepen","Art/2DArt/BuffIcons/ElementalResistancePenetrationTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2184,"tincture_mod_critmultiplier","Art/2DArt/BuffIcons/CriticalStrikeDamageTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2185,"tincture_mod_attackspeed","Art/2DArt/BuffIcons/AttackSpeedTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2186,"tincture_mod_lowlifedamage","Art/2DArt/BuffIcons/DamageAgainstEnemiesLowLifeTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2187,"tincture_mod_lifeonhit","Art/2DArt/BuffIcons/LifeGainedOnHitTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2188,"tincture_mod_lifeonkill","Art/2DArt/BuffIcons/LifeGainedOnKillTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2189,"tincture_mod_manaonhit","Art/2DArt/BuffIcons/ManaGainedOnHitTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2190,"tincture_mod_manaonkill","Art/2DArt/BuffIcons/ManaGainedOnKillTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2191,"tincture_mod_flaskcharge","Art/2DArt/BuffIcons/IncreasedFlaskChargesGainedTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2192,"tincture_mod_ignorepdr","Art/2DArt/BuffIcons/IncreasedFlaskChargesGainedTinctureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2193,"tincture_unique1","Art/2DArt/BuffIcons/Unique1TintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2194,"tincture_unique2","Art/2DArt/BuffIcons/Unique2TintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2195,"tincture_unique3","Art/2DArt/BuffIcons/Unique3TintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2196,"tincture_unique4","Art/2DArt/BuffIcons/Unique4TintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2197,"tincture_unique5","Art/2DArt/BuffIcons/Unique5TintureBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2198,"mtx_animal_poachers_mark","Art/2DArt/SkillIcons/PoachersMark.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[172],"","","",0,0,"","",[]
2199,"mtx_animal_assassins_mark","Art/2DArt/SkillIcons/AssassinsMark.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[173],"","","",0,0,"","",[]
2200,"mtx_animal_snipers_mark","Art/2DArt/SkillIcons/projectileweakness.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[174],"","","",0,0,"","",[]
2201,"mtx_animal_warlords_mark","Art/2DArt/SkillIcons/WarLordsMark.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[175],"","","",0,0,"","",[]
2202,"zodiac_dragon_flask","","[""Metadata/Effects/Microtransactions/Misc/FlaskEffects/ZodiacDragon/ZodiacDragon_Flask.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2203,"malachai_invulnerable_gantlet","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Malachai/shield/malachai_sheild_epk_gauntlet.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2204,"mtx_zodiac_dragon_alt_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[176],"","","",0,0,"","",[]
2205,"mtx_zodiac_dragon_alt_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[177],"","","",0,0,"","",[]
2206,"mtx_zodiac_dragon_alt_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[178],"","","",0,0,"","",[]
2207,"mtx_lightning_in_a_bottle_flask","","[""Metadata/Effects/Microtransactions/Flasks/LightningInABottle/EPKs/characterFX.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2208,"power_charge_breach_flame_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[179],"","","",0,0,"","",[]
2209,"endurance_charge_breach_flame_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[180],"","","",0,0,"","",[]
2210,"frenzy_charge_breach_flame_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[181],"","","",0,0,"","",[]
2211,"zangerboss_orb_degen","Art/2DArt/BuffIcons/SolarOrbDebuff.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2212,"zangerboss_orb_beam","Art/2DArt/BuffIcons/GolemBeam.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2213,"divination_buff","Art/2DItems/Divination/InventoryIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2214,"mtx_sand_dodgeroll","","[""Metadata/Effects/Microtransactions/Flasks/Quicksilver/Sand/epk/DodgeRoll_Sand.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2215,"mtx_smoke_dodgeroll","","[""Metadata/Effects/Microtransactions/Flasks/Quicksilver/Smoke/epk/DodgeRoll_Smoke.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2216,"mtx_bat_dodgeroll","","[""Metadata/Effects/Microtransactions/Flasks/Quicksilver/Bat/epk/DodgeRoll_Bat.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2217,"mtx_ghost_dodgeroll","","[""Metadata/Effects/Microtransactions/Sprinting/Ghost/epk/ghost_sprint.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0.5,0.5,"","",[]
2218,"mtx_water_dodgeroll","","[""Metadata/Effects/Microtransactions/Sprinting/Water/epk/water_sprint.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0.5,0.5,"","",[]
2219,"zana_rose_petal_charge","Art/2DArt/BuffIcons/ZanaRosePetalsBuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/mechanics/rose_petals/player_petals/epk/collected_petals.epk""]",[],[74],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2220,"zana_influenced_monster","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/mechanics/rose_petals/monster/monster_affected.epk""]",[],[74],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2221,"excommunicated_visual","Art/2DArt/BuffIcons/ExcommunicatedDebuff.dds","[""Metadata/Effects/Spells/supports/excommunicate/epk/excommunicate.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2222,"mercenary_phys_enrage_visual","Art/2DArt/BuffIcons/PhysicalDegenerationAura.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2223,"mercenary_armour_applies_to_ele_damage_buff_visual","Art/2DArt/BuffIcons/Ascendancy/IridescentFleshCold.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2224,"power_charge_breach_faeries_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[182],"","","",0,0,"","","[""False""]"
2225,"endurance_charge_breach_faeries_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[183],"","","",0,0,"","","[""False""]"
2226,"frenzy_charge_breach_faeries_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[184],"","","",0,0,"","","[""False""]"
2227,"power_charge_purple_breach_faeries_mtx","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[185],"","","",0,0,"","","[""False""]"
2228,"endurance_charge_purple_breach_faeries_mtx","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[186],"","","",0,0,"","","[""False""]"
2229,"frenzy_charge_purple_breach_faeries_mtx","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[187],"","","",0,0,"","","[""False""]"
2230,"mtx_rose_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[188],"","","",0,0,"","",[]
2231,"mtx_rose_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[189],"","","",0,0,"","",[]
2232,"mtx_rose_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[190],"","","",0,0,"","",[]
2233,"benevolenceboss_collectable1_debuff","Art/2DArt/BuffIcons/MemoryOfBenevolenceRed.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/Benevolence/epk/collect_skin_01_boss.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/Benevolence/epk/collect_skin_01.epk","","",[],[],[],"","","",0,0,"","",[]
2234,"benevolenceboss_collectable2_debuff","Art/2DArt/BuffIcons/MemoryOfBenevolenceBlue.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/Benevolence/epk/collect_skin_02_boss.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/Benevolence/epk/collect_skin_02.epk","","",[],[],[],"","","",0,0,"","",[]
2235,"catarina_pre_phase2_visuals","Art/2DArt/SkillIcons/iconsprint.dds","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarinaNew/epk/char_fx.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,1,"","",[]
2236,"Resplendence_buff","Art/2DArt/BuffIcons/BeetleAllflameBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2237,"anger_boss_beam","Art/2DArt/BuffIcons/buffonfire.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2238,"divination_buff_abandoned_wealth","Art/2DArt/BuffIcons/AbandonedWealthBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2239,"divination_buff_a_chilling_wind","Art/2DArt/BuffIcons/AChillingWindBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2240,"divination_buff_alivias_grace","Art/2DArt/BuffIcons/AliviasGraceBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2241,"divination_buff_astral_protection","Art/2DArt/BuffIcons/AstralProtectionBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2242,"divination_buff_baited_expectations","Art/2DArt/BuffIcons/BaitedExpectationsBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2243,"divination_buff_beauty_through_death","Art/2DArt/BuffIcons/BeautyThroughDeathBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2244,"divination_buff_boon_of_justice","Art/2DArt/BuffIcons/BoonofJusticeBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2245,"divination_buff_burning_blood","Art/2DArt/BuffIcons/BurningBloodBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2246,"divination_buff_chaotic_disposition","Art/2DArt/BuffIcons/ChaoticDispositionBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2247,"divination_buff_council_of_cats","Art/2DArt/BuffIcons/CounciloOfCatsBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2248,"divination_buff_dark_temptation","Art/2DArt/BuffIcons/DarkTemptationBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2249,"divination_buff_doedres_madness","Art/2DArt/BuffIcons/DoedresMadnessBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2250,"divination_buff_earth_drinker","Art/2DArt/BuffIcons/EarthDrinkerBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2251,"divination_buff_her_mask","Art/2DArt/BuffIcons/HerMaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2252,"divination_buff_house_of_mirrors","Art/2DArt/BuffIcons/HouseOfMirrorsBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2253,"divination_buff_humility","Art/2DArt/BuffIcons/HumilityBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2254,"divination_buff_hunters_temptation","Art/2DArt/BuffIcons/HuntersRewardBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2255,"divination_buff_lonely_warrior","Art/2DArt/BuffIcons/LonelyWarriorBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2256,"divination_buff_loyalty","Art/2DArt/BuffIcons/LoyaltyBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2257,"divination_buff_might_is_right","Art/2DArt/BuffIcons/MightIsRightBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2258,"divination_buff_poisoned_faith","Art/2DArt/BuffIcons/PoisonedFaithBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2259,"divination_buff_rats","Art/2DArt/BuffIcons/RatsBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2260,"divination_buff_the_beast","Art/2DArt/BuffIcons/TheBeastBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2261,"divination_buff_the_betrayal","Art/2DArt/BuffIcons/TheBetrayalBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2262,"divination_buff_the_coming_storm","Art/2DArt/BuffIcons/TheComingStormBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2263,"divination_buff_the_conduit","Art/2DArt/BuffIcons/TheConduitBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2264,"divination_buff_the_darkest_dream","Art/2DArt/BuffIcons/TheDarkestDreamBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2265,"divination_buff_the_demoness","Art/2DArt/BuffIcons/TheDemonessBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2266,"divination_buff_the_doctor","Art/2DArt/BuffIcons/TheDoctorBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2267,"divination_buff_the_enthusiasts","Art/2DArt/BuffIcons/TheEnthusiastsBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2268,"divination_buff_the_escape","Art/2DArt/BuffIcons/TheEscapeBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2269,"divination_buff_the_feast","Art/2DArt/BuffIcons/TheFeastBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2270,"divination_buff_the_life_thief","Art/2DArt/BuffIcons/TheLifeThiefBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2271,"divination_buff_the_lunaris_priestess","Art/2DArt/BuffIcons/TheLunarisPriestessBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2272,"divination_buff_the_scavenger","Art/2DArt/BuffIcons/TheScavengerBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2273,"divination_buff_the_throne","Art/2DArt/BuffIcons/TheThroneBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
