"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
10346,"UniqueStaff4x","Art/2DItems/Weapons/TwoHandWeapons/Staves/Staff1unique.dds","Metadata/Items/Weapons/TwoHandWeapons/Staves/uniques/StaffFencoilDrop.ao",23,1135,"Metadata/Items/Weapons/TwoHandWeapons/Staves/uniques/StaffFencoil.ao",[],[],[],[],[],[],[],"","","","","","","",3,12,[],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8909],1,[7368],"",0,"","","","",[],[],"","","","",[]
10347,"UniqueDagger8","Art/2DItems/Weapons/OneHandWeapons/Daggers/BinosKitchenKnife.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/BinosKitchenKnifeDrop.ao",55,44505,"Metadata/Items/Weapons/OneHandWeapons/Daggers/BinosKitchenKnife.ao",[],[],[],[],[],[],[],"","","","","","","",2,10,[1610],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8909],"",[],"",0,"","","","",[],[],"","","","",[]
10348,"UniqueHelmetStrInt4","Art/2DItems/Armours/Helmets/VeilOfTheNight.dds","Metadata/Items/Armours/Helmets/VeiloftheNightDrop.ao",11,3016,"","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStr.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightDexInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrDexInt.sm""]","warrior_hairShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape","swordman_hairShape","","hairShape","adventurer_hairShape",9,13,[],"[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10349,"UniqueHelmetStrInt4x_","Art/2DItems/Armours/Helmets/VeilOfTheNight.dds","Metadata/Items/Armours/Helmets/VeiloftheNightDrop.ao",11,61072,"","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStr.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightDexInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrDexInt.sm""]","warrior_hairShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape","swordman_hairShape","","hairShape","adventurer_hairShape",9,13,[],"[""Art/Models/Items/Armours/Helmets/Uniques/VeiloftheNight/VeiloftheNightStrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[],1,[7371],"",0,"","","","",[],[],"","","","",[]
10350,"UniqueRing22","Art/2DItems/Rings/MirrorRing.dds","Metadata/Items/Rings/Ring.ao",21,6013,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[8913],"",[],"",0,"","","","",[],[],"","","","",[]
10351,"SupportGemEnlighten","Art/2DItems/Gems/Support/Enlighten.dds","Metadata/Items/Currency/CurrencyGemInt.ao",768,34401,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10352,"AlternateArtPerandusBlazon","Art/2DItems/Belts/PerandusBlazonAlt.dds","Metadata/Items/Belts/Belt.ao",1,11108,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1295],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10353,"AlternateArtAurumvorax","Art/2DItems/Weapons/OneHandWeapons/Rapiers/AurumvoraxAlt.dds","Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword10.ao",24,59937,"Art/Models/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword10.fmt",[],[],[],[],[],[],[],"","","","","","","",4,10,[863],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10354,"AlternateArtGoldwyrm","Art/2DItems/Armours/Boots/GoldwyrmAlt.dds","Metadata/Items/Armours/Boots/AlternateArtUniqueGoldwyrm.ao",2,23089,"","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5Str.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5Dex.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5Int.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5StrDex.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5StrInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5DexInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5StrDexInt.sm""]","warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape",9,13,[1248],"[""Art/Models/Items/Armours/Boots/BootsDex5/BootsDex5StrInt.sm""]",[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10355,"AlternateArtAmethystRing","Art/2DItems/Rings/AmethystAlt.dds","Metadata/Items/Rings/Ring.ao",21,17620,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10356,"AlternateArtDeathRush","Art/2DItems/Rings/DeathRushAlt.dds","Metadata/Items/Rings/Ring.ao",21,36173,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10357,"AlternateArtAndvarius","Art/2DItems/Rings/RingUnique1.dds","Metadata/Items/Rings/Ring.ao",21,43446,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1189],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10358,"AlternateArtMeginordsGirdle","Art/2DItems/Belts/MeginordsGirdleAlt.dds","Metadata/Items/Belts/Belt.ao",1,35499,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1284],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10359,"AlternateArtSidhebreath","Art/2DItems/Amulets/SidhebreathAlt.dds","Metadata/Items/Amulets/Amulet.ao",0,42796,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1317],[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10360,"AlternateArtMingsHeart","Art/2DItems/Rings/MingsHeartAlt.dds","Metadata/Items/Rings/Ring.ao",21,24509,"",[],[],[],[],[],[],[],"","","","","","","",9,13,"[835,1288]",[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10361,"AlternateArtVoidBattery","Art/2DItems/Weapons/OneHandWeapons/Wands/VoidBatteryAlt.dds","Metadata/Items/Weapons/OneHandWeapons/Wands/VoidBatteryAltDrop.ao",25,52702,"Metadata/Items/Weapons/OneHandWeapons/Wands/VoidBatteryAlt.ao",[],[],[],[],[],[],[],"","","","","","","",1,10,"[828,1353]",[],[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10362,"UniqueGlovesStrInt1","Art/2DItems/Armours/Gloves/RecallingtheWretched.dds","Metadata/Items/Armours/Gloves/ShacklesoftheWretchedDrop.ao",7,1270,"","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedStr.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedDex.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedDexInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedStrDexInt.sm""]","warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape",9,13,[1639],"[""Art/Models/Items/Armours/Gloves/Unique/ShacklesoftheWretched/ShacklesoftheWretchedStrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8915],"",[],"",0,"","","","",[],[],"","","","",[]
10363,"AlternateArtDemigodsTouch","Art/2DItems/Armours/Gloves/DemigodsTouchAlt.dds","Metadata/Items/Armours/Gloves/DemigodsTouchAlternateArtDrop.ao",7,54423,"","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltStr.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltDex.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltDexInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltStrDexInt.sm""]","warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape",9,13,[],"[""Art/Models/Items/Armours/Gloves/Unique/DemigodsTouchAlt/DemigodsTouchAltStrInt.sm""]",[],"",[],1,"","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10364,"UniqueOneHandMace3","Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/Mjolner.dds","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/uniques/MjolnerDrop.ao",14,28166,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/uniques/Mjolner.ao",[],[],[],[],[],[],[],"","","","","","","",1,10,[],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8909],"",[],"",0,"","","","",[],[],"","","","",[]
10365,"UniqueHelmetCrownOfThePaleKing","Art/2DItems/Armours/Helmets/VeilOfTheNight.dds","Metadata/Items/Armours/Helmets/CrownOfThePaleKingDrop.ao",11,48800,"","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingStr.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingDexInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingStrDexInt.sm""]","warrior_hairShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape","swordman_hairShape","","hairShape","adventurer_hairShape",9,13,[],"[""Art/Models/Items/Armours/Helmets/Uniques/CrownOfThePaleKing/helmetCrownOfThePaleKingStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10366,"UniqueStaff5","Art/2DItems/Weapons/TwoHandWeapons/Staves/DyingBreath.dds","Metadata/Items/Weapons/TwoHandWeapons/Staves/uniques/DyingBreathDrop.ao",23,48856,"Metadata/Items/Weapons/TwoHandWeapons/Staves/uniques/DyingBreathHeld.ao",[],[],[],[],[],[],[],"","","","","","","",1,10,[1617],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8909],"",[],"",0,"","","","",[],[],"","","","",[]
10367,"UniqueGlovesDexInt5","Art/2DItems/Armours/Gloves/frenzygloves.dds","Metadata/Items/Armours/Gloves/SnakebiteDrop.ao",7,29890,"","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteStr.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteDex.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteDexInt.sm""]","[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteStrDexInt.sm""]","warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape",9,13,[],"[""Art/Models/Items/Armours/Gloves/Unique/Snakebite/SnakebiteStrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8915],"",[],"",0,"","","","",[],[],"","","","",[]
10368,"UniqueBootsStrInt2","Art/2DItems/Armours/Boots/Alberonswarpath.dds","Metadata/Items/Armours/Boots/BootsStrInt3.ao",2,28029,"","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Str.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Dex.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Int.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrDex.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3DexInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrDexInt.sm""]","warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape",9,13,[],"[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8916],"",[],"",0,"","","","",[],[],"","","","",[]
10369,"UniqueBootsStrInt2x","Art/2DItems/Armours/Boots/Alberonswarpath.dds","Metadata/Items/Armours/Boots/BootsStrInt3.ao",2,33290,"","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Str.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Dex.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3Int.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrDex.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3DexInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrDexInt.sm""]","warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape",9,13,[],"[""Art/Models/Items/Armours/Boots/BootsStrInt3/BootsStrInt3StrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8916],1,[7373],"",0,"","","","",[],[],"","","","",[]
10370,"UniqueHelmetStrDex5","Art/2DItems/Armours/Helmets/Skullhead.dds","Metadata/Items/Armours/Helmets/SkullHeadDrop.ao",11,62681,"","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadStr.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadDexInt.sm""]","[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadStrDexInt.sm""]","warrior_hairShape,warrior_headShape","hunter_hairShape","witch_hairBottomShape,witch_hairTopShape,witch_headShape","swordman_hairShape,swordman_headShape","","hairShape","adventurer_hairShape",9,13,[],"[""Art/Models/Items/Armours/Helmets/Uniques/SkullHead/helmetSkullheadStrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10371,"PirateWheelShield","Art/2DItems/Armours/Shields/ShieldDex1.dds","Metadata/Items/Currency/CurrencyGem.ao",26,20369,"Metadata/Items/Armours/Shields/WheeloftheStormsail/WheeloftheStormsailHeld.ao",[],[],[],[],[],[],[],"","","","","","","",9,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10372,"UniqueRing23","Art/2DItems/Rings/unused4.dds","Metadata/Items/Rings/Ring.ao",21,18264,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8913],"",[],"",0,"","","","",[],[],"","","","",[]
10373,"UniqueRing23x__","Art/2DItems/Rings/unused4.dds","Metadata/Items/Rings/Ring.ao",21,16564,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8913],1,[7374],"",0,"","","","",[],[],"","","","",[]
10374,"UniqueGlovesStrDex4","Art/2DItems/Armours/Gloves/VaalCaress.dds","Metadata/Items/Armours/Gloves/GlovesStrDex1.ao",16,40577,"","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1Str.sm""]","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1Dex.sm""]","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1Int.sm""]","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1StrDex.sm""]","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1StrInt.sm""]","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1DexInt.sm""]","[""Art/Models/Items/Armours/Gloves/GlovesStrDex1/GlovesStrDex1StrDexInt.sm""]","warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape",9,13,[1540],"[""Art/Models/Items/Armours/AnimateArmour/GlovesStrDex1AnimateArmour.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8915],"",[],"",0,"","","","",[],[],"","","","",[]
10375,"UniqueQuiver3","Art/2DItems/Quivers/Drillneck.dds","Metadata/Items/Quivers/DrillneckQuiverDrop.ao",20,37992,"Art/Models/Items/Quivers/DrillneckQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","",9,13,[1541],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10376,"UniqueQuiver4","Art/2DItems/Quivers/Rearguard.dds","Metadata/Items/Quivers/RearguardQuiverDrop.ao",20,53605,"Art/Models/Items/Quivers/RearguardQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","",9,13,[1542],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10377,"BossAtziriSpear","Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe7.dds","Metadata/Items/Rings/Ring.ao",14,43005,"Art/Models/MONSTERS/Atziri/AtziriSpear.fmt",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10378,"BossAtziriMirror","Art/2DItems/Armours/Shields/ShieldDex5Unique.dds","Metadata/Items/Rings/Ring.ao",19,41828,"Art/Models/MONSTERS/Atziri/AtziriMirror.fmt",[],[],[],[],[],[],[],"","","","","","","",9,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10379,"BossAtziriSpearRitual","Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe7.dds","Metadata/Items/Rings/Ring.ao",14,27315,"Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_vaal/AtziriSpearRitual.ao",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10380,"UniqueStaff6_","Art/2DItems/Weapons/TwoHandWeapons/Staves/PledgeofHands.dds","Metadata/Items/Weapons/TwoHandWeapons/Staves/uniques/PledgeOfHandStaffDrop.ao",23,38697,"Art/Models/Items/Weapons/TwoHandWeapons/Staves/Unique/PledgeOfHandStaff.fmt",[],[],[],[],[],[],[],"","","","","","","",1,10,[1635],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8909],"",[],"",0,"","","","",[],[],"","","","",[]
10381,"UniqueBootsDex7","Art/2DItems/Armours/Boots/AtzirisStep.dds","Metadata/Items/Armours/Boots/BootsDex4.ao",2,23147,"","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4Str.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4Dex.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4Int.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4StrDex.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4StrInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4DexInt.sm""]","[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4StrDexInt.sm""]","warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape",9,13,[1532],"[""Art/Models/Items/Armours/Boots/BootsDex4/BootsDex4StrInt.sm""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8916],"",[],"",0,"","","","",[],[],"","","","",[]
10382,"UniqueBelt9","Art/2DItems/Belts/DoryanisInvitation.dds","Metadata/Items/Belts/Belt.ao",1,51185,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1533],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[8914],"",[],"",0,"","","","",[],[],"","","","",[]
10383,"UniqueFlask5","Art/2DItems/Flasks/AtzirisPromise.dds","Metadata/Items/Flasks/Flask1.ao",9,53881,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1535],[],[3235],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",1,"","","","",[],[],"","","","",[]
10384,"UniqueGlovesStr3","Art/2DItems/Armours/Gloves/AtzirisAcuity.dds","Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesDrop.ao",16,22077,"","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrDexInt.ao""]","","","","","","","",9,13,[1536],"[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrInt.ao""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8915],"",[],"",0,"","","","",[],[],"","","","",[]
10385,"UniqueGlovesStr3x","Art/2DItems/Armours/Gloves/AtzirisAcuity.dds","Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesDrop.ao",16,32190,"","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesDexInt.ao""]","[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrDexInt.ao""]","","","","","","","",9,13,[1536],"[""Metadata/Items/Armours/Gloves/AtzirisAcuity/AtzirisAcuityGlovesStrInt.ao""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8915],1,[7372],"",0,"","","","",[],[],"","","","",[]
10386,"VaalFragment1_1","Art/2DItems/Maps/Vaal01.dds","Metadata/Items/Currency/MapOrb.ao",50,12259,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1551],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10387,"VaalFragment1_2","Art/2DItems/Maps/Vaal02.dds","Metadata/Items/Currency/MapOrb.ao",50,12267,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1552],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
