"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet1","StatSet2"
12265,"SupportGreaterSpellCascade",1,[55],"P",3,[],"[25,32,35,38,37]","",1865320540,[],"",2,1000,"",1,"",[],"","","",[],9033,0,0,0,"",12213,[]
12266,"SupportEclipse",1,[],"x",4,[],[114],1,-335502829,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12214,[]
12267,"SupportInvertTheRules",1,"[6,0]","l",3,[],[],"",-1173809165,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12215,[]
12268,"SupportCastOnWardBreak",1,"[1,31,73]","&",2,"[36,89]","[32,35,25,38,49,122]","",-1700431860,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12216,[]
12269,"SupportWard",1,[],"p",3,[],[],"",886164289,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12217,[]
12270,"SupportVaalSacrifice",1,"[21,37,73]","V",3,[],"[25,32,35,36,11,63,93,76,74,73]","",-1650765790,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12218,[]
12271,"SupportVaalTemptation",1,[37],"}",1,[],[],"",722216738,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12219,[]
12272,"SupportMachinations",1,"[6,0]","M",2,[],[],"",434109651,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12220,[]
12273,"SupportPyre",1,[19],"B",1,[],"[36,35,32,122,94]","",-432903117,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12221,[]
12274,"TriggeredSupportPyre","",[],"",1,[],[],"",-1990082330,[],"",2,1000,1917,"","",[],"","","",[],"",0,0,0,"",12222,[]
12275,"SupportBonespire",1,[62],"B",1,[],"[36,35,32,122,94]","",188317676,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12223,[]
12276,"TriggeredSupportBonespire","",[],"",1,[],[],"",1327906804,[],"",2,1000,1918,"","",[],"","","",[],"",1,0,0,"",12224,[]
12277,"SupportFoulgrasp",1,[64],"B",3,[],"[36,35,32,122,94]","",-1134572643,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12225,[]
12278,"TriggeredSupportFoulgrasp","",[],"",3,[],[],"",439290068,[],"",2,1000,1919,"","",[],"","","",[],"",0,0,0,"",12226,[]
12279,"SupportHiveborn",1,[124],"B",3,[],"[36,35,32,122,94]","",-667562112,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12227,[]
12280,"TriggeredSupportHiveborn","",[],"",3,[],[],"",217178081,[],"",2,1000,1920,"","",[],"","","",[],"",0,0,0,"",12228,[]
12281,"SupportScornfulHerald",1,[51],"H",3,[],[],"",1636269031,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12229,[]
12282,"SupportCullTheWeak",1,"[6,0]","X",2,[],[],"",1578227718,[],"",2,1000,"","","",[],"","","",[],2053,0,0,0,"",12230,[]
12283,"SupportGreaterAncestralCall",1,[20],"A",1,[],"[49,36,37]","",1585377450,[],"",2,1000,"",1,"",[],"","","",[],9035,0,0,0,"",12231,[]
12284,"SupportFissure",1,[91],"Y",1,[],"[36,35,32,122,94,25]","",639596715,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12232,[]
12285,"TriggeredSupportFissure","",[],"",1,[],[],"",-1870004934,[],"",2,1000,1924,"","",[],"","","",[],"",2,1,0,"",12233,[]
12286,"SupportHextoad",1,"[96,68,73]","_",3,[115],"[36,35,32,122,38,125]","",855238242,[],"",2,1000,"",1,"",[],"","","",[],12240,0,0,0,"",12234,[]
12287,"TriggeredSupportHextoad","",[],"",3,[],[],"",150988862,[],"",2,1000,1922,"","",[],"","","",[],"",0,0,0,"",12235,[]
12288,"BloodShrineUniqueTriggeredExplodingToad","",[],"",4,[],[],"",-1106139232,[],1,2,1000,1923,"","",[],"","","",[],"",1,0,0,"",12236,[]
12289,"SupportHexpass",1,"[68,96,73]","-",3,[],[],"",-1771343880,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12237,[]
12290,"SupportGreaterFork",1,"[2,44,46]","Y",2,[],[],"",-666829240,[],"",2,1000,"","","",[],"","","",[],2399,0,0,0,"",12238,[]
12291,"SupportGreaterChain",1,"[18,2,44,46,90]","c",2,[],[],"",287171986,[],"",2,1000,"","","",[],"","","",[],2396,0,0,0,"",12239,[]
12292,"SupportLethalDose",1,"[6,0]","D",2,[],[],"",42340403,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12240,[]
12293,"SupportCompanionship",1,[76],"C",2,[],"[116,36]","",1119778004,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12241,[]
12294,"SupportDivineSentinel",1,"[76,128]","O",1,[],[],"",2031996092,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12242,[]
12295,"SupportAnnhilation",1,"[6,0]","O",1,[],[],"",-1043248333,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12243,[]
12296,"SupportEdify",1,[],"p",1,[],[],"",124253747,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12244,[]
12297,"SupportInvention",1,"[32,35]",">",2,[],[],"",1257175918,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12245,[]
12298,"SupportGreaterKineticInstability",1,[40],"`",3,[],"[32,35,25,122,5]","",-1532440405,[],"",2,1000,"",1,"",[],"","","",[8],12664,0,0,0,"",12246,[]
12299,"TriggeredSupportGreaterKineticInstability","",[],"",3,[],[],"",850710557,[],"",2,1000,1825,"","",[],"","","",[],12665,0,0,0,"",12247,[]
12300,"SupportCooldownRecovery",1,[89],"8",3,[],[],"",-316911913,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12248,[]
12301,"SupportVoidstorm",1,[88],"V",2,[],"[36,35,32,122,25,94]","",-465730441,[],"",2,1000,"",1,"",[],"","","","[13,8]","",0,0,0,"",12249,[]
12302,"TriggeredSupportVoidstorm","",[],"",2,[],[],"",1511892837,[],"",2,1000,1925,"","",[],"","","",[],"",1,1,0,"",12250,[]
12303,"SupportVoidShockwave",1,[19],"S",1,[],"[36,76,25,94]","",1349580173,[],"",2,1000,"",1,"",[],"","","","[12,32,17,14,57,11,16]",10644,0,0,0,"",12251,[]
12304,"TriggeredSupportVoidShockwave","",[],"",1,[],[],"",-1482242822,[],"",2,1000,1921,"","",[],"","","",[],10645,0,0,0,"",12252,[]
12305,"SupportEldritchBlasphemy",1,"[68,96,73]","A",3,"[11,26,38,52,80,89]","[32,35,72,25,74,73]","",98505867,[],"",2,1000,"",1,"",[],"","","",[],4800,0,0,0,"",12253,[]
12306,"SupportGluttony",1,"[2,44,72,1,73]","G",3,[8],"[25,32,35,36,11,37,63,47,64,99]","",1279831107,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12254,[]
12307,"SupportOverheat",1,[19],"F",1,[],"[25,32,35,94]","",-1104781100,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12255,[]
12308,"SupportGreaterMultistrike",1,[23],"4",1,[121],"[37,93,76,74,73]","",907088360,[],"",2,1000,"","","",[],"","","",[],2585,0,0,0,"",12256,[]
12309,"SupportCongregation",1,[76],"U",3,[],[],"",-1158497134,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12257,[]
12310,"SupportFrostmage",1,"[6,1,73]","v",3,[],"[25,32,35,11,37,103,99,64]","",-229215069,[],"",2,1000,"",1,"",[],"","","",[],11003,0,0,0,"",12258,[]
12311,"SupportGreaterDevour",1,"[6,0]","*",3,[],[],"",253224538,[],"",2,1000,"","","",[],"","","",[],12244,0,0,0,"",12259,[]
12312,"SupportMagnetism",1,[],"p",2,[],[],"",-260105691,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12260,[]
12313,"SupportGreaterUnleash",1,[69],"q",3,[],"[25,32,35,36,11,37,63,47,89]","",603124590,[],"",2,1000,"","","",[],"","","",[],10583,0,0,0,"",12261,[]
12314,"SupportPacifism",1,[],"~",2,[],[],"",-398634952,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12262,[]
12315,"SupportBloodsoakedBanner",1,[87],"C",1,"[34,8]",[],"",-36637139,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12263,[]
12316,"SupportMinionPact",1,"[6,1,73]","^",3,[],[],"",-546150250,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12264,[]
12317,"SupportHarrowingThrong",1,[],"p",3,[],[],"",921575683,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12265,[]
12318,"SupportUnholyTrinity",1,"[6,0]","y",2,[],"[32,35,25,63,11,36,49,64,99]","",-755366959,[],"",2,1000,"",1,"",[],"","","",[],11682,0,0,0,"",12266,[]
12319,"SupportOverloadedIntensity",1,[127],"#",3,[],"[32,35,25,47,63,11,52,36,49,37,76]","",1281383510,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12267,[]
12320,"SupportTransfusion",1,[1],">",1,[],[107],"",-649795398,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12268,[]
12321,"SupportCrustaceousGrasp",1,"[0,6]","⊙",3,[],[],"",-1414685838,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12269,[]
12322,"TriggeredSupportAbyssalMaw","",[],"",3,[],[],"",1501476899,[],"",2,1000,1646,"","",[],"","","",[],"",2,0,0,"",12270,[]
12323,"SupportCrystalfall",1,[91],"~",1,[],"[36,94,122,25,76]","",-1674993586,[],"",2,1000,"",1,"",[],"","","","[6,7,9,10,11,12,32,14,15,16,17,36,57,56,37]","",0,0,0,"",12271,[]
12324,"TriggeredSupportCrystalfall","",[],"",1,[],[],"",-293557531,[],"",2,1000,1932,"","",[],"","","",[],"",0,0,0,"",12272,[]
12325,"Supportqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",4,[],[],"",1600120760,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",12273,[]
12326,"VaalVenomGyre","",[],"",2,[],[],"",-959532425,[],"",2,1000,1554,"","",[],39,"","",[],"",0,0,0,"",12274,[]
12327,"VaalSmite","",[],"",1,[],[],"",897438839,[],"",2,1000,1355,"","",[],"","","",[],"",0,0,0,"",12275,[]
12328,"VaalBladeFlurry","",[],"",2,[],[],"",-592554310,[],"",2,1000,842,"","",[],"","","",[],"",0,0,0,"",12276,[]
12329,"CrucibleChannel","",[],"",4,[],[],"",-865276658,[],"",2,500,1815,"","",[],71,"",1,[],"",0,0,0,"",12277,[]
12330,"VaalReapMercenary","",[],"",1,[],[],"",0,[],"",2,1200,1713,"",1,[],"","","",[],"",0,0,22,"",12278,[]
12331,"VaalReapMercenaryEncounter","",[],"",1,[],[],"",0,[],"",2,1200,1713,"",1,[],"","","",[],"",0,0,22,"",12279,[]
12332,"VaalReap","",[],"",1,[],[],"",1628785634,[],"",2,800,1713,"","",[],"","","",[],"",0,0,22,"",12280,[]
12333,"VaalArcticArmourMercenary","",[],"",2,[],[],"",0,[],"",2,800,644,"",1,[],"","","",[],"",0,0,0,"",12281,[]
12334,"VaalArcticArmour","",[],"",2,[],[],"",-476638697,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",12282,[]
12335,"SummonTriggerbots","",[],"",3,[],[],"",1486663554,[],"",2,0,1816,"","",[],"","","",[],"",0,0,0,"",12283,[]
12336,"SummonAbyssalConstructs","",[],"",3,[],[],"",-1836430307,[],"",2,0,1817,"","",[],"","","",[],"",0,0,0,"",12284,[]
12337,"VaalAnimateWeapon","",[],"",2,[],[],"",563510593,[],"",2,600,381,"","",[],"","","",[],"",0,0,0,"",12285,[]
12338,"VaalLightningArrowMercenary","",[],"",2,[],[],"",0,[],"",2,1000,236,"",1,[],"","","",[],"",0,0,0,"",12286,[]
12339,"VaalLightningArrow","",[],"",2,[],[],"",-665407199,[],"",2,1000,236,"","",[],"","","",[],"",0,0,0,"",12287,[]
12340,"VaalAbsolution","",[],"",1,[],[],"",-531622586,[],"",2,500,1730,"","",[],"","","",[],"",0,0,0,"",12288,[]
12341,"VaalDomination","",[],"",1,[],[],"",514349896,[],"",2,500,196,"","",[],"","","",[],"",1,0,0,"",12289,[]
12342,"VaalIceShotMercenary","",[],"",2,[],[],"",0,[],"",2,1000,296,"",1,[],"","","",[],"",0,0,0,"",12290,[]
12343,"VaalIceShot","",[],"",2,[],[],"",-998124813,[],"",2,1000,296,"","",[],"","","",[],"",0,0,0,"",12291,[]
12344,"VaalFirestorm","",[],"",3,[],[],"",-984899934,[],"",2,750,210,"","",[],"","","",[],"",3,30,0,"",12292,[]
12345,"ChestVaalFirestorm","",[],"",3,[],[],"",-1093459132,[],"",2,750,210,"","",[],"","","",[],"",3,30,0,"",12293,[]
12346,"MtxCoinFlipInnocence","",[],"",4,[],[],"",-1378358476,[],"",2,500,1818,"","",[],21,"",1,[],"",0,0,0,"",12294,[]
12347,"MtxCoinFlipPerandus","",[],"",4,[],[],"",-1483777392,[],"",2,500,1818,"","",[],21,"",1,[],"",0,1,0,"",12295,[]
12348,"MtxCoinFlipSin","",[],"",4,[],[],"",508655796,[],"",2,500,1818,"","",[],21,"",1,[],"",0,2,0,"",12296,[]
12349,"MtxCoinFlipSilver","",[],"",4,[],[],"",298953490,[],"",2,500,1818,"","",[],21,"",1,[],"",0,3,0,"",12297,[]
12350,"BloodSandTriggered","",[],"",1,[],[],"",974607441,[],"",2,0,1819,"","",[],"","","",[],"",0,0,0,"",12298,[]
12351,"BoneCorpsesTriggered","",[],"",2,[],[],"",-1840277515,[],"",2,300,1821,"","",[],91,"","",[],"",0,0,0,"",12299,[]
12352,"SupportCastWhileChannelingBladeFlurryOrChargedDash",1,"[1,31,73]","&",3,"[36,89]","[32,35,25,38,49]","",694888954,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",5972,[]
12353,"VaalRejuvenationTotem","",[],"",1,[],[],"",-1852919303,[],"",2,100,266,"","",[],"","","",[],"",0,0,0,"",2100,[]
12354,"VaalSplitArrowMercenary","",[],"",2,[],[],"",0,[],"",2,1000,71,"",1,[],"","","",[],"",0,0,0,"",396,[]
12355,"VaalSplitArrow","",[],"",2,[],[],"",-1919629669,[],"",2,1000,71,"","",[],"","","",[],"",0,0,0,"",397,[]
12356,"MtxRaccoonTrash","",[],"",4,[],[],"",820471047,[],"",2,1000,1822,"","",[],"","","",[],"",0,0,0,"",12300,[]
12357,"MtxPolymorphLunarHare1","",[],"",4,[],[],"",-100994649,[],1,2,700,1803,"","",[],20,"",1,[],"",0,16,0,"",12161,[]
12358,"MtxPolymorphLunarHare2","",[],"",4,[],[],"",-1673059876,[],1,2,700,1803,"","",[],20,"",1,[],"",0,17,0,"",12161,[]
12359,"WalkEmergeCelestialVaalDominatingBlow","",[],"",4,[],[],"",0,[],"",2,1500,1194,"","",[],"","","",[],"",0,0,0,"",12301,[]
12360,"SupportManaforgedArrows",1,"[31,0,73]","U",2,"[36,89]","[32,35,25,11,122,49]","",1787679190,[],"",2,1000,"",1,"",[],"","","",[13],"",0,0,0,"",12302,[]
12361,"SupportPrismaticBurst",1,[0],"J",3,[],"[36,35,32,122]","",875449961,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",12303,[]
12362,"PrismaticBurst","",[],"",3,[],[],"",1621530469,[],"",2,1000,1823,"","",[],"","","",[],"",0,0,0,"",12304,[]
12363,"QuickstepHardMode","",[],"",4,[],[],"",-1468422385,[],1,2,150,1828,"","",[],"","",1,[],"",0,0,0,"",10575,[]
12364,"SummonSentinelOfRadiance","",[],"",4,[],[],"",-2005370214,[],"",2,750,1829,"","",[],"","","",[],"",0,0,0,"",12305,[]
12365,"SummonSentinelOfRadianceHardMode","",[],"",4,[],[],"",-559772657,[],"",2,750,1829,"","",[],"","","",[],"",0,0,0,"",12306,[]
12366,"AncestralMeleeKnockbackStun","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],"","","",[],"",0,0,0,"",12307,[12308]
12367,"AncestralSpearDisengage","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",12309,[]
12368,"SummonElementalRelic","",[],"",4,[],[],"",8707065,[],"",2,1000,1830,"","",[],"","","",[],"",0,0,0,"",12310,[]
12369,"SummonElementalRelicHardMode","",[],"",4,[],[],"",-276280222,[],"",2,1000,1830,"","",[],"","","",[],"",0,0,0,"",12311,[]
12370,"AvengingFlame","",[],"",1,[],[],"",-911364781,[],"",2,1000,1831,"","",[],"","","",[],"",0,0,0,"",12312,[]
12371,"PlaytestAttack","",[],"",4,[],[],"",1589733925,[],"",2,1000,1832,"","",[],"","","",[],"",0,0,0,"",12313,[]
12372,"PlaytestSpell","",[],"",4,[],[],"",1975023007,[],"",2,1000,1833,"","",[],"","","",[],"",0,0,0,"",12314,[]
12373,"PlaytestSlam","",[],"",4,[],[],"",893567615,[],"",2,1000,1834,"","",[],"","","",[],"",0,0,0,"",12315,[]
12374,"MtxHuntingDogSit","",[],"",4,[],[],"",-993466244,[],"",2,0,1835,"","",[],"","","",[],"",0,0,0,"",12316,[]
12375,"MtxHuntingDogRollOver","",[],"",4,[],[],"",215358423,[],"",2,0,1836,"","",[],"","","",[],"",1,0,0,"",12317,[]
12376,"MtxHuntingDogPlayDead","",[],"",4,[],[],"",1962055283,[],"",2,0,1837,"","",[],"","","",[],"",2,0,0,"",12318,[]
12377,"MtxHuntingDogPet","",[],"",4,[],[],"",803026975,[],"",2,0,1838,"","",[],"","","",[],"",3,0,0,"",12319,[]
12378,"MtxHuntingDogRollOverDog","",[],"",4,[],[],"",1012075579,[],"",2,1000,1130,"","",[],49,"","",[],"",0,0,0,"",12333,[]
12379,"MtxHuntingDogPlayDeadDog","",[],"",4,[],[],"",-1783844527,[],"",2,1000,1246,"","",[],50,"","",[],"",0,0,0,"",12333,[]
12380,"MtxHuntingDogPetDog","",[],"",4,[],[],"",-793504735,[],"",2,1000,1247,"","",[],62,"","",[],"",0,0,0,"",12333,[]
12381,"AncestralKaomUnarmedCombo","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],41,"","",[],"",0,0,0,"",12320,[]
12382,"TriggerSummonedAncestorKaom","",[],"",4,[],[],"",-1152699332,[],"",2,1000,1839,"","",[],"","","",[],"",0,0,0,"",12321,[]
12383,"TriggerSummonedAncestorUtula","",[],"",4,[],[],"",-1295272435,[],"",2,1000,1840,"","",[],"","","",[],"",1,0,0,"",12322,[]
12384,"TriggerSummonedAncestorAkoya","",[],"",4,[],[],"",686473454,[],"",2,1000,1841,"","",[],"","","",[],"",2,0,0,"",12323,[]
12385,"TriggerSummonedAncestorKahuturoa","",[],"",4,[],[],"",1716642754,[],"",2,1000,1842,"","",[],"","","",[],"",3,0,0,"",12324,[]
12386,"TriggerSummonedAncestorRakiata","",[],"",4,[],[],"",1706919252,[],"",2,1000,1843,"","",[],"","","",[],"",4,0,0,"",12325,[]
12387,"TriggerSummonedAncestorIkiaho","",[],"",4,[],[],"",-1875650264,[],"",2,1000,1844,"","",[],"","","",[],"",5,0,0,"",12326,[]
12388,"TriggerSummonedAncestorAhuana","",[],"",4,[],[],"",1252221837,[],"",2,1000,1845,"","",[],"","","",[],"",6,0,0,"",12327,[]
12389,"TriggerSummonedAncestorTawhanuku","",[],"",4,[],[],"",-1368911475,[],"",2,1000,1846,"","",[],"","","",[],"",7,0,0,"",12328,[]
12390,"TriggerSummonedAncestorMaata","",[],"",4,[],[],"",-572880973,[],"",2,1000,1847,"","",[],"","","",[],"",8,0,0,"",12329,[]
12391,"TriggerSummonedAncestorKiloava","",[],"",4,[],[],"",1145821659,[],"",2,1000,1848,"","",[],"","","",[],"",9,0,0,"",12330,[]
12392,"MeleeKahuturoaGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],13,"","",[],"",0,0,0,"",12331,[]
12393,"MeleeKahuturoaTripleGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],33,"","",[],"",0,0,0,"",12332,[]
12394,"AhuanaEvadeLeft","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",12334,[]
12395,"AhuanaEvadeRight","",[],"",4,[],[],"",0,[],"",2,1000,533,"","",[],"","","",[],"",0,0,0,"",12335,[]
12396,"RakiataSweep","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],19,"","",[],"",0,0,0,"",12336,[]
12397,"RakiataSlam","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],1,"","",[],"",0,0,0,"",12337,[]
12398,"RakiataLacerate","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],41,"","",[],"",0,0,0,"",12338,[]
12399,"AkoyaLacerate","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],41,"","",[],"",0,0,0,"",12339,[]
12400,"KahuturoaMelee","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],"","","",[],"",0,0,0,"",12340,[]
12401,"AncestralWhipMaceCombo","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],41,"","",[],"",0,0,0,"",12341,[]
12402,"UtulaFireSwing","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],19,"","",[],"",0,0,0,"",12342,[]
12403,"AncestralSpearTeleport","",[],"",4,[],[],"",0,[],"",2,1000,1114,"","",[],97,"","",[],"",1,-1,0,"",12343,[]
12404,"SprayPaintCelestial","",[],"",4,[],[],"",-102592916,[],"",2,200,1849,"","",[],"","",1,[],"",0,0,0,"",12344,[]
12405,"SprayPaintMagmatic","",[],"",4,[],[],"",-314474707,[],"",2,200,1850,"","",[],"","",1,[],"",0,1,0,"",12344,[]
12406,"SprayPaintBlood","",[],"",4,[],[],"",998074364,[],"",2,200,1851,"","",[],"","",1,[],"",0,2,0,"",12344,[]
12407,"AncestralSpearMeleeCombo","",[],"",4,[],[],"",0,[],"",2,1000,108,"","",[],1,"","",[],"",0,0,0,"",12345,[]
12408,"SummonDarkEffigy","",[],"",3,[],[],"",424581443,[],"",2,600,1852,"","",[],"","","",[],"",0,0,0,"",12346,[]
12409,"MtxMimicTransform","",[],"",4,[],[],"",-1196862200,[],"",2,0,1853,"","",[],"","","",[],"",0,0,0,"",12347,[]
12410,"UltimatumRuneLightningStormRank4","",[],"",4,[],[],"",0,[],"",2,1000,206,"","",[],"","","",[],"",1,33,0,"",12348,[]
12411,"Barkskin","",[],"",2,[],[],"",767254553,[],"",2,0,1854,"","",[],"","","",[],"",0,0,0,"",12349,[]
12412,"VoodooKingTeleport","",[],"",4,[],[],"",0,[],"",2,1000,1114,"","",[],97,"","",[],"",1,-1,0,"",12350,[]
12413,"VoodooKingTeleportFlee","",[],"",4,[],[],"",0,[],"",2,1000,1114,"","",[],97,"","",[],"",1,-1,0,"",12351,[]
12414,"AzmeriPictStaffTeleport","",[],"",4,[],[],"",0,[],"",2,1000,1114,"","",[],97,"","",[],"",1,-1,0,"",12352,[]
12415,"VoodooKingDashForward","",[],"",4,[],[],"",0,[],"",2,1000,1130,"","",[],86,"","",[],"",0,0,0,"",12353,[]
12416,"VoodooKingDashBackward","",[],"",4,[],[],"",0,[],"",2,1000,1130,"","",[],87,"","",[],"",0,0,0,"",12354,[]
12417,"VoodooKingDashLeft","",[],"",4,[],[],"",0,[],"",2,1000,1130,"","",[],84,"","",[],"",0,0,0,"",12355,[]
12418,"VoodooKingDashRight","",[],"",4,[],[],"",0,[],"",2,1000,1130,"","",[],85,"","",[],"",0,0,0,"",12356,[]
12419,"AzmeriPictMaleDetonateDead","",[],"",4,[],[],"",0,[],"",2,1000,1278,"","",[],32,"","",[],"",1,4,0,"",12357,[]
12420,"AzmeriStagVolatileCorpseExplode","",[],"",4,[],[],"",0,[],"",2,1000,57,"","",[],32,"","",[],"",0,3,0,"",12358,[]
12421,"PenanceMark","",[],"",3,[],[],"",-1106729467,[],"",2,500,1855,"","",[],"","","",[],"",0,0,0,"",12359,[]
12422,"Affliction","",[],"",3,[],[],"",459241192,[],"",2,500,1856,"","",[],"","","",[],"",0,0,0,"",12360,[]
12423,"Pacify","",[],"",3,[],[],"",1974816132,[],"",2,500,1857,"","",[],"","","",[],"",0,0,0,"",12361,[]
12424,"Ravenous","",[],"",3,[],[],"",388828889,[],"",2,1000,1858,"","",[],"","","",[],"",0,0,0,"",12362,[]
12425,"PactOfBeidat","",[],"",4,[],[],"",-1679521977,[],"",2,800,1935,"","",[],"","","",[],"",0,0,0,"",12363,[]
12426,"PactOfGhorr","",[],"",4,[],[],"",362139422,[],"",2,800,1936,"","",[],"","","",[],"",0,0,0,"",12364,[]
12427,"PactOfKtash","",[],"",4,[],[],"",-871011805,[],"",2,800,1937,"","",[],"","","",[],"",0,0,0,"",12365,[]
12428,"PactOfLycia","",[],"",4,[],[],"",-990698290,[],"",2,800,1938,"","",[],"","","",[],"",0,0,0,"",12366,[]
12429,"TriggeredHeavensScourge","",[],"",4,[],[],"",-1429895941,[],"",2,1000,1940,"","",[],"","","",[],"",0,0,96,"",12367,[]
12430,"VoodooKingPunishment","",[],"",4,[],[],"",0,[],"",2,0,1859,"","",[],"",214,"",[],"",0,0,0,"",12368,[]
12431,"SulphiteEnrage","",[],"",4,[],[],"",0,[],"",2,1000,1357,"","",[],"","","",[],"",148,0,0,"",12369,[]
12432,"EASAbyssLichBoss2Map","",[],"",4,[],[],"",0,[],"",2,2633,1130,"","",[],31,"","",[],"",0,0,0,"",12370,[]
12433,"MMSAbyssLichCannonProjectileMap","",[],"",4,[],[],"",0,[],"",2,2630,536,"","",[],"","","",[],"",28,0,0,"",12371,[]
12434,"DelveAbyssReflectionMap","",[],"",4,[],[],"",0,[],"",2,3500,1216,"","",[],"","","",[],"",2,2,0,"",12372,[]
12435,"TeleportAbyssLichMap","",[],"",4,[],[],"",0,[],"",2,1560,1113,"","",[],"","","",[],"",1,1,0,"",12373,[]
12436,"SummonSacredWisp","",[],"",3,[],[],"",1160437705,[],"",2,1000,1862,"","",[],"","","",[],"",0,0,0,"",12374,[]
12437,"MaligaroSoulComboAttackUber","",[],"",4,[],[],"",0,[],"",2,3000,1018,"","",[],"","","",[],"",0,0,0,"",12375,[]
12438,"MaligaroBladefallFirestorm1Uber","",[],"",4,[],[],"",0,[],"",2,1000,206,"","",[],"","","",[],"",0,12,0,"",12376,[]
12439,"UnholyTrioTriggerCascade2MaligaroUber","",[],"",4,[],[],"",0,[],"",2,1000,1133,"","",[],23,"","",[],"",0,22,0,"",12377,[]
12440,"MaligaroBoomerangProjectileUber","",[],"",4,[],[],"",0,[],"",2,1000,474,"","",[],"","","",[],"",0,0,0,"",12378,[]
12441,"MaligaroTeleportSlamUber","",[],"",4,[],[],"",0,[],"",2,3200,1016,"","",[],"","","",[],"",0,0,0,"",12379,[]
12442,"MaligaroEtherealKnivesMapBossUber","",[],"",2,[],[],"",0,[],"",2,1000,287,"","",[],"","","",[],"",0,1,0,"",12380,[]
12443,"MonsterDetonateDeadAreaMaligaroMapsUber","",[],"",4,[],[],"",0,[],"",2,600,1278,"","",[],"","","",[],"",0,1,0,"",12381,[]
12444,"ShavronneSpellProjectileTowerUber","",[],"",4,[],[],"",0,[],"",2,1500,474,"","",[],"","","",[],"",0,0,0,"",12382,[]
12445,"ShavronneLightningPulseUber","",[],"",4,[],[],"",0,[],"",2,3200,1064,"","",[],"","","",[],"",0,0,0,"",12383,[]
