"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","QuestFlag1","QuestFlag2","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","bool_112","f32_113"
757,"EndGameTemplarVault2","Metadata/EnvironmentSettings/EndGameAtlasTemplarVault2.env",[],[],[],[],"","","",0
758,"EndGameTemplarVault3","Metadata/EnvironmentSettings/EndGameAtlasTemplarVault3.env",[],[],[],[],"","","",0
759,"EndGameTemplarVault4","Metadata/EnvironmentSettings/EndGameAtlasTemplarVault4.env",[],[],[],[],"","","",0
760,"ClassicLeagueTreasury","Metadata/EnvironmentSettings/ClassicLeagueTreasury.env",[],[],[],[],"","","",0
761,"VaalTreasury","Metadata/EnvironmentSettings/SideInca1.env",[],[],[],[],"","","",0
762,"ClassicLeagueReliquary_Cosmic","Metadata/EnvironmentSettings/ClassicLeagueReliquary_Cosmic.env",[],[],[],[],"","","",0
763,"Menagerie_Hub","Metadata/EnvironmentSettings/MenagerieHub.env",[],[],[],[],"","","",0
764,"Menagerie_Hub_Battle","Metadata/EnvironmentSettings/MenagerieHub.env",[],[],[],[],"","","",0
765,"Menagerie_Mammals","Metadata/EnvironmentSettings/MenagerieMammals.env",[],[],[],[],"","","",0
766,"Menagerie_BirdsReptiles","Metadata/EnvironmentSettings/MenagerieBirdsReptiles.env",[],[],[],[],"","","",0
767,"Menagerie_InsectsArachnids","Metadata/EnvironmentSettings/MenagerieInsectsArachnids.env",[],[],[],[],"","","",0
768,"Menagerie_WaterCreatures","Metadata/EnvironmentSettings/MenagerieWaterCreatures.env",[],[],[],[],"","","",0
769,"IncursionTemplePast","Metadata/EnvironmentSettings/IncursionTemplePast.env",[],[],[],[],"","","",0
770,"IncursionTemplePresent","Metadata/EnvironmentSettings/IncursionOutdoorPresent.env","[""Metadata/EnvironmentSettings/IncursionTemplePresent.env""]",[],[],[],0,"","",0
771,"IncursionTempleBoss","Metadata/EnvironmentSettings/IncursionTempleBoss.env",[],[],[],[],"","","",0
772,"IncursionTempleIndoors","Metadata/EnvironmentSettings/IncursionTemplePresent.env",[],[],[],[],"","","",0
773,"DelveMine","Metadata/EnvironmentSettings/Delve_Mine.env",[],[],[],[],"","","",0
774,"DelveHub","Metadata/EnvironmentSettings/Delve_Hub.env",[],[],[],[],"","","",0
775,"DelveBossVaal","Metadata/EnvironmentSettings/LeagueDelve_Boss_Vaal.env",[],[],[],[],"","","",0
776,"DelveBossVaalDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_Vaal_Darkness.env",[],[],[],[],"","","",0
777,"DelveBossLich","Metadata/EnvironmentSettings/LeagueDelve_Boss_Lich.env",[],[],[],[],"","","",0
778,"DelveBossLichDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_Lich_Darknes.env",[],[],[],[],"","","",0
779,"DelveBossProtoVaal","Metadata/EnvironmentSettings/LeagueDelve_Boss_ProtoVaal.env",[],[],[],[],"","","",0
780,"DelveBossProtoVaalDarkness","Metadata/EnvironmentSettings/LeagueDelve_Boss_ProtoVaal_Darkness.env",[],[],[],[],"","","",0
781,"BetrayalLaboratory","Metadata/EnvironmentSettings/EndGameLaboratory.env",[],[],[],[],"","","",0
782,"BetrayalSafeHouseGraveyard","Metadata/EnvironmentSettings/BetrayalSafeHouseGraveyard.env",[],[],[],[],"","","",0
783,"BetrayalSafeHouseShore","Metadata/EnvironmentSettings/BetrayalSafeHouseShore.env",[],[],[],[],"","","",0
784,"BetrayalSafeHouseChurch","Metadata/EnvironmentSettings/BetrayalSafeHouseChurch.env",[],[],[],[],"","","",0
785,"BetrayalSafeHouseDesert","Metadata/EnvironmentSettings/BetrayalSafeHouseDesert.env",[],[],[],[],"","","",0
786,"BetrayalSafeHouseSlums","Metadata/EnvironmentSettings/BetrayalSafeHouseLaboratory.env",[],[],[],[],"","","",0
787,"BetrayalFortCave","Metadata/EnvironmentSettings/LeagueBetrayal_FortCave.env",[],[],[],[],"","","",0
788,"BetrayalMastermindVault","Metadata/EnvironmentSettings/BetrayalMastermindVault.env",[],[],[],[],"","","",0
789,"BetrayalMastermindHideout","Metadata/EnvironmentSettings/BetrayalMastermindHideout.env",[],[],[],[],"","","",0
790,"BetrayalMastermindArena","Metadata/EnvironmentSettings/BetrayalMastermindArena.env",[],[],[],[],"","","",0
791,"BetrayalMastermindArenaBlack","Metadata/EnvironmentSettings/BetrayalMastermindArenaBlack.env",[],[],[],[],"","","",0
792,"BetrayalStoryVault","Metadata/EnvironmentSettings/BetrayalStoryVault.env",[],[],[],[],"","","",0
793,"SynthesisHub","Metadata/EnvironmentSettings/LeagueGenesisHub.env",[],[],[],[],"","","",0
794,"SynthesisArena","Metadata/EnvironmentSettings/LeagueGenesisArena.env",[],[],[],[],"","","",0
795,"SynthesisGuardianArena1","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian1.env",[],[],[],[],"","","",0
796,"SynthesisGuardianArena2","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian2.env",[],[],[],[],"","","",0
797,"SynthesisGuardianArena3","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian3.env",[],[],[],[],"","","",0
798,"SynthesisGuardianArena4","Metadata/EnvironmentSettings/LeagueGenesisArenaGuardian4.env",[],[],[],[],"","","",0
799,"SynthesisTippingPoint","Metadata/EnvironmentSettings/LeagueGenesisTippingPoint.env",[],[],[],[],"","","",0
800,"SynthesisMain","Metadata/EnvironmentSettings/SynthesisMain.env",[],[],[],[],"","","",0
801,"MetamorphosisHub","Metadata/EnvironmentSettings/MetamorphosisHub.env",[],[],[],[],"","","",0
802,"DescentForestBright","Metadata/EnvironmentSettings/DescentForestBright.env",[],[],[],[],"","","",0
803,"DescentForestDark","Metadata/EnvironmentSettings/DescentForestDark.env",[],[],[],[],"","","",0
804,"DescentFellshrine","Metadata/EnvironmentSettings/DescentFellshrine.env",[],[],[],[],"","","",0
805,"DescentChurch1","Metadata/EnvironmentSettings/DescentChurch1.env",[],[],[],[],"","","",0
806,"DescentChurch2","Metadata/EnvironmentSettings/DescentChurch2.env",[],[],[],[],"","","",0
807,"DescentChurch3","Metadata/EnvironmentSettings/DescentChurch3.env",[],[],[],[],"","","",0
808,"DescentCave1","Metadata/EnvironmentSettings/DescentCave1.env",[],[],[],[],"","","",0
809,"DescentCave2","Metadata/EnvironmentSettings/DescentCave2.env",[],[],[],[],"","","",0
810,"DescentCave3","Metadata/EnvironmentSettings/DescentCave3.env",[],[],[],[],"","","",0
811,"DescentInca1","Metadata/EnvironmentSettings/DescentInca1.env",[],[],[],[],"","","",0
812,"DescentInca2","Metadata/EnvironmentSettings/DescentInca2.env",[],[],[],[],"","","",0
813,"DescentInca3","Metadata/EnvironmentSettings/DescentInca3.env",[],[],[],[],"","","",0
814,"DescentTemple1","Metadata/EnvironmentSettings/DescentTemple1.env",[],[],[],[],"","","",0
815,"DescentTemple2","Metadata/EnvironmentSettings/DescentTemple2.env",[],[],[],[],"","","",0
816,"DescentTemple3","Metadata/EnvironmentSettings/DescentTemple3.env",[],[],[],[],"","","",0
817,"Descent2Outdoor","Metadata/EnvironmentSettings/Descent2_outdoor.env",[],[],[],[],"","","",0
818,"Descent2Scepter1","Metadata/EnvironmentSettings/Descent2_scepter1.env",[],[],[],[],"","","",0
819,"Descent2Scepter2","Metadata/EnvironmentSettings/Descent2_scepter2.env",[],[],[],[],"","","",0
820,"Descent2ScepterBoss","Metadata/EnvironmentSettings/Descent2_scepterboss.env",[],[],[],[],"","","",0
821,"Descent2Scepter3","Metadata/EnvironmentSettings/Descent2_scepter3.env",[],[],[],[],"","","",0
822,"Descent2Prison1","Metadata/EnvironmentSettings/Descent2_prison1.env",[],[],[],[],"","","",0
823,"Descent2Prison2","Metadata/EnvironmentSettings/Descent2_prison2.env",[],[],[],[],"","","",0
824,"Descent2Prison2b","Metadata/EnvironmentSettings/Descent2_prison2.env",[],[],[],[],"","","",0
825,"Descent2Prison3","Metadata/EnvironmentSettings/Descent2_prison3.env",[],[],[],[],"","","",0
826,"Descent2Prison3b","Metadata/EnvironmentSettings/Descent2_prison3.env",[],[],[],[],"","","",0
827,"Descent2PrisonBoss","Metadata/EnvironmentSettings/Descent2_prisonboss.env",[],[],[],[],"","","",0
828,"Descent2Church1","Metadata/EnvironmentSettings/Descent2_church1.env",[],[],[],[],"","","",0
829,"Descent2Church1b","Metadata/EnvironmentSettings/Descent2_church1.env",[],[],[],[],"","","",0
830,"Descent2Church2","Metadata/EnvironmentSettings/Descent2_church2.env",[],[],[],[],"","","",0
831,"Descent2Church2b","Metadata/EnvironmentSettings/Descent2_church2.env",[],[],[],[],"","","",0
832,"Descent2Church3","Metadata/EnvironmentSettings/Descent2_church3.env",[],[],[],[],"","","",0
833,"Descent2Church3b","Metadata/EnvironmentSettings/Descent2_church3.env",[],[],[],[],"","","",0
834,"Descent2Church3c","Metadata/EnvironmentSettings/Descent2_church3.env",[],[],[],[],"","","",0
835,"Descent2ChurchBoss","Metadata/EnvironmentSettings/Descent2_churchboss.env",[],[],[],[],"","","",0
836,"Descent2ChurchBossb","Metadata/EnvironmentSettings/Descent2_churchboss.env",[],[],[],[],"","","",0
837,"Descent2Sins1","Metadata/EnvironmentSettings/Descent2_sins1.env",[],[],[],[],"","","",0
838,"Descent2Sins2","Metadata/EnvironmentSettings/Descent2_sins2.env",[],[],[],[],"","","",0
839,"Descent2Sins3","Metadata/EnvironmentSettings/Descent2_sins3.env",[],[],[],[],"","","",0
840,"Descent2SinsBoss","Metadata/EnvironmentSettings/Descent2_sinsboss.env",[],[],[],[],"","","",0
841,"Descent2Side1","Metadata/EnvironmentSettings/Descent2_side1.env",[],[],[],[],"","","",0
842,"Descent2Side2","Metadata/EnvironmentSettings/Descent2_side2.env",[],[],[],[],"","","",0
843,"Descent2Side3","Metadata/EnvironmentSettings/Descent2_side3.env",[],[],[],[],"","","",0
844,"EndGameGardens","Metadata/EnvironmentSettings/EndGameGardens.env",[],[],[],[],"","","",0
845,"EndGameLibrary","Metadata/EnvironmentSettings/EndGameLibrary.env",[],[],[],[],"","","",0
846,"EndGameLibrary_synthesis","Metadata/EnvironmentSettings/EndGameLibrary_synthesis.env",[],[],[],[],"","","",0
847,"EndGameLibrary2","Metadata/EnvironmentSettings/EndGameLibrary2.env",[],[],[],[],"","","",0
848,"EndGameLibrary2_synthesis","Metadata/EnvironmentSettings/EndGameLibrary2_synthesis.env",[],[],[],[],"","","",0
849,"EndGameLibraryUnique","Metadata/EnvironmentSettings/EndGameLibraryUnique.env",[],[],[],[],"","","",0
850,"EndGameScepter1_inside","Metadata/EnvironmentSettings/EndGameScepter1_inside.env",[],[],[],[],"","","",0
851,"EndGameScepter1_synthesis","Metadata/EnvironmentSettings/EndGameScepter1_synthesis.env",[],[],[],[],"","","",0
852,"EndGameScepter1_tower","Metadata/EnvironmentSettings/EndGameScepter1_tower.env",[],[],[],[],"","","",0
853,"EndGameScepter1_tower_demon","Metadata/EnvironmentSettings/EndGameScepter1_tower_demon.env",[],[],[],[],"","","",0
854,"EndGameScepter1_tower_demon_rain","Metadata/EnvironmentSettings/EndGameScepter1_tower_demon_rain.env",[],[],[],[],"",49,"",0
855,"EndGameScepter1_tower_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","","",0
856,"EndGameScepter2","Metadata/EnvironmentSettings/EndGameScepter2.env",[],[],[],[],"","","",0
857,"EndGameScepter3","Metadata/EnvironmentSettings/EndGameScepter3.env",[],[],[],[],"","","",0
858,"EndGameGardens2","Metadata/EnvironmentSettings/EndGameGardens2.env",[],[],[],[],"","","",0
859,"EndGameVinktarSquare","Metadata/EnvironmentSettings/EndGameVinktarSquare.env",[],[],[],[],"","","",0
860,"EndGameGardens3","Metadata/EnvironmentSettings/EndGameGardens3.env",[],[],[],[],"","","",0
861,"EndGameGardens3_synthesis","Metadata/EnvironmentSettings/EndGameGardens3_synthesis.env",[],[],[],[],"","","",0
862,"EndGameIncaCorrupted","Metadata/EnvironmentSettings/EndGameIncaCorrupted.env",[],[],[],[],"","","",0
863,"EndGameHallofGrandmasters","Metadata/EnvironmentSettings/EndGameGrandmasters.env",[],[],[],[],"","","",0
864,"EndGameDesert","Metadata/EnvironmentSettings/EndGameDesert.env",[],[],[],[],"","","",0
865,"EndGameDesertEvent","Metadata/EnvironmentSettings/EndGameDesertBoss.env",[],[],[],[],"","","",0
866,"EndGameWastes","Metadata/EnvironmentSettings/EndGameWastes.env",[],[],[],[],"","","",0
867,"EndGameWastes_synthesis","Metadata/EnvironmentSettings/EndGameWastes_synthesis.env",[],[],[],[],"","","",0
868,"EndGameOasis","Metadata/EnvironmentSettings/EndGameOasis.env",[],[],[],[],"","","",0
869,"EndGameOasis_synthesis","Metadata/EnvironmentSettings/EndGameOasis_synthesis.env",[],[],[],[],"","","",0
870,"EndGameOasisNight","Metadata/EnvironmentSettings/EndgameOasisNight.env",[],[],[],[],"","","",0
871,"EndGameHollowsExterior","Metadata/EnvironmentSettings/EndGameHollowsExterior1.env",[],[],[],[],"","","",0
872,"EndGameHollowsInterior","Metadata/EnvironmentSettings/EndGameHollowsInterior1.env",[],[],[],[],"","","",0
873,"EndGameHollowsBoss","Metadata/EnvironmentSettings/EndGameHollowsBoss.env",[],[],[],[],"","","",0
874,"EndGameAcidLakes","Metadata/EnvironmentSettings/EndgameAcidLakes.env",[],[],[],[],"","","",0
875,"EndGamePriomordialPool1","Metadata/EnvironmentSettings/EndgamePrimordialPool1.env",[],[],[],[],"","","",0
876,"EndGameQuay","Metadata/EnvironmentSettings/EndGameQuay.env",[],[],[],[],"","","",0
877,"EndGameInfest1","Metadata/EnvironmentSettings/EndGameInfestation.env",[],[],[],[],"","","",0
878,"EndGameInfest_boss","Metadata/EnvironmentSettings/EndGameInfestation_boss.env",[],[],[],[],"","","",0
879,"EndGameInfestboss_silent","Metadata/EnvironmentSettings/EndGameInfestation_boss.env",[],[],[],[],"","","",0
880,"EndGameAntiquary","Metadata/EnvironmentSettings/EndGameAntiquary.env",[],[],[],[],"","","",0
881,"EndGameAntiquary_synthesis","Metadata/EnvironmentSettings/EndGameAntiquary_synthesis.env",[],[],[],[],"","","",0
882,"EndGameMushroomCavern","Metadata/EnvironmentSettings/EndGameMushroomCavern.env",[],[],[],[],"","","",0
883,"EndGameMushroomCavern_synthesis","Metadata/EnvironmentSettings/EndGameMushroomCavern_synthesis.env",[],[],[],[],"","","",0
884,"EndGameArena_inside","Metadata/EnvironmentSettings/EndGameDaressoArena_inside.env",[],[],[],[],"","","",0
885,"EndGameArena_outside","Metadata/EnvironmentSettings/EndGameDaressoArena_outside.env",[],[],[],[],"","","",0
886,"EndGameArena_bossarena","Metadata/EnvironmentSettings/EndGameDaressoArena_bossarena.env",[],[],[],[],"","","",0
887,"EndGameUberChambers","Metadata/EnvironmentSettings/EndGameUberChambers.env",[],[],[],[],"","","",0
888,"EndGameUberChambersBoss","Metadata/EnvironmentSettings/EndGameUberChambersBoss.env",[],[],[],[],"","","",0
889,"EndGameUberChambersBoss_Music","Metadata/EnvironmentSettings/EndGameUberChambersBoss_Music.env",[],[],[],[],"","","",0
890,"EndGameUberTunnels","Metadata/EnvironmentSettings/EndGameUberTunnels.env","[""Metadata/EnvironmentSettings/EndGameUberTunnelsBoss.env""]",[],[],"[120,160]",2,"","",0
891,"EndGameUberTunnelsBoss_Music","Metadata/EnvironmentSettings/EndGameUberTunnelsBoss_Music.env",[],[],[],[],"","","",0
892,"EndGameUberPrecursor","Metadata/EnvironmentSettings/EndGameUberPrecursor.env",[],[],[],[],"","","",0
893,"EndGameUberPrecursorBoss","Metadata/EnvironmentSettings/EndGameUberPrecursorBoss.env",[],[],[],[],"","","",0
894,"EndGameUberPrecursorBoss_Music","Metadata/EnvironmentSettings/EndGameUberPrecursorBoss_Music.env",[],[],[],[],"","","",0
895,"EndGameUberAbyssalCity","Metadata/EnvironmentSettings/EndGameUberAbyssalCity.env",[],[],[],[],"","","",0
896,"EndGameUberAbyssalCityBoss","Metadata/EnvironmentSettings/EndGameUberAbyssalCityBoss.env",[],[],[],[],"","","",0
897,"EndGameUberAbyssalCityBoss_Music","Metadata/EnvironmentSettings/EndGameUberAbyssalCityBoss_Music.env",[],[],[],[],"","","",0
898,"EndGameUberFleshCanyon","Metadata/EnvironmentSettings/EndGameUberFleshCanyon.env","[""Metadata/EnvironmentSettings/EndGameUberFleshCanyonBoss.env""]",[],[],"[140,240]",2,"","",0
899,"EndGameUberFleshCanyonBoss_Music","Metadata/EnvironmentSettings/EndGameUberFleshCanyonBoss_Music.env",[],[],[],[],"","","",0
900,"CTFForest","Metadata/EnvironmentSettings/CTFForest.env",[],[],[],[],"","","",0
901,"CTFCourtyard","Metadata/EnvironmentSettings/CTFCourtyard.env",[],[],[],[],"","","",0
902,"ExileRoyale","Metadata/EnvironmentSettings/ExileRoyale.env",[],[],[],[],"","","",0
903,"EndlessLedgeBeach","Metadata/EnvironmentSettings/EndlessLedgeBeach.env",[],[],[],[],"","","",0
904,"EndlessLedgeForest","Metadata/EnvironmentSettings/EndlessLedgeForest.env",[],[],[],[],"","","",0
905,"EndlessLedgeCity","Metadata/EnvironmentSettings/EndlessLedgeCity.env",[],[],[],[],"","","",0
906,"CTFPrisonFort","Metadata/EnvironmentSettings/CTFPrisonFort.env",[],[],[],[],"","","",0
907,"Credits","",[],[],[],[],"","","",0
908,"CreditsMenu","",[],[],[],[],"","","",0
909,"EndGameDeathAndTaxes","Metadata/EnvironmentSettings/EndGameDeathAndTaxes.env",[],[],[],[],"","","",0
910,"EndGameCagansMap","Metadata/EnvironmentSettings/EndGameCagans.env",[],[],[],[],"","","",0
911,"EndGameCagansMapInside","Metadata/EnvironmentSettings/EndGameCagansInside.env",[],[],[],[],"","","",0
912,"Atziri1","Metadata/EnvironmentSettings/AtziriBoss.env",[],[],[],[],"","","",0
913,"AtziriBoss1","Metadata/EnvironmentSettings/AtziriBoss1.env",[],[],[],[],"","","",0
914,"AtziriBoss2","Metadata/EnvironmentSettings/AtziriBoss2.env",[],[],[],[],"","","",0
915,"AtziriBoss3","Metadata/EnvironmentSettings/AtziriBoss3.env",[],[],[],[],"","","",0
916,"HideoutArchaeological","Metadata/EnvironmentSettings/HideoutArchaeological1.env",[],[],[],[],"","","",0
917,"HideoutBattleground1","Metadata/EnvironmentSettings/HideoutBattlefield.env",[],[],[],[],"","","",0
918,"HideoutSins1","Metadata/EnvironmentSettings/HideoutSins.env",[],[],[],[],"","","",0
919,"HideoutSewer1","Metadata/EnvironmentSettings/HideoutSewers.env",[],[],[],[],"","","",0
920,"HideoutSpace1","Metadata/EnvironmentSettings/HideoutSpace.env",[],[],[],[],"","","",0
921,"HideoutArenaGraveyardTrio","Metadata/EnvironmentSettings/HideoutArenaGraveyardTrio.env",[],[],[],[],"","","",0
922,"HideoutDen1","Metadata/EnvironmentSettings/HideoutDen.env",[],[],[],[],"","","",0
923,"HideoutCatacomb1","Metadata/EnvironmentSettings/HideoutCatacombs.env",[],[],[],[],"","","",0
924,"HideoutLibrary1","Metadata/EnvironmentSettings/HideoutLibrary.env",[],[],[],[],"","","",0
925,"HideoutBeach1","Metadata/EnvironmentSettings/HideoutBeach.env",[],[],[],[],"","","",0
926,"HideoutForest1","Metadata/EnvironmentSettings/HideoutForest.env","[""Metadata/EnvironmentSettings/corrupted/HideoutForest.env""]",[85],[88],[],"","","",2
927,"HideoutGardens1","Metadata/EnvironmentSettings/HideoutGardens.env",[],[],[],[],"","","",0
928,"HideoutSolaris1","Metadata/EnvironmentSettings/HideoutSolaris.env",[],[],[],[],"","","",0
929,"HideoutLunaris1","Metadata/EnvironmentSettings/HideoutLunaris.env",[],[],[],[],"","","",0
930,"HideoutMarket1","Metadata/EnvironmentSettings/HideoutMarket.env",[],[],[],[],"","","",0
931,"HideoutScepter1","Metadata/EnvironmentSettings/HideoutScepter.env",[],[],[],[],"","","",0
932,"HideoutFellshrine1","Metadata/EnvironmentSettings/HideoutFellshrine.env",[],[],[],[],"","","",0
933,"HideoutSlum1","Metadata/EnvironmentSettings/HideoutSlum1.env",[],[],[],[],"","","",0
934,"HideoutWarehouse1","Metadata/EnvironmentSettings/HideoutWarehouse.env",[],[],[],[],"","","",0
935,"HideoutDocks1","Metadata/EnvironmentSettings/HideoutDocks.env",[],[],[],[],"","","",0
936,"HideoutShip1","Metadata/EnvironmentSettings/HideoutShip.env",[],[],[],[],"","","",0
937,"HideoutCoral1","Metadata/EnvironmentSettings/HideoutCoral.env",[],[],[],[],"","","",0
938,"HideoutCave","Metadata/EnvironmentSettings/HideoutCave.env",[],[],[],[],"","","",0
939,"HideoutPrisonTower","Metadata/EnvironmentSettings/HideoutPrisonTower.env",[],[],[],[],"","","",0
940,"HideoutPrisonBasement","Metadata/EnvironmentSettings/HideoutPrisonBasement.env",[],[],[],[],"","","",0
941,"HideoutPrisonRoof","Metadata/EnvironmentSettings/HideoutPrisonRoof.env",[],[],[],[],"","","",0
942,"HideoutBaths","Metadata/EnvironmentSettings/HideoutBaths.env",[],[],[],[],"","","",0
943,"HideoutOssuary","Metadata/EnvironmentSettings/HideoutOssuary.env",[],[],[],[],"","","",0
944,"HideoutCourts","Metadata/EnvironmentSettings/HideoutCourts.env",[],[],[],[],"","","",0
945,"HideoutCauseway","Metadata/EnvironmentSettings/HideoutCauseway.env",[],[],[],[],"","","",0
946,"HideoutHighGardens","Metadata/EnvironmentSettings/EndGameHighGardensHIdeout.env",[],[],[],[],"","","",0
947,"HideoutCaveShipwreck","Metadata/EnvironmentSettings/HideoutCaveShipwreck.env",[],[],[],[],"","","",0
948,"HideoutMine","Metadata/EnvironmentSettings/HideoutMine.env",[],[],[],[],"","","",0
949,"HideoutTencentApocalypse","Metadata/EnvironmentSettings/HideoutMine.env",[],[],[],[],"","","",0
950,"HideoutOasis","Metadata/EnvironmentSettings/HideoutOasis.env",[],[],[],[],"","","",0
951,"HideoutRuinedTemple","Metadata/EnvironmentSettings/HideoutRuinedTemple.env","[""Metadata/EnvironmentSettings/corrupted/HideoutRuinedTemple.env""]",[85],[88],[],"","","",2
952,"HideoutPillars","Metadata/EnvironmentSettings/HideoutPillars.env",[],[],[],[],"","","",0
953,"HideoutHaunted","Metadata/EnvironmentSettings/HideoutHaunt.env",[],[],[],[],"","","",0
954,"HideoutDoomguard","Metadata/EnvironmentSettings/HideoutDoomguard.env",[],[],[],[],"","","",0
955,"HideoutSunspire","Metadata/EnvironmentSettings/HideoutSunspire.env",[],[],[],[],"","","",0
956,"HideoutDarkwood","Metadata/EnvironmentSettings/HideoutDarkwood.env","[""Metadata/EnvironmentSettings/HideoutDarkwood_cave.env""]",[],[],[],0,"","",0
957,"HideoutElderArena","Metadata/EnvironmentSettings/HideoutArenaElder.env",[],[],[],[],"","","",0
958,"HideoutAtziriArena1","Metadata/EnvironmentSettings/HideoutAtziriBoss1.env",[],[],[],[],"","","",0
959,"HideoutAtziriArena2","Metadata/EnvironmentSettings/HideoutAtziriBoss2.env",[],[],[],[],"","","",0
960,"HideoutAtziriArena3","Metadata/EnvironmentSettings/HideoutAtziriBoss3.env",[],[],[],[],"","","",0
961,"HideoutInnocenceArena","Metadata/EnvironmentSettings/HideoutInnocenceArena.env",[],[],[],[],"","","",0
962,"HideoutShaperArena","Metadata/EnvironmentSettings/HideoutShaperArena.env",[],[],[],[],"","","",0
963,"HideoutShapersRealm","Metadata/EnvironmentSettings/HideoutShapersRealm.env",[],[],[],[],"","","",0
964,"HideoutKaomArena1","Metadata/EnvironmentSettings/HideoutKaomArena1.env",[],[],[],[],"","","",0
965,"HideoutKaomArena2","Metadata/EnvironmentSettings/HideoutKaomArena2.env",[],[],[],[],"","","",0
966,"HideoutDaressoArena1","Metadata/EnvironmentSettings/HideoutDaressoArena1.env",[],[],[],[],"","","",0
967,"HideoutDaressoArena2","Metadata/EnvironmentSettings/HideoutDaressoArena2.env",[],[],[],[],"","","",0
968,"HideoutDominusArena","Metadata/EnvironmentSettings/HideoutDominusArena.env",[],[],[],[],"","","",0
969,"HideoutPietyArena","Metadata/EnvironmentSettings/HideoutPietyArena.env",[],[],[],[],"","","",0
970,"HideoutLunarisSolarisArena","Metadata/EnvironmentSettings/HideoutLunarisSolarisArena.env",[],[],[],[],"","","",0
971,"HideoutLunarisCelestial","Metadata/EnvironmentSettings/HideoutLunarisCelestial.env",[],[],[],[],"",31,"",0
972,"HideoutSolarisCelestial","Metadata/EnvironmentSettings/HideoutSolarisCelestial.env",[],[],[],[],"",31,"",0
973,"HideoutKitavaArenaAct10","Metadata/EnvironmentSettings/HideoutKitavaArenaAct10.env",[],[],[],[],"","","",0
974,"HideoutTemplarLab","Metadata/EnvironmentSettings/HideoutTemplarLab.env",[],[],[],[],"","","",0
975,"HideoutIceberg","Metadata/EnvironmentSettings/HideoutGlacier.env",[],[],[],[],"","","",0
976,"HideoutCrimsonTemple","Metadata/EnvironmentSettings/HideoutCrimsonTemple.env",[],[],[],[],"","","",0
977,"HideoutTwilightTemple","Metadata/EnvironmentSettings/HideoutTwilightTempleSolaris.env","[""Metadata/EnvironmentSettings/HideoutTwilightTempleLunaris.env""]",[],[],[],0,"","",0
978,"HideoutTwilightTempleLunaris","Metadata/EnvironmentSettings/HideoutTwilightTempleLunaris.env",[],[],[],[],"","","",0
979,"HideoutTwilightTempleSolaris","Metadata/EnvironmentSettings/HideoutTwilightTempleSolaris.env",[],[],[],[],"","","",0
980,"HideoutMountain","Metadata/EnvironmentSettings/HideoutMountain.env",[],[],[],[],"","","",0
981,"HideoutMoonTemple","Metadata/EnvironmentSettings/HideoutMoonTemple.env",[],[],[],[],"","","",0
982,"HideoutPrimeval","Metadata/EnvironmentSettings/HideoutPrimeval.env",[],[],[],[],"","","",0
983,"HideoutPrimevalBasement","Metadata/EnvironmentSettings/HideoutPrimevalBasement.env",[],[],[],[],"","","",0
984,"HideoutChiyou","Metadata/EnvironmentSettings/HideoutChiyou.env",[],[],[],[],"","","",0
985,"HideoutBlankAbyss","Metadata/EnvironmentSettings/HideoutBlankAbyss.env",[],[],[],[],"","","",0
986,"HideoutBlankCity","Metadata/EnvironmentSettings/HideoutBlankCity.env",[],[],[],[],"","","",0
987,"HideoutBlankClouds","Metadata/EnvironmentSettings/HideoutBlankClouds.env",[],[],[],[],"","","",0
988,"HideoutBlankDesert","Metadata/EnvironmentSettings/HideoutBlankDesert.env",[],[],[],[],"","","",0
989,"HideoutBlankDirt","Metadata/EnvironmentSettings/HideoutBlankDirt.env",[],[],[],[],"","","",0
990,"HideoutBlankGrass","Metadata/EnvironmentSettings/HideoutBlankGrass.env",[],[],[],[],"","","",0
991,"HideoutBlankSea","Metadata/EnvironmentSettings/HideoutBlankSea.env",[],[],[],[],"","","",0
992,"HideoutBlankSnow","Metadata/EnvironmentSettings/HideoutBlankSnow.env",[],[],[],[],"","","",0
993,"HideoutThaumaturgy","Metadata/EnvironmentSettings/HideoutThaumatugy.env",[],[],[],[],"","","",0
994,"HideoutYaochi","Metadata/EnvironmentSettings/HideoutYaochi.env","[""Metadata/EnvironmentSettings/HideoutYaochi_cave.env""]",[],[],[],0,"","",0
995,"HideoutHumanoidPet","Metadata/EnvironmentSettings/HideoutHumanoidPet.env",[],[],[],[],"","","",0
996,"HideoutRitualLeague","Metadata/EnvironmentSettings/HideoutRitual.env",[],[],[],[],"","","",0
997,"HideoutArenaMaven","Metadata/EnvironmentSettings/HideoutArenaMaven.env",[],[],[],[],"","","",0
998,"HideoutHasina","Metadata/EnvironmentSettings/HideoutHasina.env",[],[],[],[],"","","",0
999,"HideoutAzuriteCave","Metadata/EnvironmentSettings/HideoutAzuriteCave.env",[],[],[],[],"","","",0
