"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool_40","PlayerConditionsKeys","MonsterDeathConditionsKeys","Area","i32_89","i32_93","bool_97","bool_98","Stats","MultiPartAchievement1","MapAchievement","MultiPartAchievement2","MultiPartAchievement3","i32_179","NearbyMonsterConditionsKeys","bool_199","MultiPartAchievementConditionsKeys","[i32]_216","bool_232","LeagueArea","Stat","bool_265"
505,"DefeatMapBoss6Essences",[0],[10140],"",[],"[7,56]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
506,"KillTier3HarvestMonsters",[0],[],"",[],[59],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
507,"KillBeyondBoss80","[9366,9367,9387,9402]","[10996,11281]","",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
508,"KillVaalOmnitect83",[6705],[10234],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
509,"KillTrialmaster81",[9044],[10682],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
510,"KillBreachLord81","[5424,5427,5430,5433,5436]",[10675],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
511,"KillDeliriumBoss83","[8431,8433,8434,8435]",[10243],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
512,"KillTriplePossessedRogueExile","[2675,2677,2680,2682,2685,2688,2691,2693,2696,2699,2701,2707,2709,2711,2714,2716,2718,2721,2723,2724,2728,2731,2733,2735,2738,2742,2744,2746,2749,2751,2753,2755,2757,2760,2763,2765,2767,2769,2772,2774,2776,2778,2780,2781,2782,2783,2784,2785,2704,2740,2676,2681,2686,2689,2692,2697,2700,2702,2705,2708,2710,2715,2717,2719,2722,2725,2729,2732,2734,2739,2741,2743,2747,2750,2752,2754,2756,2761,2764,2768,2770,2773,2777,2779]",[11033],"",[],[61],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
513,"KillBlightBossBreached","[7942,7950,7952,7958,7962,7972,7984,8005,8014,8023,8029,8040,8045,8058,8065,8071,8077,8084,8093,8102,8108,8120,8130,8142]",[10209],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
514,"StygianSpireWhileShrine","[6446,6447,6448,6449]",[10210],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
515,"DefeatRareRunicWhileShrine",[0],[],"",[20],"[2,71]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
516,"DefeatT4HarvestWhileDelirious","[8626,8643,8645]",[10207],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
517,"KillRare78Plus4Mods",[0],[10278],"",[],"[2,48]",[],78,78,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
518,"KillT17CatarinaWithoutAffectedByLichsBeam",[7347],[10257],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[147],[],"",[],[],""
519,"KillT17UhtredWithoutAffectedByGlimpseofInfinity",[9230],[10258],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[148],[],"",[],[],""
520,"KillT17UnbreakableWithoutAffectedByMagneticStorm",[8769],[10259],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[149],[],"",[],[],""
521,"KillT17UnholyTrioWithoutAffectedByEffluent",[6188],[10260],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[150],[],"",[],[],""
522,"KillT17LyciaWithoutAffectedByHereticsIre",[9768],[10492],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[151],[],"",[],[],""
523,"KillNecropolisT1Mod",[0],"[10285,10340]","",[],[72],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
524,"KillNecropolisT2Mod",[0],"[10286,10341]","",[],[73],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
525,"KillNecropolisT3Mod",[0],"[10287,10342]","",[],[74],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
526,"KillNecropolisT4Mod",[0],"[10288,10343]","",[],[75],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
527,"KillNecropolisT5Mod",[0],"[10289,10344]","",[],[76],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
528,"KillNecropolisT6Mod",[0],"[10290,10345]","",[],[77],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
529,"KillNecropolisT7Mod",[0],"[10291,10346]","",[],[78],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
530,"KillNecropolisUpsideMod",[0],"[10292,10347]","",[],[79],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
531,"KillNecropolisT7ModRare83Plus80Quant",[0],[10293],"",[],"[78,2]",[],83,83,"","","[1040,10141]",[],[],[],"",0,[],"",[],"[80,16]","",[],[],""
532,"KillNecropolisModded",[0],"[10111,10127]","",[],[80],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
533,"KillNecropolisT7ModRedTier80Quant",[0],[10348],"",[],"[78,2]",[],1,1,"","","[1040,10141]",[],[],[],"",0,[],"",[],"[40,11]","",[],[],""
534,"KillNecropolisT6ModRedTier80Quant",[0],[10348],"",[],"[77,2]",[],1,1,"","","[1040,10141]",[],[],[],"",0,[],"",[],"[40,11]","",[],[],""
535,"KillAbberathMod",[0],[10149],"",[],"[2,81]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
536,"KillGruthkulMod",[0],[10349],"",[],"[2,82]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
537,"KillLunarisMod",[0],[10350],"",[],"[2,83]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
538,"KillProsperoMod",[0],[10351],"",[],"[2,84]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
539,"KillRyslathaMod",[0],[10352],"",[],"[2,85]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
540,"KillSolarisMod",[0],[10353],"",[],"[2,86]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
541,"KillTangmazuMod",[0],[10354],"",[],"[2,87]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
542,"KillThruldanaMod",[0],[10355],"",[],"[2,88]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
543,"KillTsoagothMod",[0],[10356],"",[],"[2,89]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
544,"KillViridiMod",[0],[10357],"",[],"[2,90]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
545,"KillRare",[0],[10360],"",[],[2],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
546,"KillHarbingerWhileBreached","[5806,5807,5808,5809,5810,5811,5812,5813,5814,5815,5816,5817,5818,5819,5820,5821,5822,5823,5824,5825,5826,5827,5828,5829,5830,5831,5832,5833,5834,5835,5836,5837,5838,5839,5840,5841,5842,5843,5844,5845,5846,5847,5848,5849,5850,5851,5852,5853,5854,5855,5856,5857,5858,5859,5860,5861,5862,5863,5864,5865,5866,5867]",[10478],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
547,"Kill4ModRareinMemoryLine",[0],[10490],"",[],"[91,2]",[],1,1,"","",[17019],[],[],[],"",0,[],"",[],[1],"",[],[],""
548,"Kill4ModRare83Plus",[0],[10524],"",[],"[2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
549,"KillPirateWithoutBeingHitByAnchor",[10321],"[10533,10543]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[152],[],"",[],[],""
550,"KillPirateWithout5Debuffs",[10321],"[10546,10551]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[153],[],"",[],[],""
551,"KillRaiderWithoutBeingHitByCircleFlame",[10319],"[10547,10552]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[154],[],"",[],[],""
552,"KillRaiderWithoutBeingHitByRainofArrows",[10319],"[10548,10553]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[155],[],"",[],[],""
553,"KillVerisiumKnightWithoutBeingHitByRocks",[10320],"[10549,10554]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[156],[],"",[],[],""
554,"KillVerisiumKnightWithoutBeingHitByLaser",[10320],"[10550,10555]","",[],[],[],83,83,1,"",[],[],[],[],"",0,[],"",[157],[],"",[],[],""
555,"KillSettlerBosses80","[10321,10319,10320]","[10998,11283]","",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
556,"KillDeliriumLegionGeneral","[7695,7714,7745,7774,7807]",[10753],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
557,"KillBeyondBossinBreach","[9366,9367,9387,9402]",[10755],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
558,"KillDelveBossLevel75","[6354,7063,7064]",[10759],"",[],[],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
559,"DefeatMastermind",[7346],[10761],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
560,"KillIncursionOmnitect75",[6705],[10762],"",[],[],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
561,"TheDeceitfulGodWithoutDivineBeam",[10361],[10812],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[158],[],"",[],[],""
562,"TheNeglectedFlameWithoutCorruptionofAwakener",[10390],[10813],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[159],[],"",[],[],""
563,"TheCardinalofFearWithoutChargedNet",[10372],[10814],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[160],[],"",[],[],""
564,"IncarnationofDreadWithoutFireNova",[10364],[10815],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[161],[],"",[],[],""
565,"IncarnationofFearWithoutAngersIntensity",[10375],[10816],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[162],[],"",[],[],""
566,"IncarnationofNeglectWithoutFallingComets",[10382],[10817],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[163],[],"",[],[],""
567,"RareWithMercenary",[0],"[10660,10843]","",[74],[2],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
568,"UniqueWithMercenary",[0],"[10660,10843]","",[74],[3],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
569,"ShaperWithMercenary",[5269],[10818],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
570,"ElderWithMercenary","[6375,6374,6369]",[10819],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
571,"SirusWithMercenary",[8365],[10820],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
572,"MavenWithMercenary",[9008],[10821],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
573,"SearingExarchWithMercenary",[9576],[10823],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
574,"EaterofWorldsWithMercenary",[9578],[10822],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
575,"CortexWithMercenary",[7591],[10824],"",[74],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
576,"StygianSpireWhileBreach","[6446,6447,6448,6449]",[],"",[68],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
577,"IncarnationofDread85",[10365],"[11101,11152,11446,11485]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
578,"IncarnationofFear85",[10376],"[11102,11153,11447,11486]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
579,"IncarnationofNeglect85",[10383],"[11103,11154,11448,11487]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
580,"KillKingintheMists",[10134],"[11055,11368]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
581,"KillTulEshNew","[10463,10466]","[11063,11376]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
582,"KillShaperPinnacle",[5269],[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
583,"KillElderPinnacle","[6375,6374,6369]",[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
584,"KillSirusPinnacle",[8365],[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
585,"KIllMavenPinnacle",[9008],[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
586,"KillSearingExarchPinnacle",[9576],[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
587,"KillEaterofWorldsPinnacle",[9578],[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
588,"KillIncarnationofDreadPinnacle","[10364,10365]",[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
589,"KillIncarnationofFearPinnacle","[10375,10376]",[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
590,"KillIncarnationofNeglectPinnacle","[10382,10383]",[11125],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
591,"ItThatWasTulWithoutBoilingBlood","[10466,10463]","[11104,11141]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[164],[],"",[],[],""
592,"ItThatWasEshWithoutLightningNova","[10466,10463]","[11106,11143]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[165],[],"",[],[],""
593,"BreachBossesWithoutBeingHitByOrbExplosion","[10466,10463]","[11105,11142]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[166],[],"",[],[],""
594,"BreachBossesWithoutTentacleBarrage","[10466,10463]","[11107,11144]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[167],[],"",[],[],""
595,"BreachBosses",[10466],[11069],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
596,"MapBossRare80Quantity",[0],[11240],"",[],[7],[],1,1,"","","[1040,1989]",[],[],[],"",0,[],"",[],"[80,2]","",[],[],""
597,"WildBreachBossLevel81",[10467],[11251],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
598,"KillWildBreachBossDelirium",[10467],[11341],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
599,"KillBlightBossWhileTempest","[7942,7950,7952,7958,7962,7972,7984,8005,8014,8023,8029,8040,8045,8058,8065,8071,8077,8084,8093,8102,8108,8120,8130,8142]",[11344],"",[25],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
600,"KillMapBossRareTier16MirageMap",[0],[11429],"",[],[7],[],1,1,"","","[10141,1989,22523,1040]",[],[],[],"",0,[],"",[],"[16,2,1,80]","",[],[],""
601,"SareshBossKill",[10517],[11377],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
602,"KillRareMonstersInMirages",[0],[11182],"",[],[2],[],1,1,"","",[22294],[],[],[],"",0,[],"",[],[1],"",[],[],""
603,"KillSareshWithoutBeingAffectedByAstralChains",[10517],"[11474,11412]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[168],[],"",[],[],""
604,"KillSareshWithoutBeingAffectedByFesteringSouls",[10517],"[11475,11413]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[169],[],"",[],[],""
605,"KillSareshWithoutBeingHitByTotemExplosions",[10517],"[11476,11414]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[170],[],"",[],[],""
606,"KillSareshWithoutBeingHitBySoulSlam",[10517],"[11477,11415]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[171],[],"",[],[],""
