"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
117,4,13,1,"Examining Fossils","Étudie des Fossiles","Untersucht Fossilien","化石の試験","조사한 화석","Examinando Fósseis","Изучает ископаемые","Examinar fósiles","ตรวจสอบฟอสซิล","檢查化石","Gambling with Helmet Properties","Joue avec les Propriétés des Casques","Experimentiert mit Helm-Eigenschaften","兜の特性のギャンブル","투구 속성 도박","Arriscando com Propriedades de Elmos","Спекулирует на свойствах шлемов","Apostar sobre las propiedades de los cascos","เสี่ยงโชคกับคุณสมบัติของหมวก","用頭盔屬性博弈"
118,4,13,2,"Examining Fossils","Étudie des Fossiles","Untersucht Fossilien","化石の試験","조사한 화석","Examinando Fósseis","Изучает ископаемые","Examinar fósiles","ตรวจสอบฟอสซิล","檢查化石","Gambling with Helmet Properties","Joue avec les Propriétés des Casques","Experimentiert mit Helm-Eigenschaften","兜の特性のギャンブル","투구 속성 도박","Arriscando com Propriedades de Elmos","Спекулирует на свойствах шлемов","Apostar sobre las propiedades de los cascos","เสี่ยงโชคกับคุณสมบัติของหมวก","用頭盔屬性博弈"
119,4,13,3,"Examining Fossils","Étudie des Fossiles","Untersucht Fossilien","化石の試験","조사한 화석","Examinando Fósseis","Изучает ископаемые","Examinar fósiles","ตรวจสอบฟอสซิล","檢查化石","Gambling with Helmet Properties","Joue avec les Propriétés des Casques","Experimentiert mit Helm-Eigenschaften","兜の特性のギャンブル","투구 속성 도박","Arriscando com Propriedades de Elmos","Спекулирует на свойствах шлемов","Apostar sobre las propiedades de los cascos","เสี่ยงโชคกับคุณสมบัติของหมวก","用頭盔屬性博弈"
120,3,7,1,"Claiming Ultimatum Scarabs","Perçoit des Scarabées d'Ultimatum","Beansprucht Ultimatum-Skarabäen","アルティメイタムスカラベの回収","요청한 결전 갑충석","Reinvidicando Escaravelhos Ultimatum","Присваивает себе скарабеев Ультиматума","Reclamar escarabajos de ultimátum","เก็บสคารับคำขาด","索取通牒聖甲蟲","Claiming Ultimatum Scarabs","Perçoit des Scarabées d'Ultimatum","Beansprucht Ultimatum-Skarabäen","アルティメイタムスカラベの回収","요청한 결전 갑충석","Reinvidicando Escaravelhos Ultimatum","Присваивает себе скарабеев Ультиматума","Reclamar escarabajos de ultimátum","เก็บสคารับคำขาด","索取通牒聖甲蟲"
121,3,7,2,"Claiming Ultimatum Scarabs","Perçoit des Scarabées d'Ultimatum","Beansprucht Ultimatum-Skarabäen","アルティメイタムスカラベの回収","요청한 결전 갑충석","Reinvidicando Escaravelhos Ultimatum","Присваивает себе скарабеев Ультиматума","Reclamar escarabajos de ultimátum","เก็บสคารับคำขาด","索取通牒聖甲蟲","Claiming Ultimatum Scarabs","Perçoit des Scarabées d'Ultimatum","Beansprucht Ultimatum-Skarabäen","アルティメイタムスカラベの回収","요청한 결전 갑충석","Reinvidicando Escaravelhos Ultimatum","Присваивает себе скарабеев Ультиматума","Reclamar escarabajos de ultimátum","เก็บสคารับคำขาด","索取通牒聖甲蟲"
122,3,7,3,"Claiming Ultimatum Scarabs","Perçoit des Scarabées d'Ultimatum","Beansprucht Ultimatum-Skarabäen","アルティメイタムスカラベの回収","요청한 결전 갑충석","Reinvidicando Escaravelhos Ultimatum","Присваивает себе скарабеев Ультиматума","Reclamar escarabajos de ultimátum","เก็บสคารับคำขาด","索取通牒聖甲蟲","Claiming Ultimatum Scarabs","Perçoit des Scarabées d'Ultimatum","Beansprucht Ultimatum-Skarabäen","アルティメイタムスカラベの回収","요청한 결전 갑충석","Reinvidicando Escaravelhos Ultimatum","Присваивает себе скарабеев Ультиматума","Reclamar escarabajos de ultimátum","เก็บสคารับคำขาด","索取通牒聖甲蟲"
123,1,7,1,"Banking Currency (Winnings?)","Empoche des Objets monétaires\r\n(gagnés au jeu ?)","Verwahrt Währung (Gewinne?)","カレンシーの貯金（賞金？）","고액 화폐 (이겼나?)","Aglomerando Itens Monetários (Vencendo?)","Сгребает в кучу валюту (выигрыш?)","Objetos monetarios bancarios (¿Ganancias?)","สะสมเงินตรา (เงินรางวัล?)","囤積通貨（贏了？）","Smuggling Flasks (Trapped Chests!)","Fait de la contrebande de Flacons (dans des coffres piégés !)","Schmuggelt Fläschchen (Truhen mit Fallen!)","フラスコの密輸（トラップチェスト！）","밀수한 플라스크 (덫 상자!)","Contrabandeando Frascos (Baús Trancados!)","Тайно провозит флаконы (ловушки в сундуках!)","Traficar con frascos (¡Cofres atrapados!)","ลอบขนขวดยา (หีบติดกับดัก!)","走私藥劑（陷阱寶箱！）"
124,1,7,2,"Banking Currency (Winnings?)","Empoche des Objets monétaires\r\n(gagnés au jeu ?)","Verwahrt Währung (Gewinne?)","カレンシーの貯金（賞金？）","고액 화폐 (이겼나?)","Aglomerando Itens Monetários (Vencendo?)","Сгребает в кучу валюту (выигрыш?)","Objetos monetarios bancarios (¿Ganancias?)","สะสมเงินตรา (เงินรางวัล?)","囤積通貨（贏了？）","Smuggling Flasks (Trapped Chests!)","Fait de la contrebande de Flacons (dans des coffres piégés !)","Schmuggelt Fläschchen (Truhen mit Fallen!)","フラスコの密輸（トラップチェスト！）","밀수한 플라스크 (덫 상자!)","Contrabandeando Frascos (Baús Trancados!)","Тайно провозит флаконы (ловушки в сундуках!)","Traficar con frascos (¡Cofres atrapados!)","ลอบขนขวดยา (หีบติดกับดัก!)","走私藥劑（陷阱寶箱！）"
125,1,7,3,"Banking Currency (Winnings?)","Empoche des Objets monétaires\r\n(gagnés au jeu ?)","Verwahrt Währung (Gewinne?)","カレンシーの貯金（賞金？）","고액 화폐 (이겼나?)","Aglomerando Itens Monetários (Vencendo?)","Сгребает в кучу валюту (выигрыш?)","Objetos monetarios bancarios (¿Ganancias?)","สะสมเงินตรา (เงินรางวัล?)","囤積通貨（贏了？）","Smuggling Flasks (Trapped Chests!)","Fait de la contrebande de Flacons (dans des coffres piégés !)","Schmuggelt Fläschchen (Truhen mit Fallen!)","フラスコの密輸（トラップチェスト！）","밀수한 플라스크 (덫 상자!)","Contrabandeando Frascos (Baús Trancados!)","Тайно провозит флаконы (ловушки в сундуках!)","Traficar con frascos (¡Cofres atrapados!)","ลอบขนขวดยา (หีบติดกับดัก!)","走私藥劑（陷阱寶箱！）"
126,2,7,1,"Stockpiling Catalysts","Engrange des Catalyseurs","Sammelt Katalysatoren","カタリストの備蓄","비축한 기폭제","Acumulando Catalisadores","Копит катализаторы","Acaparar catalizadores","กักตุนตัวเร่งปฏิกิริยา","命運轉移（盜竊預言！）","Transporting Flasks","Transporte des Flacons","Transportiert Fläschchen","フラスコの輸送","수송 중인 플라스크","Transportando Frascos","Перевозит флаконы","Transportar frascos","ขนส่งขวดยา","護送藥劑"
127,2,7,2,"Stockpiling Catalysts","Engrange des Catalyseurs","Sammelt Katalysatoren","カタリストの備蓄","비축한 기폭제","Acumulando Catalisadores","Копит катализаторы","Acaparar catalizadores","กักตุนตัวเร่งปฏิกิริยา","命運轉移（盜竊預言！）","Transporting Flasks","Transporte des Flacons","Transportiert Fläschchen","フラスコの輸送","수송 중인 플라스크","Transportando Frascos","Перевозит флаконы","Transportar frascos","ขนส่งขวดยา","護送藥劑"
128,2,7,3,"Stockpiling Catalysts","Engrange des Catalyseurs","Sammelt Katalysatoren","カタリストの備蓄","비축한 기폭제","Acumulando Catalisadores","Копит катализаторы","Acaparar catalizadores","กักตุนตัวเร่งปฏิกิริยา","命運轉移（盜竊預言！）","Transporting Flasks","Transporte des Flacons","Transportiert Fläschchen","フラスコの輸送","수송 중인 플라스크","Transportando Frascos","Перевозит флаконы","Transportar frascos","ขนส่งขวดยา","護送藥劑"
129,4,7,1,"Hoarding Sundry (Heightened Security!)","Trésor en tout genre (sécurité renforcée)","Hortet Sonstiges (Erhöhte Sicherheit!)","さまざまな貯蔵品（厳重警備！）","비축한 잡동사니 (철저한 보안!)","Acúmulos Váriados (Segurança Elevada!)","Припрятывает всякую всячину (опасается грабежа!)","Acapara objetos varios (¡Seguridad reforzada!)","กักตุนของจิปาถะ (เพิ่มการรักษาความปลอดภัย!)","囤積雜物（提高安全性！）","Stealing Harvest Scarabs","Vole des Scarabées du Bosquet","Stiehlt Harvest-Skarabäen","ハーベストスカラベの盗難","훔친 수확 갑충석","Roubando Escaravelhos da Colheita","Ворует скарабеев Жатвы","Robar escarabajos de cosecha","ขโมยสคารับฮาร์เวสต์","竊取豐收聖甲蟲"
130,4,7,2,"Hoarding Sundry (Heightened Security!)","Trésor en tout genre (sécurité renforcée)","Hortet Sonstiges (Erhöhte Sicherheit!)","さまざまな貯蔵品（厳重警備！）","비축한 잡동사니 (철저한 보안!)","Acúmulos Váriados (Segurança Elevada!)","Припрятывает всякую всячину (опасается грабежа!)","Acapara objetos varios (¡Seguridad reforzada!)","กักตุนของจิปาถะ (เพิ่มการรักษาความปลอดภัย!)","囤積雜物（提高安全性！）","Stealing Harvest Scarabs","Vole des Scarabées du Bosquet","Stiehlt Harvest-Skarabäen","ハーベストスカラベの盗難","훔친 수확 갑충석","Roubando Escaravelhos da Colheita","Ворует скарабеев Жатвы","Robar escarabajos de cosecha","ขโมยสคารับฮาร์เวสต์","竊取豐收聖甲蟲"
131,4,7,3,"Hoarding Sundry (Heightened Security!)","Trésor en tout genre (sécurité renforcée)","Hortet Sonstiges (Erhöhte Sicherheit!)","さまざまな貯蔵品（厳重警備！）","비축한 잡동사니 (철저한 보안!)","Acúmulos Váriados (Segurança Elevada!)","Припрятывает всякую всячину (опасается грабежа!)","Acapara objetos varios (¡Seguridad reforzada!)","กักตุนของจิปาถะ (เพิ่มการรักษาความปลอดภัย!)","囤積雜物（提高安全性！）","Stealing Harvest Scarabs","Vole des Scarabées du Bosquet","Stiehlt Harvest-Skarabäen","ハーベストスカラベの盗難","훔친 수확 갑충석","Roubando Escaravelhos da Colheita","Ворует скарабеев Жатвы","Robar escarabajos de cosecha","ขโมยสคารับฮาร์เวสต์","竊取豐收聖甲蟲"
132,3,17,1,"Investigating Blight Scarabs","Enquêter sur des Scarabées de l'Infestation","Untersucht Blight-Skarabäen","ブライトスカラベの調査","역병 갑충석 조사","Investigando Escaravelhos Infestados","Исследует скарабеев Скверны","Investigar escarabajos de plaga","สำรวจสคารับไบล์ท","調查凋落聖甲蟲","Investigating Blight Scarabs","Enquêter sur des Scarabées de l'Infestation","Untersucht Blight-Skarabäen","ブライトスカラベの調査","역병 갑충석 조사","Investigando Escaravelhos Infestados","Исследует скарабеев Скверны","Investigar escarabajos de plaga","สำรวจสคารับไบล์ท","調查凋落聖甲蟲"
133,3,17,2,"Investigating Blight Scarabs","Enquêter sur des Scarabées de l'Infestation","Untersucht Blight-Skarabäen","ブライトスカラベの調査","역병 갑충석 조사","Investigando Escaravelhos Infestados","Исследует скарабеев Скверны","Investigar escarabajos de plaga","สำรวจสคารับไบล์ท","調查凋落聖甲蟲","Investigating Blight Scarabs","Enquêter sur des Scarabées de l'Infestation","Untersucht Blight-Skarabäen","ブライトスカラベの調査","역병 갑충석 조사","Investigando Escaravelhos Infestados","Исследует скарабеев Скверны","Investigar escarabajos de plaga","สำรวจสคารับไบล์ท","調查凋落聖甲蟲"
134,3,17,3,"Investigating Blight Scarabs","Enquêter sur des Scarabées de l'Infestation","Untersucht Blight-Skarabäen","ブライトスカラベの調査","역병 갑충석 조사","Investigando Escaravelhos Infestados","Исследует скарабеев Скверны","Investigar escarabajos de plaga","สำรวจสคารับไบล์ท","調查凋落聖甲蟲","Investigating Blight Scarabs","Enquêter sur des Scarabées de l'Infestation","Untersucht Blight-Skarabäen","ブライトスカラベの調査","역병 갑충석 조사","Investigando Escaravelhos Infestados","Исследует скарабеев Скверны","Investigar escarabajos de plaga","สำรวจสคารับไบล์ท","調查凋落聖甲蟲"
135,1,17,1,"Protecting Items from Theft (Paranoid?)","Protège des Objets\r\ncontre le vol\r\n(serait-il paranoïaque ?)","Schützt Gegenstände vor Dieben (paranoid?)","盗賊からアイテムを保護（偏執症？）","도둑에게 지켜낸 아이템 (편집증?)","Protegendo Itens de Serem Roubados (Paranóia?)","Защищает предметы от кражи (параноик?)","Proteger objetos contra robo (¿Paranoia?)","ป้องกันไอเทมจากการลักขโมย (หวาดระแวง?)","保護物品以免被偷（偏執狂？）","Smuggling Quivers (Trapped Chests!)","Fait du trafic de Carquois (dans des coffres piégés !)","Schmuggelt Köcher (Truhen mit Fallen!)","矢筒の密輸（トラップチェスト！）","밀수한 화살통 (덫 상자!)","Contrabandeando Aljavas (Baús Trancados!)","Тайно провозит колчаны (ловушки в сундуках!)","Traficar con carcajes (¡Cofres atrapados!)","ลอบขนซองธนู (หีบติดกับดัก!)","走私箭袋（陷阱寶箱！）"
136,1,17,2,"Protecting Items from Theft (Paranoid?)","Protège des Objets\r\ncontre le vol\r\n(serait-il paranoïaque ?)","Schützt Gegenstände vor Dieben (paranoid?)","盗賊からアイテムを保護（偏執症？）","도둑에게 지켜낸 아이템 (편집증?)","Protegendo Itens de Serem Roubados (Paranóia?)","Защищает предметы от кражи (параноик?)","Proteger objetos contra robo (¿Paranoia?)","ป้องกันไอเทมจากการลักขโมย (หวาดระแวง?)","保護物品以免被偷（偏執狂？）","Smuggling Quivers (Trapped Chests!)","Fait du trafic de Carquois (dans des coffres piégés !)","Schmuggelt Köcher (Truhen mit Fallen!)","矢筒の密輸（トラップチェスト！）","밀수한 화살통 (덫 상자!)","Contrabandeando Aljavas (Baús Trancados!)","Тайно провозит колчаны (ловушки в сундуках!)","Traficar con carcajes (¡Cofres atrapados!)","ลอบขนซองธนู (หีบติดกับดัก!)","走私箭袋（陷阱寶箱！）"
137,1,17,3,"Protecting Items from Theft (Paranoid?)","Protège des Objets\r\ncontre le vol\r\n(serait-il paranoïaque ?)","Schützt Gegenstände vor Dieben (paranoid?)","盗賊からアイテムを保護（偏執症？）","도둑에게 지켜낸 아이템 (편집증?)","Protegendo Itens de Serem Roubados (Paranóia?)","Защищает предметы от кражи (параноик?)","Proteger objetos contra robo (¿Paranoia?)","ป้องกันไอเทมจากการลักขโมย (หวาดระแวง?)","保護物品以免被偷（偏執狂？）","Smuggling Quivers (Trapped Chests!)","Fait du trafic de Carquois (dans des coffres piégés !)","Schmuggelt Köcher (Truhen mit Fallen!)","矢筒の密輸（トラップチェスト！）","밀수한 화살통 (덫 상자!)","Contrabandeando Aljavas (Baús Trancados!)","Тайно провозит колчаны (ловушки в сундуках!)","Traficar con carcajes (¡Cofres atrapados!)","ลอบขนซองธนู (หีบติดกับดัก!)","走私箭袋（陷阱寶箱！）"
138,2,17,1,"Rigging Item Selections (Likes Contraptions!)","Truque des Assortiments d'Objets\r\n(il adore les mécanismes !)","Manipuliert Gegenstandswahl (mag Fallen!)","アイテム選択の不正操作（カラクリ好き！）","조작한 아이템 선택 (기계같아!)","Armando Seleções de Itens (Gosta de Engenhocas!)","Подстраивает выбор предметов (механизмами!)","Preparar selecciones de objetos (¡Le gustan los artilugios!)","ติดตั้งกลไกบังคับเลือกไอเทม (ชอบสิ่งประดิษฐ์!)","配置物品選項（新玩意兒！）","Transporting Quivers","Transporte des Carquois","Transportiert Köcher","矢筒の輸送","수송 중인 화살통","Transportando Aljavas","Перевозит колчаны","Transportar carcajes","ขนส่งซองธนู","護送箭袋"
139,2,17,2,"Rigging Item Selections (Likes Contraptions!)","Truque des Assortiments d'Objets\r\n(il adore les mécanismes !)","Manipuliert Gegenstandswahl (mag Fallen!)","アイテム選択の不正操作（カラクリ好き！）","조작한 아이템 선택 (기계같아!)","Armando Seleções de Itens (Gosta de Engenhocas!)","Подстраивает выбор предметов (механизмами!)","Preparar selecciones de objetos (¡Le gustan los artilugios!)","ติดตั้งกลไกบังคับเลือกไอเทม (ชอบสิ่งประดิษฐ์!)","配置物品選項（新玩意兒！）","Transporting Quivers","Transporte des Carquois","Transportiert Köcher","矢筒の輸送","수송 중인 화살통","Transportando Aljavas","Перевозит колчаны","Transportar carcajes","ขนส่งซองธนู","護送箭袋"
140,2,17,3,"Rigging Item Selections (Likes Contraptions!)","Truque des Assortiments d'Objets\r\n(il adore les mécanismes !)","Manipuliert Gegenstandswahl (mag Fallen!)","アイテム選択の不正操作（カラクリ好き！）","조작한 아이템 선택 (기계같아!)","Armando Seleções de Itens (Gosta de Engenhocas!)","Подстраивает выбор предметов (механизмами!)","Preparar selecciones de objetos (¡Le gustan los artilugios!)","ติดตั้งกลไกบังคับเลือกไอเทม (ชอบสิ่งประดิษฐ์!)","配置物品選項（新玩意兒！）","Transporting Quivers","Transporte des Carquois","Transportiert Köcher","矢筒の輸送","수송 중인 화살통","Transportando Aljavas","Перевозит колчаны","Transportar carcajes","ขนส่งซองธนู","護送箭袋"
141,4,17,1,"Studying Anomalous Materials","Étudie des Matériaux anormaux","Untersucht ungewöhnliche Materialien","異常物質の研究","기묘한 재료 연구","Estudando Materiais Anômalos","Изучает аномальные материалы","Estudiar materiales anómalos","ศึกษาวัตถุดิบ Anomalous","研究異常素材","Securing Fractured Equipment","Met de l'Équipement fissuré en sûreté","Sichert brüchige Ausrüstung","フラクチャー装備の確保","확보한 분열된 장비","Protegendo Equipamentos Fixados","Защищает расколотую экипировку","Asegurar equipamiento fracturado","รักษาไอเทมสวมใส่ที่แตกร้าว","保護破裂裝備"
142,4,17,2,"Studying Anomalous Materials","Étudie des Matériaux anormaux","Untersucht ungewöhnliche Materialien","異常物質の研究","기묘한 재료 연구","Estudando Materiais Anômalos","Изучает аномальные материалы","Estudiar materiales anómalos","ศึกษาวัตถุดิบ Anomalous","研究異常素材","Securing Fractured Equipment","Met de l'Équipement fissuré en sûreté","Sichert brüchige Ausrüstung","フラクチャー装備の確保","확보한 분열된 장비","Protegendo Equipamentos Fixados","Защищает расколотую экипировку","Asegurar equipamiento fracturado","รักษาไอเทมสวมใส่ที่แตกร้าว","保護破裂裝備"
143,4,17,3,"Studying Anomalous Materials","Étudie des Matériaux anormaux","Untersucht ungewöhnliche Materialien","異常物質の研究","기묘한 재료 연구","Estudando Materiais Anômalos","Изучает аномальные материалы","Estudiar materiales anómalos","ศึกษาวัตถุดิบ Anomalous","研究異常素材","Securing Fractured Equipment","Met de l'Équipement fissuré en sûreté","Sichert brüchige Ausrüstung","フラクチャー装備の確保","확보한 분열된 장비","Protegendo Equipamentos Fixados","Защищает расколотую экипировку","Asegurar equipamiento fracturado","รักษาไอเทมสวมใส่ที่แตกร้าว","保護破裂裝備"
144,3,14,1,"Swiping Cartography Scarabs","Pique des Scarabées de Cartographie","Klaut Kartographen-Skarabäen","地図製作のスカラベ盗み","슬쩍한 지도 제작 갑충석","Limpando Escaravelhos de Cartografia","Полирует скарабеев картографии","Obtener escarabajos de cartografía","ฉกฉวยสคารับแผนที่","猛擊製圖聖甲蟲","Securing Map Scarabs","Met des Scarabées de Carte en sûreté","Sichert Karten-Skarabäen","マップスカラベの確保","확보한 지도 갑충석","Protegendo Escaravelhos de Mapas","Защищает скарабеев картографии","Asegurar escarabajos de mapas","รักษาสคารับแผนที่","保護連結的裝備"
145,3,14,2,"Swiping Cartography Scarabs","Pique des Scarabées de Cartographie","Klaut Kartographen-Skarabäen","地図製作のスカラベ盗み","슬쩍한 지도 제작 갑충석","Limpando Escaravelhos de Cartografia","Полирует скарабеев картографии","Obtener escarabajos de cartografía","ฉกฉวยสคารับแผนที่","猛擊製圖聖甲蟲","Securing Map Scarabs","Met des Scarabées de Carte en sûreté","Sichert Karten-Skarabäen","マップスカラベの確保","확보한 지도 갑충석","Protegendo Escaravelhos de Mapas","Защищает скарабеев картографии","Asegurar escarabajos de mapas","รักษาสคารับแผนที่","保護連結的裝備"
146,3,14,3,"Swiping Cartography Scarabs","Pique des Scarabées de Cartographie","Klaut Kartographen-Skarabäen","地図製作のスカラベ盗み","슬쩍한 지도 제작 갑충석","Limpando Escaravelhos de Cartografia","Полирует скарабеев картографии","Obtener escarabajos de cartografía","ฉกฉวยสคารับแผนที่","猛擊製圖聖甲蟲","Securing Map Scarabs","Met des Scarabées de Carte en sûreté","Sichert Karten-Skarabäen","マップスカラベの確保","확보한 지도 갑충석","Protegendo Escaravelhos de Mapas","Защищает скарабеев картографии","Asegurar escarabajos de mapas","รักษาสคารับแผนที่","保護連結的裝備"
147,1,14,1,"Securing Rare Maps","Met des Cartes rares en sûreté","Sichert seltene Karten","レアマップの確保","확보한 희귀 지도","Protegendo Mapas Raros","Охраняет редкие карты","Asegurar mapas raros","รักษาแผนที่แรร์","保護稀有地圖","Smuggling Maps (Trapped Chests!)","Fait de la contrebande de Cartes (dans des coffres piégés !)","Schmuggelt Karten (Truhen mit Fallen!)","マップの密輸（トラップチェスト！）","밀수한 지도 (덫 상자!)","Contrabandeando Mapas (Baús Trancados!)","Тайно провозит карты (ловушки в сундуках!)","Traficar con mapas (¡Cofres atrapados!)","ลอบขนแผนที่ (หีบติดกับดัก!)","走私地圖（陷阱寶箱！）"
148,1,14,2,"Securing Rare Maps","Met des Cartes rares en sûreté","Sichert seltene Karten","レアマップの確保","확보한 희귀 지도","Protegendo Mapas Raros","Охраняет редкие карты","Asegurar mapas raros","รักษาแผนที่แรร์","保護稀有地圖","Smuggling Maps (Trapped Chests!)","Fait de la contrebande de Cartes (dans des coffres piégés !)","Schmuggelt Karten (Truhen mit Fallen!)","マップの密輸（トラップチェスト！）","밀수한 지도 (덫 상자!)","Contrabandeando Mapas (Baús Trancados!)","Тайно провозит карты (ловушки в сундуках!)","Traficar con mapas (¡Cofres atrapados!)","ลอบขนแผนที่ (หีบติดกับดัก!)","走私地圖（陷阱寶箱！）"
149,1,14,3,"Securing Rare Maps","Met des Cartes rares en sûreté","Sichert seltene Karten","レアマップの確保","확보한 희귀 지도","Protegendo Mapas Raros","Охраняет редкие карты","Asegurar mapas raros","รักษาแผนที่แรร์","保護稀有地圖","Smuggling Maps (Trapped Chests!)","Fait de la contrebande de Cartes (dans des coffres piégés !)","Schmuggelt Karten (Truhen mit Fallen!)","マップの密輸（トラップチェスト！）","밀수한 지도 (덫 상자!)","Contrabandeando Mapas (Baús Trancados!)","Тайно провозит карты (ловушки в сундуках!)","Traficar con mapas (¡Cofres atrapados!)","ลอบขนแผนที่ (หีบติดกับดัก!)","走私地圖（陷阱寶箱！）"
150,2,14,1,"Guiding Maps Between Locations","Déplace des Cartes d'un endroit à un autre","Bewacht Beförderung von Karten","アジト間のマップの案内","장소를 안내하는 지도","Guiando Mapas Entre Localidades","Перемещает карты между базами","Guiar mapas entre localizaciones","นำส่งแผนที่ตามสถานที่ต่างๆ","引導地圖間位置","Transporting Maps","Transporte des Cartes","Transportiert Karten","マップの輸送","수송 중인 지도","Transportando Mapas","Перевозит карты","Transportar mapas","ขนส่งแผนที่","護送地圖"
151,2,14,2,"Guiding Maps Between Locations","Déplace des Cartes d'un endroit à un autre","Bewacht Beförderung von Karten","アジト間のマップの案内","장소를 안내하는 지도","Guiando Mapas Entre Localidades","Перемещает карты между базами","Guiar mapas entre localizaciones","นำส่งแผนที่ตามสถานที่ต่างๆ","引導地圖間位置","Transporting Maps","Transporte des Cartes","Transportiert Karten","マップの輸送","수송 중인 지도","Transportando Mapas","Перевозит карты","Transportar mapas","ขนส่งแผนที่","護送地圖"
152,2,14,3,"Guiding Maps Between Locations","Déplace des Cartes d'un endroit à un autre","Bewacht Beförderung von Karten","アジト間のマップの案内","장소를 안내하는 지도","Guiando Mapas Entre Localidades","Перемещает карты между базами","Guiar mapas entre localizaciones","นำส่งแผนที่ตามสถานที่ต่างๆ","引導地圖間位置","Transporting Maps","Transporte des Cartes","Transportiert Karten","マップの輸送","수송 중인 지도","Transportando Mapas","Перевозит карты","Transportar mapas","ขนส่งแผนที่","護送地圖"
153,4,14,1,"Cataloguing Unique Maps","Répertorie des Cartes uniques","Katalogisiert einzigartige Karten","ユニークマップの目録作成","일련의 고유 지도","Catalogando Mapas Únicos","Классифицирует уникальные карты","Catalogar mapas únicos","จัดหมวดหมู่แผนที่ยูนิค","編錄傳奇地圖","Looting Beyond Scarabs","Ramasse des Scarabées d'Ailleurs","Erbeutet Beyond-Skarabäen","ビヨンドスカラベの略奪","획득한 이계 갑충석","Coletando Escaravelhos do Além","Собирает скарабеев Иномирья","Sustraer escarabajos del más allá","ปล้นสคารับต่างมิติ","強奪超越聖甲蟲"
154,4,14,2,"Cataloguing Unique Maps","Répertorie des Cartes uniques","Katalogisiert einzigartige Karten","ユニークマップの目録作成","일련의 고유 지도","Catalogando Mapas Únicos","Классифицирует уникальные карты","Catalogar mapas únicos","จัดหมวดหมู่แผนที่ยูนิค","編錄傳奇地圖","Looting Beyond Scarabs","Ramasse des Scarabées d'Ailleurs","Erbeutet Beyond-Skarabäen","ビヨンドスカラベの略奪","획득한 이계 갑충석","Coletando Escaravelhos do Além","Собирает скарабеев Иномирья","Sustraer escarabajos del más allá","ปล้นสคารับต่างมิติ","強奪超越聖甲蟲"
155,4,14,3,"Cataloguing Unique Maps","Répertorie des Cartes uniques","Katalogisiert einzigartige Karten","ユニークマップの目録作成","일련의 고유 지도","Catalogando Mapas Únicos","Классифицирует уникальные карты","Catalogar mapas únicos","จัดหมวดหมู่แผนที่ยูนิค","編錄傳奇地圖","Looting Beyond Scarabs","Ramasse des Scarabées d'Ailleurs","Erbeutet Beyond-Skarabäen","ビヨンドスカラベの略奪","획득한 이계 갑충석","Coletando Escaravelhos do Além","Собирает скарабеев Иномирья","Sustraer escarabajos del más allá","ปล้นสคารับต่างมิติ","強奪超越聖甲蟲"
156,3,12,1,"Seizing Bestiary Scarabs","Usurpe des Scarabées du Bestiaire","Stellt Bestiarium-Skarabäen sicher","ベスティアリースカラベの強奪","점유한 야수 도감 갑충석","Confiscando Escaravelhos do Bestiário","Захватывает скарабеев Бестиария","Atrapar escarabajos de bestiario","ยึดครองสคารับรวมสัตว์","捉住獸獵聖甲蟲","Looting Bestiary Scarabs","Ramasse des Scarabées du Bestiaire","Erbeutet Bestiary-Skarabäen","ベスティアリースカラベの略奪","획득한 야수 도감 갑충석","Coletando Escaravelhos do Bestiário","Собирает скарабеев Бестиария","Sustraer escarabajos de bestiario","ปล้นสคารับรวมสัตว์","用項鍊屬性博弈"
157,3,12,2,"Seizing Bestiary Scarabs","Usurpe des Scarabées du Bestiaire","Stellt Bestiarium-Skarabäen sicher","ベスティアリースカラベの強奪","점유한 야수 도감 갑충석","Confiscando Escaravelhos do Bestiário","Захватывает скарабеев Бестиария","Atrapar escarabajos de bestiario","ยึดครองสคารับรวมสัตว์","捉住獸獵聖甲蟲","Looting Bestiary Scarabs","Ramasse des Scarabées du Bestiaire","Erbeutet Bestiary-Skarabäen","ベスティアリースカラベの略奪","획득한 야수 도감 갑충석","Coletando Escaravelhos do Bestiário","Собирает скарабеев Бестиария","Sustraer escarabajos de bestiario","ปล้นสคารับรวมสัตว์","用項鍊屬性博弈"
