"rownum","Id","Tier","Mod","NodeSpawnLocation","Tags","Icon","Type","Achievements"
1976,"AttackProjectileBlockReducedSpellProjectileBlock",2,35360,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ProjectileSpellBlockNotable.dds",0,[]
1977,"ElusiveOnLowLifeReducedElusiveEffect",1,35361,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ElusiveNotable.dds",0,[]
1978,"ElusiveOnLowLifeReducedElusiveEffect",2,35362,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/ElusiveNotable.dds",0,[]
1979,"CannotBeStunnedOnLowLifeDamageTakenOnLowLife",1,35363,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/Unfaltering.dds",0,[]
1980,"CannotBeStunnedOnLowLifeDamageTakenOnLowLife",2,35364,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/Unfaltering.dds",0,[]
1981,"ConsecratedGroundAilmentImmunityConsecratedGroundEffect",1,35365,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/LightOfDivinity.dds",0,[]
1982,"ConsecratedGroundEffectConsecratedGroundArea",1,35366,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/LightOfDivinity.dds",0,[]
1983,"ConsecratedGroundEffectConsecratedGroundArea",2,35367,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/LightOfDivinity.dds",0,[]
1984,"GuardSkillCooldownRecoveryGuardDuration",1,35368,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",0,[]
1985,"GuardSkillCooldownRecoveryGuardDuration",2,35369,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",0,[]
1986,"DebuffTimePassed",1,35370,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
1987,"DebuffTimePassed",2,35371,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
1988,"AvoidAilmentsFromCriticalStrikes",1,35372,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/elementalist.dds",0,[]
1989,"AvoidAilmentsFromCriticalStrikes",2,35373,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/elementalist.dds",0,[]
1990,"CounterattacksMoreDamageCounterattackCooldownRecovery",1,35374,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ambidexterity.dds",0,[]
1991,"CounterattacksMoreDamageCounterattackCooldownRecovery",2,35375,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/ambidexterity.dds",0,[]
1992,"FortificationDurationMaximumFortification",1,35376,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/FortifyNotable2.dds",0,[]
1993,"FortificationDurationMaximumFortification",2,35377,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/FortifyNotable2.dds",0,[]
1994,"NumberOfCorpsesReducedCorpseLife",1,35378,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1995,"NumberOfCorpsesReducedCorpseLife",2,35379,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1996,"NumberOfCorpsesReducedCorpseLife2h",1,35380,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1997,"NumberOfCorpsesReducedCorpseLife2h",2,35381,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1998,"CorpseLifeReducedNumberOfCorpses",1,35382,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
1999,"CorpseLifeReducedNumberOfCorpses",2,35383,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
2000,"CorpseLifeReducedNumberOfCorpses2h",1,35384,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
2001,"CorpseLifeReducedNumberOfCorpses2h",2,35385,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/CorpsesNotable.dds",0,[]
2002,"MinionCooldownRecoveryReducedMinionDuration",1,35386,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2003,"MinionCooldownRecoveryReducedMinionDuration",2,35387,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2004,"MinionCooldownRecoveryReducedMinionDuration2h",1,35388,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2005,"MinionCooldownRecoveryReducedMinionDuration2h",2,35389,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2006,"MinionDurationReducedCooldownRecovery",1,35390,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2007,"MinionDurationReducedCooldownRecovery",2,35391,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2008,"MinionDurationReducedCooldownRecovery2h",1,35392,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2009,"MinionDurationReducedCooldownRecovery2h",2,35393,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds",0,[]
2010,"MinionAreaOfEffectReducedDamage",1,35394,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2011,"MinionAreaOfEffectReducedDamage",2,35395,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2012,"MinionAreaOfEffectReducedDamage2h",1,35396,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2013,"MinionAreaOfEffectReducedDamage2h",2,35397,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",0,[]
2014,"MinionElementalResistanceReducedChaosResistance",1,35398,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2015,"MinionElementalResistanceReducedChaosResistance",2,35399,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2016,"MinionElementalResistanceReducedChaosResistance2h",1,35400,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2017,"MinionElementalResistanceReducedChaosResistance2h",2,35401,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2018,"MinionChaosResistanceReducedElementalResistance",1,35402,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2019,"MinionChaosResistanceReducedElementalResistance",2,35403,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2020,"MinionChaosResistanceReducedElementalResistance2h",1,35404,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2021,"MinionChaosResistanceReducedElementalResistance2h",2,35405,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2022,"MinionArmour",1,35406,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2023,"MinionArmour",2,35407,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2024,"MinionArmour2h",1,35408,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2025,"MinionArmour2h",2,35409,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2026,"MinionEvasion",1,35410,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2027,"MinionEvasion",2,35411,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2028,"MinionEvasion2h",1,35412,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2029,"MinionEvasion2h",2,35413,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2030,"MinionSpellSuppressionChanceReducedEvasion",1,35414,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2031,"MinionSpellSuppressionChanceReducedEvasion",2,35415,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2032,"MinionSpellSuppressionChanceReducedEvasion2h",1,35416,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2033,"MinionSpellSuppressionChanceReducedEvasion2h",2,35417,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2034,"MinionLifeReducedLifeRecoveryRate",1,35418,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2035,"MinionLifeReducedLifeRecoveryRate",2,35419,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2036,"MinionLifeReducedLifeRecoveryRate2h",1,35420,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2037,"MinionLifeReducedLifeRecoveryRate2h",2,35421,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2038,"MinionLifeRecoveryRateReducedMaximumLife",1,35422,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2039,"MinionLifeRecoveryRateReducedMaximumLife",2,35423,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2040,"MinionLifeRecoveryRateReducedMaximumLife2h",1,35424,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2041,"MinionLifeRecoveryRateReducedMaximumLife2h",2,35425,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2042,"MinionLifeAsExtraEnergyShieldReducedElementalResistance",1,35426,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2043,"MinionLifeAsExtraEnergyShieldReducedElementalResistance",2,35427,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2044,"MinionLifeAsExtraEnergyShieldReducedElementalResistance2h",1,35428,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2045,"MinionLifeAsExtraEnergyShieldReducedElementalResistance2h",2,35429,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2046,"MinionMaximumElementalResistances",1,35430,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2047,"MinionMaximumElementalResistances2h",1,35431,"[3,4]","[0,1,3]","Art/2DArt/SkillIcons/passives/LifeandResistancesofMinions.dds",0,[]
2048,"MinionBlindOnHitChance",1,35432,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2049,"MinionBlindOnHitChance",2,35433,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2050,"MinionBlindOnHitChance2h",1,35434,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2051,"MinionBlindOnHitChance2h",2,35435,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2052,"MinionHinderOnHitChance",1,35436,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2053,"MinionHinderOnHitChance",2,35437,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2054,"MinionHinderOnHitChance2h",1,35438,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2055,"MinionHinderOnHitChance2h",2,35439,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2056,"MinionMovementSpeed",1,35440,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2057,"MinionMovementSpeed",2,35441,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2058,"MinionMovementSpeed2h",1,35442,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2059,"MinionMovementSpeed2h",2,35443,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2060,"MinionProjectileSpeed",1,35444,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2061,"MinionProjectileSpeed",2,35445,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2062,"MinionProjectileSpeed2h",1,35446,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2063,"MinionProjectileSpeed2h",2,35447,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2064,"MinionBleedChanceBleedDurationOnSelf",1,35448,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2065,"MinionBleedChanceBleedDurationOnSelf",2,35449,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2066,"MinionBleedChanceBleedDurationOnSelf2h",1,35450,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2067,"MinionBleedChanceBleedDurationOnSelf2h",2,35451,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/graveexpectations.dds",0,[]
2068,"MinionPoisonChancePoisonDurationOnSelf",1,35452,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2069,"MinionPoisonChancePoisonDurationOnSelf",2,35453,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2070,"MinionPoisonChancePoisonDurationOnSelf2h",1,35454,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2071,"MinionPoisonChancePoisonDurationOnSelf2h",2,35455,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
2072,"MinionIgniteChanceIgniteDurationOnSelf",1,35456,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2073,"MinionIgniteChanceIgniteDurationOnSelf",2,35457,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2074,"MinionIgniteChanceIgniteDurationOnSelf2h",1,35458,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2075,"MinionIgniteChanceIgniteDurationOnSelf2h",2,35459,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
2076,"MinionFreezeChanceFreezeDurationOnSelf",1,35460,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2077,"MinionFreezeChanceFreezeDurationOnSelf",2,35461,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2078,"MinionFreezeChanceFreezeDurationOnSelf2h",1,35462,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2079,"MinionFreezeChanceFreezeDurationOnSelf2h",2,35463,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
2080,"MinionShockChanceShockDurationOnSelf",1,35464,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2081,"MinionShockChanceShockDurationOnSelf",2,35465,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2082,"MinionShockChanceShockDurationOnSelf2h",1,35466,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2083,"MinionShockChanceShockDurationOnSelf2h",2,35467,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
2084,"LinkSkillsEffectReducedLinkManaCost",1,35468,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2085,"LinkSkillsEffectReducedLinkManaCost",2,35469,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2086,"LinkSkillsEffectReducedLinkManaCost2h",1,35470,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2087,"LinkSkillsEffectReducedLinkManaCost2h",2,35471,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2088,"LinkToExtraAlliesReducedLinkBuffEffect",1,35472,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2089,"LinkToExtraAlliesReducedLinkBuffEffect2h",1,35473,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/LinkNotable4.dds",0,[]
2090,"ConvocationCooldownSpeedReducedBuffEffect",1,35474,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2091,"ConvocationCooldownSpeedReducedBuffEffect",2,35475,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2092,"ConvocationCooldownSpeedReducedBuffEffect2h",1,35476,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2093,"ConvocationCooldownSpeedReducedBuffEffect2h",2,35477,"[3,4]",[5],"Art/2DArt/SkillIcons/Convocation.dds",0,[]
2094,"OfferingEffectReducedDuration",1,35478,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2095,"OfferingEffectReducedDuration",2,35479,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2096,"OfferingEffectReducedDuration2h",1,35480,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2097,"OfferingEffectReducedDuration2h",2,35481,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2098,"OfferingDurationReducedEffect",1,35482,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2099,"OfferingDurationReducedEffect",2,35483,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2100,"OfferingDurationReducedEffect2h",1,35484,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2101,"OfferingDurationReducedEffect2h",2,35485,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/RighteousArmy.dds",0,[]
2102,"MinionOnslaughtChanceReducedMovementSpeed",1,35486,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2103,"MinionOnslaughtChanceReducedMovementSpeed",2,35487,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2104,"MinionOnslaughtChanceReducedMovementSpeed2h",1,35488,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2105,"MinionOnslaughtChanceReducedMovementSpeed2h",2,35489,"[3,4]",[1],"Art/2DArt/SkillIcons/passives/DamageofMinionsNotable.dds",0,[]
2106,"MinionUnholyMightChanceReducedChaosResistance",1,35490,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2107,"MinionUnholyMightChanceReducedChaosResistance",2,35491,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2108,"MinionUnholyMightChanceReducedChaosResistance2h",1,35492,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2109,"MinionUnholyMightChanceReducedChaosResistance2h",2,35493,"[3,4]",[4],"Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds",0,[]
2110,"MinionBlockReducedSpellBlock",1,35494,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2111,"MinionBlockReducedSpellBlock",2,35495,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2112,"MinionBlockReducedSpellBlock2h",1,35496,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2113,"MinionBlockReducedSpellBlock2h",2,35497,"[3,4]",[2],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2114,"MinionSpellBlockReducedBlock",1,35498,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2115,"MinionSpellBlockReducedBlock",2,35499,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2116,"MinionSpellBlockReducedBlock2h",1,35500,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2117,"MinionSpellBlockReducedBlock2h",2,35501,"[3,4]",[3],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2118,"MinionRecoverLifeOnBlockReducedMaximumLife",1,35502,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2119,"MinionRecoverLifeOnBlockReducedMaximumLife",2,35503,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2120,"MinionRecoverLifeOnBlockReducedMaximumLife2h",1,35504,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2121,"MinionRecoverLifeOnBlockReducedMaximumLife2h",2,35505,"[3,4]",[0],"Art/2DArt/SkillIcons/passives/minionblockchance.dds",0,[]
2122,"GolemsAllowedReducedGolemBuffEffect",1,35506,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2123,"GolemsAllowedReducedGolemBuffEffect2h",1,35507,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2124,"GolemBuffEffectReducedGolemsAllowed",1,35508,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2125,"GolemBuffEffectReducedGolemsAllowed2h",1,35509,"[3,4]",[5],"Art/2DArt/SkillIcons/passives/GolemsNotable.dds",0,[]
2126,"SupportManaLeech",1,35510,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2127,"SupportManaLeech2H",1,35511,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2128,"SupportAdditionalAccuracy",1,35512,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2129,"SupportAdditionalAccuracy2H",1,35513,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2130,"SupportArrogance",1,35514,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2131,"SupportArrogance2H",1,35515,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2132,"SupportFork",1,35516,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2133,"SupportFork2H",1,35517,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2134,"SupportChanceToPoison",1,35518,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2135,"SupportChanceToPoison2H",1,35519,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2136,"SupportLifeLeech",1,35520,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2137,"SupportLifeLeech2H",1,35521,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2138,"SupportMeleeSplash",1,35522,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2139,"SupportMeleeSplash2H",1,35523,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2140,"SupportFasterProjectiles",1,35524,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2141,"SupportFasterProjectiles2H",1,35525,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2142,"SupportStun",1,35526,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2143,"SupportStun2H",1,35527,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2144,"SupportIncreasedArea",1,35528,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2145,"SupportIncreasedArea2H",1,35529,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2146,"SupportKnockback",1,35530,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2147,"SupportKnockback2H",1,35531,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2148,"SupportMinionLife",1,35532,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2149,"SupportMinionLife2H",1,35533,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2150,"SupportMinionSpeed",1,35534,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2151,"SupportMinionSpeed2H",1,35535,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2152,"SupportLesserMultipleProjectiles",1,35536,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2153,"SupportLesserMultipleProjectiles2H",1,35537,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2154,"SupportBlind",1,35538,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2155,"SupportBlind2H",1,35539,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemGreen.dds",0,[9482]
2156,"SupportBlasphemy",1,35540,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2157,"SupportBlasphemy2H",1,35541,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemBlue.dds",0,[9482]
2158,"SupportIronWill",1,35542,"[3,4]",[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
2159,"SupportIronWill2H",1,35543,[4],[5],"Art/2DArt/SkillIcons/CruciblePassives/CrucibleSupportGemRed.dds",0,[9482]
