"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","f32_60","IncrementalEffectiveness"
8550,"SummonHarbingerOfTimeAscendancy",[],"[885,21160]","[13,1]",1,0,0
8551,"SummonHarbingerOfFocusAscendancy",[],"[885,21162]","[14,1]",1,0,0
8552,"DarktongueKiss","[620,3733]","[2003,358,6478]","[48000,5000,100]",1,0,0
8553,"MoveDaemonIonCannonParallel",[],[],[],1,0,0
8554,"MoveDaemonIonCannonParallelElder",[],[],[],1,0,0
8555,"MoveDaemonIonCannonParallelElder2",[],[],[],1,0,0
8556,"MoveDaemonIonCannonParallelElder3",[],[216],[8],1,0,0
8557,"MoveDaemonIonCannonParallelKitava",[],[],[],1,0,0
8558,"MoveDaemonIonCannonParallelKitava2",[],[],[],1,0,0
8559,"MoveDaemonIonCannonParallelKitava2Map",[],[],[],1,0,0
8560,"MoveDaemonIonCannonCross",[],[],[],1,0,0
8561,"MoveDaemonIonCannonCrossElder1",[],[],[],1,0,0
8562,"MoveDaemonIonCannonCrossElder2",[],[],[],1,0,0
8563,"MoveDaemonIonCannonCrossElder3",[],[],[],1,0,0
8564,"MoveDaemonIonCannonCrossElder4",[],[],[],1,0,0
8565,"MoveDaemonIonCannonCrossKitava",[],[],[],1,0,0
8566,"MoveDaemonIonCannonCrossKitavaMap",[],[],[],1,0,0
8567,"MoveDaemonIonCannonCrossKitava2",[],[],[],1,0,0
8568,"MoveDaemonIonCannonCrossKitava2Map",[],[],[],1,0,0
8569,"MoveDaemonIonCannonSquare",[],[],[],1,0,0
8570,"MoveDaemonIonCannonSquareElder",[],[216],[4],1,0,0
8571,"MoveDaemonIonCannonSquareKitava",[],[],[],1,0,0
8572,"MoveDaemonIonCannonSquareKitavaMap",[],[],[],1,0,0
8573,"MoveDaemonIonCannonSquareKitava2",[],[],[],1,0,0
8574,"MoveDaemonIonCannonSquareKitava2Map",[],[],[],1,0,0
8575,"MoveDaemonIonCannonSquareKitava3",[],[],[],1,0,0
8576,"MoveDaemonIonCannonSquareKitava3Map",[],[],[],1,0,0
8577,"MoveDaemonIonCannonSlice",[],[],[],1,0,0
8578,"MoveDaemonObsidianElder",[],[216],[4],1,0,0
8579,"MoveDaemonIonCannonRandomSlow",[],[],[],1,0,0
8580,"MoveDaemonStormCall1",[],[],[],1,0,0
8581,"MoveDaemonStormCall2",[],[],[],1,0,0
8582,"MoveDaemonStormCall3",[],[],[],1,0,0
8583,"MoveDaemonStormCall4",[],[],[],1,0,0
8584,"MoveDaemonHydroPump",[],[],[],1,0,0
8585,"MoveDaemonSawblades",[],[],[],1,0,0
8586,"BetrayalCameriaMoveDaemonIceSpike",[],[],[],1,0,0
8587,"BetrayalGrennMoveDaemon",[],[],[],1,0,0
8588,"LegionViperWaveMoveDaemon1",[],[],[],1,0,0
8589,"LegionViperWaveMoveDaemon2",[],[],[],1,0,0
8590,"LegionViperReleaseMoveDaemon1",[],[],[],1,0,0
8591,"LegionViperReleaseMoveDaemon2",[],[],[],1,0,0
8592,"LegionViperReleaseMoveDaemon3",[],[],[],1,0,0
8593,"LegionViperReleaseMoveDaemon4",[],[],[],1,0,0
8594,"BlightBullBossMoveDaemon",[],[],[],1,0,0
8595,"BlightFireHellionBossMoveDaemon",[],[],[],1,0,0
8596,"AtlasExileBoss5BeamTargetDaemon1",[],[],[],1,0,0
8597,"AtlasExileBoss5BeamTargetDaemon2",[],[],[],1,0,0
8598,"AfflictionPhysMaceCascade",[],[],[],1,0,0
8599,"AfflictionPhysMaceCascadeUnique",[],[],[],1,0,0
8600,"MDHarvestBearbossWallDaemonLeft",[],[],[],1,0,0
8601,"MDHarvestBearbossWallDaemonRight",[],[],[],1,0,0
8602,"MDHeistMilitaryCasterBallLightning",[],[],[],1,0,0
8603,"MDHeistRobotHoundLaserTarget",[],[],[],1,0,0
8604,"MDIceSaplingOrbMortar",[],[662],[-40],1,0,0
8605,"MDIceSaplingOrbMortarAzmeri",[],[662],[-40],1,0,0
8606,"MDIceSaplingOrbReturningBall",[],[],[],1,0,0
8607,"MDIceSaplingOrbReturningBallAzmeri",[],[],[],1,0,0
8608,"MDIceSaplingOrbReturningBallUber",[],[],[],1,0,0
8609,"MDReaperWraithCoffinRight1",[],[],[],1,0,0
8610,"MDReaperWraithCoffinLeft1",[],[],[],1,0,0
8611,"MDReaperWraithCoffinRight2",[],[],[],1,0,0
8612,"MDReaperWraithCoffinLeft2",[],[],[],1,0,0
8613,"MDReaperWraithCoffinRight3",[],[],[],1,0,0
8614,"MDReaperWraithCoffinLeft3",[],[],[],1,0,0
8615,"MDReaperWraithCoffinRight4",[],[],[],1,0,0
8616,"MDReaperWraithCoffinLeft4",[],[],[],1,0,0
8617,"MDReaperWraithCoffinRight5",[],[],[],1,0,0
8618,"MDReaperWraithCoffinLeft5",[],[],[],1,0,0
8619,"MDUltimatumSawblade1",[],[],[],1,0,0
8620,"MDUltimatumSawblade2",[],[],[],1,0,0
8621,"MDUltimatumSawblade3",[],[],[],1,0,0
8622,"MDUltimatumSawbladeUberMaps",[],[],[],1,0,0
8623,"MDSanctumCorridorProjectile",[],[],[],1,0,0
8624,"MDIgnoranceBeam",[12730],[662],[-55],1,0,0
8625,"MDAngerFissueSlam",[12730],[],[],1,0,0
8626,"MDAngerFissureSlamUBER",[12730],[],[],1,0,0
8627,"MDqwe_NEW_ENTRIES_GO_ABOVE_ME",[],[],[],1,0,0
8628,"RotateObject",[],"[6479,6480,6484,6486,6485,6490,6491,6482]","[5,20,30,30,180,10,1,75]",1,0,0
8629,"RotateObjectObsidian1",[],"[6479,6480,6485,6491,6488]","[1,60,350,1,20]",1,0,0
8630,"RotateObjectObsidian2",[],"[6479,6480,6485,6491,6488]","[1,40,350,1,40]",1,0,0
8631,"RotateObjectObsidian3",[],"[6479,6480,6485,6491,6488]","[1,50,350,1,60]",1,0,0
8632,"RotateObjectObsidian4",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,80]",1,0,0
8633,"RotateObjectObsidian5",[],"[6479,6480,6485,6491,6488]","[1,60,350,1,20]",1,0,0
8634,"RotateObjectObsidian6",[],"[6479,6480,6485,6491,6488]","[1,40,350,1,40]",1,0,0
8635,"RotateObjectObsidian7",[],"[6479,6480,6485,6491,6488]","[1,50,350,1,60]",1,0,0
8636,"RotateObjectObsidian8",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,80]",1,0,0
8637,"RotateDaemon",[],"[6479,6480,6484,6486,6485,6490,6491,6482]","[5,20,30,30,180,10,1,75]",1,0,0
8638,"RotateDaemonObsidian1",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,15]",1,0,0
8639,"RotateDaemonObsidian2",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,30]",1,0,0
8640,"RotateDaemonObsidian3",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,45]",1,0,0
8641,"RotateDaemonObsidian4",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,60]",1,0,0
8642,"RotateDaemonObsidian5",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,15]",1,0,0
8643,"RotateDaemonObsidian6",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,30]",1,0,0
8644,"RotateDaemonObsidian7",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,45]",1,0,0
8645,"RotateDaemonObsidian8",[],"[6479,6480,6485,6491,6488]","[1,30,350,1,60]",1,0,0
8646,"HarbingerSummonMonsters",[2510],"[358,6607]","[250,1]",1,0,0
8647,"HarbingerSummonMonsters2",[2510],"[358,6607]","[250,1]",1,0,0
8648,"HarbingerSummonMonstersNoDrops","[2510,2448]","[358,6607]","[250,1]",1,0,0
8649,"HarbingerSummonMonsters2NoDrops","[2510,2448]","[358,6607]","[250,1]",1,0,0
8650,"HarbingerSummonMonsters3NoDrops","[2510,2448]","[358,6607,216]","[250,1,2]",1,0,0
8651,"HarbingerSummonMonstersAtlas",[2510],"[358,6607,216]","[250,1,2]",1,0,0
8652,"HarbingerSummonMonstersPlayerIsHarbinger",[2510],"[358,6607]","[250,1]",1,0,0
8653,"SSMHarbingerScarabSummonTotems",[],"[885,2201,4854]","[662,1,-99]",1,0,0
8654,"GTHarbingerScarabSummonTotems",[],[],[],1,0,0
8655,"GTHarbingerScarabSummonTotems2",[],[],[],1,0,0
8656,"KitavaBeamOrbMiddle",[620],"[358,1105,2748]","[15000,50,-60]",1.875,0,0.03
8657,"KitavaBeamOrbMiddleStandalone","[620,13700]","[358,1105,2748,5869]","[15000,50,-60,-50]",1.875,0,0.03
8658,"KitavaBeamOrbMiddleFinalPhase",[620],"[358,1105,2748]","[20000,50,-60]",1.875,0,0.03
8659,"KitavaBeamOrbMiddleFinalPhaseStandalone","[620,13700]","[358,1105,2748,5869]","[20000,50,-60,-50]",1.875,0,0.03
8660,"KitavaBeamOrbRight",[620],"[358,1105,2748]","[15000,50,-60]",1.875,0,0.03
8661,"KitavaBeamOrbRightStandalone","[620,13700]","[358,1105,2748,5869]","[15000,50,-60,-50]",1.875,0,0.03
8662,"KitavaBeamOrbRightFinalPhase",[620],"[358,1105,2748]","[20000,50,-60]",1.875,0,0.03
8663,"KitavaBeamOrbRightFinalPhaseStandalone","[620,13700]","[358,1105,2748,5869]","[20000,50,-60,-50]",1.875,0,0.03
8664,"KitavaBeamOrbLeft",[620],"[358,1105,2748]","[15000,50,-60]",1.875,0,0.03
8665,"KitavaBeamOrbLeftStandalone","[620,13700]","[358,1105,2748,5869]","[15000,50,-60,-50]",1.875,0,0.03
8666,"KitavaBeamOrbLeftFinalPhase",[620],"[358,1105,2748]","[20000,50,-60]",1.875,0,0.03
8667,"KitavaBeamOrbLeftFinalPhaseStandalone","[620,13700]","[358,1105,2748,5869]","[20000,50,-60,-50]",1.875,0,0.03
8668,"ElderGuardianLightningBeamOrb",[620],"[358,2748]","[7000,-60]",3.75,0,0.045
8669,"KitavaUltimateDeathBreathRight","[620,1975]",[2748],[-95],2.8889,0,0.03
8670,"KitavaUltimateDeathBreathRightStandalone","[620,1975,13700]","[2748,5869]","[-95,-50]",2.8889,0,0.03
8671,"KitavaUltimateDeathBreathLeft","[620,1975]",[2748],[-95],2.8889,0,0.03
8672,"KitavaUltimateDeathBreathLeftStandalone","[620,1975,13700]","[2748,5869]","[-95,-50]",2.8889,0,0.03
8673,"VoidGaze",[1872],"[152,358,6500]","[-20,10000,100]",1,0,0
8674,"DoedreScreech","[1975,620]",[1108],[30],1.4,0,0.03
8675,"DoedreScreechMap","[1975,620]",[1108],[30],2.8,0,0.03
8676,"AttachedVaalChargedBlast","[620,6436,1869]","[6433,5869]","[6,-20]",1.0667,0,0.04
8677,"AttachedVaalChargedBlast2","[620,6436,1869]","[2046,6324,6433,5869]","[40,40,6,-20]",0.64,0,0.04
8678,"HarbingerArcaneSurge",[],"[358,6352,6356]","[4000,20,58]",1,0,0
8679,"HarbingerArcaneSurgeUber",[],"[358,6352,6356]","[4000,20,58]",1,0,0
8680,"HarbingerArcaneSurgeUber2",[],"[358,597]","[4000,10]",1,0,0
8681,"ActionSpeedAuraMercenary",[],"[358,347]","[8000,-10]",1,0,0
8682,"HarbingerActionSpeedAura",[],"[358,347]","[8000,-10]",1,0,0
8683,"HarbingerActionSpeedAuraUber",[],"[358,347]","[8000,-10]",1,0,0
8684,"HarbingerActionSpeedAuraAtlas",[],"[358,347]","[8000,-30]",1,0,0
8685,"HarbingerActionSpeedAuraAtlasAtlasUber",[],"[358,347]","[8000,-20]",1,0,0
8686,"HarbingerChannelBuff","[6545,703]","[358,479]","[4000,-20]",1,0,0
8687,"HarbingerChannelBuffUber","[6545,703,7548]","[358,479]","[4000,-20]",1,0,0
8688,"HarbingerProjectileBuff",[],"[358,175]","[4000,1]",1,0,0
8689,"HarbingerProjectileBuff2",[],"[358,174]","[4000,1]",1,0,0
8690,"HarbingerProjectileBuff3",[],"[358,6360]","[4000,1]",1,0,0
8691,"HarbingerProjectileBuff4",[1119],[358],[4000],1,0,0
8692,"HarbingerProjectileBuff5",[1119],"[358,175,174,6360]","[4000,1,1,1]",1,0,0
8693,"HarbingerProjectileBuffUber",[],"[358,175]","[4000,2]",1,0,0
8694,"HarbingerProjectileBuffUber2",[],"[358,174]","[4000,2]",1,0,0
8695,"HarbingerProjectileBuffUber3",[],"[358,6360]","[4000,2]",1,0,0
8696,"HarbingerProjectileBuffUber4",[1119],"[358,10767]","[4000,1]",1,0,0
8697,"HarbingerProjectileBuffUber5",[1119],"[358,175,174,6360,10767]","[4000,2,2,2,1]",1,0,0
8698,"HarbingerDamageBuff",[],"[358,24,479,70,179]","[8000,50,-15,30,30]",1,0,0
8699,"HarbingerDamageBuffUber",[],"[358,24,479,70,179,3472]","[8000,50,-15,30,30,10]",1,0,0
8700,"HarbingerWarp",[],[],[],1,0,0
8701,"HarbingerWarpFlame",[],"[358,3658]","[5000,5]",0.6111,0,0.0445
8702,"HarbingerWarpFlameTotem",[],"[358,3658]","[5000,5]",0.6111,0,0.0445
8703,"HarbingerChillArc",[],"[174,15280]","[5,100]",1,0,0
8704,"HarbingerShockArc",[],"[174,15282]","[5,100]",1,0,0
8705,"HarbingerChillArcUber",[],"[174,15280,17561]","[10,100,40]",1,0,0
8706,"HarbingerShockArcUber",[],"[174,15282,17562]","[10,100,40]",1,0,0
8707,"TrioAddDoedreStackRed",[],"[358,3248,5869]","[10000,5500,-20]",1,0,0
8708,"TrioAddDoedreStackPurple",[],"[358,3248,5869]","[10000,5500,-20]",1,0,0
8709,"IguanaFlamethrowerLeftToRight",[620],[],[],1.6111,0,0.03
8710,"IguanaFlamethrowerRightToLeft",[620],[],[],1.6111,0,0.03
8711,"IguanaFlamethrowerCircle","[620,1975]",[2748],[-70],2.4111,0,0.03
8712,"IguanaAcidBreathLeftToRight",[620],[],[],0.3,0,0.035
8713,"IguanaAcidBreathRightToLeft",[620],[],[],0.3,0,0.035
8714,"IguanaIcyBreathLeftToRight",[620],[],[],1.6,0,0.035
8715,"IguanaIcyBreathRightToLeft",[620],[],[],1.6,0,0.035
8716,"IncursionFlamethrowerLeftToRight","[620,1975]",[5869],[-35],1.6111,0,0.03
8717,"IncursionFlamethrowerRightToLeft","[620,1975]",[5869],[-35],1.6111,0,0.03
8718,"DelveFlamethrowerLeftToRight","[620,1975,197]","[3658,2748,5869]","[5,-50,-35]",1.6111,0,0.03
8719,"DelveFlamethrowerRightToLeft","[620,1975,197]","[3658,2748,5869]","[5,-50,-35]",1.6111,0,0.03
8720,"BlightTowerFlamethrowerLeftToRight",[620],[],[],3.5,0,0.06
8721,"BlightTowerFlamethrowerLeftToRight_buff1",[620],[5869],[10],3.5,0,0.06
8722,"BlightTowerFlamethrowerLeftToRight_buff2",[620],[5869],[20],3.5,0,0.06
8723,"BlightTowerFlamethrowerLeftToRight_buff3",[620],[5869],[30],3.5,0,0.06
8724,"HarvestIguanaFlamethrowerLeftToRight",[620],[],[],1.5,0,0.035
8725,"HarvestIguanaFlamethrowerRightToLeft",[620],[],[],1.5,0,0.035
8726,"HarbingerLightningOrb",[620],[358],[10000],1,0,0.02
8727,"HarbingerLightningOrbTriggered",[620],[],[],1,0,0.02
8728,"AxisCasterBossLightningOrbTriggered",[620],[358],[6500],1,0,0.02
8729,"VolatileDead","[620,2042]","[6621,11097,18548,18551,18553]","[3,60,20,15,1]",2.55,0,0.041
8730,"VolatileDeadAltX","[620,2042]","[6621,11097,18548,18551,18553,358]","[3,60,28,23,1,1500]",2.55,0,0.041
8731,"VolatileDeadAltY","[620,2042]","[6621,11097,18548,18551,18553]","[10,10,20,15,1]",2.55,0,0.041
8732,"AliraVolatileDead",[620],"[6621,345,11097,18548,18551]","[3,1,60,20,15]",2.2222,0,0.035
8733,"AliraVolatileDeadBlessing",[620],"[6621,345,11097,18548,18551]","[5,1,60,20,15]",2.2222,0,0.035
8734,"ExileVolatileDead",[620],"[6621,11097,18548,18551]","[3,60,18,12]",3,0,0.035
8735,"VolatileDeadDetonateMonster",[3026],"[18548,18551]","[15,12]",1,0,0
8736,"VolatileDeadDetonate",[3026],"[18548,18551]","[15,12]",1,0,0
8737,"VoidSphereDetonate",[3026],"[18548,18551]","[15,12]",1,0,0
8738,"FogOfWar",[],"[358,6622]","[3000,100]",1,0,0
8739,"DiscorectangleSlam",[620],"[6634,6635]","[30,8]",1,0,0
8740,"Unearth","[501,4624]",[6918],[10],1.8234,0,0.0395
8741,"UnearthRoyale","[501,4624]",[6918],[10],1.95,0,0.0325
8742,"MonsterBoneLance","[501,4624,4655]",[358],[6000],3,0,0.035
8743,"SkeletonBlackAbyssBoneLance","[501,4624,4655]","[358,6918,177]","[6000,3,-35]",1.5,0,0.035
8744,"DroolmawBoneLance","[501,4624]","[358,885,6918,177]","[6000,1,5,-50]",1.5,0,0.035
8745,"ExileBoneLance","[501,4624]","[358,175]","[6000,4]",1.2,0,0.035
8746,"ShakariTailStrike",[620],"[358,3248,4664]","[20000,15000,3]",2.6667,0,0.03
8747,"ShakariUpheaval",[],"[2152,1967,636]","[10,-25,30]",1,0,0
8748,"WalkEmergeHellionArenaUp",[6627],"[6624,6626,6625]","[600,250,30]",1,0,0
8749,"WalkEmergeHellionArenaUpForward",[6627],"[6624,6626,6625]","[600,270,165]",1,0,0
8750,"WalkEmergeHellionArenaForward",[],[6624],[450],1,0,0
8751,"WalkEmergeCrabDelve",[],[6624],[100],1,0,0
8752,"WalkEmergeDelveWetaUpForward",[6627],"[6624,6626]","[300,150]",1,0,0
8753,"WalkEmergeArakaaliCrawler",[6627],"[6624,6626]","[1300,-200]",1,0,0
8754,"WalkEmergeWolfDelve",[],[6624],[450],1,0,0
8755,"TentaclePortalWalkEmerge",[],"[6624,6626]","[150,-100]",1,0,0
8756,"WalkEmergeBestiaryHellion",[],[6624],[450],1,0,0
8757,"WalkEmergeBanditLordZombie",[],[6624],[200],1,0,0
8758,"WalkEmergeVaalCultistDelve",[],[6624],[100],1,0,0
8759,"WalkEmergeIncursionArchitect5Minion",[],"[6624,6626]","[258,-25]",1,0,0
8760,"WalkEmergeExile",[],[6624],[200],1,0,0
8761,"WalkEmergeBetrayal",[],[6624],[300],1,0,0
8762,"WalkEmergeBetrayalCatarina",[6627],"[6624,6626]","[200,100]",1,0,0
8763,"WalkEmergeSynthesis",[],[6624],[300],1,0,0
8764,"WalkEmergeFairgravesCrew",[6627],[6624],[400],1,0,0
8765,"WalkEmergeAtlasInfluenceMonster",[],[6624],[225],1,0,0
8766,"WalkEmergeAtlasExileGladiator",[],[6624],[450],1,0,0
8767,"WalkEmergeAtlasExileBasilisk",[],[6624],[450],1,0,0
8768,"WalkEmergeHeistGuard",[],[6624],[200],1,0,0
8769,"WalkEmergeHeistThug",[],[6624],[200],1,0,0
8770,"WalkEmergeHeistScience",[],[6624],[50],1,0,0
8771,"WalkEmergeHeistScienceRat",[],[6624],[200],1,0,0
8772,"WalkEmergeHeistRobotElevator",[],[6624],[1],1,0,0
8773,"WalkEmergeHeistRobotSkitterbot",[],[6624],[1],1,0,0
8774,"WalkEmergeHeistFriedrichSlave",[],[6624],[300],1,0,0
8775,"WalkEmergeTormentedSpirit",[],[6624],[300],1,0,0
8776,"WalkEmergeExpeditionCrab",[],[6624],[300],1,0,0
8777,"WalkEmergeExpeditionDeathKnight",[],[6624],[288],1,0,0
8778,"WalkEmergeExpeditionArmourCaster",[],[6624],[288],1,0,0
8779,"InfernalSweep",[620],"[1967,1105,345]","[-15,50,4]",0,0,0
8780,"ShakariBurrow",[620],"[636,1893,2770]","[-80,100,500]",1,0,0
8781,"Cremation","[620,790,2042,501,18382,19602]","[358,6649,19273,13163]","[8000,3,4,1000]",1.8179,0,0.0345
8782,"CremationAltX","[620,790,2042,501,18382,19602]","[358,6649,19273,13163,13207]","[8000,1,3,800,100]",1.8179,0,0.0345
8783,"CremationAltY","[620,790,2042,501,18382,19602]","[358,6649,19273,13163]","[2000,8,4,1000]",1.267,0,0.0345
8784,"CremationRoyale","[620,790,2042,501,18382]","[358,6649,345,175,13163]","[5000,3,4,3,1000]",1.8179,0,0.0345
8785,"ElderCorpseEruption","[620,501]","[358,6649,175,2748,13163]","[10000,1,3,-50,1000]",4.3333,0,0.035
8786,"AbyssCorpseEruption","[620,501]","[358,6649,175,2748,13163,5869]","[12000,4,2,-60,1000,-33]",7.5,0,0.035
8787,"BestiaryCorpseEruption","[620,501,6660]","[358,6649,175,2748,13163,5869]","[4000,1,2,-60,1000,-33]",2,0,0.03
8788,"BestiaryBloodRavenCorpseEruption","[620,501]","[358,6649,175,2748,13163,5869]","[4000,1,2,-80,1000,-20]",2,0,0.035
8789,"DelveNecromancerCorpseEruption","[620,501]","[358,6649,175,2748,13163,5869]","[4000,1,2,-80,1000,-20]",2,0,0.035
8790,"ExileCorpseEruption","[620,501]","[358,6649,175,2748,13163]","[4000,1,2,-60,1000]",2.7778,0,0.035
8791,"KaruiElderCorpseEruption","[620,501]","[358,6649,175,2748,13163,5869]","[10000,5,2,-60,1000,-30]",2,0,0.035
8792,"KaruiElderCorpseEruptionAtlasUber","[620,501]","[358,6649,175,2748,13163,5869]","[7500,3,2,-60,1000,-20]",2,0,0.035
8793,"BlightHoundBurrowEruption","[620,501]","[358,6649,175,2748,13163,5869]","[3000,1,2,-60,1000,-30]",2,0,0.04
8794,"AncestralMoltenHulkCremation","[620,501]","[358,6649,175,2748,13163,5869]","[10000,3,2,-60,500,-30]",1.1,0,0.043
8795,"AzmeriFirefuryCremation","[620,501]","[358,6649,175,2748,13163,5869]","[4000,3,2,-60,500,-30]",2.2,0,0.034
8796,"ShakariQuicksand",[],"[358,5869]","[15500,20]",1,0,0
8797,"ShakariQuicksand2",[],"[358,5869]","[15500,80]",1,0,0
8798,"ShakariQuicksandBoss",[1968],[5869],[80],1,0,0
8799,"ShakariQuicksandBossStandalone",[],"[358,5869]","[7000,80]",1,0,0
8800,"UltimatumQuicksand1",[],"[358,5869]","[4000,50]",1,0,0
8801,"UltimatumQuicksand2",[],"[358,5869]","[4000,80]",1,0,0
8802,"UltimatumQuicksand3",[],"[358,5869]","[12000,80]",1,0,0
8803,"UltimatumQuicksand4",[],"[358,5869,2859]","[12000,80,-50]",1,0,0
8804,"IncursionArchitectBreachQuicksand",[],"[358,8072,5869]","[10000,1,30]",2.5,0,0.045
8805,"NinjaCopQuicksand",[],"[358,8072,5869]","[10000,2,-20]",2.5,0,0.045
8806,"SynthesisGuardian3Quicksand",[1968],"[8072,5869,2748]","[3,10,-50]",2.5,0,0.0475
8807,"SynthesisGuardian4Quicksand",[1968],"[8072,5869,2748]","[3,10,-50]",2.5,0,0.0475
8808,"SynthesisGuardian1QuicksandStandalone",[1968],"[8072,5869,2748]","[8,10,-50]",2.5,0,0.0475
8809,"SynthesisGuardian2QuicksandStandalone",[1968],"[8072,5869,2748]","[9,10,-50]",2.5,0,0.0475
8810,"SynthesisGuardian3QuicksandStandalone",[1968],"[8072,5869,2748]","[10,10,-50]",2.5,0,0.0475
8811,"SynthesisGuardian4QuicksandStandalone",[1968],"[8072,5869,2748]","[11,10,-50]",2.5,0,0.0475
8812,"SynthesisVenariusQuicksand",[1968],"[8072,5869,2748]","[4,10,-50]",2.5,0,0.0475
8813,"SynthesisVenariusQuicksand2",[1968],"[8072,5869,2748]","[4,10,-50]",2.5,0,0.0475
8814,"SynthesisVenariusQuicksand3",[1968],"[8072,5869,2748]","[4,10,-50]",2.5,0,0.0475
8815,"SynthesisVenariusQuicksand4",[1968],"[8072,5869,2748]","[4,10,-50]",2.5,0,0.0475
8816,"SynthesisVenariusQuicksand5",[1968],"[8072,5869,2748]","[4,10,-50]",2.5,0,0.0475
8817,"SynthesisSoulstealerQuicksand",[],"[358,8072,5869]","[6000,4,-10]",2.5,0,0.045
8818,"LegionMarakethRiderQuicksand",[],[358],[5000],1,0,0
8819,"HeistFreidrichQuickblood",[1968],[8072],[5],1.25,0,0.045
8820,"RitualLifeDaemonQuickSand",[],"[358,8072,2859]","[5000,6,-80]",1,0,0
8821,"SwampBehemothQuickswamp",[1968],"[8072,5869]","[7,100]",2,0,0.045
8822,"MavenBrainVoidsand",[1968],"[2748,347]","[-75,50]",4,0,0.055
8823,"MavenBrainVoidsand2",[1968],"[2748,347]","[-75,50]",4,0,0.055
8824,"MavenBrainVoidsand3",[1968],"[2748,347]","[-75,50]",4,0,0.055
8825,"MavenBrainVoidsandGauntlet",[1968],"[2748,6584,4917,5869]","[-75,30,3,-30]",4,0,0.055
8826,"CorpseMortar","[620,501]","[785,2552]","[5,20]",1.1111,0,0
8827,"HuhuGrubCorpseMortar","[620,501,6659]",[785],[5],1.1111,0,0
8828,"BestiaryCoreCorpseMortar","[620,501,6659]",[785],[5],1.1111,0,0
8829,"OakRainOfArrows","[501,620]","[358,6298,5869]","[2000,100,-35]",1,0,0
8830,"AliraRainOfArrows","[501,620]","[358,6298,5869]","[5000,100,-50]",1,0,0.043
8831,"OakSunder",[620],"[3896,1967]","[-60,-15]",1,0,0
8832,"OakSunderBlessing",[620],"[3896,5827]","[-60,2]",1,0,0
8833,"GarukhanStationaryTornado",[1975],"[358,5869]","[5000,-45]",0.67,0,0.03
8834,"GarukhanStationaryTornadoElder",[1975],"[358,1105,2748,5869]","[5000,50,-40,-40]",2.5,0,0.03
8835,"GarukhanStationaryTornadoObsidian",[1975],"[358,2748,5869]","[60000,-70,-45]",0.67,0,0.03
8836,"ExpeditionStationaryTornado",[1975],"[358,5869]","[8000,-45]",0.67,0,0.03
8837,"DelveStationaryTornado",[1975],"[358,436,5869]","[10000,100,-50]",1.75,0,0.041
8838,"MonsterTornadoIncursion",[1975],"[358,436,5869]","[5000,100,-50]",3,0,0.041
8839,"MonsterTornadoDelve",[1975],"[358,436,5869]","[12000,100,-50]",3,0,0.041
8840,"QiongqiSpikedTornado",[1975],[358],[5000],2,0,0.041
8841,"NinjaCopTornado",[1975],[358],[8000],1.75,0,0.0625
8842,"BetrayalVaganSwordTornado",[1975],"[358,3248]","[6000,1500]",0.67,0,0.035
8843,"LegionHyrriWaterSprouts",[1975],"[358,436,5869]","[15000,100,-50]",2,0,0.041
8844,"WaterDjinnTornado",[1975],"[358,436,2748]","[7000,67,-70]",2,0,0.041
8845,"CrucibleWaterDjinnTornado",[1975],"[358,436,2748]","[6000,-25,-70]",2,0,0.041
8846,"BodyswapMercenary",[620],[10444],[200],0.4026,0,0.0463
8847,"Bodyswap",[620],"[6974,10444]","[6,300]",0.4026,0,0.0463
8848,"BodyswapAltX",[620],"[19325,12751,6974]","[300,-50,4]",0.4026,0,0.0463
8849,"BodyswapAltY",[620],"[6974,10444]","[6,300]",0.4026,0,0.0463
8850,"BodyswapTriggered",[620],"[6974,10444,18067]","[6,200,100]",0.4026,0,0.0463
8851,"CorpseWarpBestiaryKiwethBoss",[620],[],[],2,0,0.035
8852,"ExileCorpseWarp",[620],[],[],1.6667,0,0.035
8853,"DelveNecromancerCorpseWarp",[620],[],[],1.6667,0,0.035
8854,"ShakariTrailBurrow",[],"[1967,1893,636]","[-14,100,-80]",1,0,0
8855,"ShakariTrailBurrow2",[],"[1967,1893,636]","[-14,100,-80]",1,0,0
8856,"UnholyTrioBallLightning","[501,4655]",[358],[30000],4.375,0,0.035
8857,"UnholyTrioBallLightningStandalone","[501,4655]",[358],[30000],4.375,0,0.035
8858,"SupportTriggerSpellOnAttack","[8548,6333]",[],[],1,0,0
8859,"SupportTriggerSpellOnBowAttack","[9352,6333]",[],[],1,0,0
8860,"DeceleratingProjectile",[501],[],[],1,0,0
8861,"DeceleratingProjectileKitava",[501],[6275],[1],1,0,0
8862,"DeceleratingProjectileZana",[501],[1967],[-33],1,0,0
8863,"DeceleratingProjectileZana2",[501],[175],[2],1,0,0
