"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","NodeIcon","Stats","StatValues","HASH16","PassiveBG","Effect","Type","Limit","RequiresAdjacent","MaxAdjacent","AllocatedPassiveSkill","[rid]_140"
189,"AscendancyTrickster12","","","","","","","","","","","",[],[],23225,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1643,[]
190,"AscendancySpecialEldritch6","","","","","","","","","","","",[],[],48999,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1782,[]
191,"AscendancySlayer7","","","","","","","","","","","",[],[],3184,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1525,[]
192,"AscendancySlayer8","","","","","","","","","","","",[],[],17315,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1526,[5471]
193,"AscendancySlayer9","","","","","","","","","","","",[],[],62817,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1527,[]
194,"AscendancySlayer10","","","","","","","","","","","",[],[],34484,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1528,[]
195,"AscendancySlayer11","","","","","","","","","","","",[],[],10143,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1529,[]
196,"AscendancySlayer12","","","","","","","","","","","",[],[],38180,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1530,[]
197,"AscendancySlayer14","","","","","","","","","","","",[],[],16306,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1532,[]
198,"AscendancySaboteur2","","","","","","","","","","","",[],[],16940,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1648,[]
199,"AscendancySaboteur4","","","","","","","","","","","",[],[],5087,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1650,[]
200,"AscendancySaboteur6","","","","","","","","","","","",[],[],14103,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1652,[]
201,"AscendancySaboteur8","","","","","","","","","","","",[],[],51462,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1654,[]
202,"AscendancySaboteur10","","","","","","","","","","","",[],[],28535,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1656,[]
203,"AscendancySaboteur12","","","","","","","","","","","",[],[],39834,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1658,[]
204,"AscendancySaboteur14","","","","","","","","","","","",[],[],38918,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1660,[]
205,"AscendancySaboteur16","","","","","","","","","","","",[],[],47778,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1662,[]
206,"AscendancySaboteur18","","","","","","","","","","","",[],[],57175,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1664,[]
207,"AscendancyRaider2","","","","","","","","","","","",[],[],31364,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1414,[]
208,"AscendancyRaider4","","","","","","","","","","","",[],[],16848,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1416,[]
209,"AscendancyRaider6","","","","","","","","","","","",[],[],4849,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1418,[]
210,"AscendancyRaider8","","","","","","","","","","","",[],[],11597,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1420,[]
211,"AscendancyRaider10","","","","","","","","","","","",[],[],33645,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1422,[]
212,"AscendancyRaider12","","","","","","","","","","","",[],[],55509,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1424,[]
213,"AscendancyRaider17","","","","","","","","","","","",[],[],29662,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1429,[]
214,"AscendancyRaider18","","","","","","","","","","","",[],[],40104,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1430,[]
215,"AscendancyPathfinder2","","","","","","","","","","","",[],[],51101,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1452,[]
216,"AscendancyPathfinder4","","","","","","","","","","","",[],[],63293,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1454,[]
217,"AscendancyPathfinder6","","","","","","","","","","","",[],[],65296,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1456,[]
218,"AscendancyPathfinder8","","","","","","","","","","","",[],[],61805,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1458,[]
219,"AscendancyPathfinder10","","","","","","","","","","","",[],[],6038,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1460,[]
220,"AscendancyPathfinder12","","","","","","","","","","","",[],[],40813,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1462,[]
221,"AscendancyPathfinder14","","","","","","","","","","","",[],[],1697,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1464,[]
222,"AscendancyOccultist7","","","","","","","","","","","",[],[],37127,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1471,[]
223,"AscendancyOccultist8","","","","","","","","","","","",[],[],31344,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1472,[]
224,"AscendancyOccultist9","","","","","","","","","","","",[],[],5502,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1473,[]
225,"AscendancyOccultist10","","","","","","","","","","","",[],[],37492,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1474,[]
226,"AscendancyOccultist11","","","","","","","","","","","",[],[],27096,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1475,[]
227,"AscendancyOccultist12","","","","","","","","","","","",[],[],62504,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1476,[]
228,"AscendancyOccultist15","","","","","","","","","","","",[],[],25309,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1479,[]
229,"AscendancyOccultist16","","","","","","","","","","","",[],[],47630,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1480,[]
230,"AscendancyNecromancer7","","","","","","","","","","","",[],[],54159,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1509,[]
231,"AscendancyNecromancer8","","","","","","","","","","","",[],[],65153,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1510,[]
232,"AscendancyNecromancer9","","","","","","","","","","","",[],[],14603,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1511,[]
233,"AscendancyNecromancer10","","","","","","","","","","","",[],[],48719,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1512,[]
234,"AscendancyNecromancer11","","","","","","","","","","","",[],[],3554,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1513,[]
235,"AscendancyNecromancer12","","","","","","","","","","","",[],[],36017,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1514,[]
236,"AscendancyNecromancer14","","","","","","","","","","","",[],[],11490,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1516,[]
237,"AscendancyNecromancer16","","","","","","","","","","","",[],[],23572,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1518,[]
238,"AscendancyJuggernaut7","","","","","","","","","","","",[],[],5819,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1372,[]
239,"AscendancyJuggernaut8","","","","","","","","","","","",[],[],53816,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1373,[]
240,"AscendancyJuggernaut9","","","","","","","","","","","",[],[],62595,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1374,[]
241,"AscendancyJuggernaut10","","","","","","","","","","","",[],[],44297,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1375,[]
242,"AscendancyJuggernaut11","","","","","","","","","","","",[],[],1734,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1376,[]
243,"AscendancyJuggernaut12","","","","","","","","","","","",[],[],56789,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1377,[]
244,"AscendancyJuggernaut13","","","","","","","","","","","",[],[],17988,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1378,[]
245,"AscendancyInquisitor7","","","","","","","","","","","",[],[],53884,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1568,[]
246,"AscendancyInquisitor8","","","","","","","","","","","",[],[],48214,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1569,[]
247,"AscendancyInquisitor9","","","","","","","","","","","",[],[],40059,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1570,[5384]
248,"AscendancyInquisitor10","","","","","","","","","","","",[],[],3154,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1571,[]
249,"AscendancyInquisitor11","","","","","","","","","","","",[],[],39790,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1572,[]
250,"AscendancyInquisitor12","","","","","","","","","","","",[],[],32816,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1573,[5387]
251,"AscendancyInquisitor14","","","","","","","","","","","",[],[],13851,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1575,[]
252,"AscendancyInquisitor15","","","","","","","","","","","",[],[],19417,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1576,[]
253,"AscendancyHeirophant7","","","","","","","","","","","",[],[],922,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1584,[]
254,"AscendancyHeirophant8","","","","","","","","","","","",[],[],29026,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1585,[]
255,"AscendancyHeirophant9","","","","","","","","","","","",[],[],1105,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1586,[]
256,"AscendancyHeirophant10","","","","","","","","","","","",[],[],34434,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1587,[]
257,"AscendancyHeirophant11","","","","","","","","","","","",[],[],25651,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1588,[]
258,"AscendancyHeirophant12","","","","","","","","","","","",[],[],60462,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1589,[]
259,"AscendancyHeirophant14","","","","","","","","","","","",[],[],40510,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1591,[]
260,"AscendancyHeirophant16","","","","","","","","","","","",[],[],51492,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1593,[]
261,"AscendancyGuardian2","","","","","","","","","","","",[],[],55146,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1595,[]
262,"AscendancyGuardian3","","","","","","","","","","","",[],[],42264,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1596,[]
263,"AscendancyGuardian4","","","","","","","","","","","",[],[],39728,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1597,[]
264,"AscendancyGuardian11","","","","","","","","","","","",[],[],61372,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1604,[5285]
265,"AscendancyGuardian12","","","","","","","","","","","",[],[],64768,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1605,[]
266,"AscendancyGuardian14","","","","","","","","","","","",[],[],4494,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1607,[5385]
267,"AscendancyGuardian16","","","","","","","","","","","",[],[],19641,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1609,[]
268,"AscendancyGuardian18","","","","","","","","","","","",[],[],3458,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",20,40,0,0,1611,[]
269,"AscendancyGladiator7","","","","","","","","","","","",[],[],27864,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1539,[]
270,"AscendancyGladiator8","","","","","","","","","","","",[],[],15616,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1540,[]
271,"AscendancyGladiator9","","","","","","","","","","","",[],[],52575,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1541,[]
272,"AscendancyGladiator10","","","","","","","","","","","",[],[],8419,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1542,[]
273,"AscendancyGladiator11","","","","","","","","","","","",[],[],63490,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1543,[]
274,"AscendancyGladiator12","","","","","","","","","","","",[],[],2598,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1544,[]
275,"AscendancyGladiator14","","","","","","","","","","","",[],[],758,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1546,[]
276,"AscendancyElementalist9","","","","","","","","","","","",[],[],56461,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1491,[]
277,"AscendancyElementalist10","","","","","","","","","","","",[],[],61259,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1492,[]
278,"AscendancyElementalist11","","","","","","","","","","","",[],[],57197,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1493,[]
279,"AscendancyElementalist12","","","","","","","","","","","",[],[],4917,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1494,[]
280,"AscendancyElementalist14","","","","","","","","","","","",[],[],258,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1496,[]
281,"AscendancyElementalist18","","","","","","","","","","","",[],[],53123,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1500,[]
282,"AscendancyElementalist19","","","","","","","","","","","",[],[],27038,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1501,[]
283,"AscendancyElementalist20","","","","","","","","","","","",[],[],40810,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",21,40,0,0,1502,[]
284,"AscendancyDeadeye2","","","","","","","","","","","",[],[],5443,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1432,[]
285,"AscendancyDeadeye4","","","","","","","","","","","",[],[],61627,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1434,[]
286,"AscendancyDeadeye6","","","","","","","","","","","",[],[],26067,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1436,[]
287,"AscendancyDeadeye8","","","","","","","","","","","",[],[],45313,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1438,[]
288,"AscendancyDeadeye10","","","","","","","","","","","",[],[],44482,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1440,[]
289,"AscendancyDeadeye14","","","","","","","","","","","",[],[],24848,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1444,[]
290,"AscendancyDeadeye16","","","","","","","","","","","",[],[],2872,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1446,[]
291,"AscendancyDeadeye20_","","","","","","","","","","","",[],[],23169,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,1450,[]
292,"AscendancyChieftan7","","","","","","","","","","","",[],[],31667,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1400,[]
293,"AscendancyChieftan8","","","","","","","","","","","",[],[],50692,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1401,[]
294,"AscendancyChieftan9","","","","","","","","","","","",[],[],1731,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1402,[]
295,"AscendancyChieftan10","","","","","","","","","","","",[],[],48480,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1403,[]
296,"AscendancyChieftan11","","","","","","","","","","","",[],[],53095,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1404,[]
297,"AscendancyChieftan12","","","","","","","","","","","",[],[],5029,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1405,[]
298,"AscendancyChieftan14","","","","","","","","","","","",[],[],61355,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1407,[]
299,"AscendancyChieftan16","","","","","","","","","","","",[],[],32249,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1409,[]
300,"AscendancyChampion7","","","","","","","","","","","",[],[],31700,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1554,[]
301,"AscendancyChampion8","","","","","","","","","","","",[],[],33940,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1555,[]
302,"AscendancyChampion9_","","","","","","","","","","","",[],[],35750,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1556,[]
303,"AscendancyChampion10","","","","","","","","","","","",[],[],56967,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1557,[]
304,"AscendancyChampion11","","","","","","","","","","","",[],[],11412,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1558,[]
305,"AscendancyChampion12","","","","","","","","","","","",[],[],27604,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1559,[]
306,"AscendancyChampion14","","","","","","","","","","","",[],[],13374,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",18,40,0,0,1561,[]
307,"AscendancyBerserker7","","","","","","","","","","","",[],[],32251,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1386,[]
308,"AscendancyBerserker8","","","","","","","","","","","",[],[],57560,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1387,[]
309,"AscendancyBerserker9","","","","","","","","","","","",[],[],9271,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1388,[]
310,"AscendancyBerserker10","","","","","","","","","","","",[],[],38999,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1389,[]
311,"AscendancyBerserker11","","","","","","","","","","","",[],[],24528,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1390,[]
312,"AscendancyBerserker12","","","","","","","","","","","",[],[],59920,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1391,[]
313,"AscendancyBerserker14","","","","","","","","","","","",[],[],29630,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",19,40,0,0,1393,[]
314,"AscendancyAssassin2","","","","","","","","","","","",[],[],4242,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1613,[]
315,"AscendancyAssassin4","","","","","","","","","","","",[],[],48239,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1615,[]
316,"AscendancyAssassin6","","","","","","","","","","","",[],[],21264,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1617,[]
317,"AscendancyAssassin8","","","","","","","","","","","",[],[],19083,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1619,[]
318,"AscendancyAssassin10","","","","","","","","","","","",[],[],19598,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1621,[]
319,"AscendancyAssassin12","","","","","","","","","","","",[],[],1945,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1623,[]
320,"AscendancyAssassin14","","","","","","","","","","","",[],[],28782,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1625,[]
321,"AscendancyAscendant31","","","","","","","","","","","",[],[],61072,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1702,[]
322,"AscendancyAscendant32","","","","","","","","","","","",[],[],4194,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1703,[]
323,"AscendancyAscendant33_","","","","","","","","","","","",[],[],57052,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1704,[]
