"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","i32_44"
2009,"Descent2Church2B1","Metadata/Terrain/Leagues/Descent2/Area3Level2B/Graphs/caves_1.dgr",100,50,50,[0],60
2010,"Descent2Church2B2","Metadata/Terrain/Leagues/Descent2/Area3Level2B/Graphs/caves_2.dgr",100,50,50,[0],60
2011,"Descent2Church2B3","Metadata/Terrain/Leagues/Descent2/Area3Level2B/Graphs/caves_3.dgr",100,50,50,[0],60
2012,"Descent2Church2B4","Metadata/Terrain/Leagues/Descent2/Area3Level2B/Graphs/caves_4.dgr",100,50,50,[0],60
2013,"Descent2Church2B5","Metadata/Terrain/Leagues/Descent2/Area3Level2B/Graphs/caves_5.dgr",100,50,50,[0],60
2014,"Descent2Church3A1","Metadata/Terrain/Leagues/Descent2/Area3Level3A/Graphs/church1.dgr",100,50,50,[0],60
2015,"Descent2Church3A2","Metadata/Terrain/Leagues/Descent2/Area3Level3A/Graphs/church2.dgr",100,50,50,[0],60
2016,"Descent2Church3A3","Metadata/Terrain/Leagues/Descent2/Area3Level3A/Graphs/church3.dgr",100,50,50,[0],60
2017,"Descent2Church3A4","Metadata/Terrain/Leagues/Descent2/Area3Level3A/Graphs/church4.dgr",100,50,50,[0],60
2018,"Descent2Church3A5","Metadata/Terrain/Leagues/Descent2/Area3Level3A/Graphs/church5.dgr",100,50,50,[0],60
2019,"Descent2Church3B1","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge1_1.tgr",95,50,50,[0],60
2020,"Descent2Church3B2","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge1_2.tgr",95,50,50,[0],60
2021,"Descent2Church3B3","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge1_3.tgr",95,50,50,[0],60
2022,"Descent2Church3B4","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge1_4.tgr",95,50,50,[0],60
2023,"Descent2Church3B5","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge2_1.tgr",95,50,50,[0],60
2024,"Descent2Church3B6","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge2_2.tgr",95,50,50,[0],60
2025,"Descent2Church3B7","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge2_3.tgr",95,50,50,[0],60
2026,"Descent2Church3B8","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge2_4.tgr",95,50,50,[0],60
2027,"Descent2Church3B9","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge3_1.tgr",95,50,50,[0],60
2028,"Descent2Church3B10","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge3_2.tgr",95,50,50,[0],60
2029,"Descent2Church3B11","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge3_3.tgr",95,50,50,[0],60
2030,"Descent2Church3B12","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge3_4.tgr",95,50,50,[0],60
2031,"Descent2Church3B13","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge4_1.tgr",95,50,50,[0],60
2032,"Descent2Church3B15","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge4_3.tgr",95,50,50,[0],60
2033,"Descent2Church3B16","Metadata/Terrain/Leagues/Descent2/Area3Level3B/Graphs/macro_ledge4_4.tgr",95,50,50,[0],60
2034,"Descent2Church3C1","Metadata/Terrain/Leagues/Descent2/Area3Level3C/Graphs/caves_1.dgr",100,50,50,[0],60
2035,"Descent2Church3C2","Metadata/Terrain/Leagues/Descent2/Area3Level3C/Graphs/caves_2.dgr",100,50,50,[0],60
2036,"Descent2Church3C3","Metadata/Terrain/Leagues/Descent2/Area3Level3C/Graphs/caves_3.dgr",100,50,50,[0],60
2037,"Descent2Church3C4","Metadata/Terrain/Leagues/Descent2/Area3Level3C/Graphs/caves_4.dgr",100,50,50,[0],60
2038,"Descent2Church3C5","Metadata/Terrain/Leagues/Descent2/Area3Level3C/Graphs/caves_5.dgr",100,50,50,[0],60
2039,"Descent2ChurchBossA","Metadata/Terrain/Leagues/Descent2/Area3BossA/Graphs/church1.dgr",100,50,100,[0],60
2040,"Descent2ChurchBossB","Metadata/Terrain/Leagues/Descent2/Area3BossB/Graphs/cave1.dgr",100,50,100,[0],60
2041,"Descent2Sins1_1","Metadata/Terrain/Leagues/Descent2/Area4Level1/Graphs/chamberofsins1.dgr",100,50,50,[0],60
2042,"Descent2Sins1_2","Metadata/Terrain/Leagues/Descent2/Area4Level1/Graphs/chamberofsins2.dgr",100,50,50,[0],60
2043,"Descent2Sins1_3","Metadata/Terrain/Leagues/Descent2/Area4Level1/Graphs/chamberofsins3.dgr",100,50,50,[0],60
2044,"Descent2Sins1_4","Metadata/Terrain/Leagues/Descent2/Area4Level1/Graphs/chamberofsins4.dgr",100,50,50,[0],60
2045,"Descent2Sins2_1","Metadata/Terrain/Leagues/Descent2/Area4Level2/Graphs/chamberofsins1.dgr",100,50,50,[0],60
2046,"Descent2Sins2_2","Metadata/Terrain/Leagues/Descent2/Area4Level2/Graphs/chamberofsins2.dgr",100,50,50,[0],60
2047,"Descent2Sins2_3","Metadata/Terrain/Leagues/Descent2/Area4Level2/Graphs/chamberofsins3.dgr",100,50,50,[0],60
2048,"Descent2Sins2_4","Metadata/Terrain/Leagues/Descent2/Area4Level2/Graphs/chamberofsins4.dgr",100,50,50,[0],60
2049,"Descent2Sins3_1","Metadata/Terrain/Leagues/Descent2/Area4Level3/Graphs/chamberofsins1.dgr",100,50,50,[0],60
2050,"Descent2Sins3_2","Metadata/Terrain/Leagues/Descent2/Area4Level3/Graphs/chamberofsins2.dgr",100,50,50,[0],60
2051,"Descent2Sins3_3","Metadata/Terrain/Leagues/Descent2/Area4Level3/Graphs/chamberofsins3.dgr",100,50,50,[0],60
2052,"Descent2Sins3_4","Metadata/Terrain/Leagues/Descent2/Area4Level3/Graphs/chamberofsins4.dgr",100,50,50,[0],60
2053,"Descent2SinsBoss","Metadata/Terrain/Leagues/Descent2/Area4Boss/Graphs/chamberofsins1.dgr",100,50,100,[0],60
2054,"CTFForest1_1","Metadata/Terrain/Leagues/CTF/BanditForest/Graphs/pools_streams_1.dgr",100,50,100,[0],60
2055,"CTFForest2_1","Metadata/Terrain/Leagues/CTF/BanditForest/Graphs/tri_ctf.dgr",100,50,100,[0],60
2056,"CTFCourtyard1","Metadata/Terrain/Leagues/CTF/Courtyard/Graphs/courtyard.dgr",100,50,100,[0],60
2057,"CTFPrisonFort1","Metadata/Terrain/Leagues/CTF/PrisonFort/Graphs/prisonfort.dgr",100,50,100,[0],60
2058,"ExileRoyale1_1","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_1.tgr",85,50,100,[0],60
2059,"ExileRoyale1_2","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_2.tgr",85,50,100,[0],60
2060,"ExileRoyale1_3","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_3.tgr",85,50,100,[0],60
2061,"ExileRoyale1_4","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_4.tgr",85,50,100,[0],60
2062,"ExileRoyale1_5","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_5.tgr",85,50,100,[0],60
2063,"ExileRoyale1_6","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_6.tgr",85,50,100,[0],60
2064,"ExileRoyale1_7","Metadata/Terrain/Leagues/TaintedParadise/Graphs/royale_1_7.tgr",85,50,100,[0],60
2065,"EndlessLedgeBeachStart1_1","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge1_1.tgr",85,100,100,[0],60
2066,"EndlessLedgeBeachStart1_2","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge1_2.tgr",85,100,100,[0],60
2067,"EndlessLedgeBeachStart1_3","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge1_3.tgr",85,100,100,[0],60
2068,"EndlessLedgeBeachStart1_4","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge1_4.tgr",85,100,100,[0],60
2069,"EndlessLedgeBeachStart2_1","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge2_1.tgr",85,100,100,[0],60
2070,"EndlessLedgeBeachStart2_2","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge2_2.tgr",85,100,100,[0],60
2071,"EndlessLedgeBeachStart2_3","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge2_3.tgr",85,100,100,[0],60
2072,"EndlessLedgeBeachStart2_4","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge2_4.tgr",85,100,100,[0],60
2073,"EndlessLedgeBeachStart3_1","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge3_1.tgr",85,100,100,[0],60
2074,"EndlessLedgeBeachStart3_2","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge3_2.tgr",85,100,100,[0],60
2075,"EndlessLedgeBeachStart3_3","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge3_3.tgr",85,100,100,[0],60
2076,"EndlessLedgeBeachStart3_4","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge3_4.tgr",85,100,100,[0],60
2077,"EndlessLedgeBeachStart4_1","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge4_1.tgr",85,100,100,[0],60
2078,"EndlessLedgeBeachStart4_2","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge4_2.tgr",85,100,100,[0],60
2079,"EndlessLedgeBeachStart4_3","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge4_3.tgr",85,100,100,[0],60
2080,"EndlessLedgeBeachStart4_4","Metadata/Terrain/Leagues/EndlessLedge/Area0/Graphs/macro_ledge4_4.tgr",85,100,100,[0],60
2081,"EndlessLedgeBeach1_1","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge1_1.tgr",85,100,100,[0],60
2082,"EndlessLedgeBeach1_2","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge1_2.tgr",85,100,100,[0],60
2083,"EndlessLedgeBeach1_3","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge1_3.tgr",85,100,100,[0],60
2084,"EndlessLedgeBeach1_4","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge1_4.tgr",85,100,100,[0],60
2085,"EndlessLedgeBeach2_1","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge2_1.tgr",85,100,100,[0],60
2086,"EndlessLedgeBeach2_2","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge2_2.tgr",85,100,100,[0],60
2087,"EndlessLedgeBeach2_3","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge2_3.tgr",85,100,100,[0],60
2088,"EndlessLedgeBeach2_4","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge2_4.tgr",85,100,100,[0],60
2089,"EndlessLedgeBeach3_1","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge3_1.tgr",85,100,100,[0],60
2090,"EndlessLedgeBeach3_2","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge3_2.tgr",85,100,100,[0],60
2091,"EndlessLedgeBeach3_3","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge3_3.tgr",85,100,100,[0],60
2092,"EndlessLedgeBeach3_4","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge3_4.tgr",85,100,100,[0],60
2093,"EndlessLedgeBeach4_1","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge4_1.tgr",85,100,100,[0],60
2094,"EndlessLedgeBeach4_2","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge4_2.tgr",85,100,100,[0],60
2095,"EndlessLedgeBeach4_3","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge4_3.tgr",85,100,100,[0],60
2096,"EndlessLedgeBeach4_4","Metadata/Terrain/Leagues/EndlessLedge/Area1/Graphs/macro_ledge4_4.tgr",85,100,100,[0],60
2097,"EndlessLedgeForest1_1","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge1_1.tgr",85,100,100,[0],60
2098,"EndlessLedgeForest1_2","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge1_2.tgr",85,100,100,[0],60
2099,"EndlessLedgeForest1_3","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge1_3.tgr",85,100,100,[0],60
2100,"EndlessLedgeForest1_4","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge1_4.tgr",85,100,100,[0],60
2101,"EndlessLedgeForest2_1","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge2_1.tgr",85,100,100,[0],60
2102,"EndlessLedgeForest2_2","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge2_2.tgr",85,100,100,[0],60
2103,"EndlessLedgeForest2_3","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge2_3.tgr",85,100,100,[0],60
2104,"EndlessLedgeForest2_4","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge2_4.tgr",85,100,100,[0],60
2105,"EndlessLedgeForest3_1","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge3_1.tgr",85,100,100,[0],60
2106,"EndlessLedgeForest3_2","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge3_2.tgr",85,100,100,[0],60
2107,"EndlessLedgeForest3_3","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge3_3.tgr",85,100,100,[0],60
2108,"EndlessLedgeForest3_4","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge3_4.tgr",85,100,100,[0],60
2109,"EndlessLedgeForest4_1","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge4_1.tgr",85,100,100,[0],60
2110,"EndlessLedgeForest4_2","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge4_2.tgr",85,100,100,[0],60
2111,"EndlessLedgeForest4_3","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge4_3.tgr",85,100,100,[0],60
2112,"EndlessLedgeForest4_4","Metadata/Terrain/Leagues/EndlessLedge/Area2/Graphs/macro_ledge4_4.tgr",85,100,100,[0],60
2113,"EndlessLedgeCity1_1","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge1_1.tgr",85,100,100,[0],60
2114,"EndlessLedgeCity1_2","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge1_2.tgr",85,100,100,[0],60
2115,"EndlessLedgeCity1_3","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge1_3.tgr",85,100,100,[0],60
2116,"EndlessLedgeCity1_4","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge1_4.tgr",85,100,100,[0],60
2117,"EndlessLedgeCity2_1","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge2_1.tgr",85,100,100,[0],60
2118,"EndlessLedgeCity2_2","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge2_2.tgr",85,100,100,[0],60
2119,"EndlessLedgeCity2_3","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge2_3.tgr",85,100,100,[0],60
2120,"EndlessLedgeCity2_4","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge2_4.tgr",85,100,100,[0],60
2121,"EndlessLedgeCity3_1","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge3_1.tgr",85,100,100,[0],60
2122,"EndlessLedgeCity3_2","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge3_2.tgr",85,100,100,[0],60
2123,"EndlessLedgeCity3_3","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge3_3.tgr",85,100,100,[0],60
2124,"EndlessLedgeCity3_4","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge3_4.tgr",85,100,100,[0],60
2125,"EndlessLedgeCity4_1","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge4_1.tgr",85,100,100,[0],60
2126,"EndlessLedgeCity4_2","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge4_2.tgr",85,100,100,[0],60
2127,"EndlessLedgeCity4_3","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge4_3.tgr",85,100,75,[0],60
2128,"EndlessLedgeCity4_4","Metadata/Terrain/Leagues/EndlessLedge/Area3/Graphs/macro_ledge4_4.tgr",85,100,100,[0],60
2129,"EndlessLedge_Forest","Metadata/Terrain/Leagues/EndlessLedge2/Forest/Graphs/forest_gauntlet.dgr",100,50,100,[0],60
2130,"EndlessLedge_ForestWeaver","Metadata/Terrain/Leagues/EndlessLedge2/Forest/Graphs/forest_gauntlet_weaver.dgr",100,50,100,[0],60
2131,"EndlessLedge_Dungeon","Metadata/Terrain/Leagues/EndlessLedge2/Dungeon/Graphs/dungeon_gauntlet.dgr",100,50,100,[0],60
2132,"EndlessLedge_DungeonPiety","Metadata/Terrain/Leagues/EndlessLedge2/Dungeon/Graphs/dungeon_gauntlet_piety.dgr",100,50,100,[0],60
2133,"EndlessLedge_Prison","Metadata/Terrain/Leagues/EndlessLedge2/Prison/Graphs/prison_gauntlet.dgr",100,50,100,[0],60
2134,"EndlessLedge_PrisonStart","Metadata/Terrain/Leagues/EndlessLedge2/Prison/Graphs/prison_start.dgr",100,50,100,[0],60
2135,"EndlessLedge_PrisonLoop","Metadata/Terrain/Leagues/EndlessLedge2/Prison/Graphs/prison_loop.dgr",100,50,100,[0],60
2136,"EndlessLedge_ElegantHouse","Metadata/Terrain/Leagues/EndlessLedge2/ElegantHouse/Graphs/eleganthouse_gauntlet.dgr",100,50,100,[0],60
2137,"EndlessLedge_ElegantHouseMerveil","Metadata/Terrain/Leagues/EndlessLedge2/ElegantHouse/Graphs/eleganthouse_gauntlet_merveil.dgr",100,50,100,[0],60
2138,"EndlessLedge_ElegantHouseAxisGeneral","Metadata/Terrain/Leagues/EndlessLedge2/ElegantHouse/Graphs/eleganthouse_gauntlet_axisgeneral.dgr",100,50,100,[0],60
2139,"EndlessLedge_Pits","Metadata/Terrain/Leagues/EndlessLedge2/Pits/Graphs/pits_gauntlet.dgr",100,50,100,[0],60
2140,"EndlessLedge_Sceptre","Metadata/Terrain/Leagues/EndlessLedge2/Sceptre/Graphs/sceptre_gauntlet.dgr",100,50,100,[0],60
2141,"EndlessLedge_SceptrePope","Metadata/Terrain/Leagues/EndlessLedge2/Sceptre/Graphs/sceptre_gauntlet_pope.dgr",100,50,100,[0],60
2142,"EndlessLedge_Belly","Metadata/Terrain/Leagues/EndlessLedge2/Belly/Graphs/belly_gauntlet.dgr",100,50,100,[0],60
2143,"HideoutArch1","Metadata/Terrain/Missions/Hideouts/Archaeological/Graphs/hideout_01.tgr",100,50,100,[0],60
2144,"HideoutArchClaimable1","Metadata/Terrain/Missions/Hideouts/Archaeological/Graphs/hideout_claimable_01.tgr",100,50,100,[0],60
2145,"HideoutCoral1","Metadata/Terrain/Missions/Hideouts/Coral/Graphs/coral_hideout.dgr",100,50,0,[0],60
2146,"HideoutCoralClaimable1","Metadata/Terrain/Missions/Hideouts/Coral/Graphs/coral_hideout_claimable.dgr",100,50,50,[0],60
2147,"HideoutBattleground","Metadata/Terrain/Missions/Hideouts/Battleground/Graphs/battleground_hideout.dgr",100,50,0,[0],60
2148,"HideoutBattleground_Claim","Metadata/Terrain/Missions/Hideouts/Battleground/Graphs/battleground_hideout_claim.dgr",100,50,50,[0],60
2149,"HideoutSins3","Metadata/Terrain/Missions/Hideouts/Sins/Graphs/sins_hideout3.dgr",100,50,0,[0],60
2150,"HideoutSewer_Claim","Metadata/Terrain/Missions/Hideouts/Sewers/Graphs/sewer_hideout_claim.dgr",100,50,50,[0],60
2151,"HideoutSewer","Metadata/Terrain/Missions/Hideouts/Sewers/Graphs/sewer_hideout.dgr",100,50,0,[0],60
2152,"HideoutSpace","Metadata/Terrain/Missions/Hideouts/Space/Graphs/hideout.dgr",100,50,0,[0],60
2153,"HideoutArenaGraveyardTrio","Metadata/Terrain/Missions/Hideouts/ArenaGraveyardTrio/Graphs/hideout.dgr",100,50,0,[0],60
2154,"HideoutMine_Claim","Metadata/Terrain/Missions/Hideouts/Mine/Graphs/mine_hideout_claim.dgr",100,50,50,[0],60
2155,"HideoutMine","Metadata/Terrain/Missions/Hideouts/Mine/Graphs/mine_hideout.dgr",100,50,0,[0],60
2156,"HideoutTencentApocalypse","Metadata/Terrain/Missions/Hideouts/Mine/Graphs/mine_hideout.dgr",100,50,0,[0],60
2157,"HideoutOasis_Claim","Metadata/Terrain/Missions/Hideouts/Oasis/Graphs/oasis_hideout_claim.dgr",100,50,50,[0],60
2158,"HideoutOasis","Metadata/Terrain/Missions/Hideouts/Oasis/Graphs/oasis_hideout.dgr",100,50,0,[0],60
2159,"HideoutRuinedTemple_Claim","Metadata/Terrain/Missions/Hideouts/RuinedTemple/Graphs/ruinedtemple_hideout_claim.dgr",100,50,50,[0],60
2160,"HideoutRuinedTemple","Metadata/Terrain/Missions/Hideouts/RuinedTemple/Graphs/ruinedtemple_hideout.dgr",100,50,0,[0],60
2161,"HideoutDen3","Metadata/Terrain/Missions/Hideouts/Den/Graphs/den_hideout3.dgr",100,50,0,[0],60
2162,"HideoutCatacomb3","Metadata/Terrain/Missions/Hideouts/Catacombs/Graphs/catacomb_hideout3.dgr",100,50,0,[0],60
2163,"HideoutLibrary","Metadata/Terrain/Missions/Hideouts/Library/Graphs/library_hideout.dgr",100,50,0,[0],60
2164,"HideoutLibrary_Claim","Metadata/Terrain/Missions/Hideouts/Library/Graphs/library_hideout_claim.dgr",100,50,50,[0],60
2165,"HideoutBeach","Metadata/Terrain/Missions/Hideouts/Beach/Graphs/hideout_beach.dgr",100,50,0,[0],60
2166,"HideoutBeach_Claim","Metadata/Terrain/Missions/Hideouts/Beach/Graphs/hideout_beach_claim.dgr",100,50,50,[0],60
2167,"HideoutForest_Claim","Metadata/Terrain/Missions/Hideouts/Forest/Graphs/forest_hideout_claim.dgr",100,50,50,[0],60
2168,"HideoutForest","Metadata/Terrain/Missions/Hideouts/Forest/Graphs/forest_hideout.dgr",100,50,0,[0],60
2169,"HideoutGardens","Metadata/Terrain/Missions/Hideouts/Gardens/Graphs/hideout_garden.dgr",100,50,0,[0],60
2170,"HideoutGardens_Claim","Metadata/Terrain/Missions/Hideouts/Gardens/Graphs/hideout_garden_claim.dgr",100,50,50,[0],60
2171,"HideoutSolaris","Metadata/Terrain/Missions/Hideouts/Solaris/Graphs/hideout_solaris.dgr",100,50,0,[0],60
2172,"HideoutSolaris_Claim","Metadata/Terrain/Missions/Hideouts/Solaris/Graphs/hideout_solaris_claim.dgr",100,50,50,[0],60
2173,"HideoutLunaris3","Metadata/Terrain/Missions/Hideouts/Lunaris/Graphs/hideout_lunaris_3.dgr",100,50,0,[0],60
2174,"HideoutMarket3","Metadata/Terrain/Missions/Hideouts/Marketplace/Graphs/hideout_marketplace_3.dgr",100,50,0,[0],60
2175,"HideoutScepter3","Metadata/Terrain/Missions/Hideouts/Scepter/Graphs/hideout_scepter_3.dgr",100,50,0,[0],60
2176,"HideoutFellshrine","Metadata/Terrain/Missions/Hideouts/Fellshrine/Graphs/hideout_fellshrine.dgr",100,50,0,[0],60
2177,"HideoutFellshrine_Claim","Metadata/Terrain/Missions/Hideouts/Fellshrine/Graphs/hideout_fellshrine_claim.dgr",100,50,50,[0],60
2178,"HideoutSlum","Metadata/Terrain/Missions/Hideouts/Slums/Graphs/hideout_slum.dgr",100,50,0,[0],60
2179,"HideoutSlum_Claim","Metadata/Terrain/Missions/Hideouts/Slums/Graphs/hideout_slum_claim.dgr",100,50,50,[0],60
2180,"HideoutWarehouse3","Metadata/Terrain/Missions/Hideouts/Warehouse/Graphs/hideout_warehouse_3.dgr",100,50,0,[0],60
2181,"HideoutDocks3","Metadata/Terrain/Missions/Hideouts/Docks/Graphs/hideout_docks_3.dgr",100,50,0,[0],60
2182,"HideoutShip1","Metadata/Terrain/Missions/Hideouts/Ship/Graphs/ship_hideout1.dgr",100,50,0,[0],60
2183,"HideoutShapersRealm","Metadata/Terrain/Missions/Hideouts/Shaper/Graphs/hideout.dgr",100,50,0,[0],60
2184,"HideoutCave","Metadata/Terrain/Missions/Hideouts/Cave/Graphs/hideout_cave.dgr",100,50,0,[0],60
2185,"HideoutPrisonTower","Metadata/Terrain/Missions/Hideouts/PrisonTower/Graphs/hideout_prisontower.dgr",100,50,0,[0],60
2186,"HideoutPrisonTower_Claim","Metadata/Terrain/Missions/Hideouts/PrisonTower/Graphs/hideout_prisontower_claim.dgr",100,50,50,[0],60
2187,"HideoutBaths","Metadata/Terrain/Missions/Hideouts/Baths/Graphs/hideout_baths.dgr",100,50,0,[0],60
2188,"HideoutBaths_Claim","Metadata/Terrain/Missions/Hideouts/Baths/Graphs/hideout_baths_claim.dgr",100,50,50,[0],60
2189,"HideoutOssuary","Metadata/Terrain/Missions/Hideouts/Ossuary/Graphs/hideout_ossuary.dgr",100,50,0,[0],60
2190,"HideoutOssuary_Claim","Metadata/Terrain/Missions/Hideouts/Ossuary/Graphs/hideout_ossuary_claim.dgr",100,50,50,[0],60
2191,"HideoutCourts","Metadata/Terrain/Missions/Hideouts/Courts/Graphs/hideout_courts.dgr",100,50,0,[0],60
2192,"HideoutCourts_Claim","Metadata/Terrain/Missions/Hideouts/Courts/Graphs/hideout_courts_claim.dgr",100,50,50,[0],60
2193,"HideoutCauseway","Metadata/Terrain/Missions/Hideouts/Causeway/Graphs/hideout_causeway.dgr",100,50,0,[0],60
2194,"HideoutCauseway_Claim","Metadata/Terrain/Missions/Hideouts/Causeway/Graphs/hideout_causeway_claim.dgr",100,50,50,[0],60
2195,"HideoutHighgardens","Metadata/Terrain/Missions/Hideouts/HighGardens/Graphs/hideout_highgardens.dgr",100,50,0,[0],60
2196,"HideoutHighgardens_Claim","Metadata/Terrain/Missions/Hideouts/HighGardens/Graphs/hideout_highgardens_claim.dgr",100,50,50,[0],60
2197,"HideoutIceberg","Metadata/Terrain/Missions/Hideouts/Glacier/Graphs/hideout.dgr",100,50,0,[0],60
2198,"HideoutIceberg_Claim","Metadata/Terrain/Missions/Hideouts/Glacier/Graphs/hideout_claim.dgr",100,50,50,[0],60
2199,"HideoutCrimsonTemple","Metadata/Terrain/Missions/Hideouts/CrimsonTemple/Graphs/hideout_crimsontemple.dgr",100,50,0,[0],60
2200,"HideoutCrimsonTemple_Claim","Metadata/Terrain/Missions/Hideouts/CrimsonTemple/Graphs/hideout_crimsontemple_claim.dgr",100,50,50,[0],60
2201,"HideoutTwilightTemple","Metadata/Terrain/Missions/Hideouts/TwilightTemple/Graphs/hideout.dgr",100,50,0,[0],60
