"rownum","BattlePass","RewardTier","i32_20","i32_24","bool_28","Id","RewardedMTX","i32_53","RewardDescription","RewardDescription (French)","RewardDescription (German)","RewardDescription (Japanese)","RewardDescription (Korean)","RewardDescription (Portuguese)","RewardDescription (Russian)","RewardDescription (Spanish)","RewardDescription (Thai)","RewardDescription (Traditional Chinese)","string_65","i32_73","i32_77","bool_81","RewardTitle","RewardTitle (French)","RewardTitle (German)","RewardTitle (Japanese)","RewardTitle (Korean)","RewardTitle (Portuguese)","RewardTitle (Russian)","RewardTitle (Spanish)","RewardTitle (Thai)","RewardTitle (Traditional Chinese)","rid_90","bool_106","i32_107","i32_111","i32_115","i32_119","i32_123","i32_127","i32_131","i32_135","bool_139","bool_140","bool_141"
114,8,4,0,40,"","MysteryPackTwilightBox",[6759],0,"","","","","","","","","","","",379,1298,"","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","トワイライトミステリーボックス","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนาแดนสนธยา","傾城暮光神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
115,8,4,1,40,"","",[],0,"Contains a Forbidden Tome","Contient un Tome interdit","Enthält einen Verbotenen Folianten","禁断の聖典","금지된 책 포함","Contém um Tomo Proibido","Содержит Запретный том","Contiene un tomo prohibido","ประกอบด้วย คัมภีร์ต้องห้าม 1 เล่ม","包含 1 個禁忌之書","",379,403,"","Forbidden Tome","Tome interdit","Verbotener Foliant","禁断の聖典","금지된 책","Tomo Proibido","Запретный том","Tomo prohibido","คัมภีร์ต้องห้าม","禁忌之書",5,"",0,0,0,-1828716544,18,0,0,16777216,"","",""
116,8,5,0,57,"","VaultPassRotShamanGloves",[4569],0,"","","","","","","","","","","",380,1299,"","Rot Shaman Gloves","Gants du Chaman de la Putréfaction","Fäulnisschamane-Handschuhe","ロットシャーマングローブ","부식 주술사 장갑","Luvas do Xamã Apodrecido","Перчатки шамана гнили","Guantes de Chamán de podredumbre","ถุงมือคนทรงฟอนเฟะ","手部外觀：腐敗薩滿","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
117,8,5,1,57,"","",[],0,"Contains 4 Random Scarabs","Contient 4 Scarabées aléatoires","Enthält 4 zufällige Skarabäen","4x ランダムなスカラベ","무작위 갑충석 4개 등장","Contém 4 Escaravelhos Aleatórios","Содержит 4 случайных скарабеев","Contiene 4 escarabajos aleatorios","ประกอบด้วย สคารับแบบสุ่ม 4 ตัว","包含 4 個隨機聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandomAlt.dds",380,404,"","Random Scarabs","Scarabées aléatoires","Zufällige Skarabäen","ランダムなスカラベ","무작위 갑충석","Escaravelho Aleatório","Случайные скарабеи","Escarabajos aleatorios","สคารับแบบสุ่ม","隨機聖甲蟲",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
118,8,6,0,80,"","VaultPassRotShamanBodyArmour",[4570],0,"","","","","","","","","","","",381,1300,"","Rot Shaman Body Armour","Armure du Chaman de la Putréfaction","Fäulnisschamane-Körperrüstung","ロットシャーマンアーマー","부식 주술사 갑옷","Peitoral do Xamã Apodrecido","Нательный доспех шамана гнили","Armadura de Chamán de podredumbre","เสื้อเกราะคนทรงฟอนเฟะ","身體外觀：腐敗薩滿","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
119,8,6,1,80,"","",[],0,"Contains a stack of Random Chisels","Contient un ensemble de Burins aléatoires","Enthält einen Stapel zufälliger Meißel","ランダムなチゼルのスタック","무작위 끌 중첩 1묶음 등장","Contém uma pilha de Cinzéis Aleatórios","Содержит стопку случайных резцов","Contiene una pila de cinceles aleatorios","ประกอบด้วย สิ่วแบบสุ่ม 1 กอง","包含 1 組隨機鑿子","Art/2DItems/Currency/BattlePassRandomChisel.dds",381,405,"","Random Chisels","Burins aléatoires","Zufällige Meißel","ラクタムなチゼル","무작위 끌","Cinzéis Aleatórios","Случайные резцы","Cinceles aleatorios","สิ่วแบบสุ่ม","隨機鑿子",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,352255742,"","",""
120,8,7,0,115,"","VaultPassRotShamanHelmet",[4567],0,"","","","","","","","","","","",382,1301,"","Rot Shaman Helmet","Casque du Chaman de la Putréfaction","Fäulnisschamane-Helm","ロットシャーマンヘルメット","부식 주술사 투구","Elmo do Xamã Apodrecido","Шлем шамана гнили","Casco de Chamán de podredumbre","หมวกคนทรงฟอนเฟะ","頭部外觀：腐敗薩滿","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
121,8,7,1,115,"","",[],0,"Contains a Simulacrum","Contient un Simulacre","Enthält ein Simulacrum","シミュラクラム","복제된 영토 등장","Contém um Simulacro","Содержит Симулякр","Contiene un Simulacro","ประกอบด้วย เมืองจำแลง 1 ชิ้น","包含 1 個幻像異界","",382,406,"","Simulacrum","Simulacre","Simulacrum","シミュラクラム","복제된 영토","Simulacro","Симулякр","Simulacro","เมืองจำแลง","幻像異界",0,"",0,0,0,-1090519040,11,0,0,16777216,"","",""
122,9,0,0,1,"","MysteryPackApollyonBox",[6765],0,"Receive a random prize with an Apollyon theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Apollyon » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Apollyon-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アポリオンテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","지옥 악마 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Apollyon, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Аполлиона! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Abadón! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Apollyon แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含隨機煉獄帝王主題商品的神秘寶箱！快去打開充滿驚喜的寶箱吧！","",375,1294,"","Apollyon Mystery Box","Boîte mystère Apollyon","Apollyon-Überraschungskiste","アポリオンミステリーボックス","지옥 악마 미스터리 박스","Caixa Misteriosa Apollyon","Загадочная коробка Аполлиона","Caja misteriosa de Abadón","กล่องปริศนา Apollyon","煉獄帝王神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
123,9,0,1,1,"","",[],0,"Contains 3 Orbs of Horizons","Contient 3 Orbes des horizons","Enthält 3 Sphären der Horizonte","3x 地平のオーブ","지평의 오브 3개 포함","Contém 3 Orbes dos Horizontes","Содержит 3 сферы горизонтов","Contiene 3 orbes de horizontes","ประกอบด้วย Orb of Horizons 3 ชิ้น","包含 3 顆地平石","",375,399,""," Orb of Horizons","Orbe des horizons","Sphäre der Horizonte","地平のオーブ","지평의 오브"," Orbe de Horizontes","Сфера горизонтов","Orbe de horizontes","Orb of Horizons","地平石",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
124,9,1,0,8,"","ArchonoftheAtlasBoots",[7007],0,"Changes the appearance of any equipped boots to the Archon of the Atlas Boots.","Remplace l'apparence de vos bottes par les Bottes de l'Archonte de l'Atlas.","Ersetzt das Erscheinungsbild eines ausgerüsteten Paares Stiefel durch die Stiefel des Archons des Atlas.","装備している靴の見た目を、アトラスの統治者のブーツに変更します。","장착 중인 장화의 외형을 아틀라스의 집정관 장화로 변경합니다.","Muda a aparência de um par de botas equipado para as Botas do Arconte do Atlas.","Заменяет внешний вид любой надетой пары обуви на сапоги Архонта Атласа.","Cambia la apariencia de cualquier par de botas equipado por las Botas de Arconte del Atlas.","เปลี่ยนสกิน รองเท้า ที่สวมใส่เป็น รองเท้าอาร์คอนแอตลาส","將你的腳部外觀替換為輿圖統治者長靴。","",376,1295,"","Archon of the Atlas Boots","Bottes de l'Archonte de l'Atlas","Stifel des Archons des Atlas","アトラスの統治者のブーツ","아틀라스의 집정관 장화","Botas do Arconte do Atlas","Сапоги Архонта Атласа","Botas de Arconte del Atlas","รองเท้าอาร์คอนแอตลาส","腳部外觀：輿圖統治者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
125,9,1,1,8,"","",[],0,"Contains 10 Cartographer's Chisels","Contient 10 Burins de cartographe","Enthält 10 Meißel des Kartographen","10x 地図職人のチゼル","지도제작자의 끌 10개 포함","Contém 10 Cinzéis do Cartógrafo","Содержит 10 резцов картографа","Contiene 10 cinceles del cartógrafo","ประกอบด้วย สิ่วนักเขียนแผนที่ 10 ชิ้น","包含 10 個製圖釘","",376,400,"","Cartographer's Chisels","Burins de cartographe","Meißel des Kartographen","地図職人のチゼル","지도제작자의 끌","Cinzéis de Cartógrafo","Резцы картографа","Cincel del cartógrafo","สิ่วนักเขียนแผนที่","製圖釘",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
126,9,2,0,17,"","MysteryPackApocalypseBox",[6723],0,"Receive a random prize with an Apocalypse theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Apocalypse » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Apokalypse-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","黙示録テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","종말 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Apocalipse, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Апокалипсиса! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con una temática de Apocalipsis! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Apocalypse แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含天啟主題商品的隨機獎勵！獎勵會發送至你的商城倉庫頁等待查收。","",377,1296,"","Apocalypse Mystery Box","Boîte mystère Apocalypse","Apokalypse-Überraschungskiste","黙示録のミステリーボックス","종말의 미스터리 박스","Caixa Misteriosa Apocalipse","Загадочная коробка Апокалипсиса","Caja misteriosa de Apocalipsis","กล่องปริศนา Apocalypse","天啟預者神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
127,9,2,1,17,"","",[],0,"Contains 3 Explorer's Scouting Reports","Contient 3 Rapports de reconnaissance d'explorateur","Enthält 3 Entdecker-Kundschafterberichte","3x 探検家の偵察報告書","탐험가의 정찰 보고서 3개 포함","Contém 3 Relatórios de Patrulha Exploradora","Содержит 3 исследовательских доклада разведки","Contiene 3 informes de exploración del investigador","ประกอบด้วย รายงานสำรวจ นักสำรวจ 3 ชิ้น","包含 3 個探險家偵查報告","",377,401,"","Explorer's Scouting Report","Rapport de reconnaissance d'explorateur","Entdecker-Kundschafterbericht","探検家の偵察報告書","탐험가의 정찰 보고서","Relatório de Patrulha do Explorador","Исследовательский доклад разведки","Informe de exploración del investigador","รายงานสำรวจ นักสำรวจ","探險家偵查報告",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
128,9,3,0,27,"","ArchonoftheAtlasGloves",[7008],0,"Changes the appearance of any equipped gloves to the Archon of the Atlas Gloves.","Remplace l'apparence de vos gants par les Gants de l'Archonte de l'Atlas.","Ersetzt das Erscheinungsbild eines ausgerüsteten Paares Handschuhe durch die Handschuhe des Archons des Atlas.","装備している手袋の見た目を、アトラスの統治者のグローブに変更します。","장착 중인 장갑의 외형을 아틀라스의 집정관 장갑으로 변경합니다.","Muda a aparência de um par de luvas equipado para as Luvas do Arconte do Atlas.","Заменяет внешний вид любой надетой пары перчаток на перчатки Архонта Атласа.","Cambia la apariencia de cualquier par de guantes equipado por los Guantes de Arconte del Atlas.","เปลี่ยนสกิน ถุงมือ ที่สวมใส่เป็น ถุงมืออาร์คอนแอตลาส","將你的手部外觀替換為輿圖統治者手套。","",378,1297,"","Archon of the Atlas Gloves","Gants de l'Archonte de l'Atlas","Handschuhe des Archons des Atlas","アトラスの統治者のグローブ","아틀라스의 집정관 장갑","Luvas do Arconte do Atlas","Перчатки Архонта Атласа","Guantes de Arconte del Atlas","ถุงมืออาร์คอนแอตลาส","手部外觀：輿圖統治者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
129,9,3,1,27,"","",[],0,"Contains 2 Random Scarabs","Contient 2 Scarabées aléatoires","Enthält 2 zufällige Skarabäen","2x ランダムなスカラベ","무작위 갑충석 2개 포함","Contém 2 escaravelhos aleatórios","Содержит 2 случайных скарабеев","Contiene 2 escarabajos aleatorios","ประกอบด้วย สคารับแบบสุ่ม 2 ตัว","包含 2 個隨機聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandomAlt.dds",378,402,"","Random Scarabs","Scarabées aléatoires","Zufällige Skarabäen","ランダムなスカラベ","무작위 갑충석","Escaravelhos Aleatórios","Случайные скарабеи","Escarabajos aleatorios","สคารับแบบสุ่ม","隨機聖甲蟲",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
130,9,4,0,40,"","MysteryPackAtlantisBox",[6771],0,"Receive a random prize with an Atlantis theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Atlantide » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Atlantis-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アトランティステーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","아틀란티스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Atlantis, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Атлантиды! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Atlantis! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Atlantis แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含亞特蘭提斯主題商品的隨機獎勵！獎勵會發送至你的商城倉庫頁等待查收。","",379,1298,"","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","アトランティスミステリーボックス","아틀란티스 미스터리 박스","Caixa Misteriosa Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
131,9,4,1,40,"","",[],0,"Contains a Singular Scouting Report","Contient un Rapport de reconnaissance singulier","Enthält einen Einmaligen Kundschafterbericht","特異な偵察報告書","비범한 정찰 보고서 1개 포함","Contém 1 Relatório de Patrulha Singular","Содержит необычный доклад разведки","Contiene un informe de exploración singular","ประกอบด้วย รายงานสำรวจ เอกเทศ 1 ชิ้น","包含 1 個卓越偵查報告","",379,403,"","Singular Scouting Report","Rapport de reconnaissance singulier","Einmaliger Kundschafterbericht","特異な偵察報告書","비범한 정찰 보고서","Relatório de Patrulha Singular","Необычный доклад разведки","Informe de exploración singular","รายงานสำรวจ เอกเทศ","卓越偵查報告",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
132,9,5,0,57,"","ArchonoftheAtlasBodyArmour",[7009],0,"Changes the appearance of any equipped body armour to the Archon of the Atlas Body Armour.","Remplace l'apparence de votre armure par l'Armure de l'Archonte de l'Atlas.","Ersetzt das Erscheinungsbild einer ausgerüsteten Körperrüstung durch die Körperrüstung des Archons des Atlas.","装備している鎧の見た目を、アトラスの統治者のアーマーに変更します。","장착 중인 갑옷의 외형을 아틀라스의 집정관 갑옷으로 변경합니다.","Muda a aparência de um peitoral equipado para o Peitoral do Arconte do Atlas.","Заменяет внешний вид любого надетого нательного доспеха на доспех Архонта Атласа.","Cambia la apariencia de cualquier armadura equipada por la Armadura de Arconte del Atlas.","เปลี่ยนสกิน เสื้อเกราะ ที่สวมใส่เป็น เสื้อเกราะอาร์คอนแอตลาส","將你的身體外觀替換為輿圖統治者護甲。","",380,1299,"","Archon of the Atlas Body Armour","Armure de l'Archonte de l'Atlas","Körperrüstung des Archons des Atlas","アトラスの統治者のアーマー","아틀라스의 집정관 갑옷","Peitoral do Arconte do Atlas","Нательный доспех Архонта Атласа","Armadura de Arconte del Atlas","เสื้อเกราะอาร์คอนแอตลาส","身體外觀：輿圖統治者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
133,9,5,1,57,"","",[],0,"Contains a Map with 5 Delirium Orbs","Contient une Carte affectée par 5 Orbes de Délire","Enthält eine Karte mit 5 Sphären des Deliriums","5個のデリリウムオーブが適用されたマップ","환영의 오브가 5개 있는 지도 1개 포함","Contém 1 mapa com 5 Orbes de Delírio","Содержит карту с 5 применёнными к ней сферами Делириума","Contiene un mapa con 5 orbes de delirio","ประกอบด้วย แผนที่ 1 ชิ้นที่มีการใช้ลูกแก้วเดลิเรียม 5 ชิ้น","包含 1 張含有 5 個譫妄玉的地圖","Art/2DItems/Maps/BattlePassRandomDeliriousYellow.dds",380,404,"","Delirium Map with 5 Reward Types","Carte du Délire avec 5 types de récompenses","Delirium-Karte mit 5 Belohnungstypen","5個の報酬タイプを持つデリリウムマップ","보상 유형이 5가지인 환영 지도","Mapa de Delírio com 5 Tipos de Recompensas","Карта Делириума с 5 типами наград","Mapa de delirio con 5 tipos de recompensas","แผนที่เดลิเรียมที่มีของรางวัล 5 ชนิด","具有 5 種獎勵類型的譫妄地圖",2,"",0,0,0,-1241513984,20,0,0,16777216,"","",""
134,9,6,0,80,"","MysteryPackHarmonyBox",[6774],0,"Receive a random prize with a Harmony theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Harmonie » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Harmonie-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","調和テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","조화 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Harmonia, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему гармонии! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Armonía! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Harmony แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","收到一個內含隨機萬物和諧主題商品的神秘寶箱！快去打開充滿驚喜的寶箱吧！","",381,1300,"","Harmony Mystery Box","Boîte mystère de l'Harmonie","Harmonie-Überraschungskiste","調和のミステリーボックス","조화 미스터리 박스","Caixa Misteriosa Harmonia","Загадочная коробка гармонии","Caja misteriosa de Armonía","กล่องปริศนา Harmony","萬物和諧神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
135,9,6,1,80,"","",[],0,"Contains 3 Influenced Scouting Reports","Contient 3 Rapports de reconnaissance influencés","Enthält 3 Beeinflusste Kundschafterberichte","3x インフルエンスの偵察報告書","영향을 받은 정찰 보고서 3개 포함","Contém 3 Relatórios de Patrulha Influenciados","Содержит 3 влиятельных доклада разведки","Contiene 3 informes de exploración influenciados","ประกอบด้วย รายงานสำรวจ อิทธิพล 3 ชิ้น","包含 3 個勢力偵查報告","",381,405,"","Influenced Scouting Report","Rapport de reconnaissance influencé","Beeinflusster Kundschafterbericht","インフルエンスの偵察報告書","영향을 받은 정찰 보고서","Relatório de Patrulha Influenciado","Влиятельный доклад разведки","Informe de exploración influenciado","รายงานสำรวจ อิทธิพล","勢力偵查報告",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
136,9,7,0,115,"","ArchonoftheAtlasHelmet",[7006],0,"Changes the appearance of any equipped helmet to the Archon of the Atlas Helmet.","Remplace l'apparence de votre casque par le Casque de l'Archonte de l'Atlas.","Ersetzt das Erscheinungsbild eine ausgerüsteten Helms durch den Helm des Archons des Atlas.","装備している兜の見た目を、アトラスの統治者のヘルメットに変更します。","장착 중인 투구의 외형을 아틀라스의 집정관 투구로 변경합니다.","Muda a aparência de um elmo equipado para o Elmo do Arconte do Atlas.","Заменяет внешний вид любого надетого головного убора на шлем Архонта Атласа.","Cambia la apariencia de cualquier casco equipado por el Casco de Arconte del Atlas.","เปลี่ยนสกิน หมวก ที่สวมใส่เป็น หมวกอาร์คอนแอตลาส","將你的頭部外觀替換為輿圖統治者頭盔。","",382,1301,"","Archon of the Atlas Helmet","Casque de l'Archonte de l'Atlas","Helm des Archons des Atlas","アトラスの統治者のヘルメット","아틀라스의 집정관 투구","Elmo do Arconte do Atlas","Шлем Архонта Атласа","Casco de Arconte del Atlas","หมวกอาร์คอนแอตลาส","頭部外觀：輿圖統治者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
137,9,7,1,115,"","",[],0,"Contains a Random Primordial Key and Grants a Kirac Master Mission","Contient une Clé primordiale aléatoire et octroie une Mission de Maître de Kirac","Enthält einen zufälligen Urzeitlichen Schlüssel und gewährt eine Kirac-Meistermission","ランダムな原初の鍵、キラックマスターミッションを獲得","무작위 태고의 열쇠 1개 포함, 키락 대가 임무 1개 부여","Contém 1 Chave Primordial aleatória e concede uma missão de mestre de Kirac","Содержит случайный Первобытный ключ и дарует задание Кирака","Contiene una llave primordial aleatoria y otorga una misión de maestro de Kirac","ประกอบด้วย กุญแจผิดธรรมชาติแบบสุ่ม 1 ชิ้นและให้ ภารกิจมาสเตอร์คิรัค 1 ภารกิจ","包含 1 把隨機原始鑰匙，並給予 1 個基拉克大師任務","Art/2DItems/Currency/AtlasPassRandomPrimordial.dds",382,406,"","Primordial Encounter","Rencontre primordiale","Urzeitliche Begegnung","原初のエンカウンター","태고의 인카운터","Encontro Primordial","Сражение с первобытными","Encuentro primordial","การเผชิญหน้าไพรมอร์เดียล","原始事件",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
138,10,0,0,1,"","MysteryPackThaumaturgyBox",[6753],0,"Receive a random prize with a Thaumaturgy theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique de la Thaumaturgie ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Thaumaturgie-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ソーマタージーをテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","마석학 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Taumaturgia, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Техноманта! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Taumaturgia! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Thaumaturgy แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個奇幻魔術主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",375,1294,"","Thaumaturgy Mystery Box","Boîte mystère Thaumaturgie","Thaumaturgie-Überraschungskiste","ソーマタージ―ミステリーボックス","마석학 미스터리 박스","Caixa Misteriosa Taumatúrgica","Загадочная коробка Техноманта","Caja misteriosa de Taumaturgia","กล่องปริศนา Thaumaturgy","奇幻魔術神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
139,10,0,1,1,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","解除のオーブ 3個","취소의 오브 3개 포함","Contém 3 Orbes da Restituição","Содержит 3 сферы небытия","Contiene 3 orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 個撤銷石","",375,399,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Restituição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
140,10,1,0,8,"","EchoesOfTheMavenBoots",[7170],0,"Changes the appearance of any equipped boots to the Echoes of the Maven Boots.","Remplace l'apparence de vos bottes par les Bottes Échos de la Prodige.","Ersetzt das Erscheinungsbild eines ausgerüsteten Paares Stiefel durch die 'Echos der Seherin'-Stiefel.","装備中のブーツの見た目を、メイヴェンの反響ブーツに変更します。","장착 중인 장화의 외형을 메이븐의 메아리 장화로 변경합니다.","Muda a aparência de um par de botas equipado para as Botas Ecos da Conhecedora.","Заменяет внешний вид любой надетой пары обуви на сапоги Отголосков Мейвен.","Cambia la apariencia de cualquier par de botas equipado por las Botas de Ecos de la Especialista.","เปลี่ยนสกิน รองเท้า ที่สวมใส่เป็น รองเท้าภาพสะท้อนเมเวน","將你的腳部外觀替換為釋界迴響。","",376,1295,"","Echoes of the Maven Boots","Bottes Échos de la Prodige","'Echos der Seherin'-Stiefel","マイヴェンの反響ブーツ","메이븐의 메아리 장화","Botas Ecos da Conhecedora","Сапоги Отголосков Мейвен","Botas de Ecos de la Especialista","รองเท้าภาพสะท้อนเมเวน","腳部外觀：釋界迴響","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
141,10,1,1,8,"","",[],0,"Contains 3 Orbs of Horizons","Contient 3 Orbes des horizons","Enthält 3 Sphären der Horizonte","地平のオーブ3個","지평의 오브 3개 포함","Contém 3 Orbes dos Horizontes","Содержит 3 сферы горизонтов","Contiene 3 orbes de horizontes","ประกอบด้วย Orb of Horizons 3 ชิ้น","包含 3 個地平石","",376,400,""," Orb of Horizons","Orbe des horizons","Sphäre der Horizonte","地平のオーブ","지평의 오브","Orbe dos Horizontes","Сфера горизонтов","Orbe de horizontes","Orb of Horizons","地平石",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
