"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid_24","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32_64","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","bool_142","rid_143","Gender","bool_167","i32_168"
593,"Metadata/NPC/League/Ancestral/TawhanukuBackroom","Tawhanuku","Tawahanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟาทูคู","塔瓦努庫","Metadata/NPC/League/Ancestral/TawhanukuBackroom",2763,"","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟาทูคู","塔瓦努庫",0,[183],[184],12912,"","",1,1,"","",1,0
594,"Metadata/NPC/League/Ancestral/MaataBackroom","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔","Metadata/NPC/League/Ancestral/MaataBackroom",2769,"","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔",0,[171],[172],10486,"","",1,1,"","",1,0
595,"Metadata/NPC/League/Ancestral/UtulaBackroom","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉","Metadata/NPC/League/Ancestral/UtulaBackroom",2722,"","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉",0,[169],[170],28750,"","",1,1,"","",1,0
596,"Metadata/NPC/League/Ancestral/AhuanaBackroom","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜","Metadata/NPC/League/Ancestral/AhuanaBackroom",2764,"","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜",0,[179],[180],-31810,"","",1,1,"","",1,0
597,"Metadata/NPC/League/Ancestral/AkoyaBackroom","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞","Metadata/NPC/League/Ancestral/AkoyaBackroom",2765,"","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞",0,[181],[182],27397,"","",1,1,"","",1,0
598,"Metadata/NPC/League/Ancestral/KahuturoaBackroom","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞","Metadata/NPC/League/Ancestral/KahuturoaBackroom",2766,"","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞",0,[177],[178],24504,"","",1,1,"","",1,0
599,"Metadata/Monsters/LeagueAncestral/AncestralKaom_","Kaom","Kaom","Kaom","カオム","카옴","Kaom","Каом","Kaom","คอมม์","岡姆","Metadata/Monsters/LeagueAncestral/Chieftains/KaomOfNgamahuTribe/Kaom","","","Kaom","Kaom","Kaom","カオム","카옴","Kaom","Каом","Kaom","คอมม์","岡姆",0,[],[],-30211,"","","",1,"","","",0
600,"Metadata/Monsters/LeagueAncestral/AncestralRakiata","Rakiata","Rakiata","Rakiata","ラキアタ","라키아타","Rakiata","Ракиата","Rakiata","ราคียาตา","萊基亞塔","Metadata/Monsters/LeagueAncestral/Chieftains/Rakiata/Rakiata","","","Rakiata","Rakiata","Rakiata","ラキアタ","라키아타","Rakiata","Ракиата","Rakiata","ราคียาตา","萊基亞塔",0,[],[],-29132,"","","",1,"","","",0
601,"Metadata/Monsters/LeagueAncestral/AncestralUtula","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉","Metadata/Monsters/LeagueAncestral/Chieftains/UtulaoftheKitavaTribe/Utula","","","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉",0,[],[],-16121,"","","",1,"","","",0
602,"Metadata/Monsters/LeagueAncestral/AncestralMaata","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔","Metadata/Monsters/LeagueAncestral/Chieftains/Maata/Maata","","","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔",0,[],[],6372,"","","",1,"","","",0
603,"Metadata/Monsters/LeagueAncestral/AncestralKiloava___","Kiloava","Kiloava","Kiloava","キロアヴァ","킬로아바","Kiloava","Килоава","Kiloava","คีโลอาวา","基洛阿瓦","Metadata/Monsters/LeagueAncestral/Chieftains/Kiloava/Kiloava","","","Kiloava","Kiloava","Kiloava","キロアヴァ","킬로아바","Kiloava","Килоава","Kiloava","คีโลอาวา","基洛阿瓦",0,[],[],9820,"","","",1,"","","",0
604,"Metadata/Monsters/LeagueAncestral/AncestralIkiaho","Ikiaho","Ikiaho","Ikiaho","イキアホ","이키아호","Ikiaho","Икиао","Ikiaho","อีคียาโฮ","伊基亞呼","Metadata/Monsters/LeagueAncestral/Chieftains/Ikiaho/Ikiaho","","","Ikiaho","Ikiaho","Ikiaho","イキアホ","이키아호","Ikiaho","Икиао","Ikiaho","อีคียาโฮ","伊基亞呼",0,[],[],22467,"","","",1,"","","",0
605,"Metadata/Monsters/LeagueAncestral/AncestralKahuturoa","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞","Metadata/Monsters/LeagueAncestral/Chieftains/Kahuturoa/Kahuturoa","","","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞",0,[],[],-21063,"","","",1,"","","",0
606,"Metadata/Monsters/LeagueAncestral/AncestralAhuana","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜","Metadata/Monsters/LeagueAncestral/Chieftains/Ahuana/Ahuana","","","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜",0,[],[],28240,"","","",1,"","","",0
607,"Metadata/Monsters/LeagueAncestral/AncestralAkoya","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞","Metadata/Monsters/LeagueAncestral/Chieftains/Akoya/Akoya","","","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞",0,[],[],-18389,"","","",1,"","","",0
608,"Metadata/Monsters/LeagueAncestral/AncestralTawhanuku","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟานูคู","塔瓦努庫","Metadata/Monsters/LeagueAncestral/Chieftains/Tawhanuku/Tawhanuku","","","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟานูคู","塔瓦努庫",0,[],[],-11100,"","","",1,"","","",0
609,"Metadata/NPC/League/Ancestral/KaomSitting","Kaom","Kaom","Kaom","カオム","카옴","Kaom","Каом","Kaom","คอมม์","岡姆","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kaom","Kaom","Kaom","カオム","카옴","Kaom","Каом","Kaom","คอมม์","岡姆",0,[],[],-4183,"","","",1,"","","",0
610,"Metadata/NPC/League/Ancestral/RakiataSitting","Rakiata","Rakiata","Rakiata","ラキアタ","라키아타","Rakiata","Ракиата","Rakiata","ราคียาตา","萊基亞塔","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Rakiata","Rakiata","Rakiata","ラキアタ","라키아타","Rakiata","Ракиата","Rakiata","ราคียาตา","萊基亞塔",0,[],[],17167,"","","",1,"","","",0
611,"Metadata/NPC/League/Ancestral/IkiahoSitting","Ikiaho","Ikiaho","Ikiaho","イキアホ","이키아호","Ikiaho","Икиао","Ikiaho","อีคียาโฮ","伊基亞呼","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ikiaho","Ikiaho","Ikiaho","イキアホ","이키아호","Ikiaho","Икиао","Ikiaho","อีคียาโฮ","伊基亞呼",0,[],[],-8117,"","","",1,"","","",0
612,"Metadata/NPC/League/Ancestral/KiloavaSitting","Kiloava","Kiloava","Kiloava","キロアヴァ","킬로아바","Kiloava","Килоава","Kiloava","คีโลอาวา","基洛阿瓦","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kiloava","Kiloava","Kiloava","キロアヴァ","킬로아바","Kiloava","Килоава","Kiloava","คีโลอาวา","基洛阿瓦",0,[],[],-6369,"","","",1,"","","",0
613,"Metadata/NPC/League/Ancestral/TawhanukuSitting","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟานูคู","塔瓦努庫","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟานูคู","塔瓦努庫",0,[],[],13756,"","","",1,"","","",0
614,"Metadata/NPC/League/Ancestral/MaataSitting","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔",0,[],[],-29389,"","","",1,"","","",0
615,"Metadata/NPC/League/Ancestral/UtulaSitting","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉",0,[],[],-1917,"","","",1,"","","",0
616,"Metadata/NPC/League/Ancestral/AhuanaSitting","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜",0,[],[],11024,"","","",1,"","","",0
617,"Metadata/NPC/League/Ancestral/AkoyaSitting","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞",0,[],[],-17348,"","","",1,"","","",0
618,"Metadata/NPC/League/Ancestral/KahuturoaSitting","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞",0,[],[],-28469,"","","",1,"","","",0
619,"Metadata/NPC/League/Ancestral/HinekoraSitting","Hinekora","Hinekora","Hinekora","ヒネコラ","히네코라","Hinekora","Хинекора","Hinekora","ฮิเนโครา","悉妮蔻拉","Metadata/NPC/League/Ancestral/Hinekora","","","Hinekora","Hinekora","Hinekora","ヒネコラ","히네코라","Hinekora","Хинекора","Hinekora","ฮิเนโครา","悉妮蔻拉",0,[],[],30824,"","","",1,"","","",0
620,"Metadata/NPC/Ghostrider","Ghostrider","Cavalier fantôme","Ghostrider","ゴーストライダー","유령기수","Andarilho Fantasma","Ghostrider","Ghostrider","ผู้ขี่ผี","惡靈騎士","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],11242,"","","",1,"","M","",0
621,"Metadata/NPC/League/Azmeri/Warden","The Warden of Eaves","La Protectrice des Lisières","Die Wächterin der Traufe","軒の番人","처마의 간수","A Guardiã dos Eaves","Смотритель опушки","Guardiana de las cornisas","ผู้คุ้มครองชายป่า","邊界守衛","Metadata/NPC/NPC",3059,"","The Warden of Eaves","La Protectrice des Lisières","Die Wächterin der Traufe","軒の番人","처마의 간수","A Guardiã dos Eaves","Смотритель опушки","Guardiana de las cornisas","ผู้คุ้มครองชายป่า","邊界守衛",0,[187],[188],1770,"",25,6,1,39,"F","",0
622,"Metadata/NPC/League/Azmeri/Primalist","The Primal Huntress","La Chasseresse primale","Die Urzeitliche Jägerin","原始の女狩人","원시 여사냥꾼","A Caçadora Primitiva","Первобытная охотница","Cazadora primalista","นักล่าปฐมกาล","原始女獵手","Metadata/NPC/NPC",3060,"","The Primal Huntress","La Chasseresse primale","Die Urzeitliche Jägerin","原始の女狩人","원시 여사냥꾼","A Caçadora Primitiva","Первобытная охотница","Cazadora primalista","นักล่าปฐมกาล","原始女獵手",0,[191],[192],7305,"",27,6,1,41,"F","",0
623,"Metadata/NPC/League/Azmeri/VoodooShaman","The Breaker of Oaths","Le Briseur de Serments","Der Eidbrecher","誓いを破る者","서약 파기자","O Quebrador de Juramentos","Клятвопреступник","Rompejuramentos","ผู้ตระบัดสัตย์","破誓者","Metadata/NPC/NPC",3061,"","The Breaker of Oaths","Le Briseur de Serments","Der Eidbrecher","誓いを破る者","서약 파기자","O Quebrador de Juramentos","Клятвопреступник","Rompejuramentos","ผู้ตระบัดสัตย์","破誓者",0,[189],[190],-26405,"",26,6,1,40,"M","",0
624,"Metadata/NPC/League/Azmeri/UniqueDealer","Nameless Seer","Le Devin innommé","Namenloser Seher","名もなき予言者","이름 없는 예견자","Vidente Inominado","Безымянный прорицатель","Vidente sin nombre","โหรไร้นาม","無名先知","Metadata/NPC/NPC","","","Nameless Seer","Le Devin innommé","Namenloser Seher","名もなき予言者","이름 없는 예견자","Vidente Inominado","Безымянный прорицатель","Vidente sin nombre","โหรไร้นาม","無名先知",0,[185],[186],7458,"","",6,1,42,"","",0
625,"Metadata/NPC/League/Ancestral/NavaliAncestralPortal","Navali","Navali","Navali","ナヴァリ","나발리","Navali","Навали","Navali","นาวาลี","娜瓦莉","Metadata/NPC/League/Ancestral/MicrotransactionPortal/NavaliBackroom","","","Navali","Navali","Navali","ナヴァリ","나발리","Navali","Навали","Navali","นาวาลี","娜瓦莉",0,[165],[166],-15208,"","",1,1,"","",1,0
626,"Metadata/NPC/League/Ancestral/KaomAncestralPortal","Kaom","Kaom","Kaom","カオム","카옴","Kaom","Каом","Kaom","คอมม์","岡姆","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KaomBackroom","","","Kaom","Kaom","Kaom","カオム","카옴","Kaom","Каом","Kaom","คอมม์","岡姆",0,[163],[164],-21112,"","",1,1,"","",1,0
627,"Metadata/NPC/League/Ancestral/RakiataAncestralPortal","Rakiata","Rakiata","Rakiata","ラキアタ","라키아타","Rakiata","Ракиата","Rakiata","ราคียาตา","萊基亞塔","Metadata/NPC/League/Ancestral/MicrotransactionPortal/RakiataBackroom","","","Rakiata","Rakiata","Rakiata","ラキアタ","라키아타","Rakiata","Ракиата","Rakiata","ราคียาตา","萊基亞塔",0,[167],[168],-17525,"","",1,1,"","",1,0
628,"Metadata/NPC/League/Ancestral/IkiahoAncestralPortal","Ikiaho","Ikiaho","Ikiaho","イキアホ","이키아호","Ikiaho","Икиао","Ikiaho","อีคียาโฮ","伊基亞呼","Metadata/NPC/League/Ancestral/MicrotransactionPortal/IkiahoBackroom","","","Ikiaho","Ikiaho","Ikiaho","イキアホ","이키아호","Ikiaho","Икиао","Ikiaho","อีคียาโฮ","伊基亞呼",0,[175],[176],27823,"","",1,1,"","",1,0
629,"Metadata/NPC/League/Ancestral/KiloavaAncestralPortal","Kiloava","Kiloava","Kiloava","キロアヴァ","킬로아바","Kiloava","Килоава","Kiloava","คีโลอาวา","基洛阿瓦","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KiloavaBackroom","","","Kiloava","Kiloava","Kiloava","キロアヴァ","킬로아바","Kiloava","Килоава","Kiloava","คีโลอาวา","基洛阿瓦",0,[173],[174],-15554,"","",1,1,"","",1,0
630,"Metadata/NPC/League/Ancestral/TawhanukuAncestralPortal","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟานูคู","塔瓦努庫","Metadata/NPC/League/Ancestral/MicrotransactionPortal/TawhanukuBackroom","","","Tawhanuku","Tawhanuku","Tawhanuku","タウハヌク","타하누쿠","Tawhanuku","Тавануку","Tawhanuku","ทาฟานูคู","塔瓦努庫",0,[183],[184],-8444,"","",1,1,"","",1,0
631,"Metadata/NPC/League/Ancestral/MaataAncestralPortal","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔","Metadata/NPC/League/Ancestral/MicrotransactionPortal/MaataBackroom","","","Maata","Maata","Maata","マアタ","마아타","Maata","Маата","Maata","มาอ์ตา","瑪塔",0,[171],[172],-3106,"","",1,1,"","",1,0
632,"Metadata/NPC/League/Ancestral/UtulaAncestralPortal","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉","Metadata/NPC/League/Ancestral/MicrotransactionPortal/UtulaBackroom","","","Utula","Utula","Utula","ウトゥーラ","우툴라","Utula","Утула","Utula","อูทูล่า","烏圖拉",0,[169],[170],20344,"","",1,1,"","",1,0
633,"Metadata/NPC/League/Ancestral/AhuanaAncestralPortal","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AhuanaBackroom","","","Ahuana","Ahuana","Ahuana","アフアナ","아후아나","Ahuana","Ахвана","Ahuana","อะฮัวนา","阿呼阿娜",0,[179],[180],8408,"","",1,1,"","",1,0
634,"Metadata/NPC/League/Ancestral/AkoyaAncestralPortal","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AkoyaBackroom","","","Akoya","Akoya","Akoya","アコヤ","아코야","Akoya","Акойя","Akoya","อะโคยา","艾古亞",0,[181],[182],17198,"","",1,1,"","",1,0
635,"Metadata/NPC/League/Ancestral/KahuturoaAncestralPortal","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KahuturoaBackroom","","","Kahuturoa","Kahuturoa","Kahuturoa","カフトゥロア","카후투로아","Kahuturoa","Кахутуруа","Kahuturoa","คาฮูทูรัว","卡胡圖羅亞",0,[177],[178],-1167,"","",1,1,"","",1,0
636,"Metadata/NPC/League/Affliction/GlyphsEtching01","Lost Etching","Gravure : Perdus","Inschrift der Verirrung","失われた食刻","잃어버린 식각","Gravura Perdida","Затерянная надпись","Grabado perdido","จารึกแห่งการสาบสูญ","失落蝕刻","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Lost Etching","Gravure : Perdus","Inschrift der Verirrung","失われた食刻","잃어버린 식각","Gravura Perdida","Затерянная надпись","Grabado perdido","จารึกแห่งการสาบสูญ","失落蝕刻",0,[],[],-10655,"","",6,1,"","","",0
637,"Metadata/NPC/League/Affliction/GlyphsEtching02","Aided Etching","Gravure : Aidés","Inschrift der Hilfe","救われた食刻","도움받은 식각","Gravura Assistida","Спасённая надпись","Grabado asistido","จารึกแห่งความช่วยเหลือ","協助蝕刻","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Aided Etching","Gravure : Aidés","Inschrift der Hilfe","救われた食刻","도움받은 식각","Gravura Assistida","Спасённая надпись","Grabado asistido","จารึกแห่งความช่วยเหลือ","協助蝕刻",0,[],[],-27226,"","",6,1,"","","",0
638,"Metadata/NPC/League/Affliction/GlyphsEtching03","Compelling Etching","Gravure : Fascinant","Inschrift der Überzeugung","感動的な食刻","강렬한 식각","Gravura Atraente","Убеждённая надпись","Grabado persuasivo","จารึกแห่งการดลใจ","注目蝕刻","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Compelling Etching","Gravure : Fascinant","Inschrift der Überzeugung","感動的な食刻","강렬한 식각","Gravura Atraente","Убеждённая надпись","Grabado persuasivo","จารึกแห่งการดลใจ","注目蝕刻",0,[],[],22820,"","",6,1,"","","",0
639,"Metadata/NPC/League/Affliction/GlyphsEtching04","Whispering Etching","Gravure : Chuchotements","Inschrift des Flüsterns ","囁く食刻","속삭이는 식각","Gravura Sussurrante","Шепчущая надпись","Grabado susurrante","จารึกแห่งเสียงกระซิบ","低語蝕刻","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Whispering Etching","Gravure : Chuchotements","Inschrift des Flüsterns ","囁く食刻","속삭이는 식각","Gravura Sussurrante","Шепчущая надпись","Grabado susurrante","จารึกแห่งเสียงกระซิบ","低語蝕刻",0,[],[],-4601,"","",6,1,"","","",0
640,"Metadata/NPC/League/Affliction/GlyphsEtching05","Deafened Etching","Gravure : Silence","Inschrift der Betäubung","聴こえない食刻","귀먹은 식각","Gravura Ensurdecida","Оглушённая надпись","Grabado ensordecido","จารึกแห่งความอื้ออึง","震耳蝕刻","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Deafened Etching","Gravure : Silence","Inschrift der Betäubung","聴こえない食刻","귀먹은 식각","Gravura Ensurdecida","Оглушённая надпись","Grabado ensordecido","จารึกแห่งความอื้ออึง","震耳蝕刻",0,[],[],-16205,"","",6,1,"","","",0
641,"Metadata/NPC/League/Affliction/GlyphsGruthkulShrine","The Porcelain Queen","La Reine de Porcelaine","Die Porzellankönigin","磁器の女王","도자기 여왕","A Rainha de Porcelana","Фарфоровая царица","La reina de porcelana","ราชินีผิวกระเบื้อง","瓷器女王","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3068,"","The Porcelain Queen","La Reine de Porcelaine","Die Porzellankönigin","磁器の女王","도자기 여왕","A Rainha de Porcelana","Фарфоровая царица","La reina de porcelana","ราชินีผิวกระเบื้อง","瓷器女王",0,[],[],10561,"","",6,1,"","","",0
642,"Metadata/NPC/League/Affliction/GlyphsHarvestTree","Experimental Harvest","Récolte expérimentale","Experimentelle Ernte","実験的な収穫","실험적인 수확","Colheita Experimental","Пробная жатва","Cosecha experimental","ฮาร์เวสต์ทดลอง","實驗性的豐收","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3069,"","Experimental Harvest","Récolte expérimentale","Experimentelle Ernte","実験的な収穫","실험적인 수확","Colheita Experimental","Пробная жатва","Cosecha experimental","ฮาร์เวสต์ทดลอง","實驗性的豐收",0,[],[],-9585,"","",6,1,"","","",0
643,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation01","Wildwood Greeting","Bienvenue dans la Sylve","Finsterwald-Gruß","原生林の挨拶","야생림의 환영 인사","Saudando a Selva","Приветствие Диколесья","Saludo del bosque","ต้อนรับสู่ป่าวิเศษ","荒林問候","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Wildwood Greeting","Bienvenue dans la Sylve","Finsterwald-Gruß","原生林の挨拶","야생림의 환영 인사","Saudando a Selva","Приветствие Диколесья","Saludo del bosque","ต้อนรับสู่ป่าวิเศษ","荒林問候",0,[],[],-20127,"","",6,1,"","","",0
644,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation02","Maji Proclamation","Proclamation des Majis","Maji-Proklamation","マジの宣言","마지의 선언","Proclamação Maji","Обращение Маджи","Proclamación de los maji","คำแถลงมาไจ","聖賢宣言","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Maji Proclamation","Proclamation des Majis","Maji-Proklamation","マジの宣言","마지의 선언","Proclamação Maji","Обращение Маджи","Proclamación de los maji","คำแถลงมาไจ","聖賢宣言",0,[],[],-6629,"","",6,1,"","","",0
645,"Metadata/NPC/League/Affliction/GlyphsKingGlyphOne","The Exquisite Light of Meaning","L'Exquise Lumière du Sens","Das exquisite Licht der Bedeutung","意味の優美な光","의미의 강렬한 빛","A Exótica Luz do Significado","Восхитительный свет смысла","La exquisita luz de significado","แสงวิจิตรแห่งความหมาย","深奧的意義之美","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","The Exquisite Light of Meaning","L'Exquise Lumière du Sens","Das exquisite Licht der Bedeutung","意味の優美な光","의미의 강렬한 빛","A Exótica Luz do Significado","Восхитительный свет смысла","La exquisita luz de significado","แสงวิจิตรแห่งความหมาย","深奧的意義之美",0,[],[],-29299,"","",6,1,"","","",0
646,"Metadata/NPC/League/Affliction/GlyphsKingGlyphTwo","Determination","Détermination","Entschlossenheit","決意","결의","Determinação","Решимость","Determinación","ปณิธาน","決心","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Determination","Détermination","Entschlossenheit","決意","결의","Determinação","Решимость","Determinación","ปณิธาน","決心",0,[],[],-26730,"","",6,1,"","","",0
647,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],11265,"","","",1,"","","",0
648,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],12980,"","","",1,"","","",0
649,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の中の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],-29391,"","","",1,"","","",0
