"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
2382,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_Mines",25,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8900]",0,0,0,2891,4183,0,0,16777473,"",1,"",1,"","",6,4,5,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1]",0,1000,0,0,1000,1000,3,3
2383,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_Mines",40,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2819,4038,0,0,16777473,"",1,"",1,"","",6,4,6,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2384,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_Mines",55,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2748,3897,0,0,16777473,"",1,"",1,"","",6,5,7,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2385,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_Mines",68,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2680,3760,0,0,16777473,"",1,"",1,"","",8,6,8,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,750,0,0,1000,1000,4,4
2386,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_Mines",73,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2612,3626,0,0,16777473,"",1,"",1,"","",8,7,10,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,750,0,0,1000,1000,4,4
2387,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_Mines",78,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2547,3495,0,0,16777473,"",1,"",1,"","",8,8,12,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,750,0,0,1000,1000,4,4
2388,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",1,"[8791,8794,8796,8798,8800,8802,8804,8806,8808]",0,0,0,3200,4800,0,0,16777473,"",1,"",1,"","",6,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8]",0,1000,0,0,1000,1000,3,3
2389,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",4,"[8791,8794,8796,8798,8800,8802,8804,8806,8808]",0,0,0,3120,4640,0,0,16777473,"",1,"",1,"","",6,2,2,1,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8]",0,1000,0,0,1000,1000,3,3
2390,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",9,"[8791,8794,8796,8798,8800,8802,8804,8806,8808]",0,0,0,3041,4484,0,0,16777473,"",1,"",1,"","",6,3,3,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8]",0,1000,0,0,1000,1000,3,3
2391,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",13,"[8791,8794,8796,8798,8800,8802,8804,8806,8808]",0,0,0,2965,4331,0,0,16777473,"",1,"",1,"","",6,3,4,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8]",0,1000,0,0,1000,1000,3,3
2392,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",25,"[8791,8794,8796,8798,8800,8802,8804,8806,8808,8814]",0,0,0,2891,4183,0,0,16777473,"",1,"",1,"","",6,4,5,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8,1]",0,1000,0,0,1000,1000,3,3
2393,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",40,"[8791,8794,8796,8798,8800,8802,8804,8806,8808,8813,8814]",0,0,0,2819,4038,0,0,16777473,"",1,"",1,"","",6,4,6,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2394,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",55,"[8791,8794,8796,8798,8800,8802,8804,8806,8808,8813,8814]",0,0,0,2748,3897,0,0,16777473,"",1,"",1,"","",6,5,7,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2395,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",68,"[8791,8794,8796,8798,8800,8802,8804,8806,8808,8813,8814]",0,0,0,2680,3760,0,0,16777473,"",1,"",1,"","",8,6,8,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8,1,1]",0,750,0,0,1000,1000,4,4
2396,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",73,"[8791,8794,8796,8798,8800,8802,8804,8806,8808,8813,8814]",0,0,0,2612,3626,0,0,16777473,"",1,"",1,"","",8,7,10,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8,1,1]",0,750,0,0,1000,1000,4,4
2397,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideDoor_TemplarCourts",78,"[8791,8794,8796,8798,8800,8802,8804,8806,8808,8813,8814]",0,0,0,2547,3495,0,0,16777473,"",1,"",1,"","",8,8,12,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[40,24,24,18,12,12,8,8,8,1,1]",0,750,0,0,1000,1000,4,4
2398,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",1,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893]",0,0,0,3200,4800,0,0,16777473,"",1,"",1,"","",6,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2399,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",4,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893]",0,0,0,3120,4640,0,0,16777473,"",1,"",1,"","",6,2,2,1,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2400,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",9,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893]",0,0,0,3041,4484,0,0,16777473,"",1,"",1,"","",6,3,3,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2401,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",13,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893]",0,0,0,2965,4331,0,0,16777473,"",1,"",1,"","",6,3,4,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2402,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",25,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8900]",0,0,0,2891,4183,0,0,16777473,"",1,"",1,"","",6,4,5,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1]",0,1000,0,0,1000,1000,3,3
2403,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",40,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2819,4038,0,0,16777473,"",1,"",1,"","",6,4,6,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2404,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",55,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2748,3897,0,0,16777473,"",1,"",1,"","",6,5,7,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2405,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",68,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2680,3760,0,0,16777473,"",1,"",1,"","",6,6,8,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2406,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",73,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2612,3626,0,0,16777473,"",1,"",1,"","",6,7,10,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2407,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFlooor_BanditSewers",78,"[8865,8867,8869,8871,8873,8875,8877,8887,8889,8891,8893,8899,8900]",0,0,0,2547,3495,0,0,16777473,"",1,"",1,"","",6,8,12,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[24,24,12,12,12,12,12,8,8,8,8,1,1]",0,1000,0,0,1000,1000,3,3
2408,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",1,"[8856,8850,8844,8839,8862]",0,0,0,3200,4800,0,0,16777473,"",1,"",1,"","",6,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30]",0,750,0,0,1000,1000,2,2
2409,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",4,"[8856,8850,8844,8839,8862]",0,0,0,3120,4640,0,0,16777473,"",1,"",1,"","",6,2,2,1,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30]",0,750,0,0,1000,1000,2,2
2410,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",9,"[8856,8850,8844,8839,8862]",0,0,0,3041,4484,0,0,16777473,"",1,"",1,"","",6,2,3,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30]",0,750,0,0,1000,1000,2,2
2411,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",13,"[8856,8850,8844,8839,8862]",0,0,0,2965,4331,0,0,16777473,"",1,"",1,"","",6,3,4,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30]",0,750,0,0,1000,1000,2,2
2412,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",25,"[8856,8850,8844,8839,8862,8818]",0,0,0,2891,4183,0,0,16777473,"",1,"",1,"","",6,3,5,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30,1]",0,750,0,0,1000,1000,2,2
2413,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",40,"[8856,8850,8844,8839,8862,8818,8817]",0,0,0,2819,4038,0,0,16777473,"",1,"",1,"","",6,3,6,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30,1,1]",0,750,0,0,1000,1000,2,2
2414,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",55,"[8856,8850,8844,8839,8862,8818,8817]",0,0,0,2748,3897,0,0,16777473,"",1,"",1,"","",6,3,7,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30,1,1]",0,750,0,0,1000,1000,2,2
2415,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",68,"[8856,8850,8844,8839,8862,8818,8817]",0,0,0,2680,3760,0,0,16777473,"",1,"",1,"","",6,4,8,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30,1,1]",0,750,0,0,1000,1000,2,2
2416,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",73,"[8856,8850,8844,8839,8862,8818,8817]",0,0,0,2612,3626,0,0,16777473,"",1,"",1,"","",6,4,10,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30,1,1]",0,750,0,0,1000,1000,2,2
2417,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Dungeon",78,"[8856,8850,8844,8839,8862,8818,8817]",0,0,0,2547,3495,0,0,16777473,"",1,"",1,"","",6,4,12,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[8,8,20,20,30,1,1]",0,750,0,0,1000,1000,2,2
2418,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",1,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,3200,4800,0,0,16777473,"",1,"",1,"","",6,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2419,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",4,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,3120,4640,0,0,16777473,"",1,"",1,"","",6,2,2,1,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2420,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",9,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,3041,4484,0,0,16777473,"",1,"",1,"","",6,3,3,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2421,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",13,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2965,4331,0,0,16777473,"",1,"",1,"","",6,3,4,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2422,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",25,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2891,4183,0,0,16777473,"",1,"",1,"","",6,4,5,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2423,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",40,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2819,4038,0,0,16777473,"",1,"",1,"","",6,4,6,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2424,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",55,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2748,3897,0,0,16777473,"",1,"",1,"","",6,5,7,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2425,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",68,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2680,3760,0,0,16777473,"",1,"",1,"","",6,6,8,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2426,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",73,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2612,3626,0,0,16777473,"",1,"",1,"","",6,7,10,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2427,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_Reliquary",78,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2547,3495,0,0,16777473,"",1,"",1,"","",6,8,12,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2428,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",1,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,3200,4800,0,0,16777473,"",1,"",1,"","",6,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2429,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",4,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,3120,4640,0,0,16777473,"",1,"",1,"","",6,2,2,1,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2430,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",9,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,3041,4484,0,0,16777473,"",1,"",1,"","",6,3,3,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2431,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",13,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2965,4331,0,0,16777473,"",1,"",1,"","",6,3,4,2,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2432,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",25,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2891,4183,0,0,16777473,"",1,"",1,"","",6,4,5,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2433,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",40,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2819,4038,0,0,16777473,"",1,"",1,"","",6,4,6,3,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2434,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",55,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2748,3897,0,0,16777473,"",1,"",1,"","",6,5,7,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2435,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",68,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2680,3760,0,0,16777473,"",1,"",1,"","",6,6,8,4,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2436,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",73,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2612,3626,0,0,16777473,"",1,"",1,"","",6,7,10,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2437,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotTunnels",78,"[8905,8909,8916,8918,8924,8928,8932,8936,8940]",0,0,0,2547,3495,0,0,16777473,"",1,"",1,"","",6,8,12,5,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( WalkEmerge );",1,"","","[32,32,32,32,8,8,8,8,8]",0,1000,0,0,1000,1000,3,3
2438,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotSkitterbot",1,[8915],0,0,0,0,0,0,0,16777473,"",1,"","","","",1,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0,1,1,1,1
2439,"Metadata/Terrain/Leagues/Heist/Objects/Spawners/HeistEmergeOnAlarmFromSideFloor_RobotSkitterbot",4,[8915],0,0,0,0,0,0,0,16777473,"",1,"","","","",2,2,0,0,"",1,"","triggerer.ChangeStance( default ); triggerer.SetStateTo( spawned, 1 ); triggerer.DoAction( Emerge );",1,"","",[],0,0,0,0,1,1,1,1
