"rownum","Id","i32_8","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","string_20","string_20 (French)","string_20 (German)","string_20 (Japanese)","string_20 (Korean)","string_20 (Portuguese)","string_20 (Russian)","string_20 (Spanish)","string_20 (Thai)","string_20 (Traditional Chinese)","Description1","Description1 (French)","Description1 (German)","Description1 (Japanese)","Description1 (Korean)","Description1 (Portuguese)","Description1 (Russian)","Description1 (Spanish)","Description1 (Thai)","Description1 (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)","Type","Type (French)","Type (German)","Type (Japanese)","Type (Korean)","Type (Portuguese)","Type (Russian)","Type (Spanish)","Type (Thai)","Type (Traditional Chinese)","rid_60","rid_76","ShopTag","string_108","i32_116","i32_120","i32_124","i32_128","i32_132","bool_136","string_137","bool_145","bool_146","bool_147","string_148","string_148 (French)","string_148 (German)","string_148 (Japanese)","string_148 (Korean)","string_148 (Portuguese)","string_148 (Russian)","string_148 (Spanish)","string_148 (Thai)","string_148 (Traditional Chinese)","string_156","string_156 (French)","string_156 (German)","string_156 (Japanese)","string_156 (Korean)","string_156 (Portuguese)","string_156 (Russian)","string_156 (Spanish)","string_156 (Thai)","string_156 (Traditional Chinese)","string_164","string_164 (French)","string_164 (German)","string_164 (Japanese)","string_164 (Korean)","string_164 (Portuguese)","string_164 (Russian)","string_164 (Spanish)","string_164 (Thai)","string_164 (Traditional Chinese)","string_172","string_172 (French)","string_172 (German)","string_172 (Japanese)","string_172 (Korean)","string_172 (Portuguese)","string_172 (Russian)","string_172 (Spanish)","string_172 (Thai)","string_172 (Traditional Chinese)"
10,"Metadata/Items/MicrotransactionCurrency/MicrotransactionPetConvertToBlueGhostrider",-694308065,"Blue Ghostrider Convert Scroll","Parchemin de conversion de Cavalier fantôme bleu","Blue Ghostrider Convert Scroll","青のゴーストライダー変換スクロール","파란색 유령기수 전환 주문서","Pergaminho de Conversão do Andarilho Fantasma Azul","Blue Ghostrider Convert Scroll","Blue Ghostrider Convert Scroll","แผ่นแปลง ผู้ขี่ผี Blue","純藍惡靈騎士轉化卷軸","","M","N","","","M","M","M","","","Can be used with an Upgradeable Microtransaction","Peut être utilisé sur une Microtransaction améliorable","Can be used with an Upgradeable Microtransaction","アップグレード可能なマイクロトランザクションと共に使用できます","업그레이드 가능한 포인트 아이템에 사용 가능","Pode ser usado com uma Microtransação Aprimorável","Можно использовать с улучшаемой микротранзакцией","Puede usarse con una microtransacción mejorable","ใช้กับ สินค้าแฟชั่น​ที่​อัพเกรด​ได้","可以用於可升級的商城道具","Combine this item with an Upgradeable Microtransaction to use it","Combinez cet objet avec une Microtransaction améliorable.","Combine this item with an Upgradeable Microtransaction to use it","このアイテムをアップグレード可能なマイクロトランザクションと組み合わせて使用します。","사용하려면 해당 아이템을 업그레이드 가능한 포인트 아이템과 조합하십시오.","Combine este item com uma Microtransação Aprimorável para utilizá-lo","Объедините этот предмет с улучшаемой микротранзакцией","Combina este objeto con una microtransacción mejorable para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ สินค้า​แฟชั่น​ที่​อัพเกรด​ได้ เพื่อ​ใช้​งาน","使用可升級的商城道具和此物品合成。","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentPetConvertScrollGhostriderBlue",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,"Metadata/Items/MicrotransactionCurrency/MicrotransactionConvertAndUpgradeScrollBlueGhostrider",-1055389643,"Blue Ghostrider Convert and Upgrade Scroll","Parchemin de conversion et d'amélioration de Cavalier fantôme bleu","Blue Ghostrider Convert and Upgrade Scroll","青のゴーストライダー変換およびアップグレードスクロール","파란색 유령기수 전환 및 업그레이드 주문서","Pergaminho de Conversão e Aprimoramento do Andarilho Fantasma Azul","Blue Ghostrider Convert and Upgrade Scroll","Blue Ghostrider Convert and Upgrade Scroll","แผ่นแปลงและอัพเกรด ผู้ขี่ผี Blue","純藍惡靈騎士轉化暨升級卷軸","","M","N","","","M","M","M","","","Can be used with an Upgradeable Microtransaction","Peut être utilisé sur une Microtransaction améliorable","Can be used with an Upgradeable Microtransaction","アップグレード可能なマイクロトランザクションと共に使用できます","업그레이드 가능한 포인트 아이템에 사용 가능","Pode ser usado com uma Microtransação Aprimorável","Можно использовать с улучшаемой микротранзакцией","Puede usarse con una microtransacción mejorable","ใช้กับ สินค้าแฟชั่น​ที่​อัพเกรด​ได้","可以用於可升級的商城道具","Combine this item with an Upgradeable Microtransaction to use it","Combinez cet objet avec une Microtransaction améliorable.","Combine this item with an Upgradeable Microtransaction to use it","このアイテムをアップグレード可能なマイクロトランザクションと組み合わせて使用します。","사용하려면 해당 아이템을 업그레이드 가능한 포인트 아이템과 조합하십시오.","Combine este item com uma Microtransação Aprimorável para utilizá-lo","Объедините этот предмет с улучшаемой микротранзакцией","Combina este objeto con una microtransacción mejorable para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ สินค้า​แฟชั่น​ที่​อัพเกรด​ได้ เพื่อ​ใช้​งาน","使用可升級的商城道具和此物品合成。","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentPetConvertAndUpgradeScrollGhostriderBlue",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,"Metadata/Items/MicrotransactionCurrency/MicrotransactionDaughterUpgradeScroll",1595256219,"Daughter Upgrade Scroll","Parchemin d'amélioration de Fille","Daughter Upgrade Scroll","娘のアップグレードスクロール","딸 업그레이드 주문서","Tencent","Daughter Upgrade Scroll","Pergamino de mejora de hija","แผ่นอัพเกรด Daughter","女鵝升級卷軸","","M","N","","","N","M","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentDaughterUpgradeScroll",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
13,"Metadata/Items/MicrotransactionCurrency/MicrotransactionGoddessSetUpgradeScroll",331287612,"Goddess Set Upgrade Scroll","Parchemin d'amélioration de l'Ensemble de la Déesse","Goddess Set Upgrade Scroll","女神セットのアップグレードスクロール","여신 세트 업그레이드 주문서","Tencent","Goddess Set Upgrade Scroll","Set de pergaminos de mejora de la diosa","แผ่นอัพเกรดเซ็ต Goddess","女神升級卷軸","","M","N","","","N","M","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentGoddessSetUpgradeScroll",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,"Metadata/Items/MicrotransactionCurrency/MicrotransactionLunarSetUpgradeScroll",-2075607652,"Lunar Set Upgrade Scroll","parchemin d'amélioration de l'Ensemble lunaire","Lunar Set Upgrade Scroll","月セットのアップグレードスクロール","달의 세트 업그레이드 주문서","Tencent","Lunar Set Upgrade Scroll","Set de pergaminos de mejora lunares","แผ่นอัพเกรดเซ็ต Lunar","月神升級卷軸","","M","N","","","N","M","M","","","Can be used with a Lunar Body Armour","Peut être utilisé sur une Armure lunaire","Can be used with a Lunar Body Armour","月のアーマーと共に使用できます","달의 갑옷에 사용 가능","Pode ser usado com um Peitoral Lunar","Можно использовать с лунным нательным доспехом","Puede usarse con una Armadura Lunar","ใช้กับ เสื้อเกราะ Lunar","可以用於身體外觀：月神","Combine this item with a Lunar Body Armour to use it","Combinez cet objet avec une Armure lunaire afin de l'utiliser.","Combine this item with a Lunar Body Armour to use it","このアイテムを月のアーマーと組み合わせて使用します。","사용하려면 해당 아이템을 달의 갑옷과 조합하십시오.","Combine este item com o Peitoral Lunar para usá-lo","Объедините этот предмет с лунным нательным доспехом","Combina este objeto con una Armadura Lunar para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ เสื้อเกราะ Lunar เพื่อ​ใช้​งาน","使用身體外觀：月神和此物品合成。","","","","","","","","","","","","","","","","","","","","","",2,438,"",3,1,1,1,5,"","LunarBodyArmourUpgradeScroll",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15,"Metadata/Items/MicrotransactionCurrency/MicrotransactionWuzhiqiSetUpgradeScroll",1853910181,"Wuzhiqi Set Upgrade Scroll","parchemin d'amélioration de l'Ensemble Wuzhiqi","Wuzhiqi Set Upgrade Scroll","無支祁セットアップグレードスクロール","무지기 세트 업그레이드 주문서","Tencent","Wuzhiqi Set Upgrade Scroll","Set de pergaminos de mejora lunares de Wuzhiqi","แผ่นอัพเกรดเซ็ต Wuzhiqi","巫支祁升級卷軸","","M","N","","","N","M","M","","","Can be used with a Wuzhiqi Body Armour","Peut être utilisé sur une Armure Wuzhiqi","Can be used with a Wuzhiqi Body Armour","無支祁のアーマーと共に使用できます","무지기 갑옷에 사용 가능","Pode ser usado com um Peitoral Wuzhiqi","Can be used with a Wuzhiqi Body Armour","Puede usarse con una Armadura de Wuzhiqi","ใช้กับ เสื้อเกราะ Wuzhiqi","可以用於身體外觀：巫支祁","Combine this item with a Wuzhiqi Body Armour to use it","Combinez cet objet avec une Armure Wuzhiqi afin de l'utiliser.","Combine this item with a Wuzhiqi Body Armour to use it","このアイテムを無支祁のアーマーと組み合わせて使用します。","사용하려면 해당 아이템을 무지기 갑옷과 조합하십시오.","Combine este item com o Peitoral Wuzhiqi para usá-lo","Combine this item with a Wuzhiqi Body Armour to use it","Combina este objeto con una Armadura de Wuzhiqi para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ เสื้อเกราะ Wuzhiqi เพื่อ​ใช้​งาน","使用身體外觀：巫支祁和此物品合成","","","","","","","","","","","","","","","","","","","","","",2,438,"",3,1,1,1,5,"","WuzhiqiBodyArmourUpgradeScroll",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,"Metadata/Items/MicrotransactionCurrency/MicrotransactionUpgradeScroll",2042640349,"Upgrade Scroll","Parchemin d'amélioration","Aufwertungsrolle","アップグレードスクロール","업그레이드 주문서","Tencent","Свиток улучшения","Pergamino de Mejora","แผ่นอัพเกรด","升級卷軸","","M","F","","","N","M","M","","","Can be used with an Upgradeable Microtransaction","Peut être utilisé sur une Microtransaction améliorable","Wertet Mikrotransaktionen auf, die dafür geeignet sind.","アップグレード可能なマイクロトランザクションと共に使用できます","업그레이드 가능한 포인트 아이템에 사용 가능","Pode ser usado com uma Microtransação Aprimorável","Можно использовать с улучшаемой микротранзакцией","Puede usarse con una microtransacción mejorable","ใช้กับ สินค้าแฟชั่น​ที่​อัพเกรด​ได้","可以用於可升級的商城道具","Combine this item with an Upgradeable Microtransaction to use it","Combinez cet objet avec une Microtransaction améliorable.","Wende diesen Gegenstand auf eine aufwertbare Mikrotransaktion an.","このアイテムをアップグレード可能なマイクロトランザクションと組み合わせて使用します。","사용하려면 해당 아이템을 업그레이드 가능한 포인트 아이템과 조합하십시오.","Combine esse item com uma Microtransação Aprimorável para utilizá-lo","Объедините этот предмет с улучшаемой микротранзакцией","Combina este objeto con una microtransacción mejorable para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ สินค้า​แฟชั่น​ที่​อัพเกรด​ได้ เพื่อ​ใช้​งาน","使用可升級的商城道具和此物品合成。","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentUpgradeScroll",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17,"Metadata/Items/MicrotransactionCurrency/MicrotransactionUpgradeScrollS6",819183312,"Upgrade Scroll S6","Parchemin d'amélioration S6","Aufwertungsrolle S6","アップグレードスクロール S6","업그레이드 주문서 S6","Tencent","Upgrade Scroll S6","Pergamino de Mejora S6","แผ่นอัพเกรด S6","升級卷軸 S6","","M","F","","","N","M","M","","","Can be used with an Upgradeable Microtransaction","Peut être utilisé sur une Microtransaction améliorable","Can be used with an Upgradeable Microtransaction","アップグレード可能なマイクロトランザクションと共に使用できます","업그레이드 가능한 포인트 아이템에 사용 가능","Pode ser usado com uma Microtransação Aprimorável","Можно использовать с улучшаемой микротранзакцией","Puede usarse con una microtransacción mejorable","ใช้กับ สินค้าแฟชั่น​ที่​อัพเกรด​ได้","可以用於可升級的商城道具","Combine this item with an Upgradeable Microtransaction to use it","Combinez cet objet avec une Microtransaction améliorable.","Combine this item with an Upgradeable Microtransaction to use it","このアイテムをアップグレード可能なマイクロトランザクションと組み合わせて使用します。","사용하려면 해당 아이템을 업그레이드 가능한 포인트 아이템과 조합하십시오.","Combine esse item com uma Microtransação Aprimorável para utilizá-lo","Объедините этот предмет с улучшаемой микротранзакцией","Combina este objeto con una microtransacción mejorable para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ สินค้า​แฟชั่น​ที่​อัพเกรด​ได้ เพื่อ​ใช้​งาน","使用可升級的商城道具和此物品合成。","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentUpgradeScrollS6",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18,"Metadata/Items/MicrotransactionCurrency/MicrotransactionUpgradeScrollS7",-1021262595,"Upgrade Scroll S7","Parchemin d'amélioration S7","Aufwertungsrolle S7","アップグレードスクロール S7","업그레이드 주문서 S7","Tencent","Upgrade Scroll S7","Pergamino de Mejora S7","แผ่นอัพเกรด S7","升級卷軸 S7","","M","F","","","N","M","M","","","Can be used with an Upgradeable Microtransaction","Peut être utilisé sur une Microtransaction améliorable","Can be used with an Upgradeable Microtransaction","アップグレード可能なマイクロトランザクションと共に使用できます","업그레이드 가능한 포인트 아이템에 사용 가능","Pode ser usado com uma Microtransação Aprimorável","Можно использовать с улучшаемой микротранзакцией","Puede usarse con una microtransacción mejorable","ใช้กับ สินค้าแฟชั่น​ที่​อัพเกรด​ได้","可以用於可升級的商城道具","Combine this item with an Upgradeable Microtransaction to use it","Combinez cet objet avec une Microtransaction améliorable.","Combine this item with an Upgradeable Microtransaction to use it","このアイテムをアップグレード可能なマイクロトランザクションと組み合わせて使用します。","사용하려면 해당 아이템을 업그레이드 가능한 포인트 아이템과 조합하십시오.","Combine esse item com uma Microtransação Aprimorável para utilizá-lo","Объедините этот предмет с улучшаемой микротранзакцией","Combina este objeto con una microtransacción mejorable para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ สินค้า​แฟชั่น​ที่​อัพเกรด​ได้ เพื่อ​ใช้​งาน","使用可升級的商城道具和此物品合成。","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentUpgradeScrollS7",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19,"Metadata/Items/MicrotransactionCurrency/MicrotransactionUpgradeScrollS8",-1778561505,"Upgrade Scroll S8","Parchemin d'amélioration S8","Aufwertungsrolle S8","アップグレードスクロール S8","업그레이드 주문서 S8","Tencent","Upgrade Scroll S8","Pergamino de Mejora S8","แผ่นอัพเกรด S8","升級卷軸 S8","","M","F","","","N","M","M","","","Can be used with an Upgradeable Microtransaction","Peut être utilisé sur une Microtransaction améliorable","Can be used with an Upgradeable Microtransaction","アップグレード可能なマイクロトランザクションと共に使用できます","업그레이드 가능한 포인트 아이템에 사용 가능","Pode ser usado com uma Microtransação Aprimorável","Можно использовать с улучшаемой микротранзакцией","Puede usarse con una microtransacción mejorable","ใช้กับ สินค้าแฟชั่น​ที่​อัพเกรด​ได้","可以用於可升級的商城道具","Combine this item with an Upgradeable Microtransaction to use it","Combinez cet objet avec une Microtransaction améliorable.","Combine this item with an Upgradeable Microtransaction to use it","このアイテムをアップグレード可能なマイクロトランザクションと組み合わせて使用します。","사용하려면 해당 아이템을 업그레이드 가능한 포인트 아이템과 조합하십시오.","Combine esse item com uma Microtransação Aprimorável para utilizá-lo","Объедините этот предмет с улучшаемой микротранзакцией","Combina este objeto con una microtransacción mejorable para usarlo","ผสม​ไอเทม​ชิ้น​นี้​เข้า​กับ สินค้า​แฟชั่น​ที่​อัพเกรด​ได้ เพื่อ​ใช้​งาน","使用可升級的商城道具和此物品合成。","","","","","","","","","","","","","","","","","","","","","","",438,"",3,1,1,1,5,"","TencentUpgradeScrollS8",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
