"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456","string_456 (French)","string_456 (German)","string_456 (Japanese)","string_456 (Korean)","string_456 (Portuguese)","string_456 (Russian)","string_456 (Spanish)","string_456 (Thai)","string_456 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","Achievement","MultiPartAchievement","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","AilmentThreshold","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777","MonsterCategory"
8829,"Metadata/Monsters/LeagueHeist/Science/ThaumaturgistFemaleMiniBoss",2915,41,3,8,13,"[""Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossFemale.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistFemale.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossFemale",[],1,"","",110,3,6,3,2,0,"[821,34,804,766,788,776,947,71,48,807,768,764,30,765,32,118]",200,[],105,135,700,500,0,"[402,11435,8785,7124,9988,3826,7130,11461,9695,8180,10181,3550,11536]","Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossFemale.ais","[6436,6485,6486]","stance2",1,"Corpse Stitcher","Rapiéceuse de cadavres","Leichennäherin","死体を縫う者","시신 봉합자","Costureiro de Cadáveres","Сшиватель трупов","Suturadora de cadáveres","นักเย็บศพ","縫屍者",150,1200,1560,[14194],[],"",14,"","",0,[7267],[],[],"",1,6,100,0,0,100,8100,"","","F","F","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,20,504,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,3,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
8830,"Metadata/Monsters/LeagueHeist/Science/ThaumaturgistMaleMiniBossAtlas",2916,41,3,6,13,"[""Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossMale.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMale.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossMaleAtlas",[],1,"","",110,3,6,1,2,0,"[34,769,819,804,785,776,71,48,807,768,764,31,765,32,118]",200,[],105,135,700,500,0,"[574,11435,8785,7124,9989,7202,11474,7153,11536]","Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossMale.ais","[6436,6485,6486]","",1,"Flesh Sculptor","Sculpteur de chair","Fleischskulpteur","肉体彫刻家","살점 조각가","Escultor de Carne","Скульптор плоти","Escultor de carne","นักสลักกายเนื้อ","肉體刻劃屍",160,1400,1770,[14191],[],"",16,"","",0,[8545],[],[],"",1,6,100,0,0,100,39942,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,504,"",0,3,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
8831,"Metadata/Monsters/LeagueHeist/Science/ThaumaturgistFemaleMiniBossAtlas",2915,41,3,8,13,"[""Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossFemale.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistFemale.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossFemaleAtlas",[],1,"","",110,3,6,3,2,0,"[821,34,804,766,788,776,71,48,807,768,764,30,765,32,118]",200,[],105,135,700,500,0,"[402,11435,8785,7124,9988,3826,7130,11461,9695,8180,10181,3550,11536]","Metadata/Monsters/LeagueHeist/Science/HeistThaumaturgistMiniBossFemale.ais","[6436,6485,6486]","",1,"Corpse Stitcher","Rapiéceuse de cadavres","Leichennäherin","死体を縫う者","시신 봉합자","Costureiro de Cadáveres","Сшиватель трупов","Suturadora de cadáveres","นักเย็บศพ","縫屍者",150,1200,1560,[14194],[],"",14,"","",0,[8545],[],[],"",1,6,100,0,0,100,46567,"","","F","F","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,504,"",0,3,1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
8832,"Metadata/Monsters/LeagueHeist/Science/ProjectUnarmedElite",2917,43,3,6,10,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite",[10403],1,"","",105,3,6,2,2,0,"[34,769,804,789,774,71,48,807,764,1139,31,765,118,820]",140,[],105,135,700,500,0,"[567,568,11435,8785,10434,8178,11536,360,7205,11467,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ais","[6436,6485,6486]","stance2",1,"Violator","Violateur","Fanatischer Verwüster","妨害者","침범자","Violador","Нарушитель","Infractor","Violator","嫌犯",182,630,1005,[10242],[],"",6,"","",0,[],[],[],1,1,6,100,0,0,100,13421,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,630,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
8833,"Metadata/Monsters/LeagueHeist/Science/ProjectUnarmedEliteAtlasUber_",2918,43,3,6,10,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedEliteUber",[],1,"","",105,3,6,2,2,0,"[34,769,804,789,774,71,48,807,764,1139,31,765,118,820]",200,[],105,135,700,500,0,"[567,568,11435,8785,10434,8178,11536,360,7205,11467,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedEliteAtlasUber.ais","[6436,6485,6486]","",1,"Disruptor","Perturbateur","Unterbrecher","撹乱者","방해물","Disruptor","Разрушитель","Disruptor","Disruptor","阻斷器",170,440,1005,[10242],[],"",6,"","",0,[],[],[],1,1,6,100,0,0,100,8659,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",-10,10,20,440,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","","",5
8834,"Metadata/Monsters/LeagueHeist/Science/ProjectUnarmedEliteGuard",2917,43,3,6,10,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedEliteGuard",[10403],1,"","",105,3,6,2,2,0,"[34,769,804,789,774,674,71,48,807,764,1139,31,765,118,820]",140,[],105,135,700,500,0,"[567,568,11435,8785,10434,8178,11536,360,7205,11467,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ais","[6436,6485,6486]","stance2",1,"Violator","Violateur","Fanatischer Verwüster","妨害者","침범자","Violador","Нарушитель","Infractor","Violator","嫌犯",182,630,1005,[10242],[],"",6,"","",0,[],[],[],1,1,6,100,0,0,100,22981,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,630,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
8835,"Metadata/Monsters/LeagueHeist/Science/ProjectUnarmedEliteGuardSpectre",2919,43,3,6,10,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedEliteSpectre",[],1,"","",105,3,6,2,2,0,"[34,769,804,789,774,71,48,807,764,1139,31,765,118,820]",140,[],105,135,700,500,0,"[567,568,11435,8785,10434,8178,11536,360,7205,11467]","Metadata/Monsters/LeagueHeist/Science/HeistProjectUnarmedElite.ais","[6436,6485,6486]","",1,"Violator","Violateur","Fanatischer Verwüster","妨害者","침범자","Violador","Нарушитель","Infractor","Violator","嫌犯",182,357,1005,[10242],[],"",6,"","",0,[],[],[],1,1,6,100,0,0,100,57016,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,357,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
8836,"Metadata/Monsters/LeagueHeist/Science/ProjectZombie",2920,41,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie",[10403],1,"","",102,3,6,5,1,0,"[823,804,806,48,791,764,1139,765,118,73,52]",110,[],105,135,700,500,0,"[402,7131,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie.ais","[6436,6489,6490]","stance2",2,"Pusbag","Sac de pus","Pestbeule","パスバッグ","고름주머니","Bolsa de Pus","Мешок гноя","Bolsa de pus","Pusbag","膿胞",121,330,1500,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,2651,"","","M","F","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,330,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8837,"Metadata/Monsters/LeagueHeist/Science/ProjectZombieSpectre",2920,41,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie.ao""]","Metadata/Monsters/LeagueHeist/HeistMonsterSpectreBase",[],1,"","",102,3,6,5,1,0,"[823,804,806,48,791,764,1139,765,118,73,52]",110,[],105,135,700,500,0,"[402,7131,11536]","Metadata/Monsters/LeagueHeist/Science/HeistProjectZombie.ais","[6436,6489,6490]","",2,"Pusbag","Sac de pus","Pestbeule","パスバッグ","고름주머니","Bolsa de Pus","Мешок гноя","Bolsa de pus","Pusbag","膿胞",121,330,1500,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,22892,"","","M","F","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,330,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8838,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeSword",2921,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton",[10403],1,"","",100,3,6,2,8,0,"[813,122,769,777,774,48,803,764,1139,30,31,765,32,51,820,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","stance2",8,"Rattling Experiment","Sujet cliquetant","Ratterndes Experiment","腐った実験体","덜컹대는 실험체","Experimento Barulhento","Гремящий подопытный","Experimento traqueteante","Rattling Experiment","焦躁骷髏實驗體",132,220,1500,[14198],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,25371,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,220,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8839,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeSwordSpectre",2921,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/HeistMonsterSpectreBase",[],1,"","",100,3,6,2,8,0,"[813,122,769,777,774,48,803,764,1139,30,31,765,32,51,820,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","",8,"Rattling Experiment","Sujet cliquetant","Ratterndes Experiment","腐った実験体","덜컹대는 실험체","Experimento Barulhento","Гремящий подопытный","Experimento traqueteante","Rattling Experiment","焦躁骷髏實驗體",132,220,1500,[14198],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,30814,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,220,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8840,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeSwordShield",2921,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonShield.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton","[21252,10403]",1,"","",100,3,6,2,8,0,"[813,122,769,777,774,48,803,764,1139,30,31,765,32,51,820,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","stance2",8,"Rattling Experiment","Sujet cliquetant","Ratterndes Experiment","腐った実験体","덜컹대는 실험체","Experimento Barulhento","Гремящий подопытный","Experimento traqueteante","Rattling Experiment","焦躁骷髏實驗體",132,220,1500,[14198],[14199],"",9,26,"",0,[],[],[],1,1,6,100,0,0,100,24588,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,220,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8841,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeSwordShieldSpectre",2921,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonShield.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/HeistMonsterSpectreBase",[21252],1,"","",100,3,6,2,8,0,"[813,122,769,777,774,48,803,764,1139,30,31,765,32,51,820,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","",8,"Rattling Experiment","Sujet cliquetant","Ratterndes Experiment","腐った実験体","덜컹대는 실험체","Experimento Barulhento","Гремящий подопытный","Experimento traqueteante","Rattling Experiment","焦躁骷髏實驗體",132,220,1500,[14198],[14199],"",9,26,"",0,[],[],[],1,1,6,100,0,0,100,28349,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,220,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8842,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeSwordShieldRoyaley",2923,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonShield.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRoyale",[21252],1,"","",100,3,6,2,8,0,"[813,122,769,777,774,48,803,764,1139,765,32,51,820,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","stance2",8,"Rattling Bones","Os cliquetants","Ratternde Knochen","腐った骨","덜컹대는 뼈","Ossos Ruidosos","Скрипучие кости","Huesos Traqueteantes","Rattling Bones","焦躁骷髏實驗體",148,132,1500,[14198],[14199],"",9,26,"",0,[],[26201],[],1,1,6,100,0,0,100,23026,"","","MP","MP","","","M","FP","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,132,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8843,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeAxe",2921,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton",[10403],1,"","",100,3,6,1,8,0,"[813,122,769,819,784,774,48,803,764,1139,30,31,765,32,51,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","stance2",8,"Rattling Experiment","Sujet cliquetant","Ratterndes Experiment","腐った実験体","덜컹대는 실험체","Experimento Barulhento","Гремящий подопытный","Experimento traqueteante","Rattling Experiment","焦躁骷髏實驗體",132,220,1500,[14197],[],"",11,"","",0,[],[],[],1,1,6,100,0,0,100,19081,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,220,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8844,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonMeleeAxeSpectre",2921,32,3,6,9,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ao""]","Metadata/Monsters/LeagueHeist/HeistMonsterSpectreBase",[],1,"","",100,3,6,1,8,0,"[813,122,769,819,784,774,48,803,764,1139,30,31,765,32,51,73]",110,[],105,135,700,500,0,"[570,3750,7169,11536]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeleton.ais","[6436,6489,6490]","",8,"Rattling Experiment","Sujet cliquetant","Ratterndes Experiment","腐った実験体","덜컹대는 실험체","Experimento Barulhento","Гремящий подопытный","Experimento traqueteante","Rattling Experiment","焦躁骷髏實驗體",132,220,1500,[14197],[],"",11,"","",0,[],[],[],1,1,6,100,0,0,100,62640,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,0,220,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8845,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonRanged",2922,28,3,6,60,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged",[10403],1,"","",100,3,6,4,8,0,"[813,122,769,786,48,1139,31,765,822,32,51,802,73]",130,[],105,135,700,500,0,"[1754,700,11488,5702,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.ais","[6436,6489,6490]","stance2",8,"Clattering Experiment","Sujet entrechoquant","Klapperndes Experiment","騒々しい実験体","소란스러운 실험체","Experimento Tagarela","Бряцающий подопытный","Experimento retumbante","Clattering Experiment","骷髏射手實驗體",143,325,1500,[],[10244],"",13,"","",0,[],[],[],1,1,6,100,0,0,100,42455,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,20,325,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8846,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonRangedSpectre",2922,28,3,6,60,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRangedSpectre",[],1,"","",100,3,6,4,8,0,"[813,122,769,786,48,1139,31,765,822,32,51,802,73]",130,[],105,135,700,500,0,"[1754,700,11488,5702,11536]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.ais","[6436,6489,6490]","",8,"Clattering Experiment","Sujet entrechoquant","Klapperndes Experiment","騒々しい実験体","소란스러운 실험체","Experimento Tagarela","Бряцающий подопытный","Experimento retumbante","Clattering Experiment","骷髏射手實驗體",143,325,1500,[],[10244],"",13,"","",0,[],[],[],1,1,6,100,0,0,100,18468,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,325,"",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8847,"Metadata/Monsters/LeagueHeist/Science/ProjectSkeletonRangedRoyale",2924,28,3,6,60,"[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRangedRoyale",[10403],1,"","",100,3,6,4,8,0,"[813,122,769,786,48,1139,31,765,822,32,51,802,73]",130,[],105,135,700,500,0,"[1754,700,11488,5702,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistProjectSkeletonRanged.ais","[6436,6489,6490]","stance2",8,"Clattering Bones","Os entrechoquants","Klappernde Knochen","騒々しい骨","소란스러운 뼈","Experimento Tagarela","Бряцающие кости","Huesos retumbantes","Clattering Bones","骷髏射手實驗體",160,156,1500,[],[10244],"",13,"","",0,[],[26201],[],1,1,6,100,0,0,100,31062,"","","MP","MP","","","M","FP","MP","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,20,156,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
8848,"Metadata/Monsters/LeagueHeist/Science/ProjectLabrador",2925,36,3,6,10,"[""Metadata/Monsters/LeagueHeist/Science/HeistLabrador.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectLabrador.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistLabradorProject","[13577,14168,10403]",1,"","",100,2,6,5,1,0,"[823,72,34,806,787,774,768,49,803,764,1139,31,765,118]",100,[],105,135,700,500,0,"[402,11435,8785,7159,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistLabrador.ais","[6436,6487,6436]","stance2",1,"Labra-tomaton","Labra-automate","Labra-tomaton","ラブラ-トマトン","래브라토마톤","Labra-tômato","Лабра-томатон","Labrautómata","ลาบรา-กล","骷髏射手實驗體",120,200,1065,[10242],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,41592,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,20,200,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",4
8849,"Metadata/Monsters/LeagueHeist/Science/ProjectLabradorStandalone",2925,36,3,6,10,"[""Metadata/Monsters/LeagueHeist/Science/HeistLabrador.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistProjectLabrador.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistLabradorProject","[13577,14168,10403]",1,"","",100,2,6,5,1,0,"[823,72,34,806,787,774,768,49,803,764,1139,31,765,118]",100,[],105,135,700,500,0,"[402,11435,8785,7159,11536,8191]","Metadata/Monsters/LeagueHeist/Science/HeistLabrador.ais","[6436,6487,6436]","",1,"Labra-tomaton","Labra-automate","Labra-tomaton","ラブラ-トマトン","래브라토마톤","Labra-tômato","Лабра-томатон","Labrautómata","ลาบรา-กล","骷髏射手實驗體",120,200,1065,[10242],[],"",7,"","",0,[],[],[],"",1,6,100,0,0,100,45619,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,20,200,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,2,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",4
8850,"Metadata/Monsters/LeagueHeist/Science/ScientistCasterWand",2926,37,3,6,60,"[""Metadata/Monsters/LeagueHeist/Science/HeistScientistWand.act""]","[""Metadata/Monsters/LeagueHeist/Science/HeistScientistWand.ao""]","Metadata/Monsters/LeagueHeist/Science/HeistScientistWand",[10403],1,"","",100,3,6,8,2,0,"[34,769,783,71,48,807,803,1139,30,765,32,118]",110,[],105,135,700,500,0,"[11435,8785,1753,9856,7145,11536,11467]","Metadata/Monsters/LeagueHeist/Science/HeistScientistWand.ais","[6436,6485,6486]","stance2",1,"Heretech","Héré-tech","Heretniker","へレテック","이단기술자","Eretech","Еретех","Heretécnico","Heretech","機械法師",110,275,1005,[14193],[],"",8,"","",0,[],[],[],1,1,6,100,0,0,100,54863,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","","",0,0,20,275,"Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/earth_offering/empty.epk",0,3,"","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
