"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
259,62,5,[],0,"Congratulations!\nYou earned another tier of the Mischievous Hawker Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure du Charlatan malicieux !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Schelmischer Händler'-Körperrüstung freigespielt!","おめでとうございます！\n第三段階のいたずら行商人のアーマーを獲得しました！","축하합니다!\n짓궂은 행상 갑옷이 1등급 올랐습니다!","Parabéns! Você ganhou mais um tier do Peitoral do Mercador Maldoso!","Поздравляем!\nВы получили ещё один уровень нательного доспеха озорного барахольщика!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura de Buhonero pícaro!","ยินดี​ด้วย! คุณ​ได้​รับเสื้อเกราะ Mischievous Hawker ระดับ​สุดท้าย​แล้ว!","恭喜！你獲得另一階級的身體外觀：淘氣小販！","Art/2DItems/Effects/BodyArmour/KrampusBody.dds","Mischievous Hawker Body Armour (Tier 3)","Armure du Charlatan malicieux (Palier 3)","'Schelmischer Händler'-Körperrüstung (Level 3)","いたずら行商人のアーマー (ティア3)","짓궂은 행상 갑옷 (3등급)","Peitoral do Mercador Maldoso (Tier 3)","Нательный доспех озорного барахольщика (3 уровень)","Armadura de Buhonero pícaro (nivel 3)","เสื้อเกราะ Mischievous Hawker (ระดับ 3)","身體外觀：淘氣小販（T3）",""
260,62,6,[],0,"Congratulations!\nYou earned the final tier of the Mischievous Hawker Gloves and another tier of the Mischievous Hawker Helmet!","Félicitations ! Vous avez remporté le palier final des Gants du Charlatan malicieux et un autre palier du Casque du Charlatan malicieux!","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Schelmischer Händler'-Handschuhe und 'Schelmischer Händler'-Helm freigespielt!","おめでとうございます！\n最終段階のいたずら行商人のグローブおよび第三段階のいたずら行商人のヘルメットを獲得しました！","축하합니다!\n짓궂은 행상 장갑이 최종 등급에 도달하고 짓궂은 행상 투구가 1등급 올랐습니다!","Parabéns! Você ganhou o último tier das Luvas do Mercador Maldoso e mais um tier do Elmo do Mercador Maldoso!","Поздравляем!\nВы получили последний уровень перчаток озорного барахольщика и ещё один уровень шлема озорного барахольщика!","¡Felicitaciones!\n¡Has conseguido el nivel final de los Guantes de Buhonero pícaro y otro nivel del Casco de Buhonero pícaro!","ยินดี​ด้วย! คุณ​ได้​รับ​ถุงมือ Mischievous Hawker ระดับ​สุดท้าย​และ​หมวก Mischievous Hawker ระดับ​ใหม่​แล้ว!","恭喜！\n你獲得另一階級的頭部外觀和最終階級的手部外觀：淘氣小販！","Art/2DItems/Effects/KrampusGlovesHelmetPack.dds","Mischievous Hawker Gloves (Tier 3) and Mischievous Hawker Helmet (Tier 3)","Gants du Charlatan malicieux (Palier 3) et Casque du Charlatan malicieux (Palier 3)","Schelmischer Händler'-Handschuhe (Level 3) und 'Schelmischer Händler'-Helm (Level 3)","いたずら行商人のグローブ (ティア3)およびいたずら行商人のヘルメット (ティア3)","짓궂은 행상 장갑 (3등급) 및 짓궂은 행상 투구 (3등급)","Luvas do Mercador Maldoso (Tier 3) e Elmo do Mercador Maldoso (Tier 3)","Перчатки озорного барахольщика (3 уровень) и шлем озорного барахольщика (3 уровень)","Guantes de Buhonero pícaro (nivel 3) y Casco de Buhonero pícaro (nivel 3)","ถุงมือ Mischievous Hawker (ระดับ 3) และหมวก Mischievous Hawker (ระดับ 3)","手部和頭部外觀：淘氣小販（T3）",""
261,62,7,[],0,"Congratulations!\nYou earned the final tier of the Mischievous Hawker Body Armour!","Félicitations ! Vous avez remporté le palier final de l'Armure du Charlatan malicieux !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Schelmischer Händler'-Körperrüstung freigespielt!","おめでとうございます！\n最終段階のいたずら行商人のアーマーを獲得しました！","축하합니다!\n짓궂은 행상 갑옷이 최종 등급에 도달했습니다!","Parabéns! Você ganhou o último tier do Peitoral do Mercador Maldoso!","Поздравляем!\nВы получили последний уровень нательного доспеха озорного барахольщика!","¡Felicitaciones!\n¡Has conseguido el nivel final de la Armadura de Buhonero pícaro!","ยินดี​ด้วย! คุณ​ได้​รับเสื้อเกราะ Mischievous Hawker ระดับสุดท้าย​แล้ว!","恭喜！\n你獲得最終階級的身體外觀：淘氣小販！","Art/2DItems/Effects/BodyArmour/KrampusBody.dds","Mischievous Hawker Body Armour (Tier 4)","Armure du Charlatan malicieux (Palier 4)","'Schelmischer Händler'-Körperrüstung (Level 4)","いたずら行商人のアーマー (ティア4)","짓궂은 행상 갑옷 (4등급)","Peitoral do Mercador Maldoso (Tier 4)","Нательный доспех озорного барахольщика (4 уровень)","Armadura de Buhonero pícaro (nivel 4)","เสื้อเกราะ Mischievous Hawker (ระดับ 4)","身體外觀：淘氣小販（T4）",""
262,62,8,[],0,"Congratulations!\nYou earned the final tier of the Mischievous Hawker Helmet!","Félicitations ! Vous avez remporté le palier final du Casque du Charlatan malicieux !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Schelmischer Händler'-Helm freigespielt!","おめでとうございます！\n最終段階のいたずら行商人のヘルメットを獲得しました！","축하합니다!\n짓궂은 행상 투구가 최종 등급에 도달했습니다!","Parabéns! Você ganhou o último tier do Elmo do Mercador Maldoso!","Поздравляем!\nВы получили последний уровень шлема озорного барахольщика!","¡Felicitaciones!\n¡Has conseguido el nivel final del Casco de Buhonero pícaro!","ยินดี​ด้วย! คุณ​ได้​รับหมวก Mischievous Hawker ระดับสุดท้าย​แล้ว!","恭喜！\n你獲得最終階級的頭部外觀：淘氣小販！","Art/2DItems/Effects/KrampusBodyHelmetPack.dds","Mischievous Hawker Helmet (Tier 4)","Casque du Charlatan malicieux (Palier 4)","'Schelmischer Händler'-Helm (Level 4)","いたずら行商人のヘルメット (ティア4)","짓궂은 행상 투구 (4등급)","Elmo do Mercador Maldoso (Tier 4)","Шлем озорного барахольщика (4 уровень)","Casco de Buhonero pícaro (nivel 4)","หมวก Mischievous Hawker (ระดับ 4)","頭部外觀：淘氣小販（T4）",""
263,63,12,[4508],0,"Congratulations!\nYou earned the Runebind Weapon Effect!","Félicitations ! Vous avez remporté l'Effet d'arme : Lien runique !","Glückwunsch!\nDu hast die Mikrotransaktion 'Runenbinder-Waffeneffekt' freigespielt!","おめでとうございます！ルーンバインド武器エフェクトを獲得しました！","축하합니다!\n룬결속 무기 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito: Arma Rúnica","Поздравляем!\nВы получили эффект оружия рунической вязи!","¡Felicitaciones!\n¡Has conseguido el Efecto de Vinculación de runas para arma!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟคอาวุธ​ตรึง​อักขระ​แล้ว!","恭喜！\n你獲得武器特效：符文結合！","","","","","","","","","","","","RunebindWeaponEffect"
264,63,19,[5675],3,"Congratulations! You earned the Settlers Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Settlers !\nPlus vous réussirez de défis, plus il grandira !","Du hast das Settlers-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere davon zu erhalten!","おめでとうございます！Settlersトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 정착자들 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns! Você ganhou o Totem da Colonos!\nQuanto mais desafios você completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Поселенцев!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Settlers!\n¡Cuantos más desafíos completes, más grande será!","ยินดี​ด้วย! คุณ​ได้รับ​​เสา​อนุสรณ์ Settlers แล้ว! ยิ่ง​คุณ​ผ่าน​ภารกิจ​ท้าทาย Settlers มาก​เท่า​ไหร่ เสา​อนุสรณ์​ก็​จะ​ยิ่ง​สูง​ขึ้น​เท่านั้น!","恭喜！你獲得拓荒者圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole34"
265,63,24,[4564],0,"Congratulations!\nYou earned the Rune Character Effect!","Félicitations ! Vous avez remporté l'Effet de personnage runique !","Glückwunsch!\nDu hast die Mikrotransaktion 'Runenbinder-Charaktereffekt' freigespielt!","おめでとうございます！ルーンバインドキャラクターエフェクトを獲得しました！","축하합니다!\n룬 캐릭터 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito: Personagem Rúnico","Поздравляем!\nВы получили рунный эффект персонажа!","¡Felicitaciones!\n¡Has conseguido el Efecto de Runa para el personaje!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟคตัวละคร​อักขระ​แล้ว!","恭喜！\n你獲得角色特效：符文！","","","","","","","","","","","","RuneCharacterEffect"
266,63,32,[4563],0,"Congratulations!\nYou earned the Kalguuran Cloak!","Félicitations ! Vous avez remporté la Cape kalguurienne !","Glückwunsch!\nDu hast die Mikrotransaktion 'Kalguurischer Umhang' freigespielt!","おめでとうございます！カルグールのマントを獲得しました！","축하합니다!\n칼구르 망토를 획득했습니다!","Parabéns!\nVocê ganhou a Capa Kalguuran","Поздравляем!\nВы получили калгууранский плащ!","¡Felicitaciones!\n¡Has conseguido la Capa Kalgurana!","ยินดี​ด้วย! คุณ​ได้​รับ​ผ้าคลุม​คาลเกอร์​​แล้ว!","恭喜！\n你獲得卡爾葛披風！","","","","","","","","","","","","KalguuranCloak"
267,63,34,[4507],0,"Congratulations!\nYou earned the Verisium Knight Unique Finisher Effect!","Félicitations ! Vous avez remporté l'Effet de mise à mort : Chevalier de Vérisium !","Glückwunsch!\nDu hast die Mikrotransaktion 'Verisium-Ritter-Vollstreckereffekt' freigespielt!","おめでとうございます！ヴェリシウムの騎士ユニークフィニッシャーエフェクトを獲得しました！","축하합니다!\n베리시움 기사 고유 마무리 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Finalizador de Únicos: Cavaleiro de Verísio","Поздравляем!\nВы получили эффект добивания уникальных врагов веризиевого рыцаря!","¡Felicitaciones!\n¡Has conseguido el Efecto de remate único de Caballero de verisium!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟค​ปลิดชีพ​ยูนิค อัศวิน​เวรีเซียม​​แล้ว!","恭喜！\n你獲得傳奇終結特效：維里西姆騎士！","","","","","","","","","","","","VerisiumKnightUniqueFinisherEffect"
268,63,36,[4562],0,"Congratulations!\nYou earned the Kingsmarch Portal Effect!","Félicitations ! Vous avez remporté le Portail de Marcheroi !","Glückwunsch!\nDu hast die Mikrotransaktion 'Königsmark-Portaleffekt' freigespielt!","おめでとうございます！キングスマーチポータルエフェクトを獲得しました！","축하합니다!\n킹스마치 포탈 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Portal de Kingsmarch","Поздравляем!\nВы получили портал Кингсмарша!","¡Felicitaciones!\n¡Has conseguido el Efecto de Marca del rey para portal!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟควาร์ป​คิงส์มาร์ช​​แล้ว!","恭喜！\n你獲得時空之門．金司馬區！","","","","","","","","","","","","KingsmarchPortalEffect"
269,64,1,[5677],1,"Congratulations! You earned the Ruthless Settlers Totem!\nThe more ruthless challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Settlers (Ruthless) !\nPlus vous réussirez de défis en Ruthless, plus il grandira !","Glückwunsch!\nDu hast das Erbarmunglos-Settlers-Totem freigespielt!\nSchließe mehr Herausforderungen im Modus Erbarmungslos ab, um weitere Stufen zu erhalten!","おめでとうございます！ルースレスSettlersトーテムを獲得しました！\nさらにルースレスチャレンジを完了することで大きくなります！","축하합니다! 무자비 정착자들 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns!\nVocê ganhou o Totem da Colonos Ruthless!\nQuanto mais desafios ruthless você completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Беспощадных Поселенцев!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Settlers de Ruthless!\n¡Cuantos más desafíos de Ruthless completes, más grande será!","ยินดี​ด้วย! คุณ​ได้รับ​​เสา​อนุสรณ์ Ruthless Settlers แล้ว! ยิ่ง​คุณ​ผ่าน​ภารกิจ​ท้าทาย Ruthless Settlers มาก​เท่า​ไหร่ เสา​อนุสรณ์​ก็​จะ​ยิ่ง​สูง​ขึ้น​เท่านั้น!","恭喜！你獲得拓荒者．殘暴圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutRuthlessTotemPole34"
270,64,2,[4508],0,"Congratulations!\nYou earned the Runebind Weapon Effect!","Félicitations ! Vous avez remporté l'Effet d'arme : Lien runique !","Glückwunsch!\nDu hast die Mikrotransaktion 'Runenbinder-Waffeneffekt' freigespielt!","おめでとうございます！ルーンバインド武器エフェクトを獲得しました！","축하합니다!\n룬결속 무기 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito: Arma Rúnica","Поздравляем!\nВы получили эффект оружия рунической вязи!","¡Felicitaciones!\n¡Has conseguido el Efecto de Vinculación de runas para arma!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟคอาวุธ​ตรึง​อักขระ​แล้ว!","恭喜！\n你獲得武器特效：符文結合！","","","","","","","","","","","","RunebindWeaponEffect"
271,64,4,[4564],0,"Congratulations!\nYou earned the Rune Character Effect!","Félicitations ! Vous avez remporté l'Effet de personnage runique !","Glückwunsch!\nDu hast die Mikrotransaktion 'Runenbinder-Charaktereffekt' freigespielt!","おめでとうございます！ルーンバインドキャラクターエフェクトを獲得しました！","축하합니다!\n룬 캐릭터 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito: Personagem Rúnico","Поздравляем!\nВы получили рунный эффект персонажа!","¡Felicitaciones!\n¡Has conseguido el Efecto de Runa para el personaje!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟคตัวละคร​อักขระ​แล้ว!","恭喜！\n你獲得角色特效：符文！","","","","","","","","","","","","RuneCharacterEffect"
272,64,6,[4563],0,"Congratulations!\nYou earned the Kalguuran Cloak!","Félicitations ! Vous avez remporté la Cape kalguurienne !","Glückwunsch!\nDu hast die Mikrotransaktion 'Kalguurischer Umhang' freigespielt!","おめでとうございます！カルグールのマントを獲得しました！","축하합니다!\n칼구르 망토를 획득했습니다!","Parabéns!\nVocê ganhou a Capa Kalguuran","Поздравляем!\nВы получили калгууранский плащ!","¡Felicitaciones!\n¡Has conseguido la Capa Kalgurana!","ยินดี​ด้วย! คุณ​ได้​รับ​ผ้าคลุม​คาลเกอร์​​แล้ว!","恭喜！\n你獲得卡爾葛披風！","","","","","","","","","","","","KalguuranCloak"
273,64,7,[4507],0,"Congratulations!\nYou earned the Verisium Knight Unique Finisher Effect!","Félicitations ! Vous avez remporté l'Effet de mise à mort : Chevalier de Vérisium !","Glückwunsch!\nDu hast die Mikrotransaktion 'Verisium-Ritter-Vollstreckereffekt' freigespielt!","おめでとうございます！ヴェリシウムの騎士ユニークフィニッシャーエフェクトを獲得しました！","축하합니다!\n베리시움 기사 고유 마무리 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Finalizador de Únicos: Cavaleiro de Verísio","Поздравляем!\nВы получили эффект добивания уникальных врагов веризиевого рыцаря!","¡Felicitaciones!\n¡Has conseguido el Efecto de remate único de Caballero de verisium!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟค​ปลิดชีพ​ยูนิค อัศวิน​เวรีเซียม​​แล้ว!","恭喜！\n你獲得傳奇終結特效：維里西姆騎士！","","","","","","","","","","","","VerisiumKnightUniqueFinisherEffect"
274,64,8,[4562],0,"Congratulations!\nYou earned the Kingsmarch Portal Effect!","Félicitations ! Vous avez remporté le Portail de Marcheroi !","Glückwunsch!\nDu hast die Mikrotransaktion 'Königsmark-Portaleffekt' freigespielt!","おめでとうございます！キングスマーチポータルエフェクトを獲得しました！","축하합니다!\n킹스마치 포탈 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Portal de Kingsmarch","Поздравляем!\nВы получили портал Кингсмарша!","¡Felicitaciones!\n¡Has conseguido el Efecto de Marca del rey para portal!","ยินดี​ด้วย! คุณ​ได้​รับ​เอฟเฟควาร์ป​คิงส์มาร์ช​​แล้ว!","恭喜！\n你獲得時空之門．金司馬區！","","","","","","","","","","","","KingsmarchPortalEffect"
275,65,1,[],0,"Congratulations!\nYou earned a Settlers Mystery Box!","Félicitations ! Vous avez remporté une Boîte mystère Settlers !","Herzlichen Glückwunsch!\nDu hast eine Settlers-Überraschungskiste gewonnen!","おめでとうございます!\nセトラーズミステリーボックスを獲得しました！","축하합니다!\n정착자들 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa dos Colonos!","Поздравляем!\nВы получили Загадочную коробку Поселенцев!","¡Felicitaciones!\n¡Has conseguido una Caja misteriosa de Settlers!","ยินดีด้วย! คุณ​ได้​รับ​กล่อง​ปริศนา Settlers 1 กล่อง​แล้ว!","恭喜！你獲得一個拓荒者神秘寶箱！","Art/2DItems/Effects/MysteryChest/SettlersMysteryBox.dds","Settlers Mystery Box","Boîte mystère Settlers","Settlers-Überraschungskiste","セトラーズミステリーボックス","정착자들 미스터리 박스","Caixa Misteriosa dos Colonos","Загадочная коробка Поселенцев","Caja misteriosa de Settlers","กล่องปริศนา Settlers","拓荒者神秘寶箱","MysteryPackSettlersBox"
276,66,1,[],0,"Congratulations!\nYou earned a Settlers Mystery Box!","Félicitations ! Vous avez remporté une Boîte mystère Settlers !","Herzlichen Glückwunsch!\nDu hast eine Settlers-Überraschungskiste gewonnen!","おめでとうございます!\nセトラーズミステリーボックスを獲得しました！","축하합니다!\n정착자들 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa dos Colonos!","Поздравляем!\nВы получили Загадочную коробку Поселенцев!","¡Felicitaciones!\n¡Has conseguido una Caja misteriosa de Settlers!","ยินดีด้วย! คุณ​ได้​รับ​กล่อง​ปริศนา Settlers 1 กล่อง​แล้ว!","恭喜！你獲得一個拓荒者神秘寶箱！","Art/2DItems/Effects/MysteryChest/SettlersMysteryBox.dds","Settlers Mystery Box","Boîte mystère Settlers","Settlers-Überraschungskiste","セトラーズミステリーボックス","정착자들 미스터리 박스","Caixa Misteriosa dos Colonos","Загадочная коробка Поселенцев","Caja misteriosa de Settlers","กล่องปริศนา Settlers","拓荒者神秘寶箱","MysteryPackSettlersBox"
277,67,1,[6855],0,"Congratulations!\nYou earned the Autumn Knight Boots!","Félicitations ! Vous avez remporté les Bottes du Chevalier d'Automne !","Glückwunsch!\nDu hast die Mikrotransaktion 'Herbstritter-Stiefel' freigespielt!","おめでとうございます!\n秋の騎士のブーツを獲得しました！","축하합니다!\n가을 기사 장화를 획득했습니다!","Parabéns!\nVocê ganhou as Botas do Cavaleiro Outonal!","Поздравляем!\nВы получили сапоги Рыцаря осени!","¡Felicitaciones!\n¡Has conseguido las Botas de caballero del otoño!","ยินดี​ด้วย! คุณ​ได้​รับ​รองเท้า Autumn Knight ​แล้ว!","恭喜！\n你獲得腳部外觀：秋季騎士！","","","","","","","","","","","","AutumnKnightBoots"
278,67,2,[6856],0,"Congratulations!\nYou earned the Autumn Knight Gloves!","Félicitations ! Vous avez remporté les Gants du Chevalier d'Automne !","Glückwunsch!\nDu hast die Mikrotransaktion 'Herbstritter-Handschuhe' freigespielt!","おめでとうございます!\n秋の騎士のグローブを獲得しました！","축하합니다!\n가을 기사 장갑을 획득했습니다!","Parabéns!\nVocê ganhou as Luvas do Cavaleiro Outonal!","Поздравляем!\nВы получили перчатки Рыцаря осени!","¡Felicitaciones!\n¡Has conseguido los Guantes de caballero del otoño!","ยินดี​ด้วย! คุณ​ได้​รับ​ถุงมือ Autumn Knight ​แล้ว!","恭喜！\n你獲得手部外觀：秋季騎士！","","","","","","","","","","","","AutumnKnightGloves"
279,67,3,[6857],0,"Congratulations!\nYou earned the Autumn Knight Body Armour!","Félicitations ! Vous avez remporté l'Armure du Chevalier d'Automne !","Glückwunsch!\nDu hast die Mikrotransaktion 'Herbstritter-Körperrüstung' freigespielt!","おめでとうございます!\n秋の騎士のアーマーを獲得しました！","축하합니다!\n가을 기사 갑옷을 획득했습니다!","Parabéns!\nVocê ganhou o Peitoral do Cavaleiro Outonal!","Поздравляем!\nВы получили нательный доспех Рыцаря осени!","¡Felicitaciones!\n¡Has conseguido la Armadura de caballero del otoño!","ยินดี​ด้วย! คุณ​ได้​รับ​เสื้อเกราะ Autumn Knight ​แล้ว!","恭喜！\n你獲得身體外觀：秋季騎士！","","","","","","","","","","","","AutumnKnightBodyArmour"
280,67,4,[6854],0,"Congratulations!\nYou earned the Autumn Knight Helmet!","Félicitations ! Vous avez remporté le Casque du Chevalier d'Automne !","Glückwunsch!\nDu hast die Mikrotransaktion 'Herbstritter-Helm' freigespielt!","おめでとうございます!\n秋の騎士のヘルメットを獲得しました！","축하합니다!\n가을 기사 투구를 획득했습니다!","Parabéns!\nVocê ganhou o Elmo do Cavaleiro Outonal!","Поздравляем!\nВы получили шлем Рыцаря осени!","¡Felicitaciones!\n¡Has conseguido el Casco de caballero del otoño!","ยินดี​ด้วย! คุณ​ได้​รับ​หมวก Autumn Knight ​แล้ว!","恭喜！\n你獲得頭部外觀：秋季騎士！","","","","","","","","","","","","AutumnKnightHelmet"
281,68,12,[6957],0,"Congratulations!\nYou earned the Watcher's Wrath Boots!","Félicitations !\nVous avez remporté les Bottes de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zorn des Wächters'-Stiefel freigespielt!","おめでとうございます!\n見つめる者の憤怒のブーツを獲得しました！","축하합니다!\n감시자의 진노 장화를 획득했습니다!","Parabéns!\nVocê ganhou as Botas da Fúria do Vigia!","Поздравляем!\nВы получили сапоги Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido las Botas de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​รองเท้า Watcher's Wrath ​แล้ว!","恭喜！\n你獲得腳部外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathBoots"
282,68,20,[6958],0,"Congratulations!\nYou earned the Watcher's Wrath Gloves!","Félicitations !\nVous avez remporté les Gants de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zorn des Wächters'-Handschuhe freigespielt!","おめでとうございます!\n見つめる者の憤怒のグローブを獲得しました！","축하합니다!\n감시자의 진노 장갑을 획득했습니다!","Parabéns!\nVocê ganhou as Luvas da Fúria do Vigia!","Поздравляем!\nВы получили перчатки Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido los Guantes de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​ถุงมือ Watcher's Wrath ​แล้ว!","恭喜！\n你獲得手部外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathGloves"
283,68,28,[6959],0,"Congratulations!\nYou earned the Watcher's Wrath Body Armour!","Félicitations !\nVous avez remporté l'Armure de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zorn des Wächters'-Körperrüstung freigespielt!","おめでとうございます!\n見つめる者の憤怒のアーマーを獲得しました！","축하합니다!\n감시자의 진노 갑옷을 획득했습니다!","Parabéns!\nVocê ganhou o Peitoral da Fúria do Vigia!","Поздравляем!\nВы получили нательный доспех Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido la Armadura de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​เสื้อเกราะ Watcher's Wrath ​แล้ว!","恭喜！\n你獲得身體外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathBodyArmour"
284,68,36,[6956],0,"Congratulations!\nYou earned the Watcher's Wrath Helmet!","Félicitations !\nVous avez remporté le Casque de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zorn des Wächters'-Helm freigespielt!","おめでとうございます!\n見つめる者の憤怒のヘルメットを獲得しました！","축하합니다!\n감시자의 진노 투구를 획득했습니다!","Parabéns!\nVocê ganhou o Elmo da Fúria do Vigia!","Поздравляем!\nВы получили шлем Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido el Casco de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​หมวก Watcher's Wrath ​แล้ว!","恭喜！\n你獲得頭部外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathHelmet"
285,68,19,[6944],3,"Congratulations! You earned the Mercenaries Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Mercenaries !\nPlus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Mercenaries-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","おめでとうございます！Mercenariesトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 용병 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns!\nVocê ganhou o Totem dos Mercenários!\nQuanto mais desafios você completar, maior ele ficará!","Поздравляем!\nВы получили часть тотема Наёмников!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Mercenaries!\n¡Cuantos más desafíos completes, más grande será!","ยินดี​ด้วย! คุณ​ได้รับ​​เสา​อนุสรณ์ Mercenaries แล้ว! ยิ่ง​คุณ​ผ่าน​ภารกิจ​ท้าทาย Mercenaries มาก​เท่า​ไหร่ เสา​อนุสรณ์​ก็​จะ​ยิ่ง​สูง​ขึ้น​เท่านั้น!","恭喜！你獲得傭兵圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole35"
286,69,2,[6957],0,"Congratulations!\nYou earned the Watcher's Wrath Boots!","Félicitations !\nVous avez remporté les Bottes de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zorn des Wächters'-Stiefel freigespielt!","おめでとうございます!\n見つめる者の憤怒のブーツを獲得しました！","축하합니다!\n감시자의 진노 장화를 획득했습니다!","Parabéns!\nVocê ganhou as Botas da Fúria do Vigia!","Поздравляем!\nВы получили сапоги Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido las Botas de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​รองเท้า Watcher's Wrath ​แล้ว!","恭喜！\n你獲得腳部外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathBoots"
287,69,4,[6958],0,"Congratulations!\nYou earned the Watcher's Wrath Gloves!","Félicitations !\nVous avez remporté les Gants de la Fureur du Guetteur !","Glückwunsch!\nDu hast die Mikrotransaktion 'Zornhandschuhe des Wächters' freigespielt!","おめでとうございます!\n見つめる者の憤怒のグローブを獲得しました！","축하합니다!\n감시자의 진노 장갑을 획득했습니다!","Parabéns!\nVocê ganhou as Luvas da Fúria do Vigia!","Поздравляем!\nВы получили перчатки Ярости Хранителя!","¡Felicitaciones!\n¡Has conseguido los Guantes de la Ira del guardián!","ยินดี​ด้วย! คุณ​ได้​รับ​ถุงมือ Watcher's Wrath ​แล้ว!","恭喜！\n你獲得手部外觀：看守者之怒！","","","","","","","","","","","","WatchersWrathGloves"
