"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","HASH32","Text2","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
3228,2,"Obsidian","[1309,0]","[1000,0]",2403251126," Obsidian"," Obsidienne","Obsidian","黒曜石"," 흑요석","Obsidiana","обсидиан","Obsidiana"," Obsidian","黑曜","","F","M","","","M","MS","F","",""
3229,2,"Coal","[1309,0]","[1000,0]",4056503188," Coal"," Charbon","Kohle","石炭"," 석탄","Carvão","уголь","Carbón"," Coal","煤核","","M","F","","","M","MS","M","",""
3230,2,"Agony","[1309,0]","[1000,0]",1571515078," Agony"," Agonie","Qual","苦痛"," 고뇌","Agonia","агония","Agonía"," Agony","苦痛","","F","F","","","M","FS","F","",""
3231,2,"Surge","[1308,0]","[1000,0]",2967727333," Surge"," Surtension","Woge","急流"," 쇄도","Surto","всплеск","Ola"," Surge","奔湧","","F","F","","","M","MS","F","",""
3232,2,"Discharge","[1308,0]","[1000,0]",2057138425," Discharge"," Décharge","Entladung","放電"," 방출","Descarga","разряд","Descarga"," Discharge","釋放","","F","F","","","M","MS","F","",""
3233,2,"Thought","[1308,0]","[1000,0]",1110959865," Thought"," Pensée","Gedanke","思考"," 생각","Pensamento","мысль","Pensamiento"," Thought","思緒","","F","M","","","M","FS","M","",""
3234,2,"Impulse","[1308,0]","[1000,0]",3239023914," Impulse"," Impulsion","Impuls","衝動"," 충동","Impulso","импульс","Impulso"," Impulse","衝動","","F","M","","","M","MS","M","",""
3235,2,"Spark","[1308,0]","[1000,0]",3997156765," Spark"," Étincelle","Funke","火花"," 전기불꽃","Centelha","искра","Chispa"," Spark","火花","","F","M","","","M","FS","F","",""
3236,2,"Epiphany","[1308,0]","[1000,0]",3966130072," Epiphany"," Fulguration","Erleuchtung","閃き"," 깨달음","Epifania","прозрение","Epifanía"," Epiphany","靈光","","F","F","","","M","NS","F","",""
3237,2,"Slave","[1308,0]","[1000,0]",1532123903," Slave"," Esclave","Sklave","奴隷"," 노예","Escravo","раб","Esclavo"," Slave","奴役","","M","M","","","M","MS","M","",""
3238,2,"Curiousity","[1308,0]","[1000,0]",3800351118," Curiousity"," Curiosité","Neugier","好奇心"," 호기심","Curiosidade","пытливость","Curiosidad"," Curiousity","好奇","","F","F","","","M","FS","F","",""
3239,2,"Envy","[1308,0]","[1000,0]",3224556291," Envy"," Convoitise","Neid","嫉妬"," 선망","Inveja","зависть","Envidia"," Envy","妒念","","F","M","","","M","FS","F","",""
3240,2,"Repose","[1310,0]","[1000,0]",1512654329," Repose"," Repos","Rast","休息"," 휴식","Repouso","покой","Reposo"," Repose","安眠","","M","F","","","M","MS","M","",""
3241,2,"Undeath","[1310,0]","[1000,0]",2741786363," Undeath"," Non-mort","Untod","不死"," 불사","Morte-viva","несмертие","Muerte"," Undeath","不死","","F","M","","","M","NS","M","",""
3242,2,"Dormancy","[1310,0]","[1000,0]",434002209," Dormancy"," Dormance","Ruhezustand","休眠"," 휴면","Adormecimento","дремота","Inactividad"," Dormancy","蟄伏","","F","M","","","M","FS","F","",""
3243,2,"Inertia","[1310,0]","[1000,0]",616650714," Inertia"," Inertie","Unbeweglichkeit","慣性"," 관성","Inércia","неподвижность","Inercia"," Inertia","惰性","","F","F","","","M","FS","F","",""
3244,2,"Trance","[1310,0]","[1000,0]",2122300316," Trance"," Transe","Trance","トランス"," 무아지경","Transe","транс","Trance"," Trance","恍惚","","F","F","","","M","MS","M","",""
3245,2,"Coma","[1310,0]","[1000,0]",971558268," Coma"," Coma","Koma","昏睡"," 코마","Coma","кома","Coma"," Coma","昏厥","","M","N","","","M","FS","F","",""
3246,2,"Sumbersion","[1310,0]","[1000,0]",739188596," Submersion"," Submersion ","Versunkenheit","沈没"," 침잠","Submersão","погружение","Sumersión"," Submersion","沉溺","","F","F","","","M","NS","M","",""
3247,2,"Isolation","[1310,0]","[1000,0]",2435850795," Isolation"," Isolement","Isolation","孤立"," 고립","Isolamento","отчуждение","Aislamiento"," Isolation","孤寂","","M","F","","","M","NS","M","",""
3248,2,"Prison","[1310,0]","[1000,0]",2752867353," Prison"," Prison","Gefängnis","牢獄"," 수용소","Prisão","тюрьма","Prisión"," Prison","囚牢","","F","N","","","M","FS","F","",""
3249,2,"Cage","[1310,0]","[1000,0]",3100509398," Cage"," Cage","Käfig","檻"," 창살","Jaula","клетка","Jaula"," Cage","籠鎖","","F","M","","","M","FS","F","",""
3250,2,"Trap","[1310,0]","[1000,0]",2046948390," Trap"," Piège","Falle","罠"," 덫","Armadilha","ловушка","Trampa"," Trap","陷阱","","M","F","","","M","FS","F","",""
3251,2,"Eternity","[1310,0]","[1000,0]",884583553," Eternity"," Éternité","Ewigkeit","永遠"," 영원의","Eternidade","вечность","Eternidad"," Eternity","永劫","","F","F","","","M","FS","F","",""
3252,2,"Confinement","[1310,0]","[1000,0]",1650951051," Confinement"," Confinement","Einschränkung","幽閉"," 감금","Confinamento","заточение","Confinamiento"," Confinement","禁錮","","M","F","","","M","NS","M","",""
3253,1,"Unburdened","[1307,0]","[1000,0]",2738769793,"Unburdened","<if:MS>{ soulagé}<elif:FS>{ soulagée}<elif:MP>{ soulagés}<elif:FP>{ soulagées}","<if:MS>{Unbeschwerter }<elif:FS>{Unbeschwerte }<elif:NS>{Unbeschwertes }<elif:MP>{Unbeschwerte }<elif:FP>{Unbeschwerte }<elif:NP>{Unbeschwerte }","荷を捨てた","내려놓은","<if:MS>{Aliviado}<elif:FS>{Aliviada}","<if:MS>{Необременённый}<elif:FS>{Необременённая}<elif:NS>{Необременённое}<elif:MP>{Необременённые}<elif:FP>{Необременённые}<elif:NP>{Необременённые}","<if:MS>{aliviado}<elif:FS>{aliviada}<elif:MP>{aliviados}<elif:FP>{aliviadas}","Unburdened","解脫","","","","","","","","","",""
3254,1,"Pulsating","[1307,0]","[1000,0]",3699476060,"Pulsating","<if:MS>{ palpitant}<elif:FS>{ palpitante}<elif:MP>{ palpitants}<elif:FP>{ palpitantes}","<if:MS>{Pulsierender }<elif:FS>{Pulsierende }<elif:NS>{Pulsierendes }<elif:MP>{Pulsierende }<elif:FP>{Pulsierende }<elif:NP>{Pulsierende }","脈打つ","고동치는","<if:MS>{Pulsante}<elif:FS>{Pulsante}","<if:MS>{Пульсирующий}<elif:FS>{Пульсирующая}<elif:NS>{Пульсирующее}<elif:MP>{Пульсирующие}<elif:FP>{Пульсирующие}<elif:NP>{Пульсирующие}","<if:MS>{palpitante}<elif:FS>{palpitante}<elif:MP>{palpitantes}<elif:FP>{palpitantes}","Pulsating","脈動","","","","","","","","","",""
3255,1,"Quivering","[1307,0]","[1000,0]",3078600915,"Quivering","<if:MS>{ frémissant}<elif:FS>{ frémissante}<elif:MP>{ frémissants}<elif:FP>{ frémissantes}","<if:MS>{Zitternder }<elif:FS>{Zitternde }<elif:NS>{Zitterndes }<elif:MP>{Zitternde }<elif:FP>{Zitternde }<elif:NP>{Zitternde }","揺れる","전율하는","<if:MS>{Afastamento}<elif:FS>{Afastamento}","<if:MS>{Дрожащий}<elif:FS>{Дрожащая}<elif:NS>{Дрожащее}<elif:MP>{Дрожащие}<elif:FP>{Дрожащие}<elif:NP>{Дрожащие}","<if:MS>{trémulo}<elif:FS>{trémula}<elif:MP>{trémulos}<elif:FP>{trémulas}","Quivering","顫抖","","","","","","","","","",""
3256,1,"Trembling","[1307,0]","[1000,0]",2537871721,"Trembling","<if:MS>{ tremblant}<elif:FS>{ tremblante}<elif:MP>{ tremblants}<elif:FP>{ tremblantes}","<if:MS>{Erzitternder }<elif:FS>{Erzitternde }<elif:NS>{Erzitterndes }<elif:MP>{Erzitternde }<elif:FP>{Erzitternde }<elif:NP>{Erzitternde }","震える","떠는","<if:MS>{Tremulação}<elif:FS>{Tremulação}","<if:MS>{Трясущийся}<elif:FS>{Трясущаяся}<elif:NS>{Трясущееся}<elif:MP>{Трясущиеся}<elif:FP>{Трясущиеся}<elif:NP>{Трясущиеся}","<if:MS>{tembloroso}<elif:FS>{temblorosa}<elif:MP>{temblorosos}<elif:FP>{temblorosas}","Trembling","戰慄","","","","","","","","","",""
3257,1,"Aching","[1307,0]","[1000,0]",1252156528,"Aching","<if:MS>{ déchirant}<elif:FS>{ déchirante}<elif:MP>{ déchirants}<elif:FP>{ déchirantes}","<if:MS>{Schmerzender }<elif:FS>{Schmerzende }<elif:NS>{Schmerzendes }<elif:MP>{Schmerzende }<elif:FP>{Schmerzende }<elif:NP>{Schmerzende }","痛む","아픈","<if:MS>{Dolorido}<elif:FS>{Dolorida}","<if:MS>{Томящийся}<elif:FS>{Томящаяся}<elif:NS>{Томящееся}<elif:MP>{Томящиеся}<elif:FP>{Томящиеся}<elif:NP>{Томящиеся}","<if:MS>{doliente}<elif:FS>{doliente}<elif:MP>{dolientes}<elif:FP>{dolientes}","Aching","隱痛","","","","","","","","","",""
3258,1,"Tender","[1307,0]","[1000,0]",3897086824,"Tender","<if:MS>{ tendre}<elif:FS>{ tendre}<elif:MP>{ tendres}<elif:FP>{ tendres}","<if:MS>{Zärtlicher }<elif:FS>{Zärtliche }<elif:NS>{Zärtliches }<elif:MP>{Zärtliche }<elif:FP>{Zärtliche }<elif:NP>{Zärtliche }","か弱い","부드러운","<if:MS>{Gentil}<elif:FS>{Gentil}","<if:MS>{Ласковый}<elif:FS>{Ласковая}<elif:NS>{Ласковое}<elif:MP>{Ласковые}<elif:FP>{Ласковые}<elif:NP>{Ласковые}","<if:MS>{tierno}<elif:FS>{tierna}<elif:MP>{tiernos}<elif:FP>{tiernas}","Tender","柔軟","","","","","","","","","",""
3259,1,"Amorous","[1307,0]","[1000,0]",1386971454,"Amorous","<if:MS>{ amoureux}<elif:FS>{ amoureuse}<elif:MP>{ amoureux}<elif:FP>{ amoureuses}","<if:MS>{Amouröser }<elif:FS>{Amouröse }<elif:NS>{Amouröses }<elif:MP>{Amouröse }<elif:FP>{Amouröse }<elif:NP>{Amouröse }","艶めかしい","연모하는","<if:MS>{Amoroso}<elif:FS>{Amorosa}","<if:MS>{Любовный}<elif:FS>{Любовная}<elif:NS>{Любовное}<elif:MP>{Любовные}<elif:FP>{Любовные}<elif:NP>{Любовные}","<if:MS>{amoroso}<elif:FS>{amorosa}<elif:MP>{amorosos}<elif:FP>{amorosas}","Amorous","情慾","","","","","","","","","",""
3260,1,"Infinite","[1307,0]","[1000,0]",2880480640,"Infinite","<if:MS>{ infini}<elif:FS>{ infinie}<elif:MP>{ infinis}<elif:FP>{ infinies}","<if:MS>{Unendlicher }<elif:FS>{Unendliche }<elif:NS>{Unendliches }<elif:MP>{Unendliche }<elif:FP>{Unendliche }<elif:NP>{Unendliche }","無限の","무한","<if:MS>{Infinito}<elif:FS>{Infinita}","<if:MS>{Бесконечный}<elif:FS>{Бесконечная}<elif:NS>{Бесконечное}<elif:MP>{Бесконечные}<elif:FP>{Бесконечные}<elif:NP>{Бесконечные}","<if:MS>{infinito}<elif:FS>{infinita}<elif:MP>{infinitos}<elif:FP>{infinitas}","Infinite","無盡","","","","","","","","","",""
3261,1,"Flesh","[1307,0]","[1000,0]",4067369613,"Flesh","<if:MS>{ charnel}<elif:FS>{ charnelle}<elif:MP>{ charnels}<elif:FP>{ charnelles}","<if:MS>{Fleischiger }<elif:FS>{Fleischige }<elif:NS>{Fleischiges }<elif:MP>{Fleischige }<elif:FP>{Fleischige }<elif:NP>{Fleischige }","肉体の","살점","<if:MS>{Carne}<elif:FS>{Carne}","<if:MS>{Плотский}<elif:FS>{Плотская}<elif:NS>{Плотское}<elif:MP>{Плотские}<elif:FP>{Плотские}<elif:NP>{Плотские}","<if:MS>{carnoso}<elif:FS>{carnosa}<elif:MP>{carnosos}<elif:FP>{carnosas}","Flesh","血肉","","","","","","","","","",""
3262,2,"Mother","[1307,0]","[1000,0]",1220939050," Mother"," Mère","Mutter","母"," 어머니","Mãe","носитель","Madre"," Mother","母祀","","F","F","","","M","MS","F","",""
3263,2,"Womb","[1307,0]","[1000,0]",1480150075," Womb"," Utérus","Leib","胎"," 태내","Ventre","утроба","Vientre"," Womb","子宮","","M","M","","","M","FS","M","",""
3264,2,"Trail","[1307,57,0]","[1000,1000,0]",998811386," Trail"," Traînée","Fährte","痕跡"," 발자취","Trilha","след","Huella"," Trail","痕跡","","F","F","","","M","MS","F","",""
3265,2,"Dust","[1307,0]","[1000,0]",775607264," Dust"," Poussière","Staub","塵"," 먼지","Pó","прах","Polvo"," Dust","塵末","","F","M","","","M","MS","M","",""
3266,2,"Vow","[1307,0]","[1000,0]",2503868273," Vow"," Vœu","Gelöbnis","誓い"," 맹세","Juramento","обет","Voto"," Vow","誓約","","M","N","","","M","MS","M","",""
3267,2,"Pursuit","[1307,0]","[1000,0]",3152663342," Pursuit"," Poursuite","Verfolgung","追跡"," 추격","Busca","погоня","Persecución"," Pursuit","追獵","","F","F","","","M","FS","F","",""
3268,2,"Anticipation","[1307,0]","[1000,0]",1403028202," Anticipation"," Anticipation","Erwartung","期待"," 기대","Antecipação","предвкушение","Expectativa"," Anticipation","渴望","","F","F","","","M","NS","F","",""
3269,2,"Surrender","[1307,0]","[1000,0]",3454723293," Surrender"," Reddition","Kapitulation","降伏"," 항복","Rendição","подчинение","Rendición"," Surrender","臣服","","F","F","","","M","NS","F","",""
3270,2,"Kiss","[1307,0]","[1000,0]",1826291900," Kiss"," Baiser","Kuss","口づけ"," 입맞춤","Beijo","поцелуй","Beso"," Kiss","親吻","","M","M","","","M","MS","M","",""
3271,2,"Embrace","[1307,0]","[1000,0]",3070573074," Embrace"," Enlacement","Umarmung","抱擁"," 품","Abraço","объятие","Abrazo"," Embrace","擁抱","","M","F","","","M","NS","M","",""
3272,2,"Desire","[1307,0]","[1000,0]",4195606018," Desire"," Désir","Verlangen","願望"," 갈망","Desejo","страсть","Deseo"," Desire","欲念","","M","N","","","M","FS","M","",""
3273,13,"Draxia","[1195,1197,1199,1201]","[0,1000,1000,1000]",4208632994,"Draxia","Draxia","Draxia","ドラクシア","드락시아","Draxia","Драксия","Draxia","แดร็กเซีย","德拉席亞","F","F","F","F","F","F","F","F","F","F"
3274,13,"Vrek","[1195,1197,1199,1201]","[0,1000,1000,1000]",159357058,"Vrek","Vrek","Vrek","ヴレク","브레크","Vrek","Фрек","Vrek","เวร็ค","伏雷克","F","F","F","F","F","F","F","F","F","F"
3275,13,"Rika","[1195,1197,1199,1201]","[0,1000,1000,1000]",452644312,"Rika","Rika","Rika","リカ","리카","Rika","Рика","Rika","ริค่า","黎卡","F","F","F","F","F","F","F","F","F","F"
3276,13,"Tara","[1195,1197,1199,1201]","[0,1000,1000,1000]",109213975,"Tara","Tara","Tara","タラ","타라","Tara","Тара","Tara","ทาร่า","塔拉","F","F","F","F","F","F","F","F","F","F"
3277,13,"Thara","[1195,1197,1199,1201]","[0,1000,1000,1000]",3599670748,"Thara","Thara","Thara","サラ","싸라","Thara","Фара","Thara","ธาร์ร่า","泰拉","F","F","F","F","F","F","F","F","F","F"
3278,13,"Lona","[1195,1197,1199,1201]","[0,1000,1000,1000]",2431954006,"Lona","Lona","Lona","ロナ","로나","Lona","Лона","Lona","โลน่า","洛娜","F","F","F","F","F","F","F","F","F","F"
3279,13,"Vika","[1195,1197,1199,1201]","[0,1000,1000,1000]",336522872,"Vika","Vika","Vika","ヴィカ","비카","Vika","Вика","Vika","วิก้า","維卡","F","F","F","F","F","F","F","F","F","F"
3280,13,"Evra","[1195,1197,1199,1201]","[0,1000,1000,1000]",2347100510,"Evra","Évra","Evra","エヴラ","에브라","Evra","Эвра","Evra","เอฟร่า","艾弗拉","F","F","F","F","F","F","F","F","F","F"
3281,13,"Mysra","[1195,1197,1199,1201]","[0,1000,1000,1000]",2043948304,"Mysra","Mysra","Mysra","ミスラ","미스라","Mysra","Мизра","Mysra","มิสร่า","米斯拉","F","F","F","F","F","F","F","F","F","F"
3282,13,"Trartha","[1195,1197,1199,1201]","[0,1000,1000,1000]",2832614176,"Trartha","Trartha","Trartha","トラルサ","트라타","Trartha","Тератна","Trartha","ทาร์ท่า","特拉妲","F","F","F","F","F","F","F","F","F","F"
3283,13,"Secha","[1195,1197,1199,1201]","[0,1000,1000,1000]",3033690158,"Secha","Sécha","Secha","セチャ","세카","Secha","Сеха","Secha","เซช่า","塞恰","F","F","F","F","F","F","F","F","F","F"
3284,13,"Nia","[1195,1197,1199,1201]","[0,1000,1000,1000]",4032237670,"Nia","Nia","Nia","ニア","니아","Nia","Ниа","Nia","เนีย","尼亞","F","F","F","F","F","F","F","F","F","F"
3285,13,"Missana","[1195,1197,1199,1201]","[0,1000,1000,1000]",3115992350,"Missana","Missana","Missana","ミサーナ","미사나","Missana","Миссана","Missana","มิซซาน่า","米薩娜","F","F","F","F","F","F","F","F","F","F"
3286,13,"Talia","[1195,1197,1199,1201]","[0,1000,1000,1000]",464347627,"Talia","Talia","Talia","タリア","탈리아","Talia","Талия","Talia","ทาเลีย","塔莉亞","F","F","F","F","F","F","F","F","F","F"
3287,13,"Graya","[1195,1197,1199,1201]","[0,1000,1000,1000]",854980797,"Graya","Graya","Graya","グレヤ","그레야","Graya","Грайя","Graya","กราย่า","葛拉亞","F","F","F","F","F","F","F","F","F","F"
3288,13,"Elia","[1195,1197,1199,1201]","[0,1000,1000,1000]",3599838935,"Elia","Élia","Elia","エリア","엘리아","Elia","Элайя","Elia","เอเลีย","艾莉亞","F","F","F","F","F","F","F","F","F","F"
3289,13,"Trotha","[1195,1197,1199,1201]","[0,1000,1000,1000]",1377152428,"Trotha","Trotha","Trotha","トロサ","트로타","Trotha","Трота","Trotha","โทร์ท่า","特羅妲","F","F","F","F","F","F","F","F","F","F"
3290,13,"Wira","[1195,1197,1199,1201]","[0,1000,1000,1000]",64707600,"Wira","Wira","Wira","ウィラ","와이라","Wira","Уайра","Wira","วิร่า","維拉","F","F","F","F","F","F","F","F","F","F"
3291,13,"Lotha","[1195,1197,1199,1201]","[0,1000,1000,1000]",3248437617,"Lotha","Lotha","Lotha","ロサ","로타","Lotha","Лота","Lotha","โลธ่า","洛妲","F","F","F","F","F","F","F","F","F","F"
3292,13,"Reva","[1195,1197,1199,1201]","[0,1000,1000,1000]",3940816516,"Reva","Réva","Reva","リヴァ","레바","Reva","Рева","Reva","เรว่า","雷瓦","F","F","F","F","F","F","F","F","F","F"
3293,14,", the Anxious","[1195,1197,1199,1201]","[0,1000,1000,1000]",2250853095,", the Anxious",", l'Anxieuse",", die Ängstliche","不安な","- 불안한 자",", a Ansiosa",", Тревожная",", la Ansiosa"," ผู้กระวนกระวาย","．焦慮者","","F","F","","","F","FS","F","",""
3294,14,", the Misanthrope","[1195,1197,1199,1201]","[0,1000,1000,1000]",1147359661,", the Misanthrope",", la Misanthrope",", die Menschenhasserin","人間嫌いの","- 인간 혐오자",", a Misantropa",", Мизантроп",", la Misántropa"," ผู้เกลียดมนุษย์","．厭世者","","F","F","","","F","FS","F","",""
3295,14,", the Skeptic","[1195,1197,1199,1201]","[0,1000,1000,1000]",2250249811,", the Skeptic",", la Sceptique",", die Skeptikerin","懐疑主義の","- 회의주의자",", a Cética",", Скептичная",", la Escéptica"," ผู้กังขา","．猜疑者","","F","F","","","F","FS","F","",""
3296,14,", the Cynic","[1195,1197,1199,1201]","[0,1000,1000,1000]",2335217619,", the Cynic",", la Cynique",", die Zynikerin","皮肉屋の","- 냉소적인 자",", a Cínica",", Циничная",", la Cínica"," ผู้มองโลกในแง่ร้าย","．憤世者","","F","F","","","F","FS","F","",""
3297,14,", the Recluse","[1195,1197,1199,1201]","[0,1000,1000,1000]",3081501356,", the Recluse",", la Recluse",", die Einsiedlerin","世捨て人の","- 은자",", a Reclusa",", Отшельница",", la Reclusa"," ผู้ใฝ่สันโดษ","．隱士","","F","F","","","F","FS","F","",""
3298,14,", the Sardonic","[1195,1197,1199,1201]","[0,1000,1000,1000]",3942159566,", the Sardonic",", la Sardonique",", die Sardonische","嘲る","- 조롱하는 자",", a Sardônica",", Язвительная",", la Sardónica"," ผู้เย้ยหยัน","．輕蔑者","","F","F","","","F","FS","F","",""
3299,14,", the Hateful","[1195,1197,1199,1201]","[0,1000,1000,1000]",2397806620,", the Hateful",", la Haineuse",", die Hasserfüllte","憎しみ深い","- 증오에 찬 자",", a Odiosa",", Ненавидящая",", la Odiosa"," ผู้เกลียดชัง","．憎恨者","","F","F","","","F","FS","F","",""
3300,14,", the Bitter","[1195,1197,1199,1201]","[0,1000,1000,1000]",820861363,", the Bitter",", l'Aigrie",", die Verbitterte","根に持つ","- 씁쓸한 자",", a Amarga",", Озлобленная",", la Resentida"," ผู้ขมขื่น","．幽怨者","","F","F","","","F","FS","F","",""
3301,14,", the Distrustful","[1195,1197,1199,1201]","[0,1000,1000,1000]",4285947477,", the Distrustful",", la Méfiante",", die Misstrauische","疑い深い","- 불신하는 자",", a Desconfiada",", Мнительная",", la Desconfiada"," ผู้คลางแคลงใจ","．不信任者","","F","F","","","F","FS","F","",""
3302,14,", the Abrasive","[1195,1197,1199,1201]","[0,1000,1000,1000]",781655422,", the Abrasive",", l'Aggressive",", die Abscheuliche","不愉快な","- 까칠한 자",", a Abrasiva",", Грубиянка",", la Desagradable"," ผู้ยั่วโมโห","．令人不悅者","","F","F","","","F","FS","F","",""
3303,14,", the Withdrawn","[1195,1197,1199,1201]","[0,1000,1000,1000]",2708217369,", the Withdrawn",", la Retirée",", die Zurückgezogene","引っ込み思案の","- 내성적인 자",", a Retraída",", Замкнутая",", la Retraída"," ผู้เก็บตัว","．孤僻者","","F","F","","","F","FS","F","",""
3304,14,", the Reluctant","[1195,1197,1199,1201]","[0,1000,1000,1000]",2698374062,", the Reluctant",", la Réticente",", die Zögerliche","躊躇う","- 의욕 없는 자",", a Relutante",", Несговорчивая",", la Reticente"," ผู้ไม่เต็มใจ","．不情願者","","F","F","","","F","FS","F","",""
3305,14,", the Unmoved","[1195,1197,1199,1201]","[0,1000,1000,1000]",1510423122,", the Unmoved",", l'Insensible",", die Unbewegte","動じぬ","- 무감각한 자",", a Impassível",", Равнодушная",", la Indiferente"," ผู้ไม่สะทกสะท้าน","．頑固者","","F","F","","","F","FS","F","",""
3306,14,"Thork","[1195,1197,1199,1201]","[0,1000,1000,1000]",559585503," Thork"," Thork"," Thork","ソーク・"," 토크"," Thork"," Торк"," Thork"," ธอร์ค","托克","","F","F","","","F","FS","F","",""
3307,14,"Felk","[1195,1197,1199,1201]","[0,1000,1000,1000]",793055585," Felk"," Felk"," Felk","フェルク・"," 펠크"," Felk"," Фелк"," Felk"," เฟลค์","費爾克","","F","F","","","F","FS","F","",""
3308,14,"Wiltor","[1195,1197,1199,1201]","[0,1000,1000,1000]",1994169859," Wiltor"," Wiltor"," Wiltor","ウィルター・"," 윌터"," Wiltor"," Уилтор"," Wiltor"," วิลทอร์","維爾托","","F","F","","","F","FS","F","",""
3309,14,"Dezdor","[1195,1197,1199,1201]","[0,1000,1000,1000]",1794554080," Dezdor"," Dezdor"," Dezdor","デズドル・"," 데즈도어"," Dezdor"," Дездор"," Dezdor"," เดสดอร์","德茲多","","F","F","","","F","FS","F","",""
3310,14,"Mathon","[1195,1197,1199,1201]","[0,1000,1000,1000]",779493184," Mathon"," Mathon"," Mathon","マソン・"," 마톤"," Mathon"," Махон"," Mathon"," มาธ่อน","馬隆","","F","F","","","F","FS","F","",""
3311,14,"Driltor","[1195,1197,1199,1201]","[0,1000,1000,1000]",1193349972," Driltor"," Driltor"," Driltor","ドリルター・"," 드릴터"," Driltor"," Дрилтор"," Driltor"," ดริลทอร์","德里托","","F","F","","","F","FS","F","",""
3312,14,"Scrule","[1195,1197,1199,1201]","[0,1000,1000,1000]",3226097789," Scrule"," Scrule"," Scrule","スクルール・"," 스크룰"," Scrule"," Скрул"," Scrule"," สครูล์","斯庫爾","","F","F","","","F","FS","F","",""
3313,14,"Scrile","[1195,1197,1199,1201]","[0,1000,1000,1000]",2667192565," Scrile"," Scrile"," Scrile","スクライル・"," 스크릴"," Scrile"," Скрайл"," Scrile"," สไครล์","斯克里爾","","F","F","","","F","FS","F","",""
3314,14,"Druon","[1195,1197,1199,1201]","[0,1000,1000,1000]",3013461844," Druon"," Druon"," Druon","ドゥルオン・"," 드루온"," Druon"," Друон"," Druon"," ดรูออน","德盧恩","","F","F","","","F","FS","F","",""
3315,14,"Drual","[1195,1197,1199,1201]","[0,1000,1000,1000]",2884698644," Drual"," Drual"," Drual","ドゥルアル・"," 드루알"," Drual"," Друал"," Drual"," ดรูออล","杜盧爾","","F","F","","","F","FS","F","",""
3316,14,"Trothin","[1195,1197,1199,1201]","[0,1000,1000,1000]",1555394390," Trothin"," Trothin"," Trothin","トロシン・"," 트로틴"," Trothin"," Трофин"," Trothin"," โธรธิน","托林","","F","F","","","F","FS","F","",""
3317,13,"Rell","[1195,1204,1206,1208]","[0,1000,1000,1000]",1057182599,"Rell","Rell","Rell","レル","렐","Rell","Релл","Rell","เรลล์","瑞爾","F","F","F","F","F","F","F","F","F","F"
3318,13,"Krell","[1195,1204,1206,1208]","[0,1000,1000,1000]",1028337554,"Krell","Krell","Krell","クレル","크렐","Krell","Крелл","Krell","เครล","克瑞爾","F","F","F","F","F","F","F","F","F","F"
3319,13,"Gratha","[1195,1204,1206,1208]","[0,1000,1000,1000]",3313037207,"Gratha","Gratha","Gratha","グラサ","그라타","Gratha","Грата","Gratha","กราธ่า","格拉薩","F","F","F","F","F","F","F","F","F","F"
3320,13,"Cynia","[1195,1204,1206,1208]","[0,1000,1000,1000]",3998423488,"Cynia","Cynia","Cynia","シニア","시니아","Cynia","Циния","Cynia","ซีเนีย","西妮亞","F","F","F","F","F","F","F","F","F","F"
3321,13,"Vena","[1195,1204,1206,1208]","[0,1000,1000,1000]",1779826521,"Vena","Véna","Vena","ヴィーナ","베나","Vena","Вена","Vena","เวน่า","維娜","F","F","F","F","F","F","F","F","F","F"
3322,13,"Syla","[1195,1204,1206,1208]","[0,1000,1000,1000]",744108270,"Syla","Syla","Syla","サイラ","사일라","Syla","Сайла","Syla","ไซล่า","席拉","F","F","F","F","F","F","F","F","F","F"
3323,13,"Slythia","[1195,1204,1206,1208]","[0,1000,1000,1000]",1305759927,"Slythia","Slythia","Slythia","スリシア","슬리시아","Slythia","Слития","Slythia","สลีเธีย","絲萊緹亞","F","F","F","F","F","F","F","F","F","F"
3324,13,"Mara","[1195,1204,1206,1208]","[0,1000,1000,1000]",3048605669,"Mara","Mara","Mara","マラ","마라","Mara","Мара","Mara","มาร่า","瑪拉","F","F","F","F","F","F","F","F","F","F"
3325,13,"Ven'zi","[1195,1204,1206,1208]","[0,1000,1000,1000]",1156768469,"Ven'zi","Ven'zi","Ven'zi","ヴェンズィー","벤지","Ven'zi","Вен'зи","Ven'zi","เวน'ซี่","文茲","F","F","F","F","F","F","F","F","F","F"
3326,13,"Krevia","[1195,1204,1206,1208]","[0,1000,1000,1000]",2788375568,"Krevia","Krévia","Krevia","クレヴィア","크레비아","Krevia","Кревия","Krevia","ครีเวีย","克雷維亞","F","F","F","F","F","F","F","F","F","F"
3327,13,"Naktha","[1195,1204,1206,1208]","[0,1000,1000,1000]",3337760292,"Naktha","Naktha","Naktha","ナクサ","낙타","Naktha","Накта","Naktha","นาคธ่า","納克妲","F","F","F","F","F","F","F","F","F","F"
