"rownum","Id","Name","GrantedEffect","SupportText","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]","AdditionalGrantedEffects","bool","bool","[i32]","i32"
616,"AmbrosiaSupport","",611,"Supports Skills you use yourself which Damage enemies with [HitDamage|Hits]. Supported Skills consume a percentage of your maximum Mana [Flask] charges, [Gain|Gaining] a percentage of Damage as extra [Lightning] Damage per Mana [Flask] charge consumed.","",[16],"",3,[],[],"","",[],-1
617,"DomainSupport","",612,"Supports Skills which create Ground Surfaces, causing created Surfaces to only end when their duration expires.","",[16],"",3,[],[],"","",[],-1
618,"FigureheadSupport","",613,"Supports Skills that generate [Remnant|Remnants], causing those [Remnant|Remnants] to affect [Allies] in your [Presence] when collected instead of you.","","[16,55]","",3,[],[],"","",[],-1
619,"InterludeSupport","",614,"Supports Skills that generate [Remnant|Remnants], causing effects of those [Remnant|Remnants] to be more powerful, but at the cost of a delay.","","[16,55]","",3,[],[],"","",[],-1
620,"ReverberateSupport","",615,"Supports [Slam] Skills. Supported Skills have increased chance to cause [Aftershock|Aftershocks] the longer their [Attack] time.","","[16,13,7,35]","",3,[],[],"","",[],-1
621,"ClashSupport","",616,"Supports [Melee] [Attack] Skills. Supported Skills deal more Damage while you have a lower percentage of your Life remaining than the target struck, but less Damage when the reverse is true.","","[16,13,7]","",3,[],[],"","",[],-1
622,"MaladySupport","",617,"Supports Skills which can cause Damaging [HitDamage|Hits], causing base chance to inflict [Bleeding|Bleed] with Supported Skills to instead apply to base chance to [Poison], and causing base chance to [Poison] to instead apply to [Bleeding|Bleed].","",[16],"",3,[],[],"","",[],-1
623,"DazzleSupport","",618,"Supports [Attack] Skills. Supported Skills always hit [Daze|Dazed] Enemies, but [Consume] [Daze] on [HitDamage|Hit], and cannot themselves inflict [Daze].","","[16,13]","",3,[],[],"","",[],-1
624,"SyzygySupport","",619,"Supports [Slam] Skills you use yourself. [HitDamage|Hits] from Supported Skills are considered [CrushingBlow|Crushing Blows] against Enemies which are both [Ignite|Ignited] and [ArmourBreak|Fully Armour Broken]. [HitDamage|Hits] with Supported Skills that [HeavyStun|Heavily Stun] [Ignite|Ignited] and [ArmourBreak|Fully Armour Broken] Enemies will [Intimidate] them.","","[16,13,7,35,0]","",3,[],[],"","",[],-1
625,"UnyieldingSupport","",620,"Supports [Melee] [Attack] Skills you use yourself. While using Supported Skills, a percentage of Damage taken is [Recoup|Recouped] as Life, with the percentage scaling higher the longer the [Attack] time of the Supported Skill. Cannot Support [Channelling] Skills.","","[16,13,7]","",3,[],[],"","",[],-1
626,"DesperationSupport","",621,"Supports [Melee] [Attack] Skills you use yourself. Insufficient Mana doesn't prevent Supported Skills from being used while [Surrounded].","","[16,13,7]","",3,[],[],"","",[],-1
627,"OverextendSupport","",622,"Supports [Attack] Skills you use yourself. Supported Skills deal more Damage with [Critical|Critical Hits], but [Critical|Critically Hitting] an Enemy with them will [Daze] you for a short time.","","[16,13,38]","",3,[],[],"","",[],-1
628,"ExcoriateSupport","",623,"Supports [Melee] [Attack] Skills. Supported Skills deal more [Melee] Damage for each [ElementalAilments|Elemental Ailment] on Enemies they hit, but cannot themselves inflict [ElementalAilments|Elemental Ailments].","","[16,13,7]","",3,[],[],"","",[],-1
629,"UnbendingSupport","",624,"Supports [Spell] Skills you use yourself. While using Supported Skills, a percentage of Damage taken is [Recoup|Recouped] as Mana, with the percentage scaling higher the longer the Cast time of the Supported Skill. Cannot Support [Channelling] Skills.","","[16,4]","",3,[],[],"","",[],-1
630,"RetreatSupport","",625,"Supports Skills which create [Projectile|Projectiles]. Supported Skills deal more damage with [Projectile|Projectiles] if you have struck with a [Melee] [HitDamage|Hit] in the last eight seconds, but cannot themselves deal [Melee] Damage.","","[16,5]","",3,[],[],"","",[],-1
631,"PursuitSupport","",626,"Supports [Melee] [Attack|Attacks]. Supported Skills deal more [Melee] damage if you have struck with a [Projectile] [Attack] [HitDamage|Hit] in the last eight seconds, but cannot themselves deal [Projectile] Damage.","","[16,13,7]","",3,[],[],"","",[],-1
632,"ReachSupport","",627,"Supports [Attack] Skills which deal Damage in an Area. Supported Skills have significantly increased Area of Effect, but are less [Accuracy|Accurate] against nearby targets.","","[16,13,14]","",3,[],[],"","",[],-1
633,"CommiserateSupport","",628,"Supports Skills you use yourself which can cause Damaging [HitDamage|Hits]. Supported Skills inflict more powerful [Ailments] if you are afflicted with those [Ailments] when you inflict them, while also removing from you any [Ailments|Ailment] that they inflict.","",[16],"",3,[],[],"","",[],-1
634,"BlindsideSupport","",629,"Supports Skills which can cause Damaging [HitDamage|Hits]. Supported Skills are more likely to [Critical|Critically Hit] [Blind|Blinded] Enemies, and deal more Damage with [Critical|Critical Hits] against [Blind|Blinded] Enemies, but cannot themselves inflict [Blind].","","[16,38]","",3,[],[],"","",[],-1
635,"HitAndRunSupport","",630,"Supports [Attack] Skills you use yourself which do not have already have some [Conditional|Condition] for use. Supported Skills can only be used after you have moved a certain distance, but have massively increased [SkillSpeed|Skill Speed]. Cannot support Skills which have a Cooldown or that are [Trigger|Triggered].","","[16,13,57]","",3,[],[],"","",[],-1
636,"ManaforgedShots","",231,"","","[10,24,48,49,42]","",3,[],[242],1,"",[],-1
637,"CracklingBarrierSupport","",631,"Supports [Channelling] Skills. While [Channelling] Supported Skills, you gain [Lightning] [Thorns] based off of your maximum Mana.","","[16,2,28]","",3,[],[],"","",[],-1
638,"DefySupport","",632,"Supports [Attack] Skills you use yourself. [HitDamage|Hit] Damage from Supported Skills is [Lucky] if you are [Surrounded].","","[16,13]","",3,[],[],"","",[],-1
639,"VolatilitySupport","",633,"Supports Skills you use yourself which can cause Damaging [HitDamage|Hits]. Supported Skills grant [Volatility] on [Critical|Critical Hit].","","[16,30,3,38]","",3,[],[],"","",[],-1
640,"MusterSupport","",634,"Supports Skills which summon [Minion|Minions]. Supported [Minion|Minions] deal more Damage the more different kinds of [Persistent] [Minion|Minions] you have summoned.","","[16,8]","",3,[],[],"","",[],-1
641,"EnormitySupport","",635,"Supports Skills which summon [Persistent] [Minion|Minions]. Supported [Minion|Minions] are larger, have more Life, and deal more Damage, but cost significantly more [Spirit].","","[16,8,49]","",3,[],[],"","",[],-1
642,"CaltropsSupport","",636,"Supports Ranged [Spear] [Attack|Attacks]. Supported Skills create Caltrops when [Projectile|Projectiles] they create reach the end of their flight.","","[16,24,13,14,5,25,30,15,59]","",3,[],[703],"","",[],-1
643,"HaemocrystalsSupport","",637,"Supports [Attack] Skills you use yourself which can cause Damaging [HitDamage|Hits]. Supported Skills [Consume] [Bleeding] on [HitDamage|Hit] to create explosive blood-filled crystals, but cannot themselves inflict [Bleeding].","","[16,24,13,14,30]","",3,[],[702],"","",[],-1
644,"SparSupport","",638,"Supports [Melee] [Attack] Skills. Supported Skills are more capable of [Stun|Stunning] Enemies the closer you are to being [HeavyStunPlayer|Heavily Stunned].","","[16,13,7]","",3,[],[],"","",[],-1
645,"DauntlessSupport","",639,"Supports Skills you use yourself which can cause Damaging [HitDamage|Hits]. Supported Skills cannot be used unless you have been stationary for a certain duration, but deal increasingly more damage the longer you are stationary. Cannot support Skills which have a reservation, are [Trigger|Triggered], have a cooldown or have another usage [Conditional|Condition].","","[16,57]","",3,[],[],"","",[],-1
646,"MagnetismSupport","",640,"Supports Skills which create [Remnant|Remnants], allowing those [Remnant|Remnants] to be collected from further away.","",[16],"",3,[],[],"","",[],-1
647,"AncestralCallSupport","",641,"Supports [Strike|Strikes] you use yourself, providing a powerful [AncestralBoost|Ancestral Boost] every few seconds. Cannot Support [Channelling|Channelled] Skills.","","[16,13,7,32]","",3,[],[],"","",[],-1
648,"QuillburstSupport","",642,"Supports [Melee] [Attack] Skills. Supported Skills trigger Quill Burst, which deals your [Thorns] Damage in an Area around the target struck. Quill Burst can only be triggered on [HitDamage|Hit] after you've\n[ThornsRetaliation|Retaliated with Thorns] Damage.","","[16,24,13,14,7,25,30]","",3,[],[701],"","",[],-1
649,"UnsteadyTempoSupport","",643,"Supports [Melee] [Attack] Skills you use yourself. [Attack|Attacking] with Supported Skills will cycle through various effects, with the first [Attack] in sequence inflicting [Hobble] on you. The second and third [Attack|Attacks] in sequence will powerfully scale chance to [Critical|Critically Hit] and overall damage, respectively, at which point the cycle will reset.","","[16,13,7,38]","",3,[],[],"","",[],-1
650,"VulnerableExtensionSupport","",644,"[DNT-UNUSED] Supports [Buff] Skills with a duration. Supported Skills have increased effect, but the longer they have been active the more damage the [Buff] recipient will take.","","[16,48,15]","",3,[],[],"","",[],-1
651,"AncestralAidSupport","",645,"Supports [Strike|Strikes] you use yourself. Supported Skills cannot be used until you have [Block|Blocked] a certain number of [HitDamage|Hits], but will be [AncestralBoost|Ancestrally Boosted] when used. After use, this [Block|Blocked Hit] counter will reset. Cannot Support [Channelling|Channelled] Skills or Skills which already have a [Conditional|Condition] for use.","","[16,13,7,32,57]","",3,[],[],"","",[],-1
652,"TitanicArrowsSupport","",646,"[DNT-UNUSED] Supports [Bow] [Attack|Attacks] which impact the ground, triggering stunning novas when they do.","","[16,24,14,30]","",3,[],[700],"","",[],-1
653,"ShockingLeapSupport","",647,"Supports Skills that leap into the air and deal damage, causing them to create [ShockedGround|Shocked Ground] the first time they [Critical|Critically Hit] an enemy.","","[16,14,15]","",3,[],[],"","",[],-1
654,"BarbsSupport","",648,"Supports [Melee] [Strike] Skills. Supported Skills deal your [Thorns] Damage on [HitDamage|Hit] after you've [ThornsRetaliation|Retaliated] with [Thorns] Damage.","","[16,13,7,32]","",3,[],[],"","",[],-1
655,"RimeSupport","",649,"Supports Skills which create Ground Surfaces, causing Enemies [Chill|Chilled] by those Surfaces to be more easily [Frozen], but at the cost of some [Chill] magnitude.","","[16,1]","",3,[],[],"","",[],-1
656,"ArmsLengthSupport","",650,"Supports Skills which [HitDamage|Hit] Enemies, causing [Knockback] from those [HitDamage|Hits] to be significantly more effective.","",[16],"",3,[],[],"","",[],-1
657,"CharmBountySupport","",651,"Supports any Skill that [HitDamage|Hits] Enemies, causing Enemies it kills to grant more [Charm] charges.","",[16],"",3,[],[],"","",[],-1
658,"EternalServiceSupport","",652,"[DNT-UNUSED] Supports Skills which create [Minion|Minions], allowing [Minion|Minions] from those skills to [Reviving|Revive] even if they would not normally be able to do so.","","[16,8]","",3,[],[],"","",[],-1
659,"ThornskinSupport","",653,"Supports [Persistent] [Buff] Skills, causing you to deal increased [Thorns] Damage while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
660,"MysticismSupport","",654,"Supports [Persistent] [Buff] Skills, causing you to deal increased [Spell] Damage while on full [EnergyShield|Energy Shield] while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
661,"DirestrikeSupport","",655,"Supports [Persistent] [Buff] Skills, causing you to deal increased [Attack] Damage while on [LowLife|Low Life] while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
662,"UpwellingSupport","",656,"Supports [Persistent] [Buff] Skills, causing your [Minion|Minions] to deal increased Damage while you are not on full Mana while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
663,"WarmBloodedSupport","",657,"Supports [Persistent] [Buff] Skills, causing [Freeze] applied to you to last for a shorter duration while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
664,"CoolHeadedSupport","",658,"Supports [Persistent] [Buff] Skills, causing [Ignite] applied to you to last for a shorter duration while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
665,"StrongHeartedSupport","",659,"Supports [Persistent] [Buff] Skills, causing [Shock] applied to you to last for a shorter duration while the Supported Skill is active.","","[16,48,49]","",3,[],[],1,"",[],-1
666,"UntouchableSupport","",660,"Supports [Attack] Skills you use yourself. While using Supported Skills, you gain increased [Evasion|Evasion Rating], with the increase scaling higher the longer the [Attack] time of the supported Skill. Cannot Support [Channelling] Skills.","","[16,13]","",3,[],[],"","",[],-1
667,"RefractionSupport","",661,"Supports [Banner] Skills, causing those affected by [Aura|Auras] they create to gain Refractive Plating, a [Buff] which causes [Armour] to partially apply to [ElementalDamage|Elemental Hit Damage].","","[16,48,49]","",3,[],[],1,"",[],-1
668,"GreatwoodSupport","",662,"Supports [Totem] Skills, limiting their active [Totem] count to one but granting significant benefits for supported [Totem|Totems] based on what their [Totem] [Limit] would have been without this restriction. Does not Support Skills used by [Minion|Minions].","","[16,19]","",3,[],[],"","",[],-1
669,"UnabatingSupport","",663,"Supports [Attack] Skills you use yourself. While using Supported Skills, you gain increased [Armour], with the increase scaling higher the longer the [Attack] time of the supported Skill. Cannot Support [Channelling] Skills.","","[16,13]","",3,[],[],"","",[],-1
670,"SpellbladeSupport","",664,"[DNT-UNUSED] Spellblade","",[16],"",3,[],[],"","",[],-1
671,"TimerotSupport","",665,"[DNT-UNUSED] Timerot","","[16,48]","",3,[],[],"","",[],-1
672,"PunchThroughSupport","",666,"Supports [Melee] [Attack] Skills. Supported Skills apply [EasyTargetDebuff|Easy Target] when [Knockback|Knocking Back] Enemies, causing the next [Projectile] [Attack] [HitDamage|Hit] they take to deal increased Damage.","","[16,13,7]","",3,[],[],"","",[],-1
673,"RipSupport","",667,"Supports [Melee] [Attack] Skills you use yourself. [KillingBlow|Killing Blows] with Supported Skills on [Bleeding] enemies create a Blood [Remnant]. Blood [Remnant|Remnants] increase your Life regeneration rate for a short while after being collected.","","[16,13,7,30,15,55]","",3,[],[],"","",[],-1
674,"TearSupport","",668,"Supports [Melee] [Attack|Attacks] you use yourself. On-Kill effects caused by [KillingBlow|Killing Blows] with Supported Skills on [Bleeding] enemies have a chance to occur twice.","","[16,13,7,30]","",3,[],[],"","",[],-1
675,"BrinkSupport","",669,"Supports [Melee] [Attack] Skills. Supported Skills deal more Damage against [HeavyStun|Heavily Stunned] Enemies, but cannot themselves [Stun].","","[16,13,7]","",3,[],[],"","",[],-1
676,"TirelessSupport","",670,"Supports [Warcry] Skills. [Attack|Attacks] [Empowered] by Supported Skills have a chance not to lower the [Empowered|Empowerment] count of Supported Skills when they are used.","","[16,26]","",3,[],[],"","",[],-1
677,"VolcanicEruptionSupport","",671,"Supports [Melee] [Strike] Skills you use yourself. Supported Skills trigger Volcanic Eruption on [HitDamage|Hit] against [Ignite|Ignited] Enemies.","","[16,24,13,14,7,32,5,25,0]","",3,[],[699],"","",[],-1
678,"FirstBloodSupport","",672,"Supports [Attack|Attacks]. Supported Skills are far more likely to inflict [Bleeding] on [HitDamage|Hitting] full Life Enemies.","","[16,13,30]","",3,[],[],"","",[],-1
679,"RetortSupport","",673,"Supports [Attack|Attacks] you use yourself, causing them to [Consume] the Parried [Debuff] on [HitDamage|Hit] to grant you a [Charges|Frenzy Charge]. Cannot support Skills which already [Consume] the Parried [Debuff].","","[16,13]","",3,[],[],"","",[],-1
680,"BloodInTheEyesSupport","",674,"Supports Skills that [HitDamage|Hit] Enemies, causing those [HitDamage|Hits] to [Hobble] [Bleeding] Enemies based on a portion of [Physical|Physical Damage] dealt.","","[16,30]","",3,[],[],"","",[],-1
681,"TwofoldSupport","",675,"Supports any Skill that [Consume|Consumes] [Charges], granting a chance for benefits of that [Consume|Consumption] to be doubled.","",[16],"",3,[],[],"","",[],-1
682,"IncisionSupport","",676,"Supports [Attack] Skills. Supported Skills inflict [Incision] on [HitDamage|Hit], which causes Enemies to be increasingly more likely to be inflicted with [Bleeding]. All [Incision] is removed from a target on inflicting it with [Bleeding].","","[16,13,30]","",3,[],[],"","",[],-1
683,"CatharsisSupport","",677,"Supports any Skill you use yourself, causing supported Skill to detonate [Volatility] that is present on you. Supported Skill can only be used while you have a certain amount of [Volatility] and cannot support Skills which already have another [Conditional|Condition]. Does not support [Trigger|Triggered] Skills.","","[16,30,3,57]","",3,[],[],"","",[],-1
684,"DelayedGratificationSupport","",678,"Supports Skills which require some [Conditional|Condition] to be met for use. Supported Skills can be used an additional time after their [Conditional|Condition] has been met, but meeting that [Conditional|Condition] is harder.","",[16],"",3,[],[],"","",[],-1
685,"LoyaltySupport","",679,"Supports Skills that create [Companion|Companions] which can be damaged. [Minion|Minions] created by Supported Skills take a portion of [HitDamage|Hit Damage] you would otherwise have taken, but have lowered maximum Life.","","[16,8]","",3,[],[],"","",[],-1
686,"AilmentCDRSupport","",680,"[DNT-UNUSED] Ailment CDR","",[16],"",3,[],[],"","",[],-1
687,"BlockCDRSupport","",681,"[DNT-UNUSED] Block CDR","",[16],"",3,[],[],"","",[],-1
688,"StunCDRSupport","",682,"[DNT-UNUSED] Stun CDR","",[16],"",3,[],[],"","",[],-1
689,"OverwhelmingForceSupport","",683,"[DNT-UNUSED] Overwhelming Force","",[16],"",3,[],[],"","",[],-1
690,"RearmSupport","",684,"Supports Skills which create [Hazard|Hazards]. [Hazard|Hazards] created by Supported Skills have a chance to be rearmed a short duration after triggering.","","[16,59]","",3,[],[],"","",[],-1
691,"DelayedReactionSupport","",685,"Supports Skills which create [Hazard|Hazards], causing those [Hazard|Hazards] to only be able to trigger immediately after creation or at the end of their duration. Created [Hazard|Hazards] have significantly lowered duration, and deal more damage.","","[16,59]","",3,[],[],"","",[],-1
692,"SpectralPalmSupport","",686,"[DNT-UNUSED] Spectral Palm","",[16],"",3,[],[],"","",[],-1
693,"VolatilePowerSupport","",687,"Supports Skills which you use yourself. On using Supported Skills while they are [Empowered], you gain [Volatility].","","[16,30,3]","",3,[],[],"","",[],-1
694,"GambleshotSupport","",688,"Supports Skills which fire [Projectile|Projectiles] that are not ground targeted. [Projectile|Projectiles] from Supported Skills randomly [Fork], [Chain] or [Pierce].","","[16,5]","",3,[],[],"","",[],-1
695,"UnerringPowerSupport","",689,"Supports [Attack] Skills you use yourself. When Supported [Attack|Attacks] are [Empowered], they have significantly lowered cost and raised [Accuracy].","","[16,13]","",3,[],[],"","",[],-1
696,"ImpaleSupport","",690,"Supports [Attack|Attacks], causing them to [Impale] on [HitDamage|Hit] but making them unable to Extract [Impale] themselves.","","[16,13,30]","",3,[],[],"","",[],-1
697,"PerfectionSupport","",691,"Supports skills which have a benefit for [PerfectTiming|Perfectly Timing] their use. On successfully executing [PerfectTiming|Perfect Timing] with Supported Skills, gain [PerfectionBuff|Perfection], which is a powerful damage buff. However, failing to execute any [PerfectTiming|Perfect Timing] (even with skills not supported by Perfection) will remove all [PerfectionBuff|Perfection] on you.","",[16],"",3,[],[],"","",[],-1
698,"DeliberationSupport","",692,"Supports skills that can be used while moving, causing you to move slower while using them, but granting more damage in exchange.","",[16],"",3,[],[],"","",[],-1
699,"SeeRedSupport","",693,"Supports [Attack] Skills. [Bleeding] inflicted with Supported Skills lasts significantly longer, but enemies you inflict [Bleeding] onto with Supported Skills will move and [Attack] faster.","","[16,13,30]","",3,[],[],"","",[],-1
700,"ExpediteSupport","",694,"Supports Skills which [DetonationTime|Detonate] after some amount of time has elapsed, shortening the time before [DetonationTime|Detonation]. ","",[16],"",3,[],[],"","",[],-1
701,"UndermineSupport","",695,"Supports [Attack] Skills. Supported Skills [Consume] [Maim] on hit, [ArmourBreak|Breaking] a percentage of the [Maim|Maimed] target's [Armour] in doing so. Supported Skills cannot themselves inflict [Maim].","","[16,30]","",3,[],[],"","",[],-1
702,"OutmaneuverSupport","",696,"Supports Skills you use yourself which can cause Damaging [HitDamage|Hits]. Supported Skills [ArmourBreak|Break Armour] against [ParriedDebuff|Parried] Enemies.","","[16,30]","",3,[],[],"","",[],-1
703,"SingleOutSupport","",697,"Supports [Mark] Skills. Enemies affected by Supported [Mark|Marks] will have their [ArmourBreak|Armour Broken] by [Physical|Physical Damage] they take.","","[16,36,30]","",3,[],[],"","",[],-1
704,"TumultSupport","",698,"Supports Skills you use yourself which can cause Damaging [HitDamage|Hits]. Supported Skills consume a [Charges|Frenzy Charge] on use to powerfully [ArmourBreak|Break Armour].","","[16,30]","",3,[],[],"","",[],-1
705,"UniqueDuskVigilTriggeredBlazingCluster","",5740,"","","[11,24,4,14,5,0,15]","",3,[],[],"","",[],-1
706,"SuffuseSupport","",705,"Supports Skills that create Ground Surfaces, causing those Surfaces to grow over time, up to a limit.","","[16,14]","",3,[],[],"","",[],-1
707,"UniqueBreachLightningBolt","",217,"","","[11,24,4,14,2]","",3,[],[],"","",[],-1
708,"WyvernMaul","",208,"","","[9,11,24,13,7,32]","",3,[],[],"","",[],-1
709,"BloodBoil","",5876,"","","[24,48,49,14,30,15]","",3,[],[],1,"",[],-1
710,"UniqueHeraldOfAsh","",5877,"","","[9,24,48,49,14,0,15,29]","",3,[],[],1,"",[],-1
711,"UniqueHeraldOfIce","",5878,"","","[48,10,11,24,13,49,14,1,29,52]","",3,[],[],1,"",[],-1
712,"UniqueHeraldOfThunder","",5879,"","","[48,10,24,13,49,14,2,29,52]","",3,[],[],1,"",[],-1
713,"UniqueWitheringPresence","",5880,"","","[11,24,48,49,12,3,15]","",3,[],[],1,"",[],-1
714,"SpearDischarge","",371,"","","[10,24,13,14,5,2,1,0,57]","",3,[],[],"","",[],-1
715,"WhirlwindLance","",372,"","","[10,24,13,14,5,15]","",3,[],[],"","",[],-1
716,"PrimalStrikes","",373,"","","[10,24,13,14,7,32,2,52]","",3,[],[],"","",[],-1
717,"FangsOfFrost","",374,"","","[10,24,13,14,7,32,1]","",3,[],[],"","",[],-1
718,"WindSerpentsFury","",375,"","","[10,24,13,14,7,51,57]","",3,[],[],"","",[],-1
719,"Rake","",376,"","","[10,24,13,14,7,32,30,31]","",3,[],[],"","",[],-1
720,"BloodhoundsMark","",377,"","","[10,24,4,13,14,36,30,15,33,52]","",3,[],[378],"","",[],1
721,"TameBeast","",379,"","","[10,24,8,58,49,15]","",3,[],[],"","",[],-1
722,"SpearOfSolaris","",380,"","","[10,24,13,14,5,51,0,57]","",3,[],[],"","",[],-1
723,"StormLance","",381,"","","[10,24,13,14,5,51,2,15]","",3,[],[],"","",[],-1
724,"Parry","",382,"","","[24,13,7,30,15,28]","",3,[],[],"","",[],-1
725,"ElementalSundering","",383,"","","[10,24,13,14,7,2,1,0,33,52]","",3,[],[],"","",[],-1
726,"SummonBeast","",384,"","","[10,24,8,58,49]","",3,[],[],"","",[],-1
727,"CastOnCharmUse","",5881,"","","[24,48,49,25,42]","",3,[],"[5882,706]",1,1,[],-1
728,"Trinity","",5883,"","","[10,24,48,49,2,1,0]","",3,[],[],1,"",[],-1
729,"TrailOfCaltrops","",5902,"","","[10,24,13,48,49,14,5,30,15,59]","",3,[],[5903],1,"",[],1
730,"AscendancyTriggerElementalInfusion","",385,"","","[24,13,14,2,1,0]","",3,[],[],"","",[],-1
731,"ChaosSpearTriggerChaosInfusion","",386,"","","[24,13,14,3]","",3,[],[],"","",[],-1
732,"CastLightningSpellOnHit","",5924,"","","[9,11,24,48,49,25,2,42]","",3,[],"[5925,706]",1,1,[],-1
733,"CastFireSpellOnHit","",5926,"","","[24,48,49,25,0,42]","",3,[],"[5927,706]",1,1,[],-1
734,"ManifestWeapon","",388,"","","[24,8,58,49]","",3,[],[],"","",[],-1
735,"SupportingFire","",5986,"","","[24,8,49]","",3,[],[5987],"","",[],-1
736,"TemperWeapon","",5989,"","","[24,13,48,14,7,25,0,28]","",3,[],[5990],"","",[],-1
737,"Convalescence","",389,"","","[11,24,4,48,49,15]","",3,[],[390],1,1,[],-1
738,"Unusable","",5991,"","",[24],"",3,[],[],"","",[],-1
739,"AscendancyUnleash","",177,"","","[24,4,48,15]","",3,[],[],"","",[],-1
