"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool"
4027,"BetrayalPizzaSlam","",[605],"[2090,621,2641,5563]","[10,100,-50,-50]",1,0.055,0,[],""
4028,"DeliriumPizzaSlam","",[605],"[2090,2641,1228,5563]","[15,50,100,-30]",1,0.1,0.0175,[],""
4029,"DeliriumPizzaSlamUnique","",[605],"[2090,2641,1228,5563]","[20,50,100,-15]",1,0.1,0.0175,[],""
4030,"HarvestCrabAbyssSlam","",[605],"[2090,316,2641,1101]","[4,50,-50,50]",1,0.055,0,[],""
4031,"SudokuTotemAbyssSlam","",[605],"[2090,316,1101,2641,167,2475]","[30,50,75,-50,3,360]",1,0.055,0,[],""
4032,"DelveBombSulphite","",[],[],[],1,0.055,0,[],""
4033,"LegionLioneyeSpawnFlareObject","",[],[],[],1,0.055,0,[],""
4034,"BlightSpawnFungalGroundEffects","",[],[],[],1,0.055,0,[],""
4035,"DeliriumDemonLightningGigaBallObject","",[],[],[],1,0.1,0.0175,[],""
4036,"HeistScienceUndeadPortalSpawner","",[],[],[],1,0.055,0,[],""
4037,"HeistScienceSpawnLightningVolatile","",[],[],[],1,0.055,0,[],""
4038,"HeistScienceSpawnDumpingPortal","",[],[649],[-35],1,0.055,0,[],""
4039,"HeistScienceSpawnLightningWaterfall","",[],[],[],1,0.055,0,[],""
4040,"HeistScienceSpawnGoldenShower","",[],[649],[-35],1,0.055,0,[],""
4041,"SOHeistThugTrapperPlacedBomb","",[],[649],[-95],1,0.055,0,[],""
4042,"SOHeistThugTrapperLightningGridMine","",[],[],[],1,0.055,0,[],""
4043,"SOExpeditionBoneCultistMedvedEgg","",[],[],[],1,0.055,0,[],""
4044,"SOMonsterModGlacialPrisonAura","",[],[],[],1,0.055,0,[],""
4045,"SOIgnagdukBoneWall","",[],[],[],1,0.055,0,[],""
4046,"SOBlackJawSlamCrack","",[],[],[],1,0.055,0,[],""
4047,"SOIgnagdukFireBoneWall1","",[],[],[],1,0.055,0,[],""
4048,"SOIgnagdukFireBoneWall2","",[],[],[],1,0.055,0,[],""
4049,"SOIgnagdukFirewall","",[],[],[],1,0.055,0,[],""
4050,"SOArchivistFlameWall","",[],[],[],1,0.055,0,[],""
4051,"SOArchivistFlameRune","",[],[649],[-40],1,0.055,0,[],""
4052,"SOArchivistLightningRune","",[],[649],[-40],1,0.055,0,[],""
4053,"SOArchivistMonkeyRune","",[],[649],[-40],1,0.055,0,[],""
4054,"SOArchivistSnakeRune","",[],[649],[-40],1,0.055,0,[],""
4055,"SOIgnagdukFireBoneWall3","",[],[],[],1,0.055,0,[],""
4056,"SOProcessionBowRainOfArrows","",[],[],[],1,0.055,0,[],""
4057,"SOLegionnaireCausticRainOfArrows","",[],[],[],1,0.055,0,[],""
4058,"SOLegionnaireSmokeArrow","",[],[],[],1,0.055,0,[],""
4059,"SOVaalZealotLightningBlast","",[11881],[649],[-45],1,0.055,0,[],""
4060,"SOVaalArchitectofTimeRune","",[],[649],[-65],1,0.055,0,[],""
4061,"SOGullGoliathSlamSpikes","",[],[],[],1,0.055,0,[],""
4062,"SOGoblinVoltaxicStorm","",[11881],[649],[-45],1,0.055,0,[],""
4063,"SOShipwreckBossSwordnado","",[11881],[649],[-45],1,0.055,0,[],""
4064,"SOBloodClanTrapperBearTrap","",[11881],[],[],1,0.055,0,[],""
4065,"SORootedSporeProjectileOrigin","",[11881],[],[],1,0.055,0,[],""
4066,"SOBaronBossIcicles","",[11881],[],[],1,0.055,0,[],""
4067,"SOCarrionCroneIceSpike","",[],[],[],1,0.055,0,[],""
4068,"SOPerennialKingObsidianMinigun","",[11881],[],[],1,0.055,0,[],""
4069,"SODoryaniHumanBossSolarOrb","","[11881,18585]","[18578,18639]","[-100,-100]",1,0.055,0,[],""
4070,"SOPerennialKingGlassSpearMultiRock","",[11881],[],[],1,0.055,0,[],""
4071,"SOPerennialKingGlassSwordFence","",[11881],[],[],1,0.055,0,[],""
4072,"SOFungusBehemothSpawnPod","",[11881],[],[],1,0.055,0,[],""
4073,"SOCarnivorousPlantBossVolatileTrees","",[11881],[],[],1,0.055,0,[],""
4074,"SOStationaryLaserTarget","",[12817],[],[],1,0.055,0,[],""
4075,"SOOverlordBossRaiseAndRazeRocks","",[11881],[],[],1,0.055,0,[],""
4076,"SOFissureSlamSpike","",[11881],[],[],1,0.055,0,[],""
4077,"SOSilentSpiresApparitionSummonTrap","",[11881],[],[],1,0.055,0,[],""
4078,"SOVaalForgeMasterFissureTrail","",[11881],[],[],1,0.055,0,[],""
4079,"SOVoodooKingExplodingPod","",[],[],[],1,0.055,0,[],""
4080,"SOMTXLegionCommanderPaleBoss","",[],[],[],1,0.055,0,[],""
4081,"SOMTXLegionCommanderPaleElite","",[],[],[],1,0.055,0,[],""
4082,"SOMTXLegionCommanderPaleFodder1","",[],[],[],1,0.055,0,[],""
4083,"SOMTXLegionCommanderPaleFodder2","",[],[],[],1,0.055,0,[],""
4084,"SOMTXLegionCommanderDemonBoss","",[],[],[],1,0.055,0,[],""
4085,"SOMTXLegionCommanderDemonElite","",[],[],[],1,0.055,0,[],""
4086,"SOMTXLegionCommanderDemonFodder1","",[],[],[],1,0.055,0,[],""
4087,"SOMTXLegionCommanderDemonFodder2","",[],[],[],1,0.055,0,[],""
4088,"SOBreachElitePaleEliteFireWallSingle","",[11881],[],[],1,0.055,0,[],""
4089,"SOChaosGodTriheadBatSummonPoison","",[11881],[],[],1,0.055,0,[],""
4090,"SOMonsterModFlamewaller","",[],[],[],1,0.055,0,[],""
4091,"SOIgnagdukBoneWallQuick","",[],[],[],1,0.055,0,[],""
4092,"SORattelcageSpawnVolcanno","",[11881],[],[],1,0.055,0,[],""
4093,"SOFungusZombieFungusOnDeath","",[11881],[],[],1,0.055,0,[],""
4094,"SSMPerennialKingVolatileBeetle","","[2416,2417,2453]","[2127,888,4612]","[1,1083,-95]",1,0.055,0,[],""
4095,"SODemonicRhoaBloodBoil","",[11881],[],[],1,0.055,0,[],""
4096,"SODemonicBurrowerBloodBoil","",[11881],[],[],1,0.055,0,[],""
4097,"SOMonsterModVolatilePlants","",[11881],[],[],1,0.055,0,[],""
4098,"SORitualPurplePustule","",[11881],[],[],1,0.055,0,[],""
4099,"SORitualCaveDwellerSummonBlood","",[11881],[],[],1,0.055,0,[],""
4100,"SORitualVolatilePlants","",[11881],[],[],1,0.055,0,[],""
4101,"SORitualCarnivorousPlantVineCascade","",[11881],[],[],1,0.055,0,[],""
4102,"SOFireEssenceSolarOrb","",[11881],[],[],1,0.055,0,[],""
4103,"SOManaEssenceManaBlastTrap","",[11881],[],[],1,0.055,0,[],""
4104,"SOSanctumShellMonsterSpawnVolcano","",[11881],[],[],1,0.055,0,[],""
4105,"SOIceStrongboxIceSpike","",[11881],[],[],1,0.1,0.0175,[],""
4106,"SOSpeedEssenceTimeTraps","",[11881],[],[],1,0.055,0,[],""
4107,"SOMundaneMagiOrbit","",[],[],[],1,0.055,0,[],""
4108,"SOIgnagdukEffigyStandAlone","",[11881],[],[],1,0.055,0,[],""
4109,"SOColdEssenceDeliveryObject","",[11881],[],[],1,0.055,0,[],""
4110,"SOVaalForgeMasterFissureTrailSTANDALONE","",[11881],[],[],1,0.055,0,[],""
4111,"SOHellscapeDemonSpawnVolcano","",[],[],[],1,0.055,0,[],""
4112,"SOVaalForgemasterLavaPoolSTANDALONE","",[11881],[],[],1,0.055,0,[],""
4113,"SOHellscapeFleshFodderPustule","",[11881],[],[],1,0.055,0,[],""
4114,"SOSpiritOfTheCat","",[11881],[],[],1,0.055,0,[],""
4115,"SOSpiritOfTheOxWarning","",[11881],[],[],1,0.055,0,[],""
4116,"SOMonsterModVolatilePlants2","",[11881],[],[],1,0.055,0,[],""
4117,"SOSpiritOfTheRabbit","",[11881],[6469],[1],1,0.055,0,[],""
4118,"SOPlayerMonsterModGlacialPrisonAura","",[],[],[],1,0.055,0,[],""
4119,"SOPlayerMonsterModFlamewaller","",[],[],[],1,0.055,0,[],""
4120,"SOPlayerMonsterModVolatilePlants","",[11881],[],[],1,0.055,0,[],""
4121,"SOPlayerMonsterModVolatilePlants2","",[11881],[],[],1,0.055,0,[],""
4122,"SOStrongboxMushroomWave","",[11881],[],[],1,0.055,0,[],""
4123,"SOqwe_NEW_ENTRIES_GO_ABOVE_ME","",[11881],[],[],1,0.055,0,[],""
4124,"SOqwe_Generic","",[11881],[],[],1,0.055,0,[],""
4125,"SOSaltGolemGroundFissure","",[],[],[],1,0.055,0,[],""
4126,"SORattleCageGroundFissure","",[],[],[],0,0.1,0.0175,[],""
4127,"HarvestHellionT3GodzillaBreath","","[605,1919]",[],[],0.8,0.1,0.0175,[],""
4128,"HarvestHellionT3GodzillaBreathForward","","[605,1919]",[],[],0.8,0.1,0.0175,[],""
4129,"ShellMonsterFirehose","","[605,1919]","[499,10999,2641]","[78,20,-40]",1.5,0.1,0.0175,[],""
4130,"DelveMelee","",[11881],[7877],[2500],2,0.1,0.0175,[],""
4131,"BetrayalSkeletonCannonBombard","","[605,488,4430,6708]","[2458,167,5563]","[30,1,-35]",1,0.1,0.0175,[],""
4132,"HeistCultistCanisterRed","","[605,488,4430]",[5844],[1],2.7,0.1,0.0175,[],""
4133,"HeistCultistCanisterGreen","","[605,488,4430]","[2458,3108,649,167,5844]","[20,15,-40,3,1]",2.7,0.1,0.0175,[],""
4134,"HeistCultistCanisterYellow","","[605,488,4430]",[5844],[1],2.7,0.1,0.0175,[],""
4135,"BetrayalMassSkeletonNova","",[605],[1103],[10],2.5,0.1,0.0175,[],""
4136,"BetrayalSiegeCannon","","[605,11758]","[1103,8200]","[20,-90]",1.6,0.1,0.0175,[],""
4137,"BetrayalSiegeCannonFire","",[605],"[1100,8200,1299]","[50,-90,1]",2.5,0.1,0.0175,[],""
4138,"BetrayalSiegeCannonCold","",[605],"[1101,8200,1299]","[50,-90,2]",2.5,0.1,0.0175,[],""
4139,"BetrayalSiegeCannonLightning","",[605],"[1102,8200,1299]","[50,-90,3]",2.5,0.1,0.0175,[],""
4140,"BetrayalSiegeCannonMetalPhys","",[605],"[8200,1299]","[-90,4]",2,0.1,0.0175,[],""
4141,"BetrayalSiegeCannonBloodPhys","",[605],"[8200,1299]","[-90,5]",2,0.1,0.0175,[],""
4142,"BetrayalSiegeCannonFireArrow","",[605],"[1100,8200,1299]","[50,-90,1]",2.5,0.1,0.0175,[],""
4143,"BetrayalSiegeCannonBloodPhysArrow","",[605],"[8200,1299]","[-90,5]",2,0.1,0.0175,[],""
4144,"SanctumDonutCircle","",[605],"[2900,5563]","[50,50]",2,0.1,0.0175,[],""
4145,"ReviveMonstersInCone","",[],[2127],[4],1,0.055,0,[],""
4146,"CreateMonsterFromCorpses","",[],[8088],[3],1,0.055,0,[],""
4147,"BetrayalBoneNova","","[488,1772]","[167,800]","[5,84]",1.5,0.1,0.0175,[],""
4148,"TeleportBackstab","",[],[],[],1,0.055,0,[],""
4149,"LegionHyrriTeleport","","[6906,6907]",[],[],1,0.055,0,[],""
4150,"LegionHyrriTeleportSpinningDeath","","[6906,6907]",[],[],1,0.055,0,[],""
4151,"LegionHyrriTeleportActual","","[6906,6907]",[],[],1,0.055,0,[],""
4152,"LegionHyrriTeleportSpinningDeathActual","","[6906,6907]",[],[],1,0.055,0,[],""
4153,"TeleportBackstabCleave","",[605],[],[],1,0.055,0,[],""
4154,"MonkeyThrow","","[6905,6906,6907,11881]",[],[],1,0.055,0,[],""
4155,"GeometryTriggerHyrriWaterSprouts","","[6906,6907]",[],[],1,0.055,0,[],""
4156,"GeometryTriggerBlightFungalSpawn","",[],[],[],1,0.055,0,[],""
4157,"DeliriumDemonColdIceSpikes","",[],[],[],1,0.1,0.0175,[],""
4158,"DeliriumDemonColdIceSpikesUnique","",[],[],[],1,0.1,0.0175,[],""
4159,"GTDeliriumFinalBossFireProjectileSpam","",[],[],[],1,0.1,0.0175,[],""
4160,"GTDeliriumFinalBossLightningProjectileSpam","",[],[],[],1,0.1,0.0175,[],""
4161,"DeliriumBossPhysVomitSpray","",[11881],[649],[-30],1,0.1,0.0175,[],""
4162,"GeometryTriggerDeliriumMinionVomit","",[11881],[],[],1,0.1,0.0175,[],""
4163,"GTHarvestPlatedScorpionSpikeCascade","",[],[],[],1,0.055,0,[],""
4164,"GTBlackStriderMassMortar","",[],[649],[-65],1,0.055,0,[],""
4165,"GTHarvestSpikerBarrage","",[],[],[],1,0.055,0,[],""
4166,"GTHarvestChieftainVolatileSpawn","",[],[],[],1,0.055,0,[],""
4167,"GTHarvestVultureSummonParasiteSwarm","",[],[],[],1,0.055,0,[],""
4168,"GTHarvestChieftainMoltenStrike","",[],[],[],1,0.055,0,[],""
4169,"GTHarvestSandspitterMultishot","",[9939],[],[],1,0.055,0,[],""
4170,"GTHeistCultistWaterfallCascade","",[],[],[],1,0.055,0,[],""
4171,"GTHeistMilitaryCasterBallLightning","",[],[],[],1,0.055,0,[],""
4172,"GTHeistCultistLightningBoltCone","",[],[],[],1,0.055,0,[],""
4173,"GTHeistThugTrapperLightningGrid","",[],[],[],1,0.055,0,[],""
4174,"GTHeistCultistRedCanisterCone","",[],[],[],1,0.055,0,[],""
4175,"GTHeistCultistMachineryBeamSpam","",[],[],[],1,0.055,0,[],""
4176,"GTHeistCultistYellowCanisterMulti","",[],[],[],1,0.055,0,[],""
4177,"GTTrialMasterBossSpikeNovaSlam","",[],[],[],1,0.055,0,[],""
4178,"GTCarrionWingScreech","",[],[649],[-60],1,0.055,0,[],""
4179,"GTArchnemesisMassDesecrate","",[],[],[],1,0.055,0,[],""
4180,"GTArchnemesisMassDesecrateMagic","",[],[],[],1,0.055,0,[],""
4181,"GTMonsterModBombardmentSmall","",[],[],[],1,0.055,0,[],""
4182,"GTMonsterModBombardmentMedium","",[],[],[],1,0.055,0,[],""
4183,"GTMonsterModBombardmentLarge","",[],[],[],1,0.055,0,[],""
4184,"GTSanctumTriggeredRainOfArrows","",[],[],[],1,0.1,0,[],""
4185,"GTSanctumLightningBoltCone","",[],[649],[-40],1,0.1,0,[],""
4186,"GTSanctumBoneStormCall","",[],[649],[-20],1,0.1,0,[],""
4187,"GTSanctumSmiteCascade","",[],[],[],1,0.1,0,[],""
4188,"GTSanctumLioneyeArrowstorm","",[],[],[],1,0.1,0,[],""
4189,"GTSanctumSummonReaperVolatiles","",[],[],[],1,0.1,0,[],""
4190,"GTSanctumSpikeWall","",[],[],[],1,0.1,0,[],""
4191,"GTLithomancerSanctumVolatileSummonPattern","",[],[],[],1,0.1,0,[],""
4192,"GTSanctumSentinelMarkerSlamSunder","",[],[],[],1,0.1,0,[],""
4193,"GTSanctumTriggeredCandleProjectile","","[605,488]",[],[],1,0.1,0,[],""
4194,"GTManorGargoyleProjectileBarrage","",[],[],[],1,0.055,0,[],""
4195,"GTSanctumIceSpearCircle","",[],[649],[-30],1,0.1,0,[],""
4196,"GTSanctumPurifierDelayedBlast1","",[],[],[],1,0.1,0,[],""
4197,"GTSanctumPurifierDelayedBlast2","",[],[],[],1,0.1,0,[],""
4198,"GTSanctumPurifierDelayedBlast3","",[],[],[],1,0.1,0,[],""
4199,"GTSanctumPurifierDelayedBlast4","",[],[],[],1,0.1,0,[],""
4200,"GTSanctumPurifierSummonDivineFlares","",[],[],[],1,0.1,0,[],""
4201,"GTAncestralMoltenHulkSlamZone","",[],[],[],1,0.055,0,[],""
4202,"GTDredgeFiendShamanBossZombieBullrush","",[11881],[],[],1,0.055,0,[],""
4203,"GTDredgeFiendShamanBossZombieWall","",[11881],[],[],1,0.055,0,[],""
4204,"GTDredgeFiendShamanBossZombieLeft","","[11881,12817]",[],[],1,0.055,0,[],""
4205,"GTDredgeFiendShamanBossZombieRight","","[11881,12817]",[],[],1,0.055,0,[],""
4206,"GTDredgeFiendShamanBossZombieCircleOffensive","",[11881],[],[],1,0.055,0,[],""
4207,"GTDredgeFiendShamanBossZombieCircleDefensive","",[11881],[],[],1,0.055,0,[],""
4208,"GTBaneSaplingAntRing","",[],[],[],1,0.055,0,[],""
4209,"GTBogShamanBoneWall1",101,[],[],[],1,0.055,0,[],""
4210,"GTIgnagdukBoneWall1","",[11881],[],[],1,0.055,0,[],""
4211,"GTIgnagdukBoneWall2","",[11881],[],[],1,0.055,0,[],""
4212,"GTIgnagdukBoneWall3","",[11881],[],[],1,0.055,0,[],""
4213,"GTIgnagdukBoneBlast","",[11881],[],[],1,0.055,0,[],""
4214,"GTIgnagdukSpikeCascadeLeft","",[11881],[],[],1,0.055,0,[],""
4215,"GTIgnagdukSpikeCascadeRight","",[11881],[],[],1,0.055,0,[],""
4216,"GTIgnagdukBoneWallStrafe1","",[],[],[],1,0.055,0,[],""
4217,"GTIgnagdukBoneWallStrafe2","",[],[],[],1,0.055,0,[],""
4218,"GTBogShamanBoneWall2",102,[],[],[],1,0.055,0,[],""
4219,"GTBogShamanBoneWall3",103,[],[],[],1,0.055,0,[],""
4220,"GTVaalPyramidBeam","",[],[],[],1,0.055,0,[],""
4221,"GTVaalPyramidBeamPassive","",[],[],[],1,0.055,0,[],""
4222,"GTBlackJawTripleSlamCracks","",[],[],[],1,0.055,0,[],""
4223,"GTSnakeLadySnakeStorm","",[11881],[],[],1,0.055,0,[],""
4224,"GTSnakeLadySnakeStormBig","",[11881],[],[],1,0.055,0,[],""
4225,"GTIgnagdukFireSuck","",[11881],[],[],1,0.055,0,[],""
4226,"GTIgnagdukFlamewall","",[],[],[],1,0.055,0,[],""
4227,"GTVaalArchivistFlameWall","",[11881],[],[],1,0.055,0,[],""
4228,"GTVaalArchivistFlameWall2","",[11881],[],[],1,0.055,0,[],""
4229,"GTVaalArchivistSummonJaguar","",[11881],[649],[-40],1,0.055,0,[],""
4230,"GTProcessionBowRainOfArrows","",[11881],[649],[-45],1,0.055,0,[],""
4231,"GTLegionnaireCausticRainOfArrows","",[11881],[],[],1,0.055,0,[],""
4232,"GTVaalForgemanSunder","",[11881],[649],[-50],1,0.055,0,[],""
4233,"GTTrenchHagDrowningOrb","",[11881],[649],[-35],1,0.055,0,[],""
4234,"GTLegionnaireSmokeArrow","",[11881],[],[],1,0.055,0,[],""
4235,"GTVaalZealotSpearFireStorm","",[11881],[649],[-30],1,0.055,0,[],""
4236,"GTVaalZealotSpearLightningBlast","",[11881],[649],[-45],1,0.055,0,[],""
4237,"GTAnchoriteMushroomBlastSingle","",[11881],"[649,210]","[-35,-15]",1,0.055,0,[],""
4238,"GTCaptainRothMinionBeam","",[11881],[649],[-30],1,0.055,0,[],""
4239,"GTGullGoliathSlamSpikes","",[],[],[],1,0.055,0,[],""
4240,"GTSpiralAbility","",[11881],[],[],1,0.055,0,[],""
4241,"GTBirdStorm","",[11881],[],[],1,0.055,0,[],""
4242,"GTHunkerSpikes","",[11881],[],[],1,0.055,0,[],""
4243,"GTGoblinVoltaxicStorm","",[11881],[649],[-45],1,0.055,0,[],""
4244,"GTArenaBeastBossShockwave","",[11881],[],[],1,0.055,0,[],""
4245,"GTBrineMaidenScreech","",[],[649],[-60],1,0.055,0,[],""
4246,"GTSummonKaruiSpirits","",[11881],[649],[-45],1,0.055,0,[],""
4247,"GTMantarayShotgun","",[11881],[649],[-80],1,0.055,0,[],""
4248,"GTMaidenParasiteScreech","",[11881],[649],[-50],1,0.055,0,[],""
4249,"GTScreecherScreech","",[11881],[649],[-60],1,0.055,0,[],""
4250,"GTTwilightGuardBossAxeTossSpikes","",[11881],[],[],1,0.055,0,[],""
4251,"GTIceGorigatorCascade","",[11881],[649],[-55],1,0.055,0,[],""
4252,"GTRootedRootCascade","",[11881],[649],[-30],1,0.055,0,[],""
4253,"GTIceCasterIceStorm","",[11881],[649],[-30],1,0.055,0,[],""
4254,"GTRootedRootPrisonLeft","",[],[],[],1,0.055,0,[],""
4255,"GTRootedRootPrisonRight","",[],[],[],1,0.055,0,[],""
4256,"GTCocoonCasterTendrils","",[11881],[649],[-45],1,0.055,0,[],""
4257,"GTRootedSporeProjectilePlacement","",[11881],[649],[-45],1,0.055,0,[],""
4258,"GTCreepingHumanVomit","",[11881],[649],[-80],1,0.055,0,[],""
4259,"GTRootedGuyHeadExplode","",[11881],[649],[-55],1,0.055,0,[],""
4260,"GTIceCasterIceWall","",[11881],[649],[-40],1,0.055,0,[],""
4261,"GTScientist4IceWall","",[11881],[649],[-40],1,0.055,0,[],""
4262,"GTCactusMonsterProjFront","",[11881],[649],[-40],1,0.055,0,[],""
4263,"GTCactusMonsterProjLeft","","[11881,12817]",[649],[-40],1,0.055,0,[],""
4264,"GTCactusMonsterProjRight","","[11881,12817]",[649],[-40],1,0.055,0,[],""
4265,"GTNecroMateorEnraged","",[11881],[],[],1,0.055,0,[],""
4266,"GTNecroLightningEnraged","",[11881],[],[],1,0.055,0,[],""
4267,"GTSerpentClanBossDeceleratingProjectiles","",[],[],[],1,0.055,0,[],""
4268,"GTCaptainHartlinGhostCannonBarrage","",[11881],[],[],1,0.055,0,[],""
4269,"GTTriangleSlamEdgeBlasts","",[11881],[],[],1,0.055,0,[],""
4270,"GTVaalConstructPyramidBeamBlast","",[11881],[649],[-40],1,0.055,0,[],""
4271,"GTGargoyleProjectileBarragePoEM","","[11881,6906,6907]",[],[],1,0.055,0,[],""
4272,"GTBaronBossIcicles","",[11881],[],[],1,0.055,0,[],""
4273,"GTSkeletonSnakeBossSoulerCoasterBarrage","","[11881,12817]",[],[],1,0.055,0,[],""
4274,"GTPerennialKingGlassSpearToss","",[11881],[],[],1,0.055,0,[],""
4275,"GTCarrionCroneWolfSummon","",[11881],[],[],1,0.055,0,[],""
4276,"GTTitanBossRoofFallShatter","",[12817],[],[],1,0.055,0,[],""
4277,"GTBaronHumanFrostWallL","",[11881],[],[],1,0.055,0,[],""
4278,"GTBaronHumanFrostWallR","",[11881],[],[],1,0.055,0,[],""
4279,"GTInfectedMercIncendiaryBolt","",[11881],[],[],1,0.055,0,[],""
4280,"GTTitanBossThrustRockSpray","",[11881],[],[],1,0.055,0,[],""
4281,"GTBaronCorruptWolfMoonbeams","",[11881],[],[],1,0.055,0,[],""
4282,"GTBaronCorruptWolfMoonbeamsRed","",[11881],[],[],1,0.055,0,[],""
4283,"GTAzmeriCarnivorousPlantVineCascade","",[11881],"[649,2641]","[-25,50]",1,0.055,0,[],""
4284,"GTVaalForgeBossSunder1","",[11881],[649],[-15],1,0.055,0,[],""
4285,"GTGiantSnakeBossFlameBlastTrap","",[11881],[],[],1,0.055,0,[],""
4286,"GTCarnivorousPlantBossVolatileTrees","",[11881],"[649,2641]","[-40,30]",1,0.055,0,[],""
4287,"GTGiantSnakeBossFlameBlastArena","",[11881],[],[],1,0.055,0,[],""
4288,"GTVoodooKingVineCascade","",[11881],[],[],1,0.055,0,[],""
4289,"GTOverlordBossRaiseAndRazePlacement","",[11881],[],[],1,0.055,0,[],""
4290,"GTSilentSpiresApparitionSummonTraps","",[11881],[],[],1,0.055,0,[],""
4291,"GTDoryaniLightningStorm","","[11881,12817,19094]",[],[],1,0.055,0,[],""
4292,"GTVoodooKingSpores","",[],[],[],1,0.055,0,[],""
4293,"GAMarakethSanctumSentinelsStatueDaemonIceBarrage","","[605,11881,488,18621,18634]",[],[],17.5,0.1,0.0175,[],""
4294,"GTChaosGodOwlBossLightningCascade","",[11881],[],[],1,0.055,0,[],""
4295,"GSSilentSpiresApparitionRewindPlayerBlast","","[605,11881]",[19750],[30],16,0.1,0.0175,[],""
4296,"GTBoneZealotLightningStorm","",[11881],[649],[-35],1,0.055,0,[],""
4297,"GTGoldenOnesUnarmedChargeImpact","",[11881],[],[],1,0.055,0,[],""
4298,"GTBreachBossEshCorpseNova","",[11881],[],[],1,0.055,0,[],""
4299,"GTMushroomFungusVolatile","",[11881],[],[],1,0.055,0,[],""
4300,"GTRattleCageFallingRocks","",[11881],[],[],0,0.1,0.0175,[],""
4301,"GTRattlecageVolcanoSummon","",[11881],[],[],0,0.1,0.0175,[],""
4302,"GTMonsterModFlamewaller","",[11881],[],[],1,0.055,0,[],""
4303,"GTMonsterModLightningStorm","",[11881],[],[],1,0.055,0,[],""
4304,"GTRattleCageFallingRocksTargetPlayers","",[11881],[],[],0,0.1,0.0175,[],""
4305,"GTSilentSpiresApparitionSummonTrapsLesser","",[11881],[],[],1,0.055,0,[],""
4306,"GTPerennialKingVolatileBeetles","",[11881],[],[],1,0.055,0,[],""
4307,"GTExpeditionCultistEgg","",[11881],[649],[-35],1,0.055,0,[],""
4308,"GTSerpentBossWall","",[11881],[],[],1,0.055,0,[],""
4309,"GTShrineFire","",[11881],[],[],1,0.055,0,[],""
4310,"GTShrineFirePlayer","",[11881],[],[],1,0.055,0,[],""
4311,"GTShrineLightning","",[11881],[],[],1,0.055,0,[],""
4312,"GTShrineLightningPlayer","",[11881],[],[],1,0.055,0,[],""
4313,"GTRitualPurplePustule","",[11881],[],[],1,0.055,0,[],""
4314,"GTRitualCaveDwellerSummonBlood","",[11881],[],[],1,0.055,0,[],""
4315,"GTTwigMonsterPodBeam","",[11881],[],[],1,0.055,0,[],""
4316,"GTRitualVolatilePlants","",[11881],[],[],1,0.055,0,[],""
4317,"GTRitualCarnivorousPlantVineCascade","",[11881],"[649,2641]","[-25,50]",1,0.055,0,[],""
4318,"GTShrineCold","",[11881],[],[],1,0.055,0,[],""
4319,"GTShrineColdPlayer","",[11881],[],[],1,0.055,0,[],""
4320,"GTEssenceCasterSummmonSkeletons","",[11881],[],[],1,0.055,0,[],""
4321,"GTSerpentClanCasterEliteMultiProj","",[11881],[649],[-40],1,0.055,0,[],""
4322,"GTSaltGolemSanctumRockWall","",[11881],[649],[-40],1,0.055,0,[],""
4323,"GTDefenseEssenceWallCircle","",[11881],[],[],1,0.055,0,[],""
4324,"GTManaEssenceManaBlastTraps","",[11881],[],[],1,0.055,0,[],""
4325,"GTLifeEssenceBloodBeam","",[11881],[],[],1,0.055,0,[],""
4326,"GTAttackEssenceWeaponStormNear","",[11881],[],[],1,0.055,0,[],""
4327,"GTAttackEssenceWeaponStormMid","",[11881],[],[],1,0.055,0,[],""
4328,"GTAttackEssenceWeaponStormFar","",[11881],[],[],1,0.055,0,[],""
4329,"GTEssenceSpeedSummonTimeWraith","",[11881],[],[],1,0.055,0,[],""
4330,"GTChaosTriHeadLizardThing","",[11881],[649],[-33],1,0.055,0,[],""
4331,"GTHellscapeFleshBossSummonTentacleField","",[],[],[],1,0.1,0.0175,[],""
4332,"GTHellscapeFleshBossMortar","",[],[649],[-40],1,0.1,0.0175,[],""
4333,"GTHellscapePaleBossLightningNova","",[],[],[],1,0.055,0,[],""
4334,"GTRagingFireSpiritsSanctum","",[11881],[],[],1,0.055,0,[],""
4335,"GTRisenArbalestSanctumRoA","",[11881],[649],[-55],1,0.055,0,[],""
4336,"GTDoryaniIonCannonMap","","[12817,19094]",[],[],1,0.055,0,[],""
4337,"GTDoryaniLightningStormMaps","","[11881,12817,19094]",[],[],1,0.055,0,[],""
4338,"GTAttributeEssenceCrystal","",[11881],[],[],1,0.055,0,[],""
4339,"GTLightningEssenceDonutSlam","",[11881],[],[],1,0.055,0,[],""
4340,"GTGreaterLightningEssenceDonutSlam","",[11881],[],[],1,0.055,0,[],""
4341,"GTGreaterManaEssenceManaBlastTraps","",[11881],[],[],1,0.055,0,[],""
4342,"GTGreaterDefenseEssenceWallCircle","",[11881],[],[],1,0.055,0,[],""
4343,"GTGreaterAttributeEssenceCrystal","",[11881],[],[],1,0.055,0,[],""
4344,"GTIceStrongboxIceMarkers","",[],[],[],1,0.1,0.0175,[],""
4345,"GTGuillotineExecutionSummonHelpSTANDALONE","",[11881],[],[],1,0.055,0,[],""
