"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
2120,"mtx_killcounter_stack","",1,"","",[],"",4,1,17861,17862,"",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2121,"ancestral_trial_destroy_totem","",1,"","",[1078],1,3,"","","","",29,1990,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1078],[],"","","","","",[],"",[],[],1,[]
2122,"cave_dweller_bleeding_ears","Your attack and cast speeds are lowered.","","","Disorientated",[1895],1,3,"","","","",29,2004,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1895],[],"","","","","",[],"",[],[],1,[]
2123,"beetle_boss_buff","","","","","[473,70,171]",1,2,"","","","",29,2009,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[473,70,171]",[],"","","","","",[],"",[],[],1,[]
2124,"fury_charge","Furryious","","","Fury Charges",[],1,4,1,13610,13611,1,29,43,1,"",3,"",1,1,"",0,"","","","",13612,"",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2125,"flee_immunity","",1,"","Cannot Flee",[504],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[504],[],"","","","","",[],"",[],[],1,[]
2126,"infernal_familiar_revive_display_buff","Your Infernal Familiar will be revived soon","","","Infernal Contract",[],1,1,"","","","",29,1459,"",1,18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2127,"infernal_familiar_nearby_enemies_fire_damage_taken","","","","",[2028],"",3,"","","","",29,157,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[2028],[],"","","","","",[],"",[],[],1,[]
2128,"perennial_king_corrupted_ground","You are taking Physical Damage over time","","","Corrupted Ground","[346,1966]",1,3,"","","","",29,2010,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[346,1966]",[],"","","","","",[],"",[],[4],1,[]
2129,"cannibal_shaman_buff","",1,"","","[3263,3266]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3263,3266]",[],"","","","","",[],"",[],[],1,[]
2130,"savage_torchbearer_buff","",1,"","",[435],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[435],[],"","","","","",[],"",[],[],1,[]
2131,"vaal_savage_shaman_buff","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2132,"vaal_guard_dodge_bonus","",1,"","",[6987],1,2,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[6987],[],"","","","","",[],"",[],[],1,[]
2133,"procession_banner_blood_drain_active","You are taking Physical Damage over Time","","","Blood of the Bearer",[346],1,3,"","","","",29,2022,1,"",2,"",1,1,"",0,"","AuraDynamicParameters","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2134,"procession_banner_blood_drain_inactive","",1,"","Blood of the Bearer",[],1,3,"","","","",29,2023,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2135,"procession_banner_blood_drain_regen","Grants Life regeneration","","","Blood of the Bearer",[439],1,3,"","","","",29,2024,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
2136,"legionnaire_arrow_tether","You are slowed by an Ensnaring Arrow. Move away from the arrow to break the Snare.","","","Ensnared","[20780,9911,5027,9944,12341]",1,1,1,"","","",29,1204,1,"",2,"",1,1,"",3,"","TetheredDebuff","","","","",7,"","",0,[],"","",[],"",[],[],"[20780,9911,5027,9944,12341]",[],"","","","","",[],"",[],[],1,[]
2137,"legionnaire_smoke_ground_fade_in","",1,"","",[],1,3,"","","","",29,2026,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2138,"legionnaire_smoke_ground_fade_out","",1,"","",[10144],1,3,"","","","",29,2027,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[10144],[],"","","","","",[],"",[],[],1,[]
2139,"vaal_goliath_destabilise","[DNT-UNUSED] Being slowed as a result of destability","","","[DNT-UNUSED] Destabilised",[338],1,2,"","","","",29,2028,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2140,"ziggurat_burning_sun","You are taking fire damage over time from being near a fragment of the Temple of Kopec's Sun.","","","A Fragment of Sun",[1966],"",3,"","","","",29,2030,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2141,"ziggurat_burning_sun_severe","You are taking fire damage over time from being in view of the Temple of Kopec's Sun.","","","Ziggurat Sun",[1966],"",3,"","","","",29,2031,"","",2,"",1,1,"",0,"","BurningSunImpl","","","","",5,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2142,"ziggurat_bloodbather_sizzle_low","","","","",[435],"",3,"","","","",29,2032,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[435],[],1,"","","","",[],"",[],[],1,[]
2143,"ziggurat_bloodbather_sizzle_mid","","","","",[],"",3,"","","","",29,2032,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
2144,"ziggurat_bloodbather_sizzle_high","","","","",[],"",3,"","","","",29,2032,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],1,"","","","",[],"",[],[],1,[]
2145,"sunworshipper_fire_beam_damage","You are taking fire damage over time.","","","Gamma Ray",[1966],1,3,"","","",1,29,694,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2146,"sunworshipper_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","Gamma Ray",[],1,1,"","","",1,29,693,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2147,"ziggurat_burning_sun_stackable","[DNT-UNUSED] The power of a thousand suns (or just a few small ones)","","","[DNT-UNUSED] A Little Sun",[1966],"",1,"","","","",29,2030,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2148,"chimera_corrupted_ground","You are taking fire, lightning and chaos damage over time.","","","[DNT-UNUSED] Corrupted Ground","[1966,1970,442]",1,3,"","","","",29,2035,"","",2,"",1,1,"",0,"","AilmentApplicationAura","","","","",7,"","",0,[],"","",[],"",[],[],"[1966,1970,442]",[],"","","","","",[],"",[],[4],1,[]
2149,"vaal_shapeshifter_shapeshifted","",1,"","","[466,171]",1,2,"","","","",29,2036,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,171]",[],"","","","","",[],"",[],[],1,[]
2150,"blood_priest_boss_heal","",1,"","","[439,1406,7296]","",3,"","","","",29,2037,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[439,1406,7296]",[],"","","","","",[],"",[],[],1,[]
2151,"highborn_spore_aura","You are taking Physical Damage over time from a Foul Sage's Spores.","","","Decaying Spores",[346],1,3,"","","",1,29,2045,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2152,"cenobite_leash_healing","You are Regenerating Life","","","[DNT-UNUSED] Rejuvinating Spores","[439,1406]","",3,"","","","",29,2038,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[439,1406]",[],"","","","","",[],"",[],[],1,[]
2153,"sawblade_damage_upper_prison","",1,"","Death Sawblades","[2521,2983]",1,3,"","","","",29,2039,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2521,2983]",[],"","","","","",[],"",[],[],1,[]
2154,"roomba_damage_upper_prison","",1,"","Death Rhoomba","[2521,2983]",1,3,"","","","",29,2040,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2521,2983]",[],"","","","","",[],"",[],[],1,[]
2155,"spinning_trap_damage_upper_prison","",1,"","Death Spinning Traps","[2521,2983]",1,3,"","","","",29,2041,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2521,2983]",[],"","","","","",[],"",[],[],1,[]
2156,"jagged_ground","Debuff [Slow|Slows] movement speed","","","Jagged Ground",[16255],1,3,"","","","",29,2042,1,"",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[466],[],"[16255,466]",[],"","",1,"","",[],"",[],"[3,4]",3,[]
2157,"inevitable_criticals","",1,"","",[16259],1,2,"","","","",29,0,1,"",18,"","","","",0,"","InevitableCriticals","","","","",7,"","",0,[],"","",[],"",[],[],[16259],[],"","","","","",[],"",[],[],1,[]
2158,"goblin_drumming_aggro","",1,"","",[5882],1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[5882],[],"","","","","",[],"",[],[],1,[]
2159,"goblin_drumming_buff","",1,"","","[70,210,171,466]",1,1,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,171,466]",[],"","","","","",[],"",[],[],1,[]
2160,"glacial_strike_stage","[DNT-UNUSED] You have stages from channelling Glacial Strike.","","","[DNT-UNUSED] Glacial Strike",[],1,4,1,"",16393,"",29,2046,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2161,"sudoku_boss_upper_face_buff","",1,"","","[340,191,3683]",1,2,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[340,191,3683]",[],"","","","","",[],"",[],[],1,[]
2162,"karui_horn_buff","",1,"","",[24],"",2,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
2163,"guard_flask_damage_absorption","All damage from [HitDamage|Hits] is taken from this buff before your Life or [EnergyShield|Energy Shield].","","","Guard",[],1,2,1,"","","",29,2051,1,"",1,"",1,1,"",0,"","DamageAbsorptionBuff","","","","",7,"","",0,[],"","",[],"",[],[16418],[],[],"","","","","",[],"",[],[],1,[]
2164,"chimera_poem_blood_rage","","","","","[466,1895]",1,2,"","","","",29,2052,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,1895]",[],"","","","","",[],"",[],[],1,[]
2165,"ground_sulphite","You are taking lightning and chaos damage over time.","","","Sulphite Toxicity","[1970,442]",1,3,"","","","",29,2070,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1970,442]",[],"","","","","",[],"",[],[4],1,[]
2166,"bloodfever_aura_of_flies","","","","[DNT-UNUSED] Righteous Flier",[346],1,3,"","","","",29,2053,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2167,"hag_soul_drain_buff","",1,"","",[1406],"",2,"","","","",29,0,1,1,1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],1,[],[],[1406],[],"","","","","",[],"",[],[],1,[]
2168,"hag_soul_drain_debuff","[DNT-UNUSED] Your soul is being drained","","","[DNT-UNUSED] Unused",[1968],1,2,"","","","",29,631,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
2169,"baron_boss_sword_charge_impale","",1,"","",[],"",3,"","","","",29,2136,1,1,18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2170,"baron_boss_sword_lockdown","[DNT-UNUSED] You are ensnared and cannot escape.","","","[DNT-UNUSED] Sword Lockdown","[6547,14460]",1,2,"","","","",29,2054,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6547,14460]",[],"","","","","",[],"",[],[],1,[]
2171,"sanctum_aegis_broken","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[18425],[],[],"","","","","",[],"",[],[],6,[]
2172,"monster_smite_lightning_and_undead_damage","[DNT-UNUSED] Allies deal additional lightning damage and additional damage against the undead.","","","[DNT-UNUSED] Lightbringer Damage Aura","[437,17519]",1,3,"","","","",29,2058,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[437,17519]",[],"","","","","",[],"",[],[],1,[]
2173,"monster_energy_shield_warcry","[DNT-UNUSED] Allies gain Energy Shield that cannon be recharged.","","","[DNT-UNUSED] Energy Overshield","[4887,552]","",3,"","","","",29,2059,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4887,552]",[],"","","","","",[],"",[],[],1,[]
2174,"monster_energy_shield_warcry_recharge","",1,"","",[1406],"",3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1406],[],"","","","","",[],"",[],[],1,[]
2175,"twilight_order_holy_heal","You are Regenerating Life","","","[DNT-UNUSED] Holy Healing","[439,1406]","",3,"","","","",29,2055,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[439,1406]",[],"","","","","",[],"",[],[],1,[]
2176,"rapid_shot_buff","Rapid Shot and Grenade Skills [Gain] [Fire] damage","","","Heat",[],1,3,"","",17522,"",29,2056,1,"",6,"",1,1,"",0,"","RapidShotStageDecayBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2177,"twilight_convert_righteous_fire","","","","[DNT-UNUSED] Righteous Fire",[1966],1,3,"","","","",29,2057,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2178,"twilight_convert_righteous_fire_self_degen","",1,"","[DNT-UNUSED] Righteous Fire",[16149],1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[16149],[],"","","","","",[],"",[],[],1,[]
2179,"twilight_soldier_frozen_shield","",1,"","[DNT-UNUSED] Frozen Shield",[749],1,2,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[749],[],"","","","","",[],"",[],[],1,[]
2180,"quarterstaff_storm_strike","","","","","[70,473]",1,3,"","","","",29,2060,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,473]",[],"","","","","",[],"",[],[],1,[]
2181,"twilightsorceror_fire_beam_damage","You are taking fire damage over time.","","","[DNT-UNUSED] Holy Fire",[1966],1,3,"","","",1,29,694,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2182,"twilightsorceror_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","[DNT-UNUSED] Holy Fire",[],1,1,"","","",1,29,693,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2183,"karui_bloodfever","","","","[DNT-UNUSED] Karui Bloodfever",[],"",11,"","","","",29,242,1,"",2,"",1,1,"",0,"","KaruiBloodfeverBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2184,"hag_curse_debuff","Nearby corpses unleash their soul towards you.","","","Ire of the Dead",[],"",2,"","","","",29,2127,1,"",2,"",1,1,"",0,"","HagCurseDebuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2185,"hag_curse_corpse_buff","","","","",[],"",2,"","","","",29,2125,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2186,"primordial_moth_corpse_desaturation_effect","","","","",[],"",3,"","","","",29,2064,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2187,"imperial_graveyard_knight_rf_sword","[DNT-UNUSED] You are taking fire damage over time.","","","[DNT-UNUSED] RF Sword",[1966],"",3,"","","","",29,2061,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2188,"primordial_rooted_beam","[DNT-UNUSED] You are Rooted","","","[DNT-UNUSED] Rooted",[338],"",1,"","","","",29,2062,1,"",2,"",1,1,"",10,"","","","","","",7,"","",500,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2189,"rooted_spore_ground","You are taking lightning and chaos damage over time.","","","[DNT-UNUSED] Spore Ground","[1970,442]",1,3,"","","","",29,2063,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1970,442]",[],"","","","","",[],"",[],[4],1,[]
2190,"mana_tempest_buff","You are within a Mana Tempest. Your spells are empowered with lightning damage.","","","Mana Tempest",[18170],"",11,"","","","",29,2066,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"","[17551,17552,20788]",[17550],"[18170,17551,17552,20788]","[17581,20324]","","","","","",[],"",[],[],1,[]
2191,"arctic_armour_stationary_stage","When you are [HitDamage|Hit] by a [Melee] [Attack], you retaliate with [Cold] Damage but lose a stage.","","","Arctic Armour","[17582,17583]",1,4,1,"",17577,1,29,435,1,"",6,"",1,1,1,0,"","ArcticArmourBuff","","","","",7,"","",0,[],"","",[],1,[],[],"[17582,17583]",[],"","","","","",[],"",[],[],1,[]
2192,"new_new_arctic_armour","You are gaining stages of a retaliatory barrier over time.","",1,"Arctic Armour",[4756],1,2,"","","",1,29,431,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[4756],[],"","","","","",[],"",[],[],1,[]
2193,"mana_tempest_cooldown_paused_buff","",1,"","",[],"",11,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[17581],"","","","","",[],"",[],[],1,[]
2194,"volcano_stage","You are gaining Volcano stages","","","Volcano",[],1,1,1,"","",1,29,434,1,"",6,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2195,"forsaken_son_flaming_censer","",1,"","","[471,435]",1,2,"","","","",29,0,1,1,18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[471,435]",[],"","","","","",[],"",[],[],1,[]
2196,"new_blood_rage","","","","[DNT-UNUSED] Blood Rage","[451,451,17609]",1,2,"","","",1,29,16,1,"",1,"",1,1,"",0,"","NewBloodRageBuff","","","","",7,"","",0,[],"","",[],"",[443],[],"[451,451,17609,443]",[],"","","","","",[],"",[],[],1,[]
2197,"shattering_palm_debuff","","","","Primed for Shatter",[],1,2,"","","","",29,2069,1,1,18,"",1,1,"",0,"","ShatteringPalmDebuff","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],5,[]
2198,"electrocute_display_buff","",1,"","",[],1,2,"","","","",29,2072,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2199,"pestilent_slash_damage","You are taking chaos damage over time from Pestilent Strike.","","","Pestilent Slash Damage",[442],1,3,"","","","",29,1161,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
2200,"howl_buff","[DNT-UNUSED] You are empowered by the Wolf's Howl",1,"","[DNT-UNUSED] Howl","[30,31,171,8798]",1,2,"","","","",29,2068,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[30,31,171,8798]",[],"","","","","",[],"",[],[],1,[]
2201,"heat_seeking_arrow_stage","","","","[DNT-UNUSED] Heat Seeking Arrow Stages",[],1,1,1,"","",1,29,435,1,"",6,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2202,"serpent_boss_bone_armour","",1,"","","[1086,480,19625]",1,3,"","","","",29,2073,1,"",1,"",1,1,"",0,"","SerpentBossBoneArmour","","","","",7,"","",0,[],"","",[],"",[],[],"[1086,480,19625]",[],"","","","","",[],"",[],[],1,[]
2203,"mastodon_necro_ball_degen","You are taking Lightning Damage over Time","","","Electrifying Orb",[1970],"",3,"","","","",29,5,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1970],[],"","","","","",[],"",[],[],1,[]
2204,"support_gem_mana_regeneration","","","","",[125],1,3,"","","","",29,171,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[125],[],"","","","","",[],"",[],[],1,[]
2205,"PoEM_Act1Boss_void_debuff","You take increased damage and are slower as the void drains you","","","Void Drained","[466,10899]",1,4,1,"","","",29,2074,1,"",2,"",1,1,"",3,"","","","","","",7,"","",0,[],"","",[],1,[],[],"[466,10899]",[],"","","","","",[],"",[],[],1,[]
2206,"petrification_stacker","You are becoming Petrified",1,"","Petrification","[4771,4771,4771,4771]",1,3,"","","",1,29,0,1,"",1,"",1,1,"",0,"","PetrificationStacker","","","","",7,"","",0,[],"","",[],"",[],[],"[4771,4771,4771,4771]",[],"","","","","",[],"",[],[],1,[]
2207,"player_recovery","You are recovering all your Life, Mana, and Energy Shield.","","","Full Recovery","[550,551,12779]",1,3,"","","","",29,1704,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[550,551,12779]",[],"","","","","",[],"",[],[],1,[]
2208,"prisoner_boss_chill_donut","",1,"","",[],1,13,"","","",1,29,0,"","",2,"",1,1,"",0,"","BloodyChillDonut","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2209,"prisoner_boss_chill_donut_bloody","",1,"","",[451],1,13,"","","",1,29,0,"","",2,"",1,1,"",0,"","BloodyChillDonut","","","","",7,"","",0,[],"","",[],"",[],[],[451],[],"","","","","",[],"",[],[],1,[]
2210,"stolen_life_regen_debuff","","","","",[],"",3,"","","","",29,2078,1,"",2,"",1,1,"",0,"","StolenLifeRegenDebuff","","","","",7,"","",0,[],"","",[],"",[],[18000],[],[],"","","","","",[],"",[],[],1,[]
2211,"life_regen_from_stolen_life_regen","",1,"","",[439],"",1,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
2212,"pinned","You cannot move.","","","Pinned","[6547,21765]",1,13,"","","",1,29,2079,1,"",2,"",1,1,"",0,"","PinnedDebuff","","","","",7,"","",0,[],"","",[],"",[],[],"[6547,21765]",[18147],"","","",1,"",[],"",[],[],1,[]
2213,"no_elemental_resistances","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[1992],[],[],"","","","","",[],"",[],[],1,[]
2214,"fire_wake_burning_damage","",1,"","[DNT-UNUSED] Blazing Lance Burning Ground",[1966],"",3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2215,"frost_wall_segment_effects","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","FrostWallSegmentEffects","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2216,"stormsurge","",1,"","",[18175],"",1,"","","","",29,0,1,"",18,"",1,1,"",10,"","","","","","",7,"","",0,[],"","",[],"",[],[],[18175],[],"","","","","",[],"",[],[],1,[]
2217,"cast_on_shock_reserve","","","","Cast on Shock",[],1,1,1,"","","",29,2080,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2218,"cast_on_shock_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2219,"cast_on_freeze_reserve","","","","Cast on Freeze",[],1,1,1,"","","",29,2081,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2220,"cast_on_freeze_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2221,"cast_on_ignite_reserve","","","","Cast on Ignite",[],1,1,1,"","","",29,2082,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2222,"cast_on_ignite_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2223,"cast_on_melee_kill_reserve","","","","Cast on Melee Kill",[],1,1,1,"","","",29,2083,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2224,"cast_on_melee_kill_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2225,"cast_on_death_reserve","","","","Cast on Death",[],1,1,1,"","","",29,2084,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2226,"cast_on_death_kill_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2227,"cast_when_stunned_reserve","","","","Cast when Stunned",[],1,3,1,"","","",29,2085,1,"",1,"",1,1,"",0,"","","","","","",5,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
