"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid"
1117,8514,"[""Metadata/Terrain/Doodads/Hideouts/WoodSquare_01.ao"",""Metadata/Terrain/Doodads/Hideouts/WoodSquare_02.ao"",""Metadata/Terrain/Doodads/Hideouts/WoodSquare_03.ao"",""Metadata/Terrain/Doodads/Hideouts/WoodSquare_04.ao"",""Metadata/Terrain/Doodads/Hideouts/WoodSquare_05.ao"",""Metadata/Terrain/Doodads/Hideouts/WoodSquare_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[12],1,"",90,0,"","",1,""
1118,8515,"[""Metadata/Terrain/Doodads/Hideouts/VoidGround_01.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_02.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_03.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_04.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_05.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_06.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_07.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_08.ao"",""Metadata/Terrain/Doodads/Hideouts/VoidGround_09.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[12],1,"",42,0,"","",1,""
1119,8516,"[""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_01.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_02.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_03.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_04.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_05.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_06.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/HalloweenGrave_07.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[12,0]","","",65,0,"","",1,""
1120,8517,"[""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_01.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_02.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_03.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_04.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_05.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_06.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_07.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_08.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_09.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_010.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_011.ao"",""Metadata/Terrain/Doodads/Mtx/Halloween/JackoLanternPatch_012.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[3,21,0]","","",65,0,"","",1,""
1121,8518,"[""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall04.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall05.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall06.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall07.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicWall08.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_04.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_05.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_06.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_07.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_08.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicBuildingSupplies/AngelicPillar_09.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,0]","","",2,0,"","",1,""
1122,8519,"[""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue04.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue05.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue06.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue07.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue08.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue11.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue12.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue09.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue10.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/burning_divine_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/consecrated_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/consecrated_ground_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",2,0,"","",1,""
1123,8520,"[""Metadata/Effects/Environment/hideout/angeldemon_angelic/angelic_haze1.ao"",""Metadata/Effects/Environment/hideout/angeldemon_angelic/angelic_haze2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",2,0,"","",1,""
1124,8521,"[""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicPillar_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicPillar_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicPillar_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_04.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_05.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_06.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_07.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonicWall_08.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/LavaPit_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/LavaPit_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/LavaPit_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Building Supplies/DemonThrone.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,0]","","",2,0,"","",1,""
1125,8522,"[""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/Cage_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/Cage_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/Cage_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/Cage_04.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/DemonHand_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/DemonEye.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/DemonHand_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/Orb.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/HellRune_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/HellRune_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/HellRune_03.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/HellRune_04.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/FireGround.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/BloodPenta.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/DemonSkull_01.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/Demonic Objects/DemonSkull_02.ao"",""Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/BloodSkeleton.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",2,0,"","",1,""
1126,8523,"[""Metadata/Effects/Environment/hideout/angeldemon_demonic/demon_clouds.ao"",""Metadata/Effects/Environment/hideout/angeldemon_demonic/demon_clouds2.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",2,0,"","",1,""
1127,8525,[],"","Metadata/MiscellaneousObjects/Harvest/CraftingSilo_Hideout",1,1,[],"","",115,0,"","",1,""
1128,8526,[],"","Metadata/MiscellaneousObjects/Harvest/SeedStash_Hideout",1,"",[],"","",86,0,"","",1,""
1129,8527,[],"","Metadata/MiscellaneousObjects/Heist/HeistStash_Hideout",1,1,[],"","",115,0,"","",1,""
1130,8528,[],"","Metadata/MiscellaneousObjects/Expedition/ExpeditionStash_Hideout",1,1,[],"","",115,0,"","",1,""
1131,8529,[],"","Metadata/MiscellaneousObjects/Sentinel/SentinelLocker_Hideout",1,"",[],"","",86,0,1,"",1,""
1132,8530,[],"","Metadata/MiscellaneousObjects/Sanctum/SanctumLocker_Hideout",1,1,[],"","",115,0,1,"",1,""
1133,8531,"[""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Arch_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Arch_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Arch_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/DamagedWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/DamagedWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/DamagedWall_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/DamagedWall_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Obelisk_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Obelisk_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Obelisk_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Obelisk_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/Obelisk_06.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/ObeliskWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/ObeliskWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/ObeliskWall_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/ObeliskWall_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/ObeliskWall_06.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/ObeliskWall_07.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/RubblePile_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/RubblePile_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/RubblePile_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/StoneWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/StoneWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/StoneWall_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/StoneWall_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/StoneWall_06.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseBuildingSupplies/StoneWall_07.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,19,0]","","",112,0,"","",1,""
1134,8532,"[""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_06.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_07.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_08.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_09.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_010.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_011.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_012.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_013.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_014.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_015.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_016.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Display_017.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Mannequin_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Mannequin_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_06.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_07.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_08.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_09.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_010.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_011.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/Pyramid_012.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/SnakeArch_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/SnakeArch_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/SunriseObjects/SunArch_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",112,0,"","",1,""
1135,8533,"[""Metadata/Effects/Environment/hideout/twilight_sunrise/sunrise_hideout1.ao"",""Metadata/Effects/Environment/hideout/twilight_sunrise/sunrise_hideout2.ao"",""Metadata/Effects/Environment/hideout/twilight_sunrise/sunrise_hideout3.ao"",""Metadata/Effects/Environment/hideout/twilight_sunrise/sunrise_hideout4.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",112,0,"","",1,""
1136,8534,"[""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Arch_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Arch_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Arch_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Arch_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Arch_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Arch_06.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Column_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Column_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Column_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Column_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/ColumnWall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/ColumnWall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/ColumnWall_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/ColumnWall_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/ColumnWall_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/FloorPanel_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/FloorPanel_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/FloorPanel_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Wall_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Wall_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Wall_03.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,26,25,0]","","",112,0,"","",1,""
1137,8535,"[""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_01.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_02.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_03.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_04.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_05.ao"",""Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_06.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",112,0,"","",1,""
1138,8536,"[""Metadata/Effects/Environment/hideout/twilight_nightfall/nightfall_hideout1.ao"",""Metadata/Effects/Environment/hideout/twilight_nightfall/nightfall_hideout2.ao"",""Metadata/Effects/Environment/hideout/twilight_nightfall/nightfall_hideout3.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",112,0,"","",1,""
1139,8537,"[""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Wall01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Wall02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Wall03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Wall04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Wall05.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Wall06.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/LongWall01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/LongWall02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Pillar01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Pillar02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Pillar03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Pillar04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Pillar05.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Arch01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Floor01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Floor02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Floor03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Floor04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingBuildingSupplies/Floor05.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,12,26,0]","","",119,0,"","",1,""
1140,8538,"[""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object01.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object02.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object03.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object04.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object05.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object06.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object07.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object08.ao"",""Metadata/Terrain/Doodads/Hideouts/WarlordMysteryBox/SufferingObjects/Object09.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",119,0,"","",1,""
1141,8539,"[""Metadata/Effects/Environment/hideout/warlord_suffering/suffering_env_01.ao"",""Metadata/Effects/Environment/hideout/warlord_suffering/suffering_env_02.ao"",""Metadata/Effects/Environment/hideout/warlord_suffering/suffering_env_03.ao"",""Metadata/Effects/Environment/hideout/warlord_suffering/suffering_env_04.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",119,0,"","",1,""
