"rownum","QuestKey","i32","QuestStates","[i32]","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","MapPinsKeys1","i32","MapPinsTexts (English)","MapPinsTexts (French)","MapPinsTexts (German)","MapPinsTexts (Japanese)","MapPinsTexts (Korean)","MapPinsTexts (Portuguese)","MapPinsTexts (Russian)","MapPinsTexts (Spanish)","MapPinsTexts (Thai)","MapPinsTexts (Traditional Chinese)","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)"
10,5,5,[797],[4],"You have found Axiom Prison, home to Brutus, the Warden. Return to town for help preparing for the coming battle.","Vous avez découvert la Prison d'Axiom, foyer de Brutus, le Geôlier. Retournez en ville afin de vous préparer pour le combat à venir.","Ihr habt das Axiom-Gefängnis gefunden, das Zuhause des Wächters Brutus. Kehrt in die Stadt zurück und bereitet Euch auf den bevorstehenden Kampf vor.","獄長ブルータスの住処、アクシオム監獄を見つけた。街に戻り、戦いの準備をしよう。","간수 브루투스가 있는 액시옴 수용소를 발견했습니다. 전투를 준비하기 위해 마을로 돌아가십시오.","Você descobriu a Prisão de Axiom, lar do Brutus, o Carcereiro. Volte à vila para ter ajuda ao se preparar para a batalha.","Вы нашли тюрьму Аксиомы, обитель тюремщика Изувера. Вернитесь в лагерь и подготовьтесь к битве.","Has encontrado la Prisión de Axiom, hogar de Brutus, el Guardián. Vuelve al pueblo a buscar ayuda para la batalla que se aproxima.","คุณ​ได้​พบ​เรือนจำ​แอ็กเซียม สถาน​พำนัก​ของพัศดีบรูตัส กลับ​ไป​ที่​เมือง​เพื่อ​ขอ​ความ​ช่วย​เหลือ​ใน​การเต​รี​ยม​การ​ต่อสู้​ใน​อนาคต","你發現了禁靈之獄，典獄長布魯特斯的老巢。回到城鎮進行補給以面對即將到來的苦戰。","","","","","","","","","","","",[0],0,"[""Talk to Tarkleigh""]","[""Parlez à Tarkleigh.""]","[""Sprecht mit Tarkleigh.""]","[""タークリーに話しかけろ""]","[""타클레이와 대화하기""]","[""Fale com Tarkleigh""]","[""Поговорите с Таркли""]","[""Habla con Tarkleigh""]","[""พูด​คุย​กับทาร์กเลย์""]","[""回到城鎮""]",[0],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
11,5,6,[4],[],"The Warden, Brutus, has blockaded Axiom Prison. Kill him to get through.","Brutus, le Geôlier, a barricadé la Prison d'Axiom. Tuez-le pour pouvoir continuer votre progression.","Der Wächter, Brutus, hat das Axiom-Gefängnis besetzt. Tötet ihn, um den Weg aus dem Gefängnis frei zu machen.","獄長ブルータスがアクシオム監獄を封鎖している。倒して通り抜けよう。","간수 브루투스가 액시옴 수용소를 봉쇄하고 있습니다. 길을 뚫기 위해 브루투스를 처치하십시오.","O Carcereiro, Brutus, bloquiou a Prisão de Axiom. Mate-o para poder continuar.","Тюремщик Изувер перекрыл выход из тюрьмы Аксиомы. Убейте его, чтобы пройти дальше.","El Guardián, Brutus, ha bloqueado la salida de la Prisión de Axiom. Mátalo para poder atravesarla.","พัศดี​บรูตัส​ได้​ขวาง​ทาง​เรือนจำแอ็กเซียม​เอา​ไว้ สังหาร​เขา​เพื่อ​เดิน​ทาง​ไป​ต่อ","典獄長布魯特斯，已經封閉了禁靈之獄的出口。殺死他來解鎖監獄大門。","","Kill Brutus","Tuez Brutus","Tötet Brutus","ブルータスを倒せ","브루투스를 처치하십시오","Mate Brutus","Убейте Изувера","Mata a Brutus","สังหารบรูตัส","殺死布魯特斯",[10],0,"[""Explore the Prison and kill Brutus""]","[""Explorez la Prison et tuez Brutus.""]","[""Erkundet das Gefängnis und tötet Brutus.""]","[""監獄を捜索し、ブルータスを倒せ""]","[""수용소를 수색하여 브루투스 처치하기""]","[""Explore a Prisão e abata o Brutus""]","[""Обыщите тюрьму и убейте Изувера""]","[""Explora la Prisión y mata a Brutus""]","[""สำรวจ​เรือน​จำ​และ​สังหารบรูตัส""]","[""探索監獄並殺死布魯特斯""]",[10],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
12,7,0,"[10,0]",[],"Quest Complete - You have slain Merveil. You are now able to travel to Act 2.","Quête terminée — Vous avez terrassé Merveil. Vous pouvez désormais vous rendre à l'Acte 2.","Quest abgeschlossen: Ihr habt Merveil getötet. Ihr könnt jetzt zu Akt 2 reisen.","クエスト完了－マーヴェイルを倒した。第2章に進むことができる。","퀘스트 완료 - 머베일을 처치했습니다. 이제 2장으로 넘어갈 수 있습니다.","Missão Completa - Você matou Merveil. Você agora pode viajar ao Ato Dois.","Задание выполнено: вы убили Мервейл и можете перейти ко Второму Акту.","Misión completa - Has matado a Merveil. Ya puedes viajar al Acto 2.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​สังหาร​เมอร์เวล​แล้ว คุณ​สามารถ​เดิน​ทาง​ไป​สู่​บท​ที่ 2","任務完成 - 你已經擊殺了海妖。現在你可以邁向第二章節了。",1,"Quest Complete","Quête terminée","Quest abgeschlossen","クエスト完了","퀘스트 완료","Missão Completa","Задание выполнено","Misión completa","ภารกิจ​เสร็จสิ้น","任務完成",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
13,7,1,[10],[],"Quest Complete - You have slain Merveil and reached Act 2. Talk to Nessa for a reward.","Quête terminée — Vous avez terrassé Merveil et atteint l'Acte 2. Parlez à Nessa pour obtenir votre récompense.","Quest abgeschlossen: Ihr habt Merveil getötet und Akt 2 erreicht. Sprecht Nessa auf Eure Belohnung an.","クエスト完了－マーヴェイルを倒して、第2章に進んだ。ネッサに話しかけ、報酬を受け取ろう。","퀘스트 완료 - 머베일을 처치하고 2장에 도달하였습니다. 네사와 대화하십시오.","Missão Completa - Você matou Merveil e chegou ao Ato Dois. Fale com Nessa para receber sua recompensa.","Задание выполнено: вы убили Мервейл и открыли Второй Акт. Поговорите с Нессой о награде.","Misión completa - Has matado a Merveil y llegado al Acto 2. Habla con Nessa para recibir una recompensa.","ภารกิจ​เสร็จสิ้น - คุณ​ได้​สังหาร​เมอร์เวล​และ​เดิน​ทาง​ไป​สู่​บท​ที่ 2 แล้ว พูด​คุย​กับ​เนสซ่า​เพื่อ​รับ​รางวัล","任務完成 - 你已經擊殺了海妖並抵達第二章了，與奈莎交談來獲得獎勵。","","Talk to Nessa for your reward","Parlez à Nessa pour obtenir votre récompense","Sprecht Nessa auf Eure Belohnung an","ネッサに話しかけ、報酬を受け取れ","네사와 대화하기","Fale com Nessa para receber sua recompensa","Поговорите с Нессой о награде","Habla con Nessa para recibir tu recompensa","พูด​คุย​กับเนสซ่าเพื่อ​รับ​รางวัลของคุณ","與奈莎交談以獲得獎勵",[0],0,"[""Talk to Nessa for your reward""]","[""Parlez à Nessa pour obtenir votre récompense.""]","[""Sprecht Nessa auf Eure Belohnung an.""]","[""ネッサに話しかけ、報酬を受け取れ""]","[""네사와 대화하기""]","[""Fale com Nessa para receber sua recompensa""]","[""Поговорите с Нессой о награде""]","[""Habla con Nessa para recibir tu recompensa""]","[""พูด​คุย​กับเนสซ่าเพื่อ​รับ​รางวัลของคุณ""]","[""與奈莎交談以獲得獎勵""]",[0],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
14,7,2,"[9,0]",[],"You have killed Merveil, the Siren. Find the exit to her lair and enter the forest.","Vous avez tué Merveil, la Sirène. Trouvez la sortie de son antre pour entrer dans la forêt.","Ihr habt Merveil die Sirene getötet. Sucht nach dem Ausgang ihres Verstecks, um in den Wald zu gelangen.","セイレーン・マーヴェイルを倒した。隠れ家の出口を見つけ、森へ入ろう。","사이렌 머베일을 처치했습니다. 머베일의 은신처에서 출구를 찾아 숲으로 들어가십시오.","Você matou Merveil, a Sereia. Encontre a saída de seu covil para entrar na floresta.","Вы убили Мервейл. Выходите из ее логова и доберитесь до леса.","Has matado a Merveil, la Sirena. Encuentra la salida de su guarida y entra al bosque.","คุณ​ได้​สังหารพรายน้ำเมอร์เวลแล้ว ค้นหา​ทางออก​จาก​รัง​ของ​เธอ​แล้ว​เดินทาง​เข้าไป​ใน​ป่า","你已經擊敗海妖，找出離開海妖巢穴的出口來前往森林。","","The lair's exit is now unlocked","La sortie de l'Antre est désormais débloquée","Der Ausgang des Verstecks ist nun offen","隠れ家の出口が開かれている","은신처의 출구가 개방되었습니다","A saída do covil foi aberta","Выход из логова открыт","La salida de la guarida se ha desbloqueado","ปลดล็อก​ทางออก​จาก​รัง​แล้ว","營地的大門已經開啟",[15],0,"[""Find the exit to Act 2""]","[""Trouvez la sortie vers l'Acte 2.""]","[""Findet den Ausgang zu Akt 2.""]","[""第2章への出口を見つけろ""]","[""2장으로 가는 길 찾기""]","[""Encontre a saída para o Ato Dois""]","[""Переходите во Второй Акт""]","[""Encuentra la salida hacia el Acto 2""]","[""ค้นหา​ทางออก​ไป​สู่​บท​ที่ 2""]","[""找出前往第二章的入口""]",[14],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
15,7,3,[9],[],"You have killed Merveil, the Siren. Find the exit to her lair and enter the forest. You can also talk to Nessa in town for a reward.","Vous avez tué Merveil. Trouvez la sortie de son antre pour entrer dans la forêt. Vous pouvez aussi parler à Nessa en ville pour obtenir votre récompense.","Ihr habt Merveil die Sirene getötet. Sucht nach dem Ausgang ihres Verstecks, um in den Wald zu gelangen. Sprecht auch Nessa in der Stadt auf Eure Belohnung an.","セイレーン・マーヴェイルを倒した。隠れ家の出口を見つけ、森へ入ろう。また、街にいるネッサに話しかけ、報酬を受け取ろう。","사이렌 머베일을 처치했습니다. 머베일의 은신처에서 출구를 찾아 숲으로 들어가십시오. 마을에서 네사와 대화해 보상을 받을 수도 있습니다.","Você matou Merveil, a Sereia. Encontre a saída do seu covil para entrar na floresta. Você também pode falar com Nessa na vila para receber uma recompensa.","Задание выполнено: вы убили Мервейл и можете перейти ко Второму Акту. Кроме того, вы можете вернуться в лагерь и поговорить с Нессой о награде.","Has matado a Merveil, la Sirena. Encuentra la salida de su guarida y entra al bosque. También puedes hablar con Nessa en el pueblo para recibir una recompensa.","คุณ​ได้​สังหารพรายน้ำเมอร์เวลแล้ว ค้นหา​ทางออก​จาก​รัง​ของ​เธอ​แล้ว​เดินทาง​เข้าไป​ใน​ป่า นอกจาก​นี้​คุณ​ยัง​สามารถ​พูด​คุ​ยกับเนส​ซ่า​ใน​เมือง​เพื่อ​รับ​รางวัล​ได้​อีก​ด้วย","你已經擊敗海妖，找出離開海妖巢穴的出口來前往森林。 你可以回到村莊與奈莎交談來獲取你的獎勵。","","The lair's exit is now unlocked","La sortie de l'Antre est désormais débloquée","Der Ausgang des Verstecks ist nun offen","隠れ家の出口が開かれている","은신처의 출구가 개방되었습니다","A saída do covil foi aberta","Выход из логова открыт","La salida de la guarida se ha desbloqueado","ปลดล็อก​ทางออก​จาก​รัง​แล้ว","營地的大門已經開啟",[15],0,"[""Find the exit to Act 2""]","[""Trouvez la sortie vers l'Acte 2.""]","[""Findet den Ausgang zu Akt 2.""]","[""第2章への出口を見つけろ""]","[""2장으로 가는 길 찾기""]","[""Encontre a saída para o Ato Dois""]","[""Переходите во Второй Акт""]","[""Encuentra la salida hacia el Acto 2""]","[""ค้นหา​ทางออก​ไป​สู่​บท​ที่ 2""]","[""找出前往第二章的入口""]",[14],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
16,7,4,"[513,0]",[],"Kill Merveil, the Siren, in her lair.","Tuez Merveil, la Sirène, dans son antre.","Tötet Merveil die Sirene in ihrem Versteck.","隠れ家にいるセイレーン・マーヴェイルを倒そう。","머베일의 암굴에서 사이렌 머베일을 처치하십시오","Mate Merveil, a Sereia, em seu covil.","Убейте сирену Мервейл в ее логове.","Mata a Merveil, la Sirena en su guarida.","สังหาร​พราย​น้ำ​เมอร์เวล​ใน​รัง​ของ​เธอ","殺死在巢穴裡的海妖．莫薇兒。","","Kill Merveil","Tuez Merveil","Tötet Merveil","マーヴェイルを倒せ","머베일을 처치하십시오","Mate Merveil","Убейте Мервейл","Mata a Merveil","สังหารเมอร์เวล","殺死海妖．莫薇兒",[14],0,"[""Kill Merveil""]","[""Tuez Merveil.""]","[""Tötet Merveil.""]","[""マーヴェイルを倒せ""]","[""머베일 처치하기""]","[""Mate Merveil""]","[""Убейте Мервейл""]","[""Mata a Merveil""]","[""สังหารเมอร์เวล""]","[""殺死海妖．莫薇兒""]",[14],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
17,7,5,[513],[],"Kill Merveil, the Siren, in her lair. You can also talk to Nessa in town for help with the battle.","Tuez Merveil, la Sirène, dans son antre. Vous pouvez aussi parler à Nessa en ville pour obtenir de l'aide.","Tötet Merveil die Sirene in ihrem Versteck. Sprecht mit Nessa in der Stadt, und bittet sie um Hilfe für den Kampf.","隠れ家にいるセイレーン・マーヴェイルを倒せ。ネッサに話しかけ、助けを得よう。","머베일의 암굴에서 사이렌 머베일을 처치하십시오. 전투를 준비하기 위해 마을에서 네사와 대화할 수 있습니다.","Mate Merveil, a Sereia, em seu covil. Você também pode falar com Nessa na vila para receber ajuda com a batalha.","Найдите логово сирены Мервейл и убейте ее. Говорят, что Несса в силах вам помочь.","Mata a Merveil, la Sirena en su guarida. También puedes hablar con Nessa en el pueblo para conseguir ayuda para la batalla.","สังหาร​พราย​น้ำ​เมอร์เวล​ใน​รัง​ของ​เธอ นอกจาก​นี้​คุณ​ยัง​สามารถ​พูด​คุย​กับ​เนสซ่า​ใน​เมือง​เพื่อ​ขอ​ความ​ช่วย​เหลือ​ใน​การ​ต่อสู้​ที่​จะ​มา​ถึง​อีก​ด้วย","殺死在巢穴裡的海妖．莫薇兒。 你可以像奈莎尋求對付這怪物的建議。","","Kill Merveil","Tuez Merveil","Tötet Merveil","マーヴェイルを倒せ","머베일을 처치하십시오","Mate Merveil","Убейте Мервейл","Mata a Merveil","สังหารเมอร์เวล","殺死海妖．莫薇兒",[14],0,"[""Kill Merveil""]","[""Tuez Merveil.""]","[""Tötet Merveil.""]","[""マーヴェイルを倒せ""]","[""머베일 처치하기""]","[""Mate Merveil""]","[""Убейте Мервейл""]","[""Mata a Merveil""]","[""สังหารเมอร์เวล""]","[""殺死海妖．莫薇兒""]",[14],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
18,7,6,[132],[72],"You have discovered the cavernous lair of Merveil, the Siren. Return to town for help preparing for the coming battle.","Vous avez découvert l'antre caverneux de Merveil, la Sirène. Retournez en ville afin de vous préparer pour le combat à venir.","Ihr habt das Höhlenversteck der Sirene Merveil gefunden. Kehrt in die Stadt zurück und bereitet Euch auf den bevorstehenden Kampf vor.","セイレーン・マーヴェイルの洞穴の隠れ家を見つけた。街に戻り、戦いの準備をしよう。","사이렌 머베일의 암굴 은신처를 발견했습니다. 전투를 준비하기 위해 마을로 귀환하십시오.","Você descobriu o covil cavernoso de Merveil, a Sereia. Volte à vila para ter ajuda ao se preparar para a batalha.","Вы нашли подземное логово сирены Мервейл. Вернитесь в лагерь и подготовьтесь к битве.","Has descubierto la cavernosa guarida de Merveil, la Sirena. Vuelve al pueblo a buscar ayuda para la batalla que se aproxima.","คุณ​ได้​ค้น​พบ​ถ้ำ​ที่​เป็น​รัง​ของ​พรายน้ำ​เมอร์เวล​แล้ว กลับ​ไป​ที่​เมือง​เพื่อ​ขอ​ความ​ช่วย​เหลือ​ใน​การ​เตรียม​การ​ต่อสู้​ใน​อนาคต","你已經發現海妖．莫薇兒，返回村莊來準備即將到來的戰鬥。","","Talk to Nessa","Parlez à Nessa","Sprecht mit Nessa","ネッサに話しかけろ","네사와 대화하기","Fale com Nessa","Поговорите с Нессой","Habla con Nessa","พูด​คุย​กับเนสซ่า","與奈莎交談",[0],0,"[""Talk to Nessa""]","[""Parlez à Nessa.""]","[""Sprecht mit Nessa.""]","[""ネッサに話しかけろ""]","[""네사와 대화하기""]","[""Fale com Nessa""]","[""Поговорите с Нессой""]","[""Habla con Nessa""]","[""พูด​คุย​กับเนสซ่า""]","[""與奈莎交談""]",[0],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
19,7,7,[8],[],"Merveil, the Siren, is luring sailors and exiles alike to their doom. Find her and kill her.","Merveil, la Sirène, attire les marins comme les exilés vers une mort certaine. Trouvez-la et tuez-la.","Tötet Merveil die Sirene in ihrem Versteck.","セイレーン・マーヴェイルが、船員や追放者を破滅へと誘い込んでいる。見つけ出して倒そう。","암굴 깊숙한 곳에 있는 머베일의 소굴을 찾아내어 선원과 유배자들을 유혹하고있는 사이렌 머베일을 처치하십시오","Merveil, a Sereia, está atraindo marinheiros e exilados para seus aposentos. Encontre-a e mate-a.","Сирена Мервейл зазывает моряков и изгнанников на верную смерть. Найдите и убейте сирену в ее логове.","Merveil, la Sirena, atrae marineros y exiliados por igual y los lleva a la perdición. Encuéntrala y mátala.","พรายน้ำ​เมอร์เวล​กำลัง​ล่อลวง​ทั้ง​กะลาสีและ​เอ็กไซล์​ทั้ง​หลาย​สู่​ความ​ตาย ตาม​หา​และ​สังหาร​เธอ​เสีย","莫薇兒，那隻海妖，不斷誘惑著水手和流亡者邁向其生命終點。找到她並殺死她。","","Kill Merveil","Tuez Merveil","Tötet Merveil","マーヴェイルを倒せ","머베일을 처치하십시오","Mate Merveil","Убейте Мервейл","Mata a Merveil","สังหารเมอร์เวล","殺死海妖．莫薇兒",[14],0,"[""Kill Merveil""]","[""Tuez Merveil.""]","[""Tötet Merveil.""]","[""マーヴェイルを倒せ""]","[""머베일 처치하기""]","[""Mate Merveil""]","[""Убейте Мервейл""]","[""Mata a Merveil""]","[""สังหารเมอร์เวล""]","[""殺死海妖．莫薇兒""]",[14],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
20,2,0,[36],[],"Quest Complete - You have opened the Submerged Passage. Tarkleigh has rewarded you.","Quête terminée — Vous avez ouvert le Souterrain submergé et obtenu une récompense de la part de Tarkleigh.","Quest abgeschlossen: Ihr habt die Unterwasserpassage geöffnet und eine Belohnung von Tarkleigh erhalten.","クエスト完了－海底通路を見つけた。タークリーから報酬を受け取った。","퀘스트 완료 - 물에 잠긴 길을 열고 타클레이에게 보상을 받았습니다.","Missão Completa - Você abriu a Passagem Submersa. Tarkleigh lhe recompensou.","Задание выполнено: вы открыли Сырой проход и получили награду от Таркли.","Misión completa - Has abierto el Pasaje sumergido. Tarkleigh te ha recompensado.","ภารกิจ​เสร็จ​สิ้น - คุณ​ได้​เปิด​ทาง​เดิน​จม​น้ำ​และ​รับ​รางวัล​จาก​ทาร์กเลย์​​ไป​แล้ว","任務完成 - 你開啟了通往海潮地穴的道路，而且從塔格拉那裏獲得你的獎勵。",1,"Quest Complete","Quête terminée","Quest abgeschlossen","クエスト完了","퀘스트 완료","Missão Completa","Задание выполнено","Misión completa","ภารกิจ​เสร็จสิ้น","任務完成",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
