"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]","bool"
18083,"total_cold_damage_permyriad_as_lightning","","","",7,"","",1,"","","",-370775903,[],"","","",1,[26],[],""
18084,"total_cold_damage_permyriad_as_chaos","","","",7,"","",1,"","","",516454762,[],"","","",1,[26],[],""
18085,"total_lightning_damage_permyriad_as_fire","","","",7,"","",1,"","","",1601475326,[],"","","",1,[26],[],""
18086,"total_lightning_damage_permyriad_as_cold","","","",7,"","",1,"","","",457459813,[],"","","",1,[26],[],""
18087,"total_lightning_damage_permyriad_as_chaos","","","",7,"","",1,"","","",1440644460,[],"","","",1,[26],[],""
18088,"total_chaos_damage_permyriad_as_fire","","","",7,"","",1,"","","",574341659,[],"","","",1,[26],[],""
18089,"active_skill_attack_damage_+permyriad_final_from_gem","","","",7,"","","","","",1,-2024652310,[],"","","",1,[],[],""
18090,"non_skill_cold_damage_%_to_convert_to_lightning","","","",1,"","",1,"","","",1734184810,[],"","","",1,[26],[],""
18091,"non_skill_fire_damage_%_to_convert_to_cold","","","",1,"","",1,"","","",-1074289411,[],"","","",1,[26],[],""
18092,"non_skill_fire_damage_%_to_convert_to_lightning","","","",1,"","",1,"","","",1571399720,[],"","","",1,[26],[],""
18093,"non_skill_chaos_damage_%_to_convert_to_fire","","","",1,"","",1,"","","",-119744703,[],"","","",1,[26],[],""
18094,"non_skill_elemental_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",-1967903288,[],"","","",1,[26],[],""
18095,"non_skill_non_chaos_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",397319071,[],"","","",1,[26],[],""
18096,"non_skill_physical_damage_%_to_gain_as_each_element","","","",1,"","",1,"","","",-898279352,[],"","","",1,[26],[],""
18097,"virtual_cannot_cause_bleeding","","","",4,"","",1,"","","",1413848360,[],"","","",1,[20],[],""
18098,"virtual_cannot_poison","","","",4,"","",1,"","",1,-1951310646,[],"","","",1,[20],[],""
18099,"cannot_poison","","","",4,"","","","","",1,967180211,[],"","","",1,[],[],""
18100,"non_skill_physical_damage_%_to_gain_as_physical","","","",1,"","",1,"","","",1650634853,[],"","","",1,[26],[],""
18101,"non_skill_physical_damage_%_to_gain_as_fire","","","",1,"","",1,"","","",-187058631,[],"","","",1,[26],[],""
18102,"non_skill_physical_damage_%_to_gain_as_cold","","","",1,"","",1,"","","",-1175004319,[],"","","",1,[26],[],""
18103,"non_skill_physical_damage_%_to_gain_as_lightning","","","",1,"","",1,"","","",-1061543460,[],"","","",1,[26],[],""
18104,"non_skill_physical_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",-1740962598,[],"","","",1,[26],[],""
18105,"non_skill_fire_damage_%_to_gain_as_physical","","","",1,"","",1,"","","",-1997941920,[],"","","",1,[26],[],""
18106,"non_skill_fire_damage_%_to_gain_as_fire","","","",1,"","",1,"","","",80812952,[],"","","",1,[26],[],""
18107,"non_skill_fire_damage_%_to_gain_as_cold","","","",1,"","",1,"","","",593483404,[],"","","",1,[26],[],""
18108,"non_skill_fire_damage_%_to_gain_as_lightning","","","",1,"","",1,"","","",310786094,[],"","","",1,[26],[],""
18109,"non_skill_fire_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",-1020652585,[],"","","",1,[26],[],""
18110,"non_skill_cold_damage_%_to_gain_as_physical","","","",1,"","",1,"","","",784397760,[],"","","",1,[26],[],""
18111,"non_skill_cold_damage_%_to_gain_as_fire","","","",1,"","",1,"","","",-2022609909,[],"","","",1,[26],[],""
18112,"non_skill_cold_damage_%_to_gain_as_cold","","","",1,"","",1,"","","",-454048031,[],"","","",1,[26],[],""
18113,"non_skill_cold_damage_%_to_gain_as_lightning","","","",1,"","",1,"","","",1387024784,[],"","","",1,[26],[],""
18114,"non_skill_cold_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",-78938783,[],"","","",1,[26],[],""
18115,"non_skill_lightning_damage_%_to_gain_as_physical","","","",1,"","",1,"","","",-1955955763,[],"","","",1,[26],[],""
18116,"non_skill_lightning_damage_%_to_gain_as_fire","","","",1,"","",1,"","","",1284348693,[],"","","",1,[26],[],""
18117,"non_skill_lightning_damage_%_to_gain_as_cold","","","",1,"","",1,"","","",1670092146,[],"","","",1,[26],[],""
18118,"non_skill_lightning_damage_%_to_gain_as_lightning","","","",1,"","",1,"","","",-911154752,[],"","","",1,[26],[],""
18119,"non_skill_lightning_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",963145315,[],"","","",1,[26],[],""
18120,"non_skill_chaos_damage_%_to_gain_as_physical","","","",1,"","",1,"","","",-1304390827,[],"","","",1,[26],[],""
18121,"non_skill_chaos_damage_%_to_gain_as_fire","","","",1,"","",1,"","","",-17581388,[],"","","",1,[26],[],""
18122,"non_skill_chaos_damage_%_to_gain_as_cold","","","",1,"","",1,"","","",1218813033,[],"","","",1,[26],[],""
18123,"non_skill_chaos_damage_%_to_gain_as_lightning","","","",1,"","",1,"","","",2020099714,[],"","","",1,[26],[],""
18124,"non_skill_chaos_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",1339335583,[],"","","",1,[26],[],""
18125,"non_skill_all_damage_%_to_gain_as_physical","","","",1,"","",1,"","","",-590092466,[],"","","",1,[26],[],""
18126,"non_skill_all_damage_%_to_gain_as_fire","","","",1,"","",1,"","","",1343039367,[],"","","",1,[26],[],""
18127,"non_skill_all_damage_%_to_gain_as_cold","","","",1,"","",1,"","","",-345009818,[],"","","",1,[26],[],""
18128,"non_skill_all_damage_%_to_gain_as_lightning","","","",1,"","",1,"","","",181675332,[],"","","",1,[26],[],""
18129,"non_skill_all_damage_%_to_gain_as_chaos","","","",1,"","",1,"","","",876467217,[],"","","",1,[26],[],""
18130,"non_skill_base_all_damage_%_to_gain_as_physical","","","",1,"","","","","",1,-97261550,[],1,"","",1,[],[],""
18131,"non_skill_base_all_damage_%_to_gain_as_fire","","","",1,"","","","","",1,-489988425,[],1,"","",1,[],[],""
18132,"non_skill_base_all_damage_%_to_gain_as_cold","","","",1,"","","","","",1,-326732872,[],1,"","",1,[],[],""
18133,"non_skill_base_all_damage_%_to_gain_as_lightning","","","",1,"","","","","",1,1077692363,[],1,"","",1,[],[],""
18134,"non_skill_base_all_damage_%_to_gain_as_chaos","","","",1,"","","","","",1,1027330944,[],1,"","",1,[],[],""
18135,"non_skill_fire_damage_%_as_physical","","","",1,"","",1,"","","",-1689920761,[],"","","",1,[26],[],""
18136,"non_skill_cold_damage_%_as_physical","","","",1,"","",1,"","","",-204787374,[],"","","",1,[26],[],""
18137,"non_skill_lightning_damage_%_as_physical","","","",1,"","",1,"","","",2129397661,[],"","","",1,[26],[],""
18138,"non_skill_chaos_damage_%_as_physical","","","",1,"","",1,"","","",-1920637648,[],"","","",1,[26],[],""
18139,"non_skill_chaos_damage_%_as_cold","","","",1,"","",1,"","","",883357190,[],"","","",1,[26],[],""
18140,"non_skill_chaos_damage_%_as_lightning","","","",1,"","",1,"","","",584841784,[],"","","",1,[26],[],""
18141,"total_fire_damage_permyriad_as_physical","","","",1,"","",1,"","","",-713352146,[],"","","",1,[26],[],""
18142,"total_cold_damage_permyriad_as_physical","","","",1,"","",1,"","","",-479011901,[],"","","",1,[26],[],""
18143,"total_lightning_damage_permyriad_as_physical","","","",1,"","",1,"","","",-1390966725,[],"","","",1,[26],[],""
18144,"total_chaos_damage_permyriad_as_physical","","","",1,"","",1,"","","",1641406344,[],"","","",1,[26],[],""
18145,"total_chaos_damage_permyriad_as_cold","","","",1,"","",1,"","","",-1415588950,[],"","","",1,[26],[],""
18146,"total_chaos_damage_permyriad_as_lightning","","","",1,"","",1,"","","",893747206,[],"","","",1,[26],[],""
18147,"non_skill_base_all_damage_%_to_gain_as_fire_with_attacks","","","",1,"","","","","",1,2013490479,[],1,"","",1,[],[],""
18148,"eyrie_barrage_offset_override","","","",3,"",1,"","","",1,233236969,[],"","","",1,[],[],""
18149,"virtual_chill_maximum_magnitude_override","","","",1,"","",1,"","","",-1885531971,[],"","","",1,[],[],""
18150,"freezing_bolt_chill_maximum_magnitude_override","","","",1,"","","","","",1,437179065,[],"","","",1,[],[],""
18151,"has_quadruped_head_control",1,"","",4,"",1,"","","",1,-1365142778,[],"","","",1,[],[],""
18152,"quadruped_head_turn_duration_ms","","","",3,"",1,"","","",1,1533503396,[],"","","",1,[],[],""
18153,"totems_select_target_within_cone_angle","","","",3,"","","","","",1,-395943943,[],"","","",1,[],[],""
18154,"melee_cone_behaviour_cone_angle","","","",3,"","","","","",1,-143124795,[],"","","",1,[],[],""
18155,"infernal_cry_explosion_fire_damage_+%_final_per_corpse_power","","","",1,"",1,"","","",1,-435058060,[],"","","",1,[],[],""
18156,"infernal_cry_explosion_corpse_power","","","",1,"","","","","",1,-1824165241,[],"","","",1,[],[],""
18157,"melee_dash_placement_added_range","","","",3,"",1,"","","",1,-1810151115,[],"","","",1,[],[],""
18158,"local_weapon_implicit_hidden_%_base_damage_is_fire","",1,"",4,"","","","","",1,1449541309,[],"","","","",[],[],""
18159,"local_weapon_implicit_hidden_%_base_damage_is_cold","",1,"",4,"","","","","",1,-926533857,[],"","","","",[],[],""
18160,"local_weapon_implicit_hidden_%_base_damage_is_lightning","",1,"",4,"","","","","",1,-345999840,[],"","","","",[],[],""
18161,"local_weapon_implicit_hidden_%_base_damage_is_chaos","",1,"",4,"","","","","",1,385623176,[],"","","","",[],[],""
18162,"attack_hits_trigger_herald_of_thunder_lightning","","","",4,"",1,"","","",1,1119362855,[],"","","",1,[],[],""
18163,"herald_of_thunder_storm_max_hits","","","",3,"","","","","",1,-296239237,[],"","","",1,[],[],""
18164,"engage_%_increased_attack_time_by_distance","","","",1,"","","","","",1,-1473290374,[],"","","",1,[],[],""
18165,"dodge_roll_base_travel_distance","","","",3,"",1,"","","",1,-339425166,[],18,"","",1,[],[],""
18166,"monster_ai_check_angle_override_angle","","","",3,"","","","","",1,-1058097819,[],"","","",1,[],[],""
18167,"pin_threshold_+%","","","",1,"","","","","",1,1402262138,[],"","","",1,[],[],""
18168,"pin_threshold_+%_final","","","",1,"","","","","",1,-964826663,[],"","","",1,[],[],""
18169,"virtual_pin_threshold_+%","","","",1,"",1,1,"","",1,585511705,[],"","","",1,[],[],""
18170,"virtual_pin_threshold_+%_final","","","",1,"",1,1,"","",1,605033840,[],"","","",1,[],[],""
18171,"is_pinned",1,"","",4,"",1,1,"","",1,-472906528,[],"","","",1,[],[],""
18172,"num_pins","","","",3,"","","","","",1,-1807124938,[],"","","",1,[],[],""
18173,"virtual_all_damage_can_pin","","","",4,"","",1,"","","",693343077,[],"","","",1,[],[],""
18174,"base_all_damage_can_pin","","","",4,"","","","","",1,-547618678,[],"","","",1,[],[],""
18175,"active_skill_pins_as_though_dealt_damage_+%_final","","","",1,"","","","","",1,-1925731554,[],"","","",1,[],[],""
18176,"base_dash_additional_damage_from_distance_+%_final","","","",1,"","","","","",1,-2048922438,[],"","","",1,[],[],""
18177,"poise_decay_delay_ms",1,"","",3,"",1,"","","",1,244656924,[],"","","",1,[],[],""
18178,"poise_decay_%_per_second",1,"","",1,"",1,"","","",1,-492251546,[],"","","",1,[],[],""
18179,"glacial_cascade_attack_final_spike_rect_length","","","",3,"","","","","",1,820355950,[],"","","",1,[],[],""
18180,"chilled_enemies_have_no_elemental_resistance","","","",4,"","","","","",1,-361146203,[],"","","",1,[],[],""
18181,"local_%_chance_to_gain_flask_charge_on_kill","","","",1,"","","","","",1,600422912,[],"","","",1,[],[],""
18182,"local_%_chance_to_gain_flask_charge_when_hit","","","",1,"","","","","",1,222481244,[],"","","",1,[],[],""
18183,"recover_life_when_buff_reaches_duration",1,"","",3,"","","","","",1,501376943,[],"","","",1,[],[],""
18184,"local_flask_recover_instantly_when_on_low_mana",1,1,"",3,"","","","","",1,-235398172,[],"","","",1,[],[],""
18185,"local_flask_amount_to_recover_+%_when_on_low_mana","","","",1,"","","","","",1,1776825299,[],"","","",1,[],[],""
18186,"channel_start_lock_cancelling_of_attack_time_%","","","",1,"",1,"","","",1,-659943924,[],"","","",1,[],[],""
18187,"support_spell_echo_number_of_echo_cascades","","","",3,"",1,"","","",1,-1664893276,[],"","","",1,[],[],""
18188,"support_spell_echo_cascade_delay_ms","","","",3,"",1,"","","",1,-57257937,[],"","","",1,[],[],""
18189,"support_spell_echo_area_of_effect_+%_final_for_cascade_0","","","",1,"",1,"","","",1,2004228085,[],"","","",1,[],[],""
18190,"support_spell_echo_area_of_effect_+%_final_for_cascade_1","","","",1,"",1,"","","",1,444040445,[],"","","",1,[],[],""
18191,"support_spell_echo_area_of_effect_+%_final_for_cascade_2","","","",1,"",1,"","","",1,560193191,[],"","","",1,[],[],""
18192,"support_spell_echo_area_of_effect_+%_final_for_cascade_3","","","",1,"",1,"","","",1,339127734,[],"","","",1,[],[],""
18193,"support_spell_echo_damage_+%_final","","","",1,"","","","","",1,1900286223,[],"","","",1,[],[],""
18194,"skill_ignore_moving_slowdown_on_shift_attack","","","",4,"",1,"","","",1,-477027233,[],"","","",1,[],[],""
18195,"non_skill_base_all_damage_%_to_gain_as_lightning_with_spells","","","",1,"","","","","",1,254532153,[],1,"","",1,[],[],""
18196,"damage_+%_final_to_stunned_enemies","","","",1,"","","","","",1,724006930,[],"","","",1,[],[],""
18197,"spear_engage_%_chance_to_bleed_on_long_dash","","","",1,"","","","","",1,160819270,[],"","","",1,[],[],""
18198,"from_code_%_chance_to_bleed","","","",1,"","","","","",1,549457076,[],"","","",1,[],[],""
18199,"chance_to_cast_on_bear_warcry_%","","","",1,"","","","","",1,-1816268604,[],"","","",1,[],[],""
18200,"non_skill_base_all_damage_%_to_gain_as_lightning_with_attacks","","","",1,"","","","","",1,975196592,[],1,"","",1,[],[],""
18201,"gain_stormsurge_on_hit","","","",4,"","","","","",1,-530917328,[],"","","",1,[],[],""
18202,"sanctum_merchant_gold_cost_+%_final","","","",1,"","","","","",1,261909289,[],"","","",1,[],[],""
18203,"base_pay_cost_over_start_of_skill_animation","","","",4,"","","","","",1,399015764,[],"","","",1,[],[],""
18204,"local_destroy_corpses_with_critical_strikes","",1,1,4,"","","",18224,18225,1,174938636,[],"","","",1,[],[],""
18205,"local_crush_on_hit","",1,1,4,"","","",18226,18227,1,-1491048741,[],"","","",1,[],[],""
18206,"local_+%_weapon_range","",1,"",1,"","","","","",1,-2143844298,[],"","","",1,[],[],""
18207,"generic_ongoing_trigger_1_maximum_energy_per_Xms_total_cast_time","","","",3,"","","","","",1,-1742380784,[],"","","",1,[],[],""
18208,"generic_ongoing_trigger_maximum_energy","","","",3,"","","","","",1,1786363669,[],"","","",1,[],[],""
18209,"triggered_by_generic_ongoing_trigger","","","",4,"","","","","",1,1808659616,[],"",1,"",1,[],[],""
18210,"cast_on_shock_gain_X_centienergy_per_monster_power_on_shock","","","",3,"","","","","",1,-745477574,[],"","","",1,[],[],""
18211,"cast_on_freeze_gain_X_centienergy_per_monster_power_on_freeze","","","",3,"","","","","",1,-2077554504,[],"","","",1,[],[],""
18212,"cast_on_ignite_gain_X_centienergy_per_monster_power_on_ignite","","","",3,"","","","","",1,628713158,[],"","","",1,[],[],""
18213,"cast_on_melee_kill_gain_X_centienergy_per_monster_power_on_melee_kill","","","",3,"","","","","",1,-1049532697,[],"","","",1,[],[],""
18214,"cast_on_death_gain_X_centienergy_on_death","","","",3,"","","","","",1,1700785046,[],"","","",1,[],[],""
18215,"cast_when_stunned_gain_X_centienergy_when_stunned","","","",3,"","","","","",1,-1093540734,[],"","","",1,[],[],""
18216,"cast_on_damage_taken_gain_X_centienergy_when_hit","","","",3,"","","","","",1,-1959403736,[],"","","",1,[],[],""
18217,"cast_on_crit_gain_X_centienergy_per_monster_power_on_crit","","","",3,"","","","","",1,-1027554273,[],"","","",1,[],[],""
18218,"eyrie_barrage_fire_forward","","","",4,"",1,"","","",1,-1694185903,[],"","","",1,[],[],""
18219,"support_stronger_ignites_hit_damage_+%_final","","","",1,"","","","","",1,629577480,[],"","","",1,[],[],""
18220,"support_stronger_ignites_ignite_effect_+%_final","","","",1,"","","","","",1,-748521384,[],"","","",1,[],[],""
18221,"support_ignite_duration_ignite_effect_+%_final","","","",1,"","","","","",1,1269729799,[],"","","",1,[],[],""
18222,"support_increased_area_damage_+%_final","","","",1,"","","","","",1,-725562224,[],"","","",1,[],[],""
18223,"support_recover_X_mana_when_a_minion_dies","","","",3,"","","","","",1,1213112927,[],"","","",1,[],[],""
18224,"main_hand_destroy_corpses_with_critical_strikes","","","",4,"","","","","",1,-1813620978,[],"","","",1,[],[],""
18225,"off_hand_destroy_corpses_with_critical_strikes","","","",4,"","","","","",1,-250267922,[],"","","",1,[],[],""
18226,"main_hand_crush_on_hit","","","",4,"","","","","",1,-1741402029,[],"","","",1,[],[],""
18227,"off_hand_crush_on_hit","","","",4,"","","","","",1,-1514367531,[],"","","",1,[],[],""
18228,"cast_speed_modifiers_apply_to_over_time_cost","","","",4,"","","","","",1,923324364,[],"","","",1,[],[],""
18229,"attack_speed_modifiers_apply_to_over_time_cost","","","",4,"","","","","",1,-1526447398,[],"","","",1,[],[],""
18230,"support_invocation_gain_X_invocation_per_cast","","","",3,"","","","","",1,780605595,[],"","","",1,[],[],""
18231,"current_invocation","","","",3,"","","","","",1,1084686094,[],"","","",1,[],[],""
18232,"virtual_skill_is_invokable","","","",4,"","",1,"","","",591200832,[],"","","",1,[1],[],""
18233,"virtual_current_invocation","","","",3,"","",1,"","","",-961852269,[],"","","",1,[1],[],""
18234,"skill_is_always_instant","","","",4,"","",1,"","","",700056806,[],"","","",1,[1],[],""
18235,"virtual_usable_while_shapeshifted","","","",4,"",1,1,"","",1,2019648866,[],"","","",1,[1],[],""
18236,"usable_while_shapeshifted","","","",4,"","","","","",1,-180010746,[],"","","",1,[],[],""
18237,"trigger_meta_gem_damage_+%_final","","","",1,"","","","","",1,222033495,[],"","","",1,[],[],""
18238,"cannot_be_empowered_by_warcries","","","",4,"",1,"","","",1,1987805079,[],"","","",1,[],[],""
18239,"local_always_freeze_on_full_life","",1,1,4,"","","",18806,18807,1,-884678778,[],"","","",1,[],[],""
18240,"allies_in_presence_damage_+%",1,"","",1,"","","","","",1,-1008472826,[],"","","",1,[],[],""
18241,"allies_in_presence_attack_minimum_added_physical_damage",1,"","",3,"","","","","",1,351970935,[],"","","",1,[],[],""
18242,"allies_in_presence_attack_maximum_added_physical_damage",1,"","",3,"","","","","",1,-1291742241,[],"","","",1,[],[],""
18243,"allies_in_presence_attack_minimum_added_fire_damage",1,"","",3,"","","","","",1,-2118620977,[],"","","",1,[],[],""
18244,"allies_in_presence_attack_maximum_added_fire_damage",1,"","",3,"","","","","",1,2045175327,[],"","","",1,[],[],""
18245,"allies_in_presence_attack_minimum_added_cold_damage",1,"","",3,"","","","","",1,14809625,[],"","","",1,[],[],""
18246,"allies_in_presence_attack_maximum_added_cold_damage",1,"","",3,"","","","","",1,836774002,[],"","","",1,[],[],""
18247,"allies_in_presence_attack_minimum_added_lightning_damage",1,"","",3,"","","","","",1,1462248633,[],"","","",1,[],[],""
18248,"allies_in_presence_attack_maximum_added_lightning_damage",1,"","",3,"","","","","",1,2124596765,[],"","","",1,[],[],""
18249,"allies_in_presence_attack_speed_+%",1,"","",1,"","","","","",1,-226267804,[],3,"","",1,[],[],""
18250,"allies_in_presence_cast_speed_+%",1,"","",1,"","","","","",1,1566498706,[],"","","",1,[],[],""
18251,"allies_in_presence_accuracy_rating",1,"","",3,"","","","","",1,375442234,[],5,"","",1,[],[],""
18252,"allies_in_presence_critical_strike_chance_+%",1,"","",1,"","","","","",1,-1407370303,[],"","","",1,[],[],""
18253,"allies_in_presence_critical_strike_multiplier_+",1,"","",3,"","","","","",1,-825686781,[],"","","",1,[],[],""
18254,"allies_in_presence_resist_all_elements_%",1,"","",1,"","","","","",1,238986512,[],"","","",1,[],[],""
18255,"allies_in_presence_life_regeneration_rate_per_minute",1,"","",3,"","","","","",1,-594974020,[],"","","",1,[],[],""
18256,"lightning_strike_maximum_action_distance_+_when_empowered","","","",3,"","","","","",1,1416742789,[],"","","",1,[],[],""
18257,"ignite_chance_+%","","","",1,"","","","","",1,-279530588,[],2,"","",1,[],[],""
18258,"shock_chance_+%","","","",1,"","","","","",1,2030527673,[],2,"","",1,[],[],""
18259,"bleed_chance_+%","","","",1,"","","","","",1,-1508275266,[],2,"","",1,[],[],""
18260,"poison_chance_+%","","","",1,"","","","","",1,-1741618730,[],2,"","",1,[],[],""
18261,"blind_chance_+%","","","",1,"","","","","",1,505894012,[],2,"","",1,[],[],""
18262,"maim_chance_+%","","","",1,"","","","","",1,-354470390,[],2,"","",1,[],[],""
18263,"non_skill_base_all_damage_%_to_gain_as_lightning_with_spells_from_buff","","","",1,"","","","","",1,-789174893,[],1,"","",1,[],[],""
18264,"shock_nearby_enemy_area_of_effect_radius","","","",3,"","",1,"","",1,-1433458184,[],"","","",1,[],[],""
18265,"shock_nearby_enemy_base_area_of_effect_radius","","","",3,"","","","","",1,270578084,[],"","","",1,[],[],""
18266,"blood_magic_skill_life_cost_+%_final","","","",1,"","","","","",1,-2057312063,[],"","","",1,[],[],""
18267,"intermediary_base_cast_time_ms","","","",3,"","",1,"","","",787323796,[],"","","",1,[1],[],""
18268,"virtual_added_cast_time_ms","","","",3,"",1,1,"","",1,941825746,[],"","","",1,[],[],""
18269,"shapeshift_to_bear_added_attack_time_ms","","","",3,"","","","","",1,-388538223,[],"","","",1,[],[],""
18270,"shapeshift_to_bear_added_cast_time_ms","","","",3,"","","","","",1,-465199731,[],"","","",1,[],[],""
18271,"shapeshift_ignore_form_check","","","",4,"",1,"","","",1,342155888,[],"","","",1,[],[],""
18272,"cascade_attack_base_total_distance","","","",3,"","","","","",1,-1974476864,[],"","","",1,[],[],""
18273,"apply_X_armour_break_on_hit","","","",3,"","","","","",1,-1312003448,[],"","","",1,[],[],""
18274,"armour_break_count","","","",3,"","","","","",1,-1202684556,[],"","","",1,[],[],""
18275,"armour_is_fully_broken","","","",4,"",1,"","","",1,-1575228429,[],"","","",1,[],[],""
18276,"fully_broken_armour_duration_ms_+","","","",3,"","","","","",1,-697611061,[],"","","",1,[],[],""
18277,"damage_+%_against_enemies_with_fully_broken_armour","","","",1,"","","","","",1,980696115,[],1,"","",1,[],[],""
18278,"support_gem_consume_enemy_fully_broken_armour_to_gain_damage_+%_final","","","",1,"","","","","",1,-1489482350,[],"","","",1,[],[],""
18279,"consume_enemy_fully_broken_armour_to_guarantee_crit","","","",4,"","","","","",1,775378893,[],"","","",1,[],[],""
18280,"hit_damage_stun_multiplier_+%_against_enemies_with_fully_broken_armour","","","",1,"","","","","",1,-477165930,[],"","","",1,[],[],""
18281,"fully_break_enemies_armour_on_heavy_stun","","","",4,"","","","","",1,-1536590674,[],"","","",1,[],[],""
18282,"map_checkpoint_data","","","",3,"","","","","",1,690832439,[],"","","","",[],[],""
18283,"map_checkpoint_helper_data","","","",3,"","","","","",1,-679473683,[],"","","","",[],[],""
18284,"disable_player_portals","","","",4,"","","","","",1,98592791,[],"","","",1,[],[],""
18285,"base_maximum_channel_time_ms","","","",3,"","","","","",1,-237288214,[],"","","",1,[],[],""
18286,"maximum_channel_time_ms","","","",3,"","",1,"","",1,1840511397,[],"","","",1,[1],[],""
18287,"maximum_channel_time_affected_by_duration_modifiers","","","",4,"","","","","",1,-892831109,[],"","","",1,[],[],""
18288,"minimum_channel_time_ms","","","",3,"",1,1,"","",1,82129515,[],"","","",1,[1],[],""
18289,"base_minimum_channel_time_ms","","","",3,"",1,"","","",1,-1905058120,[],"","","",1,[],[],""
18290,"display_bear_warcry","","","",4,"","","","","",1,-1659102828,[],"","","",1,[],[],""
18291,"local_gain_X_rage_on_hit","",1,1,3,"","","",18292,18293,1,-1818153550,[],"","","",1,[],[],""
18292,"main_hand_gain_X_rage_on_hit","","","",3,"","","","","",1,1815632873,[],"","","",1,[],[],""
18293,"off_hand_gain_X_rage_on_hit","","","",3,"","","","","",1,1270634340,[],"","","",1,[],[],""
18294,"local_culling_strike","",1,1,4,"","","",18295,18296,1,-206377343,[],"","","",1,[],[],""
18295,"main_hand_culling_strike","","","",4,"","","","","",1,609595823,[],"","","",1,[],[],""
18296,"off_hand_culling_strike","","","",4,"","","","","",1,-309362331,[],"","","",1,[],[],""
18297,"local_weapon_accuracy_is_unaffected_by_distance","",1,1,4,"","","",18298,18299,1,-824322719,[],"","","",1,[],[],""
18298,"main_hand_accuracy_is_unaffected_by_distance","","","",4,"",1,"","","",1,1046261399,[],"","","",1,[],[],""
18299,"off_hand_accuracy_is_unaffected_by_distance","","","",4,"",1,"","","",1,-907760848,[],"","","",1,[],[],""
18300,"skill_is_bear_skill","","","",4,"","","","","",1,1127609539,[],"","","",1,[],[],""
18301,"has_bear_skill","","","",4,"","","","","",1,427269794,[],"","","",1,[],[],""
18302,"display_stun_threshold_+%_while_bear","","","",1,"","","","","",1,355326638,[],"","","",1,[],[],""
18303,"display_physical_damage_taken_+%_while_bear","","","",1,"","","","","",1,-756444939,[],"","","",1,[],[],""
18304,"local_apply_X_armour_break_on_crit","",1,1,3,"","","",18305,18306,1,-893609495,[],"","","",1,[],[],""
18305,"main_hand_apply_X_armour_break_on_crit","","","",3,"","","","","",1,896456852,[],"","","",1,[],[],""
18306,"off_hand_apply_X_armour_break_on_crit","","","",3,"","","","","",1,-1112643197,[],"","","",1,[],[],""
18307,"local_attacks_cannot_be_blocked","",1,1,4,"","","",18308,18309,1,-172481798,[],"","","",1,[],[],""
18308,"main_hand_attacks_cannot_be_blocked","","","",4,"","","","","",1,-1180188832,[],"","","",1,[],[],""
18309,"off_hand_attacks_cannot_be_blocked","","","",4,"","","","","",1,-660483141,[],"","","",1,[],[],""
18310,"spells_cost_life_instead_of_mana_%","","","",1,"","","","","",1,2029923603,[],"","","",1,[],[],""
18311,"fully_broken_armour_duration_ms_removed_on_hit","","","",3,"","","","","",1,571332265,[],"","","",1,[],[],""
18312,"attack_speed_cannot_be_modified","","","",4,"",1,"","","",1,8750034,[],"","","",1,[],[],""
18313,"skill_display_projectile_total_is_limit","","","",4,"","","","","",1,704720893,[],"","","",1,[],[],""
18314,"skill_is_invokable","","","",4,"","","","","",1,620975520,[],"","","",1,[],[],""
18315,"skill_is_temporarily_instant","","","",4,"","",1,"","","",1162834882,[],"","","",1,[],[],""
18316,"is_always_an_enemy","","","",4,"","","","","",1,146011882,[],"","","",1,[],[],""
18317,"damage_taken_+%_final_from_own_team","","","",1,"","","","","",1,1564991680,[],"","","",1,[],[],""
18318,"barrier_invocation_gain_1_energy_per_X_energy_shield_damage_taken_when_hit","","","",3,"","","","","",1,-244591414,[],"","","",1,[],[],""
18319,"generic_ongoing_trigger_triggers_at_maximum_energy","","","",4,"",1,"","","",1,1611126803,[],"","","",1,[],[],""
18320,"generic_ongoing_trigger_maximum_energy_is_total_of_socketed_skills","","","",4,"","","","","",1,1426615801,[],"","","",1,[],[],""
18321,"virtual_energy_cost_for_generic_ongoing_trigger","","","",3,"","",1,"","",1,-1254827162,[],"","","",1,[],[],""
18322,"display_generic_ongoing_triggerer_is_invocation_skill","","","",4,"","","","","",1,-1077904361,[],"","","",1,[],[],""
18323,"spear_wall_num_spears","","","",3,"",1,1,"","",1,519709215,[],"","","",1,[],[],""
18324,"sandstorm_swipe_display","","","",4,"","","","","",1,-275494141,[],"","","",1,[],[],""
18325,"infernal_cry_explosion_delay_ms","","","",3,"","","","","",1,-1234645651,[],"","","",1,[],[],""
18326,"armour_break_amount_+%_final_against_normal_monsters","","","",1,"","","","","",1,1741183266,[],"","","",1,[],[],""
