"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","i32","i32","i32","i32","i32","[rid]","string","[rid]","string","rid","string","i32","i32","i32","[rid]","[rid]","rid","rid","rid","rid","i32","[rid]","[rid]","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","rid","i32","i32","i32","bool","bool","bool","i32","i32","f32","string","i32","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","bool","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","f32","f32","bool","[string]","rid","i32","i32","i32","rid","bool","i32","bool"
1756,"Metadata/Monsters/LeagueRitual/HumanoidFaction/CrazedCannibalPicts/PictMaleAxe",192,13,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/PictMaleAxe.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/CrazedCannibalPicts_Male_1_NoPhys.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/CrazedCannibalPicts_Male_2.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/CrazedCannibalPicts_Male_2_NoPhys.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/PictMaleAxe",[],1,"","",100,2,6,10,0,0,0,1,0,"[1030,1047,224,71,48,713,714,118,752]",110,[],105,105,700,500,0,"[581,5231]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe/PictMaleAxe.ais","[5080,12401]","",0,"Cultist Warrior",110,110,1500,[],[15399],"",11,"","",0,[],[],[],"",1,6,135,0,0,135,1342219298,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3187671040,3187671040,-1107296256,4306,-33554432,-16843010,-16843010,-16843010,754908926,3187671040,-1107296256,4306,167772160,1342177280,0,1102526,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueRitual/RitualMonsterBase""]",0,0,"","",7,"",0,0,0,0,1,0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
1757,"Metadata/Monsters/LeagueRitual/HumanoidFaction/CrazedCannibalPicts/PictMaleAxeAxe",193,13,2,4,8,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/PictMaleAxeAxe.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/CrazedCannibalPicts_Male_1_NoPhys.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/CrazedCannibalPicts_Male_2.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/CrazedCannibalPicts_Male_2_NoPhys.ao""]","Metadata/Monsters/LeagueRitual/HumanoidFaction/PictMaleAxeAxe",[],1,"","",100,2,6,10,0,0,0,1,0,"[1030,1047,718,224,71,48,713,714,118,752]",110,[],105,105,700,500,0,"[581,5232]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Axe/PictMaleAxeAxe.ais","[5080,12401]","",0,"Cultist Warrior",110,110,1500,[15399],[15399],"",11,11,"",0,[],[],[],"",1,6,135,0,0,135,1342214310,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,301989888,301989888,301989888,4309,-33554432,-16843010,-16843010,-16843010,754908926,301989888,301989888,4309,167772160,1342177280,0,1103122,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueRitual/RitualMonsterBase""]",0,0,"","",7,"",0,0,0,0,1,0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
1758,"Metadata/Monsters/LeagueRitual/HumanoidFaction/CrazedCannibalPicts/PictMaleAxeDagger",194,13,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/PictMaleAxeDagger.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_3.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_3_NoPhys.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_4.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/CrazedCannibalPicts_Male_4_NoPhys.ao""]","Metadata/Monsters/LeagueRitual/HumanoidFaction/PictMaleAxeDagger",[],1,"","",100,2,6,10,0,0,0,1,0,"[1030,1047,718,224,71,48,713,714,118,752]",105,[],105,105,700,500,0,"[581,5232]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Dagger/PictMaleAxeDagger.ais","[5080,12401]","",0,"Cultist Warrior",105,105,1500,[15400],[15399],"",7,11,"",0,[],[],[],"",1,6,135,0,0,135,1342234051,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2046820352,2046820352,2046820352,4311,-33554432,-16843010,-16843010,-16843010,754908926,2046820352,2046820352,4311,167772160,1342177280,0,1103738,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueRitual/RitualMonsterBase""]",0,0,"","",7,"",0,0,0,0,1,0,"",1,1,"",[],286,4,103,1032134328,0,1,0,""
1759,"Metadata/Monsters/LeagueRitual/HumanoidFaction/CrazedCannibalPicts/PictMaleAxeShield",195,13,2,4,7,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/PictMaleAxeShield.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_3.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_3_NoPhys.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_4.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/CrazedCannibalPicts_Male_4_NoPhys.ao""]","Metadata/Monsters/LeagueRitual/HumanoidFaction/PictMaleAxeShield",[],1,"","",100,2,6,10,0,0,0,1,0,"[1030,1047,718,224,71,48,713,1087,30,31,714,118,752]",100,[],105,105,700,500,0,"[581,5232]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Male/Axe_Shield/PictMaleAxeShield.ais","[5080,12401]","",0,"Cultist Warrior",100,110,1500,[15401],[15399],"",26,11,"",0,[],[],[],"",1,6,135,0,0,135,1342242725,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,301989888,301989888,301989888,4314,-33554432,-16843010,-16843010,-16843010,754908926,301989888,301989888,4314,167772160,1342177280,0,1104402,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueRitual/RitualMonsterBase""]",0,0,"","",7,"",0,0,0,0,1,0,"",1,1,"",[],286,4,105,1028443341,0,1,0,""
1760,"Metadata/Monsters/LeagueRitual/HumanoidFaction/CrazedCannibalPicts/PictBigMale_",196,16,3,6,15,"[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/PictBigMale.act""]","[""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_1.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_1_NoPhys.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_1Reduced.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_2.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_2_NoPhys.ao"",""Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/CrazedCannibalPicts_BigMale_2Reduced.ao""]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/PictBigMale",[],1,"","",100,2,6,0,0,0,0,1,0,"[1020,1047,224,71,48,713,1089,30,31,714,118,752]",150,[],105,105,700,500,0,"[578,5233,5234]","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_BigMale/PictBigMale.ais","[5080,12402]","",0,"Cultist Brute",150,150,1500,[9333],[15403],"",16,"","",0,[],[],[],"",1,6,135,0,0,135,1342227334,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,603979776,603979776,603979776,4316,-33554432,-16843010,-16843010,-16843010,2432630526,603979776,603979776,4316,167772160,1342177280,0,1104932,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueRitual/RitualMonsterBase""]",0,0,"","",7,"",0,0,0,0,1,0,"",1,1,"",[],286,5,125,1028443341,0,1,0,""
1761,"Metadata/Monsters/LeagueRitual/HumanoidFaction/PitifulFabrications/Canopy/PitifulFabrication01",197,28,2,3,11,"[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01.act""]","[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabricationVoodoo01.ao""]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication00",[],1,"","",100,2,6,5,0,0,0,8,0,"[723,724,122,714,32,51,753,1025,73]",80,[],105,105,700,500,0,[5235],"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01.ais",[],"",4,"Skullslinger",80,80,1500,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,1342202275,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2617245696,2617245696,-1677721600,4317,-33554432,-16843010,-16843010,-16843010,2432630526,2617245696,-1677721600,4317,167772160,1342177280,0,1105308,0,"",1,"",-5,5,0,"",0,"","",1,0,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",3,80,1028443341,0,1,0,""
1762,"Metadata/Monsters/LeagueRitual/HumanoidFaction/PitifulFabrications/Canopy/PitifulFabrication02",198,19,2,4,11,"[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication02.act""]","[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabricationVoodoo02.ao""]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication00",[],1,"","",100,2,6,5,0,0,0,8,0,"[122,51,1025,73,752]",80,[],105,105,700,500,0,"[5239,5237,5238]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication02.ais",[],"",4,"Ribrattle",80,80,1590,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,1342196920,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3959422976,3959422976,-335544320,4318,-33554432,-16843010,-16843010,-16843010,2432630526,3959422976,-335544320,4318,167772160,1342177280,0,1105644,0,"",1,"",-5,5,0,"",0,"","",1,0,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,80,1028443341,0,1,0,""
1763,"Metadata/Monsters/LeagueRitual/HumanoidFaction/PitifulFabrications/Canopy/PitifulFabrication03",199,32,2,3,11,"[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication03.act""]","[""Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabricationVoodoo03.ao""]","Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication01",[],1,"","",100,2,6,5,0,0,0,8,0,"[122,754,713,714,51,1025,73]",80,[],105,105,700,500,0,[578],"Metadata/Monsters/PitifulFabrications/Canopy/PitifulFabrication03.ais",[],"",4,"Spinesnatcher",92,80,1590,[],[],"","","","",0,[],[6843],[],1,1,6,135,0,0,135,1342208529,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1275068416,1275068416,1275068416,4320,-33554432,-16843010,-16843010,-16843010,754908926,1275068416,1275068416,4320,167772160,1342177280,0,1105996,0,"",1,"",-5,5,0,"",0,"","",1,0,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",3,80,1028443341,0,1,0,""
1764,"Metadata/Monsters/EtchedBeetles/MediumEtchedBeetleSummon",301,47,2,4,8,"[""Metadata/Monsters/EtchedBeetles/VolatileBeetle.act""]","[""Metadata/Monsters/EtchedBeetles/MediumEtchedBeetle.ao""]","Metadata/Monsters/EtchedBeetles/VolatileBeetle",[],1,"","",100,2,6,0,0,0,0,10,0,"[1020,724,74,755,75,717,713,1011]",150,[],105,105,700,500,0,"[578,2710,1637]","Metadata/Monsters/EtchedBeetles/VolatileBeetle.ais","[5080,5245]","stance2",12,"Volatile Scarab",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342215838,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1610612736,1610612736,1610612736,4323,-33554432,-16843010,-16843010,-16843010,3372154622,1610612736,1610612736,4323,167772160,1342177280,0,1106784,0,"",1,"",-5,20,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,"",0,3,-5,5,"",0,"",1,1,"",[],"",3,125,1028443341,0,1,0,""
1765,"Metadata/Monsters/Daemon/Shrines/ShrineFireDaemon_",36,8,1,6,6,"[""Metadata/Monsters/Daemon/ShrineDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Shrines/ShrineFireDaemon",[],1,"","",100,5,6,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,"[4146,2720]","Metadata/Monsters/Daemon/Shrines/ShrineFireDaemon.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342238429,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1107296256,1107296256,1107296256,4325,-33554432,-16843010,-16843010,-16843010,3372154622,1107296256,1107296256,4325,167772160,1342177280,0,1107266,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
1766,"Metadata/Monsters/Daemon/Shrines/ShrineFireDaemonPlayer",36,8,3,6,6,"[""Metadata/Monsters/Daemon/ShrineDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Shrines/ShrineFireDaemon",[],1,"","",100,5,6,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,"[4147,2721]","Metadata/Monsters/Daemon/Shrines/ShrineFireDaemon.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342229797,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,67108864,67108864,67108864,4326,-33554432,-16843010,-16843010,-16843010,3372154622,67108864,67108864,4326,167772160,1342177280,0,1107460,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
1767,"Metadata/Monsters/Daemon/Shrines/ShrineColdDaemon",36,8,1,6,6,"[""Metadata/Monsters/Daemon/ShrineDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Shrines/ShrineColdDaemon",[],1,"","",100,5,6,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,"[1357,4155]","Metadata/Monsters/Daemon/Shrines/ShrineColdDaemon.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342210058,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,671088640,671088640,671088640,4327,-33554432,-16843010,-16843010,-16843010,3372154622,671088640,671088640,4327,167772160,1342177280,0,1107752,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
1768,"Metadata/Monsters/Daemon/Shrines/ShrineColdDaemonPlayer",36,8,3,6,6,"[""Metadata/Monsters/Daemon/ShrineDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Shrines/ShrineColdDaemonPlayer",[],1,"","",100,5,6,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,"[1358,4156]","Metadata/Monsters/Daemon/Shrines/ShrineColdDaemon.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342201717,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3925868544,3925868544,-369098752,4327,-33554432,-16843010,-16843010,-16843010,3372154622,3925868544,-369098752,4327,167772160,1342177280,0,1107946,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
1769,"Metadata/Monsters/Daemon/Shrines/ShrineLightningDaemon",36,8,3,6,6,"[""Metadata/Monsters/Daemon/ShrineDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Shrines/ShrineLightningDaemon",[],1,"","",100,5,6,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,"[4148,2722]","Metadata/Monsters/Daemon/Shrines/ShrineLightningDaemon.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342233398,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,570425344,570425344,570425344,4329,-33554432,-16843010,-16843010,-16843010,3372154622,570425344,570425344,4329,167772160,1342177280,0,1108258,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
1770,"Metadata/Monsters/Daemon/Shrines/ShrineLightningDaemonPlayer",36,8,3,6,6,"[""Metadata/Monsters/Daemon/ShrineDaemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Shrines/ShrineLightningDaemon",[],1,"","",100,5,6,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,"[4149,2723]","Metadata/Monsters/Daemon/Shrines/ShrineLightningDaemon.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342223384,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3992977408,3992977408,-301989888,4329,-33554432,-16843010,-16843010,-16843010,3372154622,3992977408,-301989888,4329,167772160,1342177280,0,1108462,0,"",1,"",0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
1771,"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder1",861,30,3,5,12,"[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder1.act""]","[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder1.ao""]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder1",[],1,"","",100,2,6,5,0,0,0,1,0,"[836,56,754,31,29,118,1025]",110,[],105,105,700,500,0,"[5358,5359]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder1.ais",[],"",0,"Demon Imp",110,110,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342206588,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4194304000,4194304000,-100663296,4332,-33554432,-16843010,-16843010,-16843010,3372154622,4194304000,-100663296,4332,167772160,1342177280,0,1109242,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,105,1028443341,0,1,0,""
1772,"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder2_",862,58,3,5,9,"[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder2.act""]","[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder2.ao""]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder2",[],1,"","",120,2,6,5,0,0,0,1,0,"[836,56,31,29,118,1025,756]",115,[],105,105,700,500,0,[585],"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder2.ais",[],"",0,"Demon Beast",115,115,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342202034,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2281701376,2281701376,-2013265920,4336,-33554432,-16843010,-16843010,-16843010,3372154622,2281701376,-2013265920,4336,167772160,1342177280,0,1110152,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,108,1028443341,0,1,0,""
1773,"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder3",863,55,3,5,10,"[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder3.act""]","[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder3.ao""]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder3",[],1,"","",120,2,6,19,0,0,0,1,0,"[836,56,1041,118,756]",120,[],105,105,700,500,0,[578],"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonFodder3.ais",[],"",0,"Demon Ghast",120,120,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342190751,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,1744830464,1744830464,4339,-33554432,-16843010,-16843010,-16843010,3372154622,1744830464,1744830464,4339,167772160,1342177280,0,1110888,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",4,110,1028443341,0,1,0,""
1774,"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite1",864,45,4,8,14,"[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite1.act""]","[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite1.ao""]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite1",[],1,"","",100,2,6,5,0,0,0,1,0,"[836,56,755,29,118,1025]",200,[],105,105,700,500,0,"[585,5363,5362,5360,5361]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite1.ais",[],"",0,"Demon Harpy",200,200,1500,[9338],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342211063,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2415919104,2415919104,-1879048192,4342,-33554432,-16843010,-16843010,-16843010,3372154622,2415919104,-1879048192,4342,167772160,1342177280,0,1111696,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",7,150,1028443341,0,1,0,""
1775,"Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite2_",865,53,4,8,12,"[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite2.act""]","[""Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite2.ao""]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite2",[],1,"","",130,2,6,18,0,0,0,1,0,"[836,56,1040,30,29,118,756]",200,[],105,105,700,500,0,"[5367,5364,5365,5366]","Metadata/Monsters/LeagueHellscape/DemonFaction/HellscapeDemonElite2.ais",[],"",0,"Demon Herder",200,200,1500,[9335],[],"",36,"","",0,[],[],[],"",1,6,135,0,0,135,1342178367,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1174405120,1174405120,1174405120,4346,-33554432,-16843010,-16843010,-16843010,3372154622,1174405120,1174405120,4346,167772160,1342177280,0,1112646,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",7,150,1028443341,0,1,0,""
