"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","string","CostTypes","bool","[i32]","i32"
4317,"DTTTwilightGuardBossLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4033,[],"",[],1,[],-1
4318,"DTTVaalHumanoidStalkerLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4034,[],"",[],1,[],-1
4319,"DTTScarecrowLeap","",[],"",[],[],"",0,"",2,1000,790,"","",[],100,"","",[],"","",0,0,0,"",4035,[],"",[],1,[],-1
4320,"DTTBloodClanPoleVaultSingle","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4036,[],"",[],1,[],-1
4321,"DTTBirdSwoopin","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4037,[],"",[],1,[],-1
4322,"DTTMantisRatLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4038,[],"",[],1,[],-1
4323,"DTTPrimordialBeast3LeapAttack","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4039,[],"",[],1,[],-1
4324,"DTTIceWendigoForward","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4040,[],"",[],1,[],-1
4325,"DTTIceWendigoParkour","",[],"",[],[],"",0,"",2,1000,398,"","",[],101,"","",[],"","",0,0,0,"",4041,[],"",[],1,[],-1
4326,"DTTIceWendigoParkour2","",[],"",[],[],"",0,"",2,1000,398,"","",[],254,"","",[],"","",0,0,0,"",4041,[],"",[],1,[],-1
4327,"DTTIceWendigoLeft","",[],"",[],[],"",0,"",2,1000,398,"","",[],98,"","",[],"","",0,0,0,"",4042,[],"",[],1,[],-1
4328,"DTTIceWendigoRight","",[],"",[],[],"",0,"",2,1000,398,"","",[],99,"","",[],"","",0,0,0,"",4043,[],"",[],1,[],-1
4329,"DTTGemlingArcherBossDodgeLeft","",[],"",[],[],"",0,"",2,1000,398,"","",[],98,"","",[],"","",0,0,0,"",4044,[],"",[],1,[],-1
4330,"DTTGemlingArcherBossDodgeRight","",[],"",[],[],"",0,"",2,1000,398,"","",[],99,"","",[],"","",0,0,0,"",4045,[],"",[],1,[],-1
4331,"DTTPrisonerBossSpearLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4046,[],"",[],1,[],-1
4332,"DTTPrisonerBossUnarmedLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4047,[],"",[],1,[],-1
4333,"DTTScientist3Engage","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4048,[],"",[],1,[],-1
4334,"DTTScientist3Disengage","",[],"",[],[],"",0,"",2,1000,398,"","",[],101,"","",[],"","",0,0,0,"",4049,[],"",[],1,[],-1
4335,"DTTIgnagdukBogWitchDashBone","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4050,[],"",[],1,[],-1
4336,"DTTIgnagdukBogWitchDashFlame","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4051,[],"",[],1,[],-1
4337,"DTTChimeraBossLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4052,[],"",[],1,[],-1
4338,"DTTQuadrillaCommandoRoll","",[],"",[],[],"",0,"",2,1000,42,"","",[],100,"","",[],"","",0,0,0,"",4053,[],"",[],1,[],-1
4339,"DTTHyenaCentaurCliffJump","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4054,[],"",[],1,[],-1
4340,"DTTExecutionerMinionsJumpToArena","",[],"",[],[],"",0,"",2,1000,398,"","",[],59,"","",[],"","",0,0,0,"",4055,[],"",[],1,[],-1
4341,"DTTUrchinKid","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4056,[],"",[],1,[],-1
4342,"DTTFallenHookDash","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4057,[],"",[],1,[],-1
4343,"DTTExecratusExecutionerDash","",[],"",[],[],"",0,"",2,1000,398,"","",[],23,"","",[],"","",0,0,0,"",4058,[],"",[],1,[],-1
4344,"DTTExecratusExecutionerDash2","",[],"",[],[],"",0,"",2,1000,398,"","",[],35,"","",[],"","",0,0,0,"",4059,[],"",[],1,[],-1
4345,"DTTMinotaurGladiatorLeapSlam","",[],"",[],[],"",0,"",2,1000,398,"","",[],14,"","",[],"","",0,0,0,"",4060,[],"",[],1,[],-1
4346,"DTTExecratusBlackPrinceDash1","",[],"",[],[],"",0,"",2,1000,398,"","",[],47,"","",[],"","",0,0,0,"",4061,[],"",[],1,[],-1
4347,"DTTBaronWolfBloodPortalIn","",[],"",[],[],"",0,"",2,1000,398,"","",[],98,"","",[],"","",0,0,0,"",4062,[],"",[],1,[],-1
4348,"DTTBaronWolfBloodPortalOut","",[],"",[],[],"",0,"",2,1000,398,"","",[],99,"","",[],"","",0,0,0,"",4063,[],"",[],1,[],-1
4349,"DTTWingedFiendToGround","",[],"",[],[],"",0,"",2,1000,398,"","",[],74,"","",[],"","",0,0,0,"",4064,[],"",[],1,[],-1
4350,"DTTHusbandDash","",[],"",[],[],"",0,"",2,1000,790,"","",[],261,"","",[],"","",0,0,0,"",4065,[],"",[],1,[],-1
4351,"DTTCountsGuardSpearLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],14,"","",[],"","",0,0,0,"",4066,[],"",[],1,[],-1
4352,"DTTBaronBossCorruptWolfJump","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4067,[],"",[],1,[],-1
4353,"DTTForgeBossLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],14,"","",[],"","",0,0,0,"",4068,[],"",[],1,[],-1
4354,"DTTForgeBossLeapLava","",[],"",[],[],"",0,"",2,1000,398,"","",[],119,"","",[],"","",0,0,0,"",4068,[],"",[],1,[],-1
4355,"DTTSunWorshipperEnrageDash","",[],"",[],[],"",0,"",2,1000,790,"","",[],100,"","",[],"","",0,0,0,"",4069,[],"",[],1,[],-1
4356,"DTTChaosGodTriheadBatLeapSlam","",[],"",[],[],"",0,"",2,1000,790,"","",[],14,"","",[],"","",0,0,0,"",5017,[],"",[],1,[],-1
4357,"DTTDoryaniHumanBossJumpToArenaMiddle","",[],"",[],[],"",0,"",2,1000,398,"","",[],14,"","",[],"","",0,0,0,"",4070,[],"",[],1,[],-1
4358,"DTTBreachFodderHellscapePaleDogmanDash","",[],"",[],[],"",0,"",2,733,398,"","",[],100,"","",[],"","",0,0,0,"",4071,[],"",[],1,[],-1
4359,"DTTBreachEliteHellscapeStabbySkyStab","",[],"",[],[],"",0,"",2,2500,398,"","",[],100,"","",[],"","",0,0,0,"",4072,[],"",[],1,[],-1
4360,"DTTBreachEliteHellscapeStabWeb","",[],"",[],[],"",0,"",2,2000,398,"","",[],101,"","",[],"","",0,0,0,"",4073,[],"",[],1,[],-1
4361,"DTTBreachEliteHellscapeStabCombo","",[],"",[],[],"",0,"",2,2000,398,"","",[],101,"","",[],"","",0,0,0,"",4074,[],"",[],1,[],-1
4362,"DTTDoryaniHumanBossJumpAround","",[],"",[],[],"",0,"",2,1000,398,"","",[],101,"","",[],"","",0,0,0,"",4075,[],"",[],1,[],-1
4363,"DTTDoryaniHumanBossDeathJumpShort","",[],"",[],[],"",0,"",2,1000,398,"","",[],25,"","",[],"","",0,0,0,"",4076,[],"",[],1,[],-1
4364,"DTTDoryaniHumanBossDeathJumpMedium","",[],"",[],[],"",0,"",2,1000,398,"","",[],26,"","",[],"","",0,0,0,"",4077,[],"",[],1,[],-1
4365,"DTTDoryaniHumanBossDeathJumpLong","",[],"",[],[],"",0,"",2,1000,398,"","",[],27,"","",[],"","",0,0,0,"",4078,[],"",[],1,[],-1
4366,"DTTCrowbellLeapSlam","",[],"",[],[],"",0,"",2,1000,398,"","",[],"","","",[],"","",0,0,0,"",4079,[],"",[],1,[],-1
4367,"DTTCrowbellLeapSlamEnraged","",[],"",[],[],"",0,"",2,1000,398,"","",[],"","","",[],"","",0,0,0,"",4080,[],"",[],1,[],-1
4368,"DTTMutewindManDualSwordGrimLeapslam","",[],"",[],[],"",0,"",2,1000,790,"","",[],14,"","",[],"","",0,0,0,"",4081,[],"",[],1,[],-1
4369,"DTTPlagueBringerDash","",[],"",[],[],"",0,"",2,1000,398,"","",[],14,"","",[],"","",0,0,0,"",4082,[],"",[],1,[],-1
4370,"DTTMutewindWomanDualDaggerGrimSmokeDash","",[],"",[],[],"",0,"",2,1000,398,"","",[],14,"","",[],"","",0,0,0,"",4083,[],"",[],1,[],-1
4371,"DTTHellscapePaleBossLeap","",[],"",[],[],"",0,"",2,1000,398,"","",[],100,"","",[],"","",0,0,0,"",4084,[],"",[],1,[],-1
4372,"DTTHellscapePaleBossDashStab","",[],"",[],[],"",0,"",2,1000,398,"","",[],101,"","",[],"","",0,0,0,"",4085,[],"",[],1,[],-1
4373,"DTTqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,398,"","",[],"","","",[],"","",0,0,0,"",4086,[],"",[],1,[],-1
4374,"GraveyardGhostDashToTarget","",[],"",[],[],"",0,"",2,930,398,"","",[],100,"","",[],"","",0,0,0,"",4087,[],"",[],1,[],-1
4375,"GraveyardGhostDashToTargetFar","",[],"",[],[],"",0,"",2,930,398,"","",[],100,"","",[],"","",0,0,0,"",4088,[],"",[],1,[],-1
4376,"GhoulCommanderDash","",[],"",[],[],"",0,"",2,1000,790,"","",[],100,"","",[],"","",0,0,0,"",4089,[],"",[],1,[],-1
4377,"LegionnaireDodgeLeft","",[],"",[],[],"",0,"",2,1000,191,"","",[],98,"","",[],"","",0,0,0,"",4090,[],"",[],1,[],-1
4378,"LegionnaireDodgeRight","",[],"",[],[],"",0,"",2,1000,191,"","",[],99,"","",[],"","",0,0,0,"",4091,[],"",[],1,[],-1
4379,"HeistRobotStormcallerShockRifleSingle","",[],"",[],[],"",0,"",2,2500,400,"","",[],28,"","",[],"","",1,2,0,"",4092,[],"",[],1,[],-1
4380,"LioneyeTriggeredProjectileSanctum","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","",[],"","",0,0,0,"",4093,[],"",[],1,[],-1
4381,"SanctumLioneyeFireCircleBombard","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",959,0,0,"",4094,[],"",[],1,[],-1
4382,"TombStalkerMultiAttack","",[],"",[],[],"",0,"",2,1000,416,"","",[],"","","",[],"","",0,0,0,"",4095,[],"",[],1,[],-1
4383,"HeistThugTrapperEnsnaringArrow","",[],"",[],[],"",0,"",2,1000,426,"","",[],"","","",[],"","",0,1,0,"",4096,[],"",[],1,[],-1
4384,"ExpeditionVoranaDeathZone","",[],"",[],[],"",0,"",2,2000,294,"","",[],"","","",[],"","",46,0,0,"",4097,[],"",[],1,[],-1
4385,"MonsterModManaSiphoner","",[],"",[],[],"",0,"",2,1000,294,"","",[],"","","",[],"","",47,0,0,"",4098,[],"",[],1,[],-1
4386,"DeliriumDemonOrbDetonation","",[],"",[],[],"",0,"",2,2670,291,"","",[],13,"","",[],"","",5,-1,0,"",4099,[],"",[],1,[],-1
4387,"DeliriumDemonBeam","",[],"",[],[],"",0,"",2,1500,432,"","",[],89,"","",[],"","",0,2,0,"",4100,[],"",[],1,[],-1
4388,"EAADeliriumDemonSlashCastComboFire","",[],"",[],[],"",0,"",2,7170,333,"","",[],9,"","",[],"","",0,0,0,"",4101,[],"",[],1,[],-1
4389,"EAADeliriumDemonSlashCastComboLightning","",[],"",[],[],"",0,"",2,7170,334,"","",[],61,"","",[],"","",0,0,0,"",4102,[],"",[],1,[],-1
4390,"GADeliriumDemonSlashLeftTriggered","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",406,0,0,"",4103,[],"",[],1,[],-1
4391,"GADeliriumDemonSlashRightTriggered","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",407,0,0,"",4104,[],"",[],1,[],-1
4392,"DeliriumDemonMeleeLeft","",[],"",[],[],"",0,"",2,1000,42,"","",[],1,"","",[],"","",0,0,0,"",4105,[],"",[],1,[],-1
4393,"DeliriumDemonMeleeRight","",[],"",[],[],"",0,"",2,1000,42,"","",[],20,"","",[],"","",0,0,0,"",4106,[],"",[],1,[],-1
4394,"DeliriumDemonTeleportAttack","",[],"",[],[],"",0,"",2,1830,291,"","",[],"","","",[],"","",5,-1,0,"",4107,[],"",[],1,[],-1
4395,"GADeliriumDemonTeleportAttackTriggeredCone","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",408,0,0,"",4108,[],"",[],1,[],-1
4396,"GADeliriumDemonTeleportAttackTriggeredCone2","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",409,0,0,"",4109,[],"",[],1,[],-1
4397,"MPSDeliriumDemonProjectileSpammableFire","",[],"",[],[],"",0,"",2,1500,173,"","",[],25,"","",[],"","",0,0,0,"",4110,[],"",[],1,[],-1
4398,"MPSDeliriumDemonProjectileSpammableLightning","",[],"",[],[],"",0,"",2,1500,173,"","",[],27,"","",[],"","",0,0,0,"",4111,[],"",[],1,[],-1
4399,"MPSDeliriumDemonFlurryProjectileFire","",[],"",[],[],"",0,"",2,2000,173,"","",[],"","","",[],"","",0,0,0,"",4112,[],"",[],1,[],-1
4400,"GSDeliriumDemonFlurryProjectileFireImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",445,0,0,"",4113,[],"",[],1,[],-1
4401,"MPSDeliriumDemonFlurryProjectileFireSmall","",[],"",[],[],"",0,"",2,1500,173,"","",[],25,"","",[],"","",0,0,0,"",4114,[],"",[],1,[],-1
4402,"MPSDeliriumDemonFlurryProjectileLightning","",[],"",[],[],"",0,"",2,1500,173,"","",[],27,"","",[],"","",0,0,0,"",4115,[],"",[],1,[],-1
4403,"DeliriumDemonLightningGigaBall","",[],"",[],[],"",0,"",2,5200,192,"","",[],27,"","",[],"","",116,0,0,"",4116,[],"",[],1,[],-1
4404,"DeliriumDemonLightningGigaBallUnique","",[],"",[],[],"",0,"",2,5200,192,"","",[],27,"","",[],"","",116,0,0,"",4117,[],"",[],1,[],-1
4405,"MPWDeliriumDemonWeaponThrowLeft","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","",[],"","",0,0,0,"",4118,[],"",[],1,[],-1
4406,"MPWDeliriumDemonWeaponThrowRight","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","",[],"","",0,0,0,"",4119,[],"",[],1,[],-1
4407,"GADeliriumDemonWeaponThrowLeftImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",443,0,0,"",4120,[],"",[],1,[],-1
4408,"GADeliriumDemonWeaponThrowRightImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",444,0,0,"",4121,[],"",[],1,[],-1
4409,"DeliriumDeathZoneExplosion1","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",11,0,0,"",4122,[],"",[],1,[],-1
4410,"DeliriumDeathZoneExplosion2","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",12,0,0,"",4123,[],"",[],1,[],-1
4411,"DeliriumDeathZoneExplosion3","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",13,0,0,"",4124,[],"",[],1,[],-1
4412,"DeliriumDeathZoneExplosion4","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",14,0,0,"",4125,[],"",[],1,[],-1
4413,"DeliriumDeathZoneExplosion5","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",15,0,0,"",4126,[],"",[],1,[],-1
4414,"DeliriumDeathZoneExplosion6","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",16,0,0,"",4127,[],"",[],1,[],-1
4415,"DeliriumDeathZoneExplosion7","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",17,0,0,"",4128,[],"",[],1,[],-1
4416,"DeliriumDeathZoneExplosion8","",[],"",[],[],"",0,"",2,1000,345,"","",[],23,"","",[],"","",18,0,0,"",4129,[],"",[],1,[],-1
4417,"DeliriumDemonColdSpear","",[],"",[],[],"",0,"",2,1100,44,"","",[],53,"","",[],"","",0,0,0,"",4130,[],"",[],1,[],-1
4418,"DeliriumDemonColdSpearGroundTarget","",[],"",[],[],"",0,"",2,1100,44,"","",[],46,"","",[],"","",0,0,0,"",4131,[],"",[],1,[],-1
4419,"DeliriumDemonColdSpearImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",410,0,0,"",4132,[],"",[],1,[],-1
4420,"DeliriumDemonColdSpearImpactUnique","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",410,0,0,"",4133,[],"",[],1,[],-1
4421,"DeliriumDemonColdSpearGroundDegen","",[],"",[],[],"",0,"",2,50,212,"","",[],"","","",[],"","",0,10,0,"",4134,[],"",[],1,[],-1
4422,"DeliriumDemonColdSpearGroundDegenUnique","",[],"",[],[],"",0,"",2,50,212,"","",[],"","","",[],"","",0,10,0,"",4135,[],"",[],1,[],-1
4423,"TBDeliriumDemonLeftLightningBeam","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",10,0,0,"",4136,[],"",[],1,[],-1
4424,"TBDeliriumDemonRightLightningBeam","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",11,0,0,"",4137,[],"",[],1,[],-1
4425,"DeliriumDemonSummonDeathZone","",[],"",[],[],"",0,"",2,1500,432,"","",[],89,"","",[],"","",1,2,0,"",4138,[],"",[],1,[],-1
4426,"SODeliriumDemonSpawnLightningVolatile","",[],"",[],[],"",0,"",2,1000,364,"","",[],"","","",[],"","",43,0,0,"",4139,[],"",[],1,[],-1
4427,"GSDeliriumDemonLightningVolatileExplosion","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",446,0,0,"",4140,[],"",[],1,[],-1
4428,"DeliriumGroundWeaponRightAttack","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",449,0,0,"",4141,[],"",[],1,[],-1
4429,"DeliriumGroundWeaponLeftAttack","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","",[],"","",448,0,0,"",4142,[],"",[],1,[],-1
4430,"DeliriumSoulMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",114,0,0,"",4143,[],"",[],1,[],-1
4431,"DeliriumBeamMonsterGTLightning","",[],"",[],[],"",0,"",2,1050,391,"","",[],"","","",[],"","",151,0,0,"",4144,[],"",[],1,[],-1
4432,"DeliriumBeamMonsterGTCold","",[],"",[],[],"",0,"",2,1000,391,"","",[],"","","",[],"","",159,0,0,"",4145,[],"",[],1,[],-1
4433,"DeliriumBeamMonsterGTFire","",[],"",[],[],"",0,"",2,1000,391,"","",[],"","","",[],"","",160,0,0,"",4146,[],"",[],1,[],-1
4434,"DeliriumBeamMonsterGTPackTeleport","",[],"",[],[],"",0,"",2,1000,391,"","",[],35,"","",[],"","",157,0,0,"",4147,[],"",[],1,[],-1
4435,"DeliriumBeamMonsterGTGeneric","",[],"",[],[],"",0,"",2,1000,391,"","",[],"","","",[],"","",162,0,0,"",4148,[],"",[],1,[],-1
4436,"DeliriumBeamMonsterGTSlamma","",[],"",[],[],"",0,"",2,1000,391,"","",[],"","","",[],"","",165,0,0,"",4149,[],"",[],1,[],-1
4437,"DeliriumMinionSpikeExplosionGT","",[],"",[],[],"",0,"",2,1000,391,"","",[],"","","",[],"","",166,0,0,"",4150,[],"",[],1,[],-1
4438,"DeliriumBeamMonsterTBLightning","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",8,0,0,"",4151,[],"",[],1,[],-1
4439,"DeliriumBeamMonsterTBCold","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",7,0,0,"",4152,[],"",[],1,[],-1
4440,"DeliriumBeamMonsterTBFire","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",6,0,0,"",4153,[],"",[],1,[],-1
4441,"DeliriumBeamMonsterTBPackTeleport","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",8,0,0,"",4154,[],"",[],1,[],-1
4442,"DeliriumBeamMonsterTBGeneric","",[],"",[],[],"",0,"",2,1000,346,"","",[],"","","",[],"","",5,0,0,"",4155,[],"",[],1,[],-1
4443,"DeliriumBeamMonsterSSM1","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4156,[],"",[],1,[],-1
4444,"DeliriumMonsterFireSlash","",[],"",[],[],"",0,"",2,4000,315,"","",[],13,"","",[],"","",411,0,0,"",4157,[],"",[],1,[],-1
4445,"DeliriumMonsterFireSlashUnique","",[],"",[],[],"",0,"",2,4000,315,"","",[],57,"","",[],"","",411,0,0,"",4158,[],"",[],1,[],-1
4446,"DeliriumMonsterSummonFireTornado","",[],"",[],[],"",0,"",2,4000,233,"","",[],33,"","",[],"","",0,0,0,"",4159,[],"",[],1,[],-1
4447,"DeliriumMonsterSummonFireTornadoUnique","",[],"",[],[],"",0,"",2,4000,233,"","",[],33,"","",[],"","",0,0,0,"",4160,[],"",[],1,[],-1
4448,"DeliriumMonsterChargedBlast","",[],"",[],[],"",0,"",2,4500,148,"","",[],23,"","",[],"","",0,0,0,"",4161,[],"",[],1,[],-1
4449,"DeliriumMonsterChargedBlastUnique","",[],"",[],[],"",0,"",2,4500,148,"","",[],23,"","",[],"","",1,6,0,"",4162,[],"",[],1,[],-1
4450,"HeistCasterFlameblast","",[],"",[],[],"",0,"",2,2500,148,"","",[],23,"","",[],"","",1,8,0,"",4163,[],"",[],1,[],-1
4451,"DeliriumBeamMonsterSSM2","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4164,[],"",[],1,[],-1
4452,"DeliriumBeamMonsterSSM3","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4165,[],"",[],1,[],-1
4453,"DeliriumBeamMonsterSSMPackTeleport","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4166,[],"",[],1,[],-1
4454,"DeliriumBeamMonsterSSMSlamma","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4167,[],"",[],1,[],-1
4455,"DeliriumBeamMonsterSSMCorpseDegen","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4168,[],"",[],1,[],-1
4456,"DeliriumBeamMonsterSSMCorpseProjectile","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4169,[],"",[],1,[],-1
4457,"DeliriumBeamMonsterSSMCorpseSpawn","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","",[],"","",0,0,0,"",4170,[],"",[],1,[],-1
4458,"DeliriumFireTornadoTick","",[],"",[],[],"",0,"",2,200,348,"","",[],"","","",[],"","",0,7,0,"",4171,[],"",[],1,[],-1
4459,"DeliriumFireTornadoBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",4172,[],"",[],1,[],-1
4460,"DeliriumLightningTeleportImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",434,0,0,"",4173,[],"",[],1,[],-1
4461,"DeliriumLightningBolt","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",412,0,0,"",4174,[],"",[],1,[],-1
4462,"DeliriumLightningBoltNovaGT1","",[],"",[],[],"",0,"",2,500,391,"","",[],23,"","",[],"","",154,0,0,"",4175,[],"",[],1,[],-1
4463,"DeliriumLightningBoltNovaGT2","",[],"",[],[],"",0,"",2,500,391,"","",[],23,"","",[],"","",163,0,0,"",4176,[],"",[],1,[],-1
4464,"DeliriumLightningBoltNovaGT1Unique","",[],"",[],[],"",0,"",2,500,391,"","",[],23,"","",[],"","",168,0,0,"",4177,[],"",[],1,[],-1
4465,"DeliriumLightningBoltNovaGT2Unique","",[],"",[],[],"",0,"",2,500,391,"","",[],23,"","",[],"","",169,0,0,"",4178,[],"",[],1,[],-1
4466,"DeliriumLightningTeleport","",[],"",[],[],"",0,"",2,5000,291,"","",[],"","","",[],"","",1,-1,0,"",4179,[],"",[],1,[],-1
4467,"DeliriumPackTeleport","",[],"",[],[],"",0,"",2,2500,434,"","",[],23,"","",[],"","",1,0,0,"",4180,[],"",[],1,[],-1
4468,"DeliriumDaemonSlam","",[],"",[],[],"",0,"",2,2000,315,"","",[],13,"","",[],"","",432,0,0,"",4181,[],"",[],1,[],-1
4469,"DeliriumMinionKnockbackWave","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","",[],"","",433,0,0,"",4182,[],"",[],1,[],-1
4470,"DeliriumVomitileDebuffExplosion","",[],"",[],[],"",0,"",2,1200,316,"","",[],"","","",[],"","",435,0,0,"",4183,[],"",[],1,[],-1
4471,"DeliriumDaemonTeleportExplodeKill","",[],"",[],[],"",0,"",2,3000,435,"","",[],65,"","",[],"","",1,0,0,"",4184,[],"",[],1,[],-1
4472,"DeliriumLightningStrike","",[],"",[],[],"",0,"",2,1000,390,"","",[],23,"","",[],"","",29,0,0,"",4185,[],"",[],1,[],-1
4473,"DeliriumLightningStrikeGT","",[],"",[],[],"",0,"",2,3000,391,"","",[],35,"","",[],"","",156,0,0,"",4186,[],"",[],1,[],-1
4474,"DeliriumFrostOrbs","",[],"",[],[],"",0,"",2,2500,392,"","",[],34,"","",[],"","",0,2,0,"",4187,[],"",[],1,[],-1
4475,"DeliriumTemporalAnomaly","",[],"",[],[],"",0,"",2,1500,324,"","",[],23,"","",[],"","",0,2,0,"",4188,[],"",[],1,[],-1
4476,"DeliriumatorSummonRareMonsters","",[],"",[],[],"",0,"",2,500,167,"","",[],"","","",[],"","",0,5,0,"",4189,[],"",[],1,[],-1
4477,"DeliriumatorSummonMagicMonsters","",[],"",[],[],"",0,"",2,500,167,"","",[],"","","",[],"","",0,5,0,"",4190,[],"",[],1,[],-1
4478,"DeliriumatorSummonNormalMonsters","",[],"",[],[],"",0,"",2,500,167,"","",[],"","","",[],"","",0,5,0,"",4191,[],"",[],1,[],-1
4479,"DeliriumatorVaporizeRoom","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",56,0,0,"",4192,[],"",[],1,[],-1
4480,"DeliriumatorVaporizeDoodads","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",57,0,0,"",4193,[],"",[],1,[],-1
4481,"DeliriumSkillDaemonMonsterCorpseSummonMonster","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",58,0,0,"",4194,[],"",[],1,[],-1
4482,"DeliriumSkillDaemonMonsterCorpseProjectileCascade","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",59,0,0,"",4195,[],"",[],1,[],-1
4483,"DeliriumSkillDaemonMonsterCorpseDegenZone","",[],"",[],[],"",0,"",2,1000,356,"","",[],"","","",[],"","",60,0,0,"",4196,[],"",[],1,[],-1
