"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","f32","[rid]","bool"
4103,"GADeliriumDemonSlashLeftTriggered","","[603,104,10079]","[1068,619]","[50,-20]",1,0.1,0.0175,[],""
4104,"GADeliriumDemonSlashRightTriggered","","[603,104,10079]","[4784,4783,3731]","[1,4000,200]",1,0.1,0.0175,[],""
4105,"DeliriumDemonMeleeLeft","","[603,104,10079]","[10043,4784,4783,3731]","[150,1,4000,200]",1,0.1,0.0175,[],""
4106,"DeliriumDemonMeleeRight","","[603,104,10079]","[10043,1068,619]","[150,25,-20]",1,0.1,0.0175,[],""
4107,"DeliriumDemonTeleportAttack","","[6896,6897]",[10342],[14],1,0.1,0.0175,[],""
4108,"GADeliriumDemonTeleportAttackTriggeredCone","","[603,104,10079]","[4784,4783,3731]","[1,4000,200]",1,0.1,0.0175,[],""
4109,"GADeliriumDemonTeleportAttackTriggeredCone2","","[603,104,10079]","[1068,619]","[50,-20]",1,0.1,0.0175,[],""
4110,"MPSDeliriumDemonProjectileSpammableFire","","[488,4415,6698]",[762],[1377],4.5,0.1,0.0175,[],""
4111,"MPSDeliriumDemonProjectileSpammableLightning","","[488,4415,6698]","[762,18693]","[1378,50]",4.5,0.1,0.0175,[],""
4112,"MPSDeliriumDemonFlurryProjectileFire","","[488,4415,6698,2876]","[762,2428]","[1377,25]",2.5,0.1,0.0175,[],""
4113,"GSDeliriumDemonFlurryProjectileFireImpact","","[603,488,18658,18671]",[],[],1.5,0.1,0.0175,[],""
4114,"MPSDeliriumDemonFlurryProjectileFireSmall","","[488,4415,6698,2876]","[762,2428]","[1377,25]",1.5,0.1,0.0175,[],""
4115,"MPSDeliriumDemonFlurryProjectileLightning","","[488,4415,6698,2876]","[762,2428]","[1378,10]",1.2,0.1,0.0175,[],""
4116,"DeliriumDemonLightningGigaBall","","[488,4415,6698]","[3085,5834,14424]","[30,1,100]",1,0.1,0.0175,[],""
4117,"DeliriumDemonLightningGigaBallUnique","","[488,4415,6698,190]","[3085,5834,14424]","[30,1,100]",1,0.1,0.0175,[],""
4118,"MPWDeliriumDemonWeaponThrowLeft","","[488,4385,4415,6698,6480]","[762,5834]","[99,1]",1,0.1,0.0175,[],""
4119,"MPWDeliriumDemonWeaponThrowRight","","[488,4385,4415,6698,6480]","[762,5834]","[104,1]",1,0.1,0.0175,[],""
4120,"GADeliriumDemonWeaponThrowLeftImpact","",[603],[],[],1,0.1,0.0175,[],""
4121,"GADeliriumDemonWeaponThrowRightImpact","",[603],[],[],1,0.1,0.0175,[],""
4122,"DeliriumDeathZoneExplosion1","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4123,"DeliriumDeathZoneExplosion2","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4124,"DeliriumDeathZoneExplosion3","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4125,"DeliriumDeathZoneExplosion4","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4126,"DeliriumDeathZoneExplosion5","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4127,"DeliriumDeathZoneExplosion6","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4128,"DeliriumDeathZoneExplosion7","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4129,"DeliriumDeathZoneExplosion8","","[603,6895,6896,6897]","[1066,1067]","[40,40]",7.8,0.1,0.0175,[],""
4130,"DeliriumDemonColdSpear","","[488,4415,6698,4385,2876]","[762,1878,1066,6466]","[100,-72,75,100]",1,0.1,0.0175,[],""
4131,"DeliriumDemonColdSpearGroundTarget","","[488,4415,6698,4385,2876]","[762,1878,3085,5834]","[101,-72,30,1]",1,0.1,0.0175,[],""
4132,"DeliriumDemonColdSpearImpact","",[603],[1066],[70],1,0.1,0.0175,[],""
4133,"DeliriumDemonColdSpearImpactUnique","",[603],"[1066,5553]","[70,15]",1,0.1,0.0175,[],""
4134,"DeliriumDemonColdSpearGroundDegen","",[],[5553],[100],2.2,0.1,0.0175,[],""
4135,"DeliriumDemonColdSpearGroundDegenUnique","",[],"[16719,5553]","[100,150]",2.2,0.1,0.0175,[],""
4136,"TBDeliriumDemonLeftLightningBeam","",[],[6457],[1],1.5,0.1,0.0175,[],""
4137,"TBDeliriumDemonRightLightningBeam","",[],[6457],[1],1.5,0.1,0.0175,[],""
4138,"DeliriumDemonSummonDeathZone","",[],[349],[10000],3.5,0.1,0.0175,[],""
4139,"SODeliriumDemonSpawnLightningVolatile","",[],[6458],[1],1,0.1,0.0175,[],""
4140,"GSDeliriumDemonLightningVolatileExplosion","","[603,190,1886]","[7002,349]","[20,2000]",2,0.1,0.0175,[],""
4141,"DeliriumGroundWeaponRightAttack","","[603,1886]","[4784,4783,3731]","[1,3000,200]",1,0.055,0,[],""
4142,"DeliriumGroundWeaponLeftAttack","","[603,1886]","[1068,619,9241]","[50,-30,100]",1,0.055,0,[],""
4143,"DeliriumSoulMortar","","[488,603,4415]","[2428,5553]","[8,-40]",2,0.1,0.0175,[],""
4144,"DeliriumBeamMonsterGTLightning","",[],[],[],1,0.1,0.0175,[],""
4145,"DeliriumBeamMonsterGTCold","",[],[],[],1,0.1,0.0175,[],""
4146,"DeliriumBeamMonsterGTFire","",[],[],[],1,0.1,0.0175,[],""
4147,"DeliriumBeamMonsterGTPackTeleport","",[],[],[],1,0.1,0.0175,[],""
4148,"DeliriumBeamMonsterGTGeneric","",[],[],[],1,0.055,0,[],""
4149,"DeliriumBeamMonsterGTSlamma","",[],[],[],1,0.1,0.0175,[],""
4150,"DeliriumMinionSpikeExplosionGT","",[],[],[],1,0.1,0.0175,[],""
4151,"DeliriumBeamMonsterTBLightning","",[],[6457],[1],1,0.1,0.0175,[],""
4152,"DeliriumBeamMonsterTBCold","",[],[6457],[1],1,0.1,0.0175,[],""
4153,"DeliriumBeamMonsterTBFire","",[],[6457],[1],1,0.1,0.0175,[],""
4154,"DeliriumBeamMonsterTBPackTeleport","",[],[6457],[1],1,0.1,0.0175,[],""
4155,"DeliriumBeamMonsterTBGeneric","",[],[6457],[1],1,0.1,0.0175,[],""
4156,"DeliriumBeamMonsterSSM1","",[2386],"[850,2096,6458,4596]","[1067,1,1,-95]",1,0.1,0.0175,[],""
4157,"DeliriumMonsterFireSlash","","[603,1078,18671]","[1065,596]","[70,100]",1,0.1,0.0175,[],""
4158,"DeliriumMonsterFireSlashUnique","","[603,1078,18671]","[1065,596]","[70,100]",1,0.1,0.0175,[],""
4159,"DeliriumMonsterSummonFireTornado","","[2386,854]","[2096,850,4596,5825]","[1,1070,-99,120]",1,0.1,0.0175,[],""
4160,"DeliriumMonsterSummonFireTornadoUnique","","[2386,854]","[2096,850,4596,5825]","[1,1071,-99,120]",1,0.1,0.0175,[],""
4161,"DeliriumMonsterChargedBlast","",[603],[],[],1,0.1,0.0175,[],""
4162,"DeliriumMonsterChargedBlastUnique","","[603,189]",[580],[10],1,0.1,0.0175,[],""
4163,"HeistCasterFlameblast","",[603],[645],[-50],4.2,0.1,0.0175,[],""
4164,"DeliriumBeamMonsterSSM2","",[2386],"[850,2096,6458,4596]","[1068,1,1,-95]",1,0.1,0.0175,[],""
4165,"DeliriumBeamMonsterSSM3","",[2386],"[850,2096,6458,4596]","[1069,1,1,-95]",1,0.1,0.0175,[],""
4166,"DeliriumBeamMonsterSSMPackTeleport","",[2386],"[850,2096,6458,4596]","[1072,1,1,-95]",1,0.1,0.0175,[],""
4167,"DeliriumBeamMonsterSSMSlamma","",[2386],"[850,2096,6458,4596]","[1073,1,1,-95]",1,0.1,0.0175,[],""
4168,"DeliriumBeamMonsterSSMCorpseDegen","",[2386],"[850,2096,6458,4596]","[1074,1,1,-95]",1,0.055,0,[],""
4169,"DeliriumBeamMonsterSSMCorpseProjectile","",[2386],"[850,2096,6458,4596]","[1075,1,1,-95]",1,0.055,0,[],""
4170,"DeliriumBeamMonsterSSMCorpseSpawn","",[2386],"[850,2096,6458,4596]","[1076,1,1,-95]",1,0.055,0,[],""
4171,"DeliriumFireTornadoTick","",[1886],[349],[10000],1,0.1,0.0175,[],""
4172,"DeliriumFireTornadoBurningGround","",[],[349],[5000],2.8,0.1,0.0175,[],""
4173,"DeliriumLightningTeleportImpact","",[603],[],[],1,0.1,0.0175,[],""
4174,"DeliriumLightningBolt","",[603],[],[],1,0.1,0.0175,[],""
4175,"DeliriumLightningBoltNovaGT1","",[],[],[],1,0.1,0.0175,[],""
4176,"DeliriumLightningBoltNovaGT2","",[],[],[],1,0.1,0.0175,[],""
4177,"DeliriumLightningBoltNovaGT1Unique","",[],[],[],1,0.1,0.0175,[],""
4178,"DeliriumLightningBoltNovaGT2Unique","",[],[],[],1,0.1,0.0175,[],""
4179,"DeliriumLightningTeleport","",[],[10510],[1],1,0.1,0.0175,[],""
4180,"DeliriumPackTeleport","","[603,190]","[7002,5553]","[25,-25]",1,0.1,0.0175,[],""
4181,"DeliriumDaemonSlam","",[603],[],[],1,0.1,0.0175,[],""
4182,"DeliriumMinionKnockbackWave","",[104],"[392,10043]","[600,200]",1,0.1,0.0175,[],""
4183,"DeliriumVomitileDebuffExplosion","",[603],"[1068,349]","[25,3000]",1.2,0.1,0.0175,[],""
4184,"DeliriumDaemonTeleportExplodeKill","",[603],[],[],3.7,0.1,0.0175,[],""
4185,"DeliriumLightningStrike","",[603],[],[],1,0.1,0.0175,[],""
4186,"DeliriumLightningStrikeGT","",[],[],[],1,0.1,0.0175,[],""
4187,"DeliriumFrostOrbs","",[603],[5553],[-30],1,0.1,0.0175,[],""
4188,"DeliriumTemporalAnomaly","",[],"[349,9525]","[4000,2]",1,0.055,0,[],""
4189,"DeliriumatorSummonRareMonsters","",[2386],"[2095,2096,2144]","[2,2,30]",1,0.1,0.0175,[],""
4190,"DeliriumatorSummonMagicMonsters","",[2386],"[2095,2143,2144]","[1,1,30]",1,0.1,0.0175,[],""
4191,"DeliriumatorSummonNormalMonsters","",[2386],"[2143,2144]","[1,30]",1,0.1,0.0175,[],""
4192,"DeliriumatorVaporizeRoom","",[],[],[],1,0.1,0.0175,[],""
4193,"DeliriumatorVaporizeDoodads","",[],[],[],1,0.1,0.0175,[],""
4194,"DeliriumSkillDaemonMonsterCorpseSummonMonster","",[],[],[],1,0.1,0.0175,[],""
4195,"DeliriumSkillDaemonMonsterCorpseProjectileCascade","",[],[],[],1,0.1,0.0175,[],""
4196,"DeliriumSkillDaemonMonsterCorpseDegenZone","",[],[],[],1,0.1,0.0175,[],""
4197,"DeliriumDaemonDestroyCorpseSummonMonster","",[603],"[850,5594,4596]","[1062,1,-99]",1,0.1,0.0175,[],""
4198,"DeliriumDaemonDestroyCorpseProjectileCascade","","[603,1738]","[167,6466]","[2,35]",1,0.1,0.0175,[],""
4199,"DeliriumDaemonDestroyCorpseDegenZone","","[603,2387]","[850,5594,4596]","[1077,1,-99]",1,0.1,0.0175,[],""
4200,"DeliriumCascade","",[603],[],[],2.75,0.1,0.0175,[],""
4201,"DeliriumMinionSpawnNova","","[603,2876]",[],[],1,0.1,0.0175,[],""
4202,"DeliriumTriggerCascade","",[],[],[],1,0.055,0,[],""
4203,"DeliriumCorpseDegen","",[],[349],[250],2.8,0.1,0.0175,[],""
4204,"DeliriumWindDaemonGT","",[],[],[],1,0.055,0,[],""
4205,"DeliriumWindDaemonSO","",[],[],[],1,0.055,0,[],""
4206,"HarvestSpawnExplodingPodRed","",[],[],[],1,0.055,0,[],""
4207,"HarvestSpawnExplodingPodRedExplode","",[603],[1065],[50],2.5,0.1,0.0175,[],""
4208,"HarvestFrogBiteAttack","","[603,1078]",[1193],[15],1,0.055,0,[],""
4209,"HarvestSpikerSpike","","[6698,4415,8394,603,488,4385]",[],[],1,0.055,0,[],""
4210,"HarvestRhoaCastGroundEffectChilledFootstep","",[],"[5873,5553,349]","[4,-50,2500]",1,0.055,0,[],""
4211,"HeistPolearmMinibossBeam","",[603],"[309,1067,5553,349]","[-100,50,-50,270]",2.75,0.1,0.0175,[],""
4212,"HeistPolarmMinibossDashGT1","",[],[],[],1,0.055,0,[],""
4213,"HeistPolarmMinibossDashGT2","",[],[],[],1,0.055,0,[],""
4214,"HarvestBeastT3Slam","",[603],[316],[14],1,0.055,0,[],""
4215,"HarvestBeastT3Roar","",[],[],[],1,0.055,0,[],""
4216,"HarvestHellionT3Cleave","",[603],[316],[4],1,0.055,0,[],""
4217,"RitualPlantVolatile","",[603],[645],[-96],9,0.1,0.0175,[],""
4218,"MonsterModPlantVolatile","",[603],[645],[-96],11,0.1,0.0175,[],""
4219,"CarnivorousPlantEaterTreeVolatile","",[603],[645],[-96],15.5,0.1,0.0175,[],""
4220,"CarnivorousPlantOrbProjectile","","[488,4415,5627,6698]","[474,2615]","[60,50]",3.2,0.1,0.0175,[],""
4221,"CarnivorousPlantOrbProjectileSecondary","","[488,4415,5627,6698,7241]","[474,2615]","[60,50]",1.8,0.1,0.0175,[],""
4222,"DoLiterallyNothing","",[],[],[],0,0.055,0,[],""
4223,"HeistCultistUndeadTeleport","",[],[],[],0,0.1,0.0175,[],""
4224,"EGHeistPullLever","","[6896,6897]",[645],[-95],1,0.055,0,[],""
4225,"EASHeistMindControlSuicide","","[6896,6897]",[],[],1,0.055,0,[],""
4226,"HeistSawbladeMortar","","[603,488,4415,6698]",[166],[2],1,0.1,0.0175,[],""
4227,"EAAHeistMilitaryPolearmDoubleSpin","","[6897,6896]",[316],[15],1,0.055,0,[],""
4228,"HeistSkeletonSnipe","",[488],[1068],[25],1,0.055,0,[],""
4229,"HeistThugVolatileExplode","",[603],[5553],[-35],3,0.1,0.0175,[],""
4230,"SanctumDanaiTeleportStrike","",[],[10342],[16],1,0.1,0,[],""
4231,"SanctumDanaiFlickerAttack","",[603],[],[],1,0.1,0,[],""
4232,"ChangeToStance1Heist","","[6895,6896]",[],[],1,0.055,0,[],""
4233,"HeistThugEliteGroundSlamLong","","[603,1078]",[],[],1,0.055,0,[],""
4234,"HeistThugMinibossLeapSlamWeapon","",[603],[],[],1,0.055,0,[],""
4235,"HeistThugMinibossLeapSlamWeaponEnraged","",[603],[1065],[50],1,0.055,0,[],""
4236,"HeistThugEliteLeapSlamTGA","",[603],[],[],1,0.055,0,[],""
4237,"VoodooDollTaunt","",[],[],[],1,0.055,0,[],""
4238,"MudBurrowerDaemonAcidGround","",[],"[4424,5553,349]","[1000,10,10000]",7,0.1,0.0175,[],""
4239,"MudBurrowerTailEmergeSlamTriggerGA","",[603],[],[],1,0.055,0,[],""
4240,"MudBurrowerTailEmergeSlamTriggerAcidGA","",[603],[3246],[100],1,0.055,0,[],""
4241,"MudBurrowerEpicBurrowTriggerGA","",[603],[2877],[50],1,0.055,0,[],""
4242,"DemonBurrowerEpicBurrow","","[11885,12824]",[],[],1,0.055,0,[],""
4243,"MudBurrowerEpicBurrowNoRetarget","","[11885,12824]",[],[],1,0.055,0,[],""
4244,"RustKingBossSummonSkeletonsGT","",[11885],[],[],1,0.055,0,[],""
4245,"RustKingSwordRainEAA","",[11885],[],[],1,0.055,0,[],""
4246,"RustKingSwordRainTriggerGS","","[603,11885]",[2615],[80],1,0.055,0,[],""
4247,"RustKingClawCascadeGTMedium","",[11885],[2615],[60],1,0.055,0,[],""
4248,"RustKingClawCascadeGTFar","",[11885],[2615],[60],1,0.055,0,[],""
4249,"RustKingComboGTNear","",[11885],[2615],[60],1,0.055,0,[],""
4250,"RustKingComboGTMedium","",[11885],[2615],[60],1,0.055,0,[],""
4251,"RustKingComboGTFar","",[11885],[2615],[60],1,0.055,0,[],""
4252,"RustKingComboGTExtended","",[11885],[2615],[60],1,0.055,0,[],""
4253,"RustKingHurricaneTriggerGS","","[603,11885,18659,18672]",[],[],7.5,0.1,0.0175,[],""
4254,"RustKingClawCascadeEAA","",[11885],[1193],[40],1,0.055,0,[],""
4255,"RustKingClawCascadeGA","","[603,11885]",[2615],[120],1,0.055,0,[],""
4256,"RustKingClawCascadeEDS","","[603,18672]",[],[],1,0.055,0,[],""
4257,"RustKingClawCascadeEDSMedium","","[603,18672]",[],[],1,0.055,0,[],""
4258,"RustKingClawCascadeEDSFar","","[603,18672]",[],[],1,0.055,0,[],""
4259,"RustKingComboEDSNear","","[603,18672,18659]",[],[],1,0.055,0,[],""
4260,"RustKingComboEDSMedium","","[603,18672,18659]",[],[],1,0.055,0,[],""
4261,"RustKingComboEDSFar","","[603,18672,18659]",[],[],1,0.055,0,[],""
4262,"RustKingComboEDSExtended","","[603,18672,18659]",[],[],1,0.055,0,[],""
4263,"RustKingHurricaneProjectile","","[488,4415,6480,4385,11885,18658]","[17546,2615]","[90,80]",1,0.055,0,[],""
4264,"RustKingHurricaneEAS","",[11885],[],[],1,0.055,0,[],""
4265,"BearerOfPenitenceSlam","",[603],[],[],0.8,0.1,0.0175,[],""
4266,"BearerOfPenitenceSlam2","",[603],[5553],[5],0.8,0.1,0.0175,[],""
4267,"BearerOfPenitenceSlam3","",[603],[5553],[10],0.8,0.1,0.0175,[],""
4268,"BearerOfPenitenceSlam4","",[603],[5553],[15],0.8,0.1,0.0175,[],""
4269,"BearerOfPenitenceSlam5","",[603],[5553],[20],0.8,0.1,0.0175,[],""
4270,"BearerOfPenitenceSlam6","",[603],[5553],[25],0.8,0.1,0.0175,[],""
4271,"BearerOfPenitenceSlam7","",[603],[5553],[30],0.8,0.1,0.0175,[],""
4272,"BearerOfPenitenceSlam8","",[603],[5553],[35],0.8,0.1,0.0175,[],""
4273,"UrchinCollectorDelayedBlast","",[603],[18257],[200],10,0.1,0.0175,[],""
4274,"SwollenMillerChargeNear","","[1808,2876,610,2569]","[171,461,452,16265]","[69,50,0,50]",0,0.055,0,[],""
4275,"SwollenMillerChargeMediumNear","","[1808,2876,610,2569]","[171,461,452,16265]","[69,50,25,50]",0,0.055,0,[],""
4276,"SwollenMillerChargeFar","","[1808,2876,610,2569]","[171,461,452,16265]","[69,50,50,50]",0,0.055,0,[],""
4277,"SwollenMillerEmptyActionEngage","","[6896,6897]",[],[],1,0.055,0,[],""
4278,"SwollenMillerMeleeCombo2","",[104],"[316,392,2615]","[6,50,50]",1,0.055,0,[],""
4279,"SwollenMillerMeleeSlap","",[],[2615],[80],1,0.055,0,[],""
4280,"SwollenMillerMeleeBackhand","",[],"[17546,2615]","[-3,80]",1,0.055,0,[],""
4281,"SwollenMillerMeleeTrampleCombo","","[603,9242,104]","[316,16265,392,10043,2615]","[15,50,50,100,20]",1,0.055,0,[],""
4282,"SwollenMillerSlam","",[603],"[1193,16265,2615]","[45,100,50]",1,0.055,0,[],""
4283,"SwollenMillerSlamTriggerGA","",[603],[2615],[70],1,0.055,0,[],""
4284,"SwollenMillerComboTriggerGA","","[603,18671]",[],[],1,0.055,0,[],""
4285,"SwollenMillerChargeFootstep","","[603,18671]",[],[],1,0.055,0,[],""
4286,"SwollenMillerChargeTrample","","[603,104,18671]",[17918],[100],1,0.055,0,[],""
4287,"SwollenMillerChargeEnd","","[603,18671]",[],[],1,0.055,0,[],""
4288,"SwollenMillerBodySlamTriggerGA","","[603,104,18671]","[392,10043]","[-25,30]",1,0.055,0,[],""
4289,"FungusZombieCausticOnDeathMedium","",[603],"[349,171,5553]","[4000,-15,-50]",9,0.1,0.0175,[],""
4290,"FungusZombieCausticOnDeathLarge","",[603],"[349,171,5553]","[4000,-15,-30]",9,0.1,0.0175,[],""
4291,"FungusZombieExplodeOnDeathMedium","",[603],[5553],[-40],5.5,0.22,0.013,[],""
4292,"FungusZombieExplodeOnDeathLarge","",[603],[5553],[-35],5.5,0.22,0.013,[],""
4293,"CGEFungusBehemothCentralGoop","","[603,1879]","[171,5553]","[-30,60]",16,0.1,0.0175,[],""
4294,"FungalMineCaustic","",[603],"[349,171,5553]","[4000,-15,-30]",8,0.1,0.0175,[],""
4295,"FungalMineExplode","",[603],[5553],[-30],3,0.1,0.0175,[],""
4296,"BloodBurstExplode","",[603],"[5553,4784,4783,3731]","[-30,1,2000,200]",3,0.1,0.0175,[],""
4297,"FungalCascade","",[],[645],[-50],1,0.055,0,[],""
4298,"FungalCascadeSpawn","",[],[],[],1,0.055,0,[],""
4299,"FungalArtilleryFungalGroundFromMortar","",[],"[349,171,5553]","[4000,-15,-60]",9,0.1,0.0175,[],""
4300,"HagEmptyActionCommand","",[],[],[],1,0.055,0,[],""
4301,"HagRaiseDeadAoE","",[],[645],[-60],1,0.055,0,[],""
4302,"HagBossDetonateDead","","[603,11885]","[349,2059,5553,19067]","[2000,2,-20,2000]",12.5,0.1,0.0175,[],""
4303,"HagBossIceSpear","","[488,4415,6480,11885]","[762,2615]","[1112,30]",4.25,0.1,0.0175,[],""
4304,"HagBossIceShard","","[488,4415,6698,6480,7898,11885]","[762,18425,2615]","[1006,13,70]",2.5,0.1,0.0175,[],""
4305,"HagBossIceSpearBarrage","",[],[],[],1,0.055,0,[],""
4306,"HagBossSummonWolves","","[2386,2387,11885]",[],[],1,0.055,0,[],""
4307,"UrchinLeapGeometryAttack","","[603,11885]",[1193],[22],1,0.055,0,[],""
4308,"RustKingMeleeClawSwipe","",[11885],[2615],[50],1,0.055,0,[],""
4309,"RustKingMeleeWeaponSlash","",[11885],[2615],[50],1,0.055,0,[],""
4310,"RustKingMeleeCombo","",[11885],"[316,2615]","[20,100]",1,0.055,0,[],""
4311,"RustKingMeleeComboTriggerGA","","[603,11885]",[],[],1,0.055,0,[],""
4312,"BitterGuySlam","",[603],"[1193,5553,2877,2615]","[10,25,50,60]",1,0.055,0,[],""
4313,"BitterGuySlamIntro","",[603],"[1193,5553,2877,2615]","[10,25,50,60]",1,0.055,0,[],""
4314,"BitterGuySlamBack","",[603],"[5553,2877,2615]","[25,50,60]",1,0.055,0,[],""
4315,"BitterGuyWifeSlam","",[603],[349],[2000],1,0.055,0,[],""
4316,"BitterGuySwipe","",[603],[],[],1,0.055,0,[],""
4317,"BitterGuySummonWife","","[2386,2423,854]","[2096,850,5825,2615]","[1,1004,150,60]",1,0.055,0,[],""
4318,"BitterGuySummonSwarm","","[2386,2423,854]","[2096,850,5825,2615]","[1,1007,150,80]",1,0.055,0,[],""
4319,"BitterGuyEmptyActionChildSummon","",[],[],[],1,0.055,0,[],""
4320,"BitterGuyChildSwim","",[],[],[],1,0.055,0,[],""
4321,"BitterGuyWifeSwim","",[],[],[],1,0.055,0,[],""
4322,"BitterGuyWifeSpiral","",[],[],[],1,0.055,0,[],""
4323,"BitterGuyWifeDamage","",[603],"[349,1066]","[2000,40]",10,0.1,0.0175,[],""
4324,"BitterGuyWifeDamage2","",[603],"[349,1066]","[2000,40]",3,0.1,0.0175,[],""
4325,"BitterGuyChildDamage","",[603],[349],[2000],2.25,0.1,0.0175,[],""
4326,"BitterGuyChildFirestormLeft","",[603],"[597,1781,5553,349,1066]","[100,-100,100,50,40]",6.1,0.1,0.0175,[],""
4327,"BitterGuyChildFirestormRight","",[603],"[597,1781,5553,349,1066]","[100,-100,100,50,40]",6.1,0.1,0.0175,[],""
4328,"BitterGuyStomp","",[603],[],[],1,0.055,0,[],""
4329,"FungalArtilleryMortar","","[603,488,4415,2231,18658,16268]","[2428,762,645]","[5,1120,-35]",3.8,0.1,0.0175,[],""
4330,"BitterGuyMelee","",[],[2615],[100],1,0.055,0,[],""
4331,"BitterGuySweepMelee","",[],"[1193,2615]","[12,80]",1,0.055,0,[],""
4332,"MudGolemSlam","",[603],"[5553,349,2877]","[20,2500,50]",1,0.055,0,[],""
4333,"MudGolemMaggotSummon","",[],"[2096,850]","[5,1003]",1,0.055,0,[],""
4334,"MudBurrowerMaggotSummon","","[2386,2387,2423]","[2096,850]","[4,1003]",1,0.055,0,[],""
4335,"HuhuGrubMaggotSummon","",[],"[2096,850,4596]","[7,1003,50]",1,0.055,0,[],""
4336,"HuhuGrubRangedStanceChange","",[],[],[],1,0.055,0,[],""
4337,"CrowbellMeleeSwipe","",[],[2615],[50],1,0.055,0,[],""
4338,"CrowbellMeleeSwipeEnraged","","[104,10079]","[316,10043,2615]","[5,100,80]",1,0.055,0,[],""
4339,"CrowbellMeleeSlash","",[],"[316,2615]","[5,50]",1,0.055,0,[],""
4340,"CrowbellMeleeSlashEnraged","","[104,10079]","[316,10043,2615]","[10,100,80]",1,0.055,0,[],""
4341,"CrowbellMeleeCombo","",[],[2615],[50],1,0.055,0,[],""
4342,"CrowbellMeleeComboEnraged","","[104,10079]","[316,10043]","[5,100]",1,0.055,0,[],""
4343,"CrowbellMeleeBellSwipe","",[],[2615],[50],1,0.055,0,[],""
4344,"CrowbellMeleeBellCombo","",[18659],[],[],1,0.055,0,[],""
4345,"CrowbellLeapSlam","","[603,18658]",[],[],0,0.055,0,[],""
4346,"CrowbellLeapSlamEnraged","",[603],[5553],[50],0,0.055,0,[],""
4347,"CrowbellLeapSlamTriggerGA","",[603],[2615],[100],1,0.055,0,[],""
4348,"CrowbellSlamWave","",[603],[],[],1,0.055,0,[],""
4349,"CrowbellDoubleSlamEAA","",[],[1193],[8],1,0.055,0,[],""
4350,"CrowbellDoubleSlamEAAEnraged","",[],[1193],[30],1,0.055,0,[],""
4351,"CrowbellSlamWaveEAA","",[],[1193],[15],1,0.055,0,[],""
4352,"CrowbellDoubleSlamTriggerGA1","",[603],[2615],[100],1,0.055,0,[],""
4353,"CrowbellDoubleSlamTriggerGA2","",[603],[2615],[200],1,0.055,0,[],""
4354,"CrowbellDoubleSlamTriggerGA1Enraged","",[603],[],[],1,0.055,0,[],""
4355,"CrowbellDoubleSlamTriggerGA2Enraged","",[603],[],[],1,0.055,0,[],""
4356,"CrowbellBellSlamEAA","",[],[1193],[10],1,0.055,0,[],""
4357,"CrowbellBellWhirlEAA","","[816,817,11885,4415,6698]","[17546,2615]","[25,50]",1,0.055,0,[],""
4358,"CrowbellUltimateGA","","[603,104,10079,18658]",[],[],1,0.055,0,[],""
4359,"CrowbellBellSlamTriggerGA1","","[603,18671]","[17918,2615]","[100,50]",1,0.055,0,[],""
4360,"CrowbellBellSlamTriggerGA2","","[603,18671]","[17918,2615]","[100,130]",1,0.055,0,[],""
4361,"CrowbellGrabBellEAS","","[6896,6897,6895]",[],[],1,0.055,0,[],""
4362,"CrowbellSmashGateEAS","","[6896,6897,6895]",[],[],1,0.055,0,[],""
4363,"CrowbellBellCharge","","[1808,610,2569,2876]","[171,452]","[45,30]",0,0.055,0,[],""
4364,"CrowbellBellChargeTriggerGA","","[603,104,10079,18658]",[2615],[60],1,0.055,0,[],""
4365,"DeathKnightSlamEAA","","[603,11885,18671]","[349,1878]","[3000,-20]",1,0.055,0,[],""
4366,"CourtesanMinionProjectile","","[603,488]",[762],[1007],1.5,0.1,0.0175,[],""
4367,"CourtesanBloodBurstBeam","",[],[],[],1,0.055,0,[],""
4368,"CourtesanBloodSpear","","[488,4385,4415,2876]",[],[],1.5,0.1,0.0175,[],""
4369,"CourtesanBloodSpear2","","[488,4385,4415,2876]",[],[],1.5,0.1,0.0175,[],""
4370,"CourtesanBloodSpear3","","[488,4385,4415,2876]",[],[],1.5,0.1,0.0175,[],""
4371,"CourtesanBloodSpearEmptyAction","",[],[],[],1,0.055,0,[],""
4372,"CourtesanBloodSpearAreaOfEffect","","[603,18671,488]",[2615],[-40],2.75,0.22,0.013,[],""
4373,"CourtesanTaunt","",[],[],[],1,0.055,0,[],""
4374,"BurdenedWretchSlam","","[603,11885,18671]","[316,1193]","[51,40]",1,0.055,0,[],""
4375,"BurdenedWretchSlamCloseRange","","[603,11885,104,18671]","[1193,392,10043]","[42,200,150]",1,0.055,0,[],""
