"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid"
2844,3705,"",6365,[15923],[21],[],"",[1],[15],"",[],"",[],[],[],[],"","",""
2845,3706,"","","[318,15923]",[4],[],"","[173,1]",[14],"",[],"",[],[],[],[],"","",""
2846,3708,"",6366,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2847,3709,"","",[346],[],"[6290,6346]","",[18],[37],"",[],"",[],[],[],[],"","",0
2848,3710,"","","[346,12031]",[],[6492],"","[6,53]",[37],"",[],"",[],[],[],[],"","",0
2849,3711,"","","[346,2673,3592,1300]",[],[6402],"","[13,23,20,18]",[37],"",[],"",[],[],[],[],"","",0
2850,3712,"",6367,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2851,3713,"",6368,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2852,3714,"",6369,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2853,3715,"",6370,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2854,3716,"",6371,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2855,3717,247,"",[1366],[23],[],"",[102],[13],"",[],"",[],[],[],[],"","",""
2856,3718,"",6372,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2857,3719,"",6373,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2858,3720,"",6374,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2859,3721,"",6375,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2860,3722,"",6376,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2861,3723,"",6377,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2862,3724,"",6378,[],"[7,56,6,9,10,11,12,32,15,16,17,14,57,13,8]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2863,3725,245,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
2864,3727,"","","[346,12031]",[],"[6234,6354]","","[3,57]",[37],"",[],"",[],[],[],[],"","",0
2865,3728,"","","[346,12031]",[],[6492],"","[7,55]",[37],"",[],"",[],[],[],[],"","",0
2866,3729,"",6379,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2867,3730,"",6380,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2868,3731,"",6381,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2869,3732,"",6382,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2870,3733,"",6383,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2871,3734,"",6384,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2872,3735,249,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
2873,3736,"","",[346],[],[6374],"",[4],[37],"",[],"",[],[],[],[],"","",0
2874,3737,"","","[346,9182,12031]",[],[6635],"","[2,95,33]",[37],"",[],"",[],[],[],[],"","",0
2875,3738,"",6385,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2876,3739,"",6386,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2877,3740,"",6387,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2878,3741,"",6388,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2879,3742,"",6389,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2880,3743,"",6390,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2881,3744,"",6391,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2882,3745,"",6392,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2883,3746,"",6393,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2884,3748,250,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
2885,3747,"",6394,[],"[7,56,9,10,11,12,15,16,17,14,57,13,32,6,8]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2886,3749,"",6395,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2887,3750,"","",[346],[],"[6426,6484]","",[13],[37],"",[],"",[],[],[],[],"","",0
2888,3751,"","",[346],[],[6629],"",[1],[37],"",[],"",[],[],[],[],"","",0
2889,3754,"","","[346,1300]",[],"[6236,6342]","","[5,3]",[37],"",[],"",[],[],[],[],"","",0
2890,3755,"","","[346,9182,16103,2673,3592]",[],"[6233,6852]","","[6,117,1,25,24]",[37],"",[],"",[],[],[],[],"","",0
2891,3756,"","","[346,1300,12031,2673]",[],[6329],"","[10,9,58,24]",[37],"",[],"",[],[],[],[],"","",0
2892,3757,"","",[346],[],[6148],"",[8],[37],"",[],"",[],[],[],[],"","",0
2893,3758,"","",[346],[],"[6215,6358]","",[9],[37],"",[],"",[],[],[],[],"","",0
2894,3759,"","","[346,1300,12031,2673]",[],"[6129,6338]","","[27,98,58,24]",[37],"",[],"",[],[],[],[],"","",0
2895,3760,"","",[346],[],"[6222,6351]","",[9],[37],"",[],"",[],[],[],[],"","",0
2896,3761,"","","[346,13913,12031]",[],[6662],"","[1,1,58]",[37],"",[],"",[],[],[],[],"","",0
2897,3762,"",6396,[],"[7,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2898,3763,"",6397,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2899,3764,"",6398,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
2900,3765,"","","[346,9182]",[],"[6322,6359]","","[18,96]",[37],"",[],"",[],[],[],[],"","",0
2901,3766,"",6399,[],"[7,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2902,3767,"",6400,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2903,3768,"","","[346,12031]",[],[6666],"","[1,59]",[37],"",[],"",[],[],[],[],"","",0
2904,3919,"",6401,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2905,3770,"",6402,[16572],[25],[],"",[1],[7],"",[],"",[],[],[],[],"","",""
2906,3771,"",6403,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
2907,3772,"",6404,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
2908,3773,"",6405,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
2909,3774,"",6408,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2910,3775,"",6406,"[16502,16677]",[24],[],"","[1,1]",[10],"",[],"",[],[],[],[],"","",""
2911,3776,"",6407,[16695],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
2912,3778,255,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
2913,3779,"",6409,[15553],[12],[],"",[100],"[1,4]","",[345],1,[],[],[],[],"","",""
2914,3780,252,6410,[15559],[22],[],"",[1],[11],"",[1225],1,[],[],[],[],"","",""
2915,3781,"",6412,[],[26],[],"",[],[4],"",[158],1,[],[],[],[],"","",""
2916,3782,"",6415,[],[],[],"",[],[36],"",[1004],1,[],[],[],[],"","",""
2917,3783,"",6413,[15558],[10],[],"",[1],"[1,4]","",[1148],1,[],[],[],[],"","",""
2918,3784,"","",[15556],[33],[5925],"",[5],"[26,27,28,29,30]","",[806],1,[],[],[],[],"","",""
2919,3786,"","",[15555],[33],[5936],"",[100],"[26,27,28,29,30]","",[1158],1,[],[],[],[],"","",""
2920,3785,"","",[15554],[21],[],"",[100],[24],"",[306],1,[],[],[],[],"","",""
2921,3787,"",6416,[],[4],[],"",[],[25],"",[],1,[],[],[],[],"","",""
2922,3788,"","",[16105],[0],[],"",[1],"[26,27,28,29,30]","",[],"",[],[],[],[],"","",""
2923,3789,"","",[16105],[1],[],"",[2],"[26,27,28,29,30]","",[],"",[],[],[],[],"","",""
2924,3790,"","",[16105],[2],[],"",[3],"[26,27,28,29,30]","",[],"",[],[],[],[],"","",""
2925,3791,"","",[16105],[33],[],"",[4],"[26,27,28,29,30]","",[],"",[],[],[],[],"","",""
2926,3792,"","","[346,9182]",[],[6650],"","[1,97]",[37],"",[],"",[],[],[],[],"","",0
2927,3794,"","",[16167],[],[6530],"",[2],[37],"",[],"",[],[],[],[],"","",0
2928,3795,"","",[16119],[],[6312],"",[1],[37],"",[],"",[],[],[],[],"","",0
2929,3796,"","","[346,1178]",[],[6482],"","[2,19]",[37],"",[],"",[],[],[],[],"","",0
2930,3797,"","","[346,1723,9182,12031]",[],"[6239,6848]","","[3,10,101,60]",[37],"",[],"",[],[],[],[],"","",0
2931,3798,"",6421,[16438],[26],[],"",[1],[4],"",[],"",[],[],[],[],"","",""
2932,3799,"",6417,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
2933,3800,256,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
2934,3802,"",6418,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2935,3804,"",6419,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
2936,3806,257,"",[16269],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]","",[],"",[],[],[],[],"","",""
2937,3807,"",6420,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2938,3811,"","",[318],[4],[],"",[174],[14],"",[],"",[],[],[],[],"","",""
2939,3813,"",6422,[16443],[21],[],"",[1],[15],"",[],"",[],[],[],[],"","",""
2940,3814,"",6423,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2941,3815,"",6424,[],[24],[],"",[],[9],"",[],"",[],[0],[],[],"","",""
2942,3816,"",6425,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
2943,3817,"",6426,[16959],[8],[],"",[1],"[1,4]","",[],"",[],[],[],[],"","",""
2944,3818,"","",[346],[],[6204],"",[4],[37],"",[],"",[],[],[],[],"","",0
2945,3819,"",6427,[16159],[23],[],"",[1],[12],"",[],"",[],[],[],[],"","",""
2946,3820,"",6428,[16159],[23],[],"",[11],[12],"",[],"",[],[],[],[],"","",""
2947,3821,"",6429,[16159],[23],[],"",[21],[12],"",[],"",[],[],[],[],"","",""
2948,3822,"",6430,[16159],[23],[],"",[31],[12],"",[],"",[],[],[],[],"","",""
2949,3823,"",6431,[16159],[23],[],"",[41],[12],"",[],"",[],[],[],[],"","",""
2950,3824,"",6432,"[16320,16311]",[25],[],"","[1,0]",[7],"",[],"",[],[],[],[],"","",""
2951,3825,"",6433,"[16320,16311]",[25],[],"","[1,11]",[7],"",[],"",[],[],[],[],"","",""
2952,3826,"",6434,"[16320,16311]",[25],[],"","[1,21]",[7],"",[],"",[],[],[],[],"","",""
2953,3827,"",6435,"[16320,16311]",[25],[],"","[1,31]",[7],"",[],"",[],[],[],[],"","",""
2954,3828,"",6436,[16310],[24],[],"",[0],[9],"",[],"",[],[],[],[],"","",""
2955,3829,"",6437,[16310],[24],[],"",[25],[9],"",[],"",[],[],[],[],"","",""
2956,3830,"",6438,[16310],[24],[],"",[35],[9],"",[],"",[],[],[],[],"","",""
2957,3831,"",6439,[16310],[24],[],"",[45],[9],"",[],"",[],[],[],[],"","",""
2958,3832,"",6440,[16310],[24],[],"",[15],[9],"",[],"",[],[],[],[],"","",""
2959,3833,"",6441,"[16321,16309]",[22],[],"","[1,1]",[11],"",[],"",[],[],[],[],"","",""
2960,3834,"",6442,"[16321,16309]",[22],[],"","[1,11]",[11],"",[],"",[],[],[],[],"","",""
2961,3835,"",6443,"[16321,16309]",[22],[],"","[1,21]",[11],"",[],"",[],[],[],[],"","",""
2962,3836,"",6444,"[16321,16309]",[22],[],"","[1,31]",[11],"",[],"",[],[],[],[],"","",""
2963,3837,"",6445,"[16321,16309]",[22],[],"","[1,41]",[11],"",[],"",[],[],[],[],"","",""
2964,3838,"",6446,[16310],[24],[],"",[0],[9],"",[],"",[],[],[],[],"","",""
2965,3839,"",6447,[16310],[24],[],"",[33],[9],"",[],"",[],[],[],[],"","",""
2966,3840,"",6448,[16310],[24],[],"",[10],[9],"",[],"",[],[],[],[],"","",""
2967,3841,258,"",[16380],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[10],"[2,5]","",[],"",[],[],[],[],"","",""
2968,3842,259,"",[16380],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[80],"[2,5]","",[],"",[],[],[],[],"","",""
2969,3843,260,"",[16380],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[30],"[2,5]","",[],"",[],[],[],[],"","",""
2970,3844,261,"",[16380],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[60],"[2,5]","",[],"",[],[],[],[],"","",""
2971,3845,"",6449,"[16164,16379]",[21],[],"","[1,10]",[15],"",[],"",[],[],[],[],"","",""
2972,3846,"",6450,"[16164,16379]",[21],[],"","[1,30]",[15],"",[],"",[],[],[],[],"","",""
2973,3847,"",6451,"[16164,16379]",[21],[],"","[1,35]",[15],"",[],"",[],[],[],[],"","",""
2974,3848,"",6452,"[16164,16379]",[21],[],"","[1,45]",[15],"",[],"",[],[],[],[],"","",""
2975,3849,"",6453,"[16405,16394]",[13],[],"","[0,1]",[1],"",[],"",[],[],[],[],"","",""
2976,3850,"",6454,"[16405,16394]",[13],[],"","[1,1]",[1],"",[],"",[],[],[],[],"","",""
2977,3851,"",6455,"[16405,16394]",[13],[],"","[3,1]",[1],"",[],"",[],[],[],[],"","",""
2978,3852,"",6456,"[16405,16394]",[13],[],"","[4,1]",[1],"",[],"",[],[],[],[],"","",""
2979,3853,"",6457,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2980,3854,"",6458,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2981,3855,"",6459,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2982,3856,"",6460,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2983,3857,"",6461,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2984,3858,"",6462,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
2985,3859,"",6463,[16435],[21],[],"",[1],[24],"",[],"",[],[],[],[],"","",""
2986,3860,"",6464,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
2987,3861,"",6465,"[16311,16357]",[25],[],"","[28,1]",[7],"",[],"",[],[],[],[],"","",""
2988,3862,"",6466,"[16311,16357]",[25],[],"","[95,1]",[7],"",[],"",[],[],[],[],"","",""
2989,3863,"",6467,"[16311,16357]",[25],[],"","[15,1]",[7],"",[],"",[],[],[],[],"","",""
2990,3864,"",6468,"[16311,16357]",[25],[],"","[5,1]",[7],"",[],"",[],[],[],[],"","",""
2991,3865,"",6469,[16359],[4],[],"",[1],[25],"",[],"",[],[],[],[],"","",""
2992,3866,"",6470,[16359],[4],[],"",[2],[25],"",[],"",[],[],[],[],"","",""
2993,3867,"",6471,[16359],[4],[],"",[3],[25],"",[],"",[],[],[],[],"","",""
2994,3868,"",6472,[16359],[4],[],"",[4],[25],"",[],"",[],[],[],[],"","",""
2995,3869,"",6473,[16370],[26],[],"",[3],[4],"",[],"",[],[],[],[],"","",""
2996,3870,"",6474,[16370],[26],[],"",[3],[4],"",[],"",[],[],[],[],"","",""
2997,3871,"",6475,[16370],[26],[],"",[3],[4],"",[],"",[],[],[],[],"","",""
2998,3872,"",6476,[16370],[26],[],"",[3],[4],"",[],"",[],[],[],[],"","",""
2999,3873,"",6481,[16128],"[14,57]",[],"",[1],[1],"",[],"",[],[1],[],[],"","",""
3000,3874,"","",[],[],[],"",[],[34],"",[],"",[],[],[],[],"","",""
3001,3875,"","",[],[],[],"",[],[34],"",[],"",[],[],[],[],"","",""
3002,3876,"","",[],[],[],"",[],[34],"",[],"",[],[],[],[],"","",""
3003,3877,"",6477,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3004,3878,"",6478,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3005,3879,"",6479,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3006,3880,"",6480,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3007,3881,"",6482,[16243],[56],[],"",[1],"[1,4]","",[873],1,[],[],[],[],"","",""
3008,3882,"",6483,[16363],[4],[],"",[1],[25],"",[1372],1,[],[],[],[],"","",""
3009,3883,"",6484,[16361],[],[],"",[1],[36],"",[642],1,[],[],[],[],"","",""
3010,3884,"",6485,"[16149,18175]",[25],[],"","[1,1]",[7],"",[1153],1,[],[],[],[],"","",""
3011,3885,"",6488,[],[21],[],"",[],[24],"",[1364],1,[],[],[],[],"","",""
3012,3886,"",6486,[16272],[24],[],"",[1],[9],"",[71],1,[],[],[],[],"","",""
3013,3887,"","",[16105],[33],[],"",[5],"[26,27,28,29,30]","",[392],1,[],[],[],[],"","",""
3014,3888,"",6487,[16266],[8],[],"",[1],"[1,4]","",[222],1,[],[],[],[],"","",""
3015,3889,"",6489,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3016,3890,"",6490,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
3017,3891,"",6491,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
3018,3892,"",6492,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3019,3893,"",6493,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
3020,3894,"",6494,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3021,3895,"",6495,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
3022,3896,"",6496,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
3023,3897,"",6497,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3024,3898,"",6498,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
3025,3910,253,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
3026,3912,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-62],[37],"",[],"",[],[],[],[],"","",0
3027,3913,254,"",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
3028,3920,"",6499,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
3029,3921,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-63,99]",[37],"",[],"",[],[],[],[],"","",0
3030,3922,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-64,99]",[37],"",[],"",[],[],[],[],"","",0
3031,3923,"","","[346,9182]",[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","","[-65,99]",[37],"",[],"",[],[],[],[],"","",0
3032,3924,"","",[16105],[33],[5929],"",[6],"[26,27,28,29,30]","",[],1,[],[],[],[],"","",""
3033,3925,"",6500,[16268],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
3034,3926,"",6501,[16269],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
3035,3927,"",6502,[16270],[21],[],"",[1],[24],"",[],"",[],[],[],[],"","",""
3036,3928,"",6503,[16271],[21],[],"",[1],[33],"",[],"",[],[],[],[],"","",""
3037,3929,"",6504,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
3038,3930,262,"",[16273],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32]",[],"",[1],"[2,5]",1,[],"",[],[],[],[],"","",""
3039,3931,"","","[346,14644,14645,9313,1300]",[],[6187],"","[5,3,2,1,2]",[37],"",[],"",[],[],[],[],"","",0
3040,3932,"","","[3592,1178,2673,12031]",[],[6268],"","[22,20,26,61]",[37],"",[],"",[],[],[],[],"","",0
3041,3933,"",6520,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
3042,3953,"",6521,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
3043,3934,"",6505,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3044,3935,"",6506,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
3045,3936,"",6507,[16573],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
3046,3937,"",6508,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
3047,3938,"","","[1366,16703]",[23],[],"","[105,1]",[13],"",[],"",[],[],[],[],"","",""
3048,3940,"",6509,[16697],[4],[],"",[1],[25],"",[],"",[],[],[],[],"","",""
3049,3941,"","",[16105],[1],[],"",[7],"[26,27,28,29,30]","",[],1,[],[],[],[],"","",""
3050,3942,"",6510,[16565],[24],[],"",[1],[10],"",[],"",[],[],[],[],"","",""
3051,3943,"",6511,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
3052,3944,"",6512,[16678],[26],[],"",[1],[4],"",[],"",[],[],[],[],"","",""
3053,3899,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-66],[37],"",[],"",[],[],[],[],"","",0
3054,3900,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-67],[37],"",[],"",[],[],[],[],"","",0
3055,3901,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-68],[37],"",[],"",[],[],[],[],"","",0
3056,3902,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-69],[37],"",[],"",[],[],[],[],"","",0
3057,3903,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-70],[37],"",[],"",[],[],[],[],"","",0
3058,3904,"","","[346,1300,16464]",[],"[6236,6342]","","[6,4,1]",[37],"",[],"",[],[],[],[],"","",0
3059,3905,"","","[346,17052]",[],[6614],"","[2,1]",[37],"",[],"",[],[],[],[],"","",0
3060,3951,"",6513,[16724],[21],[],"",[1],[24],"",[1000],1,[],[],[],[],"","",""
3061,3952,"",6514,"[16815,16751,16691,16936]",[24],[],"","[1,1,1,1]",[9],"","[1031,1032]",1,[],[],[],[],"","",""
3062,3954,"",6515,[16551],[10],[],"",[1],"[1,4]","",[798],1,[],[],[],[],"","",""
3063,3955,"",6516,"[16499,16498]",[56],[],"","[1,1]","[1,4]","","[1206,1207]",1,[],[],[],[],"","",""
3064,3956,"","",[16548],[],[6883],"",[1],[36],"",[1185],"",[],[],[],[],"","",""
3065,3957,"","",[16546],[],[6883],"",[1],[36],"",[1183],"",[],[],[],[],"","",""
3066,3958,"","",[16544],[],[6883],"",[1],[36],"",[1184],"",[],[],[],[],"","",""
3067,3959,"","",[16547],[],[6883],"",[1],[36],"",[1186],"",[],[],[],[],"","",""
3068,3960,"","","[16545,16549]",[],[6883],"","[1,1]",[36],"",[1187],"",[],[],[],[],"","",""
3069,3961,"",6517,[16516],[23],[],"",[1],[12],"",[1327],1,[],[],[],[],"","",""
3070,3962,"",6518,[16688],[22],[],"",[1],[11],"",[1362],1,[],[],[],[],"","",""
3071,3963,"",6519,[16503],[26],[],"",[1],[4],"",[990],1,[],[],[],[],"","",""
3072,3964,"",6522,"[16825,16751]",[25],[],"","[1,1]",[7],"",[],"",[],[],[],[],"","",""
3073,3965,"",6523,"[16824,16751]",[25],[],"","[1,1]",[7],"",[],"",[],[],[],[],"","",""
3074,3966,"",6524,"[16823,16751]",[25],[],"","[1,1]",[7],"",[],"",[],[],[],[],"","",""
3075,3967,"",6525,[16442],[4],[],"",[1],[25],"",[],"",[],[],[],[],"","",""
3076,3968,"",6526,[16442],[4],[],"",[2],[25],"",[],"",[],[],[],[],"","",""
3077,3969,"",6527,[16442],[4],[],"",[3],[25],"",[],"",[],[],[],[],"","",""
3078,3970,"",6528,[16442],[4],[],"",[4],[25],"",[],"",[],[],[],[],"","",""
3079,3971,"",6529,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3080,3972,"",6530,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3081,3973,"",6531,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3082,3974,"",6532,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
3083,3975,"",6533,[16561],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
3084,3976,"",6534,[16744],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
3085,3977,"",6535,[16740],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
3086,3978,"",6536,[16742],[5],[],"",[1],"[31,32]","",[],"",[],[],[],[],"","",""
3087,3979,266,"","[16747,16751]","[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"","[1,1]","[2,5]","",[],"",[],[],[],[],"","",""
3088,3980,267,"","[16748,16751]","[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"","[1,1]","[2,5]","",[],"",[],[],[],[],"","",""
3089,3981,268,"","[16749,16751]","[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"","[1,1]","[2,5]","",[],"",[],[],[],[],"","",""
3090,3982,269,"","[16750,16751]","[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"","[1,1]","[2,5]","",[],"",[],[],[],[],"","",""
3091,3983,"","","[346,12031]",[],[6658],"","[1,34]",[37],"",[],"",[],[],[],[],"","",0
3092,3984,"",6537,[16558],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
3093,3985,"",6538,[16796],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
3094,3986,"",6539,[16797],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
3095,3987,"",6540,[16798],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
3096,3988,"",6541,[16799],[22],[],"",[1],[11],"",[],"",[],[],[],[],"","",""
3097,3989,"",6542,[16883],[23],[],"",[5],[12],"",[],"",[],[],[],[],"","",""
