"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool","[rid]"
786,"ManaRecoupPerCastTime","",[21596],12,[],[],2,1,[],0,[],1,[],1,[]
787,"EvasionIncreasePerAttackTime","",[21604],12,[2863],[],2,1,[],0,[],1,[],1,[]
788,"ArmourIncreasePerAttackTime","",[21602],12,[2863],[],2,1,[],0,[],1,[],1,[]
789,"SparkMinTimeBetweenTargetClearing","",[21638],12,[],[],14,1,[],0,[],1,[],1,[]
790,"SandstormSwipeHitInterval","",[21699],12,[],[],2,1,[],0,[],1,[],1,[]
791,"SandstormSwipeWindstormDamage","",[18849],12,[],[],1,1,[],0,[],1,[],1,[]
792,"TwisterElementalDamage","",[21943],12,[],[],1,1,[],0,[],1,[],1,[]
793,"CannotFullyFillStunThreshold","",[21490],12,[],[],1,1,[],0,[],1,[],1,[]
794,"DoubleChargeBenefits","",[21629],12,[],[],14,1,[],0,[],1,[],1,[]
795,"CurseDurationFromChargeConsumption","",[21213],12,[2437],[],14,1,[],0,[],1,[],1,[]
796,"HazardRearmChance","",[21716],12,[],[],14,1,[],0,[],1,[],1,[]
797,"GainVolatilityIfEmpowered","",[21861],12,[],[],14,1,[],0,[],1,[],1,[]
798,"ExplosiveSpearLimit","",[21310],12,[],[],2,1,[],0,[],1,[],1,[]
799,"ExplosiveSpearProjectileLimit","",[22348],12,[],[],2,1,[],0,[],1,[],1,[]
800,"StormLanceLimit","",[21442],12,[],[],2,1,[],0,[],1,[],1,[]
801,"BloodhoundsMarkBuildupMultiplier","",[21999],12,[],[],14,1,[],0,[],1,[],1,[]
802,"BloodhoundsMarkThreshold","",[21738],12,[],[],14,1,[],0,[],1,[],1,[]
803,"BloodhoundsMarkDamage","",[21737],12,[],[],1,1,[],0,[],1,[],1,[]
804,"BloodhoundsMarkArea","",[21739],12,[],[],4,1,[],0,[],1,[],1,[]
805,"RapidAssaultAdditionalSpearhead","",[22035],12,[],[],1,1,[],0,[],1,[],1,[]
806,"UnsteadyTempoFirstStrike","",[21358],12,[],[],1,1,[],0,[],1,[],1,[]
807,"UnsteadyTempoSecondStrike","",[21359],12,[],[],1,1,[],0,[],1,[],1,[]
808,"UnsteadyTempoThirdStrike","",[21360],12,[],[],1,1,[],0,[],1,[],1,[]
809,"SyzygyIntimidate","",[21261],12,[],[],1,1,[],0,[],1,[],1,[]
810,"SyzygyPrimeForStun","",[21262],12,[],[],1,1,[],0,[],1,[],1,[]
811,"SuffuseGroundSurfaceGrowth","","[20832,20833]",12,[],[],14,1,[],0,[],1,[],1,[]
812,"SupportAncestralCallFrequency","",[21352],12,[],[],2,1,[],0,[],1,[],1,[]
813,"SupportAncestralAidConditional","",[21375],12,[],[],2,1,[],0,[],1,[],1,[]
814,"OverchargeShockReflect","[Shock|Shocks] caused are reflected to you",[1803],4,[],"[1323,2698]",1,1,[],0,[],1,[],1,[]
815,"StormLanceHitFrequency","",[21443],12,[],[],2,1,[],0,[],1,[],1,[]
816,"StormLanceDetonatedBeamCount","",[21863],12,[],[],2,1,[],0,[],1,[],1,[]
817,"VineArrowPodLimit","",[22196],12,[],[],2,1,[],0,[],1,[],1,[]
818,"FireResistWithUncapped","","[299,2034,137]",12,[],[],32,"",[],2,[],"",[],"",[]
819,"ColdResistWithUncapped","","[298,2035,139]",12,[],[],32,"",[],2,[],"",[],"",[]
820,"LightningResistWithUncapped","","[300,2036,141]",12,[],[],32,"",[],2,[],"",[],"",[]
821,"ChaosResistWithUncapped","","[301,2037,143]",12,[],[],32,"",[],2,[],"",[],"",[]
822,"PunchThroughSupport","",[21470],12,[],[],14,1,[],0,[],1,[],1,[]
823,"InfusionDamageGain","",[21759],12,[],[],1,1,[],0,[],1,[],1,[]
824,"PoisonCloudLimit","",[22233],12,[],[],2,1,[],0,[],1,[],1,[]
825,"TwisterMinTimeBetweenTargetClearing","",[21741],12,[],[],14,1,[],0,[],1,[],1,[]
826,"SkillDetonationTime","",[22305],12,[],[],4,1,[],0,[],1,[],1,[]
827,"ParryProjectileDistance","",[22169],12,[],[21965],4,1,[],0,[],1,[],1,[]
828,"ParryBuffMagnitudeAttack","",[21473],12,[],[],13,1,[],0,[],1,[],1,[]
829,"ParryBuffMagnitudeSpell","",[21474],12,[],[],13,1,[],0,[],1,[],1,[]
830,"SpearfieldMaximum","",[13631],12,[],[],2,1,[],0,[],1,[],1,[]
831,"SpearfieldDelayedDamage","",[22464],12,[],[],4,1,[],0,[],1,[],1,[]
832,"LightningSpearChargeSplits","",[22313],12,[],[],3,1,[],0,[],1,[],1,[]
833,"LightningSpearChargeDamage","",[22310],12,[],[1196],1,1,[],0,[],1,[],1,[]
834,"SupportingFireVolleyCount","",[22171],12,[],[],3,1,[],0,[],1,[],1,[]
835,"SupportingFireVolleyDelay","",[22209],12,[],[],3,1,[],0,[],1,[],1,[]
836,"MH_ManaLeech_Chaos","Main Hand Mana Leech from Chaos Attacks",[22446],1,[7242],"[424,1633,20351]",8,1,[14],0,"[265,266]",1,[],1,[]
837,"OH_ManaLeech_Chaos","Off Hand Mana Leech from Chaos Attacks",[22447],1,[7243],"[424,1633,20351]",8,1,[14],0,"[267,268]",1,[],1,[]
838,"MH_ManaLeech_Fire","Main Hand Mana Leech from Fire Attacks",[22431],1,[7242],"[424,1633,20351]",8,1,[14],0,"[257,258]",1,[],1,[]
839,"OH_ManaLeech_Fire","Off Hand Mana Leech from Fire Attacks",[22432],1,[7243],"[424,1633,20351]",8,1,[14],0,"[259,260]",1,[],1,[]
840,"MH_ManaLeech_Lightning","Main Hand Mana Leech from Lightning Attacks",[22441],1,[7242],"[424,1633,20351]",8,1,[14],0,"[261,262]",1,[],1,[]
841,"OH_ManaLeech_Lightning","Off Hand Mana Leech from Lightning Attacks",[22442],1,[7243],"[424,1633,20351]",8,1,[14],0,"[263,264]",1,[],1,[]
842,"MH_ManaLeech_Cold","Main Hand Mana Leech from Cold Attacks",[22436],1,[7242],"[424,1633,20351]",8,1,[14],0,"[253,254]",1,[],1,[]
843,"OH_ManaLeech_Cold","Off Hand Mana Leech from Cold Attacks",[22437],1,[7243],"[424,1633,20351]",8,1,[14],0,"[255,256]",1,[],1,[]
844,"ShockedGroundEffectDuration","",[22400],12,[],[],4,1,[],0,[],1,[],1,[]
845,"ChilledGroundEffectDuration","",[22401],12,[],[],4,1,[],0,[],1,[],1,[]
846,"IgnitedGroundEffectDuration","",[22402],12,[],[],4,1,[],0,[],1,[],1,[]
847,"SecondaryShockedGroundEffectDuration","",[22403],12,[],[],4,1,[],0,[],1,[],1,[]
848,"SecondaryChilledGroundEffectDuration","",[22404],12,[],[],4,1,[],0,[],1,[],1,[]
849,"SecondaryIgnitedGroundEffectDuration","",[22405],12,[],[],4,1,[],0,[],1,[],1,[]
850,"ElementalSunderingMaximum","",[22463],12,[],[],4,1,[],0,[],1,[],1,[]
851,"FrostWallLength","",[499],12,[],[],4,1,[],0,[],1,[],1,[]
852,"ArmourBreakVsParried","",[22487],12,[],[19829],1,1,[],0,[],1,[],1,[]
853,"ToxicGrowthLimit","",[22481],12,[],[],2,1,[],0,[],1,[],1,[]
