"rownum","Id","bool","bool","i32","i32","i32","i32","bool","rid","i32","i32","bool","i32","i32","[i32]","bool","i32","bool"
631,"ClusterGrenade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
632,"ThroneIdle",1,"",-16843010,-16843010,-16843010,-16843010,"","",633,0,"",634,0,[],"",6,""
633,"ThroneSitDown","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
634,"ThroneGetUp","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
635,"ExplosiveConcoction","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
636,"FulminatingConcoction","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
637,"ShatteringConcoction","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
638,"PoisonousConcoction","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
639,"BleedingConcoction","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
640,"ThrowFlaskAimUpMainHand","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
641,"ThrowFlaskAimUpOffHand","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
642,"ThrowFlaskAimDownMainHand","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
643,"ThrowFlaskAimDownOffHand","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
644,"InteractSanctumHonourShrine","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
645,"BoatIdle",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
646,"PersistentIdleFemale",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
647,"PersistentIdleDemonSkill",1,"",646,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
648,"PersistentIdleDemonEmerge",1,"",646,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
649,"GatheringStorm",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",650,0,[651],"",6,""
650,"GatheringStormEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
651,"GatheringStormPerfectEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
652,"ShockwaveTotem","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[653],"",6,""
653,"ShockwaveTotemFOW","","",652,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
654,"FixedRunLayerBaseChannelBuff",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,1
655,"Ascend",1,"",83,0,-16843010,-16843010,"","",-16843010,-16843010,1,656,0,[],"",6,""
656,"AscendEnd","","",106,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
657,"DeliriumBossFireStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
658,"DeliriumBossFireLoop",1,"",-16843010,-16843010,-16843010,-16843010,"","",657,0,"",659,0,[],"",6,""
659,"DeliriumBossFireEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
660,"DeliriumBossLightningStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
661,"DeliriumBossLightningLoop",1,"",-16843010,-16843010,-16843010,-16843010,"","",660,0,"",662,0,[],"",6,""
662,"DeliriumBossLightningEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
663,"JadeArmour","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[664],"",6,""
664,"JadeArmourEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
665,"InteractUltimatumPlaceSoulCore","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
666,"TeleportStationary","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
667,"TeleportBackStationary","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
668,"Cataclysm","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
669,"CataclysmLoop",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
670,"IntroZombieStab","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
671,"IdleLayerBaseStaticChannelBuff",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,""
672,"SanctumDeath",1,"",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
673,"FloatIdleLayer",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
674,"FloatHeightLayer",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
675,"FloatDodgeRoll","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
676,"FloatDodgeRollBack","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
677,"ShapeshiftWyvernToHuman","","",0,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
678,"WyvernMaul","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[679],"",6,""
679,"ShapeshiftWyvernMaul","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
680,"HeadHuntHeartStab","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[684,0]","",6,""
681,"HeadHuntSelfStabMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
682,"EngageStationary","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
683,"SpearDischarge","","",392,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
684,"HeadHuntSelfStabStationary","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
685,"WindstormLance","","",392,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
686,"PrimalStrikes","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
687,"FrostWhirl","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
688,"SerpentSpear","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[689],"",6,""
689,"SerpentSpearMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
690,"Rake","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[691,0]","",6,""
691,"RakeShortDash","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
692,"RakeStationary","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
693,"SpearWindVortexMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
694,"ParryChannel",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,1,-16843010,-16843010,[],"",6,""
695,"ParryEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
696,"PerfectParryEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
697,"OverchargedSpear","","",499,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
698,"HuntersMark","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[699],"",6,""
699,"HuntersMarkFlipped","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
700,"TameBeast","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
701,"SolarisSpear","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
702,"ExtractElements","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
703,"BlazingLance","","",392,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
704,"SpearStanceSwitch","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
705,"MeleeCombo","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
706,"MeleeFire","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
707,"MeleeFireCombo","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
708,"MeleeCold","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
709,"MeleeColdCombo","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
710,"MeleeLightning","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
711,"MeleeLightningCombo","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
712,"MeleeChaos","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
713,"MeleeChaosCombo","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
714,"InfusingStrike","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[715],"",6,""
715,"InfusingStrikeMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
716,"Haunt","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
717,"BasicSpearThrow","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
718,"InteractHandCut","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
719,"SpectreDeath","","",222,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
720,"SpectreSurplusDeath","","",5,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
721,"ChannelImbueWeapon",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",722,0,[],"",6,""
722,"ChannelImbueWeaponEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
723,"FixedIdleLayerBaseMountedAlt",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,1
724,"Convalescence","","",529,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
725,"Firebolt","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
726,"ConsumePet","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
727,"FrenziedLunge","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[728],"",6,""
728,"FrenziedLungeMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
