"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName (English)","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription (English)","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
1808,"scorched_battle_pass_legacy_of_fury","Art/2DArt/BuffIcons/ScorchedBuff.dds","[""Metadata/Effects/Microtransactions/Misc/uniques/LegacyOfFury/ignited.epk""]","[""Metadata/Effects/Microtransactions/Misc/uniques/LegacyOfFury/ignited.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1809,"sunprism_phase","Art/2DArt/BuffIcons/Phasing.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/sunprism.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1810,"myrmidon_fortify","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/myrmidon.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1811,"madcap_arcane_surge","Art/2DArt/BuffIcons/ArcaneSurge.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/madcap.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1812,"void_emperor_onslaught","Art/2DArt/BuffIcons/Onslaught.dds","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/voidemperor.epk""]","[""Metadata/Effects/Microtransactions/Rings/alter_buffs/voidemperor.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1813,"energy_release_shock_pause","","[""Metadata/Effects/Spells/shock_lightningbolt/EPKs/shocked_Locked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1814,"energy_release_hit_visual","","[""Metadata/Effects/Spells/shock_lightningbolt/EPKs/lightningBolt_Hit.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1815,"flask_effect_ichor_mana_mtx","","[""Metadata/Effects/misc/flask_effects/ichor_mana/char_burst.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1816,"galvanic_field_bonus","Art/2DArt/SkillIcons/GalvanicField.dds","[""Metadata/Effects/Spells/shock_plasmacharge/EPKs/playerBuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1817,"galvanic_field_its_orbin_time","","[""Metadata/Effects/Spells/shock_plasmacharge/EPKs/plasmaShock.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1818,"black_tar_poison_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/tar_poison.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/tar_poison.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1819,"demonic_ignite_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/ignite.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/ignite_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1820,"crystalline_freeze_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/frozen_ice_skin_start.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/frozen_ice_skin_start_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1821,"void_shock_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_small.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_large.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_small_aura.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_aura.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/voidsap_skin_large_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1822,"voodoo_bleed_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/big_blood_skin.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/blood_skin.epk"",""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/big_blood_skin.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1823,"crystalline_chill_alternate_ailment","","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/ice_skin_start.epk""]","[""Metadata/Effects/Microtransactions/gloves/AlternateAilment/epk/ice_skin_start_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1824,"alternating_buff_trickster_heartstopper_hit_damage","Art/2DArt/SkillIcons/passives/Trickster/ImmuneToDoT.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[109],"",""
1825,"alternating_buff_trickster_heartstopper_dot_damage","Art/2DArt/SkillIcons/passives/Trickster/ImmuneToDoT2.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[110],"",""
1826,"trickser_one_step_ahead_action_speed_maximum","Art/2DArt/SkillIcons/passives/Trickster/OneStepAheadTrickster.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1827,"shrine_brineking","Art/2DArt/BuffIcons/ShrineBrineKing.dds",[],[],[65],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[105],"",""
1828,"shrine_lunaris","Art/2DArt/BuffIcons/ShrineLunaris.dds",[],[],[65],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[106],"",""
1829,"shrine_solaris","Art/2DArt/BuffIcons/ShrineSolaris.dds",[],[],[65],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[107],"",""
1830,"shrine_arakaali","Art/2DArt/BuffIcons/ShrineArakali.dds",[],[],[65],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[108],"",""
1831,"flask_effect_raincaller_mtx","","[""Metadata/Effects/Microtransactions/Flasks/raincaller/raincaller.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1832,"flask_effect_raincaller_blood_mtx","","[""Metadata/Effects/Microtransactions/Flasks/raincaller/raincaller_blood.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1833,"flask_effect_raincaller_verdant_mtx","","[""Metadata/Effects/Microtransactions/Flasks/raincaller/raincaller_magic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1834,"endurance_charge_predator_farruls_fur","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[111],"",""
1835,"power_charge_predator_farruls_fur","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[112],"",""
1836,"frenzy_charge_predator_farruls_fur","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[113],"",""
1837,"torment_touched_player","Art/2DArt/BuffIcons/TormentedSpiritTouched.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1838,"curse_sunprism_alchemists_mark","Art/2DArt/SkillIcons/AlchemistsMark.dds","[""Metadata/Effects/Microtransactions/Spells/alchemists_mark/sunprism/mark_alchemy_sunprism.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[114],"",""
1839,"player_is_harbinger","","[""Metadata/Monsters/LeagueAvatars/harbinger_cfx/harbinger_cfx.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1840,"ambus_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1841,"kalandra_duplicate_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Lake/buff/buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1842,"galvanic_field_bonus_celestial","Art/2DArt/SkillIcons/GalvanicField.dds","[""Metadata/Effects/Microtransactions/Spells/shock_plasmacharge/Celestial/EPKs/playerBuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1843,"galvanic_field_its_orbin_time_celestial","","[""Metadata/Effects/Microtransactions/Spells/shock_plasmacharge/Celestial/EPKs/plasmaShock.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1844,"energy_release_shock_pause_automaton","","[""Metadata/Effects/Microtransactions/Spells/shock_lightningbolt/Automaton/EPKs/shocked_Locked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1845,"energy_release_hit_visual_automaton","","[""Metadata/Effects/Microtransactions/Spells/shock_lightningbolt/Automaton/EPKs/lightningBolt_Hit.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1846,"energy_release_shock_pause_celestial","","[""Metadata/Effects/Microtransactions/Spells/shock_lightningbolt/Celestial/EPKs/shocked_Locked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1847,"energy_release_hit_visual_celestial","","[""Metadata/Effects/Microtransactions/Spells/shock_lightningbolt/Celestial/EPKs/lightningBolt_Hit.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1848,"galvanic_field_bonus_automaton","Art/2DArt/SkillIcons/GalvanicField.dds","[""Metadata/Effects/Microtransactions/Spells/shock_plasmacharge/Automaton/EPKs/playerBuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1849,"galvanic_field_its_orbin_time_automaton","","[""Metadata/Effects/Microtransactions/Spells/shock_plasmacharge/Automaton/EPKs/plasmaShock.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1850,"illusionist_cobra_lash_poison","Art/2DArt/SkillIcons/iconpoisoned.dds","[""Metadata/Effects/Microtransactions/Spells/cobra_lash/illusionist/poisoned.epk"",""Metadata/Effects/Microtransactions/Spells/cobra_lash/illusionist/poisoned.epk"",""Metadata/Effects/Microtransactions/Spells/cobra_lash/illusionist/poisoned_mid.epk"",""Metadata/Effects/Microtransactions/Spells/cobra_lash/illusionist/poisoned_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1851,"righteous_fire_transcendence","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/ri_fire/transcendence/player_bot.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1852,"righteous_fire_aura_transcendence","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/Transcendence_Ignite.epk""]","[""Metadata/Effects/Microtransactions/Spells/ri_fire/transcendence/player_hands.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1853,"righteous_fire_aura_transcendence_no_hands","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/Transcendence_Ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1854,"ignited_sunprism","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/alchemists_mark/sunprism/ignite_sunprism.epk""]","[""Metadata/Effects/Microtransactions/Spells/alchemists_mark/sunprism/ignite_sunprism.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1855,"vaal_lightning_strike_debuff_voidemperor","","[""Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/VaalEPK.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1856,"poisonous_concoction_attached_visual_buff_alchemist","","[""Metadata/Effects/Microtransactions/Spells/poisonous_concoction/alchemist/flask_belt_acid.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1857,"void_emperor_lightning_strike_shock","","[""Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/voidemperor_shocked.epk""]","[""Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/voidemperor_shocked.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1858,"automaton_lightning_tendrils_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/lightning_tendrils/automaton/shock_automaton.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1859,"poison_sunprism","Art/2DArt/SkillIcons/iconpoisoned.dds","[""Metadata/Effects/Microtransactions/Spells/alchemists_mark/sunprism/poisoned_sunprism.epk""]","[""Metadata/Effects/Microtransactions/Spells/alchemists_mark/sunprism/poisoned_sunprism.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1860,"alchemist_poison","Art/2DArt/SkillIcons/iconpoisoned.dds","[""Metadata/Effects/Microtransactions/Spells/poisonous_concoction/alchemist/poisoned_alchemist.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1861,"oblivion_poison","","[""Metadata/Effects/Microtransactions/Spells/caustic_arrow/oblivion/poisoned_oblivon.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1862,"starfall_blood_scythe_degen","Art/2DArt/SkillIcons/Bloodreap.dds","[""Metadata/Effects/Microtransactions/Spells/blood_scythe/star_fall/debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1863,"starfall_blood_scythe_charge","Art/2DArt/SkillIcons/Bloodreap.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[115],"",""
1864,"mtx_polymorphed","Art/2DArt/BuffIcons/CatBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1865,"sanctum_fire_beam","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1866,"sanctum_vortex_degen","Art/2DArt/BuffIcons/VoranaStorm.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1867,"flask_effect_rhoa_stampede","","[""Metadata/Effects/Microtransactions/Flasks/rhoa_stampede_quicksilver/player_fx.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1868,"mtx_high_templar_weapon_effect_undead_ash","","[""Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/enm_death_ash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1869,"endurance_charge_flame_charged_helmet","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[116],"",""
1870,"power_charge_flame_charged_helmet","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[117],"",""
1871,"frenzy_charge_flame_charged_helmet","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[118],"",""
1872,"ancestral_protector_self_buff","Art/2DArt/SkillIcons/AncestorTotemSkill.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1873,"ancestral_warchief_self_buff","Art/2DArt/SkillIcons/SlamAncestorTotem.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1874,"earthbreaker_support_self_buff","Art/2DArt/SkillIcons/SlashAncestorTotem.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1875,"mtx_blood_boil_sword_health_bar","","[""Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/monster_boil.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1876,"mtx_shielded_flask_topaz","","[""Metadata/Effects/Microtransactions/Spells/ElementalResistance/epk/lightn_shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1877,"mtx_shielded_flask_sapphire","","[""Metadata/Effects/Microtransactions/Spells/ElementalResistance/epk/cold_shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1878,"mtx_shielded_flask_ruby","","[""Metadata/Effects/Microtransactions/Spells/ElementalResistance/epk/fire_shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1879,"mtx_shielded_flask_amethyst","","[""Metadata/Effects/Microtransactions/Spells/ElementalResistance/epk/chaos_shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1880,"mtx_olroths_resolve_shield","","[""Metadata/Items/Flasks/OlrothsResolve/epk/shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1881,"mtx_voidforge_shock_alternate_ailment","","[""Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge_Starforge_AtlasPassFour/epk/voidforge_shock.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1882,"mtx_starforge_shock_alternate_ailment","","[""Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge_Starforge_AtlasPassFour/epk/starforge_shock.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1883,"sanctum_lycia_ground","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/ignited_kitava.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1884,"sanctum_assassins_blade","Art/2DArt/BuffIcons/BoonBuffAssassinsBlade.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1885,"sanctum_silver_descry","Art/2DArt/BuffIcons/BoonBuffSilverDescry.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1886,"vaal_snapping_adder","Art/2DArt/SkillIcons/SnappingAdder.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1887,"vaal_charged_attack","Art/2DArt/SkillIcons/ChargedAttack.dds","[""Metadata/Effects/Spells/vaal_skills/blade_flurry/original/epks/player_shadow.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1888,"vaal_charged_attack_gloom","Art/2DArt/SkillIcons/ChargedAttack.dds","[""Metadata/Effects/Spells/vaal_skills/blade_flurry/gloom/epks/player_shadow.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1889,"vaal_charged_attack_demonic","Art/2DArt/SkillIcons/ChargedAttack.dds","[""Metadata/Effects/Spells/vaal_skills/blade_flurry/demonic/epks/player_shadow.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1890,"vaal_smite_aura","Art/2DArt/SkillIcons/Smite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/smite/smite_lightning_aura.epk""]",[],"","Vaal Smite Aura","Aura de Châtiment vaal","Vaal-Zerschmettern-Aura","ヴァールスマイトオーラ","바알 징벌의 오라","Aura do Castigo Vaal","Аура Кары ваал","Aura de Aniquilación vaal","ออร่าวาล์ เฆี่ยนตี","瓦爾．雷鳴重擊","","","Grants additional Lightning Damage and chance to Shock, and Smite hits additional targets with lightning","Octroie des Dégâts de foudre supplémentaires ainsi que des Chances d'Électrocuter, et Châtiment touche des cibles supplémentaires avec de la foudre","Gewährt zusätzlichen Blitzschaden und Chance auf Schock, und 'Zerschmettern' trifft zusätzliche Ziele mit Blitz","追加の雷ダメージおよび感電付与確率を付与し、スマイトのヒットが追加の対象に稲妻を落とす","추가 번개 피해 및 감전 확률을 부여하며, 징벌이 번개로 추가 대상을 명중합니다.","Concede Dano de Raio adicional e chance de Eletrizar, Castigo também acerta alvos adicionais com raios","Дарует дополнительный урон от молнии и шанс наложить шок, Кара наносит удар молнией по дополнительным врагам","Otorga daño de rayo adicional y probabilidad de electrocutar, y Aniquilación golpea a objetivos adicionales con su rayo","ได้รับ: สร้างความเสียหาย สายฟ้า เพิ่มเติม, มีโอกาสสร้างสถานะ ช็อค และเฆี่ยนตี (Smite) ส่งฟ้าผ่าปะทะเป้าหมายเพิ่มเติม","獲得額外閃電傷害和感電機率，雷鳴重擊使用閃電擊中額外目標","","","",[],[],[],"",""
1891,"mtx_gull_harpy_shrine_symbol_speed","Art/2DArt/BuffIcons/shrine_speed.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[119],"",""
1892,"mtx_gull_harpy_shrine_symbol_brutal","Art/2DArt/BuffIcons/shrine_brutal.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[120],"",""
1893,"mtx_gull_harpy_shrine_symbol_regen","Art/2DArt/BuffIcons/shrine_regen.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[121],"",""
1894,"mtx_gull_harpy_shrine_symbol_resistance","Art/2DArt/BuffIcons/shrine_resistance.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[122],"",""
1895,"mtx_gull_harpy_shrine_symbol_massive","Art/2DArt/BuffIcons/shrine_massive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[123],"",""
1896,"mtx_gull_harpy_shrine_symbol_defence","Art/2DArt/BuffIcons/shrine_defence.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[124],"",""
1897,"sanctum_portal_teleport","","[""Metadata/Effects/Microtransactions/Town_Portals/SanctumPortal/epk/void_death.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1898,"vaal_arctic_armour","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/StatusAilments/Frozen_player.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1899,"vaal_arctic_armour_secondary","Art/2DArt/BuffIcons/VaalArcticArmourBuff.dds","[""Metadata/Effects/Spells/vaal_skills/arctic_armour/mana_regen.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1900,"vaal_arctic_armour_secondary_stormcloud","Art/2DArt/BuffIcons/VaalArcticArmourBuff.dds","[""Metadata/Effects/Spells/vaal_skills/arctic_armour/stormcloud/epk/storm_mana_regen.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1901,"vaal_ice_shot","","[""Metadata/Effects/Spells/vaal_skills/ice_shot/epk/Frozen.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1902,"vaal_ice_shot_orb","","[""Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/epk/Frozen.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1903,"vaal_ice_shot_skadi","","[""Metadata/Pet/Skadi/SkadiIceShot/epk/SkadiFrozen.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1904,"cold_snap_chilled_blighted","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Microtransactions/Spells/coldsnap/Spore/vaal/player_epk.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1905,"mtx_karui_granite_flask","","[""Metadata/Items/Flasks/KaruiGraniteFlask/epk/shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1906,"cold_snap_chilled_delirium","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Microtransactions/Spells/coldsnap/Delirium/vaal/player_epk.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1907,"ground_caustic_purple","Art/2DArt/BuffIcons/ShakariCausticStrike.dds","[""Metadata/Effects/Spells/monsters_effects/act9/Shakari/poison_epk/poison.epk""]","[""Metadata/Effects/Spells/monsters_effects/act9/Shakari/poison_epk/poison.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1908,"crucible_stasis","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/main_mechanic_EPKs/crucible_mechanic_melt.epk""]",[],[66],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1909,"crucible_stasis_magic","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/main_mechanic_EPKs/crucible_mechanic_melt_magic.epk""]",[],[66],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1910,"crucible_stasis_rare","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/main_mechanic_EPKs/crucible_mechanic_melt_rare.epk""]",[],[66],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1911,"crucible_stasis_unique","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/main_mechanic_EPKs/crucible_mechanic_melt_unique.epk""]",[],[66],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
1912,"crucible_stasis_unique_extra","","[""Metadata/Effects/Spells/monsters_effects/League_Crucible/main_mechanic_EPKs/unique_fx_medium.epk""]",[],[66],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",""
