"rownum","BaseItemTypesKey","GrantedEffectsKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","MtxSlotTypes"
595,6636,2293,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.","","","","",1,"","","",1,1,"","","","",1,25,[0]
596,6637,7852,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,"","","",1,1,"","","","",3,25,[0]
597,6638,9113,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.","","","","",1,"","","",1,1,"","","","",3,25,[0]
598,6639,8704,60,0,40,"[19,9,16]","","","Supports skills which summon totems.","","","","",1,"","","",1,1,"","","","",1,25,[1]
599,6640,550,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",2,25,[0]
600,6641,555,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",3,25,[0]
601,6642,9251,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.","","","","",1,"","","",1,1,"","","","",1,25,[0]
602,6643,542,0,100,0,"[13,10,16]","","","Supports attack skills.","","","","",1,"","","",1,1,"","","","",2,25,[0]
603,6644,955,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.","","","","",1,"","","",1,1,"","","","",3,25,[0]
604,6645,2113,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.","","","","",1,"","","",1,1,"","","","",1,25,[1]
605,6646,1816,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.","","","","",1,"","","",1,1,"","","","",1,25,[1]
606,6647,853,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.","","","","",1,"","","",1,1,"","","","",2,25,[0]
607,6648,5183,0,100,0,"[20,10,16]","","","Supports skills which throw traps.","","","","",1,"","","",1,1,"","","","",2,25,[0]
608,6649,546,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,25,[0]
609,6650,7850,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.","","","","",1,"","","",1,1,"","","","",2,25,[0]
610,6651,553,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.","","","","",1,"","","",1,1,"","","","",3,25,[0]
611,6652,1997,0,100,0,"[10,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",2,25,[0]
612,6653,10400,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.","","","","",1,"","","",1,1,"","","","",1,25,[0]
613,6654,1173,100,0,0,"[9,16,15]","","","Supports any skill with a duration.","","","","",1,"","","",1,1,"","","","",1,25,[0]
614,6655,2619,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.","","","","",1,"","","",1,1,"","","","",1,25,[0]
615,6656,5726,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.","",5728,"","",1,"","","",1,1,"","","","",3,25,[0]
616,6657,10013,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.","",10015,"","",1,"","","","",1,"","","","",3,25,[0]
617,6658,7854,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support Vaal skills or triggered skills.","","","","",1,"","","",1,1,"","","","",1,25,[0]
618,6521,10459,60,40,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
619,6522,10460,0,40,60,"[11,25,4,14,3,2,38,15]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
620,6523,10461,100,0,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
621,6524,10476,40,60,0,"[10,25,13,5]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
622,6525,10462,60,0,40,"[27,47,26,9,25,14,15]","","","Supports spell skills, causing them to be triggered. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",10463,"","Battlemage's Cry Support","","","","",1,"","","","","",1,7,[0]
623,6526,10464,100,0,0,"[13,7,40,14,9,16,19]","","","Supports slam skills, causing them to summon an ancestor totem that uses the skill for you while you're near it. Being near it grants you increased area of effect for melee skills.",13896,"","","",1,"","","",1,1,"","","","",1,2,[0]
624,6527,10465,60,0,40,"[9,25,4,8,15,33,2,14]",6728,"","","","","","","","","","",1,1,"","","","",1,4,[0]
625,6659,9346,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.","","","","",1,"","","",1,1,"","","","",2,25,[0]
626,6660,4245,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.","","","","",1,"","","",1,1,"","","","",3,25,[0]
627,6661,2622,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","","","",1,"","","",1,1,"","","","",2,25,[0]
628,6662,9843,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.","","","","",1,"","","",1,1,"","","","",1,25,[0]
629,6663,4447,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.","","","","",1,"","","",1,1,"","","","",1,25,[0]
630,6664,9757,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.","","","","",1,"","","",1,1,"","","","",2,25,[0]
631,6665,2295,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.","","","","",1,"","","",1,1,"","","","",3,25,[0]
632,6666,7856,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.","","","","",1,"","","",1,1,"","","","",3,25,[0]
633,6667,2301,60,0,40,"[9,25,4,19,0]","","","","","","","","","","","",1,1,"","","","",1,25,[1]
634,6668,1830,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","","","","","",1,1,"","","","",1,24,[1]
635,6669,1794,0,100,0,"[10,25,13,5,0,6]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
636,6670,588,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
637,6671,4693,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
638,6672,1113,0,0,100,"[11,25,4,8,15]","","","","","",10240,"","","","","",1,1,"","","","",3,24,[0]
639,6673,2846,0,0,100,"[11,25,4,8,15,0]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
640,6674,323,0,60,40,"[10,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
641,6675,1965,0,60,40,"[10,25,4,5,33,15]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
642,6676,7600,0,60,40,"[10,25,4,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
643,6677,2172,0,0,100,"[11,25,4,5,14,2]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
644,6678,9991,0,0,100,"[11,25,4,14,0,5]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
645,6679,8249,0,40,60,"[11,25,4,14,1,15]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
646,6680,5252,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
647,6681,1,0,0,100,"[11,25,5,4,14,0]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
648,6682,2955,0,0,100,"[11,25,4,14,1,33]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
649,6683,4465,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
650,6684,8702,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
651,6685,4578,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
652,6686,167,60,40,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
653,6687,1158,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
654,6688,8322,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
655,6689,9841,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,25,[0]
656,6690,548,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,25,[0]
657,6691,1811,0,100,0,"[5,13,10,16]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,25,[0]
658,6692,6137,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.","","","","",1,"","","",1,1,"","","","",1,25,[0]
659,6693,666,100,0,0,"[9,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",1,25,[0]
660,6694,6829,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.","","","","",1,"","","",1,1,"","","","",1,25,[0]
661,6695,834,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.","","","","",1,"","","",1,1,"","","","",1,25,[0]
662,6696,1170,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","","","","",1,"","","",1,1,"","","","",3,25,[0]
663,6697,663,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.","","","","",1,"","","",1,1,"","","","",3,25,[0]
664,6698,1727,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
665,6699,957,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
666,6700,942,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
667,6701,104,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
668,6702,8269,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
669,6703,906,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
670,6704,1999,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
671,6705,891,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,25,[0]
672,6706,8320,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
673,6707,1847,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2,25,[0]
674,6708,1145,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1,24,[0]
675,6709,9292,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","",1,1,"","","","",2,24,[0]
676,6710,836,0,0,100,"[47,11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,24,[0]
677,6711,2298,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.","","","","",1,"","","",1,1,"","","","",1,25,[0]
678,6529,10471,0,0,100,"[11,25,4,14,3,5]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
679,6528,10470,0,60,40,"[47,10,25,4,22,15,35]","","","","","","","","","","","",1,1,"","","","",2,10,[0]
680,6530,10472,0,0,100,"[11,25,4,14,2,46]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
681,6531,10473,0,100,0,"[20,10,25,13,14]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
682,6532,10474,0,100,0,"[10,25,13,14,2,5,6]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
683,6533,10475,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,0,[0]
684,6536,5955,0,0,100,"[11,25,4,15,8]","","","","","","","","","","","",1,1,"","","","",3,12,[0]
685,6534,10477,0,100,0,"[5,10,16,19]","","","Supports skills that summon ballista totems. Cannot modify the skills of minions.",13895,"","","",1,"","","",1,1,"","","","",2,9,[0]
686,6538,10478,0,0,100,"[11,25,33,8,4]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
687,6535,10481,100,0,0,"[9,16,7,13,36]","","","Supports strike skills.",13897,"","","",1,"","","",1,1,"","","","",1,11,[0]
688,6537,10482,100,0,0,"[9,25,13,7,36,14,15,33]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
689,6539,10493,0,100,0,"[10,25,13,14,0,1,2,5]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
690,6540,10524,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
691,6541,10557,0,100,0,"[10,25,13,14,3,5]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
692,6542,10558,0,100,0,"[10,25,4,8]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
693,6543,10559,0,60,40,"[10,25,4]","","","","","","","","","","","",1,1,"","","","",2,10,[0]
694,6544,10561,0,60,40,"[10,25,4,15,33,14,44]","","","","","","","","","","","",1,1,"","","","",2,10,[0]
695,6545,10564,0,0,100,"[11,25,4,2]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
696,6546,10566,0,0,100,"[11,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
697,6547,10567,100,0,0,"[9,25,4,15,49,0]","","","","","","","","","","","",1,1,"","","","",1,10,[0]
698,6548,10568,40,60,0,"[10,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",2,10,[0]
699,6549,10569,60,0,40,"[9,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",1,10,[0]
700,6550,10570,0,100,0,"[26,10,25,4,15,49]","","","Supports spell skills, causing them to be triggered by Intuitive Link. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","",10571,"","Intuitive Link Support","","","","",1,1,"","","","",2,10,[0]
701,6551,10572,0,40,60,"[47,11,25,4,15,49]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
702,6552,9117,60,0,40,"[9,16,12,15,50]","","","Supports aura skills that create permanent auras around you, changing their reservation to a cost and making them temporary. Cannot support banner or stance skills.",13899,"","","",1,"","","",1,1,"","","","",1,9,[0]
703,6553,10573,0,100,0,"[10,16,43,26]","","","Supports mark curse skills.",13898,"","","",1,"","","",1,1,"","","","",2,11,[0]
704,6554,10574,100,0,0,"[9,16,12,50]","","","Supports aura skills that reserve life or mana to create auras around you.",13900,"","","",1,"","","",1,1,"","","","",1,11,[0]
705,6555,10633,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13901,"","","",1,"","","",1,1,"","","","",3,6,[0]
706,6712,10634,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
707,6713,10636,0,0,100,"[11,25,4,14,15,2,18,44]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
708,6714,10637,0,100,0,"[10,25,4,17,43,14,15,0,3]","","","","","","","","","","","",1,1,"","","","",2,7,[0]
709,6715,10654,100,0,0,"[7,9,25,13,5,14,40,0]",6720,"","","","","","","","","","",1,1,"","","","",1,4,[0]
710,6720,10655,100,0,0,"[7,9,25,13,5,14,40,0,24]","",1,"","",10654,"","","","","","",1,1,"","","","",1,4,[0]
711,6718,10652,60,0,40,"[9,25,4,1,13,14,7]","","","","",10653,"","","","","","",1,1,"","","","",1,10,[0]
712,6719,10651,60,40,0,"[9,25,13,14,33,24,15,7]","",1,"","",166,"","","","","","",1,1,"","","","",1,0,[0]
713,6721,10656,0,100,0,"[10,25,13,5,14,15,3,24,6]","",1,"","",587,"","","","","","",1,1,"","","","",2,0,[0]
714,6717,3322,100,0,0,"[9,25,13,5,14,7,36,0,18,24]","",1,"","",3320,"","","","","","",1,1,"","","","",1,0,[0]
715,6556,10657,0,0,100,"[14,15,11,16,42]","","","Supports non-aura hex curse skills.",13902,"","","",1,"","","",1,1,"","","","",3,9,[0]
716,6557,10658,0,0,100,"[11,16,42]","","","Supports hex curse skills. Hexes from auras or cursed ground cannot transfer.",13903,"","","",1,"","","",1,1,"","","","",3,11,[0]
717,6722,10674,0,60,40,"[10,25,13,5,3,15,24]","",1,"","",9331,"","","","","","",1,1,"","","","",2,4,[0]
718,6723,10675,60,0,40,"[2,9,25,13,14,15,7,36,12,24]","",1,"","",8370,"","","","","","",1,1,"","","","",1,0,[0]
719,6724,10676,0,60,40,"[10,25,13,14,30,33,24,7]","",1,"","",5194,"","","","","","",1,1,"","","","",2,8,[0]
720,6725,10678,60,0,40,"[9,25,4,33,14,15,24]","",1,"","",10344,"","","","","","",1,1,"","","","",1,8,[0]
721,6726,10681,0,60,40,"[10,25,15,8,4,24,33]","",1,"","",2631,"","","","","","",1,1,"","","","",2,1,[0]
722,6727,10682,0,100,0,"[10,25,13,14,5,2,24,6]","",1,"","",1726,"","","","","","",1,1,"","","","",2,4,[0]
723,6728,10683,60,0,40,"[9,25,4,8,15,33,2,24,14]","",1,"","",10465,"","","","","","",1,1,"","","","",1,4,[0]
724,6729,10684,60,0,40,"[9,25,4,8,15,24,13,7,36]","",1,"","",1157,"","","","","","",1,1,"","","","",1,8,[0]
725,6730,10685,0,100,0,"[10,25,13,5,14,1,24,15,6]","",1,"","",1998,"","","","","","",1,1,"","","","",2,0,[0]
726,6731,10686,0,0,100,"[11,25,4,14,15,0,24]","",1,"","",1181,"","","","","","",1,1,"","","","",3,8,[0]
727,6732,10694,100,0,0,"[19,12,9,25,4,14,24]","",1,"","",1839,"","","","","","",1,1,"","","","",1,1,[1]
728,6733,10695,0,100,0,"[10,25,13,5,33,24,6]","",1,"","",341,"","","","","","",1,1,"","","","",2,0,[0]
729,6734,10700,0,60,40,"[6,10,16,26]","","","Supports bow attack skills, causing them to trigger when you've spent enough mana in total on other bow attacks. Cannot modify the skills of minions. Cannot support totems, traps, mines, Vaal skills, or channelling skills",13904,"","","",1,"","","",1,1,"","","","",2,2,[0]
730,6735,10701,0,40,60,"[11,16,25,4,14,0,1,2,45,26]","","","Supports attacks, causing them to trigger the Prismatic Burst spell. Cannot support triggered attacks or attacks used by things other than you. Cannot modify the skills of minions.",13905,10702,"","",1,"","","",1,1,"","","","",3,0,[0]
731,6736,9666,0,100,0,"[10,25,13,5,30,33,6]","","","Supports bow attack skills. Cannot support channelled skills, instant skills, Vaal skills, or skills used by totems, traps, or mines.","",9667,"","Snipe Support","","","","",1,1,"","","","",2,10,[0]
732,10404,10703,0,0,0,"[25,4,22,35,37]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
733,6737,10659,100,0,0,"[33,9,16,7,13,36,15]","","","Supports melee strike skills that do not inherently apply Trauma. Cannot support triggered skills, Vaal skills, or skills used by things other than you. Cannot modify the skills of minions.",13907,"","","",1,"","","",1,1,"","","","",1,11,[0]
734,6738,10660,40,0,60,"[11,16,4]","","","Supports spells that hit enemies. Cannot modify the skills of minions.",13908,"","","",1,"","","",1,1,"","","","",3,11,[0]
735,6739,10661,0,40,60,"[11,16]","","","Supports any skill that hits enemies.",13909,"","","",1,"","","",1,1,"","","","",3,2,[0]
736,6740,10662,0,0,100,"[47,11,16,8]","","","Supports skills that create minions.",13910,"","","",1,"","","",1,1,"","","","",3,6,[0]
737,6741,10663,60,0,40,"[9,16,19,25,4,14,0,5,26]","","","Supports skills which summon totems. Cannot modify the skills of minions.",13911,10708,"","",1,"","","",1,1,"","","","",1,2,[0]
738,6742,10664,100,0,0,"[14,33,9,16,27,15]","","","Supports warcry skills.",13912,"","","",1,"","","",1,1,"","","","",1,9,[0]
739,6743,10665,100,0,0,"[47,0,9,16,7,13]","","","[DNT] Supports melee attack skills.","","","","",1,"","","",1,1,"","","","",1,6,[0]
740,6744,10666,60,0,40,"[9,16,12,50,8]","","","Must support both a skill that creates minions which can be damaged, and\n an aura skill that creates permanent auras around you.\nCannot support triggered skills, banner skills or stance skills. ",13914,10667,"","",1,"","","",1,1,"","","","",1,9,[0]
741,6745,10668,0,0,100,"[3,11,16,4]","","","Supports spell skills that hit enemies and have no reservation. Cannot support brand skills, orb skills, channelling skills, Vaal skills or skills used by traps or mines. Cannot modify the skills of minions.",13915,"","","",1,"","","",1,1,"","","","",3,9,[0]
742,6746,10669,0,0,100,"[1,11,16,49,15]","","","Supports link skills.",13916,"","","",1,"","","",1,1,"","","","",3,11,[0]
743,6747,10670,0,60,40,"[6,13,10,16,5,21]","","","Supports attack skills that use bows or wands and fire projectiles ahead. Instead of using that skill, you will throw mines that will use the skill for you when you detonate them, targeting your location. Mines cannot use channelling skills.",13917,"","","",1,"","","",1,1,"","","","",2,2,[0]
744,6748,10671,40,60,0,"[10,16]","","","Supports any skill that hits enemies.",13918,"","","",1,"","","",1,1,"","","","",2,6,[0]
745,6749,10672,100,0,0,"[0,9,16,7,13]","","","Supports melee attack skills.",13919,"","","",1,"","","",1,1,"","","","",1,9,[0]
746,6750,10673,100,0,0,"[13,9,16]","","","Supports attack skills.",13913,"","","",1,"","","",1,1,"","","","",1,6,[0]
747,6751,10709,0,0,0,"[25,13,5,7,36,6]","","","","","","","","","","","",1,1,"","","","",4,26,[0]
748,6752,10710,0,0,0,"[25,5,4,14]","","","","","","","","","","","",1,1,"","","","",4,26,[0]
749,6753,10711,0,0,0,"[25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",4,26,[0]
