"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
1878,"flask_bonus_reduced_self_freeze_duration","",1,"","",[206],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[206],[],"","","","","","",[],"",[]
1879,"flask_bonus_reduced_self_chill_effect","",1,"","",[2589],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2589],[],"","","","","","",[],"",[]
1880,"flask_bonus_reduced_self_curse_effect","",1,"","",[1277],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1277],[],"","","","","","",[],"",[]
1881,"flask_bonus_reduced_self_ignite_duration","",1,"","",[207],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[207],[],"","","","","","",[],"",[]
1882,"flask_bonus_reduced_self_poison_duration","",1,"","",[14772],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14772],[],"","","","","","",[],"",[]
1883,"flask_bonus_reduced_self_bleed_duration","",1,"","",[14773],1,3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14773],[],"","","","","","",[],"",[]
1884,"energised_fortress_recovery","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,"","PhysDamagePreventedLifeRegen","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1885,"hellscape_stabby_web","You have reduced Action Speed and take Increased Damage","","","Thunder Web","[346,477]",1,2,"","","","",28,1642,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[346,477]",[],"","","","","","",[],"",[]
1886,"ranger_life_regen_from_life_flask","",1,"","",[451],1,3,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[]
1887,"ranger_mana_gained_on_hit_from_mana_flask","",1,"","",[14784],1,3,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[14784],[],"","","","","","",[],"",[]
1888,"hinder_immunity","All Hinder has been removed from you, and you cannot be Hindered.","","","Hinder Immunity",[],"",3,"","","","",28,1661,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[14791],[],[],"","","","","","",[],"",[]
1889,"maim_immunity","All Maim has been removed from you, and you cannot be Maimed.","","","Maim Immunity",[],"",3,"","","","",28,1662,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[14792],[],[],"","","","","","",[],"",[]
1890,"additional_life_recovery_from_flask_mod","You are recovering additional life from a Flask.","","","Additional Life Recovery",[7689],"",2,"","","","",28,1663,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[7689],[],"","","","","","",[],"",[]
1891,"have_been_hit_by_an_attack_recently","",1,"","",[],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[14794],[],[],"","","","","","",[],"",[]
1892,"moment_of_respite","",1,"","",[14802],"",2,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[14802],[],"","","","","","",[],"",[]
1893,"chronomancer_immunity","",1,"","",[],"",2,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[140],[],[],"","","","","","",[],"",[]
1894,"storm_blade","You have less energy shield while your weapons are Energy Blades.","",1,"Energy Blade",[14822],1,2,"","","","",28,1645,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[12035],[15380],"[14822,12035]",[],"","","","","","",[],"",[]
1895,"fortification","Players take 1% less Damage from Hits per Fortification.","","","Fortification",[],1,1,"","",14829,"",28,397,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","",14835,[],"",[]
1896,"skill_cost_over_time","",1,"","","[14836,14837,14838,14839]","",1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[14836,14837,14838,14839]",[],"","","","","","",[],"",[]
1897,"accelerate_while_moving","",1,"","",[14969],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","AccelerateWhileMoving","","","","",4,"","",0,[],"","",[],"",[],[],[14969],[],"","","","","","",[],"",[]
1898,"soul_link_source","Your Energy Shield also protects the linked target from some of the damage they would take from hits.","","","Soul Link",[],"",3,"","","","",28,1646,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15155]
1899,"soul_link_target","Some of the damage from hits dealt to you will instead be taken from the Energy Shield of this link's source.","",1,"Soul Link","[14846,14911,130]","",2,"","","","",19,1647,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[14847],[],"[14846,14911,130,14847]",[],"","","","","","",[],"",[]
1900,"flame_link_source","You are giving the target of this link additional Fire Damage.","","","Flame Link",[],"",3,"","","","",28,1648,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15155]
1901,"flame_link_target","You have additional Fire Damage.","",1,"Flame Link","[43,44,611]","",2,"","","","",19,1649,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44,611]",[],"","","","","","",[],"",[]
1902,"remora_link_source","Your maximum total recovery per second from life leech is higher, and is copied to the linked target. The linked target recovers from your life leech instead of you.","","","Vampiric Link",[3047],"",3,"","","","",28,1650,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],"[14864,3405]",[3047],[],"","","","",1,"",[],"",[15155]
1903,"remora_link_target","You get the recovery when the link's source leeches life. You use their maximum total recovery per second from life leech.","",1,"Vampiric Link",[584],"",2,"","","","",19,1651,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[15080,15079]",[15081],"[584,15080,15079]",[],"","","","","","",[],"",[]
1904,"bulwark_link_source","You are sharing your chance to block attacks with the linked target.","","","Protective Link",[],"",3,"","","","",28,1652,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15155]
1905,"bulwark_link_target","You recover life on block and your chance to block attacks is equal to the link source.","",1,"Protective Link","[3052,3461]","",2,"","","","",19,1653,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[14852,14853]",[],"[3052,3461,14852,14853]",[],"","","","","","",[],"",[]
1906,"trigger_link_source","You can trigger spells from the linked target's hits.","","","Intuitive Link",[],"",3,"","","","",28,1654,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15155]
1907,"trigger_link_target","Your hits trigger the link's source's spells.","",1,"Intuitive Link",[],"",2,"","","","",19,1655,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[14854,14847]",[],"[14854,14847]",[],"","","","","","",[],"",[]
1908,"critical_link_source","You are sharing your critical strike chance with the linked target.","","","Destructive Link",[],"",3,"","","","",28,1656,1,"",16,"",1,1,"",0,"","","","","","",1,"","",0,[],"","",[],"",[],[],[],[],"","","","",1,"",[],"",[15155]
1909,"critical_link_target","You have additional critical strike multiplier, and use the link's source's critical strike chance for main hand hits.","",1,"Destructive Link","[95,84]","",2,"","","","",19,1657,1,"",16,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[14858],[],"[95,84,14858]",[],"","","","","","",[],"",[]
1910,"fortification_from_hits_cooldown","",1,"","",[],1,9,"","","","",28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[14849],[],[],"","","","","","",[],"",[]
1911,"flask_bonus_life_leech_is_instant","",1,"","",[],"",3,"","","","",28,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[1237],[],[],"","","","","","",[],"",[]
1912,"flask_bonus_poison_immunity","",1,"","",[],"",3,"","","","",28,1659,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[3946],[],[],"","","","","","",[],"",[]
1913,"flask_bonus_shock_immunity","",1,"","",[],"",3,"","","","",28,389,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[4919],[],[],"","","","","","",[],"",[]
1914,"flask_bonus_freeze_and_chill_immunity","",1,"","",[],"",3,"","","","",28,388,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[4916,4917]",[],[],"","","","","","",[],"",[]
1915,"flask_bonus_bleeding_and_corrupted_blood_immunity","",1,"","",[],"",3,"","","","",28,388,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[2637,14082]",[],[],"","","","","","",[],"",[]
1916,"hellscape_tentacle_grab","You are being heavily slowed by Ghorr's hooked tentacles","","","Grasping Hooks",[14941],1,3,"","","",1,28,1666,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14941],[],"","","","","","",[],"",[]
1917,"hellscape_demon_screech","You take Increased Physical Damage","","","Piercing Screech",[545],1,1,1,"","","",28,1660,1,"",2,"",1,1,"",20,"","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[],"",[]
1918,"flame_surge_cannot_create_burning_ground","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[14943],[],[],"","","","","","",[],"",[]
1919,"track_gain_spell_cost_every_fifth_cast","",1,"","",[],1,1,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1920,"dominance_aura_strength_block","",1,"","",[1081],1,3,"","","","",28,1028,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1081],[],"","","","","","",[],"",[]
1921,"flask_bonus_reflect_damage_taken_reduction_percent","",1,"","",[4814],1,3,"","","","",28,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[4814],[],"","","","","","",[],"",[]
1922,"link_target_exposure_aura","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","GenericBuffAura","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1923,"have_cast_a_mark_spell_recently","",1,"","",[15175],"",9,"","","",1,28,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[15175],[],"","","","","","",[],"",[]
1924,"elemental_resistance_from_ignite_chill","",1,"","",[141],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[141],[],"","","","","","",[],"",[]
1925,"damage_taken_from_freeze_shock","",1,"","",[477],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
1926,"life_regeneration_from_curse","",1,"","",[2399],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2399],[],"","","","","","",[],"",[]
1927,"cannot_recharge_energy_shield_from_curse","",1,"","",[],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[5053],[],[],"","","","","","",[],"",[]
1928,"puresteel_banner_max_fortification","You have additional maximum Fortification.","",1,"Dread Banner Maximum Fortification",[14830],1,3,"","","",1,28,1664,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14830],[],"","","","","","",[],"",[]
1929,"flask_gain_charges_while_inactive","",1,"","",[],"",3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","GainFlaskChargesWhileInactive","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1930,"trickster_no_dot_taken_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,28,0,1,"",17,"","","","",0,"","TricksterNoDoTBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1931,"trickster_no_dot_taken","You are taking no damage over time from any source.","","","Heartstopper",[],1,3,"","","",1,28,1673,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[15254],[],[],"","","","","","",[],"",[]
1932,"have_blocked_in_past_20_seconds","",1,"","",[],1,9,"","","",1,28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[15260],[],[],"","","","","","",[],"",[]
1933,"cannot_deal_critical_strikes","",1,"","",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[693],[],[],"","","","","","",[],"",[]
1934,"curse_effect_on_self_from_chilling_area","",1,"","",[1277],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1277],[],"","","","","","",[],"",[]
1935,"skadi_pet_aura_debuff","",1,"","",[],1,3,"","","",1,28,1671,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1936,"link_skill_target_common_child","",1,"","",[],1,3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"","[15147,24,477,15148]",[],"[15147,24,477,15148]",[],"","","","","","",[],"",[]
1937,"hellscape_pale_boss_recovery_debuff","You have reduced Life, Energy Shield and Mana Recovery Rate.","","","Eternal Scourge","[2805,2807,2806]",1,2,"","","","",28,1672,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2805,2807,2806]",[],"","","","","","",[],"",[]
1938,"hellscape_gimmick_degen_based_on_charge","",1,"","","[2562,3055]","",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2562,3055]",[],"","","","","","",[],"",[]
1939,"archnemesis_chained_up","","","","",[],"",3,"","","","",28,1676,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[346],"[140,701,860,1853,15438,978,8132]",[346],[],"","","","","","",[],"",[]
1940,"number_of_spells_cast_recently","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1941,"blackstar_sunlight","You take more Fire damage from hits, less Cold damage from hits and have additional chance to be Ignited","","","Annihilating Light","[15423,15424,536]","",1,"","","","",28,1677,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","","[167,168]","",[],[],"[15423,15424,536]",[],"","","","","","","[0,6]","",[]
1942,"blackstar_moonlight","You take more Cold damage from hits, less Fire damage from hits and have additional chance to be Frozen","","","Crushing Darkness","[15425,15426,535]","",1,"","","","",28,1678,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","","[166,168]","",[],[],"[15425,15426,535]",[],"","","","","","","[0,6]","",[]
1943,"cover_in_frost","You Critical Strike chance is lowered and you take Increased Cold Damage.","","","Covered In Frost","[15435,3624]","",3,"","","","",28,1682,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[15435,3624]",[],"","","","","","",[],"",[]
1944,"monster_grasping_vines","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6864,4931,4931,12240]",1,4,1,"","","",28,773,1,"",2,"",1,1,"",5,"","GraspingVinesBuff","","","","",4,"","",0,[],"","",[],1,[],[12240],"[6864,4931,4931,12240]",[],"","","","","","",[],"",[]
1945,"archnemesis_berserker","",1,"","","[24,177,477,717,70,216]",1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","ScalingBerserkerBuff","","","","",4,"","",0,[],"","",[],"",[],[],"[24,177,477,717,70,216]",[],"","","","","","",[],"",[]
1946,"reserved_damage","",1,"","",[],"",9,"","","","",28,0,1,"",17,"",1,1,"",0,1,"ReserveDamage","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1947,"archnemesis_executioner","Life and Energy Shield cannot recover above 50%","","","Executioner's Presence",[15445],1,3,"","","","",28,1683,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[15445],[],"","","","","","",[],"",[]
1948,"archnemesis_arcane_enchanted","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","TriggerDaemonOnShieldDepleted","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1949,"archnemesis_union_of_souls","",1,"","",[],1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","GainModOnMinionDeath","","","","",4,"","",0,[],"","",[],"",[4931],[],[4931],[],"","","","","","",[],"",[]
1950,"corrosion","You have -5000 to total Armour and -1000 to total Evasion Rating per Corrosion.","","","Corrosion",[],1,4,"","",15450,1,28,1604,"","",2,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1951,"archnemesis_split","",1,"","","[651,177,717]",1,3,"","","","",28,0,1,"",17,"",1,1,"",0,"","ArchnemesisSplit","","","","",4,"","",0,[],"","",[],"",[],[],"[651,177,717]",[],"","","","","","",[],"",[]
1952,"archnemesis_grasping_vines_buff","You are slowed by thorned vines as well as taking Chaos Damage over time. Move to break the vines","","","Thorned Vines","[6864,15470,15471,12240,453,15472,15473]",1,2,1,"","","",28,1489,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6864,15470,15471,12240,453,15472,15473]",[],"","","","","","",[],"",[]
1953,"additional_arrows_from_frenzy_charges","",1,"","",[],"",2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1954,"shrine_critical_royale","You always deal Critical Strikes","",1,"Diamond Shrine","[554,5700]",1,3,"","","","",28,240,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[554,5700]",[17390],"","","","","","",[],"",[]
1955,"visual_archnemesis_mod_display_buff","",1,"","",[],1,3,"","","","",28,0,1,"",17,1,1,1,"",0,"","ArchnemesisModBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1956,"archnemesis_living_crystals","Skill triggers when an enemy hits you.","","","Living Crystals",[],1,3,"","","","",28,869,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1957,"archnemesis_bubble_shield","",1,1,"",[],1,3,"","",9840,"",28,0,1,"",1,"",1,1,"",0,"","QuickGuardBuff","","","","",4,"","",0,[],"","",[],"",[9346],[],[9346],[],"","","","","","",[],"",[]
1958,"archnemesis_flask_drain","Your flask charges are being drained over time and you cannot gain flask charges","","","Drought",[3725],1,3,"","","","",28,1686,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[8096],[3725],[],"","","","","","",[],"",[]
1959,"archnemesis_mana_donut","You are taking Lightning Damage over time and having Mana drained. You cannot recover Mana","","","Siphoning Ring","[3340,1979,17046]",1,3,"","","","",28,1688,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[7802],"[3340,1979,17046]",[],"","","","","","",[],"",[]
1960,"archnemesis_time_bubble","You have severely lowered action speed and your cooldowns take longer to recover. Negative effects on you take longer to expire","","","Temporal Bubble","[346,6332,3336]",1,3,"","","","",28,1687,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[346,6332,3336]",[],"","","","","","",[],"",[]
1961,"archnemesis_oppressor","You are slowed and deal 30% less Damage and take 30% increased Damage","","","Oppression","[15245,477,177]",1,3,"","","","",28,1689,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[15245,477,177]",[],"","","","","","",[],"",[]
1962,"archnemesis_voodoo_doll_buff","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"","[15499,15500]",[],"[15499,15500]",[],"","","","","","",[],"",[]
1963,"archnemesis_voodoo_doll_debuff","You are bonded to a nearby Effigy. Damage from hits dealt to the Effigy is also reflected to you. Move away from the Effigy to break the bond","","","Effigy",[],1,3,"","","","",28,1691,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1964,"infinite_hunger_side_arena_debuff","You are taking Physical and Chaos damage over time, and have reduced Movement Speed","","","Digestive Acid","[354,453,6864]",1,4,1,"","","",28,1713,1,"",2,"",1,1,"",10,"","InfiniteHungerSideArenaBuff","","","","",4,"","",0,[],"","",[],1,[],[],"[354,453,6864]",[15829],"","","","","","",[],"",[]
1965,"shrine_greed","You have increased Item Quantity and Rarity but take increased Damage","",1,"Covetous Shrine","[10,11,153,151,477,5700]",1,3,"","","","",28,1705,1,"",7,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,153,151,477,5700]",[17390],"","","","","","",[],"",[]
1966,"archnemesis_greed_debuff","You take increased damage and are slower as punishment for your greed","","","Gambler's Greed","[477,11501]",1,4,1,"","","",28,1704,1,"",2,"",1,1,"",5,"","","","","","",4,"","",0,[],"","",[],1,[],[],"[477,11501]",[],"","","","","","",[],"",[]
1967,"archnemesis_rejuvenation","You have increased Life Regeneration","","","Rejuvenation",[451],1,3,"","","","",28,1693,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[]
1968,"archnemesis_rejuvenation_debuff","You have 60% reduced Recovery rate of Life and Energy Shield","","","Verdant Spores",[10118],1,3,"","","","",28,1694,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[10118],[],"","","","","","",[],"",[]
1969,"archnemesis_rampage","You have increased Damage, Action Speed and reduced Damage taken.","","","Frenzied","[24,346,717,17705]",1,3,"","","","",28,1695,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[24,346,717,17705]",[],"","","","","","",[],"",[]
1970,"archnemesis_rampage_minion","","","","Frenzied","[24,346,717,17705]",1,3,"","","","",28,1696,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[24,346,717,17705]",[],"","","","","","",[],"",[]
1971,"archnemesis_trickster","","","","","[7386,177,120]",1,3,"","","","",28,1697,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[7386,177,120]",[],"","","","","","",[],"",[]
1972,"archnemesis_divine_touched_rare","You cannot be Damaged.","","","Invulnerable",[],1,3,"","","","",28,1556,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[140],[],[140],[],"","","","","","",[],"",[]
1973,"archnemesis_divine_touched_minion","You cannot be Damaged.","","","Invulnerable",[],1,3,"","","","",28,1557,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[140],[],[140],[],"","","","","","",[],"",[]
1974,"archnemesis_cycle_fire","You have increased Fire Damage taken. You take reduced Damage from all other Damage types.","","","Fire Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1698,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1975,"archnemesis_cycle_cold","You have increased Cold Damage taken. You take reduced Damage from all other Damage types.","","","Cold Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1699,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1976,"archnemesis_cycle_lightning","You have increased Lightning Damage taken. You take reduced Damage from all other Damage types.","","","Lightning Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1700,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1977,"archnemesis_cycle_physical","You have increased Physical Damage taken. You take reduced Damage from all other Damage types.","","","Physical Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1701,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1978,"archnemesis_cycle_chaos","You have increased Chaos Damage taken. You take reduced Damage from all other Damage types.","","","Chaos Empowerment","[2038,3624,3625,545,3421]",1,3,"","","","",28,1702,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2038,3624,3625,545,3421]",[],"","","","","","",[],"",[]
1979,"archnemesis_echoist","",1,"","","[70,216,214,15466]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,214,15466]",[],"","","","","","",[],"",[]
1980,"infinite_hunger_drowning_debuff","You are being slowed and suffocated by grasping bile.","","","Drowning",[7296],1,4,1,"","","",28,1708,1,"",2,"",1,1,"",10,"","InfiniteHungerSinkingBuff","","","","",4,"","",0,[],"","",[],1,[],[12240],[7296],[],"","","","","","",[],"",[]
1981,"hydrosphere_cooldown","",1,"","",[],1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[860],[],[],"","","","","","",[],"",[]
1982,"harvest_cat_grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6864,4931,4931,12240]",1,2,1,"","","",28,773,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6864,4931,4931,12240]",[],"","","","","","",[],"",[]
1983,"nemesis_grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6864,4931,4931,12240]",1,2,1,"","","",28,773,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6864,4931,4931,12240]",[],"","","","","","",[],"",[]
1984,"nature_grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6864,4931,4931,12240]",1,2,1,"","","",28,773,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","",4,"","",0,[],"","",[],"",[],[],"[6864,4931,4931,12240]",[],"","","","","","",[],"",[]
1985,"fire_damage_taken_from_hits_recently","",1,"","",[],"",3,"","","",1,28,0,1,"",17,"","","","",0,1,"DamageTakenRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
1986,"cleansing_fire_phantasm_possession","","","","","[4931,124,447,15933]","",3,"","","","",28,1710,1,"",1,"",1,1,"",0,"","CleansingFirePossession","","","","",4,"","",0,[],"","",[],"",[],[],"[4931,124,447,15933]",[],"","","","","","",[],"",[]
