"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid","NPCMasterKey","ShortName (English)","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
476,"Metadata/NPC/Act8/Solaris","Solaris","Solaris","Solaris","ソラリス","솔라리스","Solaris","Солярис","Solaris","โซลาริส","日耀神","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],2599,"","","",1,"","F",""
477,"Metadata/NPC/Act8/Lunarus","Lunaris","Lunaris","Lunaris","ルナリス","루나리스","Lunaris","Лунарис","Lunaris","ลูนาริส","月影神","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],40402,"","","",1,"","F",""
478,"Metadata/NPC/RiddleQuest","","","","","","","","","","","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],49682,"","","",1,"","",""
479,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Lilly Roth","Lilly Roth","リリィ・ロス","릴리 로스","Lilly Roth","Лилия Рот","Lilly Roth","ลิลลี่ รอธ","莉莉羅斯","Metadata/NPC/Act10/Lilly","","","Lilly","Lilly","Lilly","リリィ","릴리","Lilly","Лилия","Lilly","ลิลลี่","莉莉",0,[153],[154],24123,"","","",1,24,"F",""
480,"Metadata/NPC/Epilogue/Envoy","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/NPC","","","","","","","","","","","","",11,[128],[129],27713,"",13,1,1,"","M",""
481,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/NPC","","","","","","","","","","","","",11,[128],[129],5686,"",13,1,1,"","M",""
482,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/NPC","","","","","","","","","","","","",11,[132],[133],18261,"",13,1,1,"","M",""
483,"Metadata/NPC/Epilogue/EnvoyTangle","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/NPC","","","","","","","","","","","","",11,[128],[129],22688,"",13,1,1,"","M",""
484,"Metadata/NPC/Epilogue/EnvoyCleansingFire","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/NPC","","","","","","","","","","","","",11,[128],[129],40455,"",13,1,1,"","M",""
485,"Metadata/NPC/Epilogue/EnvoyTangleBoss1","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/Epilogue/EnvoyPostBoss","","","","","","","","","","","","",11,[128],[129],34112,"",13,1,1,"","M",""
486,"Metadata/NPC/Epilogue/EnvoyTangleBoss2","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/Epilogue/EnvoyPostBoss","","","","","","","","","","","","",11,[128],[129],23481,"",13,1,1,"","M",""
487,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss1","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/Epilogue/EnvoyPostBoss","","","","","","","","","","","","",11,[128],[129],61544,"",13,1,1,"","M",""
488,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss2","The Envoy","L'Émissaire","Der Gesandte","エンヴォイ","사절","O Enviado","Посланник","El Emisario","ราชทูต","使者","Metadata/NPC/Epilogue/EnvoyPostBoss","","","","","","","","","","","","",11,[128],[129],59898,"",13,1,1,"","M",""
489,"Metadata/NPC/Epilogue/Maven","The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界","Metadata/NPC/NPC","","","","","","","","","","","","",11,[],[],50362,"","","",1,"","F",""
490,"Metadata/NPC/Epilogue/MavenInfluenceIntro","The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界","Metadata/NPC/NPC","","","","","","","","","","","","",11,[],[],34786,"","","",1,"","F",""
491,"Metadata/NPC/Epilogue/MavenBossObserver","The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界","Metadata/NPC/NPC","","","","","","","","","","","","",11,[],[],31446,"","","",1,"","F",""
492,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界","Metadata/NPC/NPC","","","","","","","","","","","","",11,[],[],4193,"","","",1,"","F",""
493,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","La Prodige","Die Seherin","メイヴェン","메이븐","A Maven","Мейвен","La Especialista","เมเวน","釋界","Metadata/NPC/NPC","","","","","","","","","","","","",11,[],[],10806,"","","",1,"","F",""
494,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Kadaris, le Maire pourpre","Kadaris, Blutbischof","真紅の市長、カダリス","진홍색 시장 카다리스","Kadaris, Prefeito Carmesim","Кадарис, Кровавый мэр","Kadaris, Alcalde carmesí","คาดาริส เทศมนตรีสีเลือด","緋紅市長．卡達里斯","Metadata/NPC/NPC","","","Kadaris","Kadaris","Kadaris","カダリス","카다리스","Kadaris","Кадарис","Kadaris","คาดาริส","卡達里斯",0,[],[],41950,"","","",1,"","M",""
495,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLordBoss","Captain Clayborne, The Accursed","Capitaine Poindreglaise, le Maudit","Kapitän Clayborne, der Verfluchte","呪われしクレーボーン船長","저주받은 자 클레이본 대장","Capitão Clayborn, o Amaldiçoado","Капитан Клейборн, проклятый","Capitán Clayborne, el Maldito","กัปตันเคลย์บอร์น ผู้ต้องสาป","被詛咒的．隊長克雷波恩","Metadata/NPC/NPC","","","Clayborne","Poindreglaise","Clayborne","クレーボーン","클레이본","Clayborne","Клейборн","Clayborne","เคลย์บอร์น","克雷波恩",0,[],[],22110,"","","",1,"","M",""
496,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Khor, Sœur des Ombres","Khor, Schwester der Schatten","影の妹、コール","그림자의 자매 코르","Khor, Irmã das Sombras","Хор, Сестра теней","Khor, Hermana de sombras","คอร์ ธิดาแห่งเงา","暗影姊妹．霍爾","Metadata/NPC/NPC","","","Khor","Khor","Khor","コール","코르","Khor","Хор","Khor","คอร์","霍爾",0,[],[],275,"","","",1,"","F",""
497,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Ara, Sœur de la Lumière","Ara, Schwester des Lichts","光の妹、アラ","빛의 자매 아라","Ara, Irmã da Luz","Ара, Сестра света","Ara, Hermana de Luz","อารา ธิดาแห่งแสง","光之姊妹．艾拉","Metadata/NPC/NPC","","","Ara","Ara","Ara","アラ","아라","Ara","Ара","Ara","อารา","艾拉",0,[],[],3432,"","","",1,"","F",""
498,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Ormud, Démon du Déluge","Ormud, Ungeheuer der Flut","洪水の悪霊、オルマッド","홍수의 마귀 오르무드","Ormud, Cria da Inundação","Ормад, демон наводнения","Ormud, Demonio de la inundación","ออร์มุด ปีศาจอุทกภัย","洪災惡魔．歐爾曼","Metadata/NPC/NPC","","","Ormud","Ormud","Ormud","オルマッド","오르무드","Ormud","Ормад","Ormud","ออร์มุด ","歐爾曼",0,[],[],15980,"","","",1,"","M",""
499,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Renkarr, la Gardienne du fourneau","Renkarr der Ofenwart","炉の番人、レンカール","가마 관리인 렌카르","Renkarr, Guardião da Estufa","Ренкарр, хранительница печи","Renkarr, el Guardián de la forja","เรนคาร์ ผู้ดูแลเตาเผา","烘爐看守．倫卡爾","Metadata/NPC/NPC","","","Renkarr","Renkarr","Renkarr","レンカール","렌카르","Renkarr","Ренкарр","Renkarr","เรนคาร์","倫卡爾",0,[],[],3147,"","","",1,"","F",""
500,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Ciergan, l'Alchimiste des ombres","Ciergan, Schattenalchemist","影の錬金術師、シアガン","그림자 연금술사 시에르간","Ciergan, Alquimista das Sombras","Кьерган, Тёмный алхимик","Ciergan, Alquimista de sombras","เซียร์แกน นักเล่นแร่แปรธาตุเงา","幻影練金師希爾琴","Metadata/NPC/NPC","","","Ciergan","Ciergan","Ciergan","シアガン","시에르간","Ciergan","Кьерган","Ciergan","เซียร์แกน","希爾琴",0,[],[],30691,"","","",1,"","M",""
501,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Le Maître des Épreuves","Der Prüfungsmeister","トライアルマスター","시련의 대가","O Mestre das Provações","Мастер испытаний","El Maestro de pruebas","ผู้คุมบททดสอบ","試煉大師","Metadata/NPC/NPC","","","The Trialmaster","Le Maître des Épreuves","Der Prüfungsmeister","トライアルマスター","시련의 대가","Mestre das Provações","Мастер испытаний","El Maestro de pruebas","ผู้คุมบททดสอบ","試煉大師",0,[134],"[135,136]",50714,"",14,1,1,"","M",""
502,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Le Maître des Épreuves","Der Prüfungsmeister","トライアルマスター","시련의 대가","O Mestre das Provações","Мастер испытаний","El Maestro de pruebas","ผู้คุมบททดสอบ","試煉大師","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene","","","The Trialmaster","Le Maître des Épreuves","Der Prüfungsmeister","トライアルマスター","시련의 대가","Mestre das Provações","Мастер испытаний","El Maestro de pruebas","ผู้คุมบททดสอบ","試煉大師",0,[134],[135],56559,"",14,1,1,"","M",""
503,"Metadata/Monsters/LeagueDelve/VaalCityBoss","Ahuatotli, the Blind","Ahuatotli, l'Aveugle","Ahuatotli der Blinde","盲人、アワトットリー","눈먼 자, 아후아토틀리","Ahuatotli, o Cego","Ахватотли, Слепой","Ahuatoli, el Ciego","อะฮัวตอตล์ลี ผู้มิอาจเห็น","盲人阿烏塔利","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","","","Ahuatotli","Ahuatotli","Ahuatotli","アワトットリー","아후아토틀리","Ahuatotli","Ахватотли","Ahuatotli","อะฮัวตอตล์ลี","阿烏塔利",0,[],[],27232,"","","",1,"","M",""
504,"Metadata/Monsters/LeagueDelve/ProtoVaalCityBoss","Aul, the Crystal King","Aul, le Roi de cristal","Aul der Kristallkönig","水晶の王、アウル","수정의 왕 아울","Aul, o Rei de Cristal","Ол, Кристальный царь","Aul, el Rey de cristal","อืล กษัตริย์คริสตัล","晶之帝奧爾","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","","","Aul","Aul","Aul","アウル","아울","Aul","Ол","Aul","อืล","奧爾",0,[],[],11813,"","","",1,"","M",""
505,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Le Maître des Épreuves","Der Prüfungsmeister","トライアルマスター","시련의 대가","O Mestre das Provações","Мастер испытаний","El Maestro de pruebas","ผู้คุมบททดสอบ","試煉大師","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","","","The Trialmaster","Le Maître des Épreuves","Der Prüfungsmeister","トライアルマスター","시련의 대가","Mestre das Provações","Мастер испытаний","El Maestro de pruebas","ผู้คุมบททดสอบ","試煉大師",0,[],[],55649,"","","",1,"","M",""
506,"Metadata/NPC/Hasina","Hasina","Hasina","Hasina","ハシナ","하시나","Hasina","Хасина","Hasina","ฮาซีน่า","哈希娜","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],11914,"","","",1,"","F",""
507,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Dannig, le Guerrier scalde","Dannig, Krieger-Skalde","戦う吟唱詩人、ダニグ","전사 시인 대닉","Dannig, Guerreiro Skald","Дэнниг, воин и скальд","Dannig, Guerrero escaldo","แดนนิก กวีนักรบ","戰鬥詩人．丹尼格","Metadata/NPC/NPC",2410,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",0,[137],[138],48104,"",16,3,1,29,"M",""
508,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Gwennen, la Parieuse","Gwennen die Spielerin","ギャンブラー、グウェネン","도박사 그위넨","Gwennen, a Apostadora","Гвеннен, спекулянтка","Gwennen, la Apostadora","เกว็นเน็น นักพนัน","賭徒．關南","Metadata/NPC/NPC",2407,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",0,[145],[146],5530,"",17,3,1,27,"F",""
509,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Tujen, le Marchandeur","Tujen der Feilscher","値切り屋、トゥージェン","거간꾼 투젠","Tujen, o Pechincheiro","Туджин, торгаш","Tujen, el Regateador","ทูเจน นักต่อราคา","討價還價．圖貞","Metadata/NPC/NPC",2408,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",0,[143],[144],48219,"",18,3,1,28,"M",""
510,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Rog, le Négociateur","Rog der Händler","ディーラー、ログ","중개인 로그","Rog, o Negociador","Рог, делец","Rog, el Comerciante","ร็อก นักขาย","商人．羅格","Metadata/NPC/NPC",2409,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",0,[140],[141],23173,"",19,3,1,26,"M",""
511,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格","Metadata/NPC/NPC",2410,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",0,[139],[138],38795,507,16,3,1,29,"M",""
512,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南","Metadata/NPC/NPC",2407,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",0,[145],"[146,147,148]",25585,508,17,3,1,27,"F",""
513,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞","Metadata/NPC/NPC",2408,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",0,[143],[144],35804,509,18,3,1,28,"M",""
514,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格","Metadata/NPC/NPC",2409,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",0,[140],[141],58708,510,19,3,1,26,"M",""
515,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Dannig, le Guerrier scalde","Dannig, Krieger-Skalde","戦う吟唱詩人、ダンニグ","전사 시인 대닉","Dannig, Guerreiro Skald","Дэнниг, воин и скальд","Dannig, Guerrero escaldo","แดนนิก กวีนักรบ","戰鬥詩人．丹尼格","Metadata/NPC/NPC",2410,"","Dannig","Dannig","Dannig","ダンニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",0,[137],[138],8686,507,16,3,1,29,"M",""
516,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Gwennen, la Parieuse","Gwennen die Spielerin","ギャンブラー、グウェネン","도박사 그위넨","Gwennen, a Apostadora","Гвеннен, спекулянтка","Gwennen, la Apostadora","เกว็นเน็น นักพนัน","賭徒．關南","Metadata/NPC/NPC",2407,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",0,[145],[146],37694,508,17,3,1,27,"F",""
517,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Tujen, le Marchandeur","Tujen der Feilscher","値切り屋、トゥージェン","거간꾼 투젠","Tujen, o Pechincheiro","Туджин, торгаш","Tujen, el Regateador","ทูเจน นักต่อราคา","討價還價．圖貞","Metadata/NPC/NPC",2408,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",0,[143],[144],20353,509,18,3,1,28,"M",""
518,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Rog, le Négociateur","Rog der Händler","ディーラー、ログ","중개인 로그","Rog, o Negociador","Рог, делец","Rog, el Comerciante","ร็อก นักขาย","商人．羅格","Metadata/NPC/NPC",2409,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",0,[140],[141],56998,510,19,3,1,26,"M",""
519,"RoyaleAnnouncer","Royale Announcer","Annonceur de Royale","Royale-Sprecher","ロワイアルアナウンサー","배틀로열 해설자","Anunciador Royale","Комментатор Royale","Anunciador de Royale","ผู้ประกาศ Royale","殺戮戰播報","Metadata/NPC/NPC","","","Royale Announcer","Annonceur de Royale","Royale-Sprecher","ロワイアルアナウンサー","배틀로열 해설자","Royale Announcer","Комментатор Royale","Anunciador de Royale","ผู้ประกาศ Royale","殺戮戰播報",0,[],[],4754,"","","",1,"","M",""
520,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Vorana, la Dernière à succomber","Vorana, Letzte der Gefallenen","最後に倒れし者、ヴォラナ","최후의 보루 보라나","Vorana, Última a Cair","Ворана, Стоящая до конца","Vorana, Última en caer","วอราน่า ผู้สุดท้ายที่วินาศ","最後生還．沃拉娜","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana","Vorana","Vorana","ヴォラナ","보라나","Vorana","Ворана","Vorana","วอราน่า","沃拉娜",0,[],[],4734,"","","",1,"","F",""
521,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Uhtred","Uhtred","ウートレド","우트레드","Uhtred","Утред","Uhtred","เออห์เทร็ด","烏特雷","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred","Uhtred","Uhtred","ウートレド","우트레드","Uhtred","Утред","Uhtred","เออห์เทร็ด","烏特雷",0,[],[],48750,"","","",1,"","M",""
522,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Olroth, l'Origine de la Chute","Olroth, Ursprung des Falls","破滅の元凶、オルロス","몰락의 기원 올로스","Olroth, Origem da Queda","Олрот, Исток падения","Olroth, Origen de la Caída","ออลรอธ ต้นกำเนิดความวินาศ","失落起源．奧爾羅斯","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth","Olroth","Olroth","オルロス","올로스","Olroth","Олрот","Olroth","ออลรอธ","奧爾羅斯",0,[],[],28485,"","","",1,"","M",""
523,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Medved","Medved","メドヴェド","메드베드","Medved","Медведь","Medved","เม็ดเว็ด","梅德偉","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved","Medved","Medved","メドヴェド","메드베드","Medved","Медведь","Medved","เม็ดเว็ด","梅德偉",0,[],[],27268,"","","",1,"","M",""
524,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死","Metadata/NPC/NPC","","","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死",0,[149],[150],11576,"",21,4,1,"","F",""
525,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死","Metadata/NPC/NPC","","","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死",0,[],[151],5710,524,21,4,1,"","F",""
526,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死","Metadata/NPC/NPC","","","The Last to Die","La Dernière à périr","Stirbt Zuletzt","最後に死ぬ者","최후에 죽는 자","O Último a Morrer","Последняя из живых","La última en morir","ผู้สุดท้ายที่สิ้นชีพ","最終之死",0,[149],[150],41074,524,21,4,1,"","F",""
527,"Metadata/NPC/Skadi","Skadi","Skadi","Skadi","スカジ","스카디","Skadi","Скади","Skadi","สกาดี","斯卡迪","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],32827,"","","",1,"","F",""
528,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Lilly Roth","Lilly Roth","リリィ・ロス","릴리 로스","Lilly Roth","Лилия Рот","Lilly Roth","ลิลลี่ รอธ","莉莉羅斯","Metadata/NPC/NPC","","","Lilly","Lilly","Lilly","リリィ","릴리","Lilly","Лилия","Lilly","ลิลลี่","莉莉",0,[152],[],11383,"","",1,1,46,"F",""
529,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜","Metadata/NPC/NPC","",3,"Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","赫蓮娜",11,[24],[25],18187,364,"",1,1,"","F",""
530,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","L'Astre noir","Der Schwarze Stern","黒き星","검은 별","A Estrela Negra","Чёрное солнце","La Estrella negra","ดวงดาวสีดำ","黯星","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star","L'Astre noir","Der Schwarze Stern","黒き星","검은 별","A Estrela Negra","Чёрное солнце","La Estrella negra","ดวงดาวสีดำ","黯星",0,[],[],35230,"","","",1,"","",""
531,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","L'Exarque ardent","Der Brennende Exarch","灼熱の代行者","작열의 총주교","O Exarca Cauterizado","Пламенный экзарх","El Exarca abrasador","อุปราชอาบเพลิง","灼烙總督","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch","L'Exarque ardent","Der Brennende Exarch","灼熱の代行者","작열의 총주교","O Exarca Cauterizado","Пламенный экзарх","El Exarca abrasador","อุปราชอาบเพลิง","灼烙總督",0,[],[],60609,"","","",1,"","",""
532,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Le Mangeur de mondes","Der Weltenfresser","世界を喰らう者","세계 포식자","O Devorador de Mundos","Пожиратель миров","El Devorador de mundos","ผู้กลืนกินโลกา","吞噬天地","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds","Le Mangeur de mondes","Der Weltenfresser","世界を喰らう者","세계 포식자","O Devorador de Mundos","Пожиратель миров","El Devorador de mundos","ผู้กลืนกินโลกา","吞噬天地",0,[],[],22690,"","","",1,"","",""
533,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss_","The Infinite Hunger","La Faim infinie","Der Unendliche Hunger","果てなき渇望","무한한 허기","A Fome Infinita","Неутолимый голод","El Hambre infinita","ความหิวโหยไม่รู้สิ้น","無盡渴望","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger","La Faim infinie","Der Unendliche Hunger","果てなき渇望","무한한 허기","A Fome Infinita","Неутолимый голод","El Hambre infinita","ความหิวโหยไม่รู้สิ้น","無盡渴望",0,[],[],35787,"","","",1,"","",""
534,"Metadata/NPC/BladeSoul","Blade Soul","Âme-lame","Bladesoul","ブレードソウル","칼날 영혼","Lâmina da Alma","Blade Soul","Alma de arma","Blade Soul","劍魂","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],54630,"","","",1,"","",""
535,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],55549,"","","",1,"","F",""
536,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],22420,"","","",1,"","F",""
537,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德","Metadata/NPC/NPC","","","Kalandra","Kalandra","Kalandra","カランドラ","칼란드라","Kalandra","Каландра","Kalandra","คาลานดรา","卡蘭德",0,[],[],39314,"","","",1,"","F",""
538,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Lieutenant","Leutnant","副官","부관","Tenente","Лейтенант","Teniente","ผู้แทน","中尉","Metadata/NPC/NPC","","","Lieutenant","Lieutenant","Leutnant","副官","부관","Tenente","Лейтенант","Teniente","ผู้แทน","中尉",0,[],[],2026,"","","",1,"","",""
539,"Metadata/NPC/CultistSpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],53986,"","","",1,"","",""
540,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音","Metadata/NPC/NPC","","","Mysterious Voice","Voix mystérieuse","Mysteriöse Stimme","神秘的な声","수수께끼의 목소리","Voz Misteriosa","Загадочный голос","Voz misteriosa","เสียงลึกลับ","謎音",0,[],[],26852,"","","",1,"","",""
