"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement"
9357,"Metadata/Items/PantheonSouls/PantheonSoulRyslathaUpgrade1",48,1,1,"Captured Soul of Gorulis, Will-Thief","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1526,[],1,"",[],34,0,9310,213534243,[],"","","",[],[],"","","","","","","",[]
9358,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_1",49,1,2,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12026,551647751,[],"","","",[],[],"","","","","","","",[]
9359,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_2",49,1,2,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12027,-927714273,[],"","","",[],[],"","","","","","","",[]
9360,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_3",49,1,1,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12028,84555036,[],"","","",[],[],"","","","","","","",[]
9361,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_4",49,1,1,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12029,1071856758,[],"","","",[],[],"","","","","","","",[]
9362,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_1",49,1,2,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12030,-1729410028,[],"","","",[],[],"","","","","","","",[]
9363,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_2",49,1,2,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12031,-593557736,[],"","","",[],[],"","","","","","","",[]
9364,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_3",49,2,1,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12032,-758690860,[],"","","",[],[],"","","","","","","",[]
9365,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_1",49,1,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12033,-764740917,[],"","","",[],[],"","","","","","","",[]
9366,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_2",49,1,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12034,1211648201,[],"","","",[],[],"","","","","","","",[]
9367,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_3",49,2,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12035,1510461252,[],"","","",[],[],"","","","","","","",[]
9368,"Metadata/Items/UniqueFragments/FragmentUniqueBelt1_1",49,1,1,"Cloth Belt Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12036,-1125845994,[],"","","",[],[],"","","","","","","",[]
9369,"Metadata/Items/UniqueFragments/FragmentUniqueBelt1_2",49,1,1,"Cloth Belt Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12037,-2113500626,[],"","","",[],[],"","","","","","","",[]
9370,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_1",49,1,2,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12038,-1348017483,[],"","","",[],[],"","","","","","","",[]
9371,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_2",49,1,2,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12039,1698858199,[],"","","",[],[],"","","","","","","",[]
9372,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_3",49,2,1,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12040,739370308,[],"","","",[],[],"","","","","","","",[]
9373,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_1",49,1,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12041,-253342773,[],"","","",[],[],"","","","","","","",[]
9374,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_2",49,1,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12042,-1677529260,[],"","","",[],[],"","","","","","","",[]
9375,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_3",49,2,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],15,1,12043,-1626194135,[],"","","",[],[],"","","","","","","",[]
9376,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_1",49,1,2,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1866,[],1,"",[],15,1,13329,373911498,[],"","","",[],[],"","","","","","","",[]
9377,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_2",49,3,1,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1867,[],1,"",[],15,1,13330,1542143971,[],"","","",[],[],"","","","","","","",[]
9378,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_3",49,1,2,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1868,[],1,"",[],15,1,13331,-319831779,[],"","","",[],[],"","","","","","","",[]
9379,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_4",49,1,2,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1869,[],1,"",[],15,1,13332,-591914328,[],"","","",[],[],"","","","","","","",[]
9380,"Metadata/Items/MicrotransactionCurrency/TradeMarketTab",40,2,2,"Trade Market Tab","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,769,1401967467,[],"","","",[],[],"","","","","","","",[]
9381,"Metadata/Items/MicrotransactionCurrency/TradeMarketBuyoutTab",40,2,2,"Trade Market Buyout Tab","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,769,-300617751,[],"","","",[],[],"","","","","","","",[]
9382,"Metadata/Items/MicrotransactionCurrency/TradeMarketBuyoutTabTemporary",40,2,2,"Trade Market Buyout Tab Temporary","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],34,0,769,96363970,[],"","","",[],[],"","","","","","","",[]
9383,"Metadata/Items/Scarabs/ScarabBreach1",38,1,1,"Rusted Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1870,[],1,"",[350],34,1,12490,-1466306420,[7984],"","","",[],[],"","","","","",43,"",[]
9384,"Metadata/Items/Scarabs/ScarabBreach2",38,1,1,"Polished Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1871,[],1,"",[415],34,1,12491,-249656065,[7984],"","","",[],[],"","","","","",43,"",[]
9385,"Metadata/Items/Scarabs/ScarabBreach3",38,1,1,"Gilded Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1872,[],1,"",[416],34,1,12492,1852577551,[9188],"","","",[],[],"","","","","",43,"",[]
9386,"Metadata/Items/Scarabs/ScarabBreach4",38,1,1,"Winged Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1873,[],1,"",[624],34,1,12493,-1791006613,[7984],"","","",[],[],"","","","","",43,"",[]
9387,"Metadata/Items/Scarabs/ScarabMaps1",38,1,1,"Rusted Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1874,[],1,"",[350],34,1,12494,1475703120,[7984],"","","",[],[],"","","","","",43,"",[]
9388,"Metadata/Items/Scarabs/ScarabMaps2",38,1,1,"Polished Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1875,[],1,"",[415],34,1,12495,434998594,[7984],"","","",[],[],"","","","","",43,"",[]
9389,"Metadata/Items/Scarabs/ScarabMaps3",38,1,1,"Gilded Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1876,[],1,"",[416],34,1,12496,1735534125,[9188],"","","",[],[],"","","","","",43,"",[]
9390,"Metadata/Items/Scarabs/ScarabMaps4",38,1,1,"Winged Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1877,[],1,"",[624],34,1,12497,-1656474537,[7984],"","","",[],[],"","","","","",43,"",[]
9391,"Metadata/Items/Scarabs/ScarabUniques1",38,1,1,"Rusted Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1878,[],1,"",[350],34,1,12498,-114303384,[7984],"","","",[],[],"","","","","",43,"",[]
9392,"Metadata/Items/Scarabs/ScarabUniques2",38,1,1,"Polished Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1879,[],1,"",[415],34,1,12499,-1900131468,[7984],"","","",[],[],"","","","","",43,"",[]
9393,"Metadata/Items/Scarabs/ScarabUniques3",38,1,1,"Gilded Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1880,[],1,"",[416],34,1,12500,-715255532,[9188],"","","",[],[],"","","","","",43,"",[]
9394,"Metadata/Items/Scarabs/ScarabUniques4",38,1,1,"Winged Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1881,[],1,"",[624],34,1,12501,1869871731,[7984],"","","",[],[],"","","","","",43,"",[]
9395,"Metadata/Items/Scarabs/ScarabBeasts1",38,1,1,"Rusted Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1882,[],1,"",[350],34,1,12502,1527258300,[7984],"","","",[],[],"","","","","",43,"",[]
9396,"Metadata/Items/Scarabs/ScarabBeasts2",38,1,1,"Polished Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1883,[],1,"",[415],34,1,12503,517193820,[7984],"","","",[],[],"","","","","",43,"",[]
9397,"Metadata/Items/Scarabs/ScarabBeasts3",38,1,1,"Gilded Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1884,[],1,"",[416],34,1,12504,-1277723086,[9188],"","","",[],[],"","","","","",43,"",[]
9398,"Metadata/Items/Scarabs/ScarabBeasts4",38,1,1,"Winged Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1885,[],1,"",[624],34,1,12505,-1159056428,[7984],"","","",[],[],"","","","","",43,"",[]
9399,"Metadata/Items/Scarabs/ScarabBeasts4a",38,1,1,"Farric Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],34,2,12506,-516498629,[],"","","",[],[],"","","","","","","",[]
9400,"Metadata/Items/Scarabs/ScarabBeasts4b",38,1,1,"Saqawine Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],34,2,12507,-518647009,[],"","","",[],[],"","","","","","","",[]
9401,"Metadata/Items/Scarabs/ScarabBeasts4c",38,1,1,"Fenumal Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],34,2,12508,-846363382,[],"","","",[],[],"","","","","","","",[]
9402,"Metadata/Items/Scarabs/ScarabBeasts4d",38,1,1,"Craicic Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],34,2,12509,-426897364,[],"","","",[],[],"","","","","","","",[]
9403,"Metadata/Items/Scarabs/ScarabShaperRares1",38,1,1,"Rusted Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1890,[],1,"",[350],34,1,12510,-1535294339,[7984],"","","",[],[],"","","","","",43,"",[]
9404,"Metadata/Items/Scarabs/ScarabShaperRares2",38,1,1,"Polished Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1891,[],1,"",[415],34,1,12511,290803319,[7984],"","","",[],[],"","","","","",43,"",[]
9405,"Metadata/Items/Scarabs/ScarabShaperRares3",38,1,1,"Gilded Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1892,[],1,"",[416],34,1,12512,-961262881,[9188],"","","",[],[],"","","","","",43,"",[]
9406,"Metadata/Items/Scarabs/ScarabShaperRares4",38,1,1,"Winged Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1893,[],1,"",[624],34,1,12513,-1542844896,[7984],"","","",[],[],"","","","","",43,"",[]
9407,"Metadata/Items/Scarabs/ScarabElderRares1",38,1,1,"Rusted Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1894,[],1,"",[350],34,1,12514,-1211791440,[7984],"","","",[],[],"","","","","",43,"",[]
9408,"Metadata/Items/Scarabs/ScarabElderRares2",38,1,1,"Polished Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1895,[],1,"",[415],34,1,12515,346805138,[7984],"","","",[],[],"","","","","",43,"",[]
9409,"Metadata/Items/Scarabs/ScarabElderRares3",38,1,1,"Gilded Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1896,[],1,"",[416],34,1,12516,2002518054,[9188],"","","",[],[],"","","","","",43,"",[]
9410,"Metadata/Items/Scarabs/ScarabElderRares4",38,1,1,"Winged Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1897,[],1,"",[624],34,1,12517,-813370842,[7984],"","","",[],[],"","","","","",43,"",[]
9411,"Metadata/Items/Scarabs/ScarabSulphite1",38,1,1,"Rusted Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1898,[],1,"",[350],34,1,12518,100944928,[7984],"","","",[],[],"","","","","",43,"",[]
9412,"Metadata/Items/Scarabs/ScarabSulphite2",38,1,1,"Polished Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1899,[],1,"",[415],34,1,12519,-982631871,[7984],"","","",[],[],"","","","","",43,"",[]
9413,"Metadata/Items/Scarabs/ScarabSulphite3",38,1,1,"Gilded Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1900,[],1,"",[416],34,1,12520,-1300799338,[9188],"","","",[],[],"","","","","",43,"",[]
9414,"Metadata/Items/Scarabs/ScarabSulphite4",38,1,1,"Winged Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1901,[],1,"",[624],34,1,12521,1494475150,[7984],"","","",[],[],"","","","","",43,"",[]
9415,"Metadata/Items/Scarabs/ScarabDivinationCards1",38,1,1,"Rusted Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1902,[],1,"",[350],34,1,12522,2134991013,[7984],"","","",[],[],"","","","","",43,"",[]
9416,"Metadata/Items/Scarabs/ScarabDivinationCards2",38,1,1,"Polished Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1903,[],1,"",[415],34,1,12523,-635098114,[7984],"","","",[],[],"","","","","",43,"",[]
9417,"Metadata/Items/Scarabs/ScarabDivinationCards3",38,1,1,"Gilded Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1904,[],1,"",[416],34,1,12524,-1341467692,[9188],"","","",[],[],"","","","","",43,"",[]
9418,"Metadata/Items/Scarabs/ScarabDivinationCards4",38,1,1,"Winged Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1905,[],1,"",[624],34,1,12525,-1036904699,[7984],"","","",[],[],"","","","","",43,"",[]
9419,"Metadata/Items/Scarabs/ScarabTorment1",38,1,1,"Rusted Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1906,[],1,"",[350],34,1,12526,-241857671,[7984],"","","",[],[],"","","","","",43,"",[]
9420,"Metadata/Items/Scarabs/ScarabTorment2",38,1,1,"Polished Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1907,[],1,"",[415],34,1,12527,-1659525955,[7984],"","","",[],[],"","","","","",43,"",[]
9421,"Metadata/Items/Scarabs/ScarabTorment3",38,1,1,"Gilded Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1908,[],1,"",[416],34,1,12528,-394693596,[9188],"","","",[],[],"","","","","",43,"",[]
9422,"Metadata/Items/Scarabs/ScarabTorment4",38,1,1,"Winged Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1909,[],1,"",[624],34,1,12529,-915568562,[7984],"","","",[],[],"","","","","",43,"",[]
9423,"Metadata/Items/Scarabs/ScarabStrongbox1",38,1,1,"Rusted Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1910,[],1,"",[350],34,1,12530,1852474439,[7984],"","","",[],[],"","","","","",43,"",[]
9424,"Metadata/Items/Scarabs/ScarabStrongbox2",38,1,1,"Polished Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1911,[],1,"",[415],34,1,12531,-463509018,[7984],"","","",[],[],"","","","","",43,"",[]
9425,"Metadata/Items/Scarabs/ScarabStrongbox3",38,1,1,"Gilded Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1912,[],1,"",[416],34,1,12532,1123220903,[9188],"","","",[],[],"","","","","",43,"",[]
9426,"Metadata/Items/Scarabs/ScarabStrongbox4",38,1,1,"Winged Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1913,[],1,"",[624],34,1,12533,219495073,[7984],"","","",[],[],"","","","","",43,"",[]
9427,"Metadata/Items/Scarabs/ScarabHarbinger1",38,1,1,"Rusted Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1914,[],1,"",[350],34,1,12534,-1693012259,[7984],"","","",[],[],"","","","","",43,"",[]
9428,"Metadata/Items/Scarabs/ScarabHarbinger2",38,1,1,"Polished Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1915,[],1,"",[415],34,1,12535,-802803675,[7984],"","","",[],[],"","","","","",43,"",[]
9429,"Metadata/Items/Scarabs/ScarabHarbinger3",38,1,1,"Gilded Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1916,[],1,"",[416],34,1,12536,-1396205137,[9188],"","","",[],[],"","","","","",43,"",[]
9430,"Metadata/Items/Scarabs/ScarabHarbinger4",38,1,1,"Winged Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1917,[],1,"",[624],34,1,12537,534265834,[7984],"","","",[],[],"","","","","",43,"",[]
9431,"Metadata/Items/Scarabs/ScarabPerandus1",38,1,1,"Rusted Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1918,[],1,"",[350],34,1,12538,1003231020,[7984],"","","",[],[],"","","","","",43,"",[]
9432,"Metadata/Items/Scarabs/ScarabPerandus2",38,1,1,"Polished Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1919,[],1,"",[415],34,1,12539,-87695826,[7984],"","","",[],[],"","","","","",43,"",[]
9433,"Metadata/Items/Scarabs/ScarabPerandus3",38,1,1,"Gilded Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1920,[],1,"",[416],34,1,12540,-1933880701,[9188],"","","",[],[],"","","","","",43,"",[]
9434,"Metadata/Items/Scarabs/ScarabPerandus4",38,1,1,"Winged Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1921,[],1,"",[624],34,1,12541,1203459518,[7984],"","","",[],[],"","","","","",43,"",[]
9435,"Metadata/Items/Scarabs/ScarabLegion1",38,1,1,"Rusted Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1922,[],1,"",[350],34,1,12542,831149091,[7984],"","","",[],[],"","","","","",43,"",[]
9436,"Metadata/Items/Scarabs/ScarabLegion2",38,1,1,"Polished Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1923,[],1,"",[415],34,1,12543,1551797173,[7984],"","","",[],[],"","","","","",43,"",[]
9437,"Metadata/Items/Scarabs/ScarabLegion3",38,1,1,"Gilded Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1924,[],1,"",[416],34,1,12544,2115005117,[9188],"","","",[],[],"","","","","",43,"",[]
9438,"Metadata/Items/Scarabs/ScarabLegion4",38,1,1,"Winged Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1925,[],1,"",[624],34,1,12545,-1273853174,[7984],"","","",[],[],"","","","","",43,"",[]
9439,"Metadata/Items/Scarabs/ScarabMetamorph1",38,1,1,"Rusted Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1926,[],1,"",[350],34,1,12546,1693929149,[7984],"","","",[],[],"","","","","",43,"",[]
9440,"Metadata/Items/Scarabs/ScarabMetamorph2",38,1,1,"Polished Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1927,[],1,"",[415],34,1,12547,1638859477,[7984],"","","",[],[],"","","","","",43,"",[]
9441,"Metadata/Items/Scarabs/ScarabMetamorph3",38,1,1,"Gilded Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1928,[],1,"",[416],34,1,12548,471033156,[9188],"","","",[],[],"","","","","",43,"",[]
9442,"Metadata/Items/Scarabs/ScarabMetamorph4",38,1,1,"Winged Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1929,[],1,"",[624],34,1,12549,-1861742968,[7984],"","","",[],[],"","","","","",43,"",[]
9443,"Metadata/Items/Scarabs/ScarabBlight1",38,1,1,"Rusted Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1930,[],1,"",[350],34,1,12550,-1674578473,[7984],"","","",[],[],"","","","","",43,"",[]
9444,"Metadata/Items/Scarabs/ScarabBlight2",38,1,1,"Polished Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1931,[],1,"",[415],34,1,12551,-1344099011,[7984],"","","",[],[],"","","","","",43,"",[]
9445,"Metadata/Items/Scarabs/ScarabBlight3",38,1,1,"Gilded Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1932,[],1,"",[416],34,1,12552,753231728,[9188],"","","",[],[],"","","","","",43,"",[]
9446,"Metadata/Items/Scarabs/ScarabBlight4",38,1,1,"Winged Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1933,[],1,"",[624],34,1,12553,409518348,[7984],"","","",[],[],"","","","","",43,"",[]
9447,"Metadata/Items/Scarabs/ScarabAbyss1",38,1,1,"Rusted Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1934,[],1,"",[350],34,1,12554,1310991494,[7984],"","","",[],[],"","","","","",43,"",[]
9448,"Metadata/Items/Scarabs/ScarabAbyss2",38,1,1,"Polished Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1935,[],1,"",[415],34,1,12555,-1139102912,[7984],"","","",[],[],"","","","","",43,"",[]
9449,"Metadata/Items/Scarabs/ScarabAbyss3",38,1,1,"Gilded Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1936,[],1,"",[416],34,1,12556,428925630,[9188],"","","",[],[],"","","","","",43,"",[]
9450,"Metadata/Items/Scarabs/ScarabAbyss4",38,1,1,"Winged Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1937,[],1,"",[624],34,1,12557,367886237,[7984],"","","",[],[],"","","","","",43,"",[]
9451,"Metadata/Items/Currency/MushruneCorrupt",30,1,1,"Tainted Oil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],34,1,12678,762277101,[],"","","",[],[],"","","","","",45,"",[]
9452,"Metadata/Items/Currency/MushruneMirror",30,1,1,"Reflective Oil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],34,1,12679,-1174948536,[],"","","",[],[],"","","","","",45,"",[]
9453,"Metadata/Items/Currency/Mushrune1",30,1,1,"Clear Oil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],34,1,12680,-1902428885,[],"","","",[],[],"","","","","",45,"",[]
9454,"Metadata/Items/Currency/Mushrune2",30,1,1,"Sepia Oil","Metadata/Items/Currency/StackableCurrency",10,"",[],1,"",[460],34,1,12681,2080675964,[],"","","",[],[],"","","","","",45,"",[]
9455,"Metadata/Items/Currency/Mushrune3",30,1,1,"Amber Oil","Metadata/Items/Currency/StackableCurrency",19,"",[],1,"",[460],34,1,12682,-1167173332,[],"","","",[],[],"","","","","",45,"",[]
9456,"Metadata/Items/Currency/Mushrune4",30,1,1,"Verdant Oil","Metadata/Items/Currency/StackableCurrency",27,"",[],1,"",[460],34,1,12683,1022972610,[],"","","",[],[],"","","","","",45,"",[]
9457,"Metadata/Items/Currency/Mushrune5",30,1,1,"Teal Oil","Metadata/Items/Currency/StackableCurrency",36,"",[],1,"",[460],34,1,12684,850520369,[],"","","",[],[],"","","","","",45,"",[]
9458,"Metadata/Items/Currency/Mushrune6",30,1,1,"Azure Oil","Metadata/Items/Currency/StackableCurrency",44,"",[],1,"",[460],34,1,12685,1253989140,[],"","","",[],[],"","","","","",45,"",[]
9459,"Metadata/Items/Currency/Mushrune6b",30,1,1,"Indigo Oil","Metadata/Items/Currency/StackableCurrency",48,"",[],1,"",[460],34,1,12686,-251736888,[],"","","",[],[],"","","","","",45,"",[]
9460,"Metadata/Items/Currency/Mushrune7",30,1,1,"Violet Oil","Metadata/Items/Currency/StackableCurrency",52,"",[],1,"",[460],34,1,12687,-2094308799,[],"","","",[],[],"","","","","",45,"",[]
9461,"Metadata/Items/Currency/Mushrune8",30,1,1,"Crimson Oil","Metadata/Items/Currency/StackableCurrency",60,"",[],1,"",[460],34,1,12688,2136598579,[],"","","",[],[],"","","","","",45,"",[]
9462,"Metadata/Items/Currency/Mushrune9",30,1,1,"Black Oil","Metadata/Items/Currency/StackableCurrency",68,"",[],1,"",[460],34,1,12689,2037676620,[],"","","",[],[],"","","","","",45,"",[]
9463,"Metadata/Items/Currency/Mushrune10",30,1,1,"Opalescent Oil","Metadata/Items/Currency/StackableCurrency",73,"",[],1,"",[460],34,1,12690,-1674780138,[],"","","",[],[],"","","","","",45,"",[]
9464,"Metadata/Items/Currency/Mushrune11",30,1,1,"Silver Oil","Metadata/Items/Currency/StackableCurrency",78,"",[],1,"",[460],34,1,12691,-2001755804,[],"","","",[],[],"","","","","",45,"",[]
9465,"Metadata/Items/Currency/Mushrune12",30,1,1,"Golden Oil","Metadata/Items/Currency/StackableCurrency",80,"",[],1,"",[460],34,1,12692,1817952349,[],"","","",[],[],"","","","","",45,"",[]
9466,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgradeFinal",59,1,1,"Ivory Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12779,413798085,[],"","","",[],[],"","","","","","","",[]
9467,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_1",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,618788044,[],"",8376,"",[],[],"","","","","","","",[]
9468,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_2",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,-1071151731,[],"",8376,"",[],[],"","","","","","","",[]
9469,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_3",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2148,[],1,"",[],34,0,12776,-377999186,[],"",8376,"",[],[],"","","","","","","",[]
