"rownum","Id","ARMFiles","Script","[rid]","Stats","StatsValues","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Type","WorldArea","Icon","i32","MinLevel","rid","bool","ExtraStats","ExtraStatsValues","ReminderText (English)","ReminderText (French)","ReminderText (German)","ReminderText (Japanese)","ReminderText (Korean)","ReminderText (Portuguese)","ReminderText (Russian)","ReminderText (Spanish)","ReminderText (Thai)","ReminderText (Traditional Chinese)","TextAudio","rid","bool"
10,"Fire1_4","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire.arm""]","",[],[],[],"Defeat packs of Karui Soldiers","Éliminez les groupes de Soldats karuis","Vernichtet Gruppen von Karui-Soldaten","カルイの戦士の群れを倒せ","카루이 병사 무리 처치하기","Derrote grupos de Soldados de Kurai","Победите группы солдат каруи","Derrota a grupos de soldados karui","สยบ ทหารคารุย หลายกอง","擊敗多群卡魯士兵","Reflection of Flame","Reflet d'une Flamme","Spiegelung der Flamme","炎の鏡像","화염의 투영","Reflexo das Chamas","Отражение Пламени","Reflejo de llamas","ภาพสะท้อนแห่งเพลิง","烈焰映像",3,1781,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",1,34,8,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
11,"Fire1_5","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire.arm""]","",[],[],[],"Defeat packs of Bandits","Éliminez les groupes de Bandits","Vernichtet Gruppen von Banditen","山賊の群れを倒せ","도적 무리 처치하기","Derrote grupos de Bandidos","Победите группы бандитов","Derrota a grupos de bandidos","สยบ โจร หลายกอง","擊敗多群盜賊","Reflection of Flame","Reflet d'une Flamme","Spiegelung der Flamme","炎の鏡像","화염의 투영","Reflexo das Chamas","Отражение Пламени","Reflejo de llamas","ภาพสะท้อนแห่งเพลิง","烈焰映像",3,1782,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",1,16,8,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
12,"Fire1_6","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire.arm""]","",[],[],[],"Defeat waves of Solar Elementals","Éliminez les vagues d'Élémentaires solaires","Vernichtet Gruppen von Solarelementaren","波状にやってくるソーラーエレメンタルを倒せ","태양의 정령 웨이브 완료하기","Derrote ondas de Elementais Solares","Победите волны солнечных элементалей","Derrota oleadas de Elementales solares","สยบ ธาตุแสงอาทิตย์ หลายกอง","擊敗多波日耀元素","Reflection of Flame","Reflet d'une Flamme","Spiegelung der Flamme","炎の鏡像","화염의 투영","Reflexo das Chamas","Отражение Пламени","Reflejo de llamas","ภาพสะท้อนแห่งเพลิง","烈焰映像",3,1783,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",1,42,8,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
13,"Fire3_1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire3_warbands.arm""]","",[],[],[],"Defeat Redblade Warbands","Éliminez les Bataillons de Rougelame","Vernichtet Rotklinge-Kriegshorden","レッドブレードのウォーバンドを倒せ","적검단 군벌 처치하기","Derrote Bandoleiros da Lâmina Vermelha","Победите отряды Красных сабель","Derrota a bandas de guerra de Cuchilla roja","สยบ กองศึกเรดเบลด","擊敗紅刃軍團","Reflection of Camaraderie","Reflet de la Camaraderie","Spiegelung der Kameradschaft","友愛の鏡像","전우애의 투영","Reflexo da Camaradagem","Отражение Братства","Reflejo de camaradería","ภาพสะท้อนแห่งมิตรภาพ","友誼映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",3,46,8,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
14,"Fire3_2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire3_exiles.arm""]","",[],[],[],"Defeat Fire-themed Rogue Exiles","Éliminez les Exilés renégats de feu","Vernichtet Abtrünnige Verbannte mit Feuer-Thema","炎の力を持つローグエグザイルを倒せ","화염 테마의 탈주 유배자 처치하기","Derrote Exilados Renegados com o tema de Fogo","Победите бродячих изгнанников огненной тематики","Derrota a exiliados renegados de fuego","สยบ เอ็กไซล์อันธพาลสายไฟ","擊敗火系盜賊流亡者","Reflection of Conflict","Reflet d'un Conflit","Spiegelung des Konflikts","対立の鏡像","갈등의 투영","Reflexo do Conflito","Отражение Конфликта","Reflejo de conflicto","ภาพสะท้อนแห่งความขัดแย้ง","衝突映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",3,46,8,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
15,"Fire3_3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire3_mapboss.arm""]","",[],[],[],"Defeat a powerful foe, forged in flame","Terrassez un puissant adversaire forgé dans les flammes","Vernichtet einen mächtigen, in Flammen geschmiedeten Gegner","炎より生まれし強力な敵を倒せ","화염으로 벼려진 강력한 적 1마리 처치하기","Derrote um inimigo poderoso, forjado nas chamas","Победите закалённого в пламени могучего врага","Derrota a un enemigo poderoso, forjado en las llamas","สยบ ศัตรูทรงพลัง ผู้หล่อหลอมด้วยเพลิง 1 คน","擊敗 1 個強大的敵人，在烈焰中鍛造","Reflection of Power","Reflet du Pouvoir","Spiegelung der Macht","力の鏡像","힘의 투영","Reflexo do Poder","Отражение Силы","Reflejo de poder","ภาพสะท้อนแห่งพลังอำนาจ","權力映像",3,1778,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",3,68,8,1,[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
16,"Fire4","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire4_mapbosses.arm""]","",[],[],[],"Defeat several powerful foes, forged in flame","Terrassez plusieurs puissants adversaires forgés dans les flammes","Vernichtet mehrere mächtige, in Flammen geschmiedete Gegner","炎より生まれし複数の強力な敵を倒せ","화염으로 벼려진 강력한 적 여러 마리 처치하기","Derrote vários inimigos poderosos, forjados nas chamas","Победите нескольких закалённых в пламени могучих врагов","Derrota a varios enemigos poderosos, forjados en las llamas","สยบ ศัตรูทรงพลัง ผู้หล่อหลอมด้วยเพลิง หลายคน","擊敗數個強大的敵人，在烈焰中鍛造","Reflection of Tyranny","Reflet de la Tyrannie","Spiegelung der Tyrannei","過酷の鏡像","폭정의 투영","Reflexo da Tirania","Отражение Тирании","Reflejo de tiranía","ภาพสะท้อนแห่งเผด็จการ","暴政映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire",4,68,8,1,[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
17,"Cold1_1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold.arm""]","",[],[],[],"Defeat packs of Sea Witches","Éliminez les groupes de Sorcières des mers","Vernichtet Gruppen von Seehexen","シーウィッチの群れを倒せ","바다 마녀 무리 처치하기","Derrote grupos de Bruxas do Mar","Победите группы морских ведьм","Derrota a grupos de brujas marinas","สยบ พรายทะเล หลายกอง","擊敗多群海妖","Reflection of Frost","Reflet de Givre","Spiegelung des Frosts","霜の鏡像","서리의 투영","Reflexo da Geleira","Отражение Мороза","Reflejo de escarcha","ภาพสะท้อนแห่งน้ำแข็ง","寒霜映像",3,1784,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",1,12,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
18,"Cold1_2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold.arm""]","",[],[],[],"Defeat packs of Crabs","Éliminez les groupes de Crabes","Vernichtet Gruppen von Krabben","クラブの群れを倒せ","게 무리 처치하기","Derrote grupos de Caranguejos","Победите группы крабов","Derrota a grupos de cangrejos","สยบ ปู หลายกอง","擊敗多群螃蟹","Reflection of Frost","Reflet de Givre","Spiegelung des Frosts","霜の鏡像","서리의 투영","Reflexo da Geleira","Отражение Мороза","Reflejo de escarcha","ภาพสะท้อนแห่งน้ำแข็ง","寒霜映像",3,1785,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",1,1,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
19,"Cold1_3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold.arm""]","",[],[],[],"Defeat packs of Glacial Goatmen","Éliminez les groupes d'Hommes-boucs glaciaux","Vernichtet Gruppen von Gletscher-Ziegenmenschen","グレイシャルゴートマンの群れを倒せ","빙하 염소인간 무리 처치하기","Derrote grupos de Homens-cabra Glaciais","Победите группы ледяных козерогов","Derrota a grupos de hombres cabra glaciales","สยบ มนุษย์แพะน้ำแข็ง หลายกอง","擊敗多群冰川羊人","Reflection of Frost","Reflet de Givre","Spiegelung des Frosts","霜の鏡像","서리의 투영","Reflexo da Geleira","Отражение Мороза","Reflejo de escarcha","ภาพสะท้อนแห่งน้ำแข็ง","寒霜映像",3,1786,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",1,40,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
20,"Cold1_4","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold.arm""]","",[],[],[],"Defeat packs of Brine Vassals","Éliminez les groupes de Vassaux des Embruns","Vernichtet Gruppen von Gischt-Vasallen","海水の臣下の群れを倒せ","염수의 봉신 무리 처치하기","Derrote grupos de Vássalos da Salmoura","Победите группы морских слуг","Derrota a grupos de vasallos salinos","สยบ บริพารน้ำเค็ม หลายกอง","擊敗多群海洋之奴","Reflection of Frost","Reflet de Givre","Spiegelung des Frosts","霜の鏡像","서리의 투영","Reflexo da Geleira","Отражение Мороза","Reflejo de escarcha","ภาพสะท้อนแห่งน้ำแข็ง","寒霜映像",3,1787,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",1,50,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
21,"Cold1_5","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold.arm""]","",[],[],[],"Defeat packs of Lunaris Zealots","Éliminez les groupes de Zélotes de Lunaris","Vernichtet Gruppen von Lunaris-Eiferern","ルナリス・ゼロットの群れを倒せ","루나리스 맹신자 무리 처치하기","Derrote grupos de Fanáticos Lunaris","Победите группы фанатиков Лунарис","Derrota a grupos de fanáticos de Lunaris","สยบ สาวกลูนาริส หลายกอง","擊敗多群月影教徒","Reflection of Frost","Reflet de Givre","Spiegelung des Frosts","霜の鏡像","서리의 투영","Reflexo da Geleira","Отражение Мороза","Reflejo de escarcha","ภาพสะท้อนแห่งน้ำแข็ง","寒霜映像",3,1788,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",1,60,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
22,"Cold1_6","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold.arm""]","",[],[],[],"Defeat packs of Chilled Undead","Éliminez les groupes de Morts-vivants frigorifiés","Vernichtet Gruppen von Unterkühlten Untoten","冷気を帯びた不死者の群れを倒せ","냉각된 언데드 무리 처치하기","Derrote grupos de Mortos-Vivos Resfriados","Победите группы хладной нежити","Derrota a grupos de no-muertos escarchados","สยบ อันเดดเยือกเย็น หลายกอง","擊敗多群冰緩不死族","Reflection of Frost","Reflet de Givre","Spiegelung des Frosts","霜の鏡像","서리의 투영","Reflexo da Geleira","Отражение Мороза","Reflejo de escarcha","ภาพสะท้อนแห่งน้ำแข็ง","寒霜映像",3,1789,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",1,16,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
23,"Cold3_1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold3_warbands.arm""]","",[],[],[],"Defeat Brinerot Warbands","Éliminez les Bataillons de Selrance","Vernichtet Gischtfäulnis-Kriegshorden","ブラインロットのウォーバンドを倒せ","부패한 염수단 군벌 처치하기","Derrote Bandoleiros da Salmoura Podre","Победит отряды Морской гнили","Derrota a bandas de guerra de Salmuera","สยบ กองศึกไบรน์ร็อท","擊敗布琳洛特軍團","Reflection of Camaraderie","Reflet de la Camaraderie","Spiegelung der Kameradschaft","友愛の鏡像","전우애의 투영","Reflexo da Camaradagem","Отражение Братства","Reflejo de camaradería","ภาพสะท้อนแห่งมิตรภาพ","友誼映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",3,46,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
24,"Cold3_2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold3_exiles.arm""]","",[],[],[],"Defeat Cold-themed Rogue Exiles","Éliminez les Exilés renégats de froid","Vernichtet Abtrünnige Verbannte mit Kälte-Thema","冷気の力を持つローグエグザイルを倒せ","냉기 테마의 탈주 유배자 처치하기","Derrote Exilados Renegados com o tema de Gelo","Победите бродячих изгнанников тематики холода","Derrota a exiliados renegados de hielo","สยบ เอ็กไซล์อันธพาลสายน้ำแข็ง","擊敗冰系盜賊流亡者","Reflection of Conflict","Reflet d'un Conflit","Spiegelung des Konflikts","対立の鏡像","갈등의 투영","Reflexo do Conflito","Отражение Конфликта","Reflejo de conflicto","ภาพสะท้อนแห่งความขัดแย้ง","衝突映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",3,46,9,"",[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
25,"Cold3_3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_cold3_mapboss.arm""]","",[],[],[],"Defeat a powerful foe, forged in frost","Terrassez un puissant adversaire cristallisé par le givre","Vernichtet einen mächtigen, im Frost geschmiedeten Gegner","冷気より生まれし強力な敵を倒せ","서리로 벼려진 강력한 적 1마리 처치하기","Derrote um inimigo poderoso, forjado nas geleiras","Победите закалённого в морозе могучего врага","Derrota a un enemigo poderoso, forjado en escarcha","สยบ ศัตรูทรงพลัง ผู้หล่อหลอมด้วยน้ำแข็ง 1 คน","擊敗 1 個強大的敵人，在寒霜中鍛造","Reflection of Power","Reflet du Pouvoir","Spiegelung der Macht","力の鏡像","힘의 투영","Reflexo do Poder","Отражение Силы","Reflejo de poder","ภาพสะท้อนแห่งพลังอำนาจ","權力映像",3,1784,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconCold",3,68,9,1,[],[],"(Difficulty scales quantity of items from reward chests)","(La difficulté amplifie la quantité des objets contenus dans les coffres de récompense)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Belohnungstruhen)","(難易度は報酬チェストから得られるアイテムの数量をスケールする)","(난이도에 따라 보상 상자에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens nos baús de recompensas)","(Сложность повышает количество предметов в наградных сундуках)","(La dificultad aumenta la cantidad de objetos que contienen los cofres de recompensas)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก หีบ​รางวัล)","( 難度調整獎勵保險箱的物品數量 )","","",1
