"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
3649,"atlas_heist_4339","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistNotable2.dds",[13620],8,0,0,0,52905,"Heist Blueprint Chance","Chances de Plan de Casse","Chance auf Heist-Grundrisse","ハイスト計画書出現確率","강탈 도면 확률","Chance de Planta Heist","Шанс найти чертеж","Probabilidad de planos de Heist","โจรกรรม - โอกาสพิมพ์เขียว","劫盜藍圖機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Heist Blueprint Chance","Chances de Plan de Casse","Chance auf Heist-Grundrisse","ハイスト計画書出現確率","강탈 계약 확률","Chance de Planta Heist","Шанс найти чертеж","Probabilidad de planos de Heist","โจรกรรม - โอกาสพิมพ์เขียว","劫盜藍圖機率",2561,0,0,0,0,"",[13697],0,[],""
3650,"atlas_heist_4338","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistNotable2.dds",[13620],8,0,0,0,51503,"Heist Blueprint Chance","Chances de Plan de Casse","Chance auf Heist-Grundrisse","ハイスト計画書出現確率","강탈 도면 확률","Chance de Planta Heist","Шанс найти чертеж","Probabilidad de planos de Heist","โจรกรรม - โอกาสพิมพ์เขียว","劫盜藍圖機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Heist Blueprint Chance","Chances de Plan de Casse","Chance auf Heist-Grundrisse","ハイスト計画書出現確率","강탈 계약 확률","Chance de Planta Heist","Шанс найти чертеж","Probabilidad de planos de Heist","โจรกรรม - โอกาสพิมพ์เขียว","劫盜藍圖機率",2561,0,0,0,0,"",[13697],0,[],""
3651,"atlas_heist_4337","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistNotable2.dds",[13620],8,0,0,0,50800,"Heist Blueprint Chance","Chances de Plan de Casse","Chance auf Heist-Grundrisse","ハイスト計画書出現確率","강탈 도면 확률","Chance de Planta Heist","Шанс найти чертеж","Probabilidad de planos de Heist","โจรกรรม - โอกาสพิมพ์เขียว","劫盜藍圖機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Heist Blueprint Chance","Chances de Plan de Casse","Chance auf Heist-Grundrisse","ハイスト計画書出現確率","강탈 계약 확률","Chance de Planta Heist","Шанс найти чертеж","Probabilidad de planos de Heist","โจรกรรม - โอกาสพิมพ์เขียว","劫盜藍圖機率",2561,0,0,0,0,"",[13697],0,[],""
3652,"atlas_heist_4336","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistNotable1.dds",[13680],4,0,0,0,37958,"Heist Smuggler's Cache Chance","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸人の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","Chance de Baú do Contrabandista Heist","Шанс найти тайник контрабандиста","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3653,"atlas_heist_4335","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistNotable1.dds",[13680],4,0,0,0,20982,"Heist Smuggler's Cache Chance","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸人の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","Chance de Baú do Contrabandista Heist","Шанс найти тайник контрабандиста","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3654,"atlas_heist_4334","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistHuck.dds",[17600],1,0,0,0,8668,"The Dutiful Soldier","Le soldat obéissant","Der pflichtbewusste Soldat","忠実な兵士","충실한 병사","O Soldado Obediente","Послушный солдат","Soldado obediente","The Dutiful Soldier","盡職士兵",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3655,"atlas_heist_4333","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistJobRequirements.dds",[17595],100,0,0,0,61047,"Physical Training","Entraînement physique","Krafttraining","肉体の鍛錬","체력 단련","Treinamento Físico","Физическая тренировка","Entrenamiento físico","Physical Training","體力訓練",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3656,"atlas_heist_4332","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistContractsDrop.dds","[17598,17599]",80,55,0,0,25744,"Friends in High Places","Des amis haut placés","Freunde in hohen Positionen","高い地位の友人","윗선 인맥","Amigos Importantes","Друзья наверху","Amigos poderosos","Friends in High Places","高端之友",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3657,"atlas_heist_4331","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistJobRequirements2.dds",[17596],100,0,0,0,60214,"Higher Education","Enseignement supérieur","Höhere Bildung","高い教育","고등 교육","Educação Superior","Высшее образование","Educación superior","Higher Education","高等教育",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3658,"atlas_heist_4330","Art/2DArt/SkillIcons/passives/AtlasTrees/HeistJobRequirements3.dds",[17597],100,0,0,0,54355,"The Finer Arts","Les Beaux-Arts","Die schönen Künste","素晴らしい技術","탁월한 기예","As Belas Artes","Изобразительное искусство","Bellas artes","The Finer Arts","精美美術",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","Chances de Cache de contrebandier","Chance auf Räuber-Schatztruhen","ハイスト密輸者の貯蔵箱出現確率","강탈 밀수범의 은닉함 확률","","","Probabilidad de alijo del contrabandista de Heist","โจรกรรม - โอกาสที่ซ่อนของโจร","劫盜走私者的祕寶機率",0,0,0,0,0,"",[],0,[],""
3659,"atlas_jun_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13701],5,0,0,0,23241,"Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3660,"atlas_jun_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13701],5,0,0,0,22122,"Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3661,"atlas_jun_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNotable2.dds",[13501],4,0,0,0,45869,"Focused Investigation","Enquête focalisée","Konzentrierte Untersuchung","重点調査","집중 조사","Investigação Focada","Целенаправленное расследование","Investigación enfocada","Focused Investigation","專注調查",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","집중 조사","","","Investigación enfocada","","專注調查",0,0,0,0,0,"",[],0,[],""
3662,"atlas_jun_2_1","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode2.dds",[13501],1,0,0,0,57835,"Betrayal Mission Chance","Chances de mission contre le Syndicat","Chance auf Betrayal-Missionen","ビトレイアルミッション獲得確率","배신 임무 확률","Chance de Missão Betrayal","Шанс задания Предательства","Probabilidad de misión de Betrayal","องค์กรทรยศ - โอกาสภารกิจ","反叛任務機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","배신 임무 확률","","","Probabilidad de misión de Betrayal","","反叛任務機率",0,0,0,0,0,"",[],0,[],""
3663,"atlas_jun_2_2","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode2.dds",[13501],1,0,0,0,38317,"Betrayal Mission Chance","Chances de mission contre le Syndicat","Chance auf Betrayal-Missionen","ビトレイアルミッション獲得確率","배신 임무 확률","Chance de Missão Betrayal","Шанс задания Предательства","Probabilidad de misión de Betrayal","องค์กรทรยศ - โอกาสภารกิจ","反叛任務機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","배신 임무 확률","","","Probabilidad de misión de Betrayal","","反叛任務機率",0,0,0,0,0,"",[],0,[],""
3664,"atlas_jun_2_3","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode2.dds",[13501],1,0,0,0,43900,"Betrayal Mission Chance","Chances de mission contre le Syndicat","Chance auf Betrayal-Missionen","ビトレイアルミッション獲得確率","배신 임무 확률","Chance de Missão Betrayal","Шанс задания Предательства","Probabilidad de misión de Betrayal","องค์กรทรยศ - โอกาสภารกิจ","反叛任務機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","배신 임무 확률","","","Probabilidad de misión de Betrayal","","反叛任務機率",0,0,0,0,0,"",[],0,[],""
3665,"atlas_jun_2_4","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNotable5.dds","[15534,15536]",1,100,0,0,55885,"Effective Leadership","Autorité efficace","Effektive Führung","効果的なリーダーシップ","효과적인 통솔력","Liderança Eficaz","Эффективное лидерство","Liderazgo efectivo","Effective Leadership","強效領導",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Effective Leadership","Autorité efficace","Effektive Führung","効果的なリーダーシップ","효과적인 통솔력","Liderança Eficaz","Эффективное лидерство","Liderazgo efectivo","Effective Leadership","強效領導",25601,0,0,0,0,"",[15536],0,[],""
3666,"atlas_jun_2_5","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13746],15,0,0,0,38851,"Betrayal Veiled Item Chance","Chances d'Objet crypté","Chance auf verhüllte Gegenstände","ビトレイアルヴェールアイテム獲得確率","배신 장막 아이템 확률","Chance de Item Oculto Betrayal","Шанс найти завуалированный предмет","Probabilidad de objetos encriptados de Betrayal","องค์กรทรยศ - โอกาสไอเทมผนึก","反叛隱匿物品機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルヴェールアイテム獲得確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3667,"atlas_jun_2_6","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13746],15,0,0,0,36093,"Betrayal Veiled Item Chance","Chances d'Objet crypté","Chance auf verhüllte Gegenstände","ビトレイアルヴェールアイテム獲得確率","배신 장막 아이템 확률","Chance de Item Oculto Betrayal","Шанс найти завуалированный предмет","Probabilidad de objetos encriptados de Betrayal","องค์กรทรยศ - โอกาสไอเทมผนึก","反叛隱匿物品機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルヴェールアイテム獲得確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3668,"atlas_jun_2_7","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNotable4.dds","[13661,13662]",2,200,0,0,58101,"Bribery","Pot-de-vin","Bestechung","賄賂","매수","Suborno","Подкуп","Soborno","Bribery","賄賂",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Bribery","Pot-de-vin","Bestechung","賄賂","매수","Suborno","Подкуп","Soborno","Bribery","賄賂",204801,0,0,0,0,"",[17479],0,[],""
3669,"atlas_jun_3_1","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode2.dds",[13501],1,0,0,0,57077,"Betrayal Mission Chance","Chances de mission contre le Syndicat","Chance auf Betrayal-Missionen","ビトレイアルミッション獲得確率","배신 임무 확률","Chance de Missão Betrayal","Шанс задания Предательства","Probabilidad de misión de Betrayal","องค์กรทรยศ - โอกาสภารกิจ","反叛任務機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","배신 임무 확률","","","Probabilidad de misión de Betrayal","","反叛任務機率",0,0,0,0,0,"",[],0,[],""
3670,"atlas_jun_3_2","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode2.dds",[13501],1,0,0,0,61353,"Betrayal Mission Chance","Chances de mission contre le Syndicat","Chance auf Betrayal-Missionen","ビトレイアルミッション獲得確率","배신 임무 확률","Chance de Missão Betrayal","Шанс задания Предательства","Probabilidad de misión de Betrayal","องค์กรทรยศ - โอกาสภารกิจ","反叛任務機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","배신 임무 확률","","","Probabilidad de misión de Betrayal","","反叛任務機率",0,0,0,0,0,"",[],0,[],""
3671,"atlas_jun_3_3","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNotable1.dds",[13707],100,0,0,0,55438,"Test of Loyalty","Épreuve de loyauté","Treueprobe","忠誠を試すもの","충성의 시험","Teste de Lealdade","Испытание на верность","Prueba de lealtad","Test of Loyalty","忠誠測試",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Test of Loyalty","Épreuve de loyauté","Treueprobe","忠誠を試すもの","충성의 시험","Teste de Lealdade","Испытание на верность","Prueba de lealtad","Test of Loyalty","忠誠測試",12801,0,0,0,0,"",[13707],0,[],""
3672,"atlas_jun_3_4","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode2.dds",[13501],1,0,0,0,46634,"Betrayal Mission Chance","Chances de mission contre le Syndicat","Chance auf Betrayal-Missionen","ビトレイアルミッション獲得確率","배신 임무 확률","Chance de Missão Betrayal","Шанс задания Предательства","Probabilidad de misión de Betrayal","องค์กรทรยศ - โอกาสภารกิจ","反叛任務機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","","","","","배신 임무 확률","","","Probabilidad de misión de Betrayal","","反叛任務機率",0,0,0,0,0,"",[],0,[],""
3673,"atlas_jun_4_1","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13701],5,0,0,0,3885,"Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3674,"atlas_jun_4_2","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13701],5,0,0,0,46920,"Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3675,"atlas_jun_4_3","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNode1.dds",[13701],5,0,0,0,61076,"Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Betrayal Syndicate Reinforcement Chance","Chances de renforts du Syndicat","Chance auf Verstärkung von Syndikatsmitgliedern","ビトレイアルシンジケート援兵出現確率","배신 연합 지원군 확률","Chance de Reforços do Sindicato Betrayal","Шанс подкрепления Синдиката в Предательстве","Probabilidad de refuerzos del Sindicato de Betrayal","องค์กรทรยศ - โอกาสกำลังเสริม","反叛密教增援機率",769,0,0,0,0,"",[13701],0,[],""
3676,"atlas_jun_4_4","Art/2DArt/SkillIcons/passives/AtlasTrees/JunNotable6.dds",[13706],10,0,0,0,33361,"Intelligence Gathering","Collecte de renseignements","Informationsgewinnung","情報収集","정보 수집","Acúmulo de Informações","Сбор сведений","Recopilación de información","Intelligence Gathering","情報蒐集",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Intelligence Gathering","Collecte de renseignements","Informationsgewinnung","情報収集","정보 수집","Acúmulo de Informações","Сбор сведений","Recopilación de información","Intelligence Gathering","情報蒐集",513,0,0,0,0,"",[13706],0,[],""
3677,"atlas_labyrinth_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/AscendancyNode.dds",[13625],2,0,0,0,28705,"Labyrinth Trial Chance","Chances d'Épreuve du Labyrinthe","Chance auf Prüfungen des Labyrinths","ラビリンスの試練出現確率","미궁 도전 확률","Chance de Provação do Labirinto","Шанс испытания Лабиринта","Probabilidad de prueba del Laberinto","เขาวงกต - โอกาสบททดสอบเขาวงกต","帝王迷宮機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Labyrinth Trial Chance","Chances d'Épreuve du Labyrinthe","Chance auf Prüfungen des Labyrinths","ラビリンスの試練出現確率","미궁 도전 확률","Chance de Provação do Labirinto","Шанс испытания Лабиринта","Probabilidad de prueba del Laberinto","เขาวงกต - โอกาสบททดสอบเขาวงกต","帝王迷宮機率",257,0,0,0,0,"",[13625],0,[],""
3678,"atlas_labyrinth_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/AscendancyNode.dds",[13625],2,0,0,0,6331,"Labyrinth Trial Chance","Chances d'Épreuve du Labyrinthe","Chance auf Prüfungen des Labyrinths","ラビリンスの試練出現確率","미궁 도전 확률","Chance de Provação do Labirinto","Шанс испытания Лабиринта","Probabilidad de prueba del Laberinto","เขาวงกต - โอกาสบททดสอบเขาวงกต","帝王迷宮機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Labyrinth Trial Chance","Chances d'Épreuve du Labyrinthe","Chance auf Prüfungen des Labyrinths","ラビリンスの試練出現確率","미궁 도전 확률","Chance de Provação do Labirinto","Шанс испытания Лабиринта","Probabilidad de prueba del Laberinto","เขาวงกต - โอกาสบททดสอบเขาวงกต","帝王迷宮機率",257,0,0,0,0,"",[13625],0,[],""
3679,"atlas_labyrinth_1_3","Art/2DArt/SkillIcons/passives/AtlasTrees/Ascendancy.dds","[13625,15779]",4,20,0,0,39180,"Trial of Glory","Épreuve de gloire","Prüfung des Ruhms","栄光の試練","영광의 시련","Provação Gloriosa","Испытание славой","Prueba de la gloria","Trial of Glory","榮耀試煉",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Trial of Glory","Épreuve de gloire","Prüfung des Ruhms","栄光の試練","영광의 시련","Provação da Glória","Испытание славой","Prueba de la gloria","Trial of Glory","榮耀試煉",1281,0,0,0,0,"",[13625],0,[],""
3680,"atlas_labyrinth_1_4","Art/2DArt/SkillIcons/passives/AtlasTrees/AscendancyNode.dds",[13625],2,0,0,0,44997,"Labyrinth Trial Chance","Chances d'Épreuve du Labyrinthe","Chance auf Prüfungen des Labyrinths","ラビリンスの試練出現確率","미궁 도전 확률","Chance de Provação do Labirinto","Шанс испытания Лабиринта","Probabilidad de prueba del Laberinto","เขาวงกต - โอกาสบททดสอบเขาวงกต","帝王迷宮機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Labyrinth Trial Chance","Chances d'Épreuve du Labyrinthe","Chance auf Prüfungen des Labyrinths","ラビリンスの試練出現確率","미궁 도전 확률","Chance de Provação do Labirinto","Шанс испытания Лабиринта","Probabilidad de prueba del Laberinto","เขาวงกต - โอกาสบททดสอบเขาวงกต","帝王迷宮機率",257,0,0,0,0,"",[13625],0,[],""
3681,"atlas_legion_1_1","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13517],4,0,0,0,50434,"Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",12801,0,0,0,0,"",[17062],0,[],""
3682,"atlas_legion_1_2","Art/2DArt/SkillIcons/passives/AtlasTrees/LegionNode1.dds",[13517],4,0,0,0,11134,"Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",1,"","","","Legion Monolith Chance","Chances de Monolithe de Légions","Chance auf Legion-Monolithen","リージョンの石柱出現確率","군단 기둥 확률","Chance de Monólito de Legiões","Шанс появления монолита Легиона","Probabilidad de monolito de Legion","กองพัน - โอกาสเสาหินกองพัน","戰亂石陣機率",12801,0,0,0,0,"",[17062],0,[],""
