"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","i32","Text2 (English)","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection (English)","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
2495,5," the Deadly","[49,53,72,50,76,75,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",145559521," the Deadly","<if:MS>{, le Mortel}<elif:FS>{, la Mortelle}<elif:NS>{NONEXISTENT}<elif:MP>{, le Mortel}<elif:FP>{, la Mortelle}<elif:NP>{NONEXISTENT}","<if:MS>{ der Tödliche}<elif:FS>{ die Tödliche}<elif:NS>{ das Tödliche}<elif:MP>{ die Tödlichen}<elif:FP>{ die Tödlichen}<elif:NP>{ die Tödlichen}","殺し屋、"," 치명적인 자","<if:MS>{ o Mortal}<elif:FS>{ a Mortal}<elif:NS>{ o Mortal}<elif:MP>{ os Mortais}<elif:FP>{ as Mortais}<elif:NP>{ os Mortais}","убийца","<if:MS>{ el Mortífero}<elif:FS>{ la Mortífera}<elif:MP>{ los Mortíferos}<elif:FP>{ las Mortíferas}"," the Deadly"," 致命之靈","","","","","","","","","",""
2496,5," the Decorated","[223,0]","[1000,0]",-1144977247," the Decorated","<if:MS>{, le Décoré}<elif:FS>{, la Décorée}<elif:NS>{NONEXISTENT}<elif:MP>{, le Décoré}<elif:FP>{, la Décorée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ausgezeichnete}<elif:FS>{ die Ausgezeichnete}<elif:NS>{ das Ausgezeichnete}<elif:MP>{ die Ausgezeichneten}<elif:FP>{ die Ausgezeichneten}<elif:NP>{ die Ausgezeichneten}","叙勲者、"," 장식한 자","<if:MS>{ o Decorado}<elif:FS>{ a Decorada}<elif:NS>{ o Decorado}<elif:MP>{ os Decorados}<elif:FP>{ as Decoradas}<elif:NP>{ os Decorados}","богатей","<if:MS>{ el Condecorado}<elif:FS>{ la Condecorada}<elif:MP>{ los Condecorados}<elif:FP>{ las Condecoradas}"," the Decorated","華麗之靈","","","","","","","","","",""
2497,5," the Defiler","[224,56,73,51,52,139,0]","[1000,1000,1000,1000,1000,1000,0]",45201206," the Defiler","<if:MS>{, le Profanateur}<elif:FS>{, la Profanatrice}<elif:NS>{NONEXISTENT}<elif:MP>{, le Profanateur}<elif:FP>{, la Profanatrice}<elif:NP>{NONEXISTENT}","<if:MS>{ der Schänder}<elif:FS>{ die Schänderin}<elif:NS>{ das Schändende}<elif:MP>{ die Schänder}<elif:FP>{ die Schänderinnen}<elif:NP>{ die Schändenden}","汚す者、"," 모독자","<if:MS>{ o Poluidor}<elif:FS>{ a Poluidora}<elif:NS>{ o Poluidor}<elif:MP>{ os Poluidores}<elif:FP>{ as Poluidoras}<elif:NP>{ os Poluidores}","осквернитель","<if:MS>{ el Profanador}<elif:FS>{ la Profanadora}<elif:MP>{ los Profanadores}<elif:FP>{ las Profanadoras}"," the Defiler"," 汙濁之靈","","","","","","","","","",""
2498,5," the Demented","[224,48,56,51,139,0]","[1000,1000,1000,1000,1000,0]",-139709696," the Demented","<if:MS>{, le Dément}<elif:FS>{, la Démente}<elif:NS>{NONEXISTENT}<elif:MP>{, le Dément}<elif:FP>{, la Démente}<elif:NP>{NONEXISTENT}","<if:MS>{ der Demente}<elif:FS>{ die Demente}<elif:NS>{ das Demente}<elif:MP>{ die Dementen}<elif:FP>{ die Dementen}<elif:NP>{ die Dementen}","狂いし者、"," 발광한 자","<if:MS>{ o Demente}<elif:FS>{ a Demente}<elif:NS>{ o Demente}<elif:MP>{ os Dementes}<elif:FP>{ as Dementes}<elif:NP>{ os Dementes}","полудурок","<if:MS>{ el Demente}<elif:FS>{ la Demente}<elif:MP>{ los Dementes}<elif:FP>{ las Dementes}"," the Demented"," 狂亂之靈","","","","","","","","","",""
2499,5," the Depraved","[224,48,56,139,0]","[1000,1000,1000,1000,0]",1479785699," the Depraved","<if:MS>{, le Dépravé}<elif:FS>{, la Dépravée}<elif:NS>{NONEXISTENT}<elif:MP>{, le Dépravé}<elif:FP>{, la Dépravée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Entartete}<elif:FS>{ die Entartete}<elif:NS>{ das Entartete}<elif:MP>{ die Entarteten}<elif:FP>{ die Entarteten}<elif:NP>{ die Entarteten}","腐敗せし者、"," 부패한 자","<if:MS>{ o Depravado}<elif:FS>{ a Depravada}<elif:NS>{ o Depravado}<elif:MP>{ os Depravados}<elif:FP>{ as Depravadas}<elif:NP>{ os Depravados}","совратитель","<if:MS>{ el Depravado}<elif:FS>{ la Depravada}<elif:MP>{ los Depravados}<elif:FP>{ las Depravadas}"," the Depraved"," 墮落之靈","","","","","","","","","",""
2500,5," the Destroyer","[48,56,74,54,55,139,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",1512634651," the Destroyer","<if:MS>{, le Destructeur}<elif:FS>{, la Destructrice}<elif:NS>{NONEXISTENT}<elif:MP>{, le Destructeur}<elif:FP>{, la Destructrice}<elif:NP>{NONEXISTENT}","<if:MS>{ der Zerstörer}<elif:FS>{ die Zerstörerin}<elif:NS>{ das Zerstörende}<elif:MP>{ die Zerstörer}<elif:FP>{ die Zerstörerinnen}<elif:NP>{ die Zerstörenden}","破壊者、"," 파괴자","<if:MS>{ o Destruidor}<elif:FS>{ a Destruidora}<elif:NS>{ o Destruidor}<elif:MP>{ os Destruidores}<elif:FP>{ as Destruidoras}<elif:NP>{ os Destruidores}","разрушитель","<if:MS>{ el Destructor}<elif:FS>{ la Destructora}<elif:MP>{ los Destructores}<elif:FP>{ las Destructoras}"," the Destroyer"," 摧殘之靈","","","","","","","","","",""
2501,5," the Devoted","[223,224,0]","[1000,1000,0]",-1676835804," the Devoted","<if:MS>{, le Fervent}<elif:FS>{, la Fervente}<elif:NS>{NONEXISTENT}<elif:MP>{, le Fervent}<elif:FP>{, la Fervente}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ergebene}<elif:FS>{ die Ergebene}<elif:NS>{ das Ergebene}<elif:MP>{ die Ergebenen}<elif:FP>{ die Ergebenen}<elif:NP>{ die Ergebenen}","献身者、"," 헌신적인 자","<if:MS>{ o Devotado}<elif:FS>{ a Devotada}<elif:NS>{ o Devotado}<elif:MP>{ os Devotados}<elif:FP>{ as Devotadas}<elif:NP>{ os Devotados}","приверженец","<if:MS>{ el Fiel}<elif:FS>{ la Fiel}<elif:MP>{ los Fieles}<elif:FP>{ las Fieles}"," the Devoted","忠誠之靈","","","","","","","","","",""
2502,5," the Devourer","[224,49,72,50,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-1378020415," the Devourer","<if:MS>{, le Dévoreur}<elif:FS>{, la Dévoreuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Dévoreur}<elif:FP>{, la Dévoreuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Verschlinger}<elif:FS>{ die Verschlingerin}<elif:NS>{ das Verschlingende}<elif:MP>{ die Verschlinger}<elif:FP>{ die Verschlingerinnen}<elif:NP>{ die Verschlingenden}","貪る者、"," 포식자","<if:MS>{ o Devorador}<elif:FS>{ a Devoradora}<elif:NS>{ o Devorador}<elif:MP>{ os Devoradores}<elif:FP>{ as Devoradoras}<elif:NP>{ os Devoradores}","пожиратель","<if:MS>{ el Devorador}<elif:FS>{ la Devoradora}<elif:MP>{ los Devoradores}<elif:FP>{ las Devoradoras}"," the Devourer"," 噬魂之靈","","","","","","","","","",""
2503,5," the Devout","[223,0]","[1000,0]",1323327324," the Devout","<if:MS>{, le Dévôt}<elif:FS>{, la Dévôte}<elif:NS>{NONEXISTENT}<elif:MP>{, le Dévôt}<elif:FP>{, la Dévôte}<elif:NP>{NONEXISTENT}","<if:MS>{ der Religiöse}<elif:FS>{ die Religiöse}<elif:NS>{ das Religiöse}<elif:MP>{ die Religiösen}<elif:FP>{ die Religiösen}<elif:NP>{ die Religiösen}","聖職者、"," 독실한 자","<if:MS>{ o Devoto}<elif:FS>{ a Devota}<elif:NS>{ o Devoto}<elif:MP>{ os Devotos}<elif:FP>{ as Devotas}<elif:NP>{ os Devotos}","благочестивец","<if:MS>{ el Devoto}<elif:FS>{ la Devota}<elif:MP>{ los Devotos}<elif:FP>{ las Devotas}"," the Devout","虔誠之靈","","","","","","","","","",""
2504,5," the Drenched","[53,55,0]","[1000,1000,0]",44091273," the Drenched","<if:MS>{, le Trempé}<elif:FS>{, la Trempée}<elif:NS>{NONEXISTENT}<elif:MP>{, le Trempé}<elif:FP>{, la Trempée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Triefende}<elif:FS>{ die Triefende}<elif:NS>{ das Triefende}<elif:MP>{ die Triefenden}<elif:FP>{ die Triefenden}<elif:NP>{ die Triefenden}","濡れし者、"," 흠뻑 젖은 자","<if:MS>{ o Encharcado}<elif:FS>{ a Encharcada}<elif:NS>{ o Encharcado}<elif:MP>{ os Encharcados}<elif:FP>{ as Encharcadas}<elif:NP>{ os Encharcados}","мокрец","<if:MS>{ el Empapado}<elif:FS>{ la Empapada}<elif:MP>{ los Empapados}<elif:FP>{ las Empapadas}"," the Drenched"," 浸潤之靈","","","","","","","","","",""
2505,5," the Dripping","[53,55,0]","[1000,1000,0]",-174239662," the Dripping","<if:MS>{, le Dégoulinant}<elif:FS>{, la Dégoulinante}<elif:NS>{NONEXISTENT}<elif:MP>{, le Dégoulinant}<elif:FP>{, la Dégoulinante}<elif:NP>{NONEXISTENT}","<if:MS>{ der Tropfende}<elif:FS>{ die Tropfende}<elif:NS>{ das Tropfende}<elif:MP>{ die Tropfenden}<elif:FP>{ die Tropfenden}<elif:NP>{ die Tropfenden}","滴る者、"," 흐느끼는 자","<if:MS>{ o Ensopado}<elif:FS>{ a Ensopada}<elif:NS>{ o Ensopado}<elif:MP>{ os Ensopados}<elif:FP>{ as Ensopadas}<elif:NP>{ os Ensopados}","дождь","<if:MS>{ el Chorreante}<elif:FS>{ la Chorreante}<elif:MP>{ los Chorreantes}<elif:FP>{ las Chorreantes}"," the Dripping"," 水滴之靈","","","","","","","","","",""
2506,5," the Drooling","[49,72,75,52,140,0]","[1000,1000,1000,1000,1000,0]",1107813619," the Drooling","<if:MS>{, l'Écumeur}<elif:FS>{, l'Écumeuse}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Écumeur}<elif:FP>{, l'Écumeuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Geifernde}<elif:FS>{ die Geifernde}<elif:NS>{ das Geifernde}<elif:MP>{ die Geifernden}<elif:FP>{ die Geifernden}<elif:NP>{ die Geifernden}","渇望せし者、"," 굶주림","<if:MS>{ o Babão}<elif:FS>{ a Babona}<elif:NS>{ o Babão}<elif:MP>{ os Babões}<elif:FP>{ as Babonas}<elif:NP>{ os Babões}","трепач","<if:MS>{ el Baboso}<elif:FS>{ la Babosa}<elif:MP>{ los Babosos}<elif:FP>{ las Babosas}"," the Drooling"," 腐涎之靈","","","","","","","","","",""
2507,5," the Drowned","[53,55,0]","[1000,1000,0]",2002116684," the Drowned","<if:MS>{, le Noyé}<elif:FS>{, la Noyée}<elif:NS>{NONEXISTENT}<elif:MP>{, le Noyé}<elif:FP>{, la Noyée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ertrunkene}<elif:FS>{ die Ertrunkene}<elif:NS>{ das Ertrunkene}<elif:MP>{ die Ertrunkenen}<elif:FP>{ die Ertrunkenen}<elif:NP>{ die Ertrunkenen}","溺れし者、"," 물에 빠진 자","<if:MS>{ o Afogado}<elif:FS>{ a Afogada}<elif:NS>{ o Afogado}<elif:MP>{ os Afogados}<elif:FP>{ as Afogadas}<elif:NP>{ os Afogados}","утопленник","<if:MS>{ el Ahogado}<elif:FS>{ la Ahogada}<elif:MP>{ los Ahogados}<elif:FP>{ las Ahogadas}"," the Drowned"," 溺者之靈","","","","","","","","","",""
2508,5," the Drowner","[55,0]","[1000,0]",-544315411," the Drowner","<if:MS>{, le Naufrageur}<elif:FS>{, la Naufrageuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Naufrageur}<elif:FP>{, la Naufrageuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ertränker}<elif:FS>{ die Ertränkerin}<elif:NS>{ das Ertränkende}<elif:MP>{ die Ertränker}<elif:FP>{die Ertränkerinnen}<elif:NP>{ die Ertränkenden}","溺れさせる者、"," 익사한 자","<if:MS>{ o Afogador}<elif:FS>{ a Afogadora}<elif:NS>{ o Afogador}<elif:MP>{ os Afogadores}<elif:FP>{ as Afogadoras}<elif:NP>{ os Afogadores}","водяной","<if:MS>{ el Ahogador}<elif:FS>{ la Ahogadora}<elif:MP>{ los Ahogadores}<elif:FP>{ las Ahogadoras}"," the Drowner"," 溺刑之靈","","","","","","","","","",""
2509,5," the Dry","[74,54,51,52,0]","[1000,1000,1000,1000,0]",1281533893," the Dry","<if:MS>{, l'Aride}<elif:FS>{, l'Aride}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Aride}<elif:FP>{, l'Aride}<elif:NP>{NONEXISTENT}","<if:MS>{ der Trockene}<elif:FS>{ die Trockene}<elif:NS>{ das Trockene}<elif:MP>{ die Trockenen}<elif:FP>{ die Trockenen}<elif:NP>{ die Trockenen}","渇きし者、"," 마른 자","<if:MS>{ o Seco}<elif:FS>{ a Seca}<elif:NS>{ o Seco}<elif:MP>{ os Secos}<elif:FP>{ as Secas}<elif:NP>{ os Secos}","сушняк","<if:MS>{ el Seco}<elif:FS>{ la Seca}<elif:MP>{ los Secos}<elif:FP>{ las Secas}"," the Dry"," 乾涸之靈","","","","","","","","","",""
2510,5," the Ensnaring","[74,55,0]","[1000,1000,0]",100290239," the Ensnaring","<if:MS>{, le Piégeur}<elif:FS>{, la Piégeuse}<elif:NS>{NONEXISTENT}<elif:MP>{, le Piégeur}<elif:FP>{, la Piégeuse}<elif:NP>{NONEXISTENT}","<if:MS>{ der Verführer}<elif:FS>{ die Verführerin}<elif:NS>{ das Verführende}<elif:MP>{ die Verführer}<elif:FP>{ die Verführerinnen}<elif:NP>{ die Verführenden}","誘惑する者、"," 유혹하는 자","<if:MS>{ o Aprisionador}<elif:FS>{ a Aprisionadora}<elif:NS>{ o Aprisionador}<elif:MP>{ os Aprisionadores}<elif:FP>{ as Aprisionadoras}<elif:NP>{ os Aprisionadores}","ловчий","<if:MS>{ el Atrapador}<elif:FS>{ la Atrapadora}<elif:MP>{ los Atrapadores}<elif:FP>{ las Atrapadoras}"," the Ensnaring"," 窒息之靈","","","","","","","","","",""
2511,5," the Eternal","[74,53,54,51,0]","[1000,1000,1000,1000,0]",20913345," the Eternal","<if:MS>{, l'Éternel}<elif:FS>{, l'Éternelle}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Éternel}<elif:FP>{, l'Éternelle}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ewige}<elif:FS>{ die Ewige}<elif:NS>{ das Ewige}<elif:MP>{ die Ewigen}<elif:FP>{ die Ewigen}<elif:NP>{ die Ewigen}","永遠なる者、"," 영원한 자","<if:MS>{ o Eterno}<elif:FS>{ a Eterna}<elif:NS>{ o Eterno}<elif:MP>{ os Eternos}<elif:FP>{ as Eternas}<elif:NP>{ os Eternos}","долгожитель","<if:MS>{ el Eterno}<elif:FS>{ la Eterna}<elif:MP>{ los Eternos}<elif:FP>{ las Eternas}"," the Eternal"," 永恆之靈","","","","","","","","","",""
2512,5," the Ethereal","[53,55,0]","[1000,1000,0]",-1767386166," the Ethereal","<if:MS>{, l'Éthéré}<elif:FS>{, l'Éthérée}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Éthéré}<elif:FP>{, l'Éthérée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ätherische}<elif:FS>{ die Ätherische}<elif:NS>{ das Ätherische}<elif:MP>{ die Ätherischen}<elif:FP>{ die Ätherischen}<elif:NP>{ die Ätherischen}","幽玄なる者、"," 천상에 속한 자","<if:MS>{ o Etéreo}<elif:FS>{ a Etérea}<elif:NS>{ o Etéreo}<elif:MP>{ os Etéreos}<elif:FP>{ as Etéreas}<elif:NP>{ os Etéreos}","дух","<if:MS>{ el Etéreo}<elif:FS>{ la Etérea}<elif:MP>{ los Etéreos}<elif:FP>{ las Etéreas}"," the Ethereal"," 虛無之靈","","","","","","","","","",""
2513,5," the Ever-hungry","[224,48,49,72,50,76,75,52,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-700749370," the Ever-hungry","<if:MS>{, l'Insatiable}<elif:FS>{, l'Insatiable}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Insatiable}<elif:FP>{, l'Insatiable}<elif:NP>{NONEXISTENT}","<if:MS>{ der Immerhungrige}<elif:FS>{ die Immerhungrige}<elif:NS>{ das Immerhungrige}<elif:MP>{ die Immerhungrigen}<elif:FP>{ die Immerhungrigen}<elif:NP>{ die Immerhungrigen}","永遠の餓え、"," 영원히 굶주린 자","<if:MS>{ o Voraz}<elif:FS>{ a Voraz}<elif:NS>{ o Voraz}<elif:MP>{ os Vorazes}<elif:FP>{ as Vorazes}<elif:NP>{ os Vorazes}","живоглот","<if:MS>{ el Siempre Hambriento}<elif:FS>{ la Siempre Hambrienta}<elif:MP>{ los Siempre Hambrientos}<elif:FP>{ las Siempre Hambrientas}"," the Ever-hungry"," 飢餓之靈","","","","","","","","","",""
2514,5," the Ever-thirsty","[224,48,49,72,76,55,75,139,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",206316595," the Ever-thirsty","<if:MS>{, l'Assoiffé}<elif:FS>{, l'Assoiffée}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Assoiffé}<elif:FP>{, l'Assoiffée}<elif:NP>{NONEXISTENT}","<if:MS>{ der Immerdurstige}<elif:FS>{ die Immerdurstige}<elif:NS>{ das Immerdurstige}<elif:MP>{ die Immerdurstigen}<elif:FP>{ die Immerdurstigen}<elif:NP>{ die Immerdurstigen}","永遠の渇き、"," 영원히 목마른 자","<if:MS>{ o Sedento}<elif:FS>{ a Sedenta}<elif:NS>{ o Sedento}<elif:MP>{ os Sedentos}<elif:FP>{ as Sedentas}<elif:NP>{ os Sedentos}","проглот","<if:MS>{ el Siempre Sediento}<elif:FS>{ la Siempre Sedienta}<elif:MP>{ los Siempre Sedientos}<elif:FP>{ las Siempre Sedientas}"," the Ever-thirsty"," 渴求之靈","","","","","","","","","",""
2515,5," the Executioner","[223,224,48,56,54,51,138,0]","[1000,1000,1000,1000,1000,1000,1000,0]",-130031011," the Executioner","<if:MS>{, l'Exécuteur}<elif:FS>{, l'Exécutrice}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Exécuteur}<elif:FP>{, l'Exécutrice}<elif:NP>{NONEXISTENT}","<if:MS>{ der Henker}<elif:FS>{ die Henkerin}<elif:NS>{ das Henkende}<elif:MP>{ die Henker}<elif:FP>{ die Henkerinnen}<elif:NP>{ die Henkenden}","処刑人、"," 사형 집행자","<if:MS>{ o Executor}<elif:FS>{ a Executora}<elif:NS>{ o Executor}<elif:MP>{ os Executores}<elif:FP>{ as Executoras}<elif:NP>{ os Executores}","палач","<if:MS>{ el Ejecutor}<elif:FS>{ la Ejecutora}<elif:MP>{ los Ejecutores}<elif:FP>{ las Ejecutoras}"," the Executioner"," 行刑之靈","","","","","","","","","",""
2516,5," the Faceshredder","[49,56,72,50,76,75,52,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-1924553366," the Faceshredder","<if:MS>{, le Déchiqueteur de visages}<elif:FS>{ la Déchiqueteuse de visages}<elif:NS>{NONEXISTENT}<elif:MP>{, le Déchiqueteur de visages}<elif:FP>{ la Déchiqueteuse de visages}<elif:NP>{NONEXISTENT}","<if:MS>{ der Gesichtsschlitzer}<elif:FS>{ die Gesichtsschlitzerin}<elif:NS>{ das Gesichtsschlitzende}<elif:MP>{ die Gesichtsschlitzer}<elif:FP>{ die Gesichtsschlitzerinnen}<elif:NP>{ die Gesichtsschlitzenden}","顔砕き、"," 안면 파괴자","<if:MS>{ o Tritura-Faces}<elif:FS>{ a Tritura-Faces}<elif:NS>{ o Tritura-Faces}<elif:MP>{ os Tritura-Faces}<elif:FP>{ as Tritura-Faces}<elif:NP>{ os Tritura-Faces}","живодер","<if:MS>{ el Destroza Rostros}<elif:FS>{ la Destroza Rostros}<elif:MP>{ los Destroza Rostros}<elif:FP>{ las Destroza Rostros}"," the Faceshredder"," 碎面之靈","","","","","","","","","",""
2517,5," the Faithless","[224,0]","[1000,0]",-456026465," the Faithless","<if:MS>{, l'Infidèle}<elif:FS>{, l'Infidèle}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Infidèle}<elif:FP>{, l'Infidèle}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ungläubige}<elif:FS>{ die Ungläubige}<elif:NS>{ das Ungläubige}<elif:MP>{ die Ungläubigen}<elif:FP>{ die Ungläubigen}<elif:NP>{ die Ungläubigen}","神無き者、"," 믿음을 잃은 자","<if:MS>{ o Sem Fé}<elif:FS>{ a Sem Fé}<elif:NS>{ o Sem Fé}<elif:MP>{ os Sem Fé}<elif:FP>{ as Sem Fé}<elif:NP>{ os Sem Fé}","безбожник","<if:MS>{ el Infiel}<elif:FS>{ la Infiel}<elif:MP>{ los Infieles}<elif:FP>{ las Infieles}"," the Faithless","無神之靈","","","","","","","","","",""
2518,5," the Faithful","[223,0]","[1000,0]",-80606510," the Faithless","<if:MS>{, l'Infidèle}<elif:FS>{, l'Infidèle}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Infidèle}<elif:FP>{, l'Infidèle}<elif:NP>{NONEXISTENT}","<if:MS>{ der Ungläubige}<elif:FS>{ die Ungläubige}<elif:NS>{ das Ungläubige}<elif:MP>{ die Ungläubigen}<elif:FP>{ die Ungläubigen}<elif:NP>{ die Ungläubigen}","信心深き者、"," 믿음을 잃은 자","<if:MS>{ o Sem Fé}<elif:FS>{ a Sem Fé}<elif:NS>{ o Sem Fé}<elif:MP>{ os Sem Fé}<elif:FP>{ as Sem Fé}<elif:NP>{ os Sem Fé}","безбожник","<if:MS>{ el Infiel}<elif:FS>{ la Infiel}<elif:MP>{ los Infieles}<elif:FP>{ las Infieles}"," the Faithless","信仰之靈","","","","","","","","","",""
2519,5," the Fallen","[56,53,73,51,139,0]","[1000,1000,1000,1000,1000,0]",936557493," the Fallen","<if:MS>{, le Déchu}<elif:FS>{, la Déchue}<elif:NS>{NONEXISTENT}<elif:MP>{, le Déchu}<elif:FP>{, la Déchue}<elif:NP>{NONEXISTENT}","<if:MS>{ der Gefallene}<elif:FS>{ die Gefallene}<elif:NS>{ das Gefallene}<elif:MP>{ die Gefallenen}<elif:FP>{ die Gefallenen}<elif:NP>{ die Gefallenen}","堕ちし者、"," 몰락자","<if:MS>{ o Caído}<elif:FS>{ a Caída}<elif:NS>{ o Caído}<elif:MP>{ os Caídos}<elif:FP>{ as Caídas}<elif:NP>{ os Caídos}","грешник","<if:MS>{ el Caído}<elif:FS>{ la Caída}<elif:MP>{ los Caídos}<elif:FP>{ las Caídas}"," the Fallen"," 沉淪之靈","","","","","","","","","",""
2520,5," the Fathomstalker","[53,55,0]","[1000,1000,0]",-1103746756," the Fathomstalker","<if:MS>{, le Traqueur des tréfonds}<elif:FS>{, la Traqueuse des tréfonds}<elif:NS>{NONEXISTENT}<elif:MP>{, le Traqueur des tréfonds}<elif:FP>{, la Traqueuse des tréfonds}<elif:NP>{NONEXISTENT}","<if:MS>{ der Klafterpirscher}<elif:FS>{ die Klafterpirscherin}<elif:NS>{ das Klafterpirschende}<elif:MP>{ die Klafterpirscher}<elif:FP>{ die Klafterpirscherinnen}<elif:NP>{ die Klafterpirschenden}","水底より出でし者、"," 깊이를 재는 자","<if:MS>{ o Sondador}<elif:FS>{ a Sondadora}<elif:NS>{ o Sondador}<elif:MP>{ os Sondadores}<elif:FP>{ as Sondadoras}<elif:NP>{ os Sondadores}","утопец","<if:MS>{ el Acosador de las Profundidades}<elif:FS>{ la Acosadora de las Profundidades}<elif:MP>{ los Acosadores de las Profundidades}<elif:FP>{ las Acosadoras de las Profundidades}"," the Fathomstalker"," 絕域之靈","","","","","","","","","",""
2521,5," the Fearless","[223,48,74,54,139,138,0]","[1000,1000,1000,1000,1000,1000,0]",-2047167256," the Fearless","<if:MS>{, le Téméraire}<elif:FS>{, la Téméraire}<elif:NS>{NONEXISTENT}<elif:MP>{, le Téméraire}<elif:FP>{, la Téméraire}<elif:NP>{NONEXISTENT}","<if:MS>{ der Furchtlose}<elif:FS>{ die Furchtlose}<elif:NS>{ das Furchtlose}<elif:MP>{ die Furchtlosen}<elif:FP>{ die Furchtlosen}<elif:NP>{ die Furchtlosen}","勇敢なる者、"," 용맹한 자","<if:MS>{ o Destemido}<elif:FS>{ a Destemida}<elif:NS>{ o Destemido}<elif:MP>{ os Destemidos}<elif:FP>{ as Destemidas}<elif:NP>{ os Destemidos}","смельчак","<if:MS>{ el Valeroso}<elif:FS>{ la Valerosa}<elif:MP>{ los Valerosos}<elif:FP>{ las Valerosas}"," the Fearless"," 無懼之靈","","","","","","","","","",""
2522,5," the Ferocious","[49,72,50,76,52,139,138,140,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-730861483," the Ferocious","<if:MS>{, le Féroce}<elif:FS>{, la Féroce}<elif:NS>{NONEXISTENT}<elif:MP>{, le Féroce}<elif:FP>{, la Féroce}<elif:NP>{NONEXISTENT}","<if:MS>{ der Grimmige}<elif:FS>{ die Grimmige}<elif:NS>{ das Grimmige}<elif:MP>{ die Grimmigen}<elif:FP>{ die Grimmigen}<elif:NP>{ die Grimmigen}","凶暴なる者、"," 맹렬한 자","<if:MS>{ o Feroz}<elif:FS>{ a Feroz}<elif:NS>{ o Feroz}<elif:MP>{ os Ferozes}<elif:FP>{ as Ferozes}<elif:NP>{ os Ferozes}","злыдень","<if:MS>{ el Feroz}<elif:FS>{ la Feroz}<elif:MP>{ los Feroces}<elif:FP>{ las Feroces}"," the Ferocious"," 殘暴之靈","","","","","","","","","",""
2523,5," the Filthy","[48,49,52,0]","[1000,1000,1000,0]",1585489304," the Filthy","<if:MS>{, l'Immonde}<elif:FS>{, l'Immonde}<elif:NS>{NONEXISTENT}<elif:MP>{, l'Immonde}<elif:FP>{, l'Immonde}<elif:NP>{NONEXISTENT}","<if:MS>{ der Unflätige}<elif:FS>{ die Unflätige}<elif:NS>{ das Unflätige}<elif:MP>{ die Unflätigen}<elif:FP>{ die Unflätigen}<elif:NP>{ die Unflätigen}","不浄なる者、"," 더러운 자","<if:MS>{ o Imundo}<elif:FS>{ a Imunda}<elif:NS>{ o Imundo}<elif:MP>{ os Imundos}<elif:FP>{ as Imundas}<elif:NP>{ os Imundos}","подлец","<if:MS>{ el Asqueroso}<elif:FS>{ la Asquerosa}<elif:MP>{ los Asquerosos}<elif:FP>{ las Asquerosas}"," the Filthy"," 汙穢之靈","","","","","","","","","",""
