"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName (English)","SupportSkillName (French)","SupportSkillName (German)","SupportSkillName (Japanese)","SupportSkillName (Korean)","SupportSkillName (Portuguese)","SupportSkillName (Russian)","SupportSkillName (Spanish)","SupportSkillName (Thai)","SupportSkillName (Traditional Chinese)","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","[rid]"
664,6698,1727,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,24,[0]
665,6699,957,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,24,[0]
666,6700,942,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,24,[0]
667,6701,104,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,24,[0]
668,6702,8269,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,25,[0]
669,6703,906,0,0,100,"[11,25,4,14,2,38]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,25,[0]
670,6704,1999,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,25,[0]
671,6705,891,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,25,[0]
672,6706,8320,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,24,[0]
673,6707,1847,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,25,[0]
674,6708,1145,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,24,[0]
675,6709,9292,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,24,[0]
676,6710,836,0,0,100,"[47,11,25,4,5,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,24,[0]
677,6711,2298,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.","Modifie les aptitudes de frappe de mêlée, permettant à ces aptitudes d'infliger des dégâts collatéraux à tous les ennemis situés autour de la cible.","Unterstützt Nahkampf-Schlagfertigkeiten und bewirkt, dass der Nahkampfschlag Streuschaden um jedes getroffene Ziel verursacht.","近接ストライクスキルをサポートし、近接攻撃がヒットした際、スプラッシュダメージを与える。","근접 타격 스킬에 적용됩니다. 근접 타격이 대상에 명중할 때마다 주변의 적에게 범위 피해를 줍니다.","Suporta habilidades de golpe corpo a corpo, fazendo com que seu acerto corpo a corpo cause dano propagado ao redor de cada alvo atingido.","Усиливает умения ударов ближнего боя. Удары в ближнем бою наносят урон по области вокруг каждой поражённой цели.","Asiste habilidades de golpe cuerpo a cuerpo y permite que su golpe cuerpo a cuerpo inflija daño colateral alrededor de cada objetivo que golpeen.","ใช้เสริม สกิลฟาดประชิด ทำให้การฟาดประชิดของสกิลเหล่านี้สร้างความเสียหายกระจายรอบเป้าหมายแต่ละตัวที่ถูกปะทะ","輔助近戰打擊技能，每擊中目標使近戰攻擊擴散傷害至目標附近。","","","","","","","","","","","","","",1,"","","",1,1,"","","","",1,25,[0]
678,6529,10471,0,0,100,"[11,25,4,14,3,5]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,5,[0]
679,6528,10470,0,60,40,"[47,10,25,4,22,15,35]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,10,[0]
680,6530,10472,0,0,100,"[11,25,4,14,2,46]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
681,6531,10473,0,100,0,"[20,10,25,13,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
682,6532,10474,0,100,0,"[10,25,13,14,2,5,6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,8,[0]
683,6533,10475,100,0,0,"[9,25,13,14,33,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,0,[0]
684,6536,5955,0,0,100,"[11,25,4,15,8]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,12,[0]
685,6534,10477,0,100,0,"[5,10,16,19]","","","Supports skills that summon ballista totems. Cannot modify the skills of minions.","Modifie les aptitudes qui invoquent des Totems baliste. Ne peut pas modifier mes aptitudes des Créatures.","Unterstützt Fertigkeiten, die Ballistentotems beschwören. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","バリスタトーテムを召喚するスキルをサポートする。ミニオンのスキルには影響しない。","쇠뇌 토템을 소환하는 스킬에 적용됩니다. 소환수가 사용하는 스킬에는 적용되지 않습니다.","Suporta habilidades que convocam totens de balista. Não pode modificar as habilidades de lacaios.","Усиливает умения, призывающие тотемы-баллисты. Не усиливает умения приспешников.","Asiste habilidades que invocan tótems balista. No puede modificar las habilidades de los esbirros.","ใช้เสริมสกิลที่อัญเชิญ โทเทมหน้าไม้ ไม่สามารถใช้แก้ไขสกิลที่มิเนียนใช้ได้","輔助召喚砲塔圖騰的技能。不能調整召喚物的技能。",13890,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,9,[0]
686,6538,10478,0,0,100,"[11,25,33,8,4]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
687,6535,10481,100,0,0,"[9,16,7,13,36]","","","Supports strike skills.","Modifie les aptitudes de Frappe.","Unterstützt Schlag-Fertigkeiten.","ストライクスキルをサポートする。","타격 스킬에 적용됩니다.","Suporta habilidades de golpe.","Усиливает умения ударов.","Asiste habilidades de golpe.","ใช้เสริม สกิลฟาด","輔助打擊技能。",13892,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,11,[0]
688,6537,10482,100,0,0,"[9,25,13,7,36,14,15,33]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
689,6539,10493,0,100,0,"[10,25,13,14,0,1,2,5]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,8,[0]
690,6540,10524,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
691,6541,10557,0,100,0,"[10,25,13,14,3,5]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
692,6542,10558,0,100,0,"[10,25,4,8]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,8,[0]
693,6543,10559,0,60,40,"[10,25,4]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,10,[0]
694,6544,10561,0,60,40,"[10,25,4,15,33,14,44]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,10,[0]
695,6545,10564,0,0,100,"[11,25,4,2]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,7,[0]
696,6546,10566,0,0,100,"[11,25,4,15,49]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,10,[0]
697,6547,10567,100,0,0,"[9,25,4,15,49,0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,10,[0]
698,6548,10568,40,60,0,"[10,25,4,15,49]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,10,[0]
699,6549,10569,60,0,40,"[9,25,4,15,49]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,10,[0]
700,6550,10570,0,100,0,"[26,10,25,4,15,49]","","","Supports spell skills, causing them to be triggered by Intuitive Link. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","Modifie les aptitudes de sorts en leur permet d'être déclenchées par Lien d'intuition. Ne peut pas modifier les aptitudes de totems, de pièges et de mines. Ne permet pas de déclencher les aptitudes vaal, les aptitudes canalisées et les aptitudes avec un coût de réservation.","Unterstützt Zauberfertigkeiten, wodurch diese durch die Intuitive Verbindung ausgelöst werden. Kann keine Totem-, Fallen- oder Minenfertigkeiten unterstützen. Vaal-, Kanalisierungsfertigkeiten und Fertigkeiten mit Reservierungskosten, können nicht ausgelöst werden.","スペルスキルをサポートし、インテュイティブリンクでトリガーできるようにする。トーテム、トラップ、マインで使用されるスキルはサポートできない。ヴァールスキル、チャネリングスキル、リザーブするスキルはトリガーできない。","주문 스킬을 보조하여 직관의 연결로 발동시킵니다. 토템, 덫, 지뢰 스킬에는 적용되지 않으며 바알 스킬, 집중 유지 스킬, 점유가 있는 스킬은 발동되지 않습니다.","Suporta habilidades mágicas, fazendo com que elas sejam ativadas pelo Vínculo Intuitivo. Não pode suportar habilidades usadas por totens, armadilhas ou minas. Habilidades Vaal, habilidades canalizadas e habilidades com uma reserva não podem ser ativadas.","Усиливает умения чар, вызывая их срабатывание за счёт Подсознательной связи. Нельзя усилить умения, используемые тотемами, ловушками и минами. Невозможно вызвать срабатывание умений ваал, поддерживаемых умений и умений с удержанием.","Asiste habilidades de hechizos y hace que Vínculo intuitivo las active. No puede asistir habilidades usadas por tótems, trampas ni minas. No puede activar habilidades vaal, habilidades de canalización ni habilidades con reserva.","ใช้เสริม สกิลเวท ทำให้ถูกทริกเกอร์โดย ประสานสัญชาตญาณ ไม่สามารถเสริมสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ สกิลวาล์, แชนเนล, สกิลที่มีค่าสำรอง ไม่สามารถถูกทริกเกอร์ได้","輔助法術技能，使它們被連結：直覺觸發。不能輔助圖騰、陷阱和地雷技能。瓦爾技能、引導時施放技能和保留技能無法被觸發。","",10571,"","Intuitive Link Support","Soutien : Lien d'intuition","Unterstützung: Intuitive Verbindung","インテュイティブリンクサポート","직관의 연결 보조","Suporte: Vínculo Intuitivo","Подсознательная связь","Asistencia de Vínculo intuitivo","หินเสริม Intuitive Link","連結：直覺輔助","","","","",1,1,"","","","",2,10,[0]
701,6551,10572,0,40,60,"[47,11,25,4,15,49]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,10,[0]
702,6552,9117,60,0,40,"[9,16,12,15,50]","","","Supports aura skills that create permanent auras around you, changing their reservation to a cost and making them temporary. Cannot support banner or stance skills.","Modifie les aptitudes d'aura qui créent une aura permanente autour de vous. Remplace leur réservation par un coût à payer, mais rend leur effet temporaire. Ne fonctionne pas avec les aptitudes d'Étendard ou de Posture.","Unterstützt Aura-Fertigkeiten, die permanente Auren um Euch herum erzeugen, ihre Reservierung zu Kosten verändern und sie dadurch temporär machen. Kann keine Banner-Fertigkeiten unterstützen.","使用者の周りに恒久的なオーラを生成するオーラスキルをサポートし、そのリザーブをコストに変換し、効果を一時的なものにする。バナーおよびスタンススキルはサポートできない。","플레이어 주변에 영구적인 오라를 생성하는 오라 스킬에 적용됩니다. 오라의 점유가 소모로 바뀌며 일시적 오라로 변경됩니다. 깃발 또는 태세 스킬에는 적용되지 않습니다","Suporta habilidades de aura que criam auras permanentes ao seu redor, mudando sua reserva para um custo e tornando-as temporárias. Não pode suportar habilidades de estandarte ou postura.","Усиливает умения аур, создающие постоянные ауры вокруг героя, заменяя удержание расходом и делая ауры временными. Не может усиливать умения знамён и стоек.","Asiste habilidades de aura que crean auras permanentes a tu alrededor, cambia su reserva por un costo y las vuelve temporales. No puede asistir habilidades de estandarte ni de postura. ","ใช้เสริม สกิลออร่า ที่สร้างออร่าถาวรรอบตัวคุณ เปลี่ยนค่าสำรองของสกิลเหล่านี้เป็นค่าใช้งาน และทำให้มีผลชั่วคราว ไม่สามารถเสริม สกิลธงหรือกระบวนท่า ได้","輔助在你附近製造永久光環的光環技能，使它們的保留改變為消耗並且為暫時的。不能輔助鬥旗和姿態技能。",13894,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,9,[0]
703,6553,10573,0,100,0,"[10,16,43,26]","","","Supports mark curse skills.","Modifie les aptitudes de Malédiction qui sont des Marques.","Unterstützt Mal-Fluch-Fertigkeiten.","呪印スキルをサポートする。","징표 저주 스킬에 적용됩니다.","Suporta habilidades de maldição Marca.","Усиливает умения проклятий-меток.","Asiste habilidades de maldición de señales.","ใช้เสริม สกิลคำสาปแช่ง","輔助印記詛咒技能。",13893,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,11,[0]
704,6554,10574,100,0,0,"[9,16,12,50]","","","Supports aura skills that reserve life or mana to create auras around you.","Modifie les aptitudes d'aura qui créent une aura autour de vous et réservent votre vie ou votre mana.","Unterstützt Fertigkeiten, die Leben oder Mana reservieren, um Auren um Euch herum zu erzeugen.","ライフまたはマナをリザーブし、使用者の周りにオーラを生成するオーラスキルをサポートする。","플레이어 주변에 오라를 생성하기 위해 생명력 또는 마나를 점유하는 오라 스킬에 적용됩니다.","Suporta habilidades de aura que reservam vida ou mana para criar auras ao seu redor.","Усиливает умения аур, удерживающие здоровье или ману для создания аур вокруг героя.","Asiste habilidades de aura que reservan vida o maná para crear auras a tu alrededor.","ใช้เสริม สกิลออร่า ที่สำรองพลังชีวิตหรือมานาเพื่อสร้างออร่ารอบตัวคุณ","輔助保留生命或魔力再你附近製造光環的光環技能。",13895,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,11,[0]
705,6555,10633,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13896,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,6,[0]
706,6712,10634,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
707,6713,10636,0,0,100,"[11,25,4,14,15,2,18,44]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,5,[0]
708,6714,10637,0,100,0,"[10,25,4,17,43,14,15,0,3]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,7,[0]
709,6715,10654,100,0,0,"[7,9,25,13,5,14,40,0]",6720,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,4,[0]
710,6720,10655,100,0,0,"[7,9,25,13,5,14,40,0,24]","",1,"","","","","","","","","","","",10654,"","","","","","","","","","","","","","","",1,1,"","","","",1,4,[0]
711,6718,10652,60,0,40,"[9,25,4,1,13,14,7]","","","","","","","","","","","","","",10653,"","","","","","","","","","","","","","","",1,1,"","","","",1,10,[0]
712,6719,10651,60,40,0,"[9,25,13,14,33,24,15,7]","",1,"","","","","","","","","","","",166,"","","","","","","","","","","","","","","",1,1,"","","","",1,0,[0]
713,6721,10656,0,100,0,"[10,25,13,5,14,15,3,24,6]","",1,"","","","","","","","","","","",587,"","","","","","","","","","","","","","","",1,1,"","","","",2,0,[0]
714,6717,3322,100,0,0,"[9,25,13,5,14,7,36,0,18,24]","",1,"","","","","","","","","","","",3320,"","","","","","","","","","","","","","","",1,1,"","","","",1,0,[0]
715,6556,10657,0,0,100,"[14,15,11,16,42]","","","Supports non-aura hex curse skills.","Modifie les aptitudes de Malédiction qui ne sont pas des Auras","Unterstützt Verhexungs-Fluchzauber (Auren ausgenommen).","オーラ以外の呪術スキルをサポートする。","비-오라 사술 저주 스킬에 적용됩니다.","Suporta habilidades não aura de feitiços maldição.","Усиливает умения проклятий порчи, не являющиеся аурами.","Asiste habilidades de maldición de maleficio que no son de aura.","ใช้เสริม สกิลคำสาปสะกดที่ไม่ใช่ออร่า","輔助非光環咒術詛咒技能。",13897,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,9,[0]
716,6557,10658,0,0,100,"[11,16,42]","","","Supports hex curse skills. Hexes from auras or cursed ground cannot transfer.","Modifie les aptitudes de Malédiction. Les Calamités provenant d'Auras ou du Sol maudit ne peuvent pas être transférées.","Unterstützt Verhexungs-Fluchzauber. Verhexungen von Auren oder verfluchtem Boden können nicht übertragen werden.","呪術スキルをサポートする。オーラまたは呪い領域による呪術を伝搬することはできない。","사술 저주 스킬에 적용됩니다. 오라 또는 저주받은 지대로 건 사술은 전이되지 않습니다.","Suporta habilidades de feitiços maldição. Feitiços de auras ou solo maldito não podem ser transferidos.","Усиливает умения проклятий порчи. Порчи от аур и проклятой земли не могут передаваться.","Asiste habilidades de maldición de maleficio. No se pueden transferir los maleficios de las auras ni del suelo maldito.","ใช้เสริม สกิลคำสาปสะกด สาปสะกดจากออร่าหรือพื้นคำสาปไม่สามารถส่งต่อได้","輔助咒術詛咒技能。來自光環或詛咒地面的咒術不能被轉移。",13898,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,11,[0]
717,6722,10674,0,60,40,"[10,25,13,5,3,15,24]","",1,"","","","","","","","","","","",9331,"","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
718,6723,10675,60,0,40,"[2,9,25,13,14,15,7,36,12,24]","",1,"","","","","","","","","","","",8370,"","","","","","","","","","","","","","","",1,1,"","","","",1,0,[0]
719,6724,10676,0,60,40,"[10,25,13,14,30,33,24,7]","",1,"","","","","","","","","","","",5194,"","","","","","","","","","","","","","","",1,1,"","","","",2,8,[0]
720,6725,10678,60,0,40,"[9,25,4,33,14,15,24]","",1,"","","","","","","","","","","",10344,"","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
721,6726,10681,0,60,40,"[10,25,15,8,4,24,33]","",1,"","","","","","","","","","","",2631,"","","","","","","","","","","","","","","",1,1,"","","","",2,1,[0]
722,6727,10682,0,100,0,"[10,25,13,14,5,2,24,6]","",1,"","","","","","","","","","","",1726,"","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
723,6728,10683,60,0,40,"[9,25,4,8,15,33,2,24,14]","",1,"","","","","","","","","","","",10465,"","","","","","","","","","","","","","","",1,1,"","","","",1,4,[0]
724,6729,10684,60,0,40,"[9,25,4,8,15,24,13,7,36]","",1,"","","","","","","","","","","",1157,"","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
725,6730,10685,0,100,0,"[10,25,13,5,14,1,24,15,6]","",1,"","","","","","","","","","","",1998,"","","","","","","","","","","","","","","",1,1,"","","","",2,0,[0]
726,6731,10686,0,0,100,"[11,25,4,14,15,0,24]","",1,"","","","","","","","","","","",1181,"","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
727,6732,10694,100,0,0,"[19,12,9,25,4,14,24]","",1,"","","","","","","","","","","",1839,"","","","","","","","","","","","","","","",1,1,"","","","",1,1,[1]
728,6733,10695,0,100,0,"[10,25,13,5,33,24,6]","",1,"","","","","","","","","","","",341,"","","","","","","","","","","","","","","",1,1,"","","","",2,0,[0]
729,6734,10700,0,60,40,"[6,10,16,26]","","","Supports bow attack skills, causing them to trigger when you've spent enough mana in total on other bow attacks. Cannot modify the skills of minions. Cannot support totems, traps, mines, Vaal skills, or channelling skills","Modifie les Aptitudes d'attaque à l'arc, leur permettant ainsi de se déclencher quand vous avez dépensé assez de Mana au total sur d'autres attaques à l'arc. Ne peut modifier les Aptitudes des Créatures. Ne peut modifier les Aptitudes vaal, canalisées ou utilisées par des totems, pièges ou mines.","Unterstützt Bogen-Angriffsfertigkeiten, die ausgelöst werden, wenn Ihr insgesamt genug Mana für andere Bogenangriffe verbraucht habt. Kann die Fertigkeiten von Kreaturen nicht modifizieren. Kann keine Totem-, Fallen-, Minen-, Vaal- oder Kanalisierungs-Fertigkeiten unterstützen.","弓アタックスキルをサポートし、他の弓アタックで合計で十分な量のマナを消費した時にトリガーするようにする。ミニオンのスキルには影響しない。トーテム、トラップ、マイン、ヴァールスキル、チャネリングスキルはサポートできない。","활 공격 스킬에 적용됩니다. 다른 활 공격으로 사용한 마나의 총량이 일정 수준 이상이 되면 보조 대상 스킬이 발동됩니다. 소환수가 사용하는 스킬에는 적용되지 않습니다. 토템, 덫, 지뢰, 바알 스킬, 집중 유지 스킬에는 적용되지 않습니다.","Suporta habilidades de ataque com arcos, fazendo com que elas sejam ativadas quando você tiver gasto um total de mana em outros ataques com arco. Não pode modificar as habilidades de lacaios. Não pode suportar totens, armadilhas, minas, habilidades Vaal ou habilidades canalizadoras.","Усиливает умения атак лука, вызывая их срабатывание после того как вы потратите некоторое суммарное количество маны на другие атаки луком. Не усиливает умения приспешников. Не усиливает тотемы, ловушки, мины, умения ваал и поддерживаемые умения.","Asiste habilidades de ataque de arcos y las activa cuando has gastado una cantidad suficiente de maná total en otros ataques de arco. No puede modificar las habilidades de los esbirros. No puede asistir a tótems, trampas, minas, habilidades vaal ni habilidades de canalización.","ใช้เสริม สกิลโจมตีธนู ทำให้มันทริกเกอร์เมื่อคุณจ่ายมานาไปกับ การโจมตีธนู อื่นๆ ครบตามค่าใช้งานมานาของสกิลที่เสริม ไม่สามารถแก้ไขสกิลที่ มิเนียน ใช้ได้ ไม่สามารถเสริม โทเทม, กับดัก, ทุ่นระเบิด, สกิลวาล์ หรือ สกิลแชนเนล ได้","輔助弓攻擊技能，當你在其它弓攻擊消耗足夠的魔力時，觸發這些技能。不能調整召喚物技能。不能輔助圖騰、陷阱、地雷、瓦爾技能或引導施放技能。",13899,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,2,[0]
730,6735,10701,0,40,60,"[11,16,25,4,14,0,1,2,45,26]","","","Supports attacks, causing them to trigger the Prismatic Burst spell. Cannot support triggered attacks or attacks used by things other than you. Cannot modify the skills of minions.","Modifie les Aptitudes d'attaque en leur permettant de déclencher le Sort Explosion prismatique. Ne peut modifier les Attaques déclenchées ou les Attaques que vous n'utilisez pas vous-même directement. Ne peut modifier les Aptitudes des Créatures.","Unterstützt Angriffsfertigkeiten, die den Zauber 'Prismatische Explosion' auslösen. Kann keine ausgelösten Angriffe oder Angriffe unterstützen, die von anderen Dingen außer Euch benutzt werden. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","アタックスキルをサポートし、プリズマティックバーストサポートスペルをトリガーするようにする。トリガーされたアタックおよびプレイヤー以外によって使用されたアタックはサポートされない。ミニオンのスキルには影響しない。","공격에 적용됩니다. 보조 대상 스킬이 분광 격발 주문을 발동합니다. 발동형 공격이나 플레이어가 아닌 다른 개체가 사용한 공격, 소환수가 사용하는 스킬에는 적용되지 않습니다.","Suporta ataques, fazendo com que eles ativem uma magia de Explosão Prismática. Não pode suportar ataques ativados ou ataques usados por coisas diferentes de você. Não pode modificar as habilidades de lacaios.","Усиливает атаки, заставляя их вызывать срабатывание чар Радужная вспышка. Не усиливает срабатывающие атаки и атаки, используемые кем-либо кроме вас. Не усиливает умения приспешников.","Asiste ataques y les permite activar el hechizo Estallido prismático. No puede asistir ataques de activación ni ataques infligidos por cosas que no seas tú. No puede modificar las habilidades de los esbirros.","ใช้เสริม การโจมตี ทำให้การโจมตีเหล่านี้ทริกเกอร์เวท ระเบิดสุ่มธาตุฉับพลัน ไม่สามารถเสริม การโจมตีที่ถูกทริกเกอร์ หรือ การโจมตีที่ใช้โดยสิ่งต่างๆ ที่ไม่ใช่คุณ ไม่สามารถใช้แก้ไขสกิลที่มิเนียนใช้ได้","輔助攻擊技能，使它們觸發三相爆發法術。不能輔助觸發型攻擊或不是你使用的攻擊。不能調整召喚物技能。",13900,10702,"","","","","","","","","","","",1,"","","",1,1,"","","","",3,0,[0]
731,6736,9666,0,100,0,"[10,25,13,5,30,33,6]","","","Supports bow attack skills. Cannot support channelled skills, instant skills, Vaal skills, or skills used by totems, traps, or mines.","Modifie les Aptitudes d'attaque à l'arc. Ne peut modifier les Aptitudes canalisées, les Aptitudes instantanées, les Aptitudes vaal, ainsi que les Aptitudes utilisées par les Totems, les Pièges et les Mines.","Unterstützt Bogen-Angriffsfertigkeiten. Kann keine Kanalisierungs-, sofort gewirkte Fertigkeiten, Vaal-Fertigkeiten oder Fertigkeiten, die von Totems, Fallen oder Minen verwendet werden, unterstützen.","弓アタックスキルをサポートする。チャネリングスキル、即時発動スキル、ヴァールスキルまたはトーテム、トラップ、マインで使用されるスキルはサポートできない。","활 공격 스킬에 적용됩니다. 집중 유지 스킬, 즉시 시전 스킬, 바알 스킬이나 토템, 덫, 지뢰 스킬에는 적용되지 않습니다.","Suporta habilidades de ataque com arcos. Não pode suportar habilidades canalizadas, habilidades instantâneas, habilidades Vaal ou habilidades usadas por totens, armadilhas ou minas.","Усиливает умения атак лука. Нельзя усилить поддерживаемые умения, мгновенные умения, умения ваал и умения, используемые тотемами, ловушками или минами.","Asiste habilidades de ataque de arcos. No puede asistir habilidades de canalización, habilidades instantáneas, habilidades vaal ni habilidades usadas por tótems, trampas o minas.","ใช้เสริม สกิลโจมตีธนู ไม่สามารถเสริม สกิลแชนเนล, สกิลที่ส่งผลทันที, สกิลวาล์, หรือสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้","輔助弓攻擊技能。不能輔助引導施放技能、立即技能、瓦爾技能或圖騰、陷阱或地雷使用的技能。","",9667,"","Snipe Support","Soutien : Tireur d'élite","Unterstützung: Scharfschuss","スナイプサポート","저격 보조","Suporte: Atirar","Прицельный выстрел","Asistencia de Disparo certero","หินเสริม Snipe","狙擊輔助","","","","",1,1,"","","","",2,10,[0]
732,10400,10703,0,0,0,"[25,4,22,35,37]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",4,12,[0]
