"rownum","rid","i32","i32","[i32]","BetrayalTargetsKey","i32","rid","[rid]","BetrayalUpgradesKey","bool","[i32]","[rid]","bool","[i32]","NPCTextAudioKey","[i32]"
1106,5,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3509,[]
1107,5,0,10,[],"",100,"",[],3,"",[],[],"",[],3510,[]
1108,5,0,11,[],"",100,"",[],17,"",[],[],"",[],3511,[]
1109,5,0,12,[],"",100,"",[],25,"",[],[],"",[],3512,[]
1110,5,0,13,[],"",100,"",[],43,"",[],[],"",[],3513,[]
1111,5,0,14,[],"",100,"",[],44,"",[],[],"",[],3514,[]
1112,5,13,0,[],"",100,"",[],"","",[],[],1,[],3515,[]
1113,5,1,0,[],"",100,1,[],"","",[],[],"",[],3516,[]
1114,5,1,1,[],"",100,2,[],"","",[],[],"",[],3517,[]
1115,5,1,2,[],"",100,4,[],"","",[],[],"",[],3518,[]
1116,5,1,3,[],"",100,3,[],"","",[],[],"",[],3519,[]
1117,5,1,4,[],"",100,"",[],"","",[],[],"",[],3520,[]
1118,5,1,5,[],1,100,"","[1,2]","","",[],[],1,[],3521,[]
1119,5,1,6,[],3,1000,"","[1,2]","","",[],[],1,[],3522,[]
1120,5,1,7,[],4,1000,"","[1,2]","","",[],[],1,[],3523,[]
1121,5,1,8,[],11,1000,"","[1,2]","","",[],[],1,[],3524,[]
1122,5,1,9,[],16,1000,"","[1,2]","","",[],[],1,[],3525,[]
1123,5,1,10,[],"",1000,"","[1,2]","","",[],[],"",[],3526,[]
1124,5,1,11,[7],"",100,"","[1,2]","","",[],[],"",[],3527,[]
1125,5,1,12,[],"",100,1,[0],"","",[],[],"",[],3528,[]
1126,5,1,13,[],"",100,2,[0],"","",[],[],"",[],3529,[]
1127,5,1,14,[],"",100,4,[0],"","",[],[],"",[],3530,[]
1128,5,1,15,[],"",100,3,[0],"","",[],[],"",[],3531,[]
1129,5,1,16,[],7,1000,"",[0],"","",[],[],1,[],3532,[]
1130,5,1,17,[],2,1000,"",[0],"","",[],[],1,[],3533,[]
1131,5,1,18,[],9,1000,"",[0],"","",[],[],1,[],3534,[]
1132,5,1,19,[],11,1000,"",[0],"","",[],[],1,[],3535,[]
1133,5,1,20,[],16,1000,"",[0],"","",[],[],1,[],3536,[]
1134,5,1,21,[],"",100,"",[0],"","",[],[],"",[],3537,[]
1135,5,2,0,[],"",100,1,[0],"","",[],[],"",[],3538,[]
1136,5,2,1,[],"",100,2,[0],"","",[],[],"",[],3539,[]
1137,5,2,2,[],"",100,4,[0],"","",[],[],"",[],3540,[]
1138,5,2,3,[],"",100,3,[0],"","",[],[],"",[],3541,[]
1139,5,2,4,[],7,1000,"",[0],"","",[],[],1,[],3542,[]
1140,5,2,5,[],2,1000,"",[0],"","",[],[],1,[],3543,[]
1141,5,2,6,[],3,1000,"",[0],"","",[],[],1,[],3544,[]
1142,5,2,7,[],4,1000,"",[0],"","",[],[],1,[],3545,[]
1143,5,2,8,[],11,1000,"",[0],"","",[],[],1,[],3546,[]
1144,5,2,9,[],"",100,"",[0],"","",[],[],"",[],3547,[]
1145,5,1,22,[7],"",100,1,[],"","",[],[],"",[],3548,[]
1146,5,1,23,[7],"",100,2,[],"","",[],[],"",[],3549,[]
1147,5,1,24,[7],"",100,4,[],"","",[],[],"",[],3550,[]
1148,5,1,25,[7],"",100,3,[],"","",[],[],"",[],3551,[]
1149,5,1,26,[7],2,1000,"",[],"","",[],[],1,[],3552,[]
1150,5,1,27,[7],10,1000,"",[],"","",[],[],1,[],3553,[]
1151,5,1,28,[7],12,1000,"",[],"","",[],[],1,[],3554,[]
1152,5,1,29,[7],0,1000,"",[],"","",[],[],1,[],3555,[]
1153,5,1,30,[7],16,1000,"",[],"","",[],[],1,[],3556,[]
1154,5,1,31,[7],"",100,"",[],"","",[],[],"",[],3557,[]
1155,5,3,0,[],"",100,1,[],"","",[],[],"",[],3558,[]
1156,5,3,1,[],"",100,2,[],"","",[],[],"",[],3559,[]
1157,5,3,2,[],"",100,4,[],"","",[],[],"",[],3560,[]
1158,5,3,3,[],"",100,3,[],"","",[],[],"",[],3561,[]
1159,5,4,0,[],"",100,"",[0],"","",[],[],"",[],3562,[]
1160,5,4,1,[],"",100,2,[],"","",[],[],"",[],3563,[]
1161,5,4,2,[],"",100,4,[],"","",[],[],"",[],3564,[]
1162,5,5,0,[],"",100,1,[],"","",[],[],"",[],3565,[]
1163,5,5,1,[],"",100,2,[],"","",[],[],"",[],3566,[]
1164,5,5,2,[],"",100,4,[],"","",[],[],"",[],3567,[]
1165,5,5,3,[],"",100,3,[],"","",[],[],"",[],3568,[]
1166,5,5,4,[1],"",300,"",[],"","",[],[],"",[],3569,[]
1167,5,5,5,[3],"",300,"",[],"","",[],[],"",[],3570,[]
1168,5,5,6,[5],"",300,"",[],"","",[],[],"",[],3571,[]
1169,5,5,7,[6],"",300,"",[],"","",[],[],"",[],3572,[]
1170,5,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3573,[]
1171,5,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3574,[]
1172,5,5,10,[],"",100,"",[0],"","",[],[],"",[],3575,[]
1173,5,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3576,[]
1174,5,8,1,[],"",300,"",[],"","",[],[3],"",[],3577,[]
1175,5,8,2,[],"",300,"",[],"","",[],[7],"",[],3578,[]
1176,5,8,3,[],"",300,"",[],"","",[],[4],"",[],3579,[]
1177,5,8,4,[],"",300,"",[],"","",[],[10],"",[],3580,[]
1178,5,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3581,[]
1179,5,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22,13,14,15]","",[],3582,[]
1180,5,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],3583,[]
1181,5,9,1,[],"",100,"",[],"","",[],[7],"",[],3584,[]
1182,5,9,2,[],"",100,"",[],"","",[],[4],"",[],3585,[]
1183,5,9,3,[],"",100,"",[],"","",[],[10],"",[],3586,[]
1184,5,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3587,[]
1185,5,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3588,[]
1186,5,6,0,[],"",300,"",[],"","",[],[5],"",[],3589,[]
1187,5,6,1,[],"",300,"",[],"","",[],[11],"",[],3590,[]
1188,5,6,2,[],"",300,"",[],"","",[],[6],"",[],3591,[]
1189,5,6,3,[],"",300,"",[],"","",[],[12],"",[],3592,[]
1190,5,6,4,[],2,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3593,[]
1191,5,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3594,[]
1192,5,6,6,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3595,[]
1193,5,6,7,[],12,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3596,[]
1194,5,6,8,[],16,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3597,[]
1195,5,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3598,[]
1196,5,10,0,[],"",100,"",[],"","",[],[2],"",[],3599,[]
1197,5,10,1,[],"",100,"",[],"","",[7],[2],"",[],3600,[]
1198,5,10,2,[],"",100,"",[2],"","",[],[2],"",[],3601,[]
1199,5,10,3,[1],"",300,"",[],"","",[],[2],"",[],3602,[]
1200,5,7,0,[],"",100,"",[],"","",[],[],"",[],3603,[]
1201,5,7,1,[],3,1000,"",[],"","",[],[],1,[],3604,[]
1202,5,7,2,[],4,1000,"",[],"","",[],[],1,[],3605,[]
1203,5,7,3,[],9,1000,"",[],"","",[],[],1,[],3606,[]
1204,5,7,4,[],11,1000,"",[],"","",[],[],1,[],3607,[]
1205,5,7,5,[],12,1000,"",[],"","",[],[],1,[],3608,[]
1206,5,7,6,[],"",100,"",[],"","",[],[],"",[],3609,[]
1207,5,11,0,[],"",100,"",[],"","",[],[],"",[],3610,[]
1208,5,11,1,[1],"",300,"",[],"","",[],[],"",[],3611,[]
1209,5,11,2,[3],"",300,"",[],"","",[],[],"",[],3612,[]
1210,5,12,0,[],"",100,"",[1],"","",[],[],"",[],3613,[]
1211,5,12,1,[],"",100,"",[2],"","",[],[],"",[],3614,[]
1212,5,12,2,[],"",100,"",[0],"","",[],[],"",[],3615,[]
1213,5,14,0,[],"",100,"",[],"","",[],[],"",[],3616,[]
1214,5,0,15,[9],"",100,"",[],"",1,[],[],"",[],3617,[]
1215,5,12,3,[],"",100,"",[],"",1,[],[],"",[],3618,[]
1216,5,5,11,[],"",100,"",[],"",1,[],[],"",[],3619,[]
1217,5,5,12,[7],"",100,"",[],"",1,[],[],"",[],3620,[]
1218,5,11,3,[],"",100,"",[],"",1,[],[],"",[],3621,[]
1219,8,0,0,[],"",100,"",[],"","",[],[],1,[9],3627,[]
1220,8,0,1,[],"",100,1,[],"","",[],[],"",[],3628,[]
1221,8,0,2,[],"",100,2,[],"","",[],[],"",[],3629,[]
1222,8,0,3,[],"",100,4,[],"","",[],[],"",[],3630,[]
1223,8,0,4,[],"",100,3,[],"","",[],[],"",[],3631,[]
1224,8,0,5,[1],"",300,"",[],"","",[],[],"",[],3632,[]
1225,8,0,6,[3],"",300,"",[],"","",[],[],"",[],3633,[]
1226,8,0,7,[5],"",300,"",[],"","",[],[],"",[],3634,[]
1227,8,0,8,[6],"",300,"",[],"","",[],[],"",[],3635,[]
1228,8,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3636,[]
1229,8,0,10,[],"",100,"",[],8,"",[],[],"",[],3637,[]
1230,8,0,11,[],"",100,"",[],46,"",[],[],"",[],3638,[]
1231,8,0,12,[],"",100,"",[],19,"",[],[],"",[],3639,[]
1232,8,0,13,[],"",100,"",[],40,"",[],[],"",[],3640,[]
1233,8,0,14,[],"",100,"",[],22,"",[],[],"",[],3641,[]
1234,8,13,0,[],"",100,"",[],"","",[],[],1,[],3642,[]
1235,8,1,0,[],"",100,1,[],"","",[],[],"",[],3643,[]
1236,8,1,1,[],"",100,2,[],"","",[],[],"",[],3644,[]
1237,8,1,2,[],"",100,4,[],"","",[],[],"",[],3645,[]
1238,8,1,3,[],"",100,3,[],"","",[],[],"",[],3646,[]
1239,8,1,4,[],"",100,"",[],"","",[],[],"",[],3647,[]
1240,8,1,5,[7],"",100,"","[1,2]","","",[],[],"",[],3648,[]
1241,8,1,6,[],7,1000,"","[1,2]","","",[],[],1,[],3649,[]
1242,8,1,7,[],10,1000,"","[1,2]","","",[],[],1,[],3650,[]
1243,8,1,8,[],13,1000,"","[1,2]","","",[],[],1,[],3651,[]
1244,8,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],3652,[]
1245,8,1,10,[],"",100,"","[1,2]","","",[],[],"",[],3653,[]
1246,8,1,11,[],17,1000,"","[1,2]","","",[],[],1,[],3654,[]
1247,8,1,12,[],"",100,1,[0],"","",[],[],"",[],3655,[]
1248,8,1,13,[],"",100,2,[0],"","",[],[],"",[],3656,[]
1249,8,1,14,[],"",100,4,[0],"","",[],[],"",[],3657,[]
1250,8,1,15,[],"",100,3,[0],"","",[],[],"",[],3658,[]
1251,8,1,16,[],3,1000,"",[0],"","",[],[],1,[],3659,[]
1252,8,1,17,[],9,1000,"",[0],"","",[],[],1,[],3660,[]
1253,8,1,18,[],12,1000,"",[0],"","",[],[],1,[],3661,[]
1254,8,1,19,[],13,1000,"",[0],"","",[],[],1,[],3662,[]
1255,8,1,20,[],14,1000,"",[0],"","",[],[],1,[],3663,[]
1256,8,1,21,[],"",100,"",[0],"","",[],[],"",[],3664,[]
1257,8,2,0,[],"",100,1,[0],"","",[],[],"",[],3665,[]
1258,8,2,1,[],"",100,2,[0],"","",[],[],"",[],3666,[]
1259,8,2,2,[],"",100,4,[0],"","",[],[],"",[],3667,[]
1260,8,2,3,[],"",100,3,[0],"","",[],[],"",[],3668,[]
1261,8,2,4,[],4,1000,"",[0],"","",[],[],1,[],3669,[]
1262,8,2,5,[],12,1000,"",[0],"","",[],[],1,[],3670,[]
1263,8,2,6,[],13,1000,"",[0],"","",[],[],1,[],3671,[]
1264,8,2,7,[],14,1000,"",[0],"","",[],[],1,[],3672,[]
1265,8,2,8,[],"",100,"",[0],"","",[],[],"",[],3673,[]
1266,8,1,22,[7],"",100,1,[],"","",[],[],"",[],3674,[]
1267,8,1,23,[7],"",100,2,[],"","",[],[],"",[],3675,[]
1268,8,1,24,[7],"",100,4,[],"","",[],[],"",[],3676,[]
1269,8,1,25,[7],"",100,3,[],"","",[],[],"",[],3677,[]
1270,8,1,26,[7],1,1000,"",[],"","",[],[],1,[],3678,[]
1271,8,1,27,[7],9,1000,"",[],"","",[],[],1,[],3679,[]
1272,8,1,28,[7],13,1000,"",[],"","",[],[],1,[],3680,[]
1273,8,1,29,[7],14,1000,"",[],"","",[],[],1,[],3681,[]
1274,8,1,30,[7],17,1000,"",[],"","",[],[],1,[],3682,[]
1275,8,1,31,[7],"",100,"",[],"","",[],[],"",[],3683,[]
1276,8,3,0,[],"",100,1,[],"","",[],[],"",[],3684,[]
1277,8,3,1,[],"",100,2,[],"","",[],[],"",[],3685,[]
1278,8,3,2,[],"",100,4,[],"","",[],[],"",[],3686,[]
1279,8,3,3,[],"",100,3,[],"","",[],[],"",[],3687,[]
1280,8,4,0,[],"",100,"",[0],"","",[],[],"",[],3688,[]
1281,8,4,1,[],"",100,2,[],"","",[],[],"",[],3689,[]
1282,8,4,2,[],"",100,4,[],"","",[],[],"",[],3690,[]
1283,8,5,0,[],"",100,1,[],"","",[],[],"",[],3691,[]
1284,8,5,1,[],"",100,2,[],"","",[],[],"",[],3692,[]
1285,8,5,2,[],"",100,4,[],"","",[],[],"",[],3693,[]
1286,8,5,3,[],"",100,3,[],"","",[],[],"",[],3694,[]
1287,8,5,4,[1],"",300,"",[],"","",[],[],"",[],3695,[]
1288,8,5,5,[3],"",300,"",[],"","",[],[],"",[],3696,[]
1289,8,5,6,[5],"",300,"",[],"","",[],[],"",[],3697,[]
1290,8,5,7,[6],"",300,"",[],"","",[],[],"",[],3698,[]
1291,8,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3699,[]
1292,8,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3700,[]
1293,8,5,10,[],"",100,"",[0],"","",[],[],"",[],3701,[]
1294,8,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3702,[]
1295,8,8,1,[],"",300,"",[],"","",[],[3],"",[],3703,[]
1296,8,8,2,[],"",300,"",[],"","",[],[7],"",[],3704,[]
1297,8,8,3,[],"",300,"",[],"","",[],[4],"",[],3705,[]
1298,8,8,4,[],"",300,"",[],"","",[],[10],"",[],3706,[]
1299,8,8,5,[],"",300,"",[],"","",[],"[9,8,13,14,15]","",[],3707,[]
1300,8,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3708,[]
1301,8,9,0,[],"",100,"",[],"","",[],[3],"",[],3709,[]
1302,8,9,1,[],"",100,"",[],"","",[],"[7,13,14,15]","",[],3710,[]
1303,8,9,2,[],"",100,"",[],"","",[],[4],"",[],3711,[]
1304,8,9,3,[],"",100,"",[],"","",[],[10],"",[],3712,[]
1305,8,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3713,[]
1306,8,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3714,[]
1307,8,6,0,[],"",300,"",[],"","",[],[5],"",[],3715,[]
1308,8,6,1,[],"",300,"",[],"","",[],[11],"",[],3716,[]
1309,8,6,2,[],"",300,"",[],"","",[],[6],"",[],3717,[]
1310,8,6,3,[],"",300,"",[],"","",[],[12],"",[],3718,[]
1311,8,6,4,[],3,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3719,[]
1312,8,6,5,[],12,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3720,[]
1313,8,6,6,[],13,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3721,[]
1314,8,6,7,[],14,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3722,[]
1315,8,6,8,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3723,[]
1316,8,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3724,[]
1317,8,10,0,[],"",100,"",[],"","",[],[2],"",[],3725,[]
1318,8,10,1,[],"",100,"",[],"","",[7],[2],"",[],3726,[]
1319,8,10,2,[],"",100,"",[2],"","",[],[2],"",[],3727,[]
1320,8,10,3,[1],"",300,"",[],"","",[],[2],"",[],3728,[]
1321,8,7,0,[],"",100,"",[],"","",[],[],"",[],3729,[]
1322,8,7,1,[],4,1000,"",[],"","",[],[],1,[],3730,[]
1323,8,7,2,[],9,1000,"",[],"","",[],[],1,[],3731,[]
1324,8,7,3,[],6,1000,"",[],"","",[],[],1,[],3732,[]
1325,8,7,4,[],13,1000,"",[],"","",[],[],1,[],3733,[]
1326,8,7,5,[],14,1000,"",[],"","",[],[],1,[],3734,[]
1327,8,7,6,[],"",100,"",[],"","",[],[],"",[],3735,[]
1328,8,11,0,[],"",100,"",[],"","",[],[],"",[],3736,[]
1329,8,11,1,[1],"",300,"",[],"","",[],[],"",[],3737,[]
1330,8,11,2,[3],"",300,"",[],"","",[],[],"",[],3738,[]
1331,8,12,0,[],"",100,"",[1],"","",[],[],"",[],3739,[]
1332,8,12,1,[],"",100,"",[2],"","",[],[],"",[],3740,[]
1333,8,12,2,[],"",100,"",[0],"","",[],[],"",[],3741,[]
1334,8,14,0,[],"",100,"",[],"","",[],[],"",[],3742,[]
1335,8,0,15,[9],"",100,"",[],"",1,[],[],"",[],3743,[]
1336,8,0,16,"[6,1]","",100,"",[],"",1,[],[],"",[],3744,[]
1337,8,5,11,[],"",100,"",[],"",1,[],[],"",[],3745,[]
1338,8,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3746,[]
1339,8,11,3,[],"",100,"",[],"",1,[],[],"",[],3747,[]
1340,9,0,0,[],"",100,"",[],"","",[],[],1,[9],3753,[]
1341,9,0,1,[],"",100,1,[],"","",[],[],"",[],3754,[]
1342,9,0,2,[],"",100,2,[],"","",[],[],"",[],3755,[]
1343,9,0,3,[],"",100,4,[],"","",[],[],"",[],3756,[]
1344,9,0,4,[],"",100,3,[],"","",[],[],"",[],3757,[]
1345,9,0,5,[1],"",300,"",[],"","",[],[],"",[],3758,[]
1346,9,0,6,[3],"",300,"",[],"","",[],[],"",[],3759,[]
1347,9,0,7,[5],"",300,"",[],"","",[],[],"",[],3760,[]
1348,9,0,8,[6],"",300,"",[],"","",[],[],"",[],3761,[]
1349,9,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3762,[]
1350,9,0,10,[],"",100,"",[],12,"",[],[],"",[],3763,[]
1351,9,0,11,[],"",100,"",[],17,"",[],[],"",[],3764,[]
1352,9,0,12,[],"",100,"",[],27,"",[],[],"",[],3765,[]
1353,9,0,13,[],"",100,"",[],48,"",[],[],"",[],3766,[]
1354,9,0,14,[],"",100,"",[],49,"",[],[],"",[],3767,[]
1355,9,13,0,[],"",100,"",[],"","",[],[],1,[],3768,[]
1356,9,1,0,[],"",100,1,[],"","",[],[],"",[],3769,[]
1357,9,1,1,[],"",100,2,[],"","",[],[],"",[],3770,[]
1358,9,1,2,[],"",100,4,[],"","",[],[],"",[],3771,[]
1359,9,1,3,[],"",100,3,[],"","",[],[],"",[],3772,[]
1360,9,1,4,[],"",100,"",[],"","",[],[],"",[],3773,[]
1361,9,1,5,[],"",100,"",[],"","",[7],[],"",[],3774,[]
1362,9,1,6,[],1,1000,"","[1,2]","","",[],[],1,[],3775,[]
1363,9,1,7,[],3,1000,"","[1,2]","","",[],[],1,[],3776,[]
1364,9,1,8,[],4,1000,"","[1,2]","","",[],[],1,[],3777,[]
1365,9,1,9,[],5,1000,"","[1,2]","","",[],[],1,[],3778,[]
1366,9,1,10,[],12,1000,"","[1,2]","","",[],[],1,[],3779,[]
1367,9,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3780,[]
1368,9,1,12,[],"",100,1,[0],"","",[],[],"",[],3781,[]
1369,9,1,13,[],"",100,2,[0],"","",[],[],"",[],3782,[]
1370,9,1,14,[],"",100,4,[0],"","",[],[],"",[],3783,[]
1371,9,1,15,[],"",100,3,[0],"","",[],[],"",[],3784,[]
1372,9,1,16,[],2,1000,"",[0],"","",[],[],1,[],3785,[]
1373,9,1,17,[],8,1000,"",[0],"","",[],[],1,[],3786,[]
1374,9,1,18,[],6,1000,"",[0],"","",[],[],1,[],3787,[]
1375,9,1,19,[],11,1000,"",[0],"","",[],[],1,[],3788,[]
1376,9,1,20,[],12,1000,"",[0],"","",[],[],1,[],3789,[]
1377,9,1,21,[],"",100,"",[0],"","",[],[],"",[],3790,[]
1378,9,2,0,[],"",100,1,[0],"","",[],[],"",[],3791,[]
1379,9,2,1,[],"",100,2,[0],"","",[],[],"",[],3792,[]
1380,9,2,2,[],"",100,4,[0],"","",[],[],"",[],3793,[]
1381,9,2,3,[],"",100,3,[0],"","",[],[],"",[],3794,[]
1382,9,2,4,[],7,1000,"",[0],"","",[],[],1,[],3795,[]
1383,9,2,5,[],5,1000,"",[0],"","",[],[],1,[],3796,[]
1384,9,2,6,[],8,1000,"",[0],"","",[],[],1,[],3797,[]
1385,9,2,7,[],12,1000,"",[0],"","",[],[],1,[],3798,[]
1386,9,2,8,[],17,1000,"",[0],"","",[],[],1,[],3799,[]
1387,9,2,9,[],"",100,"",[0],"","",[],[],"",[],3800,[]
1388,9,1,22,[7],"",100,1,[],"","",[],[],"",[],3801,[]
1389,9,1,23,[7],"",100,2,[],"","",[],[],"",[],3802,[]
1390,9,1,24,[7],"",100,4,[],"","",[],[],"",[],3803,[]
1391,9,1,25,[7],"",100,3,[],"","",[],[],"",[],3804,[]
1392,9,1,26,[7],1,1000,"",[],"","",[],[],1,[],3805,[]
1393,9,1,27,[7],3,1000,"",[],"","",[],[],1,[],3806,[]
1394,9,1,28,[7],5,1000,"",[],"","",[],[],1,[],3807,[]
1395,9,1,29,[7],6,1000,"",[],"","",[],[],1,[],3808,[]
1396,9,1,30,[7],11,1000,"",[],"","",[],[],1,[],3809,[]
1397,9,1,31,[7],"",100,"",[],"","",[],[],"",[],3810,[]
1398,9,3,0,[],"",100,1,[],"","",[],[],"",[],3811,[]
1399,9,3,1,[],"",100,2,[],"","",[],[],"",[],3812,[]
1400,9,3,2,[],"",100,4,[],"","",[],[],"",[],3813,[]
1401,9,3,3,[],"",100,3,[],"","",[],[],"",[],3814,[]
1402,9,4,0,[],"",100,"",[0],"","",[],[],"",[],3815,[]
1403,9,4,1,[],"",100,2,[],"","",[],[],"",[],3816,[]
1404,9,4,2,[],"",100,4,[],"","",[],[],"",[],3817,[]
1405,9,5,0,[],"",100,1,[],"","",[],[],"",[],3818,[]
1406,9,5,1,[],"",100,2,[],"","",[],[],"",[],3819,[]
1407,9,5,2,[],"",100,4,[],"","",[],[],"",[],3820,[]
1408,9,5,3,[],"",100,3,[],"","",[],[],"",[],3821,[]
1409,9,5,4,[1],"",300,"",[],"","",[],[],"",[],3822,[]
1410,9,5,5,[3],"",300,"",[],"","",[],[],"",[],3823,[]
1411,9,5,6,[5],"",300,"",[],"","",[],[],"",[],3824,[]
1412,9,5,7,[6],"",300,"",[],"","",[],[],"",[],3825,[]
1413,9,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3826,[]
1414,9,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3827,[]
1415,9,5,10,[],"",100,"",[0],"","",[],[],"",[],3828,[]
1416,9,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3829,[]
1417,9,8,1,[],"",300,"",[],"","",[],[3],"",[],3830,[]
1418,9,8,2,[],"",300,"",[],"","",[],[7],"",[],3831,[]
1419,9,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],3832,[]
1420,9,8,4,[],"",300,"",[],"","",[],[10],"",[],3833,[]
1421,9,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3834,[]
1422,9,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3835,[]
1423,9,9,0,[],"",100,"",[],"","",[],[3],"",[],3836,[]
1424,9,9,1,[],"",100,"",[],"","",[],[7],"",[],3837,[]
1425,9,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],3838,[]
1426,9,9,3,[],"",100,"",[],"","",[],[10],"",[],3839,[]
1427,9,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3840,[]
1428,9,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3841,[]
1429,9,6,0,[],"",300,"",[],"","",[],[5],"",[],3842,[]
1430,9,6,1,[],"",300,"",[],"","",[],[11],"",[],3843,[]
1431,9,6,2,[],"",300,"",[],"","",[],[6],"",[],3844,[]
1432,9,6,3,[],"",300,"",[],"","",[],[12],"",[],3845,[]
1433,9,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3846,[]
1434,9,6,5,[],7,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3847,[]
1435,9,6,6,[],5,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3848,[]
1436,9,6,7,[],8,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3849,[]
1437,9,6,8,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3850,[]
1438,9,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3851,[]
1439,9,10,0,[],"",100,"",[],"","",[],[2],"",[],3852,[]
1440,9,10,1,[],"",100,"",[],"","",[7],[2],"",[],3853,[]
1441,9,10,2,[],"",100,"",[2],"","",[],[2],"",[],3854,[]
1442,9,10,3,[1],"",300,"",[],"","",[],[2],"",[],3855,[]
1443,9,7,0,[],"",100,"",[],"","",[],[],"",[],3856,[]
1444,9,7,1,[],7,1000,"",[],"","",[],[],1,[],3857,[]
1445,9,7,2,[],2,1000,"",[],"","",[],[],1,[],3858,[]
1446,9,7,3,[],5,1000,"",[],"","",[],[],1,[],3859,[]
1447,9,7,4,[],11,1000,"",[],"","",[],[],1,[],3860,[]
1448,9,7,5,[],12,1000,"",[],"","",[],[],1,[],3861,[]
1449,9,7,6,[],"",100,"",[],"","",[],[],"",[],3862,[]
1450,9,11,0,[],"",100,"",[],"","",[],[],"",[],3863,[]
1451,9,11,1,[1],"",300,"",[],"","",[],[],"",[],3864,[]
1452,9,11,2,[3],"",300,"",[],"","",[],[],"",[],3865,[]
1453,9,12,0,[],"",100,"",[1],"","",[],[],"",[],3866,[]
1454,9,12,1,[],"",100,"",[2],"","",[],[],"",[],3867,[]
1455,9,12,2,[],"",100,"",[0],"","",[],[],"",[],3868,[]
1456,9,14,0,[],"",100,"",[],"","",[],[],"",[],3869,[]
1457,9,0,15,[9],"",100,"",[],"",1,[],[],"",[],3870,[]
1458,9,5,11,[],"",100,"",[],"",1,[],[],"",[],3871,[]
1459,9,5,12,[],"",100,"",[],"",1,[],[],"",[],3872,[]
1460,9,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3873,[]
1461,9,11,3,[],"",100,"",[],"",1,[],[],"",[],3874,[]
1462,6,0,0,[],"",100,"",[],"","",[],[],1,[9],3880,[]
1463,6,0,1,[],"",100,1,[],"","",[],[],"",[],3881,[]
1464,6,0,2,[],"",100,2,[],"","",[],[],"",[],3882,[]
1465,6,0,3,[],"",100,4,[],"","",[],[],"",[],3883,[]
